actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
345,PT09M48.00S,2024-11-28T02:55:10.9Z,3,REGULAR,3pt,Jump Shot,[],1629060,69.85873850197109,70.34313725490196,1610612747,49,62,2024-11-28T02:55:16Z,3450000,False,102.0,231.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
346,PT09M44.00S,2024-11-28T02:55:14.9Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,49,62,2024-11-28T02:55:16Z,3460000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,,
347,PT09M36.00S,2024-11-28T02:55:23.2Z,3,REGULAR,3pt,Jump Shot,[],101108,30.17411300919842,70.34313725490196,1610612759,49,62,2024-11-28T02:55:27Z,3470000,False,-102.0,231.0,1,left,MISS C. Paul 25' 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
348,PT09M34.00S,2024-11-28T02:55:25.2Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,49,62,2024-11-28T02:55:27Z,3480000,False,,,0,,D. Knecht REBOUND (Off:0 Def:4),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,,,347.0,4.0,4.0,0.0,,,,,,,,,,,,
349,PT09M21.00S,2024-11-28T02:55:38.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.24901445466492,54.90196078431373,1610612747,49,62,2024-11-28T02:55:52Z,3490000,False,25.0,11.0,1,right,MISS L. James driving Layup - blocked,"[2544, 1641705]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.69,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
350,PT09M21.00S,2024-11-28T02:55:38.2Z,3,REGULAR,block,,[],1641705,,,1610612747,49,62,2024-11-28T02:55:40Z,3500000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT09M19.00S,2024-11-28T02:55:40.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,49,62,2024-11-28T02:55:52Z,3510000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,349.0,2.0,2.0,0.0,,,,,,,,,,,,
352,PT09M19.00S,2024-11-28T02:55:54.5Z,3,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612759,49,62,2024-11-28T02:56:16Z,3520000,False,,,0,,R. Hachimura transition take personal FOUL (2 PF) (Barnes 1 FT),"[1629060, 203084]",1610612747.0,LAL,transition take,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2530.0,2.0,0.0,Barnes,203084.0,,,,,,,
354,PT09M19.00S,2024-11-28T02:56:14.6Z,3,REGULAR,freethrow,1 of 1,[],101108,,,1610612759,50,62,2024-11-28T02:56:14Z,3540000,False,,,0,,C. Paul transition take Free Throw 1 of 1 (5 PTS),[101108],1610612759.0,SAS,transition take,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
355,PT09M07.00S,2024-11-28T02:56:41.2Z,3,REGULAR,3pt,Jump Shot,[],1642264,29.77989487516426,74.26470588235294,1610612759,53,62,2024-11-28T02:56:46Z,3550000,False,-121.0,227.0,1,left,S. Castle 25' 3PT  (6 PTS) (C. Paul 3 AST),"[1642264, 101108]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,25.77,Made,,,,,,,,,,,,6.0,,,,C. Paul,101108.0,3.0
357,PT08M49.00S,2024-11-28T02:56:59.6Z,3,REGULAR,3pt,Jump Shot,[],1630559,65.91655716162943,57.84313725490197,1610612747,53,62,2024-11-28T02:57:03Z,3570000,False,39.0,268.0,1,right,MISS A. Reaves 27' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
358,PT08M47.00S,2024-11-28T02:57:01.6Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,53,62,2024-11-28T02:57:03Z,3580000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,357.0,6.0,5.0,1.0,,,,,,,,,,,,
359,PT08M38.00S,2024-11-28T02:57:10.2Z,3,REGULAR,3pt,Jump Shot,[],1641705,30.962549277266753,27.941176470588236,1610612759,56,62,2024-11-28T02:57:15Z,3590000,False,110.0,239.0,1,left,V. Wembanyama 26' 3PT  (10 PTS) (S. Castle 5 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.28,Made,,,,,,,,,,,,10.0,,,,S. Castle,1642264.0,5.0
361,PT08M37.00S,2024-11-28T02:57:16.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,56,62,2024-11-28T02:57:16Z,3610000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M22.00S,2024-11-28T03:00:24.5Z,3,REGULAR,3pt,Jump Shot,[],1642261,68.28186596583443,29.65686274509804,1610612747,56,62,2024-11-28T03:00:33Z,3620000,False,-102.0,246.0,1,right,MISS D. Knecht 26' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,26.59,Missed,,,,,,,,,,,,,,,,,,
363,PT08M18.00S,2024-11-28T03:00:28.5Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,56,62,2024-11-28T03:00:33Z,3630000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,362.0,7.0,6.0,1.0,,,,,,,,,,,,
364,PT08M04.00S,2024-11-28T03:00:42.4Z,3,REGULAR,3pt,Jump Shot,[],1641705,4.418528252299605,94.85294117647058,1610612759,56,62,2024-11-28T03:00:49Z,3640000,False,-224.0,-11.0,1,left,MISS V. Wembanyama 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
365,PT08M02.00S,2024-11-28T03:00:44.9Z,3,REGULAR,rebound,offensive,[],1642264,,,1610612759,56,62,2024-11-28T03:00:44Z,3650000,False,,,0,,S. Castle REBOUND (Off:2 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,364.0,3.0,1.0,2.0,,,,,,,,,,,,
366,PT07M56.00S,2024-11-28T03:00:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,7.046649145860711,55.14705882352941,1610612759,56,62,2024-11-28T03:01:29Z,3660000,False,-26.0,14.0,1,left,MISS V. Wembanyama driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
367,PT07M55.00S,2024-11-28T03:00:50.9Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,56,62,2024-11-28T03:00:55Z,3670000,False,,,0,,A. Davis REBOUND (Off:3 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,366.0,11.0,8.0,3.0,,,,,,,,,,,,
368,PT07M36.00S,2024-11-28T03:01:10.0Z,3,REGULAR,3pt,Jump Shot,[],1629060,87.86136662286465,94.36274509803921,1610612747,56,65,2024-11-28T03:01:14Z,3680000,False,222.0,62.0,1,right,R. Hachimura 3PT  (14 PTS) (L. James 7 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,23.02,Made,,,,,,,,,,,,14.0,,,,L. James,2544.0,7.0
370,PT07M21.00S,2024-11-28T03:01:25.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.732588699080158,51.470588235294116,1610612759,58,65,2024-11-28T03:01:31Z,3700000,False,-7.0,1.0,1,left,V. Wembanyama cutting DUNK (12 PTS) (S. Castle 6 AST),"[1641705, 1642264]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,,,12.0,,,,S. Castle,1642264.0,6.0
372,PT07M06.00S,2024-11-28T03:01:40.1Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,58,65,2024-11-28T03:01:49Z,3720000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 101108]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,3.0,Paul,101108.0,,,
373,PT07M06.00S,2024-11-28T03:01:40.1Z,3,REGULAR,steal,,[],101108,,,1610612759,58,65,2024-11-28T03:01:42Z,3730000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT06M59.00S,2024-11-28T03:01:46.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",101108,22.158344283837057,89.70588235294117,1610612759,58,65,2024-11-28T03:03:02Z,3740000,False,-199.0,156.0,1,left,MISS C. Paul 25' running 3PT,[101108],1610612759.0,SAS,running,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
375,PT06M58.00S,2024-11-28T03:01:47.6Z,3,REGULAR,rebound,offensive,[],1630577,,,1610612759,58,65,2024-11-28T03:03:02Z,3750000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,374.0,4.0,3.0,1.0,,,,,,,,,,,,
376,PT06M55.00S,2024-11-28T03:01:51.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203084,25.706307490144546,15.196078431372548,1610612759,61,65,2024-11-28T03:01:59Z,3760000,False,174.0,189.0,1,left,H. Barnes 25' 3PT  (11 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.7,Made,,,,,,,,,,,,11.0,,,,C. Paul,101108.0,4.0
379,PT06M49.00S,2024-11-28T03:02:04.1Z,3,REGULAR,substitution,out,[],1629060,,,1610612747,61,65,2024-11-28T03:02:07Z,3790000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M49.00S,2024-11-28T03:02:04.1Z,3,REGULAR,substitution,in,[],1631108,,,1610612747,61,65,2024-11-28T03:02:07Z,3800000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M41.00S,2024-11-28T03:02:26.7Z,3,REGULAR,foul,personal,['2freethrow'],1630577,,,1610612747,61,65,2024-11-28T03:02:32Z,3810000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Christie 2 FT),"[1630577, 1631108]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,201246.0,1.0,0.0,Christie,1631108.0,,,,,,,
383,PT06M41.00S,2024-11-28T03:02:52.0Z,3,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,61,66,2024-11-28T03:02:52Z,3830000,False,,,0,,M. Christie Free Throw 1 of 2 (3 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
384,PT06M41.00S,2024-11-28T03:02:52.8Z,3,REGULAR,substitution,out,[],1630577,,,1610612747,61,66,2024-11-28T03:02:55Z,3840000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M41.00S,2024-11-28T03:02:52.8Z,3,REGULAR,substitution,in,[],1629640,,,1610612747,61,66,2024-11-28T03:02:55Z,3850000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M41.00S,2024-11-28T03:03:11.1Z,3,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,61,67,2024-11-28T03:03:11Z,3860000,False,,,0,,M. Christie Free Throw 2 of 2 (4 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
387,PT06M24.00S,2024-11-28T03:03:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,6.1268068331143235,54.41176470588235,1610612759,63,67,2024-11-28T03:03:42Z,3870000,False,-22.0,5.0,1,left,V. Wembanyama finger roll Layup (14 PTS) (C. Paul 5 AST),"[1641705, 101108]",1610612759.0,SAS,finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,,,,14.0,,,,C. Paul,101108.0,5.0
389,PT06M02.00S,2024-11-28T03:03:56.9Z,3,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612747,63,67,2024-11-28T03:04:08Z,3890000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Davis 2 FT),"[1641705, 203076]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,,,2530.0,1.0,0.0,Davis,203076.0,,,,,,,
391,PT06M02.00S,2024-11-28T03:04:29.0Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,63,68,2024-11-28T03:04:29Z,3910000,False,,,0,,A. Davis Free Throw 1 of 2 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
392,PT06M02.00S,2024-11-28T03:04:29.7Z,3,REGULAR,substitution,out,[],101108,,,1610612747,63,68,2024-11-28T03:04:36Z,3920000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M02.00S,2024-11-28T03:04:29.7Z,3,REGULAR,substitution,out,[],2544,,,1610612747,63,68,2024-11-28T03:04:36Z,3930000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M02.00S,2024-11-28T03:04:29.7Z,3,REGULAR,substitution,in,[],1630170,,,1610612747,63,68,2024-11-28T03:04:36Z,3940000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M02.00S,2024-11-28T03:04:29.7Z,3,REGULAR,substitution,in,[],1629629,,,1610612747,63,68,2024-11-28T03:04:36Z,3950000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M02.00S,2024-11-28T03:04:56.5Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,63,69,2024-11-28T03:04:56Z,3960000,False,,,0,,A. Davis Free Throw 2 of 2 (11 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
397,PT05M50.00S,2024-11-28T03:05:11.0Z,3,REGULAR,turnover,out-of-bounds,[],203084,,,1610612759,63,69,2024-11-28T03:05:20Z,3970000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (2 TO),[203084],1610612759.0,SAS,bad pass,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,2530.0,,,,,,2.0,,,,,
398,PT05M50.00S,2024-11-28T03:05:14.7Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,63,69,2024-11-28T03:05:18Z,3980000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M50.00S,2024-11-28T03:05:14.7Z,3,REGULAR,substitution,in,[],1626156,,,1610612747,63,69,2024-11-28T03:05:18Z,3990000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M35.00S,2024-11-28T03:05:37.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642261,84.83902759526939,60.5392156862745,1610612747,63,71,2024-11-28T03:05:41Z,4000000,False,53.0,90.0,1,right,D. Knecht 10' floating Jump Shot (12 PTS) (A. Davis 7 AST),"[1642261, 203076]",1610612747.0,LAL,floating,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,,,,,,,,,,,,12.0,,,,A. Davis,203076.0,7.0
402,PT05M24.00S,2024-11-28T03:05:48.4Z,3,REGULAR,turnover,bad pass,[],1641705,,,1610612759,63,71,2024-11-28T03:05:56Z,4020000,False,,,0,,V. Wembanyama bad pass TURNOVER (4 TO),"[1641705, 1642261]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,4.0,Knecht,1642261.0,,,
403,PT05M24.00S,2024-11-28T03:05:48.4Z,3,REGULAR,steal,,[],1642261,,,1610612747,63,71,2024-11-28T03:05:50Z,4030000,False,,,0,,D. Knecht STEAL (2 STL),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
404,PT05M20.00S,2024-11-28T03:05:52.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203076,93.64323258869908,50.245098039215684,1610612747,63,73,2024-11-28T03:06:38Z,4040000,False,1.0,7.0,1,right,A. Davis running DUNK (13 PTS) (D. Knecht 1 AST),"[203076, 1642261]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,,13.0,,,,D. Knecht,1642261.0,1.0
406,PT05M20.00S,2024-11-28T03:05:59.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,63,73,2024-11-28T03:05:59Z,4060000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M20.00S,2024-11-28T03:08:26.7Z,3,REGULAR,substitution,out,[],1641705,,,1610612759,63,73,2024-11-28T03:08:43Z,4070000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M20.00S,2024-11-28T03:08:26.7Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,63,73,2024-11-28T03:08:43Z,4080000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M01.00S,2024-11-28T03:09:13.3Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612759,63,73,2024-11-28T03:09:25Z,4090000,False,,,0,,A. Davis shooting personal FOUL (2 PF) (Johnson 2 FT),"[203076, 1629640]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,203054.0,2.0,0.0,Johnson,1629640.0,,,,,,,
411,PT05M01.00S,2024-11-28T03:09:38.7Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,64,73,2024-11-28T03:09:38Z,4110000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
412,PT05M01.00S,2024-11-28T03:09:52.9Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,65,73,2024-11-28T03:09:52Z,4120000,False,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
413,PT04M46.00S,2024-11-28T03:10:10.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.51182654402102,46.07843137254902,1610612747,65,73,2024-11-28T03:10:18Z,4130000,False,-20.0,8.0,1,right,MISS D. Russell driving finger roll Layup,[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
414,PT04M41.00S,2024-11-28T03:10:15.5Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,65,73,2024-11-28T03:10:18Z,4140000,False,,,0,,A. Davis REBOUND (Off:4 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,413.0,12.0,8.0,4.0,,,,,,,,,,,,
415,PT04M41.00S,2024-11-28T03:10:14.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,65,75,2024-11-28T03:10:48Z,4150000,False,0.0,0.0,1,right,A. Davis tip Layup (15 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,15.0,,,,,,
416,PT04M23.00S,2024-11-28T03:10:33.0Z,3,REGULAR,3pt,Jump Shot,[],203084,24.917871222076215,84.31372549019608,1610612759,68,75,2024-11-28T03:10:37Z,4160000,False,-172.0,182.0,1,left,H. Barnes 24' 3PT  (14 PTS) (D. Vassell 1 AST),"[203084, 1630170]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,,,,,,14.0,,,,D. Vassell,1630170.0,1.0
418,PT03M59.00S,2024-11-28T03:10:56.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.64323258869908,50.245098039215684,1610612747,68,77,2024-11-28T03:11:04Z,4180000,False,1.0,7.0,1,right,A. Davis DUNK (17 PTS) (M. Christie 1 AST),"[203076, 1631108]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,,17.0,,,,M. Christie,1631108.0,1.0
420,PT03M53.00S,2024-11-28T03:11:03.4Z,3,REGULAR,3pt,Jump Shot,[],203084,6.521024967148489,3.6764705882352944,1610612759,68,77,2024-11-28T03:11:07Z,4200000,False,232.0,9.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
421,PT03M50.00S,2024-11-28T03:11:06.4Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,68,77,2024-11-28T03:11:07Z,4210000,False,,,0,,D. Knecht REBOUND (Off:0 Def:5),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,,,420.0,5.0,5.0,0.0,,,,,,,,,,,,
422,PT03M38.00S,2024-11-28T03:11:18.5Z,3,REGULAR,3pt,Jump Shot,[],203076,69.72733245729303,72.05882352941177,1610612747,68,77,2024-11-28T03:11:23Z,4220000,False,110.0,232.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
423,PT03M33.00S,2024-11-28T03:11:23.5Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,68,77,2024-11-28T03:11:23Z,4230000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,422.0,2.0,2.0,0.0,,,,,,,,,,,,
424,PT03M28.00S,2024-11-28T03:11:27.9Z,3,REGULAR,3pt,Jump Shot,[],1630170,17.427726675427067,93.87254901960785,1610612759,68,77,2024-11-28T03:11:38Z,4240000,False,-219.0,111.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.6,Missed,,,,,,,,,,,,,,,,,,
425,PT03M24.00S,2024-11-28T03:11:31.2Z,3,REGULAR,rebound,offensive,[],1628380,,,1610612759,68,77,2024-11-28T03:11:31Z,4250000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,424.0,2.0,1.0,1.0,,,,,,,,,,,,
426,PT03M22.00S,2024-11-28T03:11:34.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,28.991458607095925,72.05882352941177,1610612759,68,77,2024-11-28T03:11:41Z,4260000,False,-110.0,220.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.61,Missed,,,,,,,,,,,,,,,,,,
427,PT03M19.00S,2024-11-28T03:11:37.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,68,77,2024-11-28T03:11:41Z,4270000,False,,,0,,A. Davis REBOUND (Off:4 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,426.0,13.0,9.0,4.0,,,,,,,,,,,,
428,PT03M14.00S,2024-11-28T03:11:47.9Z,3,REGULAR,foul,personal,[],1629640,,,1610612747,68,77,2024-11-28T03:11:58Z,4280000,False,,,0,,K. Johnson loose ball personal FOUL (1 PF),"[1629640, 1642261]",1610612759.0,SAS,loose ball,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,201246.0,1.0,0.0,Knecht,1642261.0,,,,,,,
