actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
429,PT03M33.00S,2025-03-30T01:36:13.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630572,5.590000152587891,50.0,1610612759,69,85,2025-03-30T01:40:45Z,4250000,False,0.0,0.0,1,left,MISS S. Mamukelashvili tip Layup,[1630572],1610612759.0,SAS,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
430,PT03M32.00S,2025-03-30T01:36:14.5Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,69,85,2025-03-30T01:40:45Z,4260000,False,,,0,,L. Kornet REBOUND (Off:6 Def:6),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,429.0,,,12.0,6.0,6.0,,,,,,,,,,,,
431,PT03M24.00S,2025-03-30T01:36:16.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631248,96.40275952693824,95.58823529411765,1610612738,69,85,2025-03-30T01:36:23Z,4270000,False,228.0,-19.0,1,right,MISS B. Scheierman running 3PT,[1631248],1610612738.0,BOS,running,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,22.87,Missed,,,,,,,,,,,,,,,,,,
432,PT03M23.00S,2025-03-30T01:36:17.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,69,85,2025-03-30T01:36:23Z,4280000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,431.0,,,,,,,,,,,,,,,,,
435,PT03M00.00S,2025-03-30T01:37:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.1268068331143235,46.568627450980394,1610612759,69,85,2025-03-30T01:37:08Z,4310000,False,17.0,5.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
436,PT02M59.00S,2025-03-30T01:37:03.7Z,3,REGULAR,rebound,offensive,[],1630572,,,1610612759,69,85,2025-03-30T01:43:12Z,4320000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:0),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,435.0,,,2.0,0.0,2.0,,,,,,,,,,,,
437,PT02M59.00S,2025-03-30T01:37:06.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630572,5.590000152587891,50.0,1610612759,71,85,2025-03-30T01:43:17Z,4330000,False,0.0,0.0,1,left,S. Mamukelashvili tip Layup (6 PTS),[1630572],1610612759.0,SAS,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,6.0,,,,,,,,,,
438,PT02M50.00S,2025-03-30T01:37:12.7Z,3,REGULAR,3pt,Jump Shot,[],1631248,95.22010512483574,3.431372549019608,1610612738,71,88,2025-03-30T01:37:16Z,4340000,False,-233.0,-8.0,1,right,B. Scheierman 3PT  (6 PTS) (J. Holiday 4 AST),"[1631248, 201950]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,,,6.0,J. Holiday,201950.0,4.0,,,,,,,
440,PT02M34.00S,2025-03-30T01:37:28.9Z,3,REGULAR,3pt,Jump Shot,[],1631104,28.991458607095925,75.73529411764706,1610612759,74,88,2025-03-30T01:37:32Z,4360000,False,-129.0,220.0,1,left,B. Wesley 25' 3PT  (3 PTS) (K. Johnson 2 AST),"[1631104, 1629640]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,25.49,Made,,,,,,,,3.0,K. Johnson,1629640.0,2.0,,,,,,,
442,PT02M19.00S,2025-03-30T01:37:43.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.04796320630749,51.470588235294116,1610612738,74,88,2025-03-30T01:37:48Z,4380000,False,7.0,267.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
443,PT02M19.00S,2025-03-30T01:37:43.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,74,88,2025-03-30T01:37:48Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,442.0,,,,,,,,,,,,,,,,,
444,PT02M19.00S,2025-03-30T01:37:47.5Z,3,REGULAR,foul,personal,[],1628436,,,1610612759,74,88,2025-03-30T01:44:07Z,4400000,False,,,0,,L. Kornet loose ball personal FOUL (2 PF),"[1628436, 1630572]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Mamukelashvili,1630572.0
446,PT02M19.00S,2025-03-30T01:37:53.1Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,74,88,2025-03-30T01:37:57Z,4420000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M19.00S,2025-03-30T01:37:53.1Z,3,REGULAR,substitution,in,[],1642264,,,1610612759,74,88,2025-03-30T01:37:57Z,4430000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M59.00S,2025-03-30T01:38:25.7Z,3,REGULAR,turnover,lost ball,[],1629640,,,1610612759,74,88,2025-03-30T01:38:30Z,4440000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1630573]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Hauser,1630573.0,,,,
449,PT01M59.00S,2025-03-30T01:38:25.7Z,3,REGULAR,steal,,[],1630573,,,1610612738,74,88,2025-03-30T01:38:28Z,4450000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT01M44.00S,2025-03-30T01:38:41.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,72.48685939553219,81.12745098039215,1610612738,74,88,2025-03-30T01:38:46Z,4460000,False,156.0,206.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
451,PT01M43.00S,2025-03-30T01:38:42.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,74,88,2025-03-30T01:38:46Z,4470000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,450.0,,,,,,,,,,,,,,,,,
453,PT01M32.00S,2025-03-30T01:38:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,4.812746386333772,48.529411764705884,1610612759,76,88,2025-03-30T01:45:18Z,4490000,False,7.0,-7.0,1,left,S. Castle driving Layup (15 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,15.0,,,,,,,,,,
454,PT01M21.00S,2025-03-30T01:39:12.6Z,3,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612738,76,88,2025-03-30T01:39:30Z,4500000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629640, 1628369]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Tatum,1628369.0
456,PT01M21.00S,2025-03-30T01:39:37.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,76,89,2025-03-30T01:39:37Z,4520000,False,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
457,PT01M21.00S,2025-03-30T01:39:51.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,76,90,2025-03-30T01:39:51Z,4530000,False,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
458,PT01M11.00S,2025-03-30T01:40:04.7Z,3,REGULAR,3pt,Jump Shot,[],1631104,19.793035479632064,6.61764705882353,1610612759,76,90,2025-03-30T01:40:54Z,4540000,False,217.0,134.0,1,left,MISS B. Wesley 25' 3PT,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
459,PT01M09.00S,2025-03-30T01:40:08.8Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,76,90,2025-03-30T01:40:08Z,4550000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,458.0,,,4.0,3.0,1.0,,,,,,,,,,,,
460,PT01M09.00S,2025-03-30T01:40:10.0Z,3,REGULAR,foul,personal,['2freethrow'],1631248,,,1610612759,76,90,2025-03-30T01:40:24Z,4560000,False,,,0,,B. Scheierman shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631248, 1629640]",1610612738.0,BOS,shooting,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Johnson,1629640.0
462,PT01M09.00S,2025-03-30T01:40:37.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,77,90,2025-03-30T01:40:37Z,4580000,False,,,0,,K. Johnson Free Throw 1 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
463,PT01M09.00S,2025-03-30T01:40:57.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,78,90,2025-03-30T01:40:57Z,4590000,False,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
464,PT00M53.60S,2025-03-30T01:41:24.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631104,,,1610612738,78,90,2025-03-30T01:41:32Z,4600000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Tatum 2 FT),"[1631104, 1628369]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,,,,,,1.0,0.0,Tatum,1628369.0
466,PT00M53.60S,2025-03-30T01:41:47.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,91,2025-03-30T01:41:47Z,4620000,False,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
467,PT00M53.60S,2025-03-30T01:42:04.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,78,92,2025-03-30T01:42:04Z,4630000,False,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,,21.0,,,,,,,,,,
468,PT00M42.00S,2025-03-30T01:42:17.5Z,3,REGULAR,2pt,Jump Shot,[],1630577,10.167542706964511,12.990196078431367,1610612759,78,92,2025-03-30T01:47:46Z,4640000,False,185.0,43.0,1,left,MISS J. Champagnie 19' Jump Shot,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,19.0,Missed,,,,,,,,,,,,,,,,,,
469,PT00M39.70S,2025-03-30T01:42:19.8Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,78,92,2025-03-30T01:42:22Z,4650000,False,,,0,,L. Kornet REBOUND (Off:6 Def:7),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,468.0,,,13.0,7.0,6.0,,,,,,,,,,,,
470,PT00M38.00S,2025-03-30T01:42:22.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,94.03745072273325,45.83333333333333,1610612738,78,94,2025-03-30T01:48:35Z,4660000,False,-21.0,4.0,1,right,J. Tatum running Layup (23 PTS) (L. Kornet 3 AST),"[1628369, 1628436]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,23.0,L. Kornet,1628436.0,3.0,,,,,,,
472,PT00M33.90S,2025-03-30T01:42:30.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612759,78,94,2025-03-30T01:42:49Z,4680000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Castle 2 FT),"[1630573, 1642264]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,2.0,0.0,Castle,1642264.0
474,PT00M33.90S,2025-03-30T01:42:57.7Z,3,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,79,94,2025-03-30T01:43:21Z,4700000,False,,,0,,S. Castle Free Throw 1 of 2 (16 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
475,PT00M33.90S,2025-03-30T01:42:57.7Z,3,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,79,94,2025-03-30T01:43:21Z,4710000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
476,PT00M31.10S,2025-03-30T01:43:00.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,94,2025-03-30T01:43:21Z,4720000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,475.0,,,8.0,8.0,0.0,,,,,,,,,,,,
477,PT00M26.40S,2025-03-30T01:43:24.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,71.56701708278581,75.98039215686273,1610612738,79,94,2025-03-30T01:49:52Z,4730000,False,130.0,215.0,1,right,MISS S. Hauser 25' running pullup 3PT,[1630573],1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
478,PT00M22.10S,2025-03-30T01:43:29.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,79,94,2025-03-30T01:43:33Z,4740000,False,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,477.0,,,5.0,4.0,1.0,,,,,,,,,,,,
479,PT00M04.30S,2025-03-30T01:43:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.732588699080158,52.20588235294118,1610612759,81,94,2025-03-30T01:43:53Z,4750000,False,-11.0,1.0,1,left,K. Johnson driving reverse Layup (18 PTS) (S. Castle 6 AST),"[1629640, 1642264]",1610612759.0,SAS,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,18.0,S. Castle,1642264.0,6.0,,,,,,,
481,PT00M00.00S,2025-03-30T01:43:53.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,52.11892247043364,83.57843137254902,1610612738,81,94,2025-03-30T01:51:23Z,4770000,False,168.0,398.0,1,right,MISS J. Tatum 43' floating 3PT,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,43.16,Missed,,,,,,,,,,,,,,,,,,
482,PT00M00.00S,2025-03-30T01:43:53.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,94,2025-03-30T01:44:05Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,481.0,,,,,,,,,,,,,,,,,
483,PT00M00.00S,2025-03-30T01:43:59.9Z,3,REGULAR,period,end,[],0,,,1610612738,81,94,2025-03-30T01:43:59Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,out,['startperiod'],1631104,,,1610612738,81,94,2025-03-30T01:46:35Z,4800000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,out,['startperiod'],1630572,,,1610612738,81,94,2025-03-30T01:46:35Z,4810000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,81,94,2025-03-30T01:46:35Z,4820000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,out,['startperiod'],201950,,,1610612738,81,94,2025-03-30T01:46:35Z,4830000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,81,94,2025-03-30T01:46:35Z,4840000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,in,['startperiod'],101108,,,1610612738,81,94,2025-03-30T01:46:35Z,4850000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,in,['startperiod'],1631110,,,1610612738,81,94,2025-03-30T01:46:35Z,4860000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612738,81,94,2025-03-30T01:46:35Z,4870000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,81,94,2025-03-30T01:46:35Z,4880000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2025-03-30T01:46:22.6Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,81,94,2025-03-30T01:46:35Z,4890000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2025-03-30T01:46:42.3Z,4,REGULAR,period,start,[],0,,,1610612738,81,94,2025-03-30T01:46:42Z,4900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M45.00S,2025-03-30T01:46:56.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,76.82325886990802,65.68627450980392,1610612738,81,96,2025-03-30T01:47:02Z,4910000,False,78.0,165.0,1,right,J. Brown 18' pullup Jump Shot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,18.3,Made,,,,,,,,10.0,,,,,,,,,,
496,PT11M31.00S,2025-03-30T01:47:12.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612759,81,96,2025-03-30T01:47:31Z,4920000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1631110]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,3.0,0.0,Sochan,1631110.0
498,PT11M16.00S,2025-03-30T01:47:42.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,10.463206307490145,48.529411764705884,1610612759,83,96,2025-03-30T01:52:04Z,4940000,False,7.0,46.0,1,left,J. Sochan floating Jump Shot (14 PTS) (S. Castle 7 AST),"[1631110, 1642264]",1610612759.0,SAS,floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,4.65,Made,,,,,,,,14.0,S. Castle,1642264.0,7.0,,,,,,,
500,PT11M06.00S,2025-03-30T01:47:55.4Z,4,REGULAR,foul,personal,[],1631110,,,1610612738,83,96,2025-03-30T01:48:16Z,4960000,False,,,0,,J. Sochan personal FOUL (3 PF),"[1631110, 204001]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,2534.0,,,,,,,,3.0,0.0,Porziņģis,204001.0
502,PT10M53.00S,2025-03-30T01:48:25.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,84.1819973718791,20.34313725490196,1610612738,83,98,2025-03-30T01:48:30Z,4980000,False,-148.0,96.0,1,right,J. Brown 17' pullup bank Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,17.68,Made,,,,,,,,12.0,,,,,,,,,,
503,PT10M45.00S,2025-03-30T01:48:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.1268068331143235,47.30392156862745,1610612759,85,98,2025-03-30T01:52:54Z,4990000,False,13.0,5.0,1,left,S. Castle driving Layup (18 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.44,Made,,,,,,,,18.0,,,,,,,,,,
504,PT10M45.00S,2025-03-30T01:48:44.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,85,98,2025-03-30T01:48:44Z,5000000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M31.00S,2025-03-30T01:51:41.4Z,4,REGULAR,foul,personal,['3freethrow'],1629640,,,1610612738,85,98,2025-03-30T01:53:19Z,5010000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (White 3 FT),"[1629640, 1628401]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2534.0,,,,,,,,2.0,0.0,White,1628401.0
507,PT10M31.00S,2025-03-30T01:52:16.7Z,4,REGULAR,freethrow,1 of 3,[],1628401,,,1610612738,85,98,2025-03-30T01:53:25Z,5030000,False,,,0,,MISS D. White Free Throw 1 of 3,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
508,PT10M31.00S,2025-03-30T01:52:16.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,85,98,2025-03-30T01:53:25Z,5040000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,
509,PT10M31.00S,2025-03-30T01:52:16.7Z,4,REGULAR,freethrow,2 of 3,[],1628401,,,1610612738,85,99,2025-03-30T01:53:25Z,5050000,False,,,0,,D. White Free Throw 2 of 3 (7 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
510,PT10M31.00S,2025-03-30T01:52:16.7Z,4,REGULAR,freethrow,3 of 3,[],1628401,,,1610612738,85,100,2025-03-30T01:53:25Z,5060000,False,,,0,,D. White Free Throw 3 of 3 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
511,PT10M20.00S,2025-03-30T01:53:16.7Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612759,85,100,2025-03-30T01:53:43Z,5070000,False,,,0,,D. White shooting personal FOUL (1 PF) (Castle 2 FT),"[1628401, 1642264]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627534.0,,,,,,,,1.0,0.0,Castle,1642264.0
513,PT10M20.00S,2025-03-30T01:53:44.3Z,4,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,86,100,2025-03-30T01:53:44Z,5090000,False,,,0,,S. Castle Free Throw 1 of 2 (19 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
514,PT10M20.00S,2025-03-30T01:53:44.9Z,4,REGULAR,substitution,out,[],1630577,,,1610612759,86,100,2025-03-30T01:53:56Z,5100000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M20.00S,2025-03-30T01:53:44.9Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,86,100,2025-03-30T01:53:56Z,5110000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M20.00S,2025-03-30T01:54:04.9Z,4,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,87,100,2025-03-30T01:54:04Z,5120000,False,,,0,,S. Castle Free Throw 2 of 2 (20 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
517,PT10M11.00S,2025-03-30T01:54:21.3Z,4,REGULAR,turnover,offensive-kicked-ball,[],204001,,,1610612738,87,100,2025-03-30T01:54:38Z,5130000,False,,,0,,K. Porziņģis offensive-kicked-ball TURNOVER (3 TO),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,,,,,,
