actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
26,PT10M26.00S,2025-03-13T00:13:20.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,3,2,2025-03-13T00:13:24Z,260000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,
27,PT10M17.00S,2025-03-13T00:13:29.7Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612759,3,2,2025-03-13T00:13:33Z,270000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1631108]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,1.0,Christie,1631108.0,,,,,,,,,,,,,,,,,
28,PT10M17.00S,2025-03-13T00:13:29.7Z,1,REGULAR,steal,,[],1631108,,,1610612742,3,2,2025-03-13T00:13:31Z,280000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
29,PT09M57.00S,2025-03-13T00:13:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630556,5.469776609724048,50.245098039215684,1610612742,3,4,2025-03-13T00:14:47Z,290000,False,-1.0,-1.0,1,left,K. Edwards reverse Layup (2 PTS) (K. Thompson 1 AST),"[1630556, 202691]",1610612742.0,DAL,reverse,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,0.16,Made,2.0,,,,,,,,,,K. Thompson,202691.0,1.0,,
31,PT09M40.00S,2025-03-13T00:14:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,66.96780551905388,48.28431372549019,1610612759,3,4,2025-03-13T00:14:10Z,310000,False,-9.0,258.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,25.81,Missed,,,,,,,,,,,,,,,
32,PT09M37.00S,2025-03-13T00:14:09.1Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,3,4,2025-03-13T00:14:10Z,320000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M21.00S,2025-03-13T00:14:24.9Z,1,REGULAR,3pt,Jump Shot,[],202691,31.225361366622867,63.725490196078425,1610612742,3,4,2025-03-13T00:14:30Z,330000,False,-69.0,241.0,1,left,MISS K. Thompson 25' step back 3PT,[202691],1610612742.0,DAL,step back,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,25.06,Missed,,,,,,,,,,,,,,,
34,PT09M19.00S,2025-03-13T00:14:26.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,3,4,2025-03-13T00:14:30Z,340000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,33.0,3.0,3.0,0.0,,,,,
35,PT09M11.00S,2025-03-13T00:14:34.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203084,92.85479632063075,50.49019607843137,1610612759,5,4,2025-03-13T00:15:38Z,350000,False,2.0,15.0,1,right,H. Barnes running Layup (3 PTS) (C. Paul 1 AST),"[203084, 101108]",1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,1.49,Made,3.0,,,,,,,,,,C. Paul,101108.0,1.0,,
37,PT08M57.00S,2025-03-13T00:14:49.2Z,1,REGULAR,turnover,lost ball,[],1630230,,,1610612742,5,4,2025-03-13T00:14:56Z,370000,False,,,0,,N. Marshall lost ball TURNOVER (1 TO),"[1630230, 101108]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Right,1.0,Paul,101108.0,,,,,,,,,,,,,,,,,
38,PT08M57.00S,2025-03-13T00:14:49.2Z,1,REGULAR,steal,,[],101108,,,1610612759,5,4,2025-03-13T00:14:50Z,380000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
39,PT08M53.00S,2025-03-13T00:14:53.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628368,69.46452036793693,27.450980392156865,1610612759,5,4,2025-03-13T00:16:32Z,390000,False,-113.0,235.0,1,right,MISS D. Fox 26' running pullup 3PT,[1628368],1610612759.0,SAS,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,26.02,Missed,,,,,,,,,,,,,,,
40,PT08M48.00S,2025-03-13T00:14:58.2Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,5,4,2025-03-13T00:15:07Z,400000,False,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,39.0,1.0,0.0,1.0,,,,,
41,PT08M48.00S,2025-03-13T00:14:58.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630170,94.40999984741211,50.0,1610612759,7,4,2025-03-13T00:16:35Z,410000,False,0.0,0.0,1,right,D. Vassell tip Layup (2 PTS),[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
42,PT08M37.00S,2025-03-13T00:15:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,6.258212877792378,37.254901960784316,1610612742,7,6,2025-03-13T00:17:41Z,420000,False,64.0,6.0,1,left,K. Thompson 6' driving floating Jump Shot (2 PTS),[202691],1610612742.0,DAL,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.4,Made,2.0,,,,,,,,,,,,,,
43,PT08M29.00S,2025-03-13T00:15:17.5Z,1,REGULAR,3pt,Jump Shot,[],203084,90.3580814717477,4.166666666666666,1610612759,10,6,2025-03-13T00:15:25Z,430000,False,-229.0,38.0,1,right,H. Barnes 3PT  (6 PTS) (D. Vassell 1 AST),"[203084, 1630170]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,23.23,Made,6.0,,,,,,,,,,D. Vassell,1630170.0,1.0,,
45,PT08M02.00S,2025-03-13T00:15:44.0Z,1,REGULAR,3pt,Jump Shot,[],1630230,27.020367936925098,18.627450980392158,1610612742,10,6,2025-03-13T00:15:50Z,450000,False,157.0,201.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,25.54,Missed,,,,,,,,,,,,,,,
46,PT07M58.00S,2025-03-13T00:15:48.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,10,6,2025-03-13T00:15:50Z,460000,False,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,45.0,2.0,1.0,1.0,,,,,
47,PT07M48.00S,2025-03-13T00:15:59.1Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612759,10,6,2025-03-13T00:16:06Z,470000,False,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 203957]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,2.0,Exum,203957.0,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2025-03-13T00:15:59.1Z,1,REGULAR,steal,,[],203957,,,1610612742,10,6,2025-03-13T00:16:01Z,480000,False,,,0,,D. Exum STEAL (1 STL),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
49,PT07M43.00S,2025-03-13T00:16:03.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,6.389618922470433,49.754901960784316,1610612742,10,8,2025-03-13T00:16:12Z,490000,False,1.0,8.0,1,left,N. Marshall running Layup (4 PTS) (M. Christie 1 AST),"[1630230, 1631108]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,0.77,Made,4.0,,,,,,,,,,M. Christie,1631108.0,1.0,,
51,PT07M23.00S,2025-03-13T00:16:22.7Z,1,REGULAR,2pt,Jump Shot,[],1628368,82.07950065703022,71.07843137254902,1610612759,12,8,2025-03-13T00:16:31Z,510000,False,105.0,116.0,1,right,D. Fox 15' pullup Jump Shot (4 PTS) (D. Vassell 2 AST),"[1628368, 1630170]",1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,15.67,Made,4.0,,,,,,,,,,D. Vassell,1630170.0,2.0,,
53,PT07M06.00S,2025-03-13T00:16:41.1Z,1,REGULAR,3pt,Jump Shot,[],1631108,9.149145860709593,4.411764705882353,1610612742,12,8,2025-03-13T00:16:47Z,530000,False,228.0,34.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,,,23.03,Missed,,,,,,,,,,,,,,,
54,PT07M02.00S,2025-03-13T00:16:45.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,12,8,2025-03-13T00:16:47Z,540000,False,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,53.0,2.0,1.0,1.0,,,,,
55,PT06M53.00S,2025-03-13T00:16:54.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,92.06636005256242,50.73529411764706,1610612759,14,8,2025-03-13T00:18:50Z,550000,False,4.0,22.0,1,right,H. Barnes cutting DUNK (8 PTS) (C. Paul 2 AST),"[203084, 101108]",1610612759.0,SAS,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,2.24,Made,8.0,,,,,,,,,,C. Paul,101108.0,2.0,,
57,PT06M53.00S,2025-03-13T00:17:04.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,8,2025-03-13T00:17:04Z,570000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M53.00S,2025-03-13T00:19:21.6Z,1,REGULAR,substitution,out,[],203957,,,1610612742,14,8,2025-03-13T00:19:44Z,580000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M53.00S,2025-03-13T00:19:21.6Z,1,REGULAR,substitution,in,[],203915,,,1610612742,14,8,2025-03-13T00:19:44Z,590000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M39.00S,2025-03-13T00:20:12.3Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612742,14,8,2025-03-13T00:20:22Z,600000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Edwards 2 FT),"[202687, 1630556]",1610612759.0,SAS,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,1.0,0.0,Edwards,1630556.0,,,,,,,,,
62,PT06M39.00S,2025-03-13T00:20:36.9Z,1,REGULAR,freethrow,1 of 2,[],1630556,,,1610612742,14,9,2025-03-13T00:20:51Z,620000,False,,,0,,K. Edwards Free Throw 1 of 2 (3 PTS),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
63,PT06M39.00S,2025-03-13T00:20:36.9Z,1,REGULAR,freethrow,2 of 2,[],1630556,,,1610612742,14,9,2025-03-13T00:20:51Z,630000,False,,,0,,MISS K. Edwards Free Throw 2 of 2,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
64,PT06M37.00S,2025-03-13T00:20:38.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,14,9,2025-03-13T00:20:51Z,640000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
65,PT06M17.00S,2025-03-13T00:21:09.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,91.67214191852825,79.65686274509804,1610612759,16,9,2025-03-13T00:21:39Z,650000,False,148.0,26.0,1,right,D. Vassell 15' fadeaway Jump Shot (4 PTS),[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,15.05,Made,4.0,,,,,,,,,,,,,,
66,PT06M02.00S,2025-03-13T00:21:24.8Z,1,REGULAR,3pt,Jump Shot,[],203915,24.917871222076215,15.196078431372548,1610612742,16,9,2025-03-13T00:22:00Z,660000,False,174.0,182.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,25.16,Missed,,,,,,,,,,,,,,,
67,PT05M59.00S,2025-03-13T00:21:27.8Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,16,9,2025-03-13T00:21:33Z,670000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,
68,PT05M57.00S,2025-03-13T00:21:32.0Z,1,REGULAR,turnover,out-of-bounds,[],202687,,,1610612759,16,9,2025-03-13T00:23:03Z,680000,False,,,0,,B. Biyombo lost ball out-of-bounds TURNOVER (1 TO),[202687],1610612759.0,SAS,lost ball,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,202037.0,,,,,,,,,,,,,
69,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612742,16,9,2025-03-13T00:21:55Z,690000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,out,[],202687,,,1610612742,16,9,2025-03-13T00:21:55Z,700000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,out,[],1630556,,,1610612742,16,9,2025-03-13T00:21:55Z,710000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,out,[],202691,,,1610612742,16,9,2025-03-13T00:21:55Z,720000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,in,[],1642264,,,1610612742,16,9,2025-03-13T00:21:55Z,730000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612742,16,9,2025-03-13T00:21:55Z,740000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,in,[],203939,,,1610612742,16,9,2025-03-13T00:21:55Z,750000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2025-03-13T00:21:36.8Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,16,9,2025-03-13T00:21:55Z,760000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2025-03-13T00:22:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,6.258212877792378,51.71568627450981,1610612742,16,11,2025-03-13T00:22:22Z,770000,False,-9.0,6.0,1,left,B. Williams driving finger roll Layup (2 PTS) (S. Dinwiddie 1 AST),"[1630314, 203915]",1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,1.07,Made,2.0,,,,,,,,,,S. Dinwiddie,203915.0,1.0,,
79,PT05M24.00S,2025-03-13T00:22:30.4Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,16,11,2025-03-13T00:22:35Z,790000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 203915]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,1.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,,
80,PT05M24.00S,2025-03-13T00:22:30.4Z,1,REGULAR,steal,,[],203915,,,1610612742,16,11,2025-03-13T00:22:32Z,800000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
81,PT05M19.00S,2025-03-13T00:22:38.4Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612742,16,11,2025-03-13T00:22:51Z,810000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630170, 203915]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,
83,PT05M19.00S,2025-03-13T00:22:59.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203915,,,1610612742,16,12,2025-03-13T00:22:59Z,830000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
