actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
253,PT04M39.00S,2024-11-08T01:52:53.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,28.203022339027594,76.7156862745098,1610612757,50,43,2024-11-08T01:53:04Z,2510000,False,-134.0,213.0,1,left,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
254,PT04M34.00S,2024-11-08T01:52:58.6Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612759,50,43,2024-11-08T01:53:04Z,2520000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,253.0,,,,1.0,1.0,0.0,,,,,
255,PT04M24.00S,2024-11-08T01:53:08.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.24901445466492,50.0,1610612759,52,43,2024-11-08T01:56:57Z,2530000,False,0.0,11.0,1,right,K. Johnson cutting Layup (4 PTS) (B. Wesley 5 AST),"[1629640, 1631104]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.1,Made,4.0,B. Wesley,1631104.0,5.0,,,,,,,,,,,,,,
257,PT04M11.00S,2024-11-08T01:53:21.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,10.068988173455978,39.950980392156865,1610612757,52,45,2024-11-08T01:53:35Z,2550000,False,50.0,42.0,1,left,D. Ayton 6' turnaround bank Jump Shot (11 PTS) (D. Avdija 2 AST),"[1629028, 1630166]",1610612757.0,POR,turnaround bank,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,11.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
259,PT03M54.00S,2024-11-08T01:53:38.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631104,93.11760840998686,50.49019607843137,1610612759,54,45,2024-11-08T01:53:43Z,2570000,False,2.0,12.0,1,right,B. Wesley cutting DUNK (6 PTS) (Z. Collins 2 AST),"[1631104, 1628380]",1610612759.0,SAS,cutting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.25,Made,6.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,
261,PT03M29.00S,2024-11-08T01:54:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.652431011826544,50.49019607843137,1610612757,54,47,2024-11-08T01:54:23Z,2590000,False,-2.0,10.0,1,left,D. Ayton cutting Layup (13 PTS) (D. Avdija 3 AST),"[1629028, 1630166]",1610612757.0,POR,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.03,Made,13.0,D. Avdija,1630166.0,3.0,,,,,,,,,,,,,,
265,PT03M10.00S,2024-11-08T01:54:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628380,67.62483574244416,41.911764705882355,1610612759,54,47,2024-11-08T01:54:44Z,2620000,False,-40.0,252.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
266,PT03M07.00S,2024-11-08T01:54:42.2Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,54,47,2024-11-08T01:54:44Z,2630000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,265.0,,,,1.0,1.0,0.0,,,,,
267,PT02M58.00S,2024-11-08T01:54:52.8Z,2,REGULAR,foul,personal,[],1631104,,,1610612757,54,47,2024-11-08T01:55:00Z,2640000,False,,,0,,B. Wesley personal FOUL (2 PF),"[1631104, 1630166]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Avdija,1630166.0
269,PT02M58.00S,2024-11-08T01:55:02.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,54,47,2024-11-08T01:55:02Z,2660000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M58.00S,2024-11-08T01:57:26.7Z,2,REGULAR,substitution,out,[],1628380,,,1610612757,54,47,2024-11-08T01:57:44Z,2670000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M58.00S,2024-11-08T01:57:26.7Z,2,REGULAR,substitution,in,[],1641705,,,1610612757,54,47,2024-11-08T01:57:44Z,2680000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M45.00S,2024-11-08T01:58:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.74178712220762,48.77450980392157,1610612757,54,47,2024-11-08T01:58:13Z,2690000,False,6.0,124.0,1,left,MISS D. Ayton 12' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.39,Missed,,,,,,,,,,,,,,,,,,
274,PT02M43.00S,2024-11-08T01:58:08.7Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,54,47,2024-11-08T01:58:29Z,2700000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,273.0,,,,4.0,3.0,1.0,,,,,
275,PT02M41.00S,2024-11-08T01:58:12.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,5.590000152587891,50.0,1610612757,54,49,2024-11-08T01:58:34Z,2710000,False,0.0,0.0,1,left,D. Ayton putback Layup (15 PTS),[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,15.0,,,,,,,,,,,,,,,,,
276,PT02M27.00S,2024-11-08T01:58:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629640,92.9862023653088,94.11764705882352,1610612759,54,49,2024-11-08T01:58:29Z,2720000,False,221.0,13.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,22.1,Missed,,,,,,,,,,,,,,,,,,
277,PT02M26.00S,2024-11-08T01:58:25.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,54,49,2024-11-08T01:59:08Z,2730000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,,,,,276.0,,,,2.0,2.0,0.0,,,,,
278,PT02M11.00S,2024-11-08T01:58:39.9Z,2,REGULAR,3pt,Jump Shot,[],1630166,3.235873850197109,95.09803921568627,1610612757,54,52,2024-11-08T01:58:44Z,2740000,False,-225.0,-22.0,1,left,D. Avdija 3PT  (8 PTS) (A. Simons 3 AST),"[1630166, 1629014]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,22.66,Made,8.0,A. Simons,1629014.0,3.0,,,,,,,,,,,,,,
280,PT01M46.00S,2024-11-08T01:59:05.4Z,2,REGULAR,3pt,Jump Shot,[],1631103,77.61169513797634,10.049019607843137,1610612759,54,52,2024-11-08T01:59:10Z,2760000,False,-200.0,158.0,1,right,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
281,PT01M42.00S,2024-11-08T01:59:09.4Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,54,52,2024-11-08T01:59:10Z,2770000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,280.0,,,,3.0,3.0,0.0,,,,,
282,PT01M36.00S,2024-11-08T01:59:15.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,6.783837056504599,94.6078431372549,1610612757,54,52,2024-11-08T01:59:21Z,2780000,False,-223.0,11.0,1,left,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.33,Missed,,,,,,,,,,,,,,,,,,
283,PT01M35.00S,2024-11-08T01:59:16.5Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,54,52,2024-11-08T01:59:44Z,2790000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,,,282.0,,,,4.0,4.0,0.0,,,,,
284,PT01M30.00S,2024-11-08T01:59:22.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,81.94809461235218,6.862745098039216,1610612759,54,52,2024-11-08T01:59:51Z,2800000,False,-216.0,117.0,1,right,MISS M. Branham 24' running 3PT,[1631103],1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
285,PT01M26.00S,2024-11-08T01:59:26.1Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,54,52,2024-11-08T01:59:27Z,2810000,False,,,0,,T. Camara REBOUND (Off:0 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,284.0,,,,4.0,4.0,0.0,,,,,
286,PT01M12.00S,2024-11-08T01:59:39.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.258212877792378,48.28431372549019,1610612757,54,54,2024-11-08T01:59:44Z,2820000,False,9.0,6.0,1,left,D. Ayton alley-oop DUNK (17 PTS) (A. Simons 4 AST),"[1629028, 1629014]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.07,Made,17.0,A. Simons,1629014.0,4.0,,,,,,,,,,,,,,
288,PT00M55.40S,2024-11-08T01:59:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.77463863337714,51.225490196078425,1610612759,56,54,2024-11-08T02:00:02Z,2840000,False,6.0,6.0,1,right,K. Johnson cutting Layup (6 PTS) (V. Wembanyama 1 AST),"[1629640, 1641705]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.86,Made,6.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
290,PT00M31.00S,2024-11-08T02:00:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630625,15.160972404730614,96.81372549019608,1610612757,56,54,2024-11-08T02:00:45Z,2860000,False,-234.0,90.0,1,left,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left,25.08,Missed,,,,,,,,,,,,,,,,,,
291,PT00M27.10S,2024-11-08T02:00:28.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,56,54,2024-11-08T02:00:28Z,2870000,False,,,0,,K. Johnson REBOUND (Off:1 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,24+ Left,,,,,,,,,290.0,,,,8.0,7.0,1.0,,,,,
292,PT00M06.70S,2024-11-08T02:00:50.5Z,2,REGULAR,turnover,out-of-bounds,[],1631103,,,1610612759,56,54,2024-11-08T02:00:57Z,2880000,False,,,0,,M. Branham bad pass out-of-bounds TURNOVER (2 TO),[1631103],1610612759.0,SAS,bad pass,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,,,,,,202035.0,,,,
293,PT00M02.50S,2024-11-08T02:01:07.1Z,2,REGULAR,foul,personal,['2freethrow'],1631103,,,1610612757,56,54,2024-11-08T02:01:13Z,2890000,False,,,0,,M. Branham shooting personal FOUL (1 PF) (Avdija 2 FT),"[1631103, 1630166]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Avdija,1630166.0
295,PT00M02.50S,2024-11-08T02:01:37.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612757,56,55,2024-11-08T02:01:37Z,2910000,False,,,0,,D. Avdija Free Throw 1 of 2 (9 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
296,PT00M02.50S,2024-11-08T02:01:37.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612757,56,55,2024-11-08T02:02:04Z,2920000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT00M02.50S,2024-11-08T02:01:37.0Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612757,56,55,2024-11-08T02:02:39Z,2930000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,296.0,,,,1.0,0.0,1.0,,,,,
299,PT00M01.40S,2024-11-08T02:01:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630625,6.652431011826544,49.01960784313725,1610612757,56,55,2024-11-08T02:03:46Z,2935000,False,5.0,10.0,1,left,MISS D. Banton tip Layup,[1630625],1610612757.0,POR,tip,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
300,PT00M01.40S,2024-11-08T02:01:49.7Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,56,55,2024-11-08T02:03:46Z,2937500,False,,,0,,K. Johnson REBOUND (Off:1 Def:8),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,299.0,,,,9.0,8.0,1.0,,,,,
298,PT00M00.00S,2024-11-08T02:02:02.4Z,2,REGULAR,period,end,[],0,,,1610612759,56,55,2024-11-08T02:03:13Z,2940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,56,55,2024-11-08T02:17:14Z,2950000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,out,['startperiod'],1631104,,,1610612759,56,55,2024-11-08T02:17:14Z,2960000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,56,55,2024-11-08T02:17:14Z,2970000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,out,['startperiod'],1630625,,,1610612759,56,55,2024-11-08T02:17:14Z,2980000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,in,['startperiod'],101108,,,1610612759,56,55,2024-11-08T02:17:14Z,2990000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,in,['startperiod'],1642264,,,1610612759,56,55,2024-11-08T02:17:14Z,3000000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612759,56,55,2024-11-08T02:17:14Z,3010000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2024-11-08T02:16:17.0Z,3,REGULAR,substitution,in,['startperiod'],203924,,,1610612759,56,55,2024-11-08T02:17:14Z,3020000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2024-11-08T02:17:28.1Z,3,REGULAR,period,start,[],0,,,1610612757,56,55,2024-11-08T02:17:28Z,3030000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M48.00S,2024-11-08T02:17:41.1Z,3,REGULAR,3pt,Jump Shot,[],203924,85.49605781865965,93.87254901960785,1610612757,56,55,2024-11-08T02:18:01Z,3040000,False,219.0,84.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
311,PT11M46.00S,2024-11-08T02:17:43.1Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,56,55,2024-11-08T02:18:01Z,3050000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,310.0,,,,3.0,2.0,1.0,,,,,
312,PT11M40.00S,2024-11-08T02:17:47.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642264,32.933639947437584,61.029411764705884,1610612759,56,55,2024-11-08T02:18:16Z,3060000,False,-55.0,257.0,1,left,MISS S. Castle 26' running 3PT,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
313,PT11M40.00S,2024-11-08T02:17:47.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,56,55,2024-11-08T02:17:58Z,3070000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,312.0,,,,,,,,,,,
315,PT11M17.00S,2024-11-08T02:18:16.8Z,3,REGULAR,3pt,Jump Shot,[],1629028,94.30026281208936,3.431372549019608,1610612757,56,55,2024-11-08T02:18:22Z,3090000,False,-233.0,1.0,1,right,MISS D. Ayton 3PT,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
316,PT11M15.00S,2024-11-08T02:18:18.8Z,3,REGULAR,rebound,defensive,[],1642264,,,1610612759,56,55,2024-11-08T02:18:48Z,3100000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,,,,315.0,,,,1.0,1.0,0.0,,,,,
317,PT11M03.00S,2024-11-08T02:18:29.6Z,3,REGULAR,3pt,Jump Shot,[],1630577,12.828515111695138,95.58823529411765,1610612759,59,55,2024-11-08T02:18:34Z,3110000,False,-228.0,68.0,1,left,J. Champagnie 3PT  (9 PTS) (H. Barnes 2 AST),"[1630577, 203084]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.79,Made,9.0,H. Barnes,203084.0,2.0,,,,,,,,,,,,,,
319,PT10M48.00S,2024-11-08T02:18:45.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,80.3712220762155,52.94117647058824,1610612757,59,55,2024-11-08T02:18:52Z,3130000,False,15.0,132.0,1,right,MISS D. Ayton 13' fadeaway Shot,[1629028],1610612757.0,POR,fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,13.28,Missed,,,,,,,,,,,,,,,,,,
320,PT10M44.00S,2024-11-08T02:18:49.5Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,59,55,2024-11-08T02:18:52Z,3140000,False,,,0,,T. Camara REBOUND (Off:1 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,319.0,,,,5.0,4.0,1.0,,,,,
321,PT10M38.00S,2024-11-08T02:18:55.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,80.76544021024968,91.91176470588235,1610612757,59,55,2024-11-08T02:19:01Z,3150000,False,210.0,128.0,1,right,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
322,PT10M37.00S,2024-11-08T02:18:56.7Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,59,55,2024-11-08T02:20:38Z,3160000,False,,,0,,T. Camara REBOUND (Off:2 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,321.0,,,,6.0,4.0,2.0,,,,,
323,PT10M36.00S,2024-11-08T02:19:01.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,92.46057818659659,51.9607843137255,1610612757,59,55,2024-11-08T02:20:44Z,3170000,False,10.0,18.0,1,right,MISS T. Camara putback Layup - blocked,"[1641739, 1641705]",1610612757.0,POR,putback,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
324,PT10M36.00S,2024-11-08T02:19:01.1Z,3,REGULAR,block,,[],1641705,,,1610612757,59,55,2024-11-08T02:19:03Z,3180000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT10M34.00S,2024-11-08T02:19:03.1Z,3,REGULAR,rebound,defensive,[],101108,,,1610612759,59,55,2024-11-08T02:26:25Z,3190000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,323.0,,,,2.0,2.0,0.0,,,,,
328,PT10M23.00S,2024-11-08T02:19:11.9Z,3,REGULAR,3pt,Jump Shot,[],1641705,31.61957950065703,61.51960784313726,1610612759,59,55,2024-11-08T02:26:29Z,3220000,False,-58.0,245.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.14,Missed,,,,,,,,,,,,,,,,,,
329,PT10M21.00S,2024-11-08T02:19:13.9Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,59,55,2024-11-08T02:21:40Z,3230000,False,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,328.0,,,,5.0,4.0,1.0,,,,,
330,PT10M10.00S,2024-11-08T02:19:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.72339027595268,50.49019607843137,1610612757,59,57,2024-11-08T02:21:53Z,3240000,False,2.0,16.0,1,right,A. Simons driving finger roll Layup (7 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.61,Made,7.0,,,,,,,,,,,,,,,,,
331,PT09M50.00S,2024-11-08T02:19:43.3Z,3,REGULAR,turnover,bad pass,[],203084,,,1610612759,59,57,2024-11-08T02:19:51Z,3250000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1641739]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Camara,1641739.0,,,,,,,,
332,PT09M50.00S,2024-11-08T02:19:43.3Z,3,REGULAR,steal,,[],1641739,,,1610612757,59,57,2024-11-08T02:31:35Z,3260000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
333,PT09M48.00S,2024-11-08T02:19:47.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203924,91.93495400788436,50.98039215686274,1610612757,59,59,2024-11-08T02:24:50Z,3270000,False,5.0,23.0,1,right,J. Grant driving floating Jump Shot (14 PTS) (A. Simons 5 AST),"[203924, 1629014]",1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.38,Made,14.0,A. Simons,1629014.0,5.0,,,,,,,,,,,,,,
334,PT09M32.00S,2024-11-08T02:20:00.8Z,3,REGULAR,3pt,Jump Shot,[],1630577,5.338370565045992,95.58823529411765,1610612759,62,59,2024-11-08T02:20:06Z,3280000,False,-228.0,-2.0,1,left,J. Champagnie 3PT  (12 PTS) (C. Paul 3 AST),"[1630577, 101108]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.79,Made,12.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
336,PT09M32.00S,2024-11-08T02:20:10.4Z,3,REGULAR,foul,personal,['1freethrow'],203924,,,1610612759,62,59,2024-11-08T02:25:17Z,3300000,False,,,0,,J. Grant away-from-play personal FOUL (2 PF) (Wembanyama 1 FT),"[203924, 1641705]",1610612757.0,POR,away-from-play,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Wembanyama,1641705.0
339,PT09M32.00S,2024-11-08T02:20:37.3Z,3,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,62,59,2024-11-08T02:20:39Z,3330000,False,,,0,,MISS V. Wembanyama away-from-play Free Throw 1 of 1,[1641705],1610612759.0,SAS,away-from-play,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT09M29.00S,2024-11-08T02:20:40.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,62,59,2024-11-08T02:20:39Z,3340000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,339.0,,,,5.0,4.0,1.0,,,,,
