actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M37.00S,2024-10-27T00:42:43.7Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,0,3,2024-10-27T00:42:43Z,170000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,
18,PT10M37.00S,2024-10-27T00:42:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630577,5.590000152587891,50.0,1610612759,2,3,2024-10-27T00:42:43Z,180000,False,0.0,0.0,1,left,J. Champagnie tip Layup (2 PTS),[1630577],1610612759.0,SAS,tip,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,2.0,,,,,,,,,,,
19,PT10M24.00S,2024-10-27T00:42:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,94.69448094612353,53.67647058823529,1610612745,2,3,2024-10-27T00:43:07Z,190000,False,18.0,-3.0,1,right,MISS A. Sengun Layup - blocked,"[1630578, 1641705]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,1.86,Missed,,,,,,,,,,,,,Wembanyama,1641705.0,,
20,PT10M24.00S,2024-10-27T00:42:57.5Z,1,REGULAR,block,,[],1641705,,,1610612745,2,3,2024-10-27T00:42:59Z,200000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2024-10-27T00:43:00.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,3,2024-10-27T00:43:07Z,210000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M17.00S,2024-10-27T00:43:04.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,31.750985545335087,34.80392156862745,1610612759,5,3,2024-10-27T00:44:36Z,220000,False,76.0,246.0,1,left,J. Champagnie 25' 3PT running (5 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,25.75,Made,,,,,5.0,C. Paul,101108.0,1.0,,,,,,,,
24,PT09M57.00S,2024-10-27T00:43:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.96123521681997,79.90196078431373,1610612745,5,6,2024-10-27T00:43:32Z,240000,False,150.0,211.0,1,right,J. Green 25' 3PT pullup (3 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,25.87,Made,,,,,3.0,,,,,,,,,,,
25,PT09M49.00S,2024-10-27T00:43:31.9Z,1,REGULAR,3pt,Jump Shot,[],203084,24.26084099868594,13.23529411764706,1610612759,8,6,2024-10-27T00:45:37Z,250000,False,184.0,176.0,1,left,H. Barnes 25' 3PT pullup (3 PTS) (C. Paul 2 AST),"[203084, 101108]",1610612759.0,SAS,pullup,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.42,Made,,,,,3.0,C. Paul,101108.0,2.0,,,,,,,,
27,PT09M36.00S,2024-10-27T00:43:44.1Z,1,REGULAR,2pt,Jump Shot,[],1630578,78.13731931668858,30.392156862745097,1610612745,8,6,2024-10-27T00:43:51Z,270000,False,-98.0,153.0,1,right,MISS A. Sengun 18' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,18.17,Missed,,,,,,,,,,,,,,,,
28,PT09M33.00S,2024-10-27T00:43:47.1Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,8,6,2024-10-27T00:43:51Z,280000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,
29,PT09M31.00S,2024-10-27T00:43:53.9Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612759,8,6,2024-10-27T00:44:03Z,290000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612759.0,SAS,bad pass,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,1629175.0,1.0,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2024-10-27T00:44:09.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,71.17279894875165,74.50980392156863,1610612745,8,9,2024-10-27T00:44:28Z,300000,False,123.0,218.0,1,right,F. VanVleet 25' 3PT pullup (3 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,25.05,Made,,,,,3.0,,,,,,,,,,,
31,PT09M01.00S,2024-10-27T00:44:26.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,34.641918528252305,70.09803921568627,1610612759,11,9,2024-10-27T00:44:35Z,310000,False,-100.0,273.0,1,left,V. Wembanyama 29' 3PT pullup (3 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,29.1,Made,,,,,3.0,,,,,,,,,,,
32,PT08M51.00S,2024-10-27T00:44:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.72733245729303,73.0392156862745,1610612745,11,9,2024-10-27T00:44:47Z,320000,False,115.0,232.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,25.91,Missed,,,,,,,,,,,,,,,,
33,PT08M47.00S,2024-10-27T00:44:40.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,11,9,2024-10-27T00:44:47Z,330000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,32.0,3.0,2.0,1.0,,,,,,,,,,,,
34,PT08M43.00S,2024-10-27T00:44:46.4Z,1,REGULAR,foul,personal,[],1630578,,,1610612759,11,9,2024-10-27T00:45:00Z,340000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1641705]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,2882.0,,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,
36,PT08M35.00S,2024-10-27T00:45:13.9Z,1,REGULAR,2pt,Jump Shot,[],1641705,23.603810775295663,30.392156862745097,1610612759,11,9,2024-10-27T00:45:18Z,360000,False,98.0,169.0,1,left,MISS V. Wembanyama 19' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,19.57,Missed,,,,,,,,,,,,,,,,
37,PT08M32.00S,2024-10-27T00:45:16.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,9,2024-10-27T00:45:18Z,370000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT08M24.00S,2024-10-27T00:45:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.38042049934296,53.67647058823529,1610612745,11,9,2024-10-27T00:45:31Z,380000,False,18.0,10.0,1,right,MISS A. Sengun Layup - blocked,"[1630578, 1641705]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,Wembanyama,1641705.0,,
39,PT08M24.00S,2024-10-27T00:45:25.5Z,1,REGULAR,block,,[],1641705,,,1610612745,11,9,2024-10-27T00:45:28Z,390000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M24.00S,2024-10-27T00:45:25.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,9,2024-10-27T00:45:31Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,38.0,,,,,,,,,,,,,,,
42,PT08M15.00S,2024-10-27T00:45:54.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,70.64717477003943,17.892156862745097,1610612745,11,12,2024-10-27T00:46:00Z,420000,False,-161.0,223.0,1,right,F. VanVleet 27' 3PT pullup (6 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,27.51,Made,,,,,6.0,,,,,,,,,,,
43,PT07M58.00S,2024-10-27T00:46:10.8Z,1,REGULAR,3pt,Jump Shot,[],1641705,31.35676741130092,59.068627450980394,1610612759,14,12,2024-10-27T00:46:14Z,430000,False,-45.0,242.0,1,left,V. Wembanyama 24' 3PT pullup (6 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,24.65,Made,,,,,6.0,,,,,,,,,,,
44,PT07M41.00S,2024-10-27T00:46:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,85.10183968462549,49.01960784313725,1610612745,14,12,2024-10-27T00:46:37Z,440000,False,-5.0,88.0,1,right,MISS D. Brooks 8' driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,8.76,Missed,,,,,,,,,,,,,,,,
45,PT07M39.00S,2024-10-27T00:46:29.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,14,12,2024-10-27T00:46:37Z,450000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
46,PT07M34.00S,2024-10-27T00:46:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,6.652431011826544,48.529411764705884,1610612759,16,12,2024-10-27T00:46:46Z,460000,False,7.0,10.0,1,left,J. Sochan cutting Layup (2 PTS) (C. Paul 3 AST),"[1631110, 101108]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.24,Made,,,,,2.0,C. Paul,101108.0,3.0,,,,,,,,
48,PT07M16.00S,2024-10-27T00:46:52.2Z,1,REGULAR,2pt,Jump Shot,[],1630578,94.43166885676742,69.36274509803921,1610612745,16,14,2024-10-27T00:47:03Z,480000,False,97.0,0.0,1,right,A. Sengun 9' Jump Shot (2 PTS) (J. Smith Jr. 1 AST),"[1630578, 1631095]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,9.68,Made,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,
50,PT06M50.00S,2024-10-27T00:47:19.4Z,1,REGULAR,2pt,Jump Shot,[],1631110,16.507884362680684,26.225490196078432,1610612759,18,14,2024-10-27T00:47:24Z,500000,False,119.0,103.0,1,left,J. Sochan 15' Jump Shot (4 PTS) (H. Barnes 1 AST),"[1631110, 203084]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,15.71,Made,,,,,4.0,H. Barnes,203084.0,1.0,,,,,,,,
52,PT06M38.00S,2024-10-27T00:47:30.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.80749014454665,65.19607843137256,1610612745,18,14,2024-10-27T00:49:17Z,520000,False,76.0,241.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,25.24,Missed,,,,,,,,,,,,,,,,
53,PT06M35.00S,2024-10-27T00:47:33.8Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,18,14,2024-10-27T00:47:39Z,530000,False,,,0,,J. Sochan REBOUND (Off:1 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,52.0,4.0,3.0,1.0,,,,,,,,,,,,
54,PT06M31.00S,2024-10-27T00:47:37.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631110,6.521024967148489,53.18627450980392,1610612759,18,14,2024-10-27T00:50:00Z,540000,False,-16.0,9.0,1,left,MISS J. Sochan running Layup,[1631110],1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.82,Missed,,,,,,,,,,,,,,,,
55,PT06M31.00S,2024-10-27T00:47:37.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,18,14,2024-10-27T00:47:43Z,550000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,
56,PT06M18.00S,2024-10-27T00:47:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,77.7431011826544,9.313725490196079,1610612745,18,14,2024-10-27T00:47:58Z,560000,False,-203.0,157.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,25.68,Missed,,,,,,,,,,,,,,,,
57,PT06M13.00S,2024-10-27T00:47:56.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,18,14,2024-10-27T00:47:58Z,570000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,56.0,3.0,3.0,0.0,,,,,,,,,,,,
58,PT06M03.00S,2024-10-27T00:48:06.9Z,1,REGULAR,3pt,Jump Shot,[],101108,26.231931668856767,82.1078431372549,1610612759,21,14,2024-10-27T00:48:14Z,580000,False,-161.0,194.0,1,left,C. Paul 25' 3PT  (3 PTS),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,25.19,Made,,,,,3.0,,,,,,,,,,,
59,PT06M03.00S,2024-10-27T00:48:12.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,21,14,2024-10-27T00:48:12Z,590000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612745,21,14,2024-10-27T00:51:15Z,600000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,out,[],101108,,,1610612745,21,14,2024-10-27T00:51:15Z,610000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,out,[],1641705,,,1610612745,21,14,2024-10-27T00:51:15Z,620000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,21,14,2024-10-27T00:51:15Z,630000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,21,14,2024-10-27T00:51:15Z,640000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612745,21,14,2024-10-27T00:51:15Z,650000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,in,[],1631104,,,1610612745,21,14,2024-10-27T00:51:15Z,660000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,in,[],1628380,,,1610612745,21,14,2024-10-27T00:51:15Z,670000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,21,14,2024-10-27T00:51:15Z,680000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2024-10-27T00:50:37.5Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,21,14,2024-10-27T00:51:15Z,690000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2024-10-27T00:51:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,94.56307490144546,52.20588235294118,1610612745,21,16,2024-10-27T00:51:42Z,700000,False,11.0,-1.0,1,right,T. Eason Layup (2 PTS) (A. Sengun 2 AST),"[1631106, 1630578]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,1.11,Made,,,,,2.0,A. Sengun,1630578.0,2.0,,,,,,,,
72,PT05M30.00S,2024-10-27T00:51:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.732588699080158,47.549019607843135,1610612759,23,16,2024-10-27T00:51:53Z,720000,False,12.0,1.0,1,left,J. Sochan driving Layup (6 PTS) (Z. Collins 1 AST),"[1631110, 1628380]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.24,Made,,,,,6.0,Z. Collins,1628380.0,1.0,,,,,,,,
74,PT05M16.00S,2024-10-27T00:52:02.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,93.11760840998686,94.6078431372549,1610612745,23,19,2024-10-27T00:52:08Z,740000,False,223.0,12.0,1,right,D. Brooks 3PT  (6 PTS) (T. Eason 1 AST),"[1628415, 1631106]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,22.33,Made,,,,,6.0,T. Eason,1631106.0,1.0,,,,,,,,
76,PT05M02.00S,2024-10-27T00:52:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,5.732588699080158,52.450980392156865,1610612759,25,19,2024-10-27T00:53:33Z,760000,False,-12.0,1.0,1,left,Z. Collins driving Layup (2 PTS),[1628380],1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,1.24,Made,,,,,2.0,,,,,,,,,,,
77,PT04M47.00S,2024-10-27T00:52:30.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.07030223390277,28.431372549019606,1610612745,25,22,2024-10-27T00:52:37Z,770000,False,-108.0,238.0,1,right,J. Green 26' 3PT pullup (6 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,26.15,Made,,,,,6.0,,,,,,,,,,,
78,PT04M29.00S,2024-10-27T00:52:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631104,9.806176084099869,61.274509803921575,1610612759,25,22,2024-10-27T00:52:54Z,780000,False,-56.0,40.0,1,left,MISS B. Wesley 6' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,6.9,Missed,,,,,,,,,,,,,,,,
79,PT04M27.00S,2024-10-27T00:52:50.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,25,22,2024-10-27T00:52:54Z,790000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,
80,PT04M18.00S,2024-10-27T00:53:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630578,72.09264126149803,20.588235294117645,1610612745,25,22,2024-10-27T00:53:11Z,800000,False,-147.0,210.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,25.62,Missed,,,,,,,,,,,,,,,,
81,PT04M15.00S,2024-10-27T00:53:03.1Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,25,22,2024-10-27T00:53:03Z,810000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT04M09.00S,2024-10-27T00:53:08.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,3.7614980289093296,94.85294117647058,1610612759,28,22,2024-10-27T00:54:46Z,820000,False,-224.0,-17.0,1,left,K. Johnson 3PT  (3 PTS) (B. Wesley 1 AST),"[1629640, 1631104]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,22.5,Made,,,,,3.0,B. Wesley,1631104.0,1.0,,,,,,,,
