actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
50,PT07M39.00S,2025-01-16T01:18:28.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642264,,,1610612759,11,12,2025-01-16T01:18:54Z,500000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,,,,,,,,,Castle,S. Castle,,,,Missed,,,,,,,,,,,,,,
51,PT07M38.00S,2025-01-16T01:18:29.5Z,1,REGULAR,rebound,offensive,[],1642264,,,1610612759,11,12,2025-01-16T01:18:54Z,510000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,,,,,,,,,Castle,S. Castle,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,
52,PT07M37.00S,2025-01-16T01:18:53.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,5.338370565045992,94.36274509803921,1610612759,11,12,2025-01-16T01:18:56Z,520000,False,-222.0,-2.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,,,,Barnes,H. Barnes,,,22.18,Missed,,,,,,,,,,,,,,
53,PT07M34.00S,2025-01-16T01:18:56.0Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,11,12,2025-01-16T01:18:56Z,530000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Kennard,L. Kennard,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,
54,PT07M23.00S,2025-01-16T01:19:06.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,93.11760840998686,54.166666666666664,1610612763,11,14,2025-01-16T01:23:05Z,540000,False,21.0,12.0,1,right,J. Jackson Jr. driving bank Hook (2 PTS),[1628991],1610612763.0,MEM,driving bank,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,2.41,Made,2.0,,,,,,,,,,,,,
55,PT07M15.00S,2025-01-16T01:19:13.3Z,1,REGULAR,3pt,Jump Shot,[],1630170,4.681340341655716,95.34313725490196,1610612759,11,14,2025-01-16T01:23:44Z,550000,False,-227.0,-8.0,1,left,MISS D. Vassell bank 3PT,[1630170],1610612759.0,SAS,bank,,,,,,Left Corner 3,24+ Left,,,,Vassell,D. Vassell,,,22.69,Missed,,,,,,,,,,,,,,
56,PT07M15.00S,2025-01-16T01:19:13.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,11,14,2025-01-16T01:19:28Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,55.0,,,,,,,,,,,
58,PT07M14.00S,2025-01-16T01:19:25.2Z,1,REGULAR,substitution,out,[],1642264,,,1610612763,11,14,2025-01-16T01:19:28Z,580000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,,,,,,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2025-01-16T01:19:25.2Z,1,REGULAR,substitution,in,[],1629640,,,1610612763,11,14,2025-01-16T01:19:28Z,590000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2025-01-16T01:19:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,70.64717477003943,73.52941176470588,1610612763,11,14,2025-01-16T01:19:57Z,600000,False,118.0,223.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Bane,D. Bane,,,25.25,Missed,,,,,,,,,,,,,,
61,PT07M02.00S,2025-01-16T01:19:44.4Z,1,REGULAR,rebound,offensive,[],1628379,,,1610612763,11,14,2025-01-16T01:19:44Z,610000,False,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Kennard,L. Kennard,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,
62,PT06M53.00S,2025-01-16T01:19:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642377,92.32917214191852,40.44117647058824,1610612763,11,14,2025-01-16T01:20:00Z,620000,False,-48.0,20.0,1,right,MISS J. Wells Layup - blocked,"[1642377, 1641705]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wells,J. Wells,,,5.17,Missed,,,,,,,,,,Wembanyama,1641705.0,,,
63,PT06M53.00S,2025-01-16T01:19:53.7Z,1,REGULAR,block,,[],1641705,,,1610612763,11,14,2025-01-16T01:19:56Z,630000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2025-01-16T01:19:53.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,11,14,2025-01-16T01:20:00Z,640000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,
65,PT06M39.00S,2025-01-16T01:20:07.3Z,1,REGULAR,3pt,Jump Shot,[],1641705,32.013797634691194,28.676470588235293,1610612759,11,14,2025-01-16T01:20:16Z,650000,False,107.0,248.0,1,left,MISS V. Wembanyama 27' 3PT,[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Wembanyama,V. Wembanyama,,,27.03,Missed,,,,,,,,,,,,,,
66,PT06M35.00S,2025-01-16T01:20:11.3Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,11,14,2025-01-16T01:26:40Z,660000,False,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Vassell,D. Vassell,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,
67,PT06M23.00S,2025-01-16T01:20:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,31.882391590013142,61.76470588235294,1610612759,11,14,2025-01-16T01:20:29Z,670000,False,-59.0,247.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Johnson,K. Johnson,,,25.41,Missed,,,,,,,,,,,,,,
68,PT06M18.00S,2025-01-16T01:20:28.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,11,14,2025-01-16T01:20:29Z,680000,False,,,0,,L. Kennard REBOUND (Off:1 Def:2),[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Kennard,L. Kennard,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,
69,PT06M11.00S,2025-01-16T01:20:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,67.09921156373193,48.77450980392157,1610612763,11,14,2025-01-16T01:26:43Z,690000,False,-6.0,257.0,1,right,MISS L. Kennard 25' running 3PT,[1628379],1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Center,,,,Kennard,L. Kennard,,,25.69,Missed,,,,,,,,,,,,,,
70,PT06M09.00S,2025-01-16T01:20:36.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,11,14,2025-01-16T01:20:45Z,700000,False,,,0,,D. Vassell REBOUND (Off:1 Def:2),[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Vassell,D. Vassell,,,,,,,69.0,3.0,2.0,1.0,,,,,,,,
71,PT06M05.00S,2025-01-16T01:20:40.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,31.882391590013142,42.64705882352941,1610612759,14,14,2025-01-16T01:27:17Z,710000,False,37.0,247.0,1,left,D. Vassell 24' 3PT running (3 PTS) (H. Barnes 2 AST),"[1630170, 203084]",1610612759.0,SAS,running,,,,,,Above the Break 3,24+ Center,,,,Vassell,D. Vassell,,,24.99,Made,3.0,,,,,,H. Barnes,203084.0,2.0,,,,,
73,PT06M03.00S,2025-01-16T01:20:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,14,14,2025-01-16T01:21:24Z,730000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,out,[],1641705,,,1610612763,14,14,2025-01-16T01:23:50Z,740000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,out,[],101108,,,1610612763,14,14,2025-01-16T01:23:50Z,750000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,14,14,2025-01-16T01:23:50Z,760000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,14,14,2025-01-16T01:23:50Z,770000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
78,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,14,14,2025-01-16T01:23:50Z,780000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
79,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,in,[],1629646,,,1610612763,14,14,2025-01-16T01:23:50Z,790000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,,,,,,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
80,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612763,14,14,2025-01-16T01:23:50Z,800000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
81,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,14,14,2025-01-16T01:23:50Z,810000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
82,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,14,14,2025-01-16T01:23:50Z,820000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
83,PT06M03.00S,2025-01-16T01:23:28.5Z,1,REGULAR,substitution,in,[],1629630,,,1610612763,14,14,2025-01-16T01:23:50Z,830000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2025-01-16T01:23:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.19776609724047,49.26470588235294,1610612763,14,16,2025-01-16T01:24:05Z,840000,False,-4.0,21.0,1,right,B. Clarke alley-oop Layup (2 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Clarke,B. Clarke,,,2.11,Made,2.0,,,,,,J. Morant,1629630.0,3.0,,,,,
87,PT05M25.00S,2025-01-16T01:24:35.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,23.47240473061761,33.33333333333333,1610612759,14,16,2025-01-16T01:24:39Z,870000,False,83.0,168.0,1,left,MISS D. Vassell 18' Jump Shot,[1630170],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Right Center,,,,Vassell,D. Vassell,,,18.76,Missed,,,,,,,,,,,,,,
