actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT11M06.00S,2025-02-04T02:13:59.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,89.70105124835742,94.85294117647058,1610612740,3,2,2025-02-04T02:15:41Z,170000,False,224.0,44.0,1,right,MISS C. McCollum running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.86,,,,,,,,,,,,
18,PT11M02.00S,2025-02-04T02:14:03.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,2,2025-02-04T02:14:04Z,180000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M55.00S,2025-02-04T02:14:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,8.754927726675426,38.48039215686275,1610612743,3,2,2025-02-04T02:16:28Z,190000,False,58.0,30.0,1,left,MISS M. Porter Jr. 6' driving floating bank Shot,[1629008],1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.49,,,,,,,,,,,,
20,PT10M53.00S,2025-02-04T02:14:13.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,3,2,2025-02-04T02:14:16Z,200000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,
21,PT10M51.00S,2025-02-04T02:14:16.6Z,1,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612740,3,2,2025-02-04T02:14:25Z,210000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Green 2 FT),"[1630192, 1629750]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1627526.0,1.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,
23,PT10M51.00S,2025-02-04T02:14:52.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629750,,,1610612740,3,2,2025-02-04T02:14:52Z,230000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
24,PT10M51.00S,2025-02-04T02:14:52.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,3,2,2025-02-04T02:14:52Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,
25,PT10M51.00S,2025-02-04T02:15:08.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629750,,,1610612740,3,3,2025-02-04T02:15:08Z,250000,False,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
26,PT10M34.00S,2025-02-04T02:15:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,22.026938239159,8.333333333333332,1610612743,3,3,2025-02-04T02:15:31Z,260000,False,208.0,155.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.94,,,,,,,,,,,,
27,PT10M31.00S,2025-02-04T02:15:30.3Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,3,3,2025-02-04T02:15:31Z,270000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
28,PT10M24.00S,2025-02-04T02:15:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629750,75.64060446780552,12.254901960784313,1610612740,3,6,2025-02-04T02:15:41Z,280000,False,-189.0,176.0,1,right,J. Green 25' 3PT  (4 PTS) (T. Murphy III 1 AST),"[1629750, 1630530]",1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Made,4.0,25.84,T. Murphy III,1630530.0,1.0,,,,,,,,,
30,PT09M55.00S,2025-02-04T02:16:08.0Z,1,REGULAR,3pt,Jump Shot,[],1631128,26.231931668856767,15.196078431372548,1610612743,3,6,2025-02-04T02:19:39Z,300000,False,174.0,194.0,1,left,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.07,,,,,,,,,,,,
31,PT09M51.00S,2025-02-04T02:16:12.0Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,3,6,2025-02-04T02:19:39Z,310000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,
32,PT09M36.00S,2025-02-04T02:16:24.8Z,1,REGULAR,2pt,Jump Shot,[],203468,84.44480946123521,26.47058823529412,1610612740,3,8,2025-02-04T02:16:29Z,320000,False,-118.0,94.0,1,right,C. McCollum 15' pullup Jump Shot (2 PTS) (T. Murphy III 2 AST),"[203468, 1630530]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,15.04,T. Murphy III,1630530.0,2.0,,,,,,,,,
34,PT09M14.00S,2025-02-04T02:16:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.652431011826544,43.38235294117647,1610612743,5,8,2025-02-04T02:16:51Z,340000,False,33.0,10.0,1,left,N. Jokić cutting Layup (2 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.46,C. Braun,1631128.0,1.0,,,,,,,,,
36,PT09M03.00S,2025-02-04T02:16:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,82.86793692509855,40.19607843137255,1610612740,5,8,2025-02-04T02:20:29Z,360000,False,-49.0,109.0,1,right,MISS Z. Williamson 11' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.91,,,,,,,,,,,,
37,PT09M01.00S,2025-02-04T02:16:59.8Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,5,8,2025-02-04T02:17:05Z,370000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,36.0,1.0,1.0,0.0,,
38,PT08M49.00S,2025-02-04T02:17:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,14.799605781865965,60.049019607843135,1610612743,5,8,2025-02-04T02:17:18Z,380000,False,-50.0,87.0,1,left,MISS M. Porter Jr. 10' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.01,,,,,,,,,,,,
39,PT08M47.00S,2025-02-04T02:17:13.7Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,5,8,2025-02-04T02:17:18Z,390000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,38.0,1.0,0.0,1.0,,
40,PT08M47.00S,2025-02-04T02:17:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,10.463206307490145,59.80392156862745,1610612743,5,8,2025-02-04T02:21:21Z,400000,False,-49.0,46.0,1,left,MISS M. Porter Jr. 6' floating Shot,[1629008],1610612743.0,DEN,floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.71,,,,,,,,,,,,
41,PT08M45.00S,2025-02-04T02:17:16.8Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,5,8,2025-02-04T02:17:20Z,410000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,
42,PT08M41.00S,2025-02-04T02:17:21.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,92.06636005256242,40.19607843137255,1610612740,5,8,2025-02-04T02:23:26Z,420000,False,-49.0,22.0,1,right,MISS C. McCollum running Layup,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.38,,,,,,,,,,,,
44,PT08M40.00S,2025-02-04T02:17:22.1Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,5,8,2025-02-04T02:23:26Z,440000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,
45,PT08M40.00S,2025-02-04T02:17:26.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1642274,91.5407358738502,44.6078431372549,1610612740,5,10,2025-02-04T02:23:36Z,450000,False,-27.0,27.0,1,right,Y. Missi putback Layup (2 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.82,,,,,,,,,,,,
46,PT08M20.00S,2025-02-04T02:17:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,8.229303547963205,44.6078431372549,1610612743,5,10,2025-02-04T02:17:44Z,460000,False,27.0,25.0,1,left,MISS C. Braun cutting Layup,[1631128],1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.67,,,,,,,,,,,,
47,PT08M19.00S,2025-02-04T02:17:41.2Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,5,10,2025-02-04T02:24:07Z,470000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,46.0,2.0,0.0,2.0,,
48,PT08M19.00S,2025-02-04T02:17:43.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,5.590000152587891,50.0,1610612743,7,10,2025-02-04T02:24:14Z,480000,False,0.0,0.0,1,left,M. Porter Jr. tip Layup (2 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
49,PT08M03.00S,2025-02-04T02:17:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.5407358738502,43.38235294117647,1610612740,7,12,2025-02-04T02:18:02Z,490000,False,-33.0,27.0,1,right,T. Murphy III driving Layup (4 PTS) (C. McCollum 1 AST),"[1630530, 203468]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,4.27,C. McCollum,203468.0,1.0,,,,,,,,,
51,PT07M50.00S,2025-02-04T02:18:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.783837056504599,56.127450980392155,1610612743,7,12,2025-02-04T02:25:11Z,510000,False,-31.0,11.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.26,,,,,,,,,,,,
52,PT07M49.00S,2025-02-04T02:18:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,7,12,2025-02-04T02:18:16Z,520000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,51.0,,,,,
54,PT07M49.00S,2025-02-04T02:18:17.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,7,12,2025-02-04T02:18:26Z,540000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2025-02-04T02:18:17.0Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,7,12,2025-02-04T02:18:26Z,550000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M35.00S,2025-02-04T02:18:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,76.82325886990802,9.313725490196079,1610612740,7,12,2025-02-04T02:18:50Z,560000,False,-203.0,165.0,1,right,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.22,,,,,,,,,,,,
57,PT07M32.00S,2025-02-04T02:18:46.7Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,7,12,2025-02-04T02:18:50Z,570000,False,,,0,,Y. Missi REBOUND (Off:2 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,56.0,2.0,0.0,2.0,,
58,PT07M28.00S,2025-02-04T02:18:50.9Z,1,REGULAR,turnover,bad pass,[],1642274,,,1610612740,7,12,2025-02-04T02:18:54Z,580000,False,,,0,,Y. Missi bad pass TURNOVER (1 TO),"[1642274, 1631128]",1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Braun,1631128.0,,,,,,
59,PT07M28.00S,2025-02-04T02:18:50.9Z,1,REGULAR,steal,,[],1631128,,,1610612743,7,12,2025-02-04T02:18:52Z,590000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M24.00S,2025-02-04T02:18:54.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,6.783837056504599,50.98039215686274,1610612743,9,12,2025-02-04T02:19:01Z,600000,False,-5.0,11.0,1,left,M. Porter Jr. running DUNK (4 PTS) (C. Braun 2 AST),"[1629008, 1631128]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.23,C. Braun,1631128.0,2.0,,,,,,,,,
62,PT07M09.00S,2025-02-04T02:19:09.9Z,1,REGULAR,3pt,Jump Shot,[],1641722,77.34888304862024,88.97058823529412,1610612740,9,12,2025-02-04T02:19:13Z,620000,False,195.0,160.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.24,,,,,,,,,,,,
63,PT07M06.00S,2025-02-04T02:19:12.9Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,9,12,2025-02-04T02:19:13Z,630000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,
64,PT06M57.00S,2025-02-04T02:19:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.229303547963205,46.32352941176471,1610612743,11,12,2025-02-04T02:26:29Z,640000,False,18.0,25.0,1,left,N. Jokić driving finger roll Layup (4 PTS) (C. Braun 3 AST),"[203999, 1631128]",1610612743.0,DEN,driving finger roll,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.1,C. Braun,1631128.0,3.0,,,,,,,,,
66,PT06M46.00S,2025-02-04T02:19:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,91.5407358738502,55.14705882352941,1610612740,11,12,2025-02-04T02:19:38Z,660000,False,26.0,27.0,1,right,MISS Y. Missi cutting Layup,[1642274],1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.73,,,,,,,,,,,,
67,PT06M45.00S,2025-02-04T02:19:34.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,11,12,2025-02-04T02:19:38Z,670000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,66.0,3.0,1.0,2.0,,
68,PT06M40.00S,2025-02-04T02:19:39.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630192,7.440867279894875,43.13725490196079,1610612743,13,12,2025-02-04T02:19:57Z,680000,False,34.0,17.0,1,left,Z. Nnaji running Layup (5 PTS) (M. Porter Jr. 1 AST),"[1630192, 1629008]",1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,3.85,M. Porter Jr.,1629008.0,1.0,,,,,,,,,
70,PT06M40.00S,2025-02-04T02:19:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,13,12,2025-02-04T02:19:43Z,700000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M40.00S,2025-02-04T02:21:55.8Z,1,REGULAR,substitution,out,[],1630192,,,1610612740,13,12,2025-02-04T02:22:15Z,710000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2025-02-04T02:21:55.8Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,13,12,2025-02-04T02:22:15Z,720000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M40.00S,2025-02-04T02:21:55.8Z,1,REGULAR,substitution,in,[],1631124,,,1610612740,13,12,2025-02-04T02:22:15Z,730000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2025-02-04T02:21:55.8Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,13,12,2025-02-04T02:22:15Z,740000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M29.00S,2025-02-04T02:22:43.6Z,1,REGULAR,turnover,bad pass,[],1641722,,,1610612740,13,12,2025-02-04T04:33:39Z,750000,False,,,0,,J. Hawkins bad pass TURNOVER (1 TO),"[1641722, 1627750]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,,
76,PT06M29.00S,2025-02-04T02:22:43.6Z,1,REGULAR,steal,,[],1627750,,,1610612743,13,12,2025-02-04T02:22:45Z,760000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
684,PT06M26.00S,2025-02-04T02:22:47.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,8.409986859395532,47.08180147058824,1610612743,13,12,2025-02-04T04:34:04Z,775000,False,15.0,27.0,1,left,MISS C. Braun running alley-oop Layup,[1631128],1610612743.0,DEN,running alley-oop,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.03,,,,,,,,,,,,
685,PT06M25.00S,2025-02-04T02:22:48.8Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,13,12,2025-02-04T04:34:04Z,782500,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,684.0,4.0,1.0,3.0,,
79,PT06M25.00S,2025-02-04T02:22:52.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,5.590000152587891,50.0,1610612743,15,12,2025-02-04T04:34:11Z,790000,False,0.0,0.0,1,left,M. Porter Jr. tip DUNK (6 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.0,,,,,,,,,,,,
80,PT06M10.00S,2025-02-04T02:23:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629750,90.88370565045992,1.715686274509804,1610612740,15,12,2025-02-04T02:23:05Z,800000,False,-241.0,33.0,1,right,MISS J. Green 24' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,Missed,,24.37,,,,,,,,,,,,
81,PT06M08.00S,2025-02-04T02:23:03.1Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612740,15,12,2025-02-04T02:23:05Z,810000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,80.0,2.0,1.0,1.0,,
82,PT06M07.00S,2025-02-04T02:23:04.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629750,83.78777923784494,47.549019607843135,1610612740,15,12,2025-02-04T02:28:41Z,820000,False,-12.0,100.0,1,right,MISS J. Green 10' driving Hook,[1629750],1610612740.0,NOP,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.07,,,,,,,,,,,,
