actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT11M17.00S,2024-11-03T02:13:20.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,1,2024-11-03T02:13:20Z,170000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,16.0,,1.0,1.0,0.0,,,,,,,,,
18,PT11M00.00S,2024-11-03T02:13:37.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,93.11760840998686,45.588235294117645,1610612762,0,3,2024-11-03T02:13:44Z,180000,False,-22.0,12.0,1,right,K. Filipowski DUNK (2 PTS) (K. George 1 AST),"[1642271, 1641718]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,2.52,K. George,1641718.0,1.0,,,,,
20,PT10M47.00S,2024-11-03T02:13:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.440867279894875,50.0,1610612743,0,3,2024-11-03T02:13:56Z,200000,False,0.0,17.0,1,left,MISS N. Jokić turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.74,,,,,,,,
21,PT10M43.00S,2024-11-03T02:13:54.7Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,3,2024-11-03T02:13:56Z,210000,False,,,0,,N. Jokić REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,20.0,,1.0,0.0,1.0,,,,,,,,,
22,PT10M43.00S,2024-11-03T02:13:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,2,3,2024-11-03T02:13:54Z,220000,False,0.0,0.0,1,left,N. Jokić tip Layup (2 PTS),[203999],1610612743.0,DEN,tip,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,,,,Made,,2.0,,,,0.0,,,,,,,,
23,PT10M30.00S,2024-11-03T02:14:07.9Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,2,3,2024-11-03T02:15:15Z,230000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 201566]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,
24,PT10M30.00S,2024-11-03T02:14:07.9Z,1,REGULAR,steal,,[],201566,,,1610612743,2,3,2024-11-03T02:14:10Z,240000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT10M21.00S,2024-11-03T02:14:17.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,8.492115637319317,75.98039215686273,1610612743,4,3,2024-11-03T02:14:28Z,250000,False,-130.0,27.0,1,left,M. Porter Jr. 13' step back Jump Shot (2 PTS) (N. Jokić 1 AST),"[1629008, 203999]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,Made,,2.0,,,,13.27,N. Jokić,203999.0,1.0,,,,,
27,PT10M00.00S,2024-11-03T02:14:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,92.46057818659659,46.81372549019608,1610612762,4,5,2024-11-03T02:14:43Z,270000,False,-16.0,18.0,1,right,C. Williams driving finger roll Layup (2 PTS) (K. George 2 AST),"[1642262, 1641718]",1610612762.0,UTA,driving finger roll,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,2.43,K. George,1641718.0,2.0,,,,,
29,PT09M44.00S,2024-11-03T02:14:53.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201566,6.652431011826544,49.01960784313725,1610612743,6,5,2024-11-03T02:14:58Z,290000,False,5.0,10.0,1,left,R. Westbrook alley-oop DUNK (2 PTS) (A. Gordon 1 AST),"[201566, 203932]",1610612743.0,DEN,alley-oop,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,1.11,A. Gordon,203932.0,1.0,,,,,
32,PT09M31.00S,2024-11-03T02:15:06.2Z,1,REGULAR,3pt,Jump Shot,[],1641718,71.17279894875165,19.362745098039216,1610612762,6,5,2024-11-03T02:15:11Z,310000,False,-153.0,218.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.69,,,,,,,,
33,PT09M27.00S,2024-11-03T02:15:10.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,5,2024-11-03T02:15:11Z,320000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,32.0,,1.0,1.0,0.0,,,,,,,,,
38,PT09M21.00S,2024-11-03T02:15:30.9Z,1,REGULAR,3pt,Jump Shot,[],201566,7.703679369250986,4.411764705882353,1610612743,6,5,2024-11-03T02:19:02Z,370000,False,228.0,20.0,1,left,MISS R. Westbrook 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,22.88,,,,,,,,
39,PT09M19.00S,2024-11-03T02:15:32.9Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,6,5,2024-11-03T02:15:38Z,380000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,,,,,38.0,,1.0,1.0,0.0,,,,,,,,,
40,PT09M10.00S,2024-11-03T02:15:42.1Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,6,5,2024-11-03T02:15:45Z,390000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 1631128]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Braun,1631128.0,,
41,PT09M10.00S,2024-11-03T02:15:42.1Z,1,REGULAR,steal,,[],1631128,,,1610612743,6,5,2024-11-03T02:21:38Z,400000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
42,PT09M06.00S,2024-11-03T02:15:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,8.360709592641262,52.450980392156865,1610612743,8,5,2024-11-03T02:15:53Z,410000,False,-12.0,26.0,1,left,C. Braun running Layup (2 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,2.89,,,,,,,,
43,PT08M51.00S,2024-11-03T02:16:01.0Z,1,REGULAR,3pt,Jump Shot,[],1642262,76.69185282522996,9.068627450980392,1610612762,8,5,2024-11-03T02:16:08Z,420000,False,-205.0,167.0,1,right,MISS C. Williams 26' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.39,,,,,,,,
44,PT08M47.00S,2024-11-03T02:16:05.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,8,5,2024-11-03T02:16:08Z,430000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,43.0,,2.0,2.0,0.0,,,,,,,,,
45,PT08M41.00S,2024-11-03T02:16:12.7Z,1,REGULAR,foul,personal,[],1642271,,,1610612743,8,5,2024-11-03T02:16:47Z,440000,False,,,0,,K. Filipowski personal FOUL (1 PF),"[1642271, 203999]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Right Center,200834.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
47,PT08M33.00S,2024-11-03T02:16:44.3Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612743,8,5,2024-11-03T02:16:50Z,460000,False,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (1 TO),[201566],1610612743.0,DEN,lost ball,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,204058.0,,,,,,,,,,,,,,,1.0,,,,
48,PT08M09.00S,2024-11-03T02:17:16.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,8,5,2024-11-03T02:17:37Z,470000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,1627526.0,,,,,,,,,,,,,,,,,,,
49,PT08M09.00S,2024-11-03T02:17:34.5Z,1,REGULAR,substitution,out,[],1642262,,,1610612743,8,5,2024-11-03T02:17:44Z,480000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M09.00S,2024-11-03T02:17:34.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612743,8,5,2024-11-03T02:17:44Z,490000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M59.00S,2024-11-03T02:17:47.3Z,1,REGULAR,foul,personal,[],1642271,,,1610612743,8,5,2024-11-03T02:18:13Z,500000,False,,,0,,K. Filipowski personal FOUL (2 PF),"[1642271, 1629008]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Left Center,1627526.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
53,PT07M57.00S,2024-11-03T02:18:17.8Z,1,REGULAR,foul,personal,[],1629012,,,1610612743,8,5,2024-11-03T02:18:36Z,520000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 201566]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Center,200834.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
56,PT07M48.00S,2024-11-03T02:18:51.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,8.360709592641262,3.6764705882352944,1610612743,11,5,2024-11-03T02:18:56Z,550000,False,232.0,26.0,1,left,M. Porter Jr. 3PT  (5 PTS) (N. Jokić 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,Made,,5.0,,,,23.31,N. Jokić,203999.0,2.0,,,,,
58,PT07M35.00S,2024-11-03T02:19:04.1Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,11,5,2024-11-03T02:19:07Z,570000,False,,,0,,C. Sexton bad pass TURNOVER (3 TO),"[1629012, 203999]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,3.0,Jokić,203999.0,,
59,PT07M35.00S,2024-11-03T02:19:04.1Z,1,REGULAR,steal,,[],203999,,,1610612743,11,5,2024-11-03T02:19:05Z,580000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2024-11-03T02:19:07.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,26.62614980289093,18.137254901960784,1610612743,14,5,2024-11-03T02:19:14Z,590000,False,159.0,198.0,1,left,M. Porter Jr. 25' 3PT running pullup (8 PTS) (N. Jokić 3 AST),"[1629008, 203999]",1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,8.0,,,,25.4,N. Jokić,203999.0,3.0,,,,,
62,PT07M30.00S,2024-11-03T02:19:14.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,5,2024-11-03T02:19:14Z,610000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M30.00S,2024-11-03T02:21:38.0Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,14,5,2024-11-03T02:21:55Z,620000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M30.00S,2024-11-03T02:21:38.0Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,14,5,2024-11-03T02:21:55Z,630000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M30.00S,2024-11-03T02:21:38.0Z,1,REGULAR,substitution,in,[],1628381,,,1610612762,14,5,2024-11-03T02:21:55Z,640000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2024-11-03T02:21:38.0Z,1,REGULAR,substitution,in,[],1630548,,,1610612762,14,5,2024-11-03T02:21:55Z,650000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M12.00S,2024-11-03T02:22:17.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,84.83902759526939,47.549019607843135,1610612762,14,5,2024-11-03T02:23:12Z,660000,False,-12.0,90.0,1,right,MISS J. Collins 9' Hook,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,9.08,,,,,,,,
68,PT07M09.00S,2024-11-03T02:22:20.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,5,2024-11-03T02:22:24Z,670000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,67.0,,2.0,1.0,1.0,,,,,,,,,
69,PT07M05.00S,2024-11-03T02:22:23.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,7.046649145860711,96.56862745098039,1610612743,17,5,2024-11-03T02:23:51Z,680000,False,-233.0,14.0,1,left,A. Gordon 3PT running (3 PTS) (C. Braun 1 AST),"[203932, 1631128]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,,,,23.32,C. Braun,1631128.0,1.0,,,,,
71,PT06M43.00S,2024-11-03T02:22:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,80.89684625492772,56.127450980392155,1610612762,17,5,2024-11-03T02:22:51Z,700000,False,31.0,127.0,1,right,MISS J. Collins 13' driving floating Shot,[1628381],1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,13.07,,,,,,,,
72,PT06M41.00S,2024-11-03T02:22:48.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,5,2024-11-03T02:22:51Z,710000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,71.0,,3.0,2.0,1.0,,,,,,,,,
73,PT06M34.00S,2024-11-03T02:22:56.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612743,17,5,2024-11-03T02:23:22Z,720000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Jokić 2 FT),"[1628381, 203999]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1627526.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
75,PT06M34.00S,2024-11-03T02:23:26.9Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,18,5,2024-11-03T02:23:26Z,740000,False,,,0,,N. Jokić Free Throw 1 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
76,PT06M34.00S,2024-11-03T02:23:28.7Z,1,REGULAR,substitution,out,[],1631117,,,1610612743,18,5,2024-11-03T02:23:34Z,750000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2024-11-03T02:23:28.7Z,1,REGULAR,substitution,in,[],1629234,,,1610612743,18,5,2024-11-03T02:23:34Z,760000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2024-11-03T02:23:42.4Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,19,5,2024-11-03T02:23:42Z,770000,False,,,0,,N. Jokić Free Throw 2 of 2 (4 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
79,PT06M21.00S,2024-11-03T02:23:55.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,67.09921156373193,69.6078431372549,1610612762,19,8,2024-11-03T02:24:00Z,780000,False,98.0,257.0,1,right,B. Sensabaugh 27' 3PT  (3 PTS) (J. Collins 1 AST),"[1641729, 1628381]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,,,,27.49,J. Collins,1628381.0,1.0,,,,,
81,PT06M02.00S,2024-11-03T02:24:13.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,34.247700394218136,54.90196078431373,1610612743,22,8,2024-11-03T02:24:18Z,800000,False,-25.0,269.0,1,left,M. Porter Jr. 27' 3PT  (11 PTS) (N. Jokić 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Made,,11.0,,,,27.05,N. Jokić,203999.0,4.0,,,,,
83,PT05M46.00S,2024-11-03T02:24:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630548,89.83245729303549,52.20588235294118,1610612762,22,10,2024-11-03T02:24:36Z,820000,False,11.0,43.0,1,right,J. Juzang driving finger roll Layup (2 PTS) (K. George 3 AST),"[1630548, 1641718]",1610612762.0,UTA,driving finger roll,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,,,,4.45,K. George,1641718.0,3.0,,,,,
84,PT05M21.00S,2024-11-03T02:24:55.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,22,10,2024-11-03T02:25:02Z,830000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1630548]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Juzang,1630548.0,,
85,PT05M21.00S,2024-11-03T02:24:55.1Z,1,REGULAR,steal,,[],1630548,,,1610612762,22,10,2024-11-03T02:24:58Z,840000,False,,,0,,J. Juzang STEAL (1 STL),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2024-11-03T02:24:59.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,92.85479632063075,46.32352941176471,1610612762,22,12,2024-11-03T02:25:07Z,850000,False,-18.0,15.0,1,right,J. Collins running DUNK (2 PTS) (J. Juzang 1 AST),"[1628381, 1630548]",1610612762.0,UTA,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,2.36,J. Juzang,1630548.0,1.0,,,,,
89,PT05M02.00S,2024-11-03T02:25:15.0Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,22,12,2024-11-03T02:25:19Z,870000,False,,,0,,N. Jokić lost ball TURNOVER (2 TO),"[203999, 1641729]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2.0,Sensabaugh,1641729.0,,
90,PT05M02.00S,2024-11-03T02:25:15.0Z,1,REGULAR,steal,,[],1641729,,,1610612762,22,12,2024-11-03T02:31:19Z,880000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
91,PT04M56.00S,2024-11-03T02:25:19.9Z,1,REGULAR,turnover,bad pass,[],1641729,,,1610612762,22,12,2024-11-03T02:25:23Z,890000,False,,,0,,B. Sensabaugh bad pass TURNOVER (1 TO),"[1641729, 201566]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,
92,PT04M56.00S,2024-11-03T02:25:19.9Z,1,REGULAR,steal,,[],201566,,,1610612743,22,12,2024-11-03T02:25:21Z,900000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2024-11-03T02:25:24.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1631128,24.52365308804205,21.568627450980394,1610612743,22,12,2024-11-03T02:25:33Z,910000,False,142.0,178.0,1,left,MISS C. Braun 22' running pullup Shot,[1631128],1610612743.0,DEN,running pullup,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,22.78,,,,,,,,
94,PT04M49.00S,2024-11-03T02:25:28.0Z,1,REGULAR,rebound,offensive,[],201566,,,1610612743,22,12,2024-11-03T02:25:28Z,920000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,93.0,,1.0,0.0,1.0,,,,,,,,,
