actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
50,PT06M46.00S,2025-01-16T02:20:49.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,10,15,2025-01-16T02:20:55Z,490000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Center,202056.0,,,,,,,,,,,,,,,,,,,
51,PT06M35.00S,2025-01-16T02:21:12.7Z,1,REGULAR,turnover,traveling,[],1630578,,,1610612745,10,15,2025-01-16T02:21:17Z,500000,False,,,0,,A. Sengun traveling TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,202049.0,1.0,,,,,,,,,,,,,,,,,,
52,PT06M21.00S,2025-01-16T02:21:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,7.440867279894875,42.40196078431372,1610612743,10,15,2025-01-16T02:26:29Z,510000,False,38.0,17.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612743.0,DEN,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,4.18,Missed,,,,,,,,,,,,,,,,
53,PT06M20.00S,2025-01-16T02:21:41.5Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,10,15,2025-01-16T02:21:45Z,520000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,
54,PT06M20.00S,2025-01-16T02:21:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612743,10,15,2025-01-16T02:21:53Z,530000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1627832, 1629008]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,202049.0,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,,,
57,PT06M20.00S,2025-01-16T02:22:11.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,11,15,2025-01-16T02:22:11Z,550000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (1 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
58,PT06M20.00S,2025-01-16T02:22:22.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629008,,,1610612743,11,15,2025-01-16T02:22:22Z,560000,False,,,0,,MISS M. Porter Jr. Free Throw 2 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
59,PT06M18.00S,2025-01-16T02:22:23.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,11,15,2025-01-16T02:22:23Z,570000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT06M02.00S,2025-01-16T02:22:39.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.86136662286465,48.529411764705884,1610612745,11,15,2025-01-16T02:27:28Z,580000,False,-7.0,62.0,1,right,MISS A. Sengun 6' driving Hook - blocked,"[1630578, 201599]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,6.2,Missed,,,,,,,,,,,,,,,Jordan,201599.0
61,PT06M02.00S,2025-01-16T02:22:39.6Z,1,REGULAR,block,,[],201599,,,1610612745,11,15,2025-01-16T02:22:42Z,590000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT05M58.00S,2025-01-16T02:22:43.6Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,15,2025-01-16T02:22:45Z,600000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,
63,PT05M57.00S,2025-01-16T02:22:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,89.04402102496715,50.98039215686274,1610612745,11,15,2025-01-16T02:22:53Z,610000,False,5.0,50.0,1,right,MISS A. Sengun putback Layup - blocked,"[1630578, 201599]",1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,5.07,Missed,,,,,,,,,,,,,,,Jordan,201599.0
64,PT05M57.00S,2025-01-16T02:22:44.1Z,1,REGULAR,block,,[],201599,,,1610612745,11,15,2025-01-16T02:22:46Z,620000,False,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT05M57.00S,2025-01-16T02:22:44.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,11,15,2025-01-16T02:23:16Z,630000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,
66,PT05M50.00S,2025-01-16T02:22:52.1Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,11,15,2025-01-16T02:24:08Z,640000,False,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1641708]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,3.0,,,,,,,,,,,,,,,Thompson,1641708.0,,
70,PT05M50.00S,2025-01-16T02:22:52.1Z,1,REGULAR,steal,,[],1641708,,,1610612745,11,15,2025-01-16T02:23:31Z,645000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
67,PT05M50.00S,2025-01-16T02:22:58.5Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612745,11,15,2025-01-16T02:23:20Z,650000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Thompson 2 FT),"[201599, 1641708]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,2002.0,,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,,,
69,PT05M50.00S,2025-01-16T02:23:21.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641708,,,1610612745,11,16,2025-01-16T02:23:21Z,670000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
71,PT05M50.00S,2025-01-16T02:23:50.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641708,,,1610612745,11,16,2025-01-16T02:23:50Z,680000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
72,PT05M50.00S,2025-01-16T02:23:53.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,16,2025-01-16T02:23:53Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,
73,PT05M50.00S,2025-01-16T02:23:53.8Z,1,REGULAR,foul,personal,[],1629008,,,1610612745,11,16,2025-01-16T02:40:05Z,700000,False,,,0,,M. Porter Jr. loose ball personal FOUL (2 PF),"[1629008, 1641708]",1610612743.0,DEN,loose ball,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,2002.0,,,,,,,,,,,,2.0,0.0,Thompson,1641708.0,,,,
75,PT05M50.00S,2025-01-16T02:24:01.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612745,11,16,2025-01-16T02:24:06Z,720000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2025-01-16T02:24:01.3Z,1,REGULAR,substitution,in,[],1631212,,,1610612745,11,16,2025-01-16T02:24:06Z,730000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2025-01-16T02:24:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627832,92.46057818659659,56.127450980392155,1610612745,11,16,2025-01-16T02:24:45Z,740000,False,31.0,18.0,1,right,MISS F. VanVleet Layup - blocked,"[1627832, 201599]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,3.57,Missed,,,,,,,,,,,,,,,Jordan,201599.0
78,PT05M39.00S,2025-01-16T02:24:37.0Z,1,REGULAR,block,,[],201599,,,1610612745,11,16,2025-01-16T02:24:39Z,750000,False,,,0,,D. Jordan BLOCK (3 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2025-01-16T02:24:40.0Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,11,16,2025-01-16T02:24:45Z,760000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,,,
80,PT05M34.00S,2025-01-16T02:24:41.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630224,93.24901445466492,97.05882352941177,1610612745,11,16,2025-01-16T02:31:03Z,770000,False,235.0,11.0,1,right,MISS J. Green step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,23.56,Missed,,,,,,,,,,,,,,,,
81,PT05M31.00S,2025-01-16T02:24:44.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,11,16,2025-01-16T02:24:44Z,780000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,
82,PT05M24.00S,2025-01-16T02:24:51.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,11,16,2025-01-16T02:24:55Z,790000,False,,,0,,R. Westbrook bad pass TURNOVER (4 TO),"[201566, 1630578]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,4.0,,,,,,,,,,,,,,,Sengun,1630578.0,,
83,PT05M24.00S,2025-01-16T02:24:51.5Z,1,REGULAR,steal,,[],1630578,,,1610612745,11,16,2025-01-16T02:24:54Z,800000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
