actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M10.00S,2025-04-02T02:10:26.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,10,2,2025-04-02T02:10:28Z,240000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M07.00S,2025-04-02T02:10:29.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631212,4.681340341655716,52.20588235294118,1610612743,12,2,2025-04-02T02:10:43Z,250000,False,-11.0,-8.0,1,left,P. Watson running DUNK (2 PTS) (J. Pickett 1 AST),"[1631212, 1629618]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,1.39,Made,2.0,,,,,J. Pickett,1629618.0,1.0,,,,,,,
27,PT09M05.00S,2025-04-02T02:10:35.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,12,2,2025-04-02T02:10:35Z,270000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT08M52.00S,2025-04-02T02:14:18.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,73.40670170827858,19.11764705882353,1610612750,12,2,2025-04-02T02:14:26Z,280000,False,-154.0,197.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.07,Missed,,,,,,,,,,,,,,,
29,PT08M48.00S,2025-04-02T02:14:22.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,12,2,2025-04-02T02:14:26Z,290000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,
30,PT08M46.00S,2025-04-02T02:14:24.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,94.30026281208936,46.07843137254902,1610612750,12,2,2025-04-02T02:14:39Z,300000,False,-20.0,1.0,1,right,MISS R. Gobert putback DUNK - blocked,"[203497, 1631212]",1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,1.96,Missed,,,,,,,,,,Watson,1631212.0,,,,
31,PT08M46.00S,2025-04-02T02:14:24.4Z,1,REGULAR,block,,[],1631212,,,1610612750,12,2,2025-04-02T02:14:26Z,310000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M45.00S,2025-04-02T02:14:25.4Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,12,2,2025-04-02T02:14:29Z,320000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
33,PT08M34.00S,2025-04-02T02:14:36.9Z,1,REGULAR,2pt,Jump Shot,[],203932,23.209592641261498,62.5,1610612743,14,2,2025-04-02T02:14:42Z,330000,False,-62.0,166.0,1,left,A. Gordon 17' fadeaway Jump Shot (7 PTS),[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,17.71,Made,7.0,,,,,,,,,,,,,,
34,PT08M18.00S,2025-04-02T02:14:54.1Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612750,14,2,2025-04-02T02:14:59Z,340000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Gobert 2 FT),"[203932, 203497]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202056.0,,,1.0,0.0,Gobert,203497.0
36,PT08M18.00S,2025-04-02T02:15:22.9Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,14,2,2025-04-02T02:15:22Z,360000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
37,PT08M18.00S,2025-04-02T02:15:22.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,14,2,2025-04-02T02:15:22Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,
38,PT08M18.00S,2025-04-02T02:15:48.0Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,14,3,2025-04-02T02:15:48Z,380000,False,,,0,,R. Gobert Free Throw 2 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
39,PT08M09.00S,2025-04-02T02:15:58.5Z,1,REGULAR,3pt,Jump Shot,[],203932,24.655059132720105,11.76470588235294,1610612743,14,3,2025-04-02T02:16:02Z,390000,False,191.0,179.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,26.21,Missed,,,,,,,,,,,,,,,
40,PT08M07.00S,2025-04-02T02:16:00.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,14,3,2025-04-02T02:16:02Z,400000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M00.00S,2025-04-02T02:16:08.4Z,1,REGULAR,2pt,Jump Shot,[],1630183,86.67871222076215,72.54901960784314,1610612750,14,3,2025-04-02T02:16:13Z,410000,False,113.0,73.0,1,right,MISS J. McDaniels 13' driving floating bank Shot,[1630183],1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,13.41,Missed,,,,,,,,,,,,,,,
42,PT07M57.00S,2025-04-02T02:16:11.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,14,3,2025-04-02T02:16:13Z,420000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
43,PT07M51.00S,2025-04-02T02:16:16.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,6.783837056504599,53.92156862745098,1610612743,16,3,2025-04-02T02:16:32Z,430000,False,-20.0,11.0,1,left,P. Watson running Layup (4 PTS) (A. Gordon 1 AST),"[1631212, 203932]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,2.26,Made,4.0,,,,,A. Gordon,203932.0,1.0,,,,,,,
45,PT07M35.00S,2025-04-02T02:16:32.2Z,1,REGULAR,3pt,Jump Shot,[],201144,83.26215505913272,98.0392156862745,1610612750,16,3,2025-04-02T02:16:37Z,450000,False,240.0,105.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,26.21,Missed,,,,,,,,,,,,,,,
46,PT07M33.00S,2025-04-02T02:16:34.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,3,2025-04-02T02:16:37Z,460000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT07M27.00S,2025-04-02T02:16:41.0Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,16,3,2025-04-02T02:16:45Z,470000,False,,,0,,N. Jokić bad pass TURNOVER (2 TO),"[203999, 1630162]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,2.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2025-04-02T02:16:41.0Z,1,REGULAR,steal,,[],1630162,,,1610612750,16,3,2025-04-02T02:16:42Z,480000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2025-04-02T02:16:47.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,84.57621550591328,43.38235294117647,1610612750,16,5,2025-04-02T02:17:33Z,490000,False,-33.0,92.0,1,right,A. Edwards 9' running pullup Jump Shot (2 PTS),[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,9.82,Made,2.0,,,,,,,,,,,,,,
50,PT07M22.00S,2025-04-02T02:16:50.5Z,1,REGULAR,foul,personal,['1freethrow'],1631212,,,1610612750,16,5,2025-04-02T02:17:01Z,500000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631212, 1630162]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203593.0,,,1.0,0.0,Edwards,1630162.0
52,PT07M22.00S,2025-04-02T02:17:24.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630162,,,1610612750,16,5,2025-04-02T02:17:28Z,520000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
53,PT07M17.00S,2025-04-02T02:17:29.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,16,5,2025-04-02T02:17:28Z,530000,False,,,0,,R. Gobert REBOUND (Off:2 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,52.0,2.0,0.0,2.0,,,,,,,,,,
54,PT07M17.00S,2025-04-02T02:17:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,94.40999984741211,50.0,1610612750,16,5,2025-04-02T02:17:27Z,540000,False,0.0,0.0,1,right,MISS R. Gobert tip Layup,[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
55,PT07M17.00S,2025-04-02T02:17:27.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,5,2025-04-02T02:17:27Z,550000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,
56,PT07M14.00S,2025-04-02T02:17:32.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631128,8.623521681997373,40.19607843137255,1610612743,18,5,2025-04-02T02:19:22Z,560000,False,49.0,29.0,1,left,C. Braun running Jump Shot (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,5.67,Made,2.0,,,,,N. Jokić,203999.0,1.0,,,,,,,
58,PT07M14.00S,2025-04-02T02:17:35.0Z,1,REGULAR,foul,personal,['1freethrow'],201144,,,1610612743,18,5,2025-04-02T02:17:44Z,580000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Braun 1 FT),"[201144, 1631128]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,,,1.0,0.0,Braun,1631128.0
60,PT07M14.00S,2025-04-02T02:18:04.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1631128,,,1610612743,19,5,2025-04-02T02:18:04Z,600000,False,,,0,,C. Braun Free Throw 1 of 1 (3 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
61,PT07M02.00S,2025-04-02T02:18:17.9Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,19,5,2025-04-02T02:18:22Z,610000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 203999]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,1.0,Jokić,203999.0,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2025-04-02T02:18:17.9Z,1,REGULAR,steal,,[],203999,,,1610612743,19,5,2025-04-02T02:18:19Z,620000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M49.00S,2025-04-02T02:18:53.2Z,1,REGULAR,foul,personal,[],203497,,,1610612743,19,5,2025-04-02T02:19:05Z,650000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 203999]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,203593.0,,,1.0,0.0,Jokić,203999.0
67,PT06M43.00S,2025-04-02T02:19:16.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,29.517082785808146,29.901960784313726,1610612743,19,5,2025-04-02T02:19:22Z,670000,False,100.0,225.0,1,left,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,24.64,Missed,,,,,,,,,,,,,,,
68,PT06M39.00S,2025-04-02T02:19:20.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,19,5,2025-04-02T02:19:22Z,680000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,
69,PT06M34.00S,2025-04-02T02:19:25.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201144,91.5407358738502,36.27450980392157,1610612750,19,5,2025-04-02T02:20:27Z,690000,False,-69.0,27.0,1,right,MISS M. Conley 7' running pullup Shot,[201144],1610612750.0,MIN,running pullup,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.37,Missed,,,,,,,,,,,,,,,
70,PT06M33.00S,2025-04-02T02:19:26.0Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,19,5,2025-04-02T02:19:32Z,700000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT06M29.00S,2025-04-02T02:19:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,6.1268068331143235,49.754901960784316,1610612743,21,5,2025-04-02T02:19:38Z,710000,False,1.0,5.0,1,left,A. Gordon running alley-oop DUNK (9 PTS) (C. Braun 1 AST),"[203932, 1631128]",1610612743.0,DEN,running alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,0.52,Made,9.0,,,,,C. Braun,1631128.0,1.0,,,,,,,
73,PT06M15.00S,2025-04-02T02:19:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,90.09526938239159,58.82352941176471,1610612750,21,5,2025-04-02T02:19:51Z,730000,False,44.0,41.0,1,right,MISS A. Edwards driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,5.99,Missed,,,,,,,,,,,,,,,
74,PT06M13.00S,2025-04-02T02:19:46.2Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,21,5,2025-04-02T02:19:51Z,740000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,
75,PT06M10.00S,2025-04-02T02:19:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1631128,,,1610612743,21,5,2025-04-02T02:23:50Z,750000,False,,,0,,C. Braun bad pass out-of-bounds TURNOVER (1 TO),[1631128],1610612743.0,DEN,bad pass,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,202056.0,,,,,,
76,PT06M10.00S,2025-04-02T02:20:00.1Z,1,REGULAR,substitution,out,[],203944,,,1610612750,21,5,2025-04-02T02:20:20Z,760000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2025-04-02T02:20:00.1Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,21,5,2025-04-02T02:20:20Z,770000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2025-04-02T02:20:00.1Z,1,REGULAR,substitution,out,[],201144,,,1610612750,21,5,2025-04-02T02:20:28Z,780000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M10.00S,2025-04-02T02:20:00.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,21,5,2025-04-02T02:20:28Z,790000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M52.00S,2025-04-02T02:20:31.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641740,88.12417871222075,44.85294117647059,1610612750,21,7,2025-04-02T02:20:37Z,800000,False,-26.0,59.0,1,right,J. Clark 6' driving floating Jump Shot (2 PTS) (N. Alexander-Walker 1 AST),"[1641740, 1629638]",1610612750.0,MIN,driving floating,,,Clark,J. Clark,,,,,In The Paint (Non-RA),0-8 Center,,,,6.44,Made,2.0,,,,,N. Alexander-Walker,1629638.0,1.0,,,,,,,
82,PT05M33.00S,2025-04-02T02:20:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,6.652431011826544,53.92156862745098,1610612743,21,7,2025-04-02T02:20:55Z,820000,False,-20.0,10.0,1,left,MISS P. Watson driving Layup,[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,2.2,Missed,,,,,,,,,,,,,,,
83,PT05M31.00S,2025-04-02T02:20:53.4Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,21,7,2025-04-02T02:20:53Z,830000,False,,,0,,C. Braun REBOUND (Off:1 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,
84,PT05M29.00S,2025-04-02T02:20:59.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,21,7,2025-04-02T02:21:06Z,840000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202056.0,,,,,,
