actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
49,PT07M44.00S,2025-04-03T01:18:55.0Z,1,REGULAR,block,,[],1630577,,,1610612743,2,9,2025-04-03T01:18:57Z,480000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2025-04-03T01:18:56.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,2,9,2025-04-03T02:11:25Z,490000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
51,PT07M38.00S,2025-04-03T01:19:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642264,67.55502628120894,24.731924019607845,1610612759,2,9,2025-04-03T01:20:46Z,500000,False,-126.0,252.0,1,right,MISS S. Castle 28' running pullup 3PT,[1642264],1610612759.0,SAS,running pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
52,PT07M36.00S,2025-04-03T01:19:02.5Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,2,9,2025-04-03T01:20:46Z,510000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
53,PT07M29.00S,2025-04-03T01:19:09.2Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612743,2,9,2025-04-03T01:25:17Z,520000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (2 TO),[201566],1610612743.0,DEN,bad pass,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,202053.0,2.0,,,,,,,,,,,,
54,PT07M13.00S,2025-04-03T01:19:32.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,74.37582128777923,12.967218137254903,1610612759,2,12,2025-04-03T01:21:09Z,530000,False,-185.0,188.0,1,right,S. Castle 26' 3PT pullup (5 PTS) (C. Paul 3 AST),"[1642264, 101108]",1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,26.42,Made,5.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
56,PT06M54.00S,2025-04-03T01:19:51.5Z,1,REGULAR,3pt,Jump Shot,[],201566,14.586070959264134,3.653492647058826,1610612743,5,12,2025-04-03T01:21:29Z,550000,False,232.0,85.0,1,left,R. Westbrook 24' 3PT  (3 PTS) (J. Pickett 2 AST),"[201566, 1629618]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,24.67,Made,3.0,J. Pickett,1629618.0,2.0,,,,,,,,,,,,,,
58,PT06M38.00S,2025-04-03T01:20:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,84.09986859395532,46.64522058823529,1610612759,5,12,2025-04-03T01:21:51Z,570000,False,-17.0,97.0,1,right,MISS H. Barnes 9' fadeaway Shot,[203084],1610612759.0,SAS,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.84,Missed,,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2025-04-03T01:20:09.2Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,5,12,2025-04-03T01:21:51Z,580000,False,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,58.0,3.0,3.0,0.0,,,,,,,,
60,PT06M26.00S,2025-04-03T01:20:19.2Z,1,REGULAR,3pt,Jump Shot,[],1641816,28.777923784494092,82.08486519607843,1610612743,8,12,2025-04-03T01:22:05Z,590000,False,-160.0,218.0,1,left,H. Tyson 27' 3PT  (5 PTS) (D. Jordan 1 AST),"[1641816, 201599]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Left Center,27.07,Made,5.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,,
62,PT06M09.00S,2025-04-03T01:20:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,91.14651773981603,57.107843137254896,1610612759,8,12,2025-04-03T01:22:26Z,610000,False,36.0,31.0,1,right,MISS B. Biyombo alley-oop Layup,[202687],1610612759.0,SAS,alley-oop,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2025-04-03T01:20:40.7Z,1,REGULAR,rebound,defensive,[],1641816,,,1610612743,8,12,2025-04-03T01:22:26Z,620000,False,,,0,,H. Tyson REBOUND (Off:0 Def:1),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M01.00S,2025-04-03T01:20:45.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,10.118265440210251,60.30560661764706,1610612743,10,12,2025-04-03T01:23:14Z,630000,False,-52.0,43.0,1,left,R. Westbrook 6' running Layup (5 PTS) (J. Pickett 3 AST),"[201566, 1629618]",1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,6.68,Made,5.0,J. Pickett,1629618.0,3.0,,,,,,,,,,,,,,
66,PT05M49.00S,2025-04-03T01:20:55.6Z,1,REGULAR,3pt,Jump Shot,[],203084,95.13797634691196,3.653492647058826,1610612759,10,15,2025-04-03T01:23:30Z,650000,False,-232.0,-7.0,1,right,H. Barnes 3PT  (5 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.18,Made,5.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
68,PT05M31.00S,2025-04-03T01:21:15.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,9.198423127463855,44.54273897058824,1610612743,12,15,2025-04-03T01:23:39Z,670000,False,27.0,34.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (R. Westbrook 1 AST),"[201599, 201566]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,4.36,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
70,PT05M18.00S,2025-04-03T01:21:28.3Z,1,REGULAR,2pt,Jump Shot,[],101108,79.36925098554534,34.29074754901961,1610612759,12,15,2025-04-03T01:23:56Z,690000,False,-79.0,141.0,1,right,MISS C. Paul 16' pullup Shot,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,16.17,Missed,,,,,,,,,,,,,,,,,,
71,PT05M16.00S,2025-04-03T01:21:30.3Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,12,15,2025-04-03T01:23:56Z,700000,False,,,0,,J. Pickett REBOUND (Off:0 Def:4),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Mid-Range,16-24 Left Center,,,,,,,,,70.0,4.0,4.0,0.0,,,,,,,,
72,PT05M08.00S,2025-04-03T01:21:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,6.5703022339027655,55.42662377450981,1610612743,12,15,2025-04-03T01:24:43Z,710000,False,-27.0,9.0,1,left,MISS Z. Nnaji cutting Layup - blocked,"[1630192, 202687]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,Biyombo,202687.0,,,,
73,PT05M08.00S,2025-04-03T01:21:39.3Z,1,REGULAR,block,,[],202687,,,1610612743,12,15,2025-04-03T01:21:41Z,720000,False,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT05M07.00S,2025-04-03T01:21:40.3Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,12,15,2025-04-03T01:24:43Z,730000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,72.0,3.0,3.0,0.0,,,,,,,,
75,PT04M53.00S,2025-04-03T01:21:52.7Z,1,REGULAR,3pt,Jump Shot,[],101108,89.09329829172142,95.56525735294117,1610612759,12,18,2025-04-03T01:25:01Z,740000,False,228.0,50.0,1,right,C. Paul 3PT  (5 PTS) (S. Castle 1 AST),"[101108, 1642264]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,23.32,Made,5.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
77,PT04M33.00S,2025-04-03T01:22:14.5Z,1,REGULAR,foul,personal,[],1642264,,,1610612743,12,18,2025-04-03T01:25:50Z,760000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 201566]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left,,,,,,,202058.0,,,,,,,,,,1.0,0.0,Westbrook,201566.0
79,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,out,[],1629618,,,1610612743,12,18,2025-04-03T01:22:41Z,780000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,out,[],1630192,,,1610612743,12,18,2025-04-03T01:22:41Z,790000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,out,[],202687,,,1610612743,12,18,2025-04-03T01:22:41Z,800000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,out,[],1642264,,,1610612743,12,18,2025-04-03T01:22:41Z,810000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,out,[],101108,,,1610612743,12,18,2025-04-03T01:22:41Z,820000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,12,18,2025-04-03T01:22:41Z,830000,False,,,0,,SUB in: V. Čančar,[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,,,,,,,,,
