actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
25,PT10M09.00S,2025-04-07T00:13:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.046649145860711,55.392156862745104,1610612743,2,3,2025-04-07T00:13:08Z,250000,False,-27.0,14.0,1,left,N. Jokić driving Layup (2 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,3.03,Made,,,,,2.0,C. Braun,1631128.0,1.0,,,,
27,PT09M52.00S,2025-04-07T00:13:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,89.96386333771353,37.5,1610612754,2,5,2025-04-07T00:13:32Z,270000,False,-62.0,42.0,1,right,O. Toppin 7' driving Layup (2 PTS),[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.52,Made,,,,,2.0,,,,,,,
28,PT09M25.00S,2025-04-07T00:13:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.017739816031538,48.28431372549019,1610612743,2,5,2025-04-07T00:13:50Z,280000,False,9.0,32.0,1,left,MISS N. Jokić driving Hook,[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,3.34,Missed,,,,,,,,,,,,
29,PT09M23.00S,2025-04-07T00:13:48.4Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,5,2025-04-07T00:13:50Z,290000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,
30,PT09M16.00S,2025-04-07T00:13:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,88.38699080157687,46.568627450980394,1610612754,2,5,2025-04-07T00:14:20Z,300000,False,-17.0,57.0,1,right,MISS O. Toppin driving Layup,[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.93,Missed,,,,,,,,,,,,
31,PT09M16.00S,2025-04-07T00:13:56.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,2,5,2025-04-07T00:14:20Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,30.0,,,,,,,,,,,
33,PT09M01.00S,2025-04-07T00:14:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.521024967148489,52.20588235294118,1610612743,4,5,2025-04-07T00:14:24Z,330000,False,-11.0,9.0,1,left,M. Porter Jr. driving DUNK (2 PTS) (N. Jokić 1 AST),"[1629008, 203999]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1.41,Made,,,,,2.0,N. Jokić,203999.0,1.0,,,,
35,PT08M39.00S,2025-04-07T00:14:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.72339027595268,54.41176470588235,1610612754,4,7,2025-04-07T00:14:47Z,350000,False,22.0,16.0,1,right,O. Toppin reverse Layup (4 PTS) (A. Nembhard 2 AST),"[1630167, 1629614]",1610612754.0,IND,reverse,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,2.72,Made,,,,,4.0,A. Nembhard,1629614.0,2.0,,,,
37,PT08M28.00S,2025-04-07T00:14:50.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,7.440867279894875,50.245098039215684,1610612743,6,7,2025-04-07T00:18:54Z,370000,False,-1.0,17.0,1,left,N. Jokić cutting DUNK (4 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,1.74,Made,,,,,4.0,C. Braun,1631128.0,2.0,,,,
39,PT08M05.00S,2025-04-07T00:15:13.1Z,1,REGULAR,3pt,Jump Shot,[],1629614,61.0545335085414,40.19607843137255,1610612754,6,7,2025-04-07T00:15:18Z,390000,False,-49.0,314.0,1,right,MISS A. Nembhard 31' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,31.74,Missed,,,,,,,,,,,,
40,PT08M02.00S,2025-04-07T00:15:16.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,6,7,2025-04-07T00:15:18Z,400000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
41,PT07M53.00S,2025-04-07T00:15:25.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,6,7,2025-04-07T00:15:30Z,410000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1630174]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,,,Nesmith,1630174.0
42,PT07M53.00S,2025-04-07T00:15:25.8Z,1,REGULAR,steal,,[],1630174,,,1610612754,6,7,2025-04-07T00:15:27Z,420000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M48.00S,2025-04-07T00:15:32.8Z,1,REGULAR,foul,personal,['2freethrow'],1629618,,,1610612754,6,7,2025-04-07T00:15:45Z,430000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (Turner 2 FT),"[1629618, 1626167]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
45,PT07M48.00S,2025-04-07T00:16:01.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626167,,,1610612754,6,8,2025-04-07T00:16:01Z,450000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
46,PT07M48.00S,2025-04-07T00:16:18.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626167,,,1610612754,6,9,2025-04-07T00:16:18Z,460000,False,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
47,PT07M34.00S,2025-04-07T00:16:33.8Z,1,REGULAR,3pt,Jump Shot,[],203999,29.25427069645204,23.774509803921568,1610612743,9,9,2025-04-07T00:16:38Z,470000,False,131.0,222.0,1,left,N. Jokić 25' 3PT  (7 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,25.83,Made,,,,,7.0,A. Gordon,203932.0,1.0,,,,
49,PT07M20.00S,2025-04-07T00:16:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,89.30683311432325,44.6078431372549,1610612754,9,11,2025-04-07T00:16:54Z,490000,False,-27.0,48.0,1,right,M. Turner driving Layup (4 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.51,Made,,,,,4.0,T. Haliburton,1630169.0,1.0,,,,
50,PT07M08.00S,2025-04-07T00:17:03.9Z,1,REGULAR,foul,personal,[],1630167,,,1610612743,9,11,2025-04-07T00:17:15Z,500000,False,,,0,,O. Toppin personal FOUL (1 PF),"[1630167, 1629008]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,200834.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
52,PT06M55.00S,2025-04-07T00:17:28.3Z,1,REGULAR,2pt,Jump Shot,[],203999,6.783837056504599,25.0,1610612743,11,11,2025-04-07T00:17:32Z,520000,False,125.0,11.0,1,left,N. Jokić 12' Jump Shot (9 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,,,,12.55,Made,,,,,9.0,,,,,,,
53,PT06M48.00S,2025-04-07T00:17:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.9862023653088,55.392156862745104,1610612754,11,13,2025-04-07T00:17:44Z,530000,False,27.0,13.0,1,right,A. Nembhard driving reverse Layup (2 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,driving reverse,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,3.01,Made,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,
54,PT06M40.00S,2025-04-07T00:17:43.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,7.966491458607096,52.94117647058824,1610612743,13,13,2025-04-07T00:21:23Z,540000,False,-15.0,22.0,1,left,C. Braun DUNK (2 PTS) (A. Gordon 2 AST),"[1631128, 203932]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,2.68,Made,,,,,2.0,A. Gordon,203932.0,2.0,,,,
56,PT06M33.00S,2025-04-07T00:17:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,90.09526938239159,49.26470588235294,1610612754,13,15,2025-04-07T00:18:00Z,560000,False,-4.0,41.0,1,right,O. Toppin driving Layup (6 PTS),[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,4.08,Made,,,,,6.0,,,,,,,
57,PT06M33.00S,2025-04-07T00:17:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,13,15,2025-04-07T00:17:58Z,570000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M33.00S,2025-04-07T00:20:29.2Z,1,REGULAR,substitution,out,[],1630167,,,1610612743,13,15,2025-04-07T00:20:40Z,580000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2025-04-07T00:20:29.2Z,1,REGULAR,substitution,out,[],1630174,,,1610612743,13,15,2025-04-07T00:20:40Z,590000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2025-04-07T00:20:29.2Z,1,REGULAR,substitution,in,[],1631097,,,1610612743,13,15,2025-04-07T00:20:40Z,600000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M33.00S,2025-04-07T00:20:29.2Z,1,REGULAR,substitution,in,[],1641716,,,1610612743,13,15,2025-04-07T00:20:40Z,610000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M16.00S,2025-04-07T00:21:05.5Z,1,REGULAR,3pt,Jump Shot,[],203999,30.042706964520367,25.98039215686275,1610612743,16,15,2025-04-07T00:24:39Z,620000,False,120.0,230.0,1,left,N. Jokić 25' 3PT  (12 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,25.94,Made,,,,,12.0,M. Porter Jr.,1629008.0,1.0,,,,
66,PT05M53.00S,2025-04-07T00:21:27.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,64.73390275952694,45.83333333333333,1610612754,16,15,2025-04-07T00:21:33Z,640000,False,-21.0,279.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,27.98,Missed,,,,,,,,,,,,
67,PT05M50.00S,2025-04-07T00:21:30.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,16,15,2025-04-07T00:21:33Z,650000,False,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,
68,PT05M44.00S,2025-04-07T00:21:45.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612743,16,15,2025-04-07T00:21:51Z,660000,False,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 203999]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right,1628487.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
70,PT05M44.00S,2025-04-07T00:21:53.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612743,16,15,2025-04-07T00:21:56Z,680000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M44.00S,2025-04-07T00:21:53.5Z,1,REGULAR,substitution,in,[],1628418,,,1610612743,16,15,2025-04-07T00:21:56Z,690000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M37.00S,2025-04-07T00:22:12.4Z,1,REGULAR,3pt,Jump Shot,[],203999,29.25427069645204,77.20588235294117,1610612743,16,15,2025-04-07T00:22:18Z,700000,False,-136.0,222.0,1,left,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,26.08,Missed,,,,,,,,,,,,
73,PT05M34.00S,2025-04-07T00:22:15.4Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,16,15,2025-04-07T00:22:18Z,710000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT05M21.00S,2025-04-07T00:22:28.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631097,91.5407358738502,57.84313725490197,1610612754,16,15,2025-04-07T00:22:31Z,720000,False,39.0,27.0,1,right,MISS B. Mathurin driving Hook,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.76,Missed,,,,,,,,,,,,
75,PT05M20.00S,2025-04-07T00:22:29.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,16,15,2025-04-07T00:22:31Z,730000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,
76,PT05M13.00S,2025-04-07T00:22:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,6.389618922470433,49.01960784313725,1610612743,18,15,2025-04-07T00:25:41Z,740000,False,5.0,8.0,1,left,C. Braun Layup (4 PTS) (M. Porter Jr. 2 AST),"[1631128, 1629008]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,0.9,Made,,,,,4.0,M. Porter Jr.,1629008.0,2.0,,,,
78,PT05M02.00S,2025-04-07T00:22:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,86.15308804204993,42.64705882352941,1610612754,18,17,2025-04-07T00:22:53Z,760000,False,-37.0,78.0,1,right,A. Nembhard 8' pullup Jump Shot (4 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.6,Made,,,,,4.0,,,,,,,
79,PT04M34.00S,2025-04-07T00:23:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.149145860709593,40.44117647058824,1610612743,18,17,2025-04-07T00:23:27Z,770000,False,48.0,34.0,1,left,MISS N. Jokić driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.84,Missed,,,,,,,,,,,,
80,PT04M32.00S,2025-04-07T00:23:21.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,18,17,2025-04-07T00:23:21Z,780000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,79.0,2.0,1.0,1.0,,,,,,,,
81,PT04M31.00S,2025-04-07T00:23:22.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,7.440867279894875,45.09803921568628,1610612743,20,17,2025-04-07T00:23:29Z,790000,False,25.0,17.0,1,left,N. Jokić Jump Shot (14 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,3.01,Made,,,,,14.0,,,,,,,
82,PT04M15.00S,2025-04-07T00:23:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,78.66294349540078,10.049019607843137,1610612754,20,17,2025-04-07T00:23:45Z,800000,False,-200.0,148.0,1,right,MISS A. Nembhard 24' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,24.87,Missed,,,,,,,,,,,,
83,PT04M12.00S,2025-04-07T00:23:41.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,17,2025-04-07T00:23:45Z,810000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,
84,PT04M05.00S,2025-04-07T00:23:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.966491458607096,42.15686274509804,1610612743,22,17,2025-04-07T00:27:09Z,820000,False,39.0,22.0,1,left,N. Jokić Layup (16 PTS) (J. Pickett 1 AST),"[203999, 1629618]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.51,Made,,,,,16.0,J. Pickett,1629618.0,1.0,,,,
86,PT04M05.00S,2025-04-07T00:23:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,22,17,2025-04-07T00:23:54Z,840000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
