actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
334,PT02M05.00S,2025-01-24T03:05:51.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,68,48,2025-01-24T03:05:58Z,3320000,False,,,0,,N. Jokić REBOUND (Off:1 Def:11),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,333.0,12.0,11.0,1.0,,,,,,,,,
335,PT02M02.00S,2025-01-24T03:05:54.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631128,93.38042049934296,50.245098039215684,1610612743,70,48,2025-01-24T03:06:07Z,3330000,False,1.0,10.0,1,right,C. Braun running DUNK (9 PTS) (N. Jokić 8 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,0.98,N. Jokić,203999.0,8.0,,,,
337,PT01M54.00S,2025-01-24T03:06:07.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612758,70,48,2025-01-24T03:06:26Z,3350000,False,,,0,,N. Jokić personal FOUL (3 PF) (Monk 2 FT),"[203999, 1628370]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,2882.0,3.0,0.0,Monk,1628370.0,,,,,,,,,,,,,,,
339,PT01M54.00S,2025-01-24T03:06:25.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612758,70,48,2025-01-24T03:09:49Z,3370000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M54.00S,2025-01-24T03:08:17.7Z,2,REGULAR,substitution,out,[],203999,,,1610612758,70,48,2025-01-24T03:08:35Z,3390000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M54.00S,2025-01-24T03:08:17.7Z,2,REGULAR,substitution,in,[],201599,,,1610612758,70,48,2025-01-24T03:08:35Z,3400000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M54.00S,2025-01-24T03:08:44.5Z,2,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,70,49,2025-01-24T03:08:44Z,3410000,False,,,0,,M. Monk Free Throw 1 of 2 (8 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
344,PT01M54.00S,2025-01-24T03:09:01.8Z,2,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,70,50,2025-01-24T03:09:01Z,3420000,False,,,0,,M. Monk Free Throw 2 of 2 (9 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
346,PT01M32.00S,2025-01-24T03:09:42.4Z,2,REGULAR,2pt,Jump Shot,[],1629008,77.7431011826544,52.450980392156865,1610612743,72,50,2025-01-24T03:15:52Z,3440000,False,12.0,157.0,1,right,M. Porter Jr. 15' fadeaway Jump Shot (11 PTS),[1629008],1610612743.0,DEN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,Made,11.0,,,,,,15.72,,,,,,,
347,PT01M23.00S,2025-01-24T03:09:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,33.85348226018397,45.34313725490196,1610612758,72,50,2025-01-24T03:10:08Z,3450000,False,23.0,266.0,1,left,MISS M. Monk 26' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,26.67,,,,,,,
348,PT01M21.00S,2025-01-24T03:09:55.0Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,72,50,2025-01-24T03:09:58Z,3460000,False,,,0,,J. Murray REBOUND (Off:1 Def:5),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,347.0,6.0,5.0,1.0,,,,,,,,,
349,PT01M15.00S,2025-01-24T03:10:01.4Z,2,REGULAR,3pt,Jump Shot,[],1629008,70.12155059132719,25.98039215686275,1610612743,72,50,2025-01-24T03:10:07Z,3470000,False,-120.0,228.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.81,,,,,,,
350,PT01M12.00S,2025-01-24T03:10:04.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,72,50,2025-01-24T03:10:07Z,3480000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,349.0,8.0,7.0,1.0,,,,,,,,,
351,PT01M05.00S,2025-01-24T03:10:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.206964520367937,55.392156862745104,1610612758,72,52,2025-01-24T03:17:05Z,3490000,False,-27.0,-4.0,1,left,D. Sabonis driving finger roll Layup (13 PTS),[1627734],1610612758.0,SAC,driving finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,,2.72,,,,,,,
352,PT00M47.40S,2025-01-24T03:10:39.7Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612743,72,52,2025-01-24T03:10:46Z,3500000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1631099]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,Murray,1631099.0,,
353,PT00M47.40S,2025-01-24T03:10:39.7Z,2,REGULAR,steal,,[],1631099,,,1610612758,72,52,2025-01-24T03:10:41Z,3510000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
354,PT00M47.40S,2025-01-24T03:10:43.8Z,2,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,72,52,2025-01-24T03:10:51Z,3520000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,bad pass,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,1626300.0,,,,,,,,,,,1.0,,,,,,,,
355,PT00M31.50S,2025-01-24T03:11:08.4Z,2,REGULAR,turnover,traveling,[],1629008,,,1610612743,72,52,2025-01-24T03:11:16Z,3530000,False,,,0,,M. Porter Jr. traveling TURNOVER (1 TO),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,2882.0,,,,,,,,,,,1.0,,,,,,,,
356,PT00M31.50S,2025-01-24T03:11:22.8Z,2,REGULAR,substitution,out,[],1631128,,,1610612758,72,52,2025-01-24T03:11:27Z,3540000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M31.50S,2025-01-24T03:11:22.8Z,2,REGULAR,substitution,in,[],1631212,,,1610612758,72,52,2025-01-24T03:11:27Z,3550000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M25.70S,2025-01-24T03:11:40.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,6.521024967148489,60.049019607843135,1610612758,72,52,2025-01-24T03:11:45Z,3560000,False,-50.0,9.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.1,,,,,,,
359,PT00M24.10S,2025-01-24T03:11:42.2Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,72,52,2025-01-24T03:11:45Z,3570000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,358.0,3.0,1.0,2.0,,,,,,,,,
360,PT00M20.00S,2025-01-24T03:11:46.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631212,92.32917214191852,39.705882352941174,1610612743,72,52,2025-01-24T03:19:04Z,3580000,False,-51.0,20.0,1,right,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.51,,,,,,,
361,PT00M19.80S,2025-01-24T03:11:46.5Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,72,52,2025-01-24T03:19:04Z,3590000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,360.0,4.0,1.0,3.0,,,,,,,,,
362,PT00M19.80S,2025-01-24T03:11:49.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629008,94.40999984741211,50.0,1610612743,74,52,2025-01-24T03:19:08Z,3600000,False,0.0,0.0,1,right,M. Porter Jr. tip Layup (13 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,,,,,0.0,,,,,,,
363,PT00M02.40S,2025-01-24T03:12:06.8Z,2,REGULAR,3pt,Jump Shot,[],1627734,32.14520367936925,35.049019607843135,1610612758,74,52,2025-01-24T03:12:12Z,3610000,False,75.0,250.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,26.07,,,,,,,
364,PT00M00.70S,2025-01-24T03:12:08.5Z,2,REGULAR,rebound,offensive,[],1631099,,,1610612758,74,52,2025-01-24T03:12:08Z,3620000,False,,,0,,K. Murray REBOUND (Off:4 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,363.0,5.0,1.0,4.0,,,,,,,,,
365,PT00M00.20S,2025-01-24T03:12:10.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631099,18.610381077529567,59.31372549019608,1610612758,74,52,2025-01-24T03:12:36Z,3630000,False,-47.0,122.0,1,left,MISS K. Murray 13' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,13.1,,,,,,,
366,PT00M00.10S,2025-01-24T03:12:10.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,74,52,2025-01-24T03:24:13Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,365.0,,,,,,,,,,,,
367,PT00M00.00S,2025-01-24T03:13:51.3Z,2,REGULAR,period,end,[],0,,,1610612758,74,52,2025-01-24T03:24:13Z,3650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2025-01-24T03:26:39.7Z,3,REGULAR,substitution,out,['startperiod'],201599,,,1610612758,74,52,2025-01-24T03:27:23Z,3660000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-01-24T03:26:39.7Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612758,74,52,2025-01-24T03:27:23Z,3670000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-01-24T03:26:39.7Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612758,74,52,2025-01-24T03:27:23Z,3680000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-01-24T03:26:39.7Z,3,REGULAR,substitution,in,['startperiod'],1631128,,,1610612758,74,52,2025-01-24T03:27:23Z,3690000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-01-24T03:27:28.3Z,3,REGULAR,period,start,[],0,,,1610612758,74,52,2025-01-24T03:27:28Z,3700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M46.00S,2025-01-24T03:27:41.9Z,3,REGULAR,3pt,Jump Shot,[],1631099,66.96780551905388,69.36274509803921,1610612758,74,55,2025-01-24T03:27:48Z,3710000,False,97.0,258.0,1,right,K. Murray 27' 3PT  (5 PTS) (M. Monk 4 AST),"[1631099, 1628370]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,,,,,,27.56,M. Monk,1628370.0,4.0,,,,
376,PT11M30.00S,2025-01-24T03:27:57.2Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,74,55,2025-01-24T03:28:02Z,3730000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1628368]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,,,Fox,1628368.0,,
377,PT11M30.00S,2025-01-24T03:27:57.2Z,3,REGULAR,steal,,[],1628368,,,1610612758,74,55,2025-01-24T03:27:58Z,3740000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
378,PT11M19.00S,2025-01-24T03:28:08.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,85.23324572930355,43.38235294117647,1610612758,74,57,2025-01-24T03:28:38Z,3750000,False,-33.0,86.0,1,right,D. DeRozan 9' turnaround fadeaway Jump Shot (16 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,16.0,,,,,,9.24,,,,,,,
379,PT11M01.00S,2025-01-24T03:28:25.7Z,3,REGULAR,3pt,Jump Shot,[],1627750,20.45006570302234,5.147058823529411,1610612743,74,57,2025-01-24T03:29:27Z,3760000,False,224.0,140.0,1,left,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.42,,,,,,,
380,PT10M59.00S,2025-01-24T03:28:27.7Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,74,57,2025-01-24T03:28:32Z,3770000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,,,379.0,1.0,1.0,0.0,,,,,,,,,
381,PT10M47.00S,2025-01-24T03:28:40.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,89.43823915900131,62.254901960784316,1610612758,74,57,2025-01-24T03:30:46Z,3780000,False,61.0,47.0,1,right,MISS K. Murray 7' driving floating bank Shot,[1631099],1610612758.0,SAC,driving floating bank,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,7.71,,,,,,,
382,PT10M45.00S,2025-01-24T03:28:42.4Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,74,57,2025-01-24T03:28:46Z,3790000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,381.0,9.0,7.0,2.0,,,,,,,,,
383,PT10M43.00S,2025-01-24T03:28:44.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627734,90.88370565045992,42.40196078431372,1610612758,74,59,2025-01-24T03:30:50Z,3800000,False,-38.0,33.0,1,right,D. Sabonis driving Hook (15 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,15.0,,,,,,5.05,,,,,,,
384,PT10M28.00S,2025-01-24T03:29:03.2Z,3,REGULAR,foul,personal,[],1627734,,,1610612743,74,59,2025-01-24T03:29:07Z,3810000,False,,,0,,D. Sabonis personal FOUL (2 PF),"[1627734, 203999]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,2882.0,2.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
386,PT10M19.00S,2025-01-24T03:29:25.0Z,3,REGULAR,3pt,Jump Shot,[],1631128,29.25427069645204,70.58823529411765,1610612743,77,59,2025-01-24T03:29:31Z,3830000,False,-103.0,222.0,1,left,C. Braun 24' 3PT  (12 PTS) (N. Jokić 9 AST),"[1631128, 203999]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,,,,,,24.51,N. Jokić,203999.0,9.0,,,,
388,PT09M58.00S,2025-01-24T03:29:45.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.59198423127464,42.8921568627451,1610612758,77,59,2025-01-24T03:29:51Z,3850000,False,-36.0,17.0,1,right,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.94,,,,,,,
389,PT09M57.00S,2025-01-24T03:29:46.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,77,59,2025-01-24T03:29:51Z,3860000,False,,,0,,N. Jokić REBOUND (Off:1 Def:12),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,388.0,13.0,12.0,1.0,,,,,,,,,
390,PT09M53.00S,2025-01-24T03:29:50.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,6.783837056504599,53.67647058823529,1610612743,77,59,2025-01-24T03:32:22Z,3870000,False,-18.0,11.0,1,left,MISS C. Braun running finger roll Layup - blocked,"[1631128, 1631099]",1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.16,,,,,,Murray,1631099.0
391,PT09M53.00S,2025-01-24T03:29:50.5Z,3,REGULAR,block,,[],1631099,,,1610612743,77,59,2025-01-24T03:29:53Z,3880000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
392,PT09M52.00S,2025-01-24T03:29:51.5Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,77,59,2025-01-24T03:30:08Z,3890000,False,,,0,,K. Murray REBOUND (Off:4 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,390.0,6.0,2.0,4.0,,,,,,,,,
393,PT09M49.00S,2025-01-24T03:29:55.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,72.48685939553219,18.38235294117647,1610612758,77,59,2025-01-24T03:33:11Z,3900000,False,-158.0,206.0,1,right,MISS M. Monk 25' running pullup 3PT,[1628370],1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.98,,,,,,,
394,PT09M45.00S,2025-01-24T03:29:58.7Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,77,59,2025-01-24T03:29:58Z,3910000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,393.0,10.0,7.0,3.0,,,,,,,,,
395,PT09M45.00S,2025-01-24T03:29:59.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,91.67214191852825,49.26470588235294,1610612758,77,61,2025-01-24T03:30:42Z,3920000,False,-4.0,26.0,1,right,D. Sabonis putback Layup (17 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,,,,,2.61,,,,,,,
396,PT09M45.00S,2025-01-24T03:30:03.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,77,61,2025-01-24T03:30:03Z,3930000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT09M34.00S,2025-01-24T03:33:04.0Z,3,REGULAR,3pt,Jump Shot,[],1629008,32.933639947437584,36.27450980392157,1610612743,77,61,2025-01-24T03:33:10Z,3940000,False,69.0,257.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,26.61,,,,,,,
398,PT09M31.00S,2025-01-24T03:33:07.0Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,77,61,2025-01-24T03:33:10Z,3950000,False,,,0,,K. Murray REBOUND (Off:4 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,397.0,7.0,3.0,4.0,,,,,,,,,
399,PT09M22.00S,2025-01-24T03:33:15.9Z,3,REGULAR,3pt,Jump Shot,[],1631099,80.23981603153744,91.17647058823529,1610612758,77,64,2025-01-24T03:33:21Z,3960000,False,206.0,133.0,1,right,K. Murray 24' 3PT pullup (8 PTS) (D. Sabonis 4 AST),"[1631099, 1627734]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,,,,,24.52,D. Sabonis,1627734.0,4.0,,,,
401,PT09M09.00S,2025-01-24T03:33:30.6Z,3,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,77,64,2025-01-24T03:33:37Z,3980000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (2 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,2882.0,,,,,,,,,,,2.0,,,,,,,,
402,PT08M57.00S,2025-01-24T03:33:50.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,81.68528252299606,53.18627450980392,1610612758,77,64,2025-01-24T03:33:56Z,3990000,False,16.0,120.0,1,right,MISS D. Fox 12' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,12.08,,,,,,,
403,PT08M54.00S,2025-01-24T03:33:52.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,77,64,2025-01-24T03:33:52Z,4000000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,402.0,11.0,7.0,4.0,,,,,,,,,
404,PT08M51.00S,2025-01-24T03:33:55.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631099,70.25295663600527,77.20588235294117,1610612758,77,64,2025-01-24T03:34:02Z,4010000,False,136.0,227.0,1,right,MISS K. Murray 26' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.47,,,,,,,
405,PT08M48.00S,2025-01-24T03:33:58.5Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,77,64,2025-01-24T03:34:02Z,4020000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,404.0,5.0,2.0,3.0,,,,,,,,,
406,PT08M34.00S,2025-01-24T03:34:13.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.14257555847569,44.6078431372549,1610612743,79,64,2025-01-24T03:34:20Z,4030000,False,27.0,80.0,1,left,N. Jokić 8' turnaround fadeaway Jump Shot (13 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,13.0,,,,,,8.48,,,,,,,
407,PT08M22.00S,2025-01-24T03:34:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,81.8166885676741,38.72549019607843,1610612758,79,66,2025-01-24T03:36:16Z,4040000,False,-56.0,118.0,1,right,D. Sabonis 13' floating Jump Shot (19 PTS) (D. Fox 3 AST),"[1627734, 1628368]",1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,19.0,,,,,,13.11,D. Fox,1628368.0,3.0,,,,
409,PT08M07.00S,2025-01-24T03:34:40.1Z,3,REGULAR,2pt,Jump Shot,[],1627750,10.85742444152431,86.51960784313727,1610612743,81,66,2025-01-24T03:34:48Z,4060000,False,-183.0,50.0,1,left,J. Murray 18' step back Jump Shot (18 PTS) (N. Jokić 10 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left,,,,,,Made,18.0,,,,,,18.92,N. Jokić,203999.0,10.0,,,,
410,PT07M55.00S,2025-01-24T03:34:51.5Z,3,REGULAR,3pt,Jump Shot,[],1631099,72.61826544021025,80.14705882352942,1610612758,81,69,2025-01-24T03:37:44Z,4070000,False,151.0,205.0,1,right,K. Murray 25' 3PT  (11 PTS) (D. Sabonis 5 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,,,,,,25.44,D. Sabonis,1627734.0,5.0,,,,
412,PT07M41.00S,2025-01-24T03:35:06.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.514454664914586,41.17647058823529,1610612743,81,69,2025-01-24T03:35:14Z,4090000,False,44.0,56.0,1,left,MISS N. Jokić 7' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,7.1,,,,,,,
