actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
30,PT09M55.00S,2025-01-22T03:10:19.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,27.283180026281208,79.65686274509804,1610612755,6,5,2025-01-22T03:10:25Z,300000,False,-148.0,204.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,25.22,Missed,,,,,,,,,,,,,,,,
31,PT09M53.00S,2025-01-22T03:10:21.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,6,5,2025-01-22T03:10:35Z,310000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,
32,PT09M46.00S,2025-01-22T03:10:27.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,73.66951379763469,18.872549019607842,1610612743,6,5,2025-01-22T03:11:13Z,320000,False,-156.0,195.0,1,right,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,24.95,Missed,,,,,,,,,,,,,,,,
33,PT09M43.00S,2025-01-22T03:10:30.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,6,5,2025-01-22T03:10:35Z,330000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
34,PT09M29.00S,2025-01-22T03:10:45.4Z,1,REGULAR,2pt,Jump Shot,[],1630178,21.895532194480946,56.86274509803921,1610612755,6,5,2025-01-22T03:10:51Z,340000,False,-34.0,153.0,1,left,MISS T. Maxey 15' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,15.71,Missed,,,,,,,,,,,,,,,,
35,PT09M26.00S,2025-01-22T03:10:48.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,6,5,2025-01-22T03:10:51Z,350000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,34.0,2.0,2.0,0.0,,
37,PT09M17.00S,2025-01-22T03:11:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,77.21747700394218,10.53921568627451,1610612743,6,5,2025-01-22T03:13:21Z,370000,False,-197.0,162.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,25.51,Missed,,,,,,,,,,,,,,,,
38,PT09M14.00S,2025-01-22T03:11:11.6Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,6,5,2025-01-22T03:13:21Z,380000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,37.0,1.0,0.0,1.0,,
39,PT09M11.00S,2025-01-22T03:11:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,92.32917214191852,45.588235294117645,1610612743,8,5,2025-01-22T03:11:18Z,390000,False,-22.0,20.0,1,right,C. Braun putback Layup (2 PTS),[1631128],1610612743.0,DEN,putback,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,2.95,Made,2.0,,,,,,,,,,,,,,,
40,PT08M55.00S,2025-01-22T03:11:30.4Z,1,REGULAR,3pt,Jump Shot,[],201569,9.280551905387648,94.11764705882352,1610612755,8,5,2025-01-22T03:11:36Z,400000,False,-221.0,35.0,1,left,MISS E. Gordon 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,22.33,Missed,,,,,,,,,,,,,,,,
41,PT08M52.00S,2025-01-22T03:11:33.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,8,5,2025-01-22T03:11:36Z,410000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,40.0,2.0,1.0,1.0,,
42,PT08M46.00S,2025-01-22T03:11:39.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,93.24901445466492,49.01960784313725,1610612743,10,5,2025-01-22T03:14:12Z,420000,False,-5.0,11.0,1,right,N. Jokić running Layup (4 PTS) (R. Westbrook 1 AST),"[203999, 201566]",1610612743.0,DEN,running,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,1.2,Made,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,
44,PT08M26.00S,2025-01-22T03:11:59.1Z,1,REGULAR,3pt,Jump Shot,[],201569,6.258212877792378,96.56862745098039,1610612755,10,8,2025-01-22T03:12:04Z,440000,False,-233.0,6.0,1,left,E. Gordon 3PT  (6 PTS) (K. Oubre Jr. 1 AST),"[201569, 1626162]",1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,23.29,Made,6.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,
46,PT08M16.00S,2025-01-22T03:12:11.2Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612743,10,8,2025-01-22T03:12:24Z,460000,False,,,0,,P. George shooting personal FOUL (1 PF) (Braun 2 FT),"[202331, 1631128]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,1.0,0.0,Braun,1631128.0,,,,,,,,
48,PT08M16.00S,2025-01-22T03:12:49.5Z,1,REGULAR,freethrow,1 of 2,[],1631128,,,1610612743,11,8,2025-01-22T03:12:49Z,480000,False,,,0,,C. Braun Free Throw 1 of 2 (3 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
49,PT08M16.00S,2025-01-22T03:13:13.1Z,1,REGULAR,freethrow,2 of 2,[],1631128,,,1610612743,12,8,2025-01-22T03:13:13Z,490000,False,,,0,,C. Braun Free Throw 2 of 2 (4 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
50,PT08M10.00S,2025-01-22T03:13:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,4.681340341655716,46.07843137254902,1610612755,12,10,2025-01-22T03:13:25Z,500000,False,20.0,-8.0,1,left,T. Maxey driving Layup (4 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,2.14,Made,4.0,,,,,,,,,,,,,,,
51,PT07M56.00S,2025-01-22T03:13:32.6Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,12,10,2025-01-22T03:13:36Z,510000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1630178]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,,,,,Maxey,1630178.0,,,,,,
52,PT07M56.00S,2025-01-22T03:13:32.6Z,1,REGULAR,steal,,[],1630178,,,1610612755,12,10,2025-01-22T03:21:01Z,520000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
53,PT07M50.00S,2025-01-22T03:13:38.5Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,12,10,2025-01-22T03:13:42Z,530000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203999]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Jokić,203999.0,,,,,,
54,PT07M50.00S,2025-01-22T03:13:38.5Z,1,REGULAR,steal,,[],203999,,,1610612743,12,10,2025-01-22T03:13:39Z,540000,False,,,0,,N. Jokić STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M46.00S,2025-01-22T03:13:41.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201566,72.48685939553219,77.94117647058823,1610612743,15,10,2025-01-22T03:13:49Z,550000,False,140.0,206.0,1,right,R. Westbrook 24' 3PT running pullup (5 PTS) (N. Jokić 1 AST),"[201566, 203999]",1610612743.0,DEN,running pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,24.9,Made,5.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,
57,PT07M35.00S,2025-01-22T03:13:56.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,10,2025-01-22T03:13:56Z,570000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M23.00S,2025-01-22T03:17:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203083,11.645860709592641,49.26470588235294,1610612755,15,12,2025-01-22T03:17:41Z,580000,False,4.0,57.0,1,left,A. Drummond floating Jump Shot (2 PTS) (E. Gordon 1 AST),"[203083, 201569]",1610612755.0,PHI,floating,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,5.71,Made,2.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,
60,PT07M08.00S,2025-01-22T03:17:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.09526938239159,35.049019607843135,1610612743,15,12,2025-01-22T03:17:54Z,600000,False,-75.0,41.0,1,right,MISS N. Jokić 8' fadeaway bank Shot,[203999],1610612743.0,DEN,fadeaway bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Left,,,8.51,Missed,,,,,,,,,,,,,,,,
61,PT07M07.00S,2025-01-22T03:17:50.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,15,12,2025-01-22T03:17:54Z,610000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,
62,PT07M04.00S,2025-01-22T03:17:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,30.56833114323259,32.59803921568628,1610612755,15,12,2025-01-22T03:18:00Z,620000,False,87.0,235.0,1,left,MISS P. George 25' running pullup 3PT,[202331],1610612755.0,PHI,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,25.04,Missed,,,,,,,,,,,,,,,,
63,PT07M01.00S,2025-01-22T03:17:57.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,15,12,2025-01-22T03:18:00Z,630000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,62.0,3.0,3.0,0.0,,
64,PT06M59.00S,2025-01-22T03:17:58.7Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,15,12,2025-01-22T03:18:03Z,640000,False,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 202331]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,,,,,George,202331.0,,,,,,
65,PT06M59.00S,2025-01-22T03:17:58.7Z,1,REGULAR,steal,,[],202331,,,1610612755,15,12,2025-01-22T03:18:00Z,650000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
66,PT06M56.00S,2025-01-22T03:18:01.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630178,7.178055190538765,1.715686274509804,1610612755,15,12,2025-01-22T03:19:17Z,660000,False,241.0,15.0,1,left,MISS T. Maxey 24' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,24.19,Missed,,,,,,,,,,,,,,,,
67,PT06M52.00S,2025-01-22T03:18:05.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,15,12,2025-01-22T03:18:09Z,670000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,66.0,4.0,4.0,0.0,,
68,PT06M48.00S,2025-01-22T03:18:10.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631128,94.03745072273325,46.568627450980394,1610612743,17,12,2025-01-22T03:18:20Z,680000,False,-17.0,4.0,1,right,C. Braun running DUNK (6 PTS) (N. Jokić 2 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,1.76,Made,6.0,N. Jokić,203999.0,2.0,,,,,,,,,,,,
70,PT06M23.00S,2025-01-22T03:18:35.5Z,1,REGULAR,2pt,Jump Shot,[],202331,12.171484888304862,70.83333333333334,1610612755,17,14,2025-01-22T03:18:42Z,700000,False,-104.0,62.0,1,left,P. George 12' pullup bank Jump Shot (2 PTS) (A. Drummond 1 AST),"[202331, 203083]",1610612755.0,PHI,pullup bank,,,George,P. George,,,,,Mid-Range,8-16 Left,,,12.12,Made,2.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,
72,PT06M04.00S,2025-01-22T03:18:54.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,90.48948751642575,44.6078431372549,1610612743,19,14,2025-01-22T03:18:57Z,720000,False,-27.0,37.0,1,right,N. Jokić turnaround Hook (6 PTS) (R. Westbrook 2 AST),"[203999, 201566]",1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,4.57,Made,6.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,
74,PT05M45.00S,2025-01-22T03:19:12.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,6.915243101182654,2.450980392156863,1610612755,19,14,2025-01-22T03:21:14Z,740000,False,238.0,13.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,23.8,Missed,,,,,,,,,,,,,,,,
75,PT05M43.00S,2025-01-22T03:19:14.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,14,2025-01-22T03:19:20Z,750000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,
76,PT05M40.00S,2025-01-22T03:19:19.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,93.64323258869908,49.50980392156863,1610612743,19,14,2025-01-22T03:21:39Z,760000,False,-2.0,7.0,1,right,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,0.77,Missed,,,,,,,,,,,,,,,,
77,PT05M39.00S,2025-01-22T03:19:20.6Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,19,14,2025-01-22T03:21:39Z,770000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,76.0,3.0,1.0,2.0,,
78,PT05M38.00S,2025-01-22T03:19:22.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629008,94.40999984741211,50.0,1610612743,21,14,2025-01-22T03:21:44Z,780000,False,0.0,0.0,1,right,M. Porter Jr. putback Layup (4 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,0.0,Made,4.0,,,,,,,,,,,,,,,
79,PT05M22.00S,2025-01-22T03:19:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,13.87976346911958,65.19607843137256,1610612755,21,14,2025-01-22T03:19:41Z,790000,False,-76.0,78.0,1,left,MISS P. George 10' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Left,,,10.89,Missed,,,,,,,,,,,,,,,,
80,PT05M19.00S,2025-01-22T03:19:38.6Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,21,14,2025-01-22T03:19:41Z,800000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,79.0,2.0,2.0,0.0,,
81,PT05M15.00S,2025-01-22T03:19:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,93.64323258869908,48.77450980392157,1610612743,23,14,2025-01-22T03:19:49Z,810000,False,-6.0,7.0,1,right,J. Murray running finger roll Layup (2 PTS),[1627750],1610612743.0,DEN,running finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,0.95,Made,2.0,,,,,,,,,,,,,,,
82,PT05M04.00S,2025-01-22T03:19:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,23,14,2025-01-22T03:19:57Z,820000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
