actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
22,PT11M16.00S,2024-10-25T02:12:22.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,0,2024-10-25T02:12:25Z,210000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT11M02.00S,2024-10-25T02:12:36.4Z,1,REGULAR,turnover,bad pass,[],1631128,,,1610612743,3,0,2024-10-25T02:12:45Z,220000,False,,,0,,C. Braun bad pass TURNOVER (1 TO),"[1631128, 1629652]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Dort,1629652.0,,,,,,,,,
24,PT11M02.00S,2024-10-25T02:12:36.4Z,1,REGULAR,steal,,[],1629652,,,1610612760,3,0,2024-10-25T02:12:37Z,230000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M55.00S,2024-10-25T02:12:42.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,68.15045992115637,30.14705882352941,1610612760,3,0,2024-10-25T02:12:53Z,240000,False,-99.0,247.0,1,right,MISS L. Dort 26' running pullup 3PT,[1629652],1610612760.0,OKC,running pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,
26,PT10M51.00S,2024-10-25T02:12:46.3Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,3,0,2024-10-25T02:12:53Z,250000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT10M47.00S,2024-10-25T02:12:51.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,25.706307490144546,15.441176470588236,1610612743,3,0,2024-10-25T02:12:57Z,260000,False,173.0,189.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
28,PT10M46.00S,2024-10-25T02:12:52.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,3,0,2024-10-25T02:12:57Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,27.0,,,,,,,,,,,,,,,
30,PT10M36.00S,2024-10-25T02:13:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,94.30026281208936,62.00980392156863,1610612760,3,2,2024-10-25T02:14:17Z,290000,False,60.0,1.0,1,right,I. Joe 6' floating Jump Shot (2 PTS) (J. Williams 1 AST),"[1630198, 1631114]",1610612760.0,OKC,floating,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,,,,,,,,,,,2.0,J. Williams,1631114.0,1.0
32,PT10M20.00S,2024-10-25T02:13:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,28.86005256241787,26.715686274509803,1610612743,3,2,2024-10-25T02:13:34Z,310000,False,116.0,219.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
33,PT10M19.00S,2024-10-25T02:13:31.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,3,2,2024-10-25T02:13:34Z,320000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,
34,PT10M12.00S,2024-10-25T02:13:38.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,69.99014454664915,68.87254901960785,1610612760,3,5,2024-10-25T02:14:04Z,330000,False,94.0,230.0,1,right,J. Williams 24' 3PT  (3 PTS) (C. Holmgren 1 AST),"[1631114, 1631096]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.82,Made,,,,,,,,,,,,,,,3.0,C. Holmgren,1631096.0,1.0
36,PT09M52.00S,2024-10-25T02:14:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612743,3,5,2024-10-25T02:14:06Z,350000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Murray 2 FT),"[1631114, 1627750]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202037.0,2.0,0.0,Murray,1627750.0,,,,
38,PT09M52.00S,2024-10-25T02:14:33.3Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,4,5,2024-10-25T02:14:33Z,370000,False,,,0,,J. Murray Free Throw 1 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
39,PT09M52.00S,2024-10-25T02:14:54.6Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,5,5,2024-10-25T02:14:54Z,380000,False,,,0,,J. Murray Free Throw 2 of 2 (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
40,PT09M36.00S,2024-10-25T02:15:11.6Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,5,5,2024-10-25T02:15:15Z,390000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1631128]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Braun,1631128.0,,,,,,,,,
41,PT09M36.00S,2024-10-25T02:15:11.6Z,1,REGULAR,steal,,[],1631128,,,1610612743,5,5,2024-10-25T02:15:13Z,400000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
42,PT09M26.00S,2024-10-25T02:15:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,4.681340341655716,51.470588235294116,1610612743,7,5,2024-10-25T03:17:09Z,410000,False,-7.0,-8.0,1,left,C. Braun Layup (2 PTS) (J. Murray 1 AST),"[1631128, 1627750]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,,,,,,2.0,J. Murray,1627750.0,1.0
44,PT09M18.00S,2024-10-25T02:15:28.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,93.38042049934296,2.450980392156863,1610612760,7,5,2024-10-25T02:15:33Z,430000,False,-238.0,10.0,1,right,MISS C. Holmgren 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
45,PT09M16.00S,2024-10-25T02:15:30.9Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,7,5,2024-10-25T02:15:33Z,440000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
46,PT08M59.00S,2024-10-25T02:15:49.3Z,1,REGULAR,2pt,Jump Shot,[],1627750,9.149145860709593,76.7156862745098,1610612743,7,5,2024-10-25T02:16:00Z,450000,False,-134.0,34.0,1,left,MISS J. Murray 13' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,13.77,Missed,,,,,,,,,,,,,,,,,,
47,PT08M57.00S,2024-10-25T02:15:51.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,7,5,2024-10-25T02:16:00Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,,,46.0,,,,,,,,,,,,,,,
48,PT08M57.00S,2024-10-25T02:15:57.3Z,1,REGULAR,foul,personal,[],1629652,,,1610612743,7,5,2024-10-25T02:16:26Z,470000,False,,,0,,L. Dort loose ball personal FOUL (1 PF),"[1629652, 203932]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1628487.0,1.0,0.0,Gordon,203932.0,,,,
50,PT08M47.00S,2024-10-25T02:16:26.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631128,6.915243101182654,3.9215686274509802,1610612743,7,5,2024-10-25T02:16:30Z,490000,False,230.0,13.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
51,PT08M44.00S,2024-10-25T02:16:29.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,5,2024-10-25T02:16:30Z,500000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT08M24.00S,2024-10-25T02:16:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630198,74.85216819973719,12.745098039215685,1610612760,7,5,2024-10-25T02:16:54Z,510000,False,-186.0,184.0,1,right,MISS I. Joe 26' 3PT - blocked,"[1630198, 1631128]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.18,Missed,Braun,1631128.0,,,,,,,,,,,,,,,,
53,PT08M24.00S,2024-10-25T02:16:49.7Z,1,REGULAR,block,,[],1631128,,,1610612760,7,5,2024-10-25T02:16:52Z,520000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
54,PT08M20.00S,2024-10-25T02:16:53.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,5,2024-10-25T02:16:54Z,530000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,
55,PT08M18.00S,2024-10-25T02:16:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,5.601182654402102,49.26470588235294,1610612743,9,5,2024-10-25T02:17:02Z,540000,False,4.0,0.0,1,left,A. Gordon running reverse Layup (2 PTS) (N. Jokić 1 AST),"[203932, 203999]",1610612743.0,DEN,running reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,,,,,,2.0,N. Jokić,203999.0,1.0
57,PT08M08.00S,2024-10-25T02:17:05.4Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,9,5,2024-10-25T02:17:12Z,560000,False,,,0,,J. Williams bad pass TURNOVER (2 TO),"[1631114, 203932]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Gordon,203932.0,,,,,,,,,
58,PT08M08.00S,2024-10-25T02:17:05.4Z,1,REGULAR,steal,,[],203932,,,1610612743,9,5,2024-10-25T02:17:08Z,570000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
59,PT08M04.00S,2024-10-25T02:17:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,5.601182654402102,51.225490196078425,1610612743,11,5,2024-10-25T02:17:34Z,580000,False,-6.0,0.0,1,left,J. Murray running finger roll Layup (4 PTS) (A. Gordon 2 AST),"[1627750, 203932]",1610612743.0,DEN,running finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,,,,,4.0,A. Gordon,203932.0,2.0
60,PT07M47.00S,2024-10-25T02:17:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,93.24901445466492,54.65686274509803,1610612760,11,7,2024-10-25T02:18:07Z,590000,False,23.0,11.0,1,right,L. Dort bank Jump Shot (2 PTS) (C. Holmgren 2 AST),"[1629652, 1631096]",1610612760.0,OKC,bank,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,,,,,,,,,2.0,C. Holmgren,1631096.0,2.0
62,PT07M47.00S,2024-10-25T02:17:33.1Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612760,11,7,2024-10-25T02:17:42Z,610000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Dort 1 FT),"[203999, 1629652]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1628487.0,1.0,0.0,Dort,1629652.0,,,,
65,PT07M47.00S,2024-10-25T02:18:03.3Z,1,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,11,8,2024-10-25T02:18:03Z,630000,False,,,0,,L. Dort Free Throw 1 of 1 (3 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
66,PT07M38.00S,2024-10-25T02:18:13.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,20.97568988173456,91.42156862745098,1610612743,14,8,2024-10-25T02:18:18Z,640000,False,-207.0,145.0,1,left,J. Murray 25' 3PT  (7 PTS) (N. Jokić 2 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.26,Made,,,,,,,,,,,,,,,7.0,N. Jokić,203999.0,2.0
68,PT07M28.00S,2024-10-25T02:18:22.7Z,1,REGULAR,3pt,Jump Shot,[],1631096,68.41327201051249,68.87254901960785,1610612760,14,8,2024-10-25T02:19:18Z,660000,False,94.0,244.0,1,right,MISS C. Holmgren 26' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
69,PT07M25.00S,2024-10-25T02:18:25.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,14,8,2024-10-25T02:18:27Z,670000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,
70,PT07M19.00S,2024-10-25T02:18:31.9Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,14,8,2024-10-25T02:18:37Z,680000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1631096]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Holmgren,1631096.0,,,,,,,,,
71,PT07M19.00S,2024-10-25T02:18:31.9Z,1,REGULAR,steal,,[],1631096,,,1610612760,14,8,2024-10-25T02:18:33Z,690000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
72,PT07M14.00S,2024-10-25T02:18:37.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628983,71.43561103810775,76.9607843137255,1610612760,14,8,2024-10-25T02:18:50Z,700000,False,135.0,216.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
73,PT07M10.00S,2024-10-25T02:18:41.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,8,2024-10-25T02:18:50Z,710000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,
74,PT07M02.00S,2024-10-25T02:18:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,5.732588699080158,49.50980392156863,1610612743,16,8,2024-10-25T02:18:53Z,720000,False,2.0,1.0,1,left,C. Braun cutting Layup (4 PTS) (N. Jokić 3 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,,,,,,4.0,N. Jokić,203999.0,3.0
76,PT06M45.00S,2024-10-25T02:19:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,83.13074901445466,44.85294117647059,1610612760,16,10,2024-10-25T02:19:13Z,740000,False,-26.0,106.0,1,right,S. Gilgeous-Alexander 10' turnaround fadeaway Jump Shot (2 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.92,Made,,,,,,,,,,,,,,,2.0,,,
77,PT06M26.00S,2024-10-25T02:19:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.703679369250986,43.627450980392155,1610612743,18,10,2024-10-25T02:19:29Z,750000,False,32.0,20.0,1,left,N. Jokić driving Layup (5 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,,,,,,,,,,,5.0,J. Murray,1627750.0,2.0
79,PT06M26.00S,2024-10-25T02:19:30.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,10,2024-10-25T02:19:30Z,770000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M26.00S,2024-10-25T02:23:13.3Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,18,10,2024-10-25T02:23:17Z,780000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M26.00S,2024-10-25T02:23:13.3Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,18,10,2024-10-25T02:23:17Z,790000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M12.00S,2024-10-25T02:23:18.8Z,1,REGULAR,3pt,Jump Shot,[],1641717,70.77858081471747,76.9607843137255,1610612760,18,10,2024-10-25T02:23:23Z,800000,False,135.0,222.0,1,right,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
83,PT06M10.00S,2024-10-25T02:23:20.8Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,18,10,2024-10-25T02:23:23Z,810000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT06M07.00S,2024-10-25T02:23:25.8Z,1,REGULAR,foul,personal,[],1629652,,,1610612743,18,10,2024-10-25T02:23:39Z,820000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1627750]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,202037.0,2.0,0.0,Murray,1627750.0,,,,
86,PT06M00.00S,2024-10-25T02:23:54.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.783837056504599,52.94117647058824,1610612743,18,10,2024-10-25T02:23:59Z,840000,False,-15.0,11.0,1,left,MISS M. Porter Jr. cutting DUNK - blocked,"[1629008, 1631096]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.85,Missed,Holmgren,1631096.0,,,,,,,,,,,,,,,,
87,PT06M00.00S,2024-10-25T02:23:54.2Z,1,REGULAR,block,,[],1631096,,,1610612743,18,10,2024-10-25T02:23:56Z,850000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT06M00.00S,2024-10-25T02:23:54.2Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,18,10,2024-10-25T02:23:59Z,860000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,
89,PT06M00.00S,2024-10-25T02:23:57.1Z,1,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,18,10,2024-10-25T02:24:10Z,870000,False,,,0,,M. Porter Jr. step out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,step,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,202041.0,,,,,,,,
90,PT06M00.00S,2024-10-25T02:24:00.9Z,1,REGULAR,substitution,out,[],1631128,,,1610612760,18,10,2024-10-25T02:24:07Z,880000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
