actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M22.00S,2025-02-21T00:08:35.8Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,5,4,2025-02-21T00:08:37Z,210000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
22,PT10M15.00S,2025-02-21T00:08:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.19776609724047,50.49019607843137,1610612738,5,6,2025-02-21T00:08:47Z,220000,False,2.0,21.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,2.09,Made,2.0,,,,,,,,,,,,
23,PT10M05.00S,2025-02-21T00:08:52.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,29.6484888304862,26.715686274509803,1610612755,5,6,2025-02-21T00:08:57Z,230000,False,116.0,226.0,1,left,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.44,Missed,,,,,,,,,,,,,
24,PT10M01.00S,2025-02-21T00:08:56.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,5,6,2025-02-21T00:08:57Z,240000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,
25,PT09M48.00S,2025-02-21T00:09:10.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,75.50919842312747,89.70588235294117,1610612738,5,9,2025-02-21T00:09:13Z,250000,False,199.0,178.0,1,right,D. White 26' 3PT  (3 PTS) (J. Holiday 2 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,26.64,Made,3.0,J. Holiday,201950.0,2.0,,,,,,,,,
27,PT09M37.00S,2025-02-21T00:09:20.9Z,1,REGULAR,3pt,Jump Shot,[],202331,29.25427069645204,72.54901960784314,1610612755,5,9,2025-02-21T00:09:27Z,270000,False,-113.0,222.0,1,left,MISS P. George 24' step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,24.94,Missed,,,,,,,,,,,,,
28,PT09M36.00S,2025-02-21T00:09:25.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,5,9,2025-02-21T00:09:25Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,27.0,,,,,,,
30,PT09M30.00S,2025-02-21T00:09:49.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203954,12.565703022339028,52.69607843137255,1610612755,5,9,2025-02-21T00:10:25Z,300000,False,-13.0,66.0,1,left,MISS J. Embiid 6' driving Hook,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.7,Missed,,,,,,,,,,,,,
31,PT09M28.00S,2025-02-21T00:09:51.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,5,9,2025-02-21T00:09:52Z,310000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,
32,PT09M22.00S,2025-02-21T00:09:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612738,5,9,2025-02-21T00:10:06Z,320000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Brown 2 FT),"[1630178, 1627759]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
34,PT09M22.00S,2025-02-21T00:10:25.7Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,5,10,2025-02-21T00:11:11Z,340000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
35,PT09M22.00S,2025-02-21T00:10:25.7Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,5,11,2025-02-21T00:11:11Z,350000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
36,PT09M05.00S,2025-02-21T00:11:02.3Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,5,11,2025-02-21T00:11:06Z,360000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 204001]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,Porziņģis,204001.0,,
37,PT09M05.00S,2025-02-21T00:11:02.3Z,1,REGULAR,steal,,[],204001,,,1610612738,5,11,2025-02-21T00:12:32Z,370000,False,,,0,,K. Porziņģis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
38,PT08M56.00S,2025-02-21T00:11:11.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201950,92.32917214191852,45.34313725490196,1610612738,5,11,2025-02-21T00:12:53Z,380000,False,-23.0,20.0,1,right,MISS J. Holiday turnaround Hook,[201950],1610612738.0,BOS,turnaround,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,3.04,Missed,,,,,,,,,,,,,
39,PT08M52.00S,2025-02-21T00:11:15.7Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,5,11,2025-02-21T00:11:17Z,390000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:0),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,38.0,1.0,0.0,1.0,,,,
40,PT08M52.00S,2025-02-21T00:11:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",204001,94.40999984741211,50.0,1610612738,5,11,2025-02-21T00:11:15Z,400000,False,0.0,0.0,1,right,MISS K. Porziņģis tip Layup,[204001],1610612738.0,BOS,tip,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
41,PT08M51.00S,2025-02-21T00:11:16.1Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,5,11,2025-02-21T00:11:16Z,410000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,
42,PT08M34.00S,2025-02-21T00:11:32.7Z,1,REGULAR,2pt,Jump Shot,[],202331,21.895532194480946,39.21568627450981,1610612755,7,11,2025-02-21T00:11:36Z,420000,False,54.0,153.0,1,left,P. George 16' pullup Jump Shot (5 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,16.25,Made,5.0,,,,,,,,,,,,
43,PT08M23.00S,2025-02-21T00:11:44.2Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,7,11,2025-02-21T00:11:48Z,430000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1626162]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,Oubre Jr.,1626162.0,,
44,PT08M23.00S,2025-02-21T00:11:44.2Z,1,REGULAR,steal,,[],1626162,,,1610612755,7,11,2025-02-21T00:11:46Z,440000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
45,PT08M20.00S,2025-02-21T00:11:47.2Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612755,7,11,2025-02-21T00:11:51Z,450000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1628369]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Tatum,1628369.0,,
46,PT08M20.00S,2025-02-21T00:11:47.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,7,11,2025-02-21T00:11:49Z,460000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2025-02-21T00:11:50.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",204001,71.56701708278581,81.37254901960785,1610612738,7,11,2025-02-21T00:12:01Z,470000,False,157.0,215.0,1,right,MISS K. Porziņģis 26' running 3PT,[204001],1610612738.0,BOS,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,,,,26.6,Missed,,,,,,,,,,,,,
48,PT08M13.00S,2025-02-21T00:11:53.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,7,11,2025-02-21T00:11:55Z,480000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,
49,PT07M50.00S,2025-02-21T00:12:16.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,5.863994743758213,50.0,1610612755,9,11,2025-02-21T00:12:21Z,490000,False,0.0,3.0,1,left,K. Oubre Jr. driving DUNK (4 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,0.26,Made,4.0,T. Maxey,1630178.0,1.0,,,,,,,,,
51,PT07M25.00S,2025-02-21T00:12:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,46.32352941176471,1610612738,9,13,2025-02-21T00:12:46Z,510000,False,-18.0,18.0,1,right,J. Tatum driving finger roll Layup (2 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,2.6,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,
53,PT07M06.00S,2025-02-21T00:13:02.2Z,1,REGULAR,2pt,Jump Shot,[],203954,8.754927726675426,25.735294117647058,1610612755,11,13,2025-02-21T00:13:05Z,530000,False,121.0,30.0,1,left,J. Embiid 12' turnaround fadeaway Jump Shot (2 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,12.49,Made,2.0,,,,,,,,,,,,
54,PT06M51.00S,2025-02-21T00:13:16.3Z,1,REGULAR,2pt,Jump Shot,[],1628369,94.43166885676742,16.42156862745098,1610612738,11,13,2025-02-21T00:13:21Z,540000,False,-168.0,0.0,1,right,MISS J. Tatum 16' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,16.79,Missed,,,,,,,,,,,,,
55,PT06M49.00S,2025-02-21T00:13:18.3Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,11,13,2025-02-21T00:13:21Z,550000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,
56,PT06M49.00S,2025-02-21T00:13:25.4Z,1,REGULAR,foul,personal,[],201950,,,1610612755,11,13,2025-02-21T00:13:35Z,560000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1630178]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,1193.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
58,PT06M49.00S,2025-02-21T00:13:39.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,13,2025-02-21T00:13:45Z,580000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M30.00S,2025-02-21T00:17:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.863994743758213,54.65686274509803,1610612755,11,13,2025-02-21T00:17:42Z,590000,False,-23.0,3.0,1,left,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,2.34,Missed,,,,,,,,,,,,,
60,PT06M28.00S,2025-02-21T00:17:12.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,11,13,2025-02-21T00:17:14Z,600000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,
61,PT06M15.00S,2025-02-21T00:17:27.6Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612738,11,13,2025-02-21T00:17:35Z,610000,False,,,0,,P. George shooting personal FOUL (1 PF) (Porziņģis 2 FT),"[202331, 204001]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
63,PT06M15.00S,2025-02-21T00:17:52.2Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,11,14,2025-02-21T00:17:52Z,630000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (3 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
64,PT06M15.00S,2025-02-21T00:18:06.2Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,11,15,2025-02-21T00:18:06Z,640000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (4 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
65,PT05M53.00S,2025-02-21T00:18:31.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.12023653088042,51.71568627450981,1610612755,13,15,2025-02-21T00:18:35Z,650000,False,-9.0,52.0,1,left,T. Maxey driving floating Jump Shot (2 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.27,Made,2.0,J. Embiid,203954.0,3.0,,,,,,,,,
67,PT05M37.00S,2025-02-21T00:18:45.7Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,13,15,2025-02-21T00:18:50Z,670000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1630178]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Maxey,1630178.0,,
68,PT05M37.00S,2025-02-21T00:18:45.7Z,1,REGULAR,steal,,[],1630178,,,1610612755,13,15,2025-02-21T00:18:47Z,680000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
69,PT05M34.00S,2025-02-21T00:18:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,6.389618922470433,47.549019607843135,1610612755,15,15,2025-02-21T00:18:56Z,690000,False,12.0,8.0,1,left,Q. Grimes running alley-oop Layup (2 PTS) (T. Maxey 2 AST),"[1629656, 1630178]",1610612755.0,PHI,running alley-oop,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,1.45,Made,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,
71,PT05M13.00S,2025-02-21T00:19:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,83.26215505913272,52.20588235294118,1610612738,15,15,2025-02-21T00:19:26Z,710000,False,11.0,105.0,1,right,MISS D. White 10' floating Shot,[1628401],1610612738.0,BOS,floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.54,Missed,,,,,,,,,,,,,
72,PT05M12.00S,2025-02-21T00:19:21.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,15,15,2025-02-21T00:19:26Z,720000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,
73,PT05M12.00S,2025-02-21T00:19:26.3Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612755,15,15,2025-02-21T00:19:35Z,730000,False,,,0,,K. Oubre Jr. step out-of-bounds TURNOVER (2 TO),[1626162],1610612755.0,PHI,step,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2004.0,,,,,,,,,,,2.0,,,,,,,,
74,PT05M12.00S,2025-02-21T00:19:31.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,15,2025-02-21T00:19:34Z,740000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M12.00S,2025-02-21T00:19:31.1Z,1,REGULAR,substitution,in,[],201143,,,1610612738,15,15,2025-02-21T00:19:34Z,750000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M12.00S,2025-02-21T00:19:56.6Z,1,REGULAR,substitution,out,[],202331,,,1610612738,15,15,2025-02-21T00:20:00Z,760000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2025-02-21T00:19:56.6Z,1,REGULAR,substitution,in,[],1627824,,,1610612738,15,15,2025-02-21T00:20:00Z,770000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2025-02-21T00:20:34.8Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612738,15,15,2025-02-21T00:22:03Z,800000,False,,,0,,K. Oubre Jr. away-from-play personal FOUL (2 PF) (Brown 1 FT),"[1626162, 1627759]",1610612755.0,PHI,away-from-play,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,1193.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
82,PT05M12.00S,2025-02-21T00:20:52.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],204001,,,1610612738,15,15,2025-02-21T00:20:52Z,820000,False,,,0,,MISS K. Porziņģis away-from-play Free Throw 1 of 1,[204001],1610612738.0,BOS,away-from-play,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
83,PT05M10.00S,2025-02-21T00:20:57.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,15,15,2025-02-21T00:20:57Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,
84,PT05M06.00S,2025-02-21T00:21:01.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,71.30420499342969,79.90196078431373,1610612738,15,18,2025-02-21T00:21:07Z,840000,False,150.0,217.0,1,right,J. Holiday 26' 3PT pullup (5 PTS) (A. Horford 1 AST),"[201950, 201143]",1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,26.37,Made,5.0,A. Horford,201143.0,1.0,,,,,,,,,
85,PT04M52.00S,2025-02-21T00:21:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,25.837713534822605,84.06862745098039,1610612755,15,18,2025-02-21T00:22:23Z,850000,False,-170.0,190.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,25.54,Missed,,,,,,,,,,,,,
86,PT04M49.00S,2025-02-21T00:21:18.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,15,18,2025-02-21T00:23:36Z,860000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,85.0,3.0,3.0,0.0,,,,
88,PT04M48.00S,2025-02-21T00:21:33.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,15,18,2025-02-21T00:21:36Z,880000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M48.00S,2025-02-21T00:21:33.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,15,18,2025-02-21T00:21:36Z,890000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
