actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
46,PT08M18.00S,2025-01-16T00:22:32.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,74.58935611038108,11.519607843137255,1610612752,5,8,2025-01-16T00:22:37Z,460000,False,-192.0,186.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,26.79,Missed,,,,,,,,,,,,,
47,PT08M14.00S,2025-01-16T00:22:36.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,5,8,2025-01-16T00:22:37Z,470000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,
48,PT08M07.00S,2025-01-16T00:22:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.171484888304862,63.725490196078425,1610612755,5,8,2025-01-16T00:22:47Z,480000,False,-69.0,62.0,1,left,MISS T. Maxey 9' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.24,Missed,,,,,,,,,,,,,
49,PT08M05.00S,2025-01-16T00:22:45.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,5,8,2025-01-16T00:22:47Z,490000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
50,PT08M00.00S,2025-01-16T00:22:50.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,88.91261498028909,3.1862745098039214,1610612752,5,11,2025-01-16T00:22:56Z,500000,False,-234.0,52.0,1,right,M. Bridges 3PT running (6 PTS) (J. Brunson 2 AST),"[1628969, 1628973]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,23.97,Made,,,,,,,,6.0,J. Brunson,1628973.0,2.0,,
52,PT07M36.00S,2025-01-16T00:23:14.0Z,1,REGULAR,3pt,Jump Shot,[],1627824,32.276609724047304,42.8921568627451,1610612755,5,11,2025-01-16T00:23:19Z,520000,False,36.0,251.0,1,left,MISS G. Yabusele 25' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,25.34,Missed,,,,,,,,,,,,,
53,PT07M33.00S,2025-01-16T00:23:17.0Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,5,11,2025-01-16T00:23:19Z,530000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Center,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,,
54,PT07M15.00S,2025-01-16T00:23:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.9060446780552,64.4607843137255,1610612752,5,13,2025-01-16T00:23:47Z,540000,False,72.0,5.0,1,right,J. Brunson 7' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.25,Made,,,,,,,,2.0,,,,,
56,PT07M01.00S,2025-01-16T00:23:49.1Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612755,5,13,2025-01-16T00:23:52Z,560000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1628404]",1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,
57,PT07M01.00S,2025-01-16T00:23:49.1Z,1,REGULAR,steal,,[],1628404,,,1610612752,5,13,2025-01-16T00:23:50Z,570000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M57.00S,2025-01-16T00:23:54.8Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612752,5,13,2025-01-16T00:24:02Z,580000,False,,,0,,P. George shooting personal FOUL (1 PF) (Sims 2 FT),"[202331, 1630579]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,1627526.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,,,,,,
60,PT06M57.00S,2025-01-16T00:24:25.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630579,,,1610612752,5,14,2025-01-16T00:24:25Z,600000,False,,,0,,J. Sims Free Throw 1 of 2 (1 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,Made,,,,,,,,1.0,,,,,
61,PT06M57.00S,2025-01-16T00:24:28.1Z,1,REGULAR,substitution,out,[],201569,,,1610612752,5,14,2025-01-16T00:24:31Z,610000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2025-01-16T00:24:28.1Z,1,REGULAR,substitution,in,[],1642348,,,1610612752,5,14,2025-01-16T00:24:31Z,620000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2025-01-16T00:24:25.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630579,,,1610612752,5,14,2025-01-16T00:28:14Z,630000,False,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
64,PT06M57.00S,2025-01-16T00:24:25.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,5,14,2025-01-16T00:26:50Z,640000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,
86,PT06M44.00S,2025-01-16T00:24:26.8Z,1,REGULAR,3pt,Jump Shot,[],202331,24.129434954007884,84.80392156862744,1610612755,8,14,2025-01-16T00:28:33Z,655000,False,-174.0,174.0,1,left,P. George 24' 3PT  (3 PTS) (G. Yabusele 1 AST),"[202331, 1627824]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,24.63,Made,,,,,,,,3.0,G. Yabusele,1627824.0,1.0,,
67,PT06M44.00S,2025-01-16T00:25:07.3Z,1,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612755,8,14,2025-01-16T00:25:13Z,670000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (George 1 FT),"[1628404, 202331]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,1626300.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,
69,PT06M44.00S,2025-01-16T00:25:43.5Z,1,REGULAR,freethrow,1 of 1,[],202331,,,1610612755,9,14,2025-01-16T00:25:43Z,690000,False,,,0,,P. George Free Throw 1 of 1 (4 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,Made,,,,,,,,4.0,,,,,
70,PT06M30.00S,2025-01-16T00:25:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.62746386333771,64.4607843137255,1610612752,9,16,2025-01-16T00:26:04Z,700000,False,72.0,83.0,1,right,J. Brunson 10' driving floating Jump Shot (4 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,10.98,Made,,,,,,,,4.0,M. Bridges,1628969.0,1.0,,
72,PT06M20.00S,2025-01-16T00:26:12.2Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,9,16,2025-01-16T00:26:18Z,720000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (George 2 FT),"[1630579, 202331]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Mid-Range,16-24 Left Center,1627526.0,2.0,0.0,George,202331.0,,,,,,,,,,,,,,,
74,PT06M20.00S,2025-01-16T00:26:44.3Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,10,16,2025-01-16T00:31:08Z,740000,False,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,Made,,,,,,,,5.0,,,,,
108,PT06M20.00S,2025-01-16T00:27:03.1Z,1,REGULAR,substitution,out,[],1630579,,,1610612755,10,16,2025-01-16T00:31:29Z,742500,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT06M20.00S,2025-01-16T00:27:03.1Z,1,REGULAR,substitution,in,[],1630173,,,1610612755,10,16,2025-01-16T00:31:29Z,743750,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2025-01-16T00:26:44.3Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,11,16,2025-01-16T00:31:08Z,745000,False,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,Made,,,,,,,,6.0,,,,,
78,PT06M12.00S,2025-01-16T00:27:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,84.57621550591328,49.754901960784316,1610612752,11,16,2025-01-16T00:29:02Z,765000,False,-1.0,92.0,1,right,MISS J. Brunson 9' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.25,Missed,,,,,,,,,,,,,
79,PT06M12.00S,2025-01-16T00:27:21.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,11,16,2025-01-16T00:29:02Z,767500,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,78.0,,,,,,,,,,,,
82,PT06M04.00S,2025-01-16T00:27:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,88.78120893561103,50.98039215686274,1610612752,11,18,2025-01-16T00:28:05Z,820000,False,5.0,53.0,1,right,M. Bridges cutting finger roll Layup (8 PTS) (O. Anunoby 1 AST),"[1628969, 1628384]",1610612752.0,NYK,cutting finger roll,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.32,Made,,,,,,,,8.0,O. Anunoby,1628384.0,1.0,,
84,PT06M03.00S,2025-01-16T00:28:07.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,11,18,2025-01-16T00:28:14Z,840000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,1627526.0,,,,,,,,,,,,,,,,,,,
85,PT05M44.00S,2025-01-16T00:28:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.732588699080158,46.07843137254902,1610612755,11,18,2025-01-16T00:28:40Z,850000,False,20.0,1.0,1,left,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,1.96,Missed,,,,,,,,,,,,,
88,PT05M41.00S,2025-01-16T00:28:34.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,11,18,2025-01-16T00:28:40Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,85.0,,,,,,,,,,,,
90,PT05M41.00S,2025-01-16T00:28:41.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612752,11,18,2025-01-16T00:28:46Z,880000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2025-01-16T00:28:41.6Z,1,REGULAR,substitution,in,[],1630288,,,1610612752,11,18,2025-01-16T00:28:46Z,890000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2025-01-16T00:29:06.7Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612752,11,18,2025-01-16T00:29:27Z,900000,False,,,0,,O. Anunoby step out-of-bounds TURNOVER (1 TO),[1628384],1610612752.0,NYK,step,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right,1626300.0,,,,,,,,,,,1.0,,,,,,,,
93,PT05M15.00S,2025-01-16T00:29:29.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,28.728646517739815,75.0,1610612755,11,18,2025-01-16T00:29:35Z,910000,False,-125.0,218.0,1,left,MISS G. Yabusele 25' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,25.09,Missed,,,,,,,,,,,,,
94,PT05M12.00S,2025-01-16T00:29:31.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,11,18,2025-01-16T00:29:31Z,920000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,93.0,3.0,3.0,0.0,,,,,,,,,
