actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
382,PT09M06.00S,2024-11-28T01:26:26.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,28.827201051248352,19.362745098039213,1610612745,59,66,2024-11-28T01:26:33Z,3800000,False,153.0,218.0,1,left,F. VanVleet 26' 3PT running (11 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.69,Made,,,,,11.0,,,,,,J. Green,1630224.0,1.0,,,,,
384,PT09M05.00S,2024-11-28T01:26:39.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,59,66,2024-11-28T01:26:39Z,3820000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M54.00S,2024-11-28T01:29:32.0Z,3,REGULAR,3pt,Jump Shot,[],1627824,67.85479632063075,41.666666666666664,1610612755,59,66,2024-11-28T01:29:40Z,3830000,False,-42.0,250.0,1,right,MISS G. Yabusele 25' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
386,PT08M50.00S,2024-11-28T01:29:36.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,59,66,2024-11-28T01:29:40Z,3840000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,385.0,,,,,,,,,,,,,,,,,
388,PT08M42.00S,2024-11-28T01:29:58.3Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612745,59,66,2024-11-28T01:30:02Z,3860000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Green 2 FT),"[1626162, 1630224]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Green,1630224.0
390,PT08M42.00S,2024-11-28T01:30:23.9Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,59,67,2024-11-28T01:30:23Z,3880000,False,,,0,,J. Green Free Throw 1 of 2 (26 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
391,PT08M42.00S,2024-11-28T01:30:37.6Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,59,68,2024-11-28T01:30:37Z,3890000,False,,,0,,J. Green Free Throw 2 of 2 (27 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
392,PT08M30.00S,2024-11-28T01:30:54.3Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612755,59,68,2024-11-28T01:31:19Z,3900000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Drummond 2 FT),"[1631095, 203083]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Drummond,203083.0
394,PT08M30.00S,2024-11-28T01:31:20.7Z,3,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,60,68,2024-11-28T01:31:20Z,3920000,False,,,0,,A. Drummond Free Throw 1 of 2 (1 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
395,PT08M30.00S,2024-11-28T01:31:36.5Z,3,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,61,68,2024-11-28T01:31:36Z,3930000,False,,,0,,A. Drummond Free Throw 2 of 2 (2 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
396,PT08M17.00S,2024-11-28T01:31:52.6Z,3,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612745,61,68,2024-11-28T01:32:00Z,3940000,False,,,0,,G. Yabusele shooting personal FOUL (2 PF) (Sengun 2 FT),"[1627824, 1630578]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Sengun,1630578.0
398,PT08M17.00S,2024-11-28T01:32:19.8Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,61,69,2024-11-28T01:32:40Z,3960000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
399,PT08M17.00S,2024-11-28T01:32:19.8Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,61,69,2024-11-28T01:32:40Z,3970000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
400,PT08M14.00S,2024-11-28T01:32:22.8Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,61,69,2024-11-28T01:32:40Z,3980000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,399.0,3.0,3.0,0.0,,,,,,,,,,,,,,
401,PT07M50.00S,2024-11-28T01:33:02.2Z,3,REGULAR,turnover,lost ball,[],1627824,,,1610612755,61,69,2024-11-28T01:33:05Z,3990000,False,,,0,,G. Yabusele lost ball TURNOVER (2 TO),"[1627824, 1630578]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Sengun,1630578.0,,,,,,,,
402,PT07M50.00S,2024-11-28T01:33:02.2Z,3,REGULAR,steal,,[],1630578,,,1610612745,61,69,2024-11-28T01:33:03Z,4000000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
429,PT07M48.00S,2024-11-28T01:33:04.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,6.8823915900131425,48.0392156862745,1610612745,61,69,2024-11-28T01:38:41Z,4005000,False,10.0,12.0,1,left,MISS J. Green running finger roll Layup,[1630224],1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
430,PT07M48.00S,2024-11-28T01:33:04.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,61,69,2024-11-28T01:36:34Z,4007500,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,429.0,,,,,,,,,,,,,,,,,
403,PT07M47.00S,2024-11-28T01:33:06.6Z,3,REGULAR,turnover,traveling,[],1630224,,,1610612745,61,69,2024-11-28T01:34:17Z,4010000,False,,,0,,J. Green traveling TURNOVER (1 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,1627534.0,,,,
404,PT07M31.00S,2024-11-28T01:33:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,92.95335085413929,50.98039215686275,1610612755,61,69,2024-11-28T01:33:40Z,4020000,False,5.0,14.0,1,right,MISS A. Drummond Layup - blocked,"[203083, 1628415]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,Brooks,1628415.0,,,,,,,,,,,
405,PT07M31.00S,2024-11-28T01:33:36.0Z,3,REGULAR,block,,[],1628415,,,1610612755,61,69,2024-11-28T01:33:38Z,4030000,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT07M27.00S,2024-11-28T01:33:40.0Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,61,69,2024-11-28T01:33:40Z,4040000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,404.0,4.0,4.0,0.0,,,,,,,,,,,,,,
407,PT07M23.00S,2024-11-28T01:33:44.1Z,3,REGULAR,turnover,bad pass,[],1628415,,,1610612745,61,69,2024-11-28T01:33:48Z,4050000,False,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 203083]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,,,,,,,2.0,Drummond,203083.0,,,,,,,,
408,PT07M23.00S,2024-11-28T01:33:44.1Z,3,REGULAR,steal,,[],203083,,,1610612755,61,69,2024-11-28T01:33:46Z,4060000,False,,,0,,A. Drummond STEAL (2 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
409,PT07M18.00S,2024-11-28T01:33:49.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203083,93.34756898817345,52.205882352941174,1610612755,63,69,2024-11-28T01:33:57Z,4070000,False,11.0,10.0,1,right,A. Drummond running DUNK (4 PTS),[203083],1610612755.0,PHI,running,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,4.0,,,,,,,,,,,,,
410,PT07M04.00S,2024-11-28T01:34:02.4Z,3,REGULAR,3pt,Jump Shot,[],1627832,35.66031537450722,52.450980392156865,1610612745,63,69,2024-11-28T01:34:07Z,4080000,False,-12.0,283.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,28.3,Missed,,,,,,,,,,,,,,,,,,
411,PT07M01.00S,2024-11-28T01:34:05.4Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,63,69,2024-11-28T01:34:07Z,4090000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,410.0,5.0,4.0,1.0,,,,,,,,,,,,,,
412,PT06M57.00S,2024-11-28T01:34:09.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,30.66688567674113,25.490196078431367,1610612745,63,69,2024-11-28T01:34:16Z,4100000,False,123.0,236.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
413,PT06M53.00S,2024-11-28T01:34:13.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,63,69,2024-11-28T01:34:16Z,4110000,False,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,412.0,7.0,5.0,2.0,,,,,,,,,,,,,,
415,PT06M31.00S,2024-11-28T01:34:54.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,76.39618922470433,93.62745098039215,1610612755,63,69,2024-11-28T01:35:02Z,4130000,False,218.0,169.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
416,PT06M26.00S,2024-11-28T01:34:59.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,63,69,2024-11-28T01:35:02Z,4140000,False,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,415.0,8.0,5.0,3.0,,,,,,,,,,,,,,
417,PT06M26.00S,2024-11-28T01:34:59.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612755,65,69,2024-11-28T01:43:49Z,4150000,False,0.0,0.0,1,right,A. Drummond putback Layup (6 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
418,PT06M14.00S,2024-11-28T01:35:10.9Z,3,REGULAR,3pt,Jump Shot,[],1630224,35.528909329829176,51.71568627450981,1610612745,65,72,2024-11-28T01:35:15Z,4160000,False,-9.0,281.0,1,left,J. Green 28' 3PT pullup (30 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,28.16,Made,,,,,30.0,,,,,,,,,,,,,
420,PT06M05.00S,2024-11-28T01:35:30.4Z,3,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612755,65,72,2024-11-28T01:35:36Z,4180000,False,,,0,,J. Green shooting personal FOUL (1 PF) (McCain 2 FT),"[1630224, 1642272]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,McCain,1642272.0
422,PT06M05.00S,2024-11-28T01:35:47.6Z,3,REGULAR,freethrow,1 of 2,[],1642272,,,1610612755,65,72,2024-11-28T01:35:47Z,4200000,False,,,0,,MISS J. McCain Free Throw 1 of 2,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
423,PT06M05.00S,2024-11-28T01:35:47.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,65,72,2024-11-28T01:35:47Z,4210000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,,,,
424,PT06M05.00S,2024-11-28T01:35:50.5Z,3,REGULAR,substitution,out,[],1627824,,,1610612755,65,72,2024-11-28T01:35:55Z,4220000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M05.00S,2024-11-28T01:35:50.5Z,3,REGULAR,substitution,out,[],1627832,,,1610612755,65,72,2024-11-28T01:35:55Z,4230000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M05.00S,2024-11-28T01:35:50.5Z,3,REGULAR,substitution,in,[],1630231,,,1610612755,65,72,2024-11-28T01:35:55Z,4240000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M05.00S,2024-11-28T01:35:50.5Z,3,REGULAR,substitution,in,[],1641708,,,1610612755,65,72,2024-11-28T01:35:55Z,4250000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M05.00S,2024-11-28T01:36:10.0Z,3,REGULAR,freethrow,2 of 2,[],1642272,,,1610612755,66,72,2024-11-28T01:36:10Z,4260000,False,,,0,,J. McCain Free Throw 2 of 2 (11 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
431,PT05M51.00S,2024-11-28T01:36:28.1Z,3,REGULAR,turnover,out-of-bounds,[],1641708,,,1610612745,66,72,2024-11-28T01:36:46Z,4270000,False,,,0,,A. Thompson lost ball out-of-bounds TURNOVER (3 TO),[1641708],1610612745.0,HOU,lost ball,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,,,,,,1627534.0,,,,
432,PT05M51.00S,2024-11-28T01:36:35.0Z,3,REGULAR,substitution,out,[],1642272,,,1610612755,66,72,2024-11-28T01:36:38Z,4280000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M51.00S,2024-11-28T01:36:35.0Z,3,REGULAR,substitution,in,[],1641741,,,1610612755,66,72,2024-11-28T01:36:38Z,4290000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M31.00S,2024-11-28T01:37:00.4Z,3,REGULAR,turnover,out-of-bounds,[],203083,,,1610612755,66,72,2024-11-28T01:37:16Z,4300000,False,,,0,,A. Drummond bad pass out-of-bounds TURNOVER (1 TO),[203083],1610612755.0,PHI,bad pass,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,,,,1627534.0,,,,
435,PT05M08.00S,2024-11-28T01:37:32.7Z,3,REGULAR,turnover,bad pass,[],1630224,,,1610612745,66,72,2024-11-28T01:37:37Z,4310000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 1630178]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,2.0,Maxey,1630178.0,,,,,,,,
436,PT05M08.00S,2024-11-28T01:37:32.7Z,3,REGULAR,steal,,[],1630178,,,1610612755,66,72,2024-11-28T01:37:34Z,4320000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
438,PT05M02.00S,2024-11-28T01:37:37.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630178,91.24507227332458,48.28431372549019,1610612755,68,72,2024-11-28T01:37:43Z,4340000,False,-9.0,30.0,1,right,T. Maxey running finger roll Layup (16 PTS),[1630178],1610612755.0,PHI,running finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,16.0,,,,,,,,,,,,,
439,PT04M49.00S,2024-11-28T01:37:53.4Z,3,REGULAR,foul,personal,[],1630231,,,1610612745,68,72,2024-11-28T01:37:59Z,4350000,False,,,0,,K. Martin personal FOUL (3 PF),"[1630231, 1631095]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1629178.0,3.0,0.0,Smith Jr.,1631095.0
441,PT04M49.00S,2024-11-28T01:38:03.3Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,68,72,2024-11-28T01:38:08Z,4370000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M49.00S,2024-11-28T01:38:03.3Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,68,72,2024-11-28T01:38:08Z,4380000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M42.00S,2024-11-28T01:38:24.5Z,3,REGULAR,3pt,Jump Shot,[],1631095,34.74047306176085,53.92156862745098,1610612745,68,75,2024-11-28T01:38:29Z,4390000,False,-20.0,274.0,1,left,J. Smith Jr. 27' 3PT  (8 PTS) (J. Green 2 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.48,Made,,,,,8.0,,,,,,J. Green,1630224.0,2.0,,,,,
445,PT04M21.00S,2024-11-28T01:38:44.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,70.87713534822602,81.61764705882354,1610612755,71,75,2024-11-28T01:46:30Z,4410000,False,158.0,221.0,1,right,T. Maxey 27' 3PT step back (19 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.2,Made,,,,,19.0,,,,,,,,,,,,,
446,PT04M04.00S,2024-11-28T01:39:02.0Z,3,REGULAR,3pt,Jump Shot,[],1631106,28.695795006570307,79.16666666666666,1610612745,71,75,2024-11-28T01:39:07Z,4420000,False,-146.0,217.0,1,left,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
447,PT04M01.00S,2024-11-28T01:39:05.0Z,3,REGULAR,rebound,defensive,[],1641741,,,1610612755,71,75,2024-11-28T01:39:07Z,4430000,False,,,0,,R. Council IV REBOUND (Off:1 Def:7),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,,,446.0,8.0,7.0,1.0,,,,,,,,,,,,,,
448,PT03M52.00S,2024-11-28T01:39:14.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,69.1688567674113,31.127450980392155,1610612755,74,75,2024-11-28T01:39:31Z,4440000,False,-94.0,237.0,1,right,T. Maxey 25' 3PT step back (22 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.54,Made,,,,,22.0,,,,,,,,,,,,,
449,PT03M35.00S,2024-11-28T01:39:30.9Z,3,REGULAR,3pt,Jump Shot,[],1628415,33.952036793692514,34.803921568627445,1610612745,74,75,2024-11-28T01:39:36Z,4450000,False,76.0,267.0,1,left,MISS D. Brooks 27' pullup 3PT,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,27.72,Missed,,,,,,,,,,,,,,,,,,
450,PT03M31.00S,2024-11-28T01:39:34.9Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,74,75,2024-11-28T01:39:36Z,4460000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,449.0,4.0,3.0,1.0,,,,,,,,,,,,,,
451,PT03M15.00S,2024-11-28T01:39:50.7Z,3,REGULAR,2pt,Jump Shot,[],1630178,95.71287779237845,24.264705882352942,1610612755,74,75,2024-11-28T01:40:00Z,4470000,False,-129.0,-12.0,1,right,MISS T. Maxey 12' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,12.93,Missed,,,,,,,,,,,,,,,,,,
452,PT03M09.00S,2024-11-28T01:39:56.7Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,74,75,2024-11-28T01:40:00Z,4480000,False,,,0,,T. Eason REBOUND (Off:3 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,451.0,5.0,2.0,3.0,,,,,,,,,,,,,,
453,PT03M06.00S,2024-11-28T01:39:59.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,7.276609724047319,50.245098039215684,1610612745,74,77,2024-11-28T01:40:07Z,4490000,False,-1.0,16.0,1,left,J. Green running DUNK (32 PTS) (T. Eason 2 AST),"[1630224, 1631106]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,32.0,,,,,,T. Eason,1631106.0,2.0,,,,,
455,PT02M58.00S,2024-11-28T01:40:12.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,74,77,2024-11-28T01:40:12Z,4510000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,out,[],203083,,,1610612755,74,77,2024-11-28T01:43:14Z,4520000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,out,[],1626162,,,1610612755,74,77,2024-11-28T01:43:14Z,4530000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,out,[],1628415,,,1610612755,74,77,2024-11-28T01:43:14Z,4540000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,in,[],1642272,,,1610612755,74,77,2024-11-28T01:43:14Z,4550000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,in,[],1627824,,,1610612755,74,77,2024-11-28T01:43:14Z,4560000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M58.00S,2024-11-28T01:42:57.6Z,3,REGULAR,substitution,in,[],1627832,,,1610612755,74,77,2024-11-28T01:43:14Z,4570000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M43.00S,2024-11-28T01:43:36.1Z,3,REGULAR,3pt,Jump Shot,[],1641741,73.37385019710908,21.32352941176471,1610612755,77,77,2024-11-28T01:43:44Z,4580000,False,-143.0,198.0,1,right,R. Council IV 24' 3PT step back (7 PTS) (J. McCain 1 AST),"[1641741, 1642272]",1610612755.0,PHI,step back,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,24.43,Made,,,,,7.0,,,,,,J. McCain,1642272.0,1.0,,,,,
467,PT02M28.00S,2024-11-28T01:43:49.3Z,3,REGULAR,turnover,lost ball,[],1630224,,,1610612745,77,77,2024-11-28T03:56:43Z,4600000,False,,,0,,J. Green lost ball TURNOVER (3 TO),"[1630224, 1641741]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,Council IV,1641741.0,,,,,,,,
468,PT02M28.00S,2024-11-28T01:43:49.3Z,3,REGULAR,steal,,[],1641741,,,1610612755,77,77,2024-11-28T01:43:50Z,4610000,False,,,0,,R. Council IV STEAL (1 STL),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
