actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M22.00S,2025-02-01T00:46:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,3,6,2025-02-01T00:46:17Z,200000,False,0.0,0.0,1,right,N. Jokić putback Layup (2 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2025-02-01T00:46:19.2Z,1,REGULAR,foul,personal,['1freethrow'],1642348,,,1610612743,3,6,2025-02-01T00:46:24Z,210000,False,,,0,,J. Edwards shooting personal FOUL (1 PF) (Jokić 1 FT),"[1642348, 203999]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Jokić,203999.0,,
23,PT10M22.00S,2025-02-01T00:46:52.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,3,6,2025-02-01T00:46:55Z,230000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M19.00S,2025-02-01T00:46:55.8Z,1,REGULAR,rebound,defensive,[],1642348,,,1610612755,3,6,2025-02-01T00:46:55Z,240000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M13.00S,2025-02-01T00:46:59.9Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,3,6,2025-02-01T00:47:04Z,250000,False,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 201566]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,3.0,Westbrook,201566.0,,,,,,,,,,,,,,
26,PT10M13.00S,2025-02-01T00:46:59.9Z,1,REGULAR,steal,,[],201566,,,1610612743,3,6,2025-02-01T00:47:02Z,260000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT10M10.00S,2025-02-01T00:47:03.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627750,93.9060446780552,48.529411764705884,1610612743,3,8,2025-02-01T01:00:17Z,270000,False,-7.0,5.0,1,right,J. Murray alley-oop DUNK (4 PTS) (R. Westbrook 1 AST),"[1627750, 201566]",1610612743.0,DEN,alley-oop,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.88,Made,4.0,,,,,,,,R. Westbrook,201566.0,1.0,,,,,,,
29,PT09M52.00S,2025-02-01T00:47:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.61957950065703,66.66666666666666,1610612755,3,8,2025-02-01T00:47:26Z,290000,False,-83.0,245.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
30,PT09M48.00S,2025-02-01T00:47:25.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,8,2025-02-01T00:47:26Z,300000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT09M47.00S,2025-02-01T00:47:26.5Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,3,8,2025-02-01T00:47:30Z,310000,False,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1630178]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,1.0,Maxey,1630178.0,,,,,,,,,,,,,,
32,PT09M47.00S,2025-02-01T00:47:26.5Z,1,REGULAR,steal,,[],1630178,,,1610612755,3,8,2025-02-01T00:47:28Z,320000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2025-02-01T00:47:30.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,29.517082785808146,17.647058823529413,1610612755,6,8,2025-02-01T00:47:40Z,330000,False,162.0,225.0,1,left,T. Maxey 27' 3PT running pullup (3 PTS),[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.71,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2025-02-01T00:47:55.4Z,1,REGULAR,foul,personal,['2freethrow'],201569,,,1610612743,6,8,2025-02-01T00:48:07Z,340000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Gordon 2 FT),"[201569, 203932]",1610612755.0,PHI,shooting,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,200833.0,1.0,0.0,Gordon,203932.0,,
36,PT09M21.00S,2025-02-01T00:48:24.1Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,6,9,2025-02-01T00:48:24Z,360000,False,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
37,PT09M21.00S,2025-02-01T00:48:37.0Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,6,10,2025-02-01T00:48:37Z,370000,False,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2025-02-01T00:49:01.8Z,1,REGULAR,2pt,Jump Shot,[],1642348,4.681340341655716,67.8921568627451,1610612755,6,10,2025-02-01T00:49:07Z,380000,False,-89.0,-8.0,1,left,MISS J. Edwards 8' pullup Shot,[1642348],1610612755.0,PHI,pullup,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,8.99,Missed,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2025-02-01T00:49:03.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,6,10,2025-02-01T00:49:07Z,390000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M50.00S,2025-02-01T00:49:09.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,72.09264126149803,13.480392156862745,1610612743,6,10,2025-02-01T00:49:15Z,400000,False,-183.0,210.0,1,right,MISS J. Murray 27' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
41,PT08M47.00S,2025-02-01T00:49:12.6Z,1,REGULAR,rebound,defensive,[],1642348,,,1610612755,6,10,2025-02-01T00:49:15Z,410000,False,,,0,,J. Edwards REBOUND (Off:0 Def:2),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,
42,PT08M37.00S,2025-02-01T00:49:23.1Z,1,REGULAR,2pt,Jump Shot,[],1630178,24.26084099868594,54.90196078431373,1610612755,6,10,2025-02-01T00:49:27Z,420000,False,-25.0,176.0,1,left,MISS T. Maxey 17' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,17.73,Missed,,,,,,,,,,,,,,,,,,
43,PT08M33.00S,2025-02-01T00:49:27.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,10,2025-02-01T00:49:27Z,430000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,
44,PT08M22.00S,2025-02-01T00:49:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.64323258869908,53.92156862745098,1610612743,6,12,2025-02-01T00:49:40Z,440000,False,20.0,7.0,1,right,N. Jokić cutting Layup (4 PTS) (R. Westbrook 2 AST),"[203999, 201566]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,R. Westbrook,201566.0,2.0,,,,,,,
46,PT08M02.00S,2025-02-01T00:49:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630178,19.267411300919843,31.372549019607842,1610612755,6,12,2025-02-01T00:50:01Z,460000,False,93.0,129.0,1,left,MISS T. Maxey 15' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,15.88,Missed,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2025-02-01T00:50:00.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,12,2025-02-01T00:50:01Z,470000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
48,PT07M43.00S,2025-02-01T00:50:15.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.77463863337714,49.754901960784316,1610612743,6,14,2025-02-01T00:50:20Z,480000,False,-1.0,6.0,1,right,A. Gordon cutting DUNK (4 PTS) (N. Jokić 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,,,,,,,,N. Jokić,203999.0,2.0,,,,,,,
50,PT07M35.00S,2025-02-01T00:50:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,6,14,2025-02-01T00:50:33Z,500000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2025-02-01T00:54:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.652431011826544,52.69607843137255,1610612755,8,14,2025-02-01T00:54:12Z,510000,False,-13.0,10.0,1,left,E. Gordon driving finger roll Layup (2 PTS) (K. Oubre Jr. 1 AST),"[201569, 1626162]",1610612755.0,PHI,driving finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,1.68,Made,2.0,,,,,,,,K. Oubre Jr.,1626162.0,1.0,,,,,,,
53,PT07M04.00S,2025-02-01T00:54:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.11760840998686,47.794117647058826,1610612743,8,16,2025-02-01T00:54:27Z,530000,False,-11.0,12.0,1,right,J. Murray Layup (6 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.64,Made,6.0,,,,,,,,N. Jokić,203999.0,3.0,,,,,,,
55,PT06M53.00S,2025-02-01T00:54:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,4.5499342969776615,47.05882352941176,1610612755,10,16,2025-02-01T00:54:39Z,550000,False,15.0,-10.0,1,left,T. Maxey driving finger roll Layup (5 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.76,Made,5.0,,,,,,,,,,,,,,,,,
56,PT06M40.00S,2025-02-01T00:54:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,86.5473061760841,47.549019607843135,1610612743,10,18,2025-02-01T00:54:51Z,560000,False,-12.0,74.0,1,right,J. Murray 7' floating Jump Shot (8 PTS) (N. Jokić 4 AST),"[1627750, 203999]",1610612743.0,DEN,floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,8.0,,,,,,,,N. Jokić,203999.0,4.0,,,,,,,
58,PT06M25.00S,2025-02-01T00:55:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,5.995400788436268,46.568627450980394,1610612755,12,18,2025-02-01T00:55:06Z,580000,False,17.0,4.0,1,left,K. Oubre Jr. driving finger roll Layup (2 PTS),[1626162],1610612755.0,PHI,driving finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
59,PT06M13.00S,2025-02-01T00:55:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.75229960578186,49.754901960784316,1610612743,12,20,2025-02-01T00:55:21Z,590000,False,-1.0,34.0,1,right,N. Jokić floating Jump Shot (6 PTS) (R. Westbrook 3 AST),"[203999, 201566]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.44,Made,6.0,,,,,,,,R. Westbrook,201566.0,3.0,,,,,,,
62,PT06M13.00S,2025-02-01T00:55:32.2Z,1,REGULAR,foul,personal,['1freethrow'],1627824,,,1610612743,12,20,2025-02-01T00:55:38Z,620000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Jokić 1 FT),"[1627824, 203999]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202053.0,1.0,0.0,Jokić,203999.0,,
64,PT06M13.00S,2025-02-01T00:55:44.6Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,12,21,2025-02-01T00:55:44Z,640000,False,,,0,,N. Jokić Free Throw 1 of 1 (7 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
65,PT06M05.00S,2025-02-01T00:55:56.8Z,1,REGULAR,foul,personal,[],1627750,,,1610612755,12,21,2025-02-01T00:56:03Z,650000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1630178]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Maxey,1630178.0,,
67,PT05M54.00S,2025-02-01T00:56:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,7.703679369250986,42.40196078431372,1610612755,12,21,2025-02-01T00:57:16Z,670000,False,38.0,20.0,1,left,MISS J. Edwards reverse Layup,[1642348],1610612755.0,PHI,reverse,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
68,PT05M52.00S,2025-02-01T00:56:31.6Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,21,2025-02-01T00:56:33Z,680000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,
69,PT05M41.00S,2025-02-01T00:56:42.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,72.09264126149803,15.931372549019606,1610612743,12,21,2025-02-01T00:56:46Z,690000,False,-170.0,210.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2025-02-01T00:56:45.0Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,12,21,2025-02-01T00:56:46Z,700000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT05M32.00S,2025-02-01T00:56:50.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,25.969119579500656,9.803921568627452,1610612755,15,21,2025-02-01T00:58:13Z,710000,False,201.0,192.0,1,left,E. Gordon 27' 3PT running (5 PTS) (J. Edwards 1 AST),"[201569, 1642348]",1610612755.0,PHI,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,27.77,Made,5.0,,,,,,,,J. Edwards,1642348.0,1.0,,,,,,,
73,PT05M16.00S,2025-02-01T00:57:07.6Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,15,21,2025-02-01T00:57:15Z,730000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 201569]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,1.0,Gordon,201569.0,,,,,,,,,,,,,,
74,PT05M16.00S,2025-02-01T00:57:07.6Z,1,REGULAR,steal,,[],201569,,,1610612755,15,21,2025-02-01T00:57:10Z,740000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
75,PT05M13.00S,2025-02-01T00:57:14.2Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612755,15,21,2025-02-01T00:57:21Z,750000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[201566, 1626162]",1610612743.0,DEN,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202053.0,1.0,0.0,Oubre Jr.,1626162.0,,
77,PT05M13.00S,2025-02-01T00:57:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,21,2025-02-01T00:57:35Z,770000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2025-02-01T01:00:10.8Z,1,REGULAR,substitution,out,[],203932,,,1610612755,15,21,2025-02-01T01:00:46Z,780000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M13.00S,2025-02-01T01:00:10.8Z,1,REGULAR,substitution,out,[],1627750,,,1610612755,15,21,2025-02-01T01:00:46Z,790000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M13.00S,2025-02-01T01:00:10.8Z,1,REGULAR,substitution,in,[],1631128,,,1610612755,15,21,2025-02-01T01:00:46Z,800000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M13.00S,2025-02-01T01:00:10.8Z,1,REGULAR,substitution,in,[],1631212,,,1610612755,15,21,2025-02-01T01:00:46Z,810000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2025-02-01T01:00:58.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626162,,,1610612755,16,21,2025-02-01T01:00:58Z,820000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
83,PT05M13.00S,2025-02-01T01:01:18.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626162,,,1610612755,17,21,2025-02-01T01:01:18Z,830000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
84,PT04M54.00S,2025-02-01T01:01:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,66.44218134034165,40.68627450980392,1610612743,17,24,2025-02-01T01:01:42Z,840000,False,-47.0,263.0,1,right,M. Porter Jr. 26' 3PT  (5 PTS) (N. Jokić 5 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.7,Made,5.0,,,,,,,,N. Jokić,203999.0,5.0,,,,,,,
86,PT04M28.00S,2025-02-01T01:02:04.8Z,1,REGULAR,3pt,Jump Shot,[],1627824,6.1268068331143235,2.941176470588235,1610612755,17,24,2025-02-01T01:02:08Z,860000,False,235.0,5.0,1,left,MISS G. Yabusele 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
