actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
26,PT08M42.00S,2025-03-14T23:14:27.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.93495400788436,62.00980392156863,1610612754,4,7,2025-03-14T23:14:31Z,260000,False,60.0,258.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,26.52,Missed,,,,,,,,,,,,,
27,PT08M40.00S,2025-03-14T23:14:29.2Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,4,7,2025-03-14T23:14:31Z,270000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,
28,PT08M33.00S,2025-03-14T23:14:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,14.50394218134035,50.98039215686275,1610612755,6,7,2025-03-14T23:17:30Z,280000,False,-5.0,84.0,1,left,J. Butler 8' driving floating Jump Shot (2 PTS),[1630215],1610612755.0,PHI,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.39,Made,,,,,2.0,,,,,,,,
29,PT08M24.00S,2025-03-14T23:14:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629614,84.01773981603154,97.54901960784314,1610612754,6,10,2025-03-14T23:14:51Z,290000,False,238.0,98.0,1,right,A. Nembhard 25' 3PT  (3 PTS) (P. Siakam 2 AST),"[1629614, 1627783]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,25.7,Made,,,,,3.0,P. Siakam,1627783.0,2.0,,,,,
31,PT07M59.00S,2025-03-14T23:15:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,17.65768725361366,44.36274509803921,1610612755,8,10,2025-03-14T23:15:16Z,310000,False,28.0,113.0,1,left,R. Council IV 11' turnaround Jump Shot (2 PTS),[1641741],1610612755.0,PHI,turnaround,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.7,Made,,,,,2.0,,,,,,,,
32,PT07M42.00S,2025-03-14T23:15:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629614,74.55650459921156,91.66666666666667,1610612754,8,10,2025-03-14T23:19:17Z,320000,False,208.0,187.0,1,right,MISS A. Nembhard 27' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,27.97,Missed,,,,,,,,,,,,,
33,PT07M40.00S,2025-03-14T23:15:30.5Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,8,10,2025-03-14T23:15:34Z,330000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,
34,PT07M29.00S,2025-03-14T23:15:40.8Z,1,REGULAR,3pt,Jump Shot,[],1641741,26.856110381077528,12.009803921568633,1610612755,11,10,2025-03-14T23:15:46Z,340000,False,190.0,200.0,1,left,R. Council IV 27' 3PT  (5 PTS) (J. Butler 2 AST),"[1641741, 1630215]",1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,,,,27.58,Made,,,,,5.0,J. Butler,1630215.0,2.0,,,,,
37,PT07M10.00S,2025-03-14T23:16:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,85.85742444152432,51.470588235294116,1610612754,11,10,2025-03-14T23:20:29Z,370000,False,7.0,80.0,1,right,MISS M. Turner 8' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.07,Missed,,,,,,,,,,,,,
38,PT07M07.00S,2025-03-14T23:16:16.5Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,11,10,2025-03-14T23:16:18Z,380000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:4),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,37.0,4.0,4.0,0.0,,,,,,,,,
39,PT07M00.00S,2025-03-14T23:16:22.7Z,1,REGULAR,3pt,Jump Shot,[],1641741,28.43298291721419,17.892156862745097,1610612755,11,10,2025-03-14T23:16:45Z,390000,False,161.0,215.0,1,left,MISS R. Council IV 26' 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,,,,26.81,Missed,,,,,,,,,,,,,
40,PT06M59.00S,2025-03-14T23:16:23.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,11,10,2025-03-14T23:22:43Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,39.0,,,,,,,,,,,,
41,PT06M58.00S,2025-03-14T23:16:29.6Z,1,REGULAR,foul,personal,[],1641737,,,1610612754,11,10,2025-03-14T23:22:47Z,410000,False,,,0,,A. Bona loose ball personal FOUL (1 PF),"[1641737, 1626167]",1610612755.0,PHI,loose ball,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
43,PT06M58.00S,2025-03-14T23:16:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,10,2025-03-14T23:16:55Z,430000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT06M37.00S,2025-03-14T23:19:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,68.11760840998686,78.67647058823529,1610612754,11,10,2025-03-14T23:19:59Z,440000,False,143.0,247.0,1,right,MISS A. Nembhard 28' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,28.58,Missed,,,,,,,,,,,,,
45,PT06M35.00S,2025-03-14T23:19:54.0Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,11,10,2025-03-14T23:19:59Z,450000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,
46,PT06M20.00S,2025-03-14T23:20:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630215,30.009855453350852,83.82352941176471,1610612755,14,10,2025-03-14T23:22:44Z,460000,False,-169.0,230.0,1,left,J. Butler 28' 3PT pullup (5 PTS) (J. Dowtin Jr. 1 AST),"[1630215, 1630288]",1610612755.0,PHI,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,28.52,Made,,,,,5.0,J. Dowtin Jr.,1630288.0,1.0,,,,,
48,PT06M03.00S,2025-03-14T23:20:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,94.66162943495401,54.16666666666667,1610612754,14,10,2025-03-14T23:23:10Z,480000,False,21.0,-2.0,1,right,MISS P. Siakam driving floating bank Shot,[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,2.09,Missed,,,,,,,,,,,,,
49,PT06M02.00S,2025-03-14T23:20:27.1Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,14,10,2025-03-14T23:20:27Z,490000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,
50,PT05M58.00S,2025-03-14T23:20:31.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,69.03745072273324,21.32352941176471,1610612754,14,10,2025-03-14T23:20:37Z,500000,False,-143.0,239.0,1,right,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,27.83,Missed,,,,,,,,,,,,,
51,PT05M55.00S,2025-03-14T23:20:34.3Z,1,REGULAR,rebound,defensive,[],1630288,,,1610612755,14,10,2025-03-14T23:20:37Z,510000,False,,,0,,J. Dowtin Jr. REBOUND (Off:0 Def:1),[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,
52,PT05M50.00S,2025-03-14T23:20:40.4Z,1,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612755,14,10,2025-03-14T23:20:47Z,520000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[1630215],1610612755.0,PHI,bad pass,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,1627964.0,,,,,,,,,,,,,,,1.0,,,,
53,PT05M50.00S,2025-03-14T23:20:43.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,14,10,2025-03-14T23:20:49Z,530000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT05M50.00S,2025-03-14T23:20:43.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,14,10,2025-03-14T23:20:49Z,540000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT05M38.00S,2025-03-14T23:21:04.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,84.28055190538765,54.411764705882355,1610612754,14,10,2025-03-14T23:24:21Z,550000,False,22.0,95.0,1,right,MISS M. Turner 9' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.78,Missed,,,,,,,,,,,,,
56,PT05M35.00S,2025-03-14T23:21:07.1Z,1,REGULAR,rebound,defensive,[],1630288,,,1610612755,14,10,2025-03-14T23:21:09Z,560000,False,,,0,,J. Dowtin Jr. REBOUND (Off:0 Def:2),[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,
57,PT05M18.00S,2025-03-14T23:21:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612755,14,10,2025-03-14T23:21:39Z,570000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1629614, 1627824]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Yabusele,1627824.0,,,,,,,,,,,,,,,
59,PT05M18.00S,2025-03-14T23:21:56.6Z,1,REGULAR,freethrow,1 of 2,[],1627824,,,1610612755,15,10,2025-03-14T23:21:56Z,590000,False,,,0,,G. Yabusele Free Throw 1 of 2 (1 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
60,PT05M18.00S,2025-03-14T23:22:08.0Z,1,REGULAR,substitution,out,[],1630215,,,1610612755,15,10,2025-03-14T23:22:15Z,600000,False,,,0,,SUB out: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M18.00S,2025-03-14T23:22:08.0Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,15,10,2025-03-14T23:22:15Z,610000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M18.00S,2025-03-14T23:22:08.0Z,1,REGULAR,substitution,in,[],1641720,,,1610612755,15,10,2025-03-14T23:22:15Z,620000,False,,,0,,SUB in: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M18.00S,2025-03-14T23:22:08.0Z,1,REGULAR,substitution,in,[],1642024,,,1610612755,15,10,2025-03-14T23:22:15Z,630000,False,,,0,,SUB in: A. Reese,[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M18.00S,2025-03-14T23:22:35.1Z,1,REGULAR,freethrow,2 of 2,[],1627824,,,1610612755,16,10,2025-03-14T23:22:35Z,640000,False,,,0,,G. Yabusele Free Throw 2 of 2 (2 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
65,PT04M54.00S,2025-03-14T23:22:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,94.3988173455979,59.068627450980394,1610612754,16,10,2025-03-14T23:25:32Z,650000,False,45.0,0.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.53,Missed,,,,,,,,,,,,,
66,PT04M52.00S,2025-03-14T23:23:01.7Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,16,10,2025-03-14T23:23:04Z,660000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:5),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,65.0,5.0,5.0,0.0,,,,,,,,,
67,PT04M34.00S,2025-03-14T23:23:19.8Z,1,REGULAR,3pt,Jump Shot,[],1641720,35.39750328515112,42.64705882352941,1610612755,16,10,2025-03-14T23:23:25Z,670000,False,37.0,280.0,1,left,MISS J. Hood-Schifino 28' 3PT,[1641720],1610612755.0,PHI,,,,Hood-Schifino,J. Hood-Schifino,,,,,Above the Break 3,24+ Center,,,,,,28.26,Missed,,,,,,,,,,,,,
68,PT04M31.00S,2025-03-14T23:23:22.8Z,1,REGULAR,rebound,offensive,[],1630288,,,1610612755,16,10,2025-03-14T23:23:25Z,680000,False,,,0,,J. Dowtin Jr. REBOUND (Off:1 Def:2),[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,,
69,PT04M24.00S,2025-03-14T23:23:30.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630288,12.532851511169525,46.568627450980394,1610612755,18,10,2025-03-14T23:23:36Z,690000,False,17.0,65.0,1,left,J. Dowtin Jr. 6' turnaround fadeaway Jump Shot (6 PTS),[1630288],1610612755.0,PHI,turnaround fadeaway,,,Dowtin Jr.,J. Dowtin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.75,Made,,,,,6.0,,,,,,,,
70,PT04M06.00S,2025-03-14T23:23:48.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,92.95335085413929,49.754901960784316,1610612754,18,10,2025-03-14T23:26:42Z,700000,False,-1.0,14.0,1,right,MISS M. Turner DUNK - blocked,"[1626167, 1642024]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,1.38,Missed,,,,,,,,,,Reese,1642024.0,,
71,PT04M06.00S,2025-03-14T23:23:48.0Z,1,REGULAR,block,,[],1642024,,,1610612754,18,10,2025-03-14T23:23:50Z,710000,False,,,0,,A. Reese BLOCK (1 BLK),[1642024],1610612755.0,PHI,,,,Reese,A. Reese,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT04M05.00S,2025-03-14T23:23:49.0Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,18,10,2025-03-14T23:24:00Z,720000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,
73,PT04M05.00S,2025-03-14T23:23:53.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626167,94.40999984741211,50.0,1610612754,18,12,2025-03-14T23:27:13Z,730000,False,0.0,0.0,1,right,M. Turner putback Layup (7 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,,,,7.0,,,,,,,,
74,PT03M49.00S,2025-03-14T23:24:04.3Z,1,REGULAR,3pt,Jump Shot,[],1627824,21.20565045992116,9.313725490196077,1610612755,21,12,2025-03-14T23:24:09Z,740000,False,203.0,147.0,1,left,G. Yabusele 25' 3PT  (5 PTS) (J. Dowtin Jr. 2 AST),"[1627824, 1630288]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,25.08,Made,,,,,5.0,J. Dowtin Jr.,1630288.0,2.0,,,,,
76,PT03M43.00S,2025-03-14T23:24:18.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,12,2025-03-14T23:24:20Z,760000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT03M43.00S,2025-03-14T23:24:34.1Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,21,12,2025-03-14T23:26:56Z,770000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT03M43.00S,2025-03-14T23:24:34.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,21,12,2025-03-14T23:26:56Z,780000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT03M43.00S,2025-03-14T23:24:34.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,21,12,2025-03-14T23:26:56Z,790000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M43.00S,2025-03-14T23:24:34.1Z,1,REGULAR,substitution,in,[],1628418,,,1610612754,21,12,2025-03-14T23:26:56Z,800000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M43.00S,2025-03-14T23:24:34.1Z,1,REGULAR,substitution,in,[],204456,,,1610612754,21,12,2025-03-14T23:26:56Z,810000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
