actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT11M00.00S,2025-02-25T00:12:30.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,4,2025-02-25T00:12:31Z,160000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M55.00S,2025-02-25T00:12:35.8Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,2,4,2025-02-25T00:12:39Z,170000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 202331]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,1.0,George,202331.0,,,,,,,,,,,
18,PT10M55.00S,2025-02-25T00:12:35.8Z,1,REGULAR,steal,,[],202331,,,1610612755,2,4,2025-02-25T00:12:37Z,180000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2025-02-25T00:13:04.6Z,1,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,2,4,2025-02-25T00:13:11Z,200000,False,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (1 TO),[1630178],1610612755.0,PHI,lost ball,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,,,,
21,PT10M39.00S,2025-02-25T00:13:13.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641824,94.00459921156373,50.73529411764706,1610612741,2,6,2025-02-25T00:13:24Z,210000,False,4.0,4.0,1,right,M. Buzelis alley-oop DUNK (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,alley-oop,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.54,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
23,PT10M22.00S,2025-02-25T00:13:29.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,33.820630749014455,46.32352941176471,1610612755,5,6,2025-02-25T00:13:35Z,230000,False,18.0,265.0,1,left,Q. Grimes 26' 3PT pullup (3 PTS) (T. Maxey 1 AST),"[1629656, 1630178]",1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,26.6,Made,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
25,PT10M14.00S,2025-02-25T00:13:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,86.64586070959264,48.28431372549019,1610612741,5,6,2025-02-25T00:18:30Z,250000,False,-9.0,73.0,1,right,MISS J. Giddey 7' driving Layup - blocked,"[1630581, 202331]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,George,202331.0,,,,,
26,PT10M14.00S,2025-02-25T00:13:39.9Z,1,REGULAR,block,,[],202331,,,1610612741,5,6,2025-02-25T00:13:42Z,260000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2025-02-25T00:13:40.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,5,6,2025-02-25T00:18:30Z,270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,
28,PT10M12.00S,2025-02-25T00:13:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628380,67.06636005256242,51.22549019607843,1610612741,5,6,2025-02-25T00:18:51Z,280000,False,6.0,257.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
29,PT10M10.00S,2025-02-25T00:13:46.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612741,5,6,2025-02-25T00:18:51Z,290000,False,,,0,,J. Giddey REBOUND (Off:2 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,28.0,3.0,1.0,2.0,,,,,,,
30,PT10M04.00S,2025-02-25T00:13:57.9Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612741,5,6,2025-02-25T00:14:04Z,300000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Collins 2 FT),"[1630178, 1628380]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Collins,1628380.0
32,PT10M04.00S,2025-02-25T00:14:21.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628380,,,1610612741,5,7,2025-02-25T00:14:21Z,320000,False,,,0,,Z. Collins Free Throw 1 of 2 (3 PTS),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT10M04.00S,2025-02-25T00:14:23.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612741,5,7,2025-02-25T00:14:28Z,330000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT10M04.00S,2025-02-25T00:14:23.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,5,7,2025-02-25T00:14:28Z,340000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT10M04.00S,2025-02-25T00:14:43.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628380,,,1610612741,5,8,2025-02-25T00:14:43Z,350000,False,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
36,PT09M49.00S,2025-02-25T00:14:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.929697766097235,79.65686274509804,1610612755,8,8,2025-02-25T00:15:02Z,360000,False,-148.0,238.0,1,left,T. Maxey 28' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.06,Made,3.0,,,,,,,,,,,,,,,,,
37,PT09M22.00S,2025-02-25T00:15:25.2Z,1,REGULAR,2pt,Jump Shot,[],1630581,90.32522996057818,70.58823529411765,1610612741,8,8,2025-02-25T00:15:28Z,370000,False,103.0,38.0,1,right,MISS J. Giddey 10' driving floating bank Shot,[1630581],1610612741.0,CHI,driving floating bank,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,10.98,Missed,,,,,,,,,,,,,,,,,,
38,PT09M21.00S,2025-02-25T00:15:26.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,8,8,2025-02-25T00:15:31Z,380000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,
39,PT09M14.00S,2025-02-25T00:15:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.878449408672807,81.86274509803921,1610612755,8,8,2025-02-25T00:15:40Z,390000,False,-159.0,228.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.85,Missed,,,,,,,,,,,,,,,,,,
40,PT09M12.00S,2025-02-25T00:15:35.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,8,2025-02-25T00:15:40Z,400000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,39.0,4.0,2.0,2.0,,,,,,,
41,PT09M00.00S,2025-02-25T00:15:47.7Z,1,REGULAR,3pt,Jump Shot,[],1628366,76.00197109067017,13.970588235294116,1610612741,8,11,2025-02-25T00:15:52Z,410000,False,-180.0,173.0,1,right,L. Ball 24' 3PT pullup (3 PTS) (M. Buzelis 2 AST),"[1628366, 1641824]",1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,24.98,Made,3.0,M. Buzelis,1641824.0,2.0,,,,,,,,,,,,,,
42,PT08M41.00S,2025-02-25T00:16:05.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,28.43298291721419,87.25490196078431,1610612755,8,11,2025-02-25T00:16:09Z,420000,False,-186.0,215.0,1,left,MISS K. Oubre Jr. 28' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,28.43,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2025-02-25T00:16:06.6Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,8,11,2025-02-25T00:21:55Z,430000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,
44,PT08M36.00S,2025-02-25T00:16:13.8Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612741,8,11,2025-02-25T00:16:27Z,440000,False,,,0,,P. George shooting personal FOUL (1 PF) (Giddey 2 FT),"[202331, 1630581]",1610612755.0,PHI,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Giddey,1630581.0
46,PT08M36.00S,2025-02-25T00:16:36.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630581,,,1610612741,8,12,2025-02-25T00:21:58Z,460000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
47,PT08M36.00S,2025-02-25T00:16:36.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630581,,,1610612741,8,13,2025-02-25T00:21:58Z,470000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
48,PT08M26.00S,2025-02-25T00:17:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612755,8,13,2025-02-25T00:17:10Z,480000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628380, 1630178]",1610612741.0,CHI,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Maxey,1630178.0
50,PT08M26.00S,2025-02-25T00:17:29.4Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,9,13,2025-02-25T00:17:29Z,500000,False,,,0,,T. Maxey Free Throw 1 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
51,PT08M26.00S,2025-02-25T00:17:49.4Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,10,13,2025-02-25T00:17:49Z,510000,False,,,0,,T. Maxey Free Throw 2 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
53,PT08M26.00S,2025-02-25T00:19:16.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,10,13,2025-02-25T00:19:21Z,530000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M26.00S,2025-02-25T00:19:16.0Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,10,13,2025-02-25T00:19:21Z,540000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M15.00S,2025-02-25T00:20:50.7Z,1,REGULAR,3pt,Jump Shot,[],1628366,80.73258869908015,94.8529411764706,1610612741,10,16,2025-02-25T00:20:54Z,550000,False,224.0,129.0,1,right,L. Ball 25' 3PT  (6 PTS) (K. Huerter 1 AST),"[1628366, 1628989]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.86,Made,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
57,PT08M01.00S,2025-02-25T00:21:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.218791064388967,43.627450980392155,1610612755,10,16,2025-02-25T00:21:09Z,570000,False,32.0,53.0,1,left,MISS T. Maxey 6' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
58,PT08M00.00S,2025-02-25T00:21:07.3Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,10,16,2025-02-25T00:21:07Z,580000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,57.0,1.0,0.0,1.0,,,,,,,
59,PT08M00.00S,2025-02-25T00:21:10.5Z,1,REGULAR,foul,personal,[],1628366,,,1610612755,10,16,2025-02-25T00:21:16Z,590000,False,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 1627824]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Yabusele,1627824.0
63,PT07M46.00S,2025-02-25T00:22:08.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202331,13.715505913272011,49.01960784313726,1610612755,12,16,2025-02-25T00:22:12Z,620000,False,5.0,76.0,1,left,P. George 7' pullup Jump Shot (2 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,2.0,,,,,,,,,,,,,,,,,
64,PT07M34.00S,2025-02-25T00:22:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612741,12,16,2025-02-25T00:22:29Z,630000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1626162, 1641824]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Buzelis,1641824.0
66,PT07M34.00S,2025-02-25T00:22:56.8Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,12,17,2025-02-25T00:22:56Z,650000,False,,,0,,M. Buzelis Free Throw 1 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
67,PT07M34.00S,2025-02-25T00:23:14.7Z,1,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,12,18,2025-02-25T00:23:14Z,660000,False,,,0,,M. Buzelis Free Throw 2 of 2 (4 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
68,PT07M23.00S,2025-02-25T00:23:29.2Z,1,REGULAR,3pt,Jump Shot,[],1627824,28.301576872536145,17.40196078431373,1610612755,12,18,2025-02-25T00:23:40Z,670000,False,163.0,214.0,1,left,MISS G. Yabusele 26' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
69,PT07M22.00S,2025-02-25T00:23:30.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,12,18,2025-02-25T00:26:37Z,680000,False,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,68.0,5.0,3.0,2.0,,,,,,,
70,PT07M04.00S,2025-02-25T00:23:46.8Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612741,12,18,2025-02-25T00:23:51Z,690000,False,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 202331]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,George,202331.0,,,,,,,,,,,
71,PT07M04.00S,2025-02-25T00:23:46.8Z,1,REGULAR,steal,,[],202331,,,1610612755,12,18,2025-02-25T00:28:06Z,700000,False,,,0,,P. George STEAL (2 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2025-02-25T00:23:56.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,11.48160315374507,5.14705882352942,1610612755,12,18,2025-02-25T00:29:33Z,710000,False,224.0,55.0,1,left,MISS P. George step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
73,PT06M52.00S,2025-02-25T00:23:59.9Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,12,18,2025-02-25T00:29:33Z,720000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,,
74,PT06M44.00S,2025-02-25T00:24:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.53416557161628,18.382352941176478,1610612741,12,21,2025-02-25T00:24:10Z,730000,False,-158.0,215.0,1,right,K. Huerter 26' 3PT pullup (5 PTS) (L. Ball 1 AST),"[1628989, 1628366]",1610612741.0,CHI,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,26.7,Made,5.0,L. Ball,1628366.0,1.0,,,,,,,,,,,,,,
76,PT06M42.00S,2025-02-25T00:24:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,21,2025-02-25T00:24:18Z,750000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M42.00S,2025-02-25T00:26:23.9Z,1,REGULAR,substitution,out,[],1628380,,,1610612755,12,21,2025-02-25T00:26:46Z,760000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2025-02-25T00:26:23.9Z,1,REGULAR,substitution,in,[],1641763,,,1610612755,12,21,2025-02-25T00:26:46Z,770000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2025-02-25T00:27:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.408015768725363,53.431372549019606,1610612755,14,21,2025-02-25T00:27:31Z,780000,False,-17.0,17.0,1,left,P. George driving Layup (4 PTS),[202331],1610612755.0,PHI,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.43,Made,4.0,,,,,,,,,,,,,,,,,
80,PT06M13.00S,2025-02-25T00:27:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,93.74178712220763,47.79411764705882,1610612741,14,21,2025-02-25T00:30:41Z,790000,False,-11.0,6.0,1,right,MISS J. Phillips driving Layup,[1641763],1610612741.0,CHI,driving,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
81,PT06M12.00S,2025-02-25T00:27:43.2Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,14,21,2025-02-25T00:41:23Z,800000,False,,,0,,J. Phillips REBOUND (Off:1 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,
82,PT06M11.00S,2025-02-25T00:27:45.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641763,94.40999984741211,50.0,1610612741,14,21,2025-02-25T00:41:41Z,810000,False,0.0,0.0,1,right,MISS J. Phillips tip Layup - blocked,"[1641763, 202331]",1610612741.0,CHI,tip,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,George,202331.0,,,,,
161,PT06M11.00S,2025-02-25T00:27:45.5Z,1,REGULAR,block,,[],202331,,,1610612741,14,21,2025-02-25T00:40:47Z,815000,False,,,0,,P. George BLOCK (2 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT06M10.00S,2025-02-25T00:27:46.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,14,21,2025-02-25T00:41:41Z,820000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,
