actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M02.00S,2024-12-05T00:42:14.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,25.837713534822605,13.970588235294118,1610612755,0,0,2024-12-05T00:42:24Z,160000,False,180.0,190.0,1,left,MISS T. Maxey 26' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2024-12-05T00:42:20.8Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,0,0,2024-12-05T00:42:24Z,170000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M46.00S,2024-12-05T00:42:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,93.11760840998686,39.950980392156865,1610612753,0,0,2024-12-05T00:42:34Z,180000,False,-50.0,12.0,1,right,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
19,PT10M43.00S,2024-12-05T00:42:33.1Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,0,0,2024-12-05T00:42:33Z,190000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M31.00S,2024-12-05T00:42:44.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,4.681340341655716,45.09803921568628,1610612755,0,0,2024-12-05T00:42:50Z,200000,False,25.0,-8.0,1,left,MISS K. Martin cutting DUNK,[1630231],1610612755.0,PHI,cutting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
22,PT10M26.00S,2024-12-05T00:42:49.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612755,0,0,2024-12-05T00:42:50Z,220000,False,,,0,,K. Martin REBOUND (Off:1 Def:0),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M26.00S,2024-12-05T00:42:50.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630231,5.590000152587891,50.0,1610612755,2,0,2024-12-05T00:46:01Z,230000,False,0.0,0.0,1,left,K. Martin putback DUNK (2 PTS),[1630231],1610612755.0,PHI,putback,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,,
24,PT10M14.00S,2024-12-05T00:43:01.8Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,2,0,2024-12-05T00:43:06Z,240000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1626162]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,
25,PT10M14.00S,2024-12-05T00:43:01.8Z,1,REGULAR,steal,,[],1626162,,,1610612755,2,0,2024-12-05T00:43:04Z,250000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
26,PT10M10.00S,2024-12-05T00:43:06.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,11.251642575558476,46.32352941176471,1610612755,2,0,2024-12-05T00:43:51Z,260000,False,18.0,53.0,1,left,MISS K. Oubre Jr. driving floating Shot - blocked,"[1626162, 1630532]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,Wagner,1630532.0,,,,,,,
27,PT10M10.00S,2024-12-05T00:43:06.2Z,1,REGULAR,block,,[],1630532,,,1610612755,2,0,2024-12-05T00:43:08Z,270000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M57.00S,2024-12-05T00:43:19.2Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,2,0,2024-12-05T00:43:24Z,280000,False,,,0,,T. Maxey REBOUND (Off:1 Def:0),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M57.00S,2024-12-05T00:43:18.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,5.590000152587891,50.0,1610612755,4,0,2024-12-05T00:47:09Z,290000,False,0.0,0.0,1,left,T. Maxey putback Layup (2 PTS),[1630178],1610612755.0,PHI,putback,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,,
30,PT09M52.00S,2024-12-05T00:43:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628976,94.69448094612353,94.85294117647058,1610612753,4,0,2024-12-05T00:43:29Z,300000,False,224.0,-3.0,1,right,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
31,PT09M50.00S,2024-12-05T00:43:25.4Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,4,0,2024-12-05T00:43:29Z,310000,False,,,0,,K. Martin REBOUND (Off:1 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Right Corner 3,24+ Right,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M46.00S,2024-12-05T00:43:36.4Z,1,REGULAR,foul,personal,[],1630532,,,1610612755,4,0,2024-12-05T00:43:47Z,320000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1630178]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,1.0,0.0,Maxey,1630178.0,,,
34,PT09M44.00S,2024-12-05T00:43:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,3.3672798948751645,48.529411764705884,1610612755,6,0,2024-12-05T00:44:02Z,340000,False,7.0,-21.0,1,left,J. McCain cutting finger roll Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1642272, 1626162]",1610612755.0,PHI,cutting finger roll,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,2.21,Made,,,,,,,,,2.0,,,,,,,K. Oubre Jr.,1626162.0,1.0
36,PT09M23.00S,2024-12-05T00:44:18.6Z,1,REGULAR,3pt,Jump Shot,[],203484,94.69448094612353,3.431372549019608,1610612753,6,3,2024-12-05T00:44:23Z,360000,False,-233.0,-3.0,1,right,K. Caldwell-Pope 3PT  (3 PTS) (J. Suggs 1 AST),"[203484, 1630591]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,3.0,,,,,,,J. Suggs,1630591.0,1.0
38,PT09M12.00S,2024-12-05T00:44:39.2Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,6,3,2024-12-05T00:44:43Z,380000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203484]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,,,,
39,PT09M12.00S,2024-12-05T00:44:39.2Z,1,REGULAR,steal,,[],203484,,,1610612753,6,3,2024-12-05T00:44:41Z,390000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
40,PT09M08.00S,2024-12-05T00:44:42.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203484,92.46057818659659,49.26470588235294,1610612753,6,5,2024-12-05T00:44:47Z,400000,False,-4.0,18.0,1,right,K. Caldwell-Pope running DUNK (5 PTS),[203484],1610612753.0,ORL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,5.0,,,,,,,,,
41,PT08M50.00S,2024-12-05T00:44:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,5.338370565045992,46.81372549019608,1610612755,8,5,2024-12-05T00:45:03Z,410000,False,16.0,-2.0,1,left,G. Yabusele driving Layup (2 PTS) (T. Maxey 1 AST),"[1627824, 1630178]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,,2.0,,,,,,,T. Maxey,1630178.0,1.0
43,PT08M33.00S,2024-12-05T00:45:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,86.67871222076215,43.38235294117647,1610612753,8,7,2024-12-05T00:45:21Z,430000,False,-33.0,73.0,1,right,F. Wagner 7' driving floating Jump Shot (2 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.99,Made,,,,,,,,,2.0,,,,,,,,,
44,PT08M21.00S,2024-12-05T00:45:29.5Z,1,REGULAR,3pt,Jump Shot,[],1627824,6.1268068331143235,3.1862745098039214,1610612755,11,7,2024-12-05T00:45:33Z,440000,False,234.0,5.0,1,left,G. Yabusele 3PT  (5 PTS) (T. Maxey 2 AST),"[1627824, 1630178]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,,,,,5.0,,,,,,,T. Maxey,1630178.0,2.0
46,PT07M54.00S,2024-12-05T00:45:56.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629048,92.32917214191852,50.73529411764706,1610612753,11,9,2024-12-05T00:46:00Z,460000,False,4.0,20.0,1,right,G. Bitadze Hook (2 PTS) (J. Suggs 2 AST),"[1629048, 1630591]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,2.0,,,,,,,J. Suggs,1630591.0,2.0
48,PT07M28.00S,2024-12-05T00:46:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.12023653088042,52.450980392156865,1610612755,11,9,2024-12-05T00:46:26Z,480000,False,-12.0,52.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
49,PT07M26.00S,2024-12-05T00:46:24.1Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612755,11,9,2024-12-05T00:46:24Z,490000,False,,,0,,K. Martin REBOUND (Off:2 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,3.0,1.0,2.0,,,,,,,,,,,,,,
50,PT07M25.00S,2024-12-05T00:46:25.4Z,1,REGULAR,turnover,lost ball,[],1630231,,,1610612755,11,9,2024-12-05T00:46:28Z,500000,False,,,0,,K. Martin lost ball TURNOVER (1 TO),"[1630231, 1630591]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,,,
51,PT07M25.00S,2024-12-05T00:46:25.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,11,9,2024-12-05T00:46:27Z,510000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M22.00S,2024-12-05T00:46:29.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,94.30026281208936,48.77450980392157,1610612753,11,11,2024-12-05T00:46:38Z,520000,False,-6.0,1.0,1,right,F. Wagner running alley-oop DUNK (4 PTS) (J. Suggs 3 AST),"[1630532, 1630591]",1610612753.0,ORL,running alley-oop,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,,,4.0,,,,,,,J. Suggs,1630591.0,3.0
54,PT07M12.00S,2024-12-05T00:46:52.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,11,11,2024-12-05T00:46:53Z,540000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2024-12-05T00:49:34.7Z,1,REGULAR,substitution,out,[],1642272,,,1610612755,11,11,2024-12-05T00:49:45Z,550000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M12.00S,2024-12-05T00:49:34.7Z,1,REGULAR,substitution,out,[],1630231,,,1610612755,11,11,2024-12-05T00:49:45Z,560000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2024-12-05T00:49:34.7Z,1,REGULAR,substitution,in,[],1628997,,,1610612755,11,11,2024-12-05T00:49:45Z,570000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M12.00S,2024-12-05T00:49:34.7Z,1,REGULAR,substitution,in,[],1641737,,,1610612755,11,11,2024-12-05T00:49:45Z,580000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2024-12-05T00:50:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,5.863994743758213,48.77450980392157,1610612755,13,11,2024-12-05T00:50:11Z,590000,False,6.0,3.0,1,left,G. Yabusele driving Layup (7 PTS) (T. Maxey 3 AST),"[1627824, 1630178]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,,7.0,,,,,,,T. Maxey,1630178.0,3.0
61,PT06M36.00S,2024-12-05T00:50:27.7Z,1,REGULAR,3pt,Jump Shot,[],203484,94.1688567674113,96.81372549019608,1610612753,13,11,2024-12-05T00:50:32Z,610000,False,234.0,2.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
62,PT06M35.00S,2024-12-05T00:50:28.7Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,13,11,2024-12-05T00:50:34Z,620000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,
63,PT06M27.00S,2024-12-05T00:50:36.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630532,93.11760840998686,50.245098039215684,1610612753,13,13,2024-12-05T00:50:40Z,630000,False,1.0,12.0,1,right,F. Wagner cutting DUNK (6 PTS) (G. Bitadze 1 AST),"[1630532, 1629048]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,6.0,,,,,,,G. Bitadze,1629048.0,1.0
65,PT06M06.00S,2024-12-05T00:51:00.1Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612755,13,13,2024-12-05T00:51:10Z,650000,False,,,0,,F. Wagner shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[1630532, 1626162]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,,,2.0,0.0,Oubre Jr.,1626162.0,,,
67,PT06M06.00S,2024-12-05T00:51:39.6Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,14,13,2024-12-05T00:52:00Z,670000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
68,PT06M06.00S,2024-12-05T00:51:39.6Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,14,13,2024-12-05T00:52:00Z,680000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2024-12-05T00:51:42.6Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,14,13,2024-12-05T00:52:00Z,690000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,68.0,1.0,0.0,1.0,,,,,,,,,,,,,,
70,PT05M56.00S,2024-12-05T00:52:10.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628997,21.369908015768726,41.42156862745098,1610612755,16,13,2024-12-05T00:52:14Z,700000,False,43.0,148.0,1,left,C. Martin 15' fadeaway Jump Shot (2 PTS),[1628997],1610612755.0,PHI,fadeaway,,,Martin,C. Martin,,,,,Mid-Range,8-16 Center,15.45,Made,,,,,,,,,2.0,,,,,,,,,
71,PT05M56.00S,2024-12-05T00:52:13.3Z,1,REGULAR,foul,personal,['1freethrow'],203484,,,1610612755,16,13,2024-12-05T00:52:19Z,710000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Martin 1 FT),"[203484, 1628997]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,,,,,,,1626302.0,,,,,,,1.0,0.0,Martin,1628997.0,,,
73,PT05M56.00S,2024-12-05T00:52:25.2Z,1,REGULAR,substitution,out,[],1630591,,,1610612755,16,13,2024-12-05T00:53:17Z,730000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2024-12-05T00:52:25.2Z,1,REGULAR,substitution,out,[],1629048,,,1610612755,16,13,2024-12-05T00:53:17Z,740000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2024-12-05T00:52:25.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612755,16,13,2024-12-05T00:53:17Z,750000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2024-12-05T00:52:25.2Z,1,REGULAR,substitution,in,[],1641710,,,1610612755,16,13,2024-12-05T00:53:17Z,760000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2024-12-05T00:52:51.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628997,,,1610612755,17,13,2024-12-05T00:52:51Z,770000,False,,,0,,C. Martin Free Throw 1 of 1 (3 PTS),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
78,PT05M43.00S,2024-12-05T00:53:11.7Z,1,REGULAR,foul,personal,[],1641737,,,1610612753,17,13,2024-12-05T00:53:17Z,780000,False,,,0,,A. Bona personal FOUL (1 PF),"[1641737, 1629021]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,,,,,,,1.0,0.0,Wagner,1629021.0,,,
80,PT05M31.00S,2024-12-05T00:53:43.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,74.98357424441524,12.5,1610612753,17,16,2024-12-05T00:53:48Z,800000,False,-188.0,183.0,1,right,F. Wagner 26' 3PT pullup (9 PTS) (M. Wagner 1 AST),"[1630532, 1629021]",1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,,,,,,9.0,,,,,,,M. Wagner,1629021.0,1.0
82,PT05M17.00S,2024-12-05T00:53:58.3Z,1,REGULAR,2pt,Jump Shot,[],1628997,26.231931668856767,58.333333333333336,1610612755,17,16,2024-12-05T00:54:01Z,820000,False,-42.0,194.0,1,left,MISS C. Martin 19' pullup Shot,[1628997],1610612755.0,PHI,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,19.85,Missed,,,,,,,,,,,,,,,,,,
83,PT05M14.00S,2024-12-05T00:54:00.8Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,16,2024-12-05T00:54:00Z,830000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
