actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
39,PT08M56.00S,2024-10-30T23:17:00.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,69.16064388961892,33.555453431372555,1610612765,5,4,2024-10-30T23:19:20Z,390000,False,-82.0,237.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,,,25.12,,,,,,,
40,PT08M51.00S,2024-10-30T23:17:05.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,5,4,2024-10-30T23:17:05Z,400000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,
41,PT08M47.00S,2024-10-30T23:17:09.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,28.597240473061763,18.137254901960784,1610612755,8,4,2024-10-30T23:17:26Z,410000,False,159.0,216.0,1,left,K. Lowry 26' 3PT running (3 PTS) (T. Maxey 2 AST),"[200768, 1630178]",1610612755.0,PHI,running,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,,,,,26.86,T. Maxey,1630178.0,2.0,,,,
43,PT08M46.00S,2024-10-30T23:17:18.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,8,4,2024-10-30T23:17:18Z,430000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M33.00S,2024-10-30T23:20:25.6Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612765,8,4,2024-10-30T23:20:30Z,440000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Duren 2 FT),"[203083, 1631105]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,202058.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
46,PT08M33.00S,2024-10-30T23:20:53.2Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,8,4,2024-10-30T23:21:11Z,460000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
47,PT08M33.00S,2024-10-30T23:20:53.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,8,4,2024-10-30T23:21:11Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,
48,PT08M33.00S,2024-10-30T23:20:53.2Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,8,4,2024-10-30T23:21:11Z,480000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
49,PT08M30.00S,2024-10-30T23:20:56.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,8,4,2024-10-30T23:21:11Z,490000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,
50,PT08M13.00S,2024-10-30T23:21:27.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,12.959921156373195,47.30392156862745,1610612755,8,4,2024-10-30T23:21:32Z,500000,False,13.0,69.0,1,left,MISS A. Drummond 7' Hook,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,,,7.06,,,,,,,
51,PT08M10.00S,2024-10-30T23:21:29.6Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,8,4,2024-10-30T23:21:29Z,510000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,
52,PT08M06.00S,2024-10-30T23:21:36.8Z,1,REGULAR,foul,personal,[],1628997,,,1610612765,8,4,2024-10-30T23:21:43Z,520000,False,,,0,,C. Martin personal FOUL (2 PF),"[1628997, 1631093]",1610612755.0,PHI,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left,1627519.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
54,PT07M54.00S,2024-10-30T23:22:04.8Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,8,4,2024-10-30T23:22:09Z,540000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630178]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,Maxey,1630178.0,,
55,PT07M54.00S,2024-10-30T23:22:04.8Z,1,REGULAR,steal,,[],1630178,,,1610612755,8,4,2024-10-30T23:24:38Z,550000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2024-10-30T23:22:12.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,11.251642575558476,38.23529411764706,1610612755,10,4,2024-10-30T23:23:37Z,560000,False,59.0,53.0,1,left,K. Oubre Jr. 7' running pullup Jump Shot (4 PTS) (C. Martin 1 AST),"[1626162, 1628997]",1610612755.0,PHI,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,4.0,,,,,7.94,C. Martin,1628997.0,1.0,,,,
58,PT07M34.00S,2024-10-30T23:22:28.6Z,1,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,10,4,2024-10-30T23:22:33Z,580000,False,,,0,,J. Ivey lost ball out-of-bounds TURNOVER (1 TO),[1631093],1610612765.0,DET,lost ball,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,203593.0,,,,,1.0,,,,,,,,,,,,,,
59,PT07M21.00S,2024-10-30T23:22:42.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,29.38567674113009,18.872549019607842,1610612755,10,4,2024-10-30T23:22:48Z,590000,False,156.0,224.0,1,left,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,,,27.25,,,,,,,
60,PT07M17.00S,2024-10-30T23:22:45.6Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,10,4,2024-10-30T23:22:45Z,600000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,
61,PT07M15.00S,2024-10-30T23:22:52.9Z,1,REGULAR,turnover,out-of-bounds,[],203501,,,1610612765,10,4,2024-10-30T23:23:04Z,610000,False,,,0,,T. Hardaway Jr. step out-of-bounds TURNOVER (1 TO),[203501],1610612765.0,DET,step,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,202058.0,,,,,1.0,,,,,,,,,,,,,,
62,PT06M59.00S,2024-10-30T23:23:16.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,27.020367936925098,83.82352941176471,1610612755,13,4,2024-10-30T23:23:21Z,620000,False,-169.0,201.0,1,left,T. Maxey 26' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,3.0,,,,,26.31,,,,,,,
63,PT06M40.00S,2024-10-30T23:23:34.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,87.59855453350855,47.794117647058826,1610612765,13,6,2024-10-30T23:23:39Z,630000,False,-11.0,64.0,1,right,T. Harris 6' turnaround Jump Shot (2 PTS),[202699],1610612765.0,DET,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,2.0,,,,,6.5,,,,,,,
64,PT06M22.00S,2024-10-30T23:23:52.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,33.722076215505915,55.392156862745104,1610612755,13,6,2024-10-30T23:23:56Z,640000,False,-27.0,264.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,,,,,26.59,,,,,,,
65,PT06M19.00S,2024-10-30T23:23:55.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,13,6,2024-10-30T23:23:56Z,650000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,
66,PT06M15.00S,2024-10-30T23:24:04.6Z,1,REGULAR,foul,offensive,[],1631105,,,1610612765,13,6,2024-10-30T23:24:13Z,660000,False,,,0,,J. Duren offensive FOUL (2 PF),"[1631105, 1626162]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,203593.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
68,PT06M15.00S,2024-10-30T23:24:04.6Z,1,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,13,6,2024-10-30T23:24:04Z,680000,False,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,203593.0,,,,,1.0,,,,,,,,,,,,,,
69,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,out,[],200768,,,1610612755,13,6,2024-10-30T23:24:30Z,690000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,out,[],1628997,,,1610612755,13,6,2024-10-30T23:24:30Z,700000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,out,[],1631093,,,1610612755,13,6,2024-10-30T23:24:30Z,710000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,out,[],1631105,,,1610612755,13,6,2024-10-30T23:24:30Z,720000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,in,[],201569,,,1610612755,13,6,2024-10-30T23:24:30Z,730000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,13,6,2024-10-30T23:24:30Z,740000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,in,[],1630191,,,1610612755,13,6,2024-10-30T23:24:30Z,750000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M15.00S,2024-10-30T23:24:13.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612755,13,6,2024-10-30T23:24:30Z,760000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2024-10-30T23:24:51.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,13.87976346911958,50.98039215686274,1610612755,13,6,2024-10-30T23:24:54Z,770000,False,-5.0,78.0,1,left,MISS K. Oubre Jr. 7' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,,,7.82,,,,,,,
78,PT05M58.00S,2024-10-30T23:24:53.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,13,6,2024-10-30T23:24:54Z,780000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,
79,PT05M54.00S,2024-10-30T23:24:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612765,13,6,2024-10-30T23:25:06Z,790000,False,,,0,,K. Martin shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1630231, 1630595]",1610612755.0,PHI,shooting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,203593.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
81,PT05M54.00S,2024-10-30T23:25:29.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630595,,,1610612765,13,7,2024-10-30T23:25:29Z,810000,False,,,0,,C. Cunningham Free Throw 1 of 2 (1 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
82,PT05M54.00S,2024-10-30T23:25:47.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630595,,,1610612765,13,8,2024-10-30T23:25:47Z,820000,False,,,0,,C. Cunningham Free Throw 2 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
83,PT05M42.00S,2024-10-30T23:26:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.12023653088042,50.49019607843137,1610612755,15,8,2024-10-30T23:26:08Z,830000,False,-2.0,52.0,1,left,T. Maxey driving floating Jump Shot (5 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,5.0,,,,,5.21,,,,,,,
84,PT05M42.00S,2024-10-30T23:26:05.7Z,1,REGULAR,foul,personal,['1freethrow'],203501,,,1610612755,15,8,2024-10-30T23:26:14Z,840000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Maxey 1 FT),"[203501, 1630178]",1610612765.0,DET,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,202058.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
86,PT05M42.00S,2024-10-30T23:26:38.3Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,16,8,2024-10-30T23:26:38Z,860000,False,,,0,,T. Maxey Free Throw 1 of 1 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
