actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
17,PT10M48.00S,2025-01-15T00:12:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,33.820630749014455,31.127450980392155,1610612755,0,2,2025-01-15T00:12:54Z,170000,False,94.0,265.0,1,left,MISS K. Oubre Jr. 28' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,28.17,Missed,,,,,,,,,,,,,,,,
18,PT10M44.00S,2025-01-15T00:12:54.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,0,2,2025-01-15T00:12:54Z,180000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M38.00S,2025-01-15T00:13:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,94.3988173455979,53.67647058823529,1610612760,0,4,2025-01-15T00:13:52Z,190000,False,18.0,0.0,1,right,J. Williams driving Layup (4 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,1.84,Made,,,,,,,,,,,4.0,,,,,
20,PT10M22.00S,2025-01-15T00:13:16.2Z,1,REGULAR,3pt,Jump Shot,[],1627824,31.061103810775293,80.88235294117646,1610612755,3,4,2025-01-15T00:13:20Z,200000,False,-154.0,239.0,1,left,G. Yabusele 28' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1627824, 1626162]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,28.5,Made,,,,,,,,,,,3.0,K. Oubre Jr.,1626162.0,1.0,,
22,PT10M09.00S,2025-01-15T00:13:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.34756898817345,54.65686274509804,1610612760,3,6,2025-01-15T00:13:34Z,220000,False,23.0,10.0,1,right,I. Hartenstein cutting Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1628392, 1628983]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,2.54,Made,,,,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,
24,PT09M50.00S,2025-01-15T00:13:48.0Z,1,REGULAR,turnover,lost ball,[],1626162,,,1610612755,3,6,2025-01-15T00:13:53Z,240000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1641717]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,,,,,,,Wallace,1641717.0
25,PT09M50.00S,2025-01-15T00:13:48.0Z,1,REGULAR,steal,,[],1641717,,,1610612760,3,6,2025-01-15T00:13:52Z,250000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
26,PT09M45.00S,2025-01-15T00:13:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,94.00459921156373,52.94117647058824,1610612760,3,8,2025-01-15T00:13:57Z,260000,False,15.0,4.0,1,right,C. Wallace running Layup (2 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,1.52,Made,,,,,,,,,,,2.0,,,,,
27,PT09M31.00S,2025-01-15T00:14:11.4Z,1,REGULAR,foul,technical,['1freethrow'],1628983,,,1610612755,3,8,2025-01-15T00:14:26Z,270000,False,,,0,,S. Gilgeous-Alexander defensive-3-second technical FOUL (1 Tech),[1628983],1610612760.0,OKC,defensive-3-second,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,0.0,1.0,,,,,,,,
28,PT09M31.00S,2025-01-15T00:14:34.2Z,1,REGULAR,freethrow,1 of 1,[],201569,,,1610612755,4,8,2025-01-15T00:14:34Z,280000,False,,,0,,E. Gordon technical Free Throw 1 of 1 (1 PTS),[201569],1610612755.0,PHI,technical,,,Gordon,E. Gordon,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
29,PT09M23.00S,2025-01-15T00:14:58.0Z,1,REGULAR,3pt,Jump Shot,[],1641741,7.670827858081481,2.941176470588232,1610612755,4,8,2025-01-15T00:15:02Z,290000,False,235.0,20.0,1,left,MISS R. Council IV 3PT,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Right Corner 3,24+ Right,,,23.61,Missed,,,,,,,,,,,,,,,,
30,PT09M21.00S,2025-01-15T00:15:00.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,4,8,2025-01-15T00:15:02Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,29.0,,,,,,,,,,,,,
32,PT09M10.00S,2025-01-15T00:15:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,94.13600525624179,38.725490196078425,1610612760,4,10,2025-01-15T00:15:19Z,320000,False,-56.0,3.0,1,right,S. Gilgeous-Alexander fadeaway Jump Shot (2 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,5.65,Made,,,,,,,,,,,2.0,,,,,
33,PT09M01.00S,2025-01-15T00:15:24.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627824,7.276609724047319,50.73529411764706,1610612755,6,10,2025-01-15T00:15:28Z,330000,False,-4.0,16.0,1,left,G. Yabusele cutting DUNK (5 PTS) (K. Oubre Jr. 2 AST),"[1627824, 1626162]",1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,1.63,Made,,,,,,,,,,,5.0,K. Oubre Jr.,1626162.0,2.0,,
35,PT08M48.00S,2025-01-15T00:15:38.2Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,6,10,2025-01-15T00:15:44Z,350000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1626162]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
36,PT08M48.00S,2025-01-15T00:15:38.2Z,1,REGULAR,steal,,[],1626162,,,1610612755,6,10,2025-01-15T00:40:33Z,360000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2025-01-15T00:15:45.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641741,7.802233902759525,50.98039215686275,1610612755,8,10,2025-01-15T00:15:50Z,370000,False,-5.0,21.0,1,left,R. Council IV running Layup (2 PTS),[1641741],1610612755.0,PHI,running,,,Council IV,R. Council IV,,,,,Restricted Area,0-8 Center,,,2.14,Made,,,,,,,,,,,2.0,,,,,
39,PT08M45.00S,2025-01-15T00:15:48.2Z,1,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612755,8,10,2025-01-15T00:16:07Z,390000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Council IV 1 FT),"[1631114, 1641741]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,203054.0,,,,,,,,,,1.0,0.0,Council IV,1641741.0,,,,,,
41,PT08M45.00S,2025-01-15T00:16:09.2Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1641741,,,1610612755,9,10,2025-01-15T00:16:09Z,410000,False,,,0,,R. Council IV Free Throw 1 of 1 (3 PTS),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,Made,,,,,,,,,,,3.0,,,,,
42,PT08M32.00S,2025-01-15T00:16:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.28055190538765,52.450980392156865,1610612760,9,12,2025-01-15T00:56:00Z,420000,False,12.0,95.0,1,right,S. Gilgeous-Alexander 9' driving floating Jump Shot (4 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,9.61,Made,,,,,,,,,,,4.0,,,,,
44,PT08M21.00S,2025-01-15T00:16:34.1Z,1,REGULAR,3pt,Jump Shot,[],201569,35.92312746386334,56.127450980392155,1610612755,9,12,2025-01-15T00:16:38Z,440000,False,-31.0,285.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,28.68,Missed,,,,,,,,,,,,,,,,
45,PT08M18.00S,2025-01-15T00:16:37.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,9,12,2025-01-15T00:16:38Z,450000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT08M10.00S,2025-01-15T00:16:45.3Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,9,12,2025-01-15T00:16:48Z,460000,False,,,0,,J. Williams lost ball TURNOVER (2 TO),"[1631114, 202704]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,2.0,,,,,,,,,,,,,,,,,Jackson,202704.0
47,PT08M10.00S,2025-01-15T00:16:45.3Z,1,REGULAR,steal,,[],202704,,,1610612755,9,12,2025-01-15T00:22:41Z,470000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2025-01-15T00:16:53.4Z,1,REGULAR,foul,personal,[],1641717,,,1610612755,9,12,2025-01-15T00:16:58Z,480000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1626162]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,203054.0,,,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,
50,PT07M58.00S,2025-01-15T00:17:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,9.379106438896187,41.17647058823529,1610612755,9,12,2025-01-15T00:17:23Z,500000,False,44.0,36.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,5.67,Missed,,,,,,,,,,,,,,,,
51,PT07M56.00S,2025-01-15T00:17:21.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,9,12,2025-01-15T00:17:23Z,510000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,
52,PT07M37.00S,2025-01-15T00:17:40.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,76.00197109067017,16.17647058823529,1610612760,9,15,2025-01-15T00:17:44Z,520000,False,-169.0,173.0,1,right,L. Dort 24' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,24.2,Made,,,,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,
54,PT07M26.00S,2025-01-15T00:17:59.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,9,15,2025-01-15T00:18:01Z,540000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2025-01-15T00:20:42.9Z,1,REGULAR,substitution,out,[],202704,,,1610612755,9,15,2025-01-15T00:20:50Z,550000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M26.00S,2025-01-15T00:20:42.9Z,1,REGULAR,substitution,in,[],1630288,,,1610612755,9,15,2025-01-15T00:20:50Z,560000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2025-01-15T00:21:10.9Z,1,REGULAR,turnover,backcourt,[],1641741,,,1610612755,9,15,2025-01-15T00:21:18Z,570000,False,,,0,,R. Council IV backcourt TURNOVER (1 TO),[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Left Center,202041.0,1.0,,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2025-01-15T00:21:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,94.00459921156373,50.245098039215684,1610612760,9,17,2025-01-15T00:21:36Z,580000,False,1.0,4.0,1,right,S. Gilgeous-Alexander reverse Layup (6 PTS) (I. Hartenstein 1 AST),"[1628983, 1628392]",1610612760.0,OKC,reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,0.41,Made,,,,,,,,,,,6.0,I. Hartenstein,1628392.0,1.0,,
60,PT07M04.00S,2025-01-15T00:21:44.3Z,1,REGULAR,3pt,Jump Shot,[],201569,24.753613666228645,92.6470588235294,1610612755,9,17,2025-01-15T00:21:50Z,600000,False,-213.0,180.0,1,left,MISS E. Gordon 27' 3PT,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,27.92,Missed,,,,,,,,,,,,,,,,
61,PT06M59.00S,2025-01-15T00:21:49.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,9,17,2025-01-15T00:21:50Z,610000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:4),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,60.0,4.0,4.0,0.0,,,,,,,,,,
62,PT06M48.00S,2025-01-15T00:22:00.4Z,1,REGULAR,3pt,Jump Shot,[],1631114,89.14257555847568,5.14705882352942,1610612760,9,17,2025-01-15T00:22:03Z,620000,False,-224.0,50.0,1,right,MISS J. Williams 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,22.97,Missed,,,,,,,,,,,,,,,,
63,PT06M45.00S,2025-01-15T00:22:03.4Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,9,17,2025-01-15T00:22:03Z,630000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT06M38.00S,2025-01-15T00:22:09.8Z,1,REGULAR,3pt,Jump Shot,[],1627824,25.147831800262807,90.19607843137254,1610612755,9,17,2025-01-15T00:22:14Z,640000,False,-201.0,184.0,1,left,MISS G. Yabusele 27' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,27.24,Missed,,,,,,,,,,,,,,,,
65,PT06M35.00S,2025-01-15T00:22:12.8Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,17,2025-01-15T00:22:14Z,650000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,
66,PT06M21.00S,2025-01-15T00:22:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612760,9,17,2025-01-15T00:22:39Z,660000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1626162, 1628983]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,202041.0,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
68,PT06M21.00S,2025-01-15T00:22:55.8Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,9,17,2025-01-15T00:22:55Z,680000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
69,PT06M21.00S,2025-01-15T00:22:55.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,9,17,2025-01-15T00:22:55Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,
70,PT06M21.00S,2025-01-15T00:22:58.1Z,1,REGULAR,substitution,out,[],201569,,,1610612760,9,17,2025-01-15T00:23:01Z,700000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M21.00S,2025-01-15T00:22:58.1Z,1,REGULAR,substitution,in,[],1642348,,,1610612760,9,17,2025-01-15T00:23:01Z,710000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M21.00S,2025-01-15T00:23:10.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,9,18,2025-01-15T00:23:10Z,720000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,Made,,,,,,,,,,,7.0,,,,,
73,PT06M06.00S,2025-01-15T00:23:26.6Z,1,REGULAR,3pt,Jump Shot,[],1641741,28.695795006570307,18.382352941176478,1610612755,9,18,2025-01-15T00:23:33Z,730000,False,158.0,217.0,1,left,MISS R. Council IV 26' step back 3PT,[1641741],1610612755.0,PHI,step back,,,Council IV,R. Council IV,,,,,Above the Break 3,24+ Right Center,,,26.86,Missed,,,,,,,,,,,,,,,,
74,PT06M03.00S,2025-01-15T00:23:29.6Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,9,18,2025-01-15T00:23:33Z,740000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,,73.0,2.0,1.0,1.0,,,,,,,,,,
75,PT05M50.00S,2025-01-15T00:23:42.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641741,8.065045992115643,37.99019607843137,1610612755,9,18,2025-01-15T00:23:48Z,750000,False,60.0,23.0,1,left,MISS R. Council IV 6' driving Hook - blocked,"[1641741, 1628392]",1610612755.0,PHI,driving,,,Council IV,R. Council IV,,,,,In The Paint (Non-RA),0-8 Center,,,6.44,Missed,Hartenstein,1628392.0,,,,,,,,,,,,,,
76,PT05M50.00S,2025-01-15T00:23:42.0Z,1,REGULAR,block,,[],1628392,,,1610612755,9,18,2025-01-15T00:23:44Z,760000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2025-01-15T00:23:42.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,9,18,2025-01-15T00:23:48Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,75.0,,,,,,,,,,,,,
78,PT05M50.00S,2025-01-15T00:23:48.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,9,18,2025-01-15T00:23:54Z,780000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,202041.0,,,,,,,,,,,,,,,,,,,
79,PT05M36.00S,2025-01-15T00:24:10.3Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,9,18,2025-01-15T00:24:13Z,790000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1626162]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
80,PT05M36.00S,2025-01-15T00:24:10.3Z,1,REGULAR,steal,,[],1626162,,,1610612755,9,18,2025-01-15T00:24:12Z,800000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M31.00S,2025-01-15T00:24:16.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,5.831143232588701,41.42156862745098,1610612755,9,18,2025-01-15T00:25:35Z,810000,False,43.0,2.0,1,left,MISS K. Oubre Jr. driving floating Shot - blocked,"[1626162, 1631114]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,4.3,Missed,Williams,1631114.0,,,,,,,,,,,,,,
82,PT05M31.00S,2025-01-15T00:24:16.0Z,1,REGULAR,block,,[],1631114,,,1610612755,9,18,2025-01-15T00:24:19Z,820000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
