actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
40,PT07M22.00S,2022-11-05T23:46:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.863994743758213,51.225490196078425,1610612737,16,10,2022-11-05T23:46:12Z,400000,-6.0,3.0,1,left,D. Murray reverse Layup (4 PTS) (T. Young 3 AST),"[1627749, 1629027]",1610612737.0,ATL,reverse,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.66,Made,4.0,,,,,T. Young,1629027.0,3.0,,,,,,,,,,
42,PT07M01.00S,2022-11-05T23:46:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,80.50262812089356,55.88235294117647,1610612740,16,12,2022-11-05T23:46:31Z,420000,29.0,131.0,1,right,C. McCollum 13' turnaround fadeaway Jump Shot (9 PTS),[203468],1610612740.0,NOP,turnaround fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,13.41,Made,9.0,,,,,,,,,,,,,,,,,
43,PT06M50.00S,2022-11-05T23:46:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,8.886333771353483,50.0,1610612737,18,12,2022-11-05T23:46:48Z,430000,0.0,31.0,1,left,C. Capela cutting Layup (6 PTS) (D. Murray 2 AST),"[203991, 1627749]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.1,Made,6.0,,,,,D. Murray,1627749.0,2.0,,,,,,,,,,
45,PT06M50.00S,2022-11-05T23:46:48.1Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612737,18,12,2022-11-05T23:49:56Z,450000,,,0,,H. Jones shooting personal FOUL (1 PF) (Capela 1 FT),"[1630529, 203991]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1162.0,1.0,0.0,Capela,203991.0,,,
47,PT06M50.00S,2022-11-05T23:46:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,12,2022-11-05T23:46:56Z,470000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M50.00S,2022-11-05T23:50:02.0Z,1,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,18,12,2022-11-05T23:50:03Z,480000,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT06M48.00S,2022-11-05T23:50:04.0Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,18,12,2022-11-05T23:50:03Z,490000,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
51,PT06M33.00S,2022-11-05T23:50:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.83245729303549,49.26470588235294,1610612740,18,12,2022-11-05T23:50:23Z,500000,-4.0,43.0,1,right,MISS B. Ingram driving finger roll Layup - blocked,"[1627742, 1628381]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,Collins,1628381.0,,,,,,,,
52,PT06M33.00S,2022-11-05T23:50:17.7Z,1,REGULAR,block,,[],1628381,,,1610612740,18,12,2022-11-05T23:50:21Z,510000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M29.00S,2022-11-05T23:50:21.7Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,18,12,2022-11-05T23:50:23Z,520000,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,,,
54,PT06M26.00S,2022-11-05T23:50:24.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,77.61169513797634,27.450980392156865,1610612740,18,12,2022-11-05T23:50:30Z,530000,-113.0,158.0,1,right,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,19.41,Missed,,,,,,,,,,,,,,,,,,
55,PT06M22.00S,2022-11-05T23:50:28.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,18,12,2022-11-05T23:50:30Z,540000,,,0,,J. Valanciunas REBOUND (Off:2 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,,,,54.0,2.0,0.0,2.0,,,,,,,,,,,,,
56,PT06M20.00S,2022-11-05T23:50:30.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202685,93.11760840998686,45.09803921568628,1610612740,18,12,2022-11-05T23:50:36Z,550000,-25.0,12.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
57,PT06M16.00S,2022-11-05T23:50:34.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,18,12,2022-11-05T23:50:53Z,560000,,,0,,J. Valanciunas REBOUND (Off:3 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,56.0,3.0,0.0,3.0,,,,,,,,,,,,,
58,PT06M16.00S,2022-11-05T23:50:35.2Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,18,12,2022-11-05T23:51:20Z,570000,0.0,0.0,1,right,MISS J. Valanciunas turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
59,PT06M15.00S,2022-11-05T23:50:36.2Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,18,12,2022-11-05T23:51:20Z,580000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,
60,PT06M13.00S,2022-11-05T23:50:37.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630529,94.40999984741211,50.0,1610612740,18,12,2022-11-05T23:52:07Z,590000,0.0,0.0,1,right,MISS H. Jones tip Layup,[1630529],1610612740.0,NOP,tip,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
61,PT06M12.00S,2022-11-05T23:50:38.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,18,12,2022-11-05T23:52:07Z,600000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,60.0,4.0,3.0,1.0,,,,,,,,,,,,,
62,PT05M57.00S,2022-11-05T23:50:54.1Z,1,REGULAR,2pt,Jump Shot,[],1628381,12.565703022339028,67.15686274509804,1610612737,18,12,2022-11-05T23:51:00Z,610000,-86.0,66.0,1,left,MISS J. Collins 10' turnaround fadeaway Shot,[1628381],1610612737.0,ATL,turnaround fadeaway,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,10.8,Missed,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2022-11-05T23:50:57.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,18,12,2022-11-05T23:51:00Z,620000,,,0,,J. Valanciunas REBOUND (Off:3 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,62.0,4.0,1.0,3.0,,,,,,,,,,,,,
64,PT05M50.00S,2022-11-05T23:51:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612740,18,12,2022-11-05T23:51:12Z,630000,,,0,,J. Collins shooting personal FOUL (2 PF) (Jones 2 FT),"[1628381, 1630529]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1162.0,2.0,0.0,Jones,1630529.0,,,
68,PT05M50.00S,2022-11-05T23:51:30.3Z,1,REGULAR,substitution,out,[],1628381,,,1610612740,18,12,2022-11-05T23:51:38Z,670000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2022-11-05T23:51:30.3Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,18,12,2022-11-05T23:51:38Z,680000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2022-11-05T23:51:30.3Z,1,REGULAR,substitution,in,[],203200,,,1610612740,18,12,2022-11-05T23:51:38Z,690000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2022-11-05T23:51:30.3Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,18,12,2022-11-05T23:51:38Z,700000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2022-11-05T23:51:30.4Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,18,12,2022-11-05T23:59:03Z,702500,,,0,,MISS H. Jones Free Throw 1 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
67,PT05M50.00S,2022-11-05T23:51:30.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,18,12,2022-11-05T23:59:03Z,703750,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,
72,PT05M50.00S,2022-11-05T23:51:30.4Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,18,13,2022-11-05T23:59:03Z,704375,,,0,,H. Jones Free Throw 2 of 2 (1 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
73,PT05M35.00S,2022-11-05T23:52:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.652431011826544,47.30392156862745,1610612737,18,13,2022-11-05T23:52:45Z,705000,13.0,10.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
74,PT05M34.00S,2022-11-05T23:52:12.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,18,13,2022-11-05T23:52:45Z,707500,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,73.0,5.0,3.0,2.0,,,,,,,,,,,,,
75,PT05M34.00S,2022-11-05T23:52:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.590000152587891,50.0,1610612737,20,13,2022-11-05T23:52:17Z,740000,0.0,0.0,1,left,C. Capela putback Layup (8 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
76,PT05M34.00S,2022-11-05T23:52:21.8Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612737,20,13,2022-11-05T23:52:37Z,750000,,,0,,H. Jones shooting personal FOUL (2 PF) (Capela 1 FT),"[1630529, 203991]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628480.0,2.0,0.0,Capela,203991.0,,,
78,PT05M34.00S,2022-11-05T23:52:30.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612737,20,13,2022-11-05T23:52:36Z,770000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M34.00S,2022-11-05T23:52:30.9Z,1,REGULAR,substitution,in,[],1630230,,,1610612737,20,13,2022-11-05T23:52:36Z,780000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M34.00S,2022-11-05T23:52:47.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203991,,,1610612737,21,13,2022-11-05T23:52:47Z,790000,,,0,,C. Capela Free Throw 1 of 1 (9 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2022-11-05T23:53:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.59855453350855,58.82352941176471,1610612740,21,15,2022-11-05T23:53:17Z,800000,44.0,64.0,1,right,J. Valanciunas 7' driving bank Jump Shot (2 PTS),[202685],1610612740.0,NOP,driving bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,2.0,,,,,,,,,,,,,,,,,
82,PT04M57.00S,2022-11-05T23:53:24.3Z,1,REGULAR,3pt,Jump Shot,[],203200,4.681340341655716,95.09803921568627,1610612737,21,15,2022-11-05T23:53:29Z,810000,-225.0,-8.0,1,left,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
