actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M29.00S,2022-11-17T00:46:52.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,2,0,2022-11-17T00:46:54Z,150000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M24.00S,2022-11-17T00:46:59.9Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,2,0,2022-11-17T00:47:07Z,160000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,200833.0,1.0,,,,,,,,,,,
17,PT10M14.00S,2022-11-17T00:47:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,5.338370565045992,51.470588235294116,1610612738,2,0,2022-11-17T00:47:27Z,170000,False,-7.0,-2.0,1,left,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
18,PT10M09.00S,2022-11-17T00:47:24.7Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,2,0,2022-11-17T00:47:27Z,180000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M09.00S,2022-11-17T00:47:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201143,5.590000152587891,50.0,1610612738,2,2,2022-11-17T00:47:23Z,190000,False,0.0,0.0,1,left,A. Horford tip Layup (2 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
20,PT09M56.00S,2022-11-17T00:47:36.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.24901445466492,50.49019607843137,1610612737,2,2,2022-11-17T00:47:46Z,200000,False,2.0,11.0,1,right,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
21,PT09M53.00S,2022-11-17T00:47:39.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,2,2,2022-11-17T00:47:46Z,210000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,20.0,3.0,2.0,1.0,,,,,,,,,,,,,,
22,PT09M49.00S,2022-11-17T00:47:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,5.995400788436268,49.01960784313725,1610612738,2,4,2022-11-17T00:47:52Z,220000,False,5.0,4.0,1,left,J. Brown running Layup (2 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M38.00S,2022-11-17T00:47:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.64323258869908,48.77450980392157,1610612737,4,4,2022-11-17T00:48:04Z,230000,False,-6.0,7.0,1,right,C. Capela alley-oop Layup (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,,,T. Young,1629027.0,1.0,,,,,,,,
25,PT09M18.00S,2022-11-17T00:48:14.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,23.209592641261498,36.029411764705884,1610612738,4,6,2022-11-17T00:48:19Z,250000,False,70.0,166.0,1,left,J. Brown 17' pullup Jump Shot (4 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,17.98,Made,,,,,4.0,,,J. Tatum,1628369.0,1.0,,,,,,,,
27,PT09M05.00S,2022-11-17T00:48:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,68.9388961892247,71.07843137254902,1610612737,4,6,2022-11-17T00:48:33Z,270000,False,105.0,239.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
28,PT09M02.00S,2022-11-17T00:48:31.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,4,6,2022-11-17T00:48:33Z,280000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT08M57.00S,2022-11-17T00:48:35.7Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,4,6,2022-11-17T00:48:42Z,290000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,Young,1629027.0,,,,,,
30,PT08M57.00S,2022-11-17T00:48:35.7Z,1,REGULAR,steal,,[],1629027,,,1610612737,4,6,2022-11-17T00:48:37Z,300000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M54.00S,2022-11-17T00:48:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612737,4,6,2022-11-17T00:48:55Z,310000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Capela 2 FT),"[1629684, 203991]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200833.0,,,,,,,1.0,0.0,Capela,203991.0,,
33,PT08M54.00S,2022-11-17T00:49:12.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203991,,,1610612737,5,6,2022-11-17T00:49:29Z,330000,False,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
34,PT08M54.00S,2022-11-17T00:49:12.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203991,,,1610612737,5,6,2022-11-17T00:49:29Z,340000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT08M52.00S,2022-11-17T00:49:14.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,5,6,2022-11-17T00:49:29Z,350000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,34.0,4.0,3.0,1.0,,,,,,,,,,,,,,
36,PT08M45.00S,2022-11-17T00:49:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.750985545335087,59.80392156862745,1610612738,5,9,2022-11-17T00:49:40Z,360000,False,-49.0,246.0,1,left,D. White 25' 3PT pullup (3 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.08,Made,,,,,3.0,,,J. Tatum,1628369.0,2.0,,,,,,,,
38,PT08M34.00S,2022-11-17T00:49:58.1Z,1,REGULAR,foul,personal,[],201143,,,1610612737,5,9,2022-11-17T00:50:04Z,380000,False,,,0,,A. Horford personal FOUL (1 PF),"[201143, 1629027]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202041.0,,,,,,,1.0,0.0,Young,1629027.0,,
40,PT08M25.00S,2022-11-17T00:50:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,71.30420499342969,21.568627450980394,1610612737,5,9,2022-11-17T00:50:25Z,400000,False,-142.0,217.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
41,PT08M22.00S,2022-11-17T00:50:23.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,9,2022-11-17T00:50:25Z,410000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M11.00S,2022-11-17T00:50:34.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,10.463206307490145,48.28431372549019,1610612738,5,11,2022-11-17T00:50:42Z,420000,False,9.0,46.0,1,left,A. Horford driving Hook (4 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,4.0,,,J. Tatum,1628369.0,3.0,,,,,,,,
44,PT07M59.00S,2022-11-17T00:50:47.9Z,1,REGULAR,turnover,lost ball,[],1628381,,,1610612737,5,11,2022-11-17T00:51:03Z,440000,False,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 1628369]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,Tatum,1628369.0,,,,,,
45,PT07M59.00S,2022-11-17T00:50:47.9Z,1,REGULAR,steal,,[],1628369,,,1610612738,5,11,2022-11-17T00:50:50Z,450000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
46,PT07M58.00S,2022-11-17T00:50:52.2Z,1,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,5,11,2022-11-17T00:51:02Z,460000,False,,,0,,D. White step out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,step,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,200833.0,1.0,,,,,,,,,,,
48,PT07M45.00S,2022-11-17T00:52:11.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,79.97700394218134,38.970588235294116,1610612737,7,11,2022-11-17T00:52:17Z,480000,False,-55.0,136.0,1,right,D. Murray 14' pullup Jump Shot (4 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,14.65,Made,,,,,4.0,,,,,,,,,,,,,
49,PT07M36.00S,2022-11-17T00:52:20.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628401,5.601182654402102,49.50980392156863,1610612738,7,11,2022-11-17T00:52:28Z,490000,False,2.0,0.0,1,left,MISS D. White driving DUNK - blocked,"[1628401, 1628381]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,0.25,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
50,PT07M36.00S,2022-11-17T00:52:20.7Z,1,REGULAR,block,,[],1628381,,,1610612738,7,11,2022-11-17T00:52:24Z,500000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M32.00S,2022-11-17T00:52:24.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,7,11,2022-11-17T00:52:28Z,510000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT07M31.00S,2022-11-17T00:52:26.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629631,93.24901445466492,49.754901960784316,1610612737,7,11,2022-11-17T00:52:41Z,520000,False,-1.0,11.0,1,right,MISS D. Hunter alley-oop DUNK,[1629631],1610612737.0,ATL,alley-oop,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
53,PT07M30.00S,2022-11-17T00:52:27.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,7,11,2022-11-17T00:52:41Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,52.0,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2022-11-17T00:52:44.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,6.389618922470433,94.85294117647058,1610612738,7,11,2022-11-17T00:52:48Z,550000,False,-224.0,8.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
56,PT07M16.00S,2022-11-17T00:52:46.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,7,11,2022-11-17T00:52:48Z,560000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M06.00S,2022-11-17T00:52:56.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,93.24901445466492,74.26470588235294,1610612737,7,11,2022-11-17T00:53:02Z,570000,False,121.0,11.0,1,right,MISS D. Murray 12' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,12.18,Missed,,,,,,,,,,,,,,,,,,
58,PT07M03.00S,2022-11-17T00:52:59.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,11,2022-11-17T00:53:02Z,580000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M52.00S,2022-11-17T00:53:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.280551905387648,60.5392156862745,1610612738,7,11,2022-11-17T00:53:16Z,590000,False,-53.0,35.0,1,left,MISS J. Tatum 6' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
60,PT06M50.00S,2022-11-17T00:53:12.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,7,11,2022-11-17T00:53:12Z,600000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,5.0,3.0,2.0,,,,,,,,,,,,,,
61,PT06M49.00S,2022-11-17T00:53:13.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,20.45006570302234,6.61764705882353,1610612738,7,11,2022-11-17T00:53:18Z,610000,False,217.0,140.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
62,PT06M46.00S,2022-11-17T00:53:15.7Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,7,11,2022-11-17T00:53:15Z,620000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT06M35.00S,2022-11-17T00:53:27.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,9.937582128777924,56.61764705882353,1610612738,7,11,2022-11-17T00:53:33Z,630000,False,-33.0,41.0,1,left,MISS J. Tatum driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2022-11-17T00:53:30.1Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,7,11,2022-11-17T00:53:33Z,640000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M27.00S,2022-11-17T00:53:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,91.93495400788436,51.71568627450981,1610612737,9,11,2022-11-17T00:53:49Z,650000,False,9.0,23.0,1,right,J. Collins driving Layup (2 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,2.0,,,D. Murray,1627749.0,1.0,,,,,,,,
68,PT06M15.00S,2022-11-17T00:53:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,9,11,2022-11-17T00:53:52Z,680000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,out,[],203991,,,1610612738,9,11,2022-11-17T00:57:11Z,690000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,out,[],1629027,,,1610612738,9,11,2022-11-17T00:57:11Z,700000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,9,11,2022-11-17T00:57:11Z,710000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612738,9,11,2022-11-17T00:57:11Z,720000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,in,[],1628988,,,1610612738,9,11,2022-11-17T00:57:11Z,730000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2022-11-17T00:56:32.6Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,9,11,2022-11-17T00:57:11Z,740000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2022-11-17T00:57:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.251642575558476,42.8921568627451,1610612738,9,13,2022-11-17T00:57:41Z,750000,False,36.0,53.0,1,left,J. Brown 6' turnaround fadeaway Jump Shot (6 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,,,,,6.0,,,,,,,,,,,,,
76,PT05M38.00S,2022-11-17T00:57:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,91.80354796320631,42.40196078431372,1610612737,9,13,2022-11-17T00:58:04Z,760000,False,-38.0,25.0,1,right,MISS A. Holiday driving floating Shot,[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2022-11-17T00:58:03.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,9,13,2022-11-17T00:58:04Z,770000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT05M33.00S,2022-11-17T00:58:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,11,13,2022-11-17T00:58:03Z,780000,False,0.0,0.0,1,right,O. Okongwu putback Layup (2 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
80,PT05M19.00S,2022-11-17T00:58:22.1Z,1,REGULAR,substitution,out,[],1629631,,,1610612738,11,13,2022-11-17T00:58:32Z,800000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M19.00S,2022-11-17T00:58:22.1Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,11,13,2022-11-17T00:58:32Z,810000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2022-11-17T00:58:22.1Z,1,REGULAR,substitution,in,[],1631100,,,1610612738,11,13,2022-11-17T00:58:32Z,820000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2022-11-17T00:58:22.1Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,11,13,2022-11-17T00:58:32Z,830000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
