actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
63,PT06M43.00S,2023-01-12T00:56:14.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628381,6.389618922470433,37.00980392156863,1610612737,10,18,2023-01-12T00:56:20Z,630000,False,65.0,8.0,1,left,J. Collins 6' pullup Jump Shot (4 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,4.0,,,,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
65,PT06M29.00S,2023-01-12T00:56:28.4Z,1,REGULAR,3pt,Jump Shot,[],201950,72.22404730617609,81.61764705882352,1610612749,10,18,2023-01-12T00:56:33Z,650000,False,158.0,209.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
66,PT06M27.00S,2023-01-12T00:56:30.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,10,18,2023-01-12T00:56:33Z,660000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,
67,PT06M23.00S,2023-01-12T00:56:35.2Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612737,10,18,2023-01-12T00:56:50Z,670000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1628960, 203992]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200834.0,1.0,0.0,Bogdanovic,203992.0,,
70,PT06M23.00S,2023-01-12T00:56:57.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203992,,,1610612737,11,18,2023-01-12T00:57:21Z,690000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
71,PT06M23.00S,2023-01-12T00:56:59.7Z,1,REGULAR,substitution,out,[],201572,,,1610612737,11,18,2023-01-12T00:57:06Z,700000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2023-01-12T00:56:59.7Z,1,REGULAR,substitution,in,[],203507,,,1610612737,11,18,2023-01-12T00:57:06Z,710000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2023-01-12T00:56:57.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203992,,,1610612737,11,18,2023-01-12T00:57:21Z,720000,False,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2023-01-12T00:56:59.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,18,2023-01-12T00:57:21Z,730000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,
75,PT06M06.00S,2023-01-12T00:57:35.2Z,1,REGULAR,2pt,Jump Shot,[],203507,73.66951379763469,50.73529411764706,1610612749,11,18,2023-01-12T00:57:44Z,740000,False,4.0,195.0,1,right,MISS G. Antetokounmpo 19' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,19.5,Missed,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2023-01-12T00:57:38.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,11,18,2023-01-12T00:57:44Z,750000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,
77,PT05M54.00S,2023-01-12T00:57:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.703679369250986,55.88235294117647,1610612737,11,18,2023-01-12T00:57:52Z,760000,False,-29.0,20.0,1,left,MISS J. Collins Layup - blocked,"[1628381, 203507]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
78,PT05M54.00S,2023-01-12T00:57:47.0Z,1,REGULAR,block,,[],203507,,,1610612737,11,18,2023-01-12T00:57:49Z,770000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M52.00S,2023-01-12T00:57:49.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,18,2023-01-12T00:57:52Z,780000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,
80,PT05M40.00S,2023-01-12T00:58:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,92.46057818659659,50.0,1610612749,11,20,2023-01-12T00:58:06Z,790000,False,0.0,18.0,1,right,G. Allen driving Layup (4 PTS) (J. Holiday 1 AST),"[1628960, 201950]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,J. Holiday,201950.0,1.0,,,,,,,,,,,
82,PT05M25.00S,2023-01-12T00:58:15.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,6.258212877792378,72.05882352941177,1610612737,13,20,2023-01-12T00:58:23Z,810000,False,-110.0,6.0,1,left,D. Murray 11' fadeaway Jump Shot (2 PTS),[1627749],1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,11.05,Made,2.0,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2023-01-12T00:58:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630699,86.41590013140605,3.6764705882352944,1610612749,13,20,2023-01-12T00:58:31Z,820000,False,-232.0,75.0,1,right,MISS M. Beauchamp 24' 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2023-01-12T00:58:29.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,13,20,2023-01-12T00:58:31Z,830000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,
