actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
255,PT06M48.00S,2022-10-23T21:55:23.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612737,34,40,2022-10-23T21:55:52Z,2540000,,,0,,J. Bouknight personal FOUL (2 PF) (Hunter 2 FT),"[1630547, 1629631]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202007.0,2.0,0.0,Hunter,1629631.0,,
257,PT06M48.00S,2022-10-23T21:55:53.5Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,35,40,2022-10-23T21:56:20Z,2560000,,,0,,D. Hunter Free Throw 1 of 2 (4 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
258,PT06M48.00S,2022-10-23T21:55:55.4Z,2,REGULAR,substitution,out,[],203200,,,1610612737,35,40,2022-10-23T21:56:00Z,2570000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M48.00S,2022-10-23T21:55:55.4Z,2,REGULAR,substitution,out,[],1626162,,,1610612737,35,40,2022-10-23T21:56:00Z,2580000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M48.00S,2022-10-23T21:55:55.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,35,40,2022-10-23T21:56:00Z,2590000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M48.00S,2022-10-23T21:55:55.4Z,2,REGULAR,substitution,in,[],202330,,,1610612737,35,40,2022-10-23T21:56:00Z,2600000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M48.00S,2022-10-23T21:55:53.5Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,35,40,2022-10-23T21:56:20Z,2610000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT06M45.00S,2022-10-23T21:55:56.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,35,40,2022-10-23T21:56:20Z,2620000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,262.0,1.0,1.0,0.0,,,,,,,
264,PT06M32.00S,2022-10-23T21:56:32.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630547,85.89027595269383,46.568627450980394,1610612766,35,40,2022-10-23T21:57:42Z,2630000,-17.0,80.0,1,right,MISS J. Bouknight 8' driving Hook - blocked,"[1630547, 1630168]",1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,8.19,Missed,,,,,,,,,,,,,,,,,Okongwu,1630168.0
265,PT06M32.00S,2022-10-23T21:56:32.1Z,2,REGULAR,block,,[],1630168,,,1610612766,35,40,2022-10-23T21:56:35Z,2640000,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
266,PT06M28.00S,2022-10-23T21:56:36.1Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,35,40,2022-10-23T21:56:36Z,2650000,,,0,,J. Collins REBOUND (Off:1 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,264.0,6.0,5.0,1.0,,,,,,,
267,PT06M22.00S,2022-10-23T21:56:41.4Z,2,REGULAR,3pt,Jump Shot,[],1627749,7.178055190538765,95.34313725490196,1610612737,38,40,2022-10-23T21:56:46Z,2660000,-227.0,15.0,1,left,D. Murray 3PT  (13 PTS) (T. Young 4 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,22.72,Made,13.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
269,PT05M57.00S,2022-10-23T21:57:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,92.9862023653088,48.28431372549019,1610612766,38,40,2022-10-23T21:58:43Z,2680000,-9.0,13.0,1,right,MISS J. Bouknight cutting Layup - blocked,"[1630547, 1628381]",1610612766.0,CHA,cutting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
270,PT05M57.00S,2022-10-23T21:57:06.5Z,2,REGULAR,block,,[],1628381,,,1610612766,38,40,2022-10-23T21:57:35Z,2690000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
271,PT05M54.00S,2022-10-23T21:57:09.5Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,38,40,2022-10-23T21:57:13Z,2700000,,,0,,N. Richards REBOUND (Off:3 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,269.0,3.0,0.0,3.0,,,,,,,
272,PT05M52.00S,2022-10-23T21:57:12.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,92.72339027595268,48.28431372549019,1610612766,38,42,2022-10-23T21:57:21Z,2710000,-9.0,16.0,1,right,N. Richards putback Layup (7 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.81,Made,7.0,,,,,,,,,,,,,,,,,
273,PT05M42.00S,2022-10-23T21:57:23.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612737,38,42,2022-10-23T21:57:50Z,2720000,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Young 2 FT),"[1628372, 1629027]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Young,1629027.0,,
275,PT05M42.00S,2022-10-23T21:57:51.1Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,39,42,2022-10-23T21:58:11Z,2740000,,,0,,T. Young Free Throw 1 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
276,PT05M42.00S,2022-10-23T21:57:56.7Z,2,REGULAR,substitution,out,[],1628372,,,1610612737,39,42,2022-10-23T21:58:00Z,2750000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M42.00S,2022-10-23T21:57:56.7Z,2,REGULAR,substitution,in,[],1630177,,,1610612737,39,42,2022-10-23T21:58:00Z,2760000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M42.00S,2022-10-23T21:57:51.1Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,39,42,2022-10-23T21:58:11Z,2770000,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT05M39.00S,2022-10-23T21:57:54.1Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,39,42,2022-10-23T21:58:11Z,2780000,,,0,,J. Thor REBOUND (Off:0 Def:5),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,278.0,5.0,5.0,0.0,,,,,,,
280,PT05M20.00S,2022-10-23T21:58:30.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,84.05059132720105,50.245098039215684,1610612766,39,44,2022-10-23T21:58:36Z,2790000,1.0,97.0,1,right,N. Richards 9' driving Hook (9 PTS) (T. Maledon 2 AST),"[1630208, 1630177]",1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,9.74,Made,9.0,T. Maledon,1630177.0,2.0,,,,,,,,,,,,,,
281,PT05M05.00S,2022-10-23T21:58:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.469776609724048,50.0,1610612737,39,44,2022-10-23T21:58:51Z,2800000,0.0,-1.0,1,left,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.11,Missed,,,,,,,,,,,,,,,,,,
282,PT05M02.00S,2022-10-23T21:58:47.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,39,44,2022-10-23T21:58:51Z,2810000,,,0,,N. Richards REBOUND (Off:3 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,281.0,4.0,1.0,3.0,,,,,,,
283,PT04M58.00S,2022-10-23T21:58:52.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630547,93.24901445466492,49.50980392156863,1610612766,39,46,2022-10-23T22:01:31Z,2820000,-2.0,11.0,1,right,J. Bouknight running reverse Layup (10 PTS) (N. Richards 1 AST),"[1630547, 1630208]",1610612766.0,CHA,running reverse,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.13,Made,10.0,N. Richards,1630208.0,1.0,,,,,,,,,,,,,,
285,PT04M42.00S,2022-10-23T21:59:10.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630550,,,1610612737,39,46,2022-10-23T21:59:39Z,2840000,,,0,,J. Thor shooting personal FOUL (1 PF) (Collins 2 FT),"[1630550, 1628381]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Collins,1628381.0,,
287,PT04M42.00S,2022-10-23T21:59:40.6Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,40,46,2022-10-23T21:59:40Z,2860000,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
288,PT04M42.00S,2022-10-23T21:59:41.9Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,40,46,2022-10-23T21:59:46Z,2870000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M42.00S,2022-10-23T21:59:41.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612737,40,46,2022-10-23T21:59:46Z,2880000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M42.00S,2022-10-23T21:59:41.9Z,2,REGULAR,substitution,in,[],203991,,,1610612737,40,46,2022-10-23T21:59:46Z,2890000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M42.00S,2022-10-23T21:59:41.9Z,2,REGULAR,substitution,in,[],203486,,,1610612737,40,46,2022-10-23T21:59:46Z,2900000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M42.00S,2022-10-23T21:59:59.1Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,41,46,2022-10-23T21:59:59Z,2910000,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
293,PT04M31.00S,2022-10-23T22:00:11.3Z,2,REGULAR,3pt,Jump Shot,[],202330,71.43561103810775,19.607843137254903,1610612766,41,46,2022-10-23T22:00:16Z,2920000,-152.0,216.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
294,PT04M28.00S,2022-10-23T22:00:14.3Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,41,46,2022-10-23T22:00:16Z,2930000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,293.0,3.0,2.0,1.0,,,,,,,
295,PT04M25.00S,2022-10-23T22:00:18.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612737,41,46,2022-10-23T22:00:40Z,2940000,,,0,,J. Bouknight personal FOUL (3 PF) (Young 2 FT),"[1630547, 1629027]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2003.0,3.0,0.0,Young,1629027.0,,
297,PT04M25.00S,2022-10-23T22:00:40.8Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,42,46,2022-10-23T22:00:40Z,2960000,,,0,,T. Young Free Throw 1 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
298,PT04M25.00S,2022-10-23T22:00:43.9Z,2,REGULAR,substitution,out,[],1630547,,,1610612737,42,46,2022-10-23T22:00:51Z,2970000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M25.00S,2022-10-23T22:00:43.9Z,2,REGULAR,substitution,in,[],1626162,,,1610612737,42,46,2022-10-23T22:00:51Z,2980000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M25.00S,2022-10-23T22:00:55.6Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,43,46,2022-10-23T22:00:55Z,2990000,,,0,,T. Young Free Throw 2 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
301,PT04M08.00S,2022-10-23T22:01:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.24901445466492,49.01960784313725,1610612766,43,48,2022-10-23T22:01:19Z,3000000,-5.0,11.0,1,right,K. Oubre Jr. driving Layup (2 PTS) (M. Plumlee 1 AST),"[1626162, 203486]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
302,PT03M55.00S,2022-10-23T22:01:26.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,30.962549277266753,36.76470588235294,1610612737,43,48,2022-10-23T22:01:31Z,3010000,66.0,239.0,1,left,MISS T. Young 24' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
303,PT03M52.00S,2022-10-23T22:01:29.1Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,43,48,2022-10-23T22:01:31Z,3020000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,,302.0,2.0,2.0,0.0,,,,,,,
304,PT03M45.00S,2022-10-23T22:01:36.4Z,2,REGULAR,3pt,Jump Shot,[],1630550,94.30026281208936,4.166666666666666,1610612766,43,51,2022-10-23T22:01:41Z,3030000,-229.0,1.0,1,right,J. Thor 3PT  (5 PTS) (G. Hayward 3 AST),"[1630550, 202330]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,22.92,Made,5.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,
306,PT03M28.00S,2022-10-23T22:01:54.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,6.652431011826544,48.77450980392157,1610612737,45,51,2022-10-23T22:04:31Z,3050000,6.0,10.0,1,left,C. Capela driving bank Hook (5 PTS) (D. Murray 1 AST),"[203991, 1627749]",1610612737.0,ATL,driving bank,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.17,Made,5.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
309,PT03M09.00S,2022-10-23T22:02:26.5Z,2,REGULAR,substitution,out,[],1630177,,,1610612766,45,51,2022-10-23T22:02:31Z,3080000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M09.00S,2022-10-23T22:02:26.5Z,2,REGULAR,substitution,in,[],1628372,,,1610612766,45,51,2022-10-23T22:02:31Z,3090000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M07.00S,2022-10-23T22:02:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.51182654402102,49.754901960784316,1610612766,45,51,2022-10-23T22:02:47Z,3100000,-1.0,8.0,1,right,MISS D. Smith Jr. cutting Layup - blocked,"[1628372, 1628381]",1610612766.0,CHA,cutting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,Collins,1628381.0
312,PT03M07.00S,2022-10-23T22:02:41.7Z,2,REGULAR,block,,[],1628381,,,1610612766,45,51,2022-10-23T22:02:45Z,3110000,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT03M02.00S,2022-10-23T22:02:46.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,45,51,2022-10-23T22:02:47Z,3120000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,311.0,4.0,3.0,1.0,,,,,,,
314,PT02M58.00S,2022-10-23T22:02:50.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.258212877792378,49.01960784313725,1610612737,47,51,2022-10-23T22:02:56Z,3130000,5.0,6.0,1,left,C. Capela alley-oop DUNK (7 PTS) (T. Young 5 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.8,Made,7.0,T. Young,1629027.0,5.0,,,,,,,,,,,,,,
316,PT02M40.00S,2022-10-23T22:03:08.2Z,2,REGULAR,2pt,Jump Shot,[],1626162,84.1819973718791,31.862745098039213,1610612766,47,53,2022-10-23T22:03:12Z,3150000,-91.0,96.0,1,right,K. Oubre Jr. 13' pullup Jump Shot (4 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,13.22,Made,4.0,,,,,,,,,,,,,,,,,
317,PT02M26.00S,2022-10-23T22:03:21.8Z,2,REGULAR,3pt,Jump Shot,[],1628381,31.750985545335087,60.5392156862745,1610612737,47,53,2022-10-23T22:03:29Z,3160000,-53.0,246.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
318,PT02M22.00S,2022-10-23T22:03:25.8Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,47,53,2022-10-23T23:49:38Z,3170000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,317.0,3.0,1.0,2.0,,,,,,,
319,PT02M05.00S,2022-10-23T22:03:43.0Z,2,REGULAR,3pt,Jump Shot,[],1628372,69.85873850197109,24.509803921568626,1610612766,47,53,2022-10-23T22:03:48Z,3180000,-127.0,231.0,1,right,MISS D. Smith Jr. 26' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
320,PT02M02.00S,2022-10-23T22:03:46.0Z,2,REGULAR,rebound,offensive,[],1630550,,,1610612766,47,53,2022-10-23T22:03:48Z,3190000,,,0,,J. Thor REBOUND (Off:1 Def:5),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,319.0,6.0,5.0,1.0,,,,,,,
321,PT02M00.00S,2022-10-23T22:03:49.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202330,81.42247043363994,27.205882352941174,1610612766,47,55,2022-10-23T22:03:55Z,3200000,-114.0,122.0,1,right,G. Hayward 16' Jump Shot (4 PTS) (M. Plumlee 2 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,16.7,Made,4.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
323,PT01M37.00S,2022-10-23T22:04:10.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,32.276609724047304,51.225490196078425,1610612737,47,55,2022-10-23T22:04:17Z,3220000,-6.0,251.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
324,PT01M33.00S,2022-10-23T22:04:14.7Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,47,55,2022-10-23T22:04:17Z,3230000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,323.0,4.0,2.0,2.0,,,,,,,
325,PT01M24.00S,2022-10-23T22:04:23.6Z,2,REGULAR,2pt,Jump Shot,[],1626162,92.59198423127464,23.774509803921568,1610612766,47,57,2022-10-23T22:04:28Z,3240000,-131.0,17.0,1,right,K. Oubre Jr. 13' pullup Jump Shot (6 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,13.22,Made,6.0,,,,,,,,,,,,,,,,,
326,PT01M12.00S,2022-10-23T22:04:40.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612737,47,57,2022-10-23T22:06:09Z,3250000,,,0,,D. Smith Jr. personal FOUL (2 PF) (Young 2 FT),"[1628372, 1629027]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1627534.0,2.0,0.0,Young,1629027.0,,
328,PT01M12.00S,2022-10-23T22:06:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,47,57,2022-10-23T22:06:07Z,3270000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M12.00S,2022-10-23T22:07:29.5Z,2,REGULAR,substitution,out,[],1626162,,,1610612737,47,57,2022-10-23T22:07:38Z,3280000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M12.00S,2022-10-23T22:07:29.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612737,47,57,2022-10-23T22:07:38Z,3290000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M12.00S,2022-10-23T22:07:29.5Z,2,REGULAR,substitution,in,[],1630547,,,1610612737,47,57,2022-10-23T22:07:38Z,3300000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M12.00S,2022-10-23T22:07:29.5Z,2,REGULAR,substitution,in,[],1630177,,,1610612737,47,57,2022-10-23T22:07:38Z,3310000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M12.00S,2022-10-23T22:07:54.6Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,48,57,2022-10-23T22:07:54Z,3320000,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
335,PT01M12.00S,2022-10-23T22:07:57.3Z,2,REGULAR,substitution,out,[],1630547,,,1610612737,48,57,2022-10-23T22:08:00Z,3330000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M12.00S,2022-10-23T22:07:57.3Z,2,REGULAR,substitution,in,[],1631121,,,1610612737,48,57,2022-10-23T22:08:00Z,3340000,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M12.00S,2022-10-23T22:08:11.0Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,49,57,2022-10-23T22:08:11Z,3350000,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
339,PT01M03.00S,2022-10-23T22:08:20.8Z,2,REGULAR,turnover,lost ball,[],202330,,,1610612766,49,57,2022-10-23T22:08:25Z,3360000,,,0,,G. Hayward lost ball TURNOVER (3 TO),"[202330, 1628381]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Center,,,,,,,3.0,Collins,1628381.0,,,,,,,,,,,
340,PT01M03.00S,2022-10-23T22:08:20.8Z,2,REGULAR,steal,,[],1628381,,,1610612737,49,57,2022-10-23T22:08:22Z,3370000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
