actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
27,PT09M38.00S,2023-03-25T21:12:31.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630543,6.915243101182654,47.549019607843135,1610612754,6,9,2023-03-25T21:12:39Z,270000,False,12.0,13.0,1,left,I. Jackson DUNK (2 PTS) (T. Haliburton 2 AST),"[1630543, 1630169]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,
29,PT09M38.00S,2023-03-25T21:12:36.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,6,9,2023-03-25T21:12:36Z,290000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2023-03-25T21:15:48.0Z,1,REGULAR,turnover,traveling,[],203991,,,1610612737,6,9,2023-03-25T21:15:58Z,300000,False,,,0,,C. Capela traveling TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1198.0,1.0,,,,,,,,
32,PT08M55.00S,2023-03-25T21:16:22.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631097,7.440867279894875,76.9607843137255,1610612754,6,11,2023-03-25T21:16:30Z,310000,False,-135.0,17.0,1,left,B. Mathurin 13' step back Jump Shot (2 PTS),[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,13.59,Made,,,,,2.0,,,,,,,,,,,,,
33,PT08M42.00S,2023-03-25T21:16:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,83.26215505913272,53.92156862745098,1610612737,6,11,2023-03-25T21:16:43Z,320000,False,20.0,105.0,1,right,MISS B. Bogdanovic 10' pullup Shot,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,10.66,Missed,,,,,,,,,,,,,,,,,,
34,PT08M38.00S,2023-03-25T21:16:39.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,6,11,2023-03-25T21:16:39Z,330000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT08M37.00S,2023-03-25T21:16:40.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,73.9323258869908,83.57843137254902,1610612737,6,11,2023-03-25T21:16:46Z,340000,False,168.0,193.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
36,PT08M37.00S,2023-03-25T21:16:40.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,6,11,2023-03-25T21:16:46Z,350000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M17.00S,2023-03-25T21:17:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,33.196452036793694,38.23529411764706,1610612754,6,14,2023-03-25T21:17:06Z,360000,False,59.0,260.0,1,left,A. Nembhard 26' 3PT  (10 PTS) (T. Haliburton 3 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,10.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,
39,PT08M00.00S,2023-03-25T21:17:17.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,96.00854139290408,4.166666666666666,1610612737,9,14,2023-03-25T21:17:22Z,380000,False,-229.0,-15.0,1,right,J. Collins 3PT  (7 PTS) (D. Murray 3 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,7.0,D. Murray,1627749.0,3.0,,,,,,,,,,
41,PT07M49.00S,2023-03-25T21:17:28.6Z,1,REGULAR,turnover,bad pass,[],1630174,,,1610612754,9,14,2023-03-25T21:17:37Z,400000,False,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 203992]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,
42,PT07M49.00S,2023-03-25T21:17:28.6Z,1,REGULAR,steal,,[],203992,,,1610612737,9,14,2023-03-25T21:19:18Z,410000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M42.00S,2023-03-25T21:17:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203992,94.30026281208936,52.20588235294118,1610612737,9,14,2023-03-25T21:17:41Z,420000,False,11.0,1.0,1,right,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
44,PT07M38.00S,2023-03-25T21:17:39.8Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,9,14,2023-03-25T21:17:41Z,430000,False,,,0,,I. Jackson REBOUND (Off:0 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT07M35.00S,2023-03-25T21:17:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,6.1268068331143235,51.71568627450981,1610612754,9,16,2023-03-25T21:17:50Z,440000,False,-9.0,5.0,1,left,A. Nesmith running Layup (2 PTS) (A. Nembhard 1 AST),"[1630174, 1629614]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
47,PT07M20.00S,2023-03-25T21:17:57.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,9,16,2023-03-25T21:18:05Z,460000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630543]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Jackson,1630543.0,,,,,,
48,PT07M20.00S,2023-03-25T21:17:57.6Z,1,REGULAR,steal,,[],1630543,,,1610612754,9,16,2023-03-25T21:17:59Z,470000,False,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M15.00S,2023-03-25T21:18:02.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,6.652431011826544,48.77450980392157,1610612754,9,16,2023-03-25T21:23:39Z,480000,False,6.0,10.0,1,left,MISS T. Haliburton running Layup - blocked,"[1630169, 1627749]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,Murray,1627749.0,,,,
50,PT07M15.00S,2023-03-25T21:18:02.4Z,1,REGULAR,block,,[],1627749,,,1610612754,9,16,2023-03-25T21:18:05Z,490000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M10.00S,2023-03-25T21:18:07.4Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,9,16,2023-03-25T21:18:52Z,500000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT07M02.00S,2023-03-25T21:18:16.2Z,1,REGULAR,turnover,bad pass,[],1631097,,,1610612754,9,16,2023-03-25T21:18:20Z,510000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1627749]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Murray,1627749.0,,,,,,
53,PT07M02.00S,2023-03-25T21:18:16.2Z,1,REGULAR,steal,,[],1627749,,,1610612737,9,16,2023-03-25T21:24:14Z,520000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2023-03-25T21:18:21.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,84.44480946123521,56.86274509803921,1610612737,11,16,2023-03-25T21:18:27Z,530000,False,34.0,94.0,1,right,T. Young 9' driving floating Jump Shot (2 PTS) (D. Murray 4 AST),"[1629027, 1627749]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.98,Made,,,,,2.0,D. Murray,1627749.0,4.0,,,,,,,,,,
56,PT06M45.00S,2023-03-25T21:18:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.521024967148489,50.73529411764706,1610612754,11,18,2023-03-25T21:24:56Z,550000,False,-4.0,9.0,1,left,T. Haliburton driving Layup (2 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,,,,,,,,,,,,,
57,PT06M24.00S,2023-03-25T21:18:54.2Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612737,11,18,2023-03-25T21:19:19Z,560000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Capela 2 FT),"[1630543, 203991]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2534.0,,,,,,1.0,0.0,Capela,203991.0
59,PT06M24.00S,2023-03-25T21:19:22.4Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,12,18,2023-03-25T21:19:22Z,580000,False,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
60,PT06M24.00S,2023-03-25T21:19:24.2Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,12,18,2023-03-25T21:19:36Z,590000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2023-03-25T21:19:24.2Z,1,REGULAR,substitution,out,[],1630174,,,1610612737,12,18,2023-03-25T21:19:36Z,600000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2023-03-25T21:19:24.2Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,12,18,2023-03-25T21:19:36Z,610000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2023-03-25T21:19:24.2Z,1,REGULAR,substitution,in,[],1627741,,,1610612737,12,18,2023-03-25T21:19:36Z,620000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2023-03-25T21:19:45.2Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,13,18,2023-03-25T21:19:45Z,630000,False,,,0,,C. Capela Free Throw 2 of 2 (4 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
65,PT06M11.00S,2023-03-25T21:19:59.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.258212877792378,49.754901960784316,1610612754,13,20,2023-03-25T21:25:38Z,640000,False,1.0,6.0,1,left,I. Jackson cutting DUNK (4 PTS) (T. Haliburton 4 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,4.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,
67,PT06M00.00S,2023-03-25T21:20:10.6Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612737,13,20,2023-03-25T21:20:16Z,660000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1630169]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,
68,PT06M00.00S,2023-03-25T21:20:10.6Z,1,REGULAR,steal,,[],1630169,,,1610612754,13,20,2023-03-25T21:20:12Z,670000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M57.00S,2023-03-25T21:20:14.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,6.389618922470433,50.0,1610612754,13,22,2023-03-25T21:20:23Z,680000,False,0.0,8.0,1,left,T. Haliburton running DUNK (4 PTS) (A. Nembhard 2 AST),"[1630169, 1629614]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,0.76,Made,,,,,4.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,
71,PT05M51.00S,2023-03-25T21:20:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628381,93.51182654402102,52.94117647058824,1610612737,15,22,2023-03-25T21:20:43Z,700000,False,15.0,8.0,1,right,J. Collins driving Layup (9 PTS) (D. Murray 5 AST),"[1628381, 1627749]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,9.0,D. Murray,1627749.0,5.0,,,,,,,,,,
72,PT05M51.00S,2023-03-25T21:20:28.1Z,1,REGULAR,violation,defensive goaltending,[],1630543,,,1610612737,15,22,2023-03-25T21:20:38Z,710000,False,,,0,,I. Jackson defensive goaltending VIOLATION,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
74,PT05M40.00S,2023-03-25T21:20:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,31.09395532194481,70.58823529411765,1610612754,15,22,2023-03-25T21:20:54Z,720000,False,-103.0,240.0,1,left,MISS T. Haliburton 26' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
75,PT05M36.00S,2023-03-25T21:20:51.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,15,22,2023-03-25T21:20:54Z,730000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,
76,PT05M30.00S,2023-03-25T21:20:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.77463863337714,47.05882352941176,1610612737,17,22,2023-03-25T21:21:04Z,740000,False,-15.0,6.0,1,right,D. Murray driving Layup (2 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,,,,,,,,
77,PT05M29.00S,2023-03-25T21:21:03.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,17,22,2023-03-25T21:21:03Z,750000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2023-03-25T21:23:31.4Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,17,22,2023-03-25T21:23:50Z,760000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2023-03-25T21:23:31.4Z,1,REGULAR,substitution,out,[],1630543,,,1610612754,17,22,2023-03-25T21:23:50Z,770000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M29.00S,2023-03-25T21:23:31.4Z,1,REGULAR,substitution,in,[],204456,,,1610612754,17,22,2023-03-25T21:23:50Z,780000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M29.00S,2023-03-25T21:23:31.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,17,22,2023-03-25T21:23:50Z,790000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2023-03-25T21:24:12.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,8.360709592641262,50.49019607843137,1610612754,17,22,2023-03-25T21:24:18Z,800000,False,-2.0,26.0,1,left,MISS J. Smith Hook,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2023-03-25T21:24:15.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,17,22,2023-03-25T21:24:18Z,810000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,,,
84,PT05M08.00S,2023-03-25T21:24:22.8Z,1,REGULAR,3pt,Jump Shot,[],1631100,71.82982917214193,73.77450980392157,1610612737,20,22,2023-03-25T21:24:30Z,820000,False,119.0,212.0,1,right,A. Griffin 24' 3PT  (3 PTS) (J. Collins 1 AST),"[1631100, 1628381]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,24.33,Made,,,,,3.0,J. Collins,1628381.0,1.0,,,,,,,,,,
