actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
519,PT11M02.00S,2022-10-22T01:26:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,92.32917214191852,50.245098039215684,1610612753,80,84,2022-10-22T01:57:22Z,5110000,1.0,20.0,1,right,MISS M. Bamba alley-oop Layup,[1628964],1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
520,PT10M58.00S,2022-10-22T01:26:47.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,80,84,2022-10-22T01:26:52Z,5120000,,,0,,J. Collins REBOUND (Off:3 Def:9),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,519.0,12.0,9.0,3.0,,,,,,,,,,,,,,
521,PT10M53.00S,2022-10-22T01:26:53.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,5.863994743758213,47.549019607843135,1610612737,82,84,2022-10-22T01:27:07Z,5130000,12.0,3.0,1,left,O. Okongwu driving Layup (3 PTS),[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,3.0,,,,,,,,,
522,PT10M28.00S,2022-10-22T01:27:18.5Z,4,REGULAR,3pt,Jump Shot,[],1628964,68.9388961892247,28.431372549019606,1610612753,82,84,2022-10-22T01:29:58Z,5140000,-108.0,239.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
523,PT10M23.00S,2022-10-22T01:27:23.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,82,84,2022-10-22T01:27:25Z,5150000,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,522.0,3.0,1.0,2.0,,,,,,,,,,,,,,
524,PT10M13.00S,2022-10-22T01:27:35.8Z,4,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,82,84,2022-10-22T01:27:42Z,5160000,,,0,,D. Murray lost ball out-of-bounds TURNOVER (6 TO),[1627749],1610612737.0,ATL,lost ball,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,,1628171.0,6.0,,,,,,,,,,
525,PT09M58.00S,2022-10-22T01:27:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630181,87.07293035479631,49.01960784313725,1610612753,82,84,2022-10-22T01:28:04Z,5170000,-5.0,69.0,1,right,MISS R. Hampton 6' driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,,,,
526,PT09M55.00S,2022-10-22T01:28:01.5Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,82,84,2022-10-22T01:28:04Z,5180000,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,525.0,7.0,6.0,1.0,,,,,,,,,,,,,,
527,PT09M53.00S,2022-10-22T01:28:04.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203200,28.991458607095925,23.52941176470588,1610612737,85,84,2022-10-22T01:28:16Z,5190000,132.0,220.0,1,left,J. Holiday 25' 3PT running (6 PTS) (D. Murray 6 AST),"[203200, 1627749]",1610612737.0,ATL,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,,,,,6.0,D. Murray,1627749.0,6.0,,,,,,
529,PT09M29.00S,2022-10-22T01:28:27.6Z,4,REGULAR,3pt,Jump Shot,[],1629643,78.66294349540078,8.823529411764707,1610612753,85,84,2022-10-22T01:28:37Z,5210000,-206.0,148.0,1,right,MISS C. Okeke 25' pullup 3PT,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
530,PT09M23.00S,2022-10-22T01:28:33.6Z,4,REGULAR,rebound,offensive,[],1629626,,,1610612753,85,84,2022-10-22T01:28:37Z,5220000,,,0,,B. Bol REBOUND (Off:1 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,529.0,2.0,1.0,1.0,,,,,,,,,,,,,,
531,PT09M23.00S,2022-10-22T01:28:33.3Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629626,94.40999984741211,50.0,1610612753,85,86,2022-10-22T01:32:12Z,5230000,0.0,0.0,1,right,B. Bol putback DUNK (5 PTS),[1629626],1610612753.0,ORL,putback,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,5.0,,,,,,,,,
532,PT09M20.00S,2022-10-22T01:28:37.1Z,4,REGULAR,3pt,Jump Shot,[],1628381,10.85742444152431,3.431372549019608,1610612737,88,86,2022-10-22T01:28:45Z,5240000,233.0,50.0,1,left,J. Collins 3PT  (18 PTS) (J. Holiday 2 AST),"[1628381, 203200]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.8,Made,,,,,,,,,18.0,J. Holiday,203200.0,2.0,,,,,,
534,PT08M57.00S,2022-10-22T01:29:00.1Z,4,REGULAR,2pt,Jump Shot,[],1629626,94.82588699080158,29.411764705882355,1610612753,88,86,2022-10-22T01:29:06Z,5260000,-103.0,-4.0,1,right,MISS B. Bol 10' turnaround Shot,[1629626],1610612753.0,ORL,turnaround,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,10.3,Missed,,,,,,,,,,,,,,,,,,
535,PT08M54.00S,2022-10-22T01:29:03.1Z,4,REGULAR,rebound,defensive,[],203200,,,1610612737,88,86,2022-10-22T01:29:06Z,5270000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,534.0,1.0,1.0,0.0,,,,,,,,,,,,,,
536,PT08M46.00S,2022-10-22T01:29:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,5.732588699080158,49.50980392156863,1610612737,88,86,2022-10-22T01:29:17Z,5280000,2.0,1.0,1,left,MISS A. Holiday driving reverse Layup,[1628988],1610612737.0,ATL,driving reverse,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,,,
537,PT08M44.00S,2022-10-22T01:29:13.1Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,88,86,2022-10-22T01:29:17Z,5290000,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,536.0,3.0,2.0,1.0,,,,,,,,,,,,,,
538,PT08M39.00S,2022-10-22T01:29:18.0Z,4,REGULAR,3pt,Jump Shot,[],1630181,69.20170827858082,73.0392156862745,1610612753,88,86,2022-10-22T01:33:55Z,5300000,115.0,237.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
539,PT08M34.00S,2022-10-22T01:29:23.0Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612737,88,86,2022-10-22T01:30:19Z,5310000,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,538.0,2.0,2.0,0.0,,,,,,,,,,,,,,
540,PT08M23.00S,2022-10-22T01:29:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,7.966491458607096,46.07843137254902,1610612737,90,86,2022-10-22T01:29:39Z,5320000,20.0,22.0,1,left,D. Murray driving Layup (18 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,,,18.0,,,,,,,,,
541,PT08M23.00S,2022-10-22T01:29:38.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,90,86,2022-10-22T01:29:38Z,5330000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,out,[],1629626,,,1610612753,90,86,2022-10-22T01:32:23Z,5340000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,90,86,2022-10-22T01:32:23Z,5350000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,90,86,2022-10-22T01:32:23Z,5360000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,90,86,2022-10-22T01:32:23Z,5370000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,90,86,2022-10-22T01:32:23Z,5380000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,in,[],1628976,,,1610612753,90,86,2022-10-22T01:32:23Z,5390000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,out,[],1629643,,,1610612753,90,86,2022-10-22T01:33:24Z,5395000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M23.00S,2022-10-22T01:31:49.6Z,4,REGULAR,substitution,in,[],203082,,,1610612753,90,86,2022-10-22T01:33:24Z,5397500,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M02.00S,2022-10-22T01:32:56.0Z,4,REGULAR,turnover,lost ball,[],1631094,,,1610612753,90,86,2022-10-22T01:33:01Z,5400000,,,0,,P. Banchero lost ball TURNOVER (4 TO),"[1631094, 203200]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,4.0,,,,,,,,,Holiday,203200.0
549,PT08M02.00S,2022-10-22T01:32:56.0Z,4,REGULAR,steal,,[],203200,,,1610612737,90,86,2022-10-22T01:32:58Z,5410000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
550,PT07M59.00S,2022-10-22T01:33:01.7Z,4,REGULAR,foul,personal,[],203082,,,1610612737,90,86,2022-10-22T01:33:26Z,5420000,,,0,,T. Ross personal FOUL (4 PF),"[203082, 1630168]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203592.0,,,,,,4.0,0.0,Okongwu,1630168.0,,
554,PT07M47.00S,2022-10-22T01:33:33.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203200,5.469776609724048,51.71568627450981,1610612737,90,86,2022-10-22T01:33:42Z,5440000,-9.0,-1.0,1,left,MISS J. Holiday cutting Layup,[203200],1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
555,PT07M43.00S,2022-10-22T01:33:36.8Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,90,86,2022-10-22T01:33:36Z,5450000,,,0,,P. Banchero REBOUND (Off:1 Def:8),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,554.0,9.0,8.0,1.0,,,,,,,,,,,,,,
556,PT07M40.00S,2022-10-22T01:33:39.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,86.41590013140605,49.50980392156863,1610612753,90,86,2022-10-22T01:36:52Z,5460000,-2.0,75.0,1,right,MISS P. Banchero 7' running finger roll Layup,[1631094],1610612753.0,ORL,running finger roll,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
557,PT07M36.00S,2022-10-22T01:33:43.8Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,90,86,2022-10-22T01:33:47Z,5470000,,,0,,D. Murray REBOUND (Off:1 Def:7),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,556.0,8.0,7.0,1.0,,,,,,,,,,,,,,
558,PT07M22.00S,2022-10-22T01:33:57.9Z,4,REGULAR,2pt,Jump Shot,[],1630168,23.73521681997372,46.07843137254902,1610612737,90,86,2022-10-22T01:34:03Z,5480000,20.0,171.0,1,left,MISS O. Okongwu 17' Jump Shot,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,17.17,Missed,,,,,,,,,,,,,,,,,,
559,PT07M20.00S,2022-10-22T01:33:59.9Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,90,86,2022-10-22T01:34:03Z,5490000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Center,,,558.0,8.0,7.0,1.0,,,,,,,,,,,,,,
560,PT07M05.00S,2022-10-22T01:34:17.3Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612753,90,86,2022-10-22T01:34:43Z,5500000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[203200, 1628976]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203592.0,,,,,,2.0,0.0,Carter Jr.,1628976.0,,
562,PT07M05.00S,2022-10-22T01:34:45.5Z,4,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,90,87,2022-10-22T01:34:45Z,5520000,,,0,,W. Carter Jr. Free Throw 1 of 2 (13 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
563,PT07M05.00S,2022-10-22T01:35:03.9Z,4,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,90,88,2022-10-22T01:35:03Z,5530000,,,0,,W. Carter Jr. Free Throw 2 of 2 (14 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
564,PT06M52.00S,2022-10-22T01:35:18.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,16.770696452036795,50.245098039215684,1610612737,90,88,2022-10-22T01:35:28Z,5540000,-1.0,105.0,1,left,MISS D. Murray 10' floating Shot,[1627749],1610612737.0,ATL,floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
565,PT06M49.00S,2022-10-22T01:35:21.8Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,90,88,2022-10-22T01:35:28Z,5550000,,,0,,P. Banchero REBOUND (Off:1 Def:9),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,564.0,10.0,9.0,1.0,,,,,,,,,,,,,,
566,PT06M34.00S,2022-10-22T01:35:38.9Z,4,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,90,88,2022-10-22T01:35:57Z,5560000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (2 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,,,,,,,,
567,PT06M34.00S,2022-10-22T01:35:48.0Z,4,REGULAR,substitution,out,[],1628988,,,1610612737,90,88,2022-10-22T01:35:53Z,5570000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M34.00S,2022-10-22T01:35:48.0Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,90,88,2022-10-22T01:35:53Z,5580000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M11.00S,2022-10-22T01:36:13.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203200,30.436925098554536,28.676470588235293,1610612737,93,88,2022-10-22T01:36:20Z,5590000,107.0,234.0,1,left,J. Holiday 25' 3PT pullup (9 PTS) (D. Murray 7 AST),"[203200, 1627749]",1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,,,,,9.0,D. Murray,1627749.0,7.0,,,,,,
571,PT05M55.00S,2022-10-22T01:36:34.8Z,4,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,93,88,2022-10-22T01:36:45Z,5610000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,1628171.0,2.0,,,,,,,,,,
572,PT05M55.00S,2022-10-22T01:36:39.9Z,4,REGULAR,substitution,out,[],203200,,,1610612737,93,88,2022-10-22T01:36:48Z,5620000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M55.00S,2022-10-22T01:36:39.9Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,93,88,2022-10-22T01:36:48Z,5630000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M55.00S,2022-10-22T01:36:39.9Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,93,88,2022-10-22T01:36:48Z,5640000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M55.00S,2022-10-22T01:36:39.9Z,4,REGULAR,substitution,in,[],203991,,,1610612737,93,88,2022-10-22T01:36:48Z,5650000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M46.00S,2022-10-22T01:36:58.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203991,6.521024967148489,49.754901960784316,1610612737,95,88,2022-10-22T01:37:07Z,5660000,1.0,9.0,1,left,C. Capela alley-oop Layup (8 PTS) (T. Young 12 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,8.0,T. Young,1629027.0,12.0,,,,,,
578,PT05M19.00S,2022-10-22T01:37:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,87.20433639947439,41.911764705882355,1610612753,95,90,2022-10-22T01:37:32Z,5680000,-40.0,68.0,1,right,P. Banchero 7' driving Layup (16 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,,,,,,,,,16.0,,,,,,,,,
580,PT05M02.00S,2022-10-22T01:37:41.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,30.305519053876477,25.98039215686275,1610612737,95,90,2022-10-22T01:37:49Z,5700000,120.0,232.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
581,PT04M58.00S,2022-10-22T01:37:45.8Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,95,90,2022-10-22T01:37:49Z,5710000,,,0,,F. Wagner REBOUND (Off:2 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,580.0,6.0,4.0,2.0,,,,,,,,,,,,,,
582,PT04M49.00S,2022-10-22T01:37:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628976,94.30026281208936,4.6568627450980395,1610612753,95,90,2022-10-22T01:38:00Z,5720000,-227.0,1.0,1,right,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
583,PT04M46.00S,2022-10-22T01:37:58.4Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,95,90,2022-10-22T01:38:00Z,5730000,,,0,,C. Capela REBOUND (Off:0 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,582.0,6.0,6.0,0.0,,,,,,,,,,,,,,
584,PT04M42.00S,2022-10-22T01:38:02.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628381,4.155716162943495,50.245098039215684,1610612737,97,90,2022-10-22T01:38:11Z,5740000,-1.0,-13.0,1,left,J. Collins alley-oop DUNK (20 PTS) (T. Young 13 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,20.0,T. Young,1629027.0,13.0,,,,,,
586,PT04M42.00S,2022-10-22T01:38:08.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,97,90,2022-10-22T01:38:08Z,5760000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M42.00S,2022-10-22T01:40:09.2Z,4,REGULAR,substitution,out,[],1630181,,,1610612753,97,90,2022-10-22T01:40:56Z,5770000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M42.00S,2022-10-22T01:40:09.2Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,97,90,2022-10-22T01:40:56Z,5780000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M31.00S,2022-10-22T01:41:17.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.9862023653088,49.50980392156863,1610612753,97,92,2022-10-22T01:41:25Z,5790000,-2.0,13.0,1,right,P. Banchero driving Layup (18 PTS) (C. Anthony 2 AST),"[1631094, 1630175]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,18.0,C. Anthony,1630175.0,2.0,,,,,,
593,PT04M16.00S,2022-10-22T01:41:31.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,18.478975032851512,42.8921568627451,1610612737,99,92,2022-10-22T01:41:38Z,5810000,36.0,121.0,1,left,D. Murray 12' turnaround Jump Shot (20 PTS),[1627749],1610612737.0,ATL,turnaround,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,12.63,Made,,,,,,,,,20.0,,,,,,,,,
594,PT04M01.00S,2022-10-22T01:41:46.3Z,4,REGULAR,2pt,Jump Shot,[],1631094,77.61169513797634,62.745098039215684,1610612753,99,92,2022-10-22T01:41:52Z,5820000,64.0,158.0,1,right,MISS P. Banchero 17' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,17.04,Missed,,,,,,,,,,,,,,,,,,
595,PT03M59.00S,2022-10-22T01:41:48.3Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,99,92,2022-10-22T01:41:52Z,5830000,,,0,,C. Capela REBOUND (Off:0 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Right Center,,,594.0,7.0,7.0,0.0,,,,,,,,,,,,,,
596,PT03M45.00S,2022-10-22T01:42:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,13.091327201051248,54.166666666666664,1610612737,99,92,2022-10-22T01:42:12Z,5840000,-21.0,71.0,1,left,MISS D. Murray 7' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.36,Missed,,,,,,,,,,,,,,,,,,
597,PT03M44.00S,2022-10-22T01:42:07.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,99,92,2022-10-22T01:42:07Z,5850000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,596.0,,,,,,,,,,,,,,,,,
599,PT03M36.00S,2022-10-22T01:42:43.5Z,4,REGULAR,foul,personal,[],1630532,,,1610612737,99,92,2022-10-22T01:42:49Z,5870000,,,0,,F. Wagner personal FOUL (3 PF),"[1630532, 1627749]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left,,,,,,,,,2534.0,,,,,,3.0,0.0,Murray,1627749.0,,
601,PT03M36.00S,2022-10-22T01:42:59.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,99,92,2022-10-22T01:42:59Z,5890000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M24.00S,2022-10-22T01:44:43.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,9.149145860709593,43.872549019607845,1610612737,99,92,2022-10-22T01:44:55Z,5900000,31.0,34.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 203082]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,Ross,203082.0,,,,,,,,,,,,
