actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
255,PT04M07.00S,2022-11-08T01:58:49.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,24.52365308804205,54.41176470588235,1610612737,45,52,2022-11-08T01:58:54Z,2520000,-22.0,178.0,1,left,D. Murray 17' pullup Jump Shot (10 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,17.94,Made,10.0,,,,,,,,,,,,,,,,,
256,PT03M49.00S,2022-11-08T01:59:09.8Z,2,REGULAR,foul,personal,[],1629631,,,1610612749,45,52,2022-11-08T01:59:15Z,2530000,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1626171]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,,,,,,,,,,2.0,0.0,Portis,1626171.0
258,PT03M49.00S,2022-11-08T01:59:15.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612749,45,52,2022-11-08T01:59:21Z,2550000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M49.00S,2022-11-08T01:59:15.2Z,2,REGULAR,substitution,out,[],201572,,,1610612749,45,52,2022-11-08T01:59:21Z,2560000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M49.00S,2022-11-08T01:59:15.2Z,2,REGULAR,substitution,in,[],203200,,,1610612749,45,52,2022-11-08T01:59:21Z,2570000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M49.00S,2022-11-08T01:59:15.2Z,2,REGULAR,substitution,in,[],203507,,,1610612749,45,52,2022-11-08T01:59:21Z,2580000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M36.00S,2022-11-08T02:00:03.9Z,2,REGULAR,3pt,Jump Shot,[],202083,71.82982917214193,18.627450980392158,1610612749,45,52,2022-11-08T02:00:17Z,2600000,-157.0,212.0,1,right,MISS W. Matthews 26' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
264,PT03M35.00S,2022-11-08T02:00:04.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,45,52,2022-11-08T02:00:17Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,263.0,,,,,,,,,,
265,PT03M35.00S,2022-11-08T02:00:09.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612749,45,52,2022-11-08T02:00:21Z,2620000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,,,,,,
266,PT03M27.00S,2022-11-08T02:00:24.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,23.340998685939553,31.127450980392158,1610612737,45,52,2022-11-08T02:00:30Z,2630000,94.0,167.0,1,left,MISS J. Collins 19' pullup Shot,[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,19.17,Missed,,,,,,,,,,,,,,,,,,
267,PT03M24.00S,2022-11-08T02:00:27.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,52,2022-11-08T02:00:30Z,2640000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,266.0,4.0,3.0,1.0,,,,,,,
268,PT03M17.00S,2022-11-08T02:00:34.5Z,2,REGULAR,3pt,Jump Shot,[],201950,66.44218134034165,44.11764705882353,1610612749,45,52,2022-11-08T02:00:39Z,2650000,-29.0,263.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
269,PT03M15.00S,2022-11-08T02:00:36.5Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,52,2022-11-08T02:00:39Z,2660000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,268.0,4.0,3.0,1.0,,,,,,,
270,PT03M10.00S,2022-11-08T02:00:44.7Z,2,REGULAR,foul,personal,[],202083,,,1610612737,45,52,2022-11-08T02:01:14Z,2670000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 1627749]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Mid-Range,8-16 Left,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Murray,1627749.0
273,PT03M10.00S,2022-11-08T02:00:55.0Z,2,REGULAR,substitution,out,[],1628960,,,1610612737,45,52,2022-11-08T02:01:01Z,2690000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M10.00S,2022-11-08T02:00:55.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612737,45,52,2022-11-08T02:01:01Z,2700000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M59.00S,2022-11-08T02:01:19.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,10.988830486202366,49.01960784313725,1610612737,45,52,2022-11-08T02:01:27Z,2710000,5.0,51.0,1,left,MISS J. Collins driving Hook,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
276,PT02M55.00S,2022-11-08T02:01:23.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,45,52,2022-11-08T02:01:27Z,2720000,,,0,,B. Portis REBOUND (Off:0 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,275.0,6.0,6.0,0.0,,,,,,,
277,PT02M49.00S,2022-11-08T02:01:28.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,65.65374507227332,49.754901960784316,1610612749,45,52,2022-11-08T02:01:33Z,2730000,-1.0,270.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
278,PT02M47.00S,2022-11-08T02:01:30.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,52,2022-11-08T02:01:33Z,2740000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,,,,,,,277.0,5.0,4.0,1.0,,,,,,,
279,PT02M42.00S,2022-11-08T02:01:35.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,27.283180026281208,78.67647058823529,1610612737,45,52,2022-11-08T02:01:42Z,2750000,-143.0,204.0,1,left,MISS D. Hunter 24' running pullup 3PT,[1629631],1610612737.0,ATL,running pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,24.94,Missed,,,,,,,,,,,,,,,,,,
280,PT02M39.00S,2022-11-08T02:01:38.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,52,2022-11-08T02:01:42Z,2760000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,279.0,5.0,4.0,1.0,,,,,,,
281,PT02M33.00S,2022-11-08T02:01:45.1Z,2,REGULAR,2pt,Jump Shot,[],1628975,86.67871222076215,16.666666666666664,1610612749,45,54,2022-11-08T02:01:50Z,2770000,-167.0,73.0,1,right,J. Carter 18' pullup Jump Shot (2 PTS) (B. Portis 2 AST),"[1628975, 1626171]",1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,18.19,Made,2.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,,
283,PT02M22.00S,2022-11-08T02:01:59.2Z,2,REGULAR,foul,personal,[],202083,,,1610612737,45,54,2022-11-08T02:02:07Z,2790000,,,0,,W. Matthews personal FOUL (2 PF),"[202083, 203991]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,,,,,,,,,,2.0,0.0,Capela,203991.0
285,PT02M22.00S,2022-11-08T02:02:06.8Z,2,REGULAR,substitution,out,[],1629631,,,1610612737,45,54,2022-11-08T02:02:10Z,2810000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M22.00S,2022-11-08T02:02:06.8Z,2,REGULAR,substitution,in,[],1631100,,,1610612737,45,54,2022-11-08T02:02:10Z,2820000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M09.00S,2022-11-08T02:02:33.4Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,45,54,2022-11-08T02:02:38Z,2830000,,,0,,D. Murray bad pass TURNOVER (3 TO),"[1627749, 203507]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,3.0,Antetokounmpo,203507.0,,,,
288,PT02M09.00S,2022-11-08T02:02:33.4Z,2,REGULAR,steal,,[],203507,,,1610612749,45,54,2022-11-08T02:02:36Z,2840000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
289,PT02M01.00S,2022-11-08T02:02:41.0Z,2,REGULAR,turnover,lost ball,[],201950,,,1610612749,45,54,2022-11-08T02:02:49Z,2850000,,,0,,J. Holiday lost ball TURNOVER (3 TO),"[201950, 1631100]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,3.0,Griffin,1631100.0,,,,
290,PT02M01.00S,2022-11-08T02:02:41.0Z,2,REGULAR,steal,,[],1631100,,,1610612737,45,54,2022-11-08T02:02:43Z,2860000,,,0,,A. Griffin STEAL (1 STL),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
291,PT01M57.00S,2022-11-08T02:02:45.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,5.863994743758213,49.01960784313725,1610612737,47,54,2022-11-08T02:02:55Z,2870000,5.0,3.0,1,left,J. Collins running DUNK (8 PTS) (D. Murray 6 AST),"[1628381, 1627749]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.55,Made,8.0,D. Murray,1627749.0,6.0,,,,,,,,,,,,,,
293,PT01M52.00S,2022-11-08T02:02:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.67214191852825,50.245098039215684,1610612749,47,56,2022-11-08T02:08:42Z,2890000,1.0,26.0,1,right,G. Antetokounmpo driving finger roll Layup (12 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.58,Made,12.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,
295,PT01M41.00S,2022-11-08T02:03:00.8Z,2,REGULAR,3pt,Jump Shot,[],1627749,31.750985545335087,40.44117647058824,1610612737,50,56,2022-11-08T02:03:07Z,2910000,48.0,246.0,1,left,D. Murray 25' 3PT pullup (13 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.06,Made,13.0,,,,,,,,,,,,,,,,,
296,PT01M23.00S,2022-11-08T02:03:19.1Z,2,REGULAR,3pt,Jump Shot,[],201950,95.6143232588699,3.9215686274509802,1610612749,50,56,2022-11-08T02:03:24Z,2920000,-230.0,-11.0,1,right,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
297,PT01M20.00S,2022-11-08T02:03:22.1Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,50,56,2022-11-08T02:03:24Z,2930000,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,296.0,3.0,2.0,1.0,,,,,,,
298,PT01M14.00S,2022-11-08T02:03:29.2Z,2,REGULAR,3pt,Jump Shot,[],1627749,27.414586070959263,77.45098039215686,1610612737,50,56,2022-11-08T02:03:39Z,2940000,-137.0,205.0,1,left,MISS D. Murray 24' pullup 3PT - blocked,"[1627749, 1628975]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,Carter,1628975.0,,,,,,,,,,,
299,PT01M14.00S,2022-11-08T02:03:29.2Z,2,REGULAR,block,,[],1628975,,,1610612737,50,56,2022-11-08T02:03:32Z,2950000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
300,PT01M13.00S,2022-11-08T02:03:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,50,56,2022-11-08T02:03:39Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,298.0,,,,,,,,,,
302,PT01M03.00S,2022-11-08T02:03:54.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631100,16.376478318002626,51.225490196078425,1610612737,52,56,2022-11-08T02:04:00Z,2980000,-6.0,101.0,1,left,A. Griffin 10' turnaround Jump Shot (10 PTS),[1631100],1610612737.0,ATL,turnaround,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,10.16,Made,10.0,,,,,,,,,,,,,,,,,
303,PT00M46.80S,2022-11-08T02:04:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,84.70762155059133,55.14705882352941,1610612749,52,56,2022-11-08T02:04:23Z,2990000,26.0,91.0,1,right,MISS G. Antetokounmpo 9' floating Shot,[203507],1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,,,,,,,,,,,,,,,,,
304,PT00M44.60S,2022-11-08T02:04:17.8Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,52,56,2022-11-08T02:04:23Z,3000000,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,303.0,6.0,5.0,1.0,,,,,,,
305,PT00M38.90S,2022-11-08T02:04:24.4Z,2,REGULAR,3pt,Jump Shot,[],203200,28.465834428383708,75.49019607843137,1610612737,52,56,2022-11-08T02:04:31Z,3010000,-127.0,215.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
306,PT00M34.60S,2022-11-08T02:04:28.7Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,52,56,2022-11-08T02:04:31Z,3020000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,305.0,1.0,1.0,0.0,,,,,,,
307,PT00M17.90S,2022-11-08T02:04:44.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612749,52,56,2022-11-08T02:07:04Z,3030000,,,0,,C. Capela shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203991, 203507]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
309,PT00M17.90S,2022-11-08T02:05:29.9Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,52,57,2022-11-08T02:06:43Z,3050000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
312,PT00M17.90S,2022-11-08T02:05:29.9Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,52,58,2022-11-08T02:06:43Z,3080000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (14 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
310,PT00M17.90S,2022-11-08T02:05:32.7Z,2,REGULAR,substitution,out,[],1626171,,,1610612737,52,58,2022-11-08T02:06:08Z,3090000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M17.90S,2022-11-08T02:05:32.7Z,2,REGULAR,substitution,in,[],201572,,,1610612737,52,58,2022-11-08T02:06:08Z,3100000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M03.10S,2022-11-08T02:06:14.3Z,2,REGULAR,3pt,Jump Shot,[],1627749,27.808804204993432,78.92156862745098,1610612737,52,58,2022-11-08T02:16:54Z,3110000,-145.0,209.0,1,left,MISS D. Murray 25' step back 3PT,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
314,PT00M03.10S,2022-11-08T02:06:14.3Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612737,52,58,2022-11-08T02:06:21Z,3120000,,,0,,D. Murray REBOUND (Off:2 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,313.0,4.0,2.0,2.0,,,,,,,
315,PT00M01.00S,2022-11-08T02:06:19.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,27.94021024967148,39.46078431372549,1610612737,52,58,2022-11-08T02:06:33Z,3130000,53.0,210.0,1,left,MISS D. Murray 21' Jump Shot,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,21.66,Missed,,,,,,,,,,,,,,,,,,
316,PT00M01.00S,2022-11-08T02:06:19.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,52,58,2022-11-08T02:06:33Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,315.0,,,,,,,,,,
317,PT00M00.00S,2022-11-08T02:06:25.0Z,2,REGULAR,period,end,[],0,,,1610612737,52,58,2022-11-08T02:06:25Z,3150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612737,52,58,2022-11-08T02:21:33Z,3160000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,out,['startperiod'],1631100,,,1610612737,52,58,2022-11-08T02:21:33Z,3170000,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,out,['startperiod'],202083,,,1610612737,52,58,2022-11-08T02:21:33Z,3180000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,in,['startperiod'],1628988,,,1610612737,52,58,2022-11-08T02:21:33Z,3190000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,in,['startperiod'],1629631,,,1610612737,52,58,2022-11-08T02:21:33Z,3200000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-11-08T02:19:41.5Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612737,52,58,2022-11-08T02:21:33Z,3210000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-11-08T02:21:40.1Z,3,REGULAR,period,start,[],0,,,1610612737,52,58,2022-11-08T02:21:40Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M37.00S,2022-11-08T02:22:19.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,86.28449408672799,60.5392156862745,1610612737,52,58,2022-11-08T02:22:29Z,3240000,53.0,76.0,1,right,MISS A. Holiday 9' driving floating Shot,[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Right,9.28,Missed,,,,,,,,,,,,,,,,,,
327,PT11M32.00S,2022-11-08T02:22:24.2Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,52,58,2022-11-08T02:22:24Z,3250000,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,326.0,7.0,5.0,2.0,,,,,,,
328,PT11M32.00S,2022-11-08T02:22:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,54,58,2022-11-08T02:22:24Z,3260000,0.0,0.0,1,right,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
329,PT11M18.00S,2022-11-08T02:22:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,4.418528252299605,48.529411764705884,1610612749,54,60,2022-11-08T02:22:45Z,3270000,7.0,-11.0,1,left,B. Lopez alley-oop Layup (11 PTS) (G. Antetokounmpo 2 AST),"[201572, 203507]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.33,Made,11.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
331,PT11M05.00S,2022-11-08T02:22:51.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,71.30420499342969,78.67647058823529,1610612737,57,60,2022-11-08T02:22:56Z,3290000,143.0,217.0,1,right,J. Collins 26' 3PT  (11 PTS) (A. Holiday 1 AST),"[1628381, 1628988]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,26.03,Made,11.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
333,PT10M45.00S,2022-11-08T02:23:11.7Z,3,REGULAR,2pt,Jump Shot,[],203507,11.908672798948752,72.30392156862744,1610612749,57,60,2022-11-08T02:23:17Z,3310000,-112.0,59.0,1,left,MISS G. Antetokounmpo 12' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,12.63,Missed,,,,,,,,,,,,,,,,,,
334,PT10M43.00S,2022-11-08T02:23:13.7Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,57,60,2022-11-08T02:23:17Z,3320000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,,,,,,,,,,333.0,8.0,6.0,2.0,,,,,,,
335,PT10M36.00S,2022-11-08T02:23:24.3Z,3,REGULAR,foul,offensive,[],1628381,,,1610612737,57,60,2022-11-08T02:23:31Z,3330000,,,0,,J. Collins off-the-ball offensive FOUL (1 PF),"[1628381, 201950]",1610612737.0,ATL,off-the-ball,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,200832.0,,,,,,,,,,1.0,0.0,Holiday,201950.0
337,PT10M36.00S,2022-11-08T02:23:24.3Z,3,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,57,60,2022-11-08T02:23:24Z,3350000,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,200832.0,,,,,,,1.0,,,,,,
338,PT10M26.00S,2022-11-08T02:23:45.2Z,3,REGULAR,turnover,lost ball,[],201950,,,1610612749,57,60,2022-11-08T02:23:51Z,3360000,,,0,,J. Holiday lost ball TURNOVER (4 TO),"[201950, 1628988]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,4.0,Holiday,1628988.0,,,,
339,PT10M26.00S,2022-11-08T02:23:45.2Z,3,REGULAR,steal,,[],1628988,,,1610612737,57,60,2022-11-08T02:23:47Z,3370000,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
340,PT10M25.00S,2022-11-08T02:23:52.6Z,3,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612737,57,60,2022-11-08T02:24:02Z,3380000,,,0,,J. Carter shooting personal FOUL (1 PF) (Collins 2 FT),"[1628975, 1628381]",1610612749.0,MIL,shooting,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,,,,,,,,1.0,0.0,Collins,1628381.0
