actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
54,PT11M00.00S,2023-04-02T22:11:18.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,0,2,2023-04-02T22:18:22Z,137500,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M51.00S,2023-04-02T22:11:23.9Z,1,REGULAR,2pt,Jump Shot,[],202681,6.1268068331143235,73.0392156862745,1610612742,0,2,2023-04-02T22:11:32Z,140000,False,-115.0,5.0,1,left,MISS K. Irving 11' step back Shot,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,11.53,Missed,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2023-04-02T22:11:27.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,0,2,2023-04-02T22:11:32Z,150000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M39.00S,2023-04-02T22:11:35.6Z,1,REGULAR,3pt,Jump Shot,[],1627749,71.30420499342969,76.9607843137255,1610612737,0,2,2023-04-02T22:11:42Z,160000,False,135.0,217.0,1,right,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2023-04-02T22:11:38.6Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,0,2,2023-04-02T22:11:42Z,170000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M35.00S,2023-04-02T22:11:39.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,93.11760840998686,50.98039215686274,1610612737,0,2,2023-04-02T22:11:45Z,180000,False,5.0,12.0,1,right,MISS S. Bey putback Layup,[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.31,Missed,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2023-04-02T22:11:41.8Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,0,2,2023-04-02T22:11:45Z,190000,False,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M24.00S,2023-04-02T22:11:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.258212877792378,47.549019607843135,1610612742,0,4,2023-04-02T22:11:57Z,200000,False,12.0,6.0,1,left,L. Doncic driving Layup (2 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,2.0,,,,,,,,,,,,,
21,PT10M14.00S,2023-04-02T22:12:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.72339027595268,52.94117647058824,1610612737,2,4,2023-04-02T22:12:05Z,210000,False,15.0,16.0,1,right,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M05.00S,2023-04-02T22:12:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.465834428383708,20.833333333333336,1610612742,2,4,2023-04-02T22:12:15Z,220000,False,146.0,215.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2023-04-02T22:12:13.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,4,2023-04-02T22:12:15Z,230000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,,
24,PT09M53.00S,2023-04-02T22:12:21.8Z,1,REGULAR,2pt,Jump Shot,[],1628381,92.19776609724047,30.88235294117647,1610612737,2,4,2023-04-02T22:12:29Z,240000,False,-96.0,21.0,1,right,MISS J. Collins 9' turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,9.78,Missed,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2023-04-02T22:12:23.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,2,4,2023-04-02T22:12:29Z,250000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M47.00S,2023-04-02T22:12:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,5.338370565045992,51.225490196078425,1610612742,2,4,2023-04-02T22:12:38Z,260000,False,-6.0,-2.0,1,left,MISS T. Hardaway Jr. running reverse Layup,[203501],1610612742.0,DAL,running reverse,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2023-04-02T22:12:32.5Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,2,4,2023-04-02T22:12:32Z,270000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M42.00S,2023-04-02T22:12:32.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202681,5.590000152587891,50.0,1610612742,2,6,2023-04-02T22:14:43Z,280000,False,0.0,0.0,1,left,K. Irving tip Layup (4 PTS),[202681],1610612742.0,DAL,tip,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
29,PT09M34.00S,2023-04-02T22:12:42.8Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612737,2,6,2023-04-02T22:13:13Z,290000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Murray 2 FT),"[203939, 1627749]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,1.0,0.0,Murray,1627749.0,,,,,,,,
31,PT09M34.00S,2023-04-02T22:13:17.8Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,3,6,2023-04-02T22:13:17Z,310000,False,,,0,,D. Murray Free Throw 1 of 2 (1 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
32,PT09M34.00S,2023-04-02T22:13:33.9Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,4,6,2023-04-02T22:13:33Z,320000,False,,,0,,D. Murray Free Throw 2 of 2 (2 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
33,PT09M22.00S,2023-04-02T22:13:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.011169513797633,46.32352941176471,1610612742,4,8,2023-04-02T22:13:53Z,330000,False,18.0,79.0,1,left,K. Irving 8' driving floating Jump Shot (6 PTS),[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.13,Made,,,,,6.0,,,,,,,,,,,,,
34,PT09M03.00S,2023-04-02T22:14:06.9Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612737,4,8,2023-04-02T22:14:28Z,340000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Collins 2 FT),"[202681, 1628381]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,1.0,0.0,Collins,1628381.0,,,,,,,,
36,PT09M03.00S,2023-04-02T22:14:33.3Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,5,8,2023-04-02T22:14:33Z,360000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
37,PT09M03.00S,2023-04-02T22:14:33.3Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,5,8,2023-04-02T22:14:51Z,370000,False,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M01.00S,2023-04-02T22:14:35.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,8,2023-04-02T22:14:51Z,380000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M44.00S,2023-04-02T22:15:06.9Z,1,REGULAR,turnover,lost ball,[],203939,,,1610612742,5,8,2023-04-02T22:15:11Z,390000,False,,,0,,D. Powell lost ball TURNOVER (1 TO),"[203939, 1628381]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,
40,PT08M44.00S,2023-04-02T22:15:06.9Z,1,REGULAR,steal,,[],1628381,,,1610612737,5,8,2023-04-02T22:15:09Z,400000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2023-04-02T22:15:14.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,81.8166885676741,78.43137254901961,1610612737,7,8,2023-04-02T22:15:19Z,410000,False,142.0,118.0,1,right,T. Young 18' step back Jump Shot (4 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,18.5,Made,,,,,4.0,,,,,,,,,,,,,
42,PT08M22.00S,2023-04-02T22:15:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,7.966491458607096,46.32352941176471,1610612742,7,10,2023-04-02T22:15:33Z,420000,False,18.0,22.0,1,left,D. Powell Layup (2 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,2.0,,,,,,,,,L. Doncic,1629029.0,1.0,,
44,PT08M10.00S,2023-04-02T22:15:40.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,78.53153745072274,79.65686274509804,1610612737,7,10,2023-04-02T22:15:45Z,440000,False,148.0,149.0,1,right,MISS T. Young 21' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,21.04,Missed,,,,,,,,,,,,,,,,,,
45,PT08M08.00S,2023-04-02T22:15:42.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,7,10,2023-04-02T22:15:45Z,450000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,,,
46,PT07M58.00S,2023-04-02T22:15:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.521024967148489,50.49019607843137,1610612742,7,12,2023-04-02T22:15:57Z,460000,False,-2.0,9.0,1,left,K. Irving Layup (8 PTS) (D. Powell 1 AST),"[202681, 203939]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,8.0,,,,,,,,,D. Powell,203939.0,1.0,,
48,PT07M46.00S,2023-04-02T22:16:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,73.9323258869908,18.627450980392158,1610612737,10,12,2023-04-02T22:16:11Z,480000,False,-157.0,193.0,1,right,J. Collins 24' 3PT  (4 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,4.0,,,,,,,,,D. Murray,1627749.0,1.0,,
50,PT07M33.00S,2023-04-02T22:16:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,17.69053876478318,40.931372549019606,1610612742,10,14,2023-04-02T22:16:22Z,500000,False,45.0,114.0,1,left,K. Irving 12' pullup Jump Shot (10 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,12.25,Made,,,,,10.0,,,,,,,,,,,,,
51,PT07M19.00S,2023-04-02T22:16:31.3Z,1,REGULAR,3pt,Jump Shot,[],1627749,77.7431011826544,10.53921568627451,1610612737,13,14,2023-04-02T22:16:36Z,510000,False,-197.0,157.0,1,right,D. Murray 25' 3PT pullup (5 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,5.0,,,,,,,,,,,,,
52,PT07M06.00S,2023-04-02T22:16:49.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,13,14,2023-04-02T22:16:49Z,520000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M06.00S,2023-04-02T22:18:31.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612742,13,14,2023-04-02T22:19:39Z,530000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M06.00S,2023-04-02T22:18:31.3Z,1,REGULAR,substitution,in,[],203992,,,1610612742,13,14,2023-04-02T22:19:39Z,540000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M00.00S,2023-04-02T22:19:54.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,13,14,2023-04-02T22:19:59Z,550000,False,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1628381]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,
58,PT07M00.00S,2023-04-02T22:19:54.0Z,1,REGULAR,steal,,[],1628381,,,1610612737,13,14,2023-04-02T22:19:56Z,560000,False,,,0,,J. Collins STEAL (2 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2023-04-02T22:20:10.0Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612737,13,14,2023-04-02T22:20:14Z,570000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 202681]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,Irving,202681.0,,,,,
60,PT06M44.00S,2023-04-02T22:20:10.0Z,1,REGULAR,steal,,[],202681,,,1610612742,13,14,2023-04-02T22:22:16Z,580000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
61,PT06M36.00S,2023-04-02T22:20:18.0Z,1,REGULAR,turnover,lost ball,[],203501,,,1610612742,13,14,2023-04-02T22:20:23Z,590000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 203991]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,
62,PT06M36.00S,2023-04-02T22:20:18.0Z,1,REGULAR,steal,,[],203991,,,1610612737,13,14,2023-04-02T22:24:46Z,600000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2023-04-02T22:20:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,94.03745072273325,50.49019607843137,1610612737,15,14,2023-04-02T22:20:30Z,610000,False,2.0,4.0,1,right,D. Murray running Layup (7 PTS) (C. Capela 1 AST),"[1627749, 203991]",1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,7.0,,,,,,,,,C. Capela,203991.0,1.0,,
65,PT06M11.00S,2023-04-02T22:20:42.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,21.632720105124836,8.088235294117647,1610612742,15,17,2023-04-02T22:20:48Z,630000,False,210.0,151.0,1,left,L. Doncic 25' 3PT step back (5 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,5.0,,,,,,,,,,,,,
68,PT05M51.00S,2023-04-02T22:21:12.8Z,1,REGULAR,turnover,offensive goaltending,[],203991,,,1610612737,15,17,2023-04-02T22:21:37Z,660000,False,,,0,,C. Capela offensive goaltending TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,,,,,1.0,,,,,,,
69,PT05M51.00S,2023-04-02T22:21:18.9Z,1,REGULAR,substitution,out,[],203493,,,1610612742,15,17,2023-04-02T22:21:22Z,670000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2023-04-02T22:21:18.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,15,17,2023-04-02T22:21:22Z,680000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2023-04-02T22:21:38.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,28.991458607095925,76.7156862745098,1610612742,15,17,2023-04-02T22:21:44Z,690000,False,-134.0,220.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2023-04-02T22:21:42.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,15,17,2023-04-02T22:21:44Z,700000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,,
73,PT05M29.00S,2023-04-02T22:21:47.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630180,88.12417871222075,51.9607843137255,1610612737,17,17,2023-04-02T22:21:56Z,710000,False,10.0,59.0,1,right,S. Bey driving floating Jump Shot (2 PTS),[1630180],1610612737.0,ATL,driving floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,,2.0,,,,,,,,,,,,,
74,PT05M10.00S,2023-04-02T22:22:06.2Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612742,17,17,2023-04-02T22:22:37Z,720000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[203991, 203501]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,
76,PT05M10.00S,2023-04-02T22:22:38.4Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,17,18,2023-04-02T22:22:38Z,740000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (1 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
77,PT05M10.00S,2023-04-02T22:22:39.3Z,1,REGULAR,substitution,out,[],202681,,,1610612742,17,18,2023-04-02T22:22:44Z,750000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2023-04-02T22:22:39.3Z,1,REGULAR,substitution,out,[],203939,,,1610612742,17,18,2023-04-02T22:22:44Z,760000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M10.00S,2023-04-02T22:22:39.3Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,17,18,2023-04-02T22:22:44Z,770000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2023-04-02T22:22:39.3Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,17,18,2023-04-02T22:22:44Z,780000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2023-04-02T22:22:39.3Z,1,REGULAR,substitution,out,[],203991,,,1610612742,17,18,2023-04-02T22:23:02Z,790000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
