actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
603,PT07M50.00S,2023-01-09T02:07:27.1Z,4,REGULAR,substitution,in,[],1628983,,,1610612742,100,93,2023-01-09T02:08:53Z,5849375,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M27.00S,2023-01-09T02:07:28.6Z,4,REGULAR,3pt,Jump Shot,[],203915,29.25427069645204,23.52941176470588,1610612742,100,93,2023-01-09T02:15:17Z,5850000,False,132.0,222.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
599,PT07M21.00S,2023-01-09T02:07:34.6Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,100,93,2023-01-09T02:15:17Z,5860000,False,,,0,,K. Williams REBOUND (Off:3 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,598.0,6.0,3.0,3.0,,,,,,,,,
604,PT07M19.00S,2023-01-09T02:07:37.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.46057818659659,50.49019607843137,1610612760,102,93,2023-01-09T02:07:42Z,5910000,False,2.0,18.0,1,right,S. Gilgeous-Alexander driving Layup (29 PTS) (K. Williams 1 AST),"[1628983, 1629026]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.86,Made,29.0,K. Williams,1629026.0,1.0,,,,,,,,,,,,,,
606,PT07M19.00S,2023-01-09T02:07:41.7Z,4,REGULAR,foul,personal,['1freethrow'],1630702,,,1610612760,102,93,2023-01-09T02:07:58Z,5930000,False,,,0,,J. Hardy shooting personal FOUL (5 PF) (Gilgeous-Alexander 1 FT),"[1630702, 1628983]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,5.0,0.0,Gilgeous-Alexander,1628983.0,,,,
609,PT07M19.00S,2023-01-09T02:07:58.9Z,4,REGULAR,substitution,out,[],1630702,,,1610612760,102,93,2023-01-09T02:08:04Z,5950000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M19.00S,2023-01-09T02:07:58.9Z,4,REGULAR,substitution,out,[],202722,,,1610612760,102,93,2023-01-09T02:08:04Z,5960000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M19.00S,2023-01-09T02:07:58.9Z,4,REGULAR,substitution,in,[],1626174,,,1610612760,102,93,2023-01-09T02:08:04Z,5970000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M19.00S,2023-01-09T02:07:58.9Z,4,REGULAR,substitution,in,[],203493,,,1610612760,102,93,2023-01-09T02:08:04Z,5980000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT07M19.00S,2023-01-09T02:08:21.4Z,4,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,103,93,2023-01-09T02:08:21Z,5990000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (30 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
614,PT06M55.00S,2023-01-09T02:08:39.2Z,4,REGULAR,3pt,Jump Shot,[],203501,8.360709592641262,95.34313725490196,1610612742,103,96,2023-01-09T02:08:58Z,6000000,False,-227.0,26.0,1,left,T. Hardaway Jr. 3PT  (19 PTS) (R. Bullock 2 AST),"[203501, 203493]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.82,Made,19.0,R. Bullock,203493.0,2.0,,,,,,,,,,,,,,
618,PT06M37.00S,2023-01-09T02:08:56.9Z,4,REGULAR,3pt,Jump Shot,[],1629652,76.82325886990802,89.2156862745098,1610612760,103,96,2023-01-09T02:09:03Z,6020000,False,196.0,165.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
619,PT06M31.00S,2023-01-09T02:09:02.9Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,103,96,2023-01-09T02:09:03Z,6030000,False,,,0,,K. Williams REBOUND (Off:4 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,618.0,7.0,3.0,4.0,,,,,,,,,
620,PT06M30.00S,2023-01-09T02:09:03.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,93.77463863337714,48.03921568627451,1610612760,105,96,2023-01-09T02:09:11Z,6040000,False,-10.0,6.0,1,right,K. Williams putback Layup (14 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.15,Made,14.0,,,,,,,,,,,,,,,,,
621,PT06M11.00S,2023-01-09T02:09:27.3Z,4,REGULAR,foul,offensive,[],1626174,,,1610612742,105,96,2023-01-09T02:09:33Z,6050000,False,,,0,,C. Wood charge offensive FOUL (3 PF),"[1626174, 1629026]",1610612742.0,DAL,charge,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,3.0,0.0,Williams,1629026.0,,,,
623,PT06M11.00S,2023-01-09T02:09:27.3Z,4,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,105,96,2023-01-09T02:09:27Z,6070000,False,,,0,,C. Wood offensive foul TURNOVER (4 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,4.0,,,,,,,,
624,PT05M59.00S,2023-01-09T02:09:49.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,74.72076215505913,13.725490196078432,1610612760,108,96,2023-01-09T02:09:54Z,6080000,False,-181.0,185.0,1,right,J. Giddey 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 4 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.92,Made,5.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
626,PT05M58.00S,2023-01-09T02:09:58.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,108,96,2023-01-09T02:09:58Z,6100000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M58.00S,2023-01-09T02:10:37.1Z,4,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612742,108,96,2023-01-09T02:11:31Z,6110000,False,,,0,,TEAM foul technical,[],1610612742.0,DAL,bench,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
628,PT05M58.00S,2023-01-09T02:11:53.0Z,4,REGULAR,freethrow,1 of 1,[],1628983,,,1610612742,109,96,2023-01-09T02:11:53Z,6120000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (31 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
629,PT05M47.00S,2023-01-09T02:12:23.4Z,4,REGULAR,3pt,Jump Shot,[],203501,11.777266754270697,3.431372549019608,1610612742,109,96,2023-01-09T02:12:28Z,6130000,False,233.0,58.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
630,PT05M42.00S,2023-01-09T02:12:27.7Z,4,REGULAR,rebound,offensive,[],1626174,,,1610612742,109,96,2023-01-09T02:12:27Z,6140000,False,,,0,,C. Wood REBOUND (Off:3 Def:11),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,,,,,629.0,14.0,11.0,3.0,,,,,,,,,
631,PT05M40.00S,2023-01-09T02:12:32.2Z,4,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612742,109,96,2023-01-09T02:12:39Z,6150000,False,,,0,,K. Williams shooting personal FOUL (2 PF) (Powell 2 FT),"[1629026, 203939]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,,,,,,2.0,0.0,Powell,203939.0,,,,
633,PT05M40.00S,2023-01-09T02:13:02.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203939,,,1610612742,109,97,2023-01-09T02:13:02Z,6170000,False,,,0,,D. Powell Free Throw 1 of 2 (5 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
634,PT05M40.00S,2023-01-09T02:13:20.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203939,,,1610612742,109,98,2023-01-09T02:13:20Z,6180000,False,,,0,,D. Powell Free Throw 2 of 2 (6 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
635,PT05M18.00S,2023-01-09T02:13:42.5Z,4,REGULAR,3pt,Jump Shot,[],1630581,72.61826544021025,81.12745098039215,1610612760,112,98,2023-01-09T02:13:48Z,6190000,False,156.0,205.0,1,right,J. Giddey 25' 3PT  (8 PTS) (S. Gilgeous-Alexander 5 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.73,Made,8.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,,
637,PT05M00.00S,2023-01-09T02:14:03.0Z,4,REGULAR,foul,offensive,[],203915,,,1610612742,112,98,2023-01-09T02:14:14Z,6210000,False,,,0,,S. Dinwiddie charge offensive FOUL (2 PF),"[203915, 1630647]",1610612742.0,DAL,charge,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,2.0,0.0,Omoruyi,1630647.0,,,,
639,PT05M00.00S,2023-01-09T02:14:03.0Z,4,REGULAR,turnover,offensive foul,[],203915,,,1610612742,112,98,2023-01-09T02:14:03Z,6230000,False,,,0,,S. Dinwiddie offensive foul TURNOVER (2 TO),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,2.0,,,,,,,,
640,PT04M48.00S,2023-01-09T02:14:32.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,85.3646517739816,63.970588235294116,1610612760,114,98,2023-01-09T02:17:08Z,6240000,False,70.0,85.0,1,right,S. Gilgeous-Alexander 11' pullup Jump Shot (33 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,11.01,Made,33.0,,,,,,,,,,,,,,,,,
641,PT04M29.00S,2023-01-09T02:14:51.7Z,4,REGULAR,turnover,bad pass,[],203915,,,1610612742,114,98,2023-01-09T02:14:55Z,6250000,False,,,0,,S. Dinwiddie bad pass TURNOVER (3 TO),"[203915, 1628983]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,3.0,,,,,Gilgeous-Alexander,1628983.0,,
642,PT04M29.00S,2023-01-09T02:14:51.7Z,4,REGULAR,steal,,[],1628983,,,1610612760,114,98,2023-01-09T02:19:11Z,6260000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
643,PT04M26.00S,2023-01-09T02:14:55.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,91.27792378449409,49.754901960784316,1610612760,116,98,2023-01-09T02:15:05Z,6270000,False,-1.0,29.0,1,right,L. Dort running DUNK (16 PTS) (K. Williams 2 AST),"[1629652, 1629026]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.95,Made,16.0,K. Williams,1629026.0,2.0,,,,,,,,,,,,,,
645,PT04M26.00S,2023-01-09T02:15:01.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,116,98,2023-01-09T02:15:01Z,6290000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M26.00S,2023-01-09T02:16:06.9Z,4,REGULAR,substitution,out,[],203939,,,1610612742,116,98,2023-01-09T02:16:41Z,6300000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M26.00S,2023-01-09T02:16:06.9Z,4,REGULAR,substitution,in,[],1630702,,,1610612742,116,98,2023-01-09T02:16:41Z,6310000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT04M07.00S,2023-01-09T02:17:12.4Z,4,REGULAR,turnover,lost ball,[],1630702,,,1610612742,116,98,2023-01-09T02:17:15Z,6320000,False,,,0,,J. Hardy lost ball TURNOVER (2 TO),"[1630702, 1629026]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,,,,,Williams,1629026.0,,
649,PT04M07.00S,2023-01-09T02:17:12.4Z,4,REGULAR,steal,,[],1629026,,,1610612760,116,98,2023-01-09T02:17:13Z,6330000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
650,PT04M03.00S,2023-01-09T02:17:16.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,92.72339027595268,50.49019607843137,1610612760,116,98,2023-01-09T02:17:23Z,6340000,False,2.0,16.0,1,right,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
651,PT04M03.00S,2023-01-09T02:17:16.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,116,98,2023-01-09T02:17:23Z,6350000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,650.0,,,,,,,,,,,,
653,PT03M48.00S,2023-01-09T02:17:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,5.995400788436268,51.71568627450981,1610612742,116,100,2023-01-09T02:17:47Z,6370000,False,-9.0,4.0,1,left,S. Dinwiddie driving Layup (21 PTS) (R. Bullock 3 AST),"[203915, 203493]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.94,Made,21.0,R. Bullock,203493.0,3.0,,,,,,,,,,,,,,
655,PT03M27.00S,2023-01-09T02:18:03.9Z,4,REGULAR,3pt,Jump Shot,[],1629652,67.7562417871222,31.372549019607842,1610612760,116,100,2023-01-09T02:18:10Z,6390000,False,-93.0,251.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
656,PT03M24.00S,2023-01-09T02:18:06.9Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,116,100,2023-01-09T02:18:10Z,6400000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,655.0,3.0,2.0,1.0,,,,,,,,,
657,PT03M13.00S,2023-01-09T02:18:18.3Z,4,REGULAR,3pt,Jump Shot,[],1630702,32.40801576872536,41.42156862745098,1610612742,116,100,2023-01-09T02:18:24Z,6410000,False,43.0,252.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
658,PT03M08.00S,2023-01-09T02:18:23.3Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,116,100,2023-01-09T02:18:24Z,6420000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,657.0,5.0,5.0,0.0,,,,,,,,,
659,PT02M51.00S,2023-01-09T02:18:40.3Z,4,REGULAR,3pt,Jump Shot,[],1630581,72.48685939553219,81.86274509803921,1610612760,116,100,2023-01-09T02:18:44Z,6430000,False,159.0,206.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
660,PT02M48.00S,2023-01-09T02:18:43.3Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,116,100,2023-01-09T02:18:44Z,6440000,False,,,0,,C. Wood REBOUND (Off:3 Def:12),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,659.0,15.0,12.0,3.0,,,,,,,,,
661,PT02M37.00S,2023-01-09T02:18:54.8Z,4,REGULAR,foul,personal,['3freethrow'],1630647,,,1610612742,116,100,2023-01-09T02:19:09Z,6450000,False,,,0,,E. Omoruyi shooting personal FOUL (2 PF) (Wood 3 FT),"[1630647, 1626174]",1610612760.0,OKC,shooting,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Right Center,,,,,,,2530.0,,,,,,2.0,0.0,Wood,1626174.0,,,,
663,PT02M37.00S,2023-01-09T02:19:30.4Z,4,REGULAR,freethrow,1 of 3,[],1626174,,,1610612742,116,101,2023-01-09T02:19:30Z,6470000,False,,,0,,C. Wood Free Throw 1 of 3 (25 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
664,PT02M37.00S,2023-01-09T02:19:46.6Z,4,REGULAR,freethrow,2 of 3,[],1626174,,,1610612742,116,102,2023-01-09T02:19:46Z,6480000,False,,,0,,C. Wood Free Throw 2 of 3 (26 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
665,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,out,[],1630647,,,1610612742,116,102,2023-01-09T02:20:03Z,6490000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,out,[],203501,,,1610612742,116,102,2023-01-09T02:20:03Z,6500000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,out,[],203493,,,1610612742,116,102,2023-01-09T02:20:03Z,6510000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,out,[],203915,,,1610612742,116,102,2023-01-09T02:20:03Z,6520000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,in,[],1631114,,,1610612742,116,102,2023-01-09T02:20:03Z,6530000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,in,[],1629033,,,1610612742,116,102,2023-01-09T02:20:03Z,6540000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,in,[],1630593,,,1610612742,116,102,2023-01-09T02:20:03Z,6550000,False,,,0,,SUB in: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT02M37.00S,2023-01-09T02:19:47.5Z,4,REGULAR,substitution,in,[],1628373,,,1610612742,116,102,2023-01-09T02:20:03Z,6560000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT02M37.00S,2023-01-09T02:20:12.5Z,4,REGULAR,freethrow,3 of 3,[],1626174,,,1610612742,116,103,2023-01-09T02:20:12Z,6570000,False,,,0,,C. Wood Free Throw 3 of 3 (27 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
674,PT02M21.00S,2023-01-09T02:20:30.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.03745072273325,47.794117647058826,1610612760,116,103,2023-01-09T02:20:36Z,6580000,False,-11.0,4.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
675,PT02M20.00S,2023-01-09T02:20:31.7Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,116,103,2023-01-09T02:20:36Z,6590000,False,,,0,,C. Wood REBOUND (Off:3 Def:13),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,674.0,16.0,13.0,3.0,,,,,,,,,
676,PT02M09.00S,2023-01-09T02:20:42.5Z,4,REGULAR,3pt,Jump Shot,[],1629033,28.991458607095925,71.56862745098039,1610612742,116,106,2023-01-09T02:20:46Z,6600000,False,-108.0,220.0,1,left,T. Pinson 24' 3PT  (3 PTS) (C. Wood 2 AST),"[1629033, 1626174]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Above the Break 3,24+ Left Center,24.5,Made,3.0,C. Wood,1626174.0,2.0,,,,,,,,,,,,,,
678,PT01M55.00S,2023-01-09T02:20:58.2Z,4,REGULAR,foul,personal,[],1628373,,,1610612760,116,106,2023-01-09T02:21:15Z,6620000,False,,,0,,F. Ntilikina take personal FOUL (3 PF),"[1628373, 1628983]",1610612742.0,DAL,take,,,Ntilikina,F. Ntilikina,,,,,Above the Break 3,24+ Center,,,,,,,1627963.0,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,
680,PT01M55.00S,2023-01-09T02:21:04.3Z,4,REGULAR,substitution,out,[],1626174,,,1610612760,116,106,2023-01-09T02:21:08Z,6640000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT01M55.00S,2023-01-09T02:21:04.3Z,4,REGULAR,substitution,in,[],1630639,,,1610612760,116,106,2023-01-09T02:21:08Z,6650000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT01M43.00S,2023-01-09T02:21:23.2Z,4,REGULAR,2pt,Jump Shot,[],1630581,86.5473061760841,33.088235294117645,1610612760,116,106,2023-01-09T02:21:32Z,6660000,False,-85.0,74.0,1,right,MISS J. Giddey 11' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,11.24,Missed,,,,,,,,,,,,,,,,,,
683,PT01M40.00S,2023-01-09T02:21:26.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,116,106,2023-01-09T02:24:06Z,6670000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,682.0,,,,,,,,,,,,
687,PT01M27.00S,2023-01-09T02:24:33.1Z,4,REGULAR,turnover,bad pass,[],1628983,,,1610612760,116,106,2023-01-09T02:24:38Z,6710000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1628373]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,,,,,Ntilikina,1628373.0,,
688,PT01M27.00S,2023-01-09T02:24:33.1Z,4,REGULAR,steal,,[],1628373,,,1610612742,116,106,2023-01-09T02:24:35Z,6720000,False,,,0,,F. Ntilikina STEAL (2 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
689,PT01M20.00S,2023-01-09T02:24:41.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628373,6.783837056504599,53.67647058823529,1610612742,116,108,2023-01-09T02:24:45Z,6730000,False,-18.0,11.0,1,left,F. Ntilikina driving Layup (6 PTS),[1628373],1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,Restricted Area,0-8 Center,2.16,Made,6.0,,,,,,,,,,,,,,,,,
690,PT01M02.00S,2023-01-09T02:25:00.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.64323258869908,47.30392156862745,1610612760,116,108,2023-01-09T02:25:13Z,6740000,False,-13.0,7.0,1,right,MISS K. Williams Layup,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
