actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M32.00S,2023-04-09T19:42:43.5Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,0,2,2023-04-09T19:42:43Z,160000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M26.00S,2023-04-09T19:42:50.2Z,1,REGULAR,turnover,lost ball,[],1630544,,,1610612760,0,2,2023-04-09T19:42:54Z,170000,False,,,0,,T. Mann lost ball TURNOVER (2 TO),"[1630544, 1631246]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Williams Jr.,1631246.0,,,,,,,,,
18,PT10M26.00S,2023-04-09T19:42:50.2Z,1,REGULAR,steal,,[],1631246,,,1610612763,0,2,2023-04-09T19:43:27Z,180000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2023-04-09T19:42:58.5Z,1,REGULAR,foul,offensive,[],1631246,,,1610612763,0,2,2023-04-09T20:06:00Z,190000,False,,,0,,V. Williams Jr. charge offensive FOUL (1 PF),"[1631246, 1630215]",1610612763.0,MEM,charge,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,202007.0,,,,1.0,0.0,Butler,1630215.0,,,,,,,,,,,,
21,PT10M21.00S,2023-04-09T19:42:58.5Z,1,REGULAR,turnover,offensive foul,[],1631246,,,1610612763,0,2,2023-04-09T19:42:58Z,210000,False,,,0,,V. Williams Jr. offensive foul TURNOVER (1 TO),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,202007.0,,,,,,,,1.0,,,,,,,,,,,
22,PT10M12.00S,2023-04-09T19:43:20.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,91.5407358738502,4.411764705882353,1610612760,0,2,2023-04-09T19:43:24Z,220000,False,-228.0,27.0,1,right,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,22.95,Missed,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2023-04-09T19:43:23.5Z,1,REGULAR,rebound,defensive,[],1631223,,,1610612763,0,2,2023-04-09T19:43:24Z,230000,False,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT09M59.00S,2023-04-09T19:43:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,5.469776609724048,46.81372549019608,1610612763,0,4,2023-04-09T19:43:37Z,240000,False,16.0,-1.0,1,left,Z. Williams driving Layup (2 PTS),[1630533],1610612763.0,MEM,driving,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,1.59,Made,2.0,,,,,,,,,,,,,,,,
25,PT09M50.00S,2023-04-09T19:43:41.7Z,1,REGULAR,3pt,Jump Shot,[],1630215,69.59592641261499,74.26470588235294,1610612760,0,4,2023-04-09T19:43:46Z,250000,False,121.0,233.0,1,right,MISS J. Butler 26' pullup 3PT - blocked,"[1630215, 1630533]",1610612760.0,OKC,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,26.29,Missed,,,,,,,,,,,,,Williams,1630533.0,,,
26,PT09M50.00S,2023-04-09T19:43:41.7Z,1,REGULAR,block,,[],1630533,,,1610612760,0,4,2023-04-09T19:43:44Z,260000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M47.00S,2023-04-09T19:43:44.7Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,0,4,2023-04-09T19:43:46Z,270000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,
28,PT09M41.00S,2023-04-09T19:43:51.9Z,1,REGULAR,2pt,Jump Shot,[],1631254,12.040078843626807,77.45098039215686,1610612763,0,4,2023-04-09T19:43:55Z,280000,False,-137.0,61.0,1,left,MISS K. Lofton Jr. 15' step back Shot,[1631254],1610612763.0,MEM,step back,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,8-16 Left,,15.01,Missed,,,,,,,,,,,,,,,,,
29,PT09M37.00S,2023-04-09T19:43:55.9Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,0,4,2023-04-09T19:43:55Z,290000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M33.00S,2023-04-09T19:44:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630526,92.32917214191852,52.69607843137255,1610612760,2,4,2023-04-09T19:44:03Z,300000,False,13.0,20.0,1,right,J. Robinson-Earl running Layup (2 PTS),[1630526],1610612760.0,OKC,running,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,2.38,Made,2.0,,,,,,,,,,,,,,,,
31,PT09M10.00S,2023-04-09T19:44:22.7Z,1,REGULAR,3pt,Jump Shot,[],1631254,27.54599211563732,22.54901960784314,1610612763,2,4,2023-04-09T19:44:27Z,310000,False,137.0,206.0,1,left,MISS K. Lofton Jr. 24' 3PT,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Right Center,,24.79,Missed,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2023-04-09T19:44:26.7Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,2,4,2023-04-09T19:44:27Z,320000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,31.0,2.0,1.0,1.0,,,,,
33,PT09M02.00S,2023-04-09T19:44:30.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,19.267411300919843,6.372549019607843,1610612763,2,4,2023-04-09T19:44:38Z,330000,False,218.0,129.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,25.32,Missed,,,,,,,,,,,,,,,,,
34,PT09M00.00S,2023-04-09T19:44:32.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,4,2023-04-09T19:44:38Z,340000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,33.0,,,,,,,,
35,PT08M47.00S,2023-04-09T19:45:05.8Z,1,REGULAR,foul,personal,[],1631254,,,1610612760,2,4,2023-04-09T19:45:16Z,350000,False,,,0,,K. Lofton Jr. personal FOUL (2 PF),"[1631254, 1630846]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,202007.0,,,,2.0,0.0,Sarr,1630846.0,,,,,,,,,,,,
37,PT08M47.00S,2023-04-09T19:45:16.4Z,1,REGULAR,substitution,out,[],1631254,,,1610612760,2,4,2023-04-09T19:45:23Z,370000,False,,,0,,SUB out: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2023-04-09T19:45:16.4Z,1,REGULAR,substitution,in,[],1631367,,,1610612760,2,4,2023-04-09T19:45:23Z,380000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2023-04-09T19:45:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.11760840998686,50.98039215686274,1610612760,4,4,2023-04-09T19:45:39Z,390000,False,5.0,12.0,1,right,J. Butler driving finger roll Layup (2 PTS),[1630215],1610612760.0,OKC,driving finger roll,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,1.31,Made,2.0,,,,,,,,,,,,,,,,
40,PT08M24.00S,2023-04-09T19:45:47.1Z,1,REGULAR,3pt,Jump Shot,[],1631246,17.821944809461236,96.56862745098039,1610612763,4,4,2023-04-09T19:45:51Z,400000,False,-233.0,115.0,1,left,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,25.97,Missed,,,,,,,,,,,,,,,,,
41,PT08M23.00S,2023-04-09T19:45:48.1Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,4,4,2023-04-09T19:45:51Z,410000,False,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,
42,PT08M09.00S,2023-04-09T19:46:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631172,93.77463863337714,54.90196078431373,1610612760,6,4,2023-04-09T19:46:05Z,420000,False,25.0,6.0,1,right,O. Dieng driving Layup (2 PTS),[1631172],1610612760.0,OKC,driving,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,2.52,Made,2.0,,,,,,,,,,,,,,,,
43,PT07M57.00S,2023-04-09T19:46:14.1Z,1,REGULAR,2pt,Jump Shot,[],1630533,8.623521681997373,31.61764705882353,1610612763,6,4,2023-04-09T19:46:20Z,430000,False,92.0,29.0,1,left,MISS Z. Williams 9' driving bank Shot,[1630533],1610612763.0,MEM,driving bank,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Right,,9.62,Missed,,,,,,,,,,,,,,,,,
44,PT07M55.00S,2023-04-09T19:46:16.1Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,6,4,2023-04-09T19:46:20Z,440000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT07M48.00S,2023-04-09T19:46:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630544,66.5735873850197,65.68627450980392,1610612760,9,4,2023-04-09T19:46:27Z,450000,False,78.0,262.0,1,right,T. Mann 27' 3PT step back (3 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,27.32,Made,3.0,,,,,,,,,,,,,,,,
46,PT07M34.00S,2023-04-09T19:46:41.7Z,1,REGULAR,foul,personal,[],1630846,,,1610612763,9,4,2023-04-09T19:46:47Z,460000,False,,,0,,O. Sarr personal FOUL (1 PF),"[1630846, 1631246]",1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Mid-Range,8-16 Right,202007.0,,,,1.0,0.0,Williams Jr.,1631246.0,,,,,,,,,,,,
48,PT07M23.00S,2023-04-09T19:47:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631246,5.995400788436268,55.14705882352941,1610612763,9,4,2023-04-09T19:47:07Z,480000,False,-26.0,4.0,1,left,MISS V. Williams Jr. driving Layup,[1631246],1610612763.0,MEM,driving,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,2.6,Missed,,,,,,,,,,,,,,,,,
49,PT07M22.00S,2023-04-09T19:47:05.7Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,9,4,2023-04-09T19:47:07Z,490000,False,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,
50,PT07M16.00S,2023-04-09T19:47:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630215,73.01248357424441,17.401960784313726,1610612760,9,4,2023-04-09T19:47:15Z,500000,False,-163.0,201.0,1,right,MISS J. Butler 25' step back 3PT,[1630215],1610612760.0,OKC,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,25.89,Missed,,,,,,,,,,,,,,,,,
51,PT07M13.00S,2023-04-09T19:47:14.8Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,9,4,2023-04-09T19:47:15Z,510000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,50.0,3.0,2.0,1.0,,,,,
52,PT07M09.00S,2023-04-09T19:47:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,5.075558475689881,52.94117647058824,1610612763,9,6,2023-04-09T19:47:23Z,520000,False,-15.0,-5.0,1,left,Z. Williams cutting Layup (4 PTS) (J. Konchar 1 AST),"[1630533, 1629723]",1610612763.0,MEM,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,1.55,Made,4.0,,,,,,,,,,,,,,J. Konchar,1629723.0,1.0
54,PT06M53.00S,2023-04-09T19:47:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,92.9862023653088,46.81372549019608,1610612760,9,6,2023-04-09T19:47:40Z,540000,False,-16.0,13.0,1,right,MISS O. Dieng turnaround Shot,[1631172],1610612760.0,OKC,turnaround,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,2.08,Missed,,,,,,,,,,,,,,,,,
55,PT06M51.00S,2023-04-09T19:47:37.7Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,9,6,2023-04-09T19:47:40Z,550000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,
56,PT06M44.00S,2023-04-09T19:47:44.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,32.276609724047304,51.71568627450981,1610612763,9,9,2023-04-09T19:47:48Z,560000,False,-9.0,251.0,1,left,Z. Williams 25' 3PT step back (7 PTS),[1630533],1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,25.1,Made,7.0,,,,,,,,,,,,,,,,
57,PT06M27.00S,2023-04-09T19:48:04.1Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612760,9,9,2023-04-09T19:48:17Z,570000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1630533, 1630526]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,202007.0,,,,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,,
59,PT06M27.00S,2023-04-09T19:48:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,9,9,2023-04-09T19:48:19Z,590000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M27.00S,2023-04-09T19:51:20.2Z,1,REGULAR,freethrow,1 of 2,[],1630526,,,1610612760,10,9,2023-04-09T19:51:20Z,600000,False,,,0,,J. Robinson-Earl Free Throw 1 of 2 (3 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
61,PT06M27.00S,2023-04-09T19:51:32.8Z,1,REGULAR,freethrow,2 of 2,[],1630526,,,1610612760,11,9,2023-04-09T19:51:32Z,610000,False,,,0,,J. Robinson-Earl Free Throw 2 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
62,PT06M12.00S,2023-04-09T19:51:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,12.828515111695138,42.64705882352941,1610612763,11,9,2023-04-09T19:51:53Z,620000,False,37.0,68.0,1,left,MISS D. Roddy 7' driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,7.74,Missed,,,,,,,,,,,,,,,,,
63,PT06M09.00S,2023-04-09T19:51:52.9Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,11,9,2023-04-09T19:51:53Z,630000,False,,,0,,O. Sarr REBOUND (Off:0 Def:2),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,
64,PT06M03.00S,2023-04-09T19:51:57.5Z,1,REGULAR,3pt,Jump Shot,[],1631172,69.07030223390277,72.79411764705883,1610612760,11,9,2023-04-09T19:52:03Z,640000,False,114.0,238.0,1,right,MISS O. Dieng 26' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,26.41,Missed,,,,,,,,,,,,,,,,,
65,PT06M02.00S,2023-04-09T19:51:58.5Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612760,11,9,2023-04-09T19:58:23Z,650000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,64.0,3.0,2.0,1.0,,,,,
106,PT06M02.00S,2023-04-09T19:52:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,92.9862023653088,49.01960784313725,1610612760,11,9,2023-04-09T19:58:16Z,655000,False,-5.0,13.0,1,right,MISS J. Robinson-Earl tip Layup - blocked,"[1630526, 1631246]",1610612760.0,OKC,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,1.43,Missed,,,,,,,,,,,,,Williams Jr.,1631246.0,,,
107,PT06M02.00S,2023-04-09T19:52:04.7Z,1,REGULAR,block,,[],1631246,,,1610612760,11,9,2023-04-09T19:58:07Z,657500,False,,,0,,V. Williams Jr. BLOCK (1 BLK),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT06M02.00S,2023-04-09T19:52:04.7Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,11,9,2023-04-09T19:58:16Z,658750,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,106.0,2.0,1.0,1.0,,,,,
66,PT05M49.00S,2023-04-09T19:52:11.9Z,1,REGULAR,3pt,Jump Shot,[],1631246,4.5499342969776615,94.6078431372549,1610612763,11,9,2023-04-09T19:52:16Z,660000,False,-223.0,-10.0,1,left,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,,22.32,Missed,,,,,,,,,,,,,,,,,
67,PT05M46.00S,2023-04-09T19:52:14.9Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,11,9,2023-04-09T19:52:16Z,670000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,
68,PT05M31.00S,2023-04-09T19:52:30.0Z,1,REGULAR,3pt,Jump Shot,[],1631172,65.39093298291722,40.68627450980392,1610612760,11,9,2023-04-09T19:52:34Z,680000,False,-47.0,273.0,1,right,MISS O. Dieng 27' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,27.68,Missed,,,,,,,,,,,,,,,,,
69,PT05M29.00S,2023-04-09T19:52:32.0Z,1,REGULAR,rebound,defensive,[],1631367,,,1610612763,11,9,2023-04-09T19:52:34Z,690000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:1),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,
70,PT05M22.00S,2023-04-09T19:52:39.2Z,1,REGULAR,3pt,Jump Shot,[],1631223,3.630091984231275,94.85294117647058,1610612763,11,9,2023-04-09T19:52:43Z,700000,False,-224.0,-18.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Left Corner 3,24+ Left,,22.51,Missed,,,,,,,,,,,,,,,,,
71,PT05M19.00S,2023-04-09T19:52:42.2Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,11,9,2023-04-09T19:52:43Z,710000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,
72,PT05M09.00S,2023-04-09T19:52:52.5Z,1,REGULAR,turnover,lost ball,[],1630544,,,1610612760,11,9,2023-04-09T19:52:55Z,720000,False,,,0,,T. Mann lost ball TURNOVER (3 TO),"[1630544, 1631367]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,,,,,,,,,3.0,Gilyard,1631367.0,,,,,,,,,
73,PT05M09.00S,2023-04-09T19:52:52.5Z,1,REGULAR,steal,,[],1631367,,,1610612763,11,9,2023-04-09T19:52:54Z,730000,False,,,0,,J. Gilyard STEAL (1 STL),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
