actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
37,PT09M21.00S,2022-12-01T01:16:38.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,3,5,2022-12-01T01:16:43Z,370000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,
38,PT08M58.00S,2022-12-01T01:17:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,7.835085413929041,60.049019607843135,1610612760,3,5,2022-12-01T01:17:11Z,380000,False,-50.0,21.0,1,left,MISS J. Giddey driving bank Shot,[1630581],1610612760.0,OKC,driving bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.45,Missed,,,,,,,,,,,,,
39,PT08M56.00S,2022-12-01T01:17:03.6Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612760,3,5,2022-12-01T01:17:03Z,390000,False,,,0,,A. Pokusevski REBOUND (Off:3 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,38.0,4.0,1.0,3.0,,,,
40,PT08M56.00S,2022-12-01T01:17:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,8.623521681997373,44.11764705882353,1610612760,5,5,2022-12-01T01:17:15Z,400000,False,29.0,29.0,1,left,A. Pokusevski putback Layup (2 PTS),[1630197],1610612760.0,OKC,putback,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,,,4.1,Made,2.0,,,,,,,,,,,,
41,PT08M40.00S,2022-12-01T01:17:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629640,68.41327201051249,71.32352941176471,1610612759,5,5,2022-12-01T01:17:24Z,410000,False,107.0,244.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,26.66,Missed,,,,,,,,,,,,,
42,PT08M36.00S,2022-12-01T01:17:24.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,5,5,2022-12-01T01:17:24Z,420000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,
43,PT08M30.00S,2022-12-01T01:17:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630197,33.722076215505915,56.127450980392155,1610612760,5,5,2022-12-01T01:17:33Z,430000,False,-31.0,264.0,1,left,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,,,,,,26.63,Missed,,,,,,,,,,,,,
44,PT08M27.00S,2022-12-01T01:17:32.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,5,5,2022-12-01T01:17:33Z,440000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,
45,PT08M19.00S,2022-12-01T01:17:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,87.59855453350855,52.450980392156865,1610612759,5,7,2022-12-01T01:19:38Z,450000,False,12.0,64.0,1,right,T. Jones 6' driving floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.53,Made,2.0,,,,,,,,,,,,
46,PT08M11.00S,2022-12-01T01:17:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630526,14.4053876478318,95.83333333333334,1610612760,5,7,2022-12-01T01:17:52Z,460000,False,-229.0,83.0,1,left,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,,,24.37,Missed,,,,,,,,,,,,,
47,PT08M08.00S,2022-12-01T01:17:51.8Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,5,7,2022-12-01T01:17:51Z,470000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,
48,PT08M07.00S,2022-12-01T01:17:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,32.013797634691194,45.09803921568628,1610612760,8,7,2022-12-01T01:17:58Z,480000,False,25.0,248.0,1,left,J. Williams 24' 3PT  (3 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,24.96,Made,3.0,L. Dort,1629652.0,1.0,,,,,,,,,
50,PT07M50.00S,2022-12-01T01:18:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628380,67.36202365308804,25.735294117647058,1610612759,8,10,2022-12-01T01:18:15Z,500000,False,-121.0,254.0,1,right,Z. Collins 28' 3PT  (3 PTS) (T. Jones 1 AST),"[1628380, 1630200]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,28.17,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,
52,PT07M40.00S,2022-12-01T01:18:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629652,30.699737187910642,23.774509803921568,1610612760,11,10,2022-12-01T01:18:25Z,520000,False,131.0,236.0,1,left,L. Dort 27' 3PT pullup (3 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,27.01,Made,3.0,,,,,,,,,,,,
53,PT07M17.00S,2022-12-01T01:18:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628966,91.80354796320631,46.07843137254902,1610612759,11,12,2022-12-01T01:18:48Z,530000,False,-20.0,25.0,1,right,K. Bates-Diop driving DUNK (4 PTS),[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,3.14,Made,4.0,,,,,,,,,,,,
54,PT07M10.00S,2022-12-01T01:18:49.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,21.23850197109067,91.42156862745098,1610612760,11,12,2022-12-01T01:20:57Z,540000,False,-207.0,147.0,1,left,MISS L. Dort 25' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,25.4,Missed,,,,,,,,,,,,,
55,PT07M07.00S,2022-12-01T01:18:52.7Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,11,12,2022-12-01T01:18:54Z,550000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,
56,PT07M02.00S,2022-12-01T01:18:57.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,91.40932982917214,95.58823529411765,1610612759,11,15,2022-12-01T01:19:05Z,560000,False,228.0,28.0,1,right,D. Vassell 3PT  (3 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,22.97,Made,3.0,T. Jones,1630200.0,2.0,,,,,,,,,
58,PT06M48.00S,2022-12-01T01:19:14.2Z,1,REGULAR,foul,personal,[],1630170,,,1610612760,11,15,2022-12-01T01:19:25Z,580000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1630581]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
60,PT06M38.00S,2022-12-01T01:19:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,10.988830486202366,43.627450980392155,1610612760,13,15,2022-12-01T01:19:47Z,600000,False,32.0,51.0,1,left,J. Williams 6' driving floating Jump Shot (5 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.0,Made,5.0,,,,,,,,,,,,
62,PT06M17.00S,2022-12-01T01:20:01.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,86.02168199737189,44.36274509803921,1610612759,13,17,2022-12-01T01:20:07Z,620000,False,-28.0,79.0,1,right,Z. Collins 8' turnaround Hook (5 PTS) (D. Vassell 2 AST),"[1628380, 1630170]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.38,Made,5.0,D. Vassell,1630170.0,2.0,,,,,,,,,
64,PT06M09.00S,2022-12-01T01:20:13.3Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612760,13,17,2022-12-01T01:20:24Z,640000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1628380, 1630526]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2005.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,
66,PT06M09.00S,2022-12-01T01:20:40.6Z,1,REGULAR,freethrow,1 of 2,[],1630526,,,1610612760,14,17,2022-12-01T01:20:40Z,660000,False,,,0,,J. Robinson-Earl Free Throw 1 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
67,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,14,17,2022-12-01T01:21:12Z,670000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612760,14,17,2022-12-01T01:21:12Z,680000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,out,[],1630170,,,1610612760,14,17,2022-12-01T01:21:12Z,690000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,14,17,2022-12-01T01:21:12Z,700000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,in,[],1629641,,,1610612760,14,17,2022-12-01T01:21:12Z,710000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,in,[],203926,,,1610612760,14,17,2022-12-01T01:21:12Z,720000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,in,[],1631172,,,1610612760,14,17,2022-12-01T01:22:42Z,727500,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT06M09.00S,2022-12-01T01:20:41.1Z,1,REGULAR,substitution,out,[],1630197,,,1610612760,14,17,2022-12-01T01:25:17Z,728750,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M09.00S,2022-12-01T01:20:40.6Z,1,REGULAR,freethrow,2 of 2,[],1630526,,,1610612760,15,17,2022-12-01T01:24:30Z,730000,False,,,0,,J. Robinson-Earl Free Throw 2 of 2 (5 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
74,PT05M51.00S,2022-12-01T01:21:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.93495400788436,44.11764705882353,1610612759,15,19,2022-12-01T01:27:04Z,740000,False,-29.0,23.0,1,right,K. Johnson driving finger roll Layup (5 PTS) (D. McDermott 1 AST),"[1629640, 203926]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.75,Made,5.0,D. McDermott,203926.0,1.0,,,,,,,,,
76,PT05M43.00S,2022-12-01T01:21:28.9Z,1,REGULAR,3pt,Jump Shot,[],1630198,22.421156373193167,89.95098039215686,1610612760,15,19,2022-12-01T01:21:41Z,760000,False,-200.0,158.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,25.49,Missed,,,,,,,,,,,,,
77,PT05M43.00S,2022-12-01T01:21:28.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,15,19,2022-12-01T01:21:41Z,770000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,
78,PT05M34.00S,2022-12-01T01:21:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612760,15,19,2022-12-01T01:21:50Z,780000,False,,,0,,R. Langford shooting personal FOUL (1 PF) (Dort 2 FT),"[1629641, 1629652]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,2715.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
80,PT05M34.00S,2022-12-01T01:22:02.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,16,19,2022-12-01T01:22:02Z,800000,False,,,0,,L. Dort Free Throw 1 of 2 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
81,PT05M34.00S,2022-12-01T01:22:04.9Z,1,REGULAR,substitution,out,[],1628380,,,1610612760,16,19,2022-12-01T01:22:07Z,810000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M34.00S,2022-12-01T01:22:04.9Z,1,REGULAR,substitution,in,[],1629676,,,1610612760,16,19,2022-12-01T01:22:07Z,820000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M34.00S,2022-12-01T01:22:20.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,17,19,2022-12-01T01:22:20Z,830000,False,,,0,,L. Dort Free Throw 2 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
84,PT05M22.00S,2022-12-01T01:22:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,88.64980289093299,57.35294117647059,1610612759,17,21,2022-12-01T01:27:47Z,840000,False,37.0,54.0,1,right,R. Langford 6' driving floating Jump Shot (2 PTS) (D. McDermott 2 AST),"[1629641, 203926]",1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.55,Made,2.0,D. McDermott,203926.0,2.0,,,,,,,,,
