actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
22,PT10M13.00S,2023-03-04T01:13:03.9Z,1,REGULAR,turnover,lost ball,[],1629659,,,1610612762,8,4,2023-03-04T01:13:07Z,220000,False,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 1629652]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
23,PT10M13.00S,2023-03-04T01:13:03.9Z,1,REGULAR,steal,,[],1629652,,,1610612760,8,4,2023-03-04T01:13:05Z,230000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2023-03-04T01:13:09.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,93.9060446780552,95.09803921568627,1610612760,11,4,2023-03-04T01:13:47Z,240000,False,225.0,5.0,1,right,L. Dort 3PT running (6 PTS) (I. Joe 1 AST),"[1629652, 1630198]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,22.56,Made,6.0,I. Joe,1630198.0,1.0,,,,,,,,,,,,,,
26,PT09M53.00S,2023-03-04T01:13:25.0Z,1,REGULAR,foul,offensive,[],1629659,,,1610612762,11,4,2023-03-04T01:13:30Z,260000,False,,,0,,T. Horton-Tucker offensive FOUL (1 PF),"[1629659, 1630198]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,1.0,0.0,Joe,1630198.0,,,,,,,,,
28,PT09M53.00S,2023-03-04T01:13:25.0Z,1,REGULAR,turnover,offensive foul,[],1629659,,,1610612762,11,4,2023-03-04T01:13:25Z,280000,False,,,0,,T. Horton-Tucker offensive foul TURNOVER (2 TO),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,,,,,,,,2.0,,,,,
29,PT09M40.00S,2023-03-04T01:13:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,74.32654402102497,84.80392156862744,1610612760,11,4,2023-03-04T01:13:59Z,290000,False,174.0,189.0,1,right,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
30,PT09M35.00S,2023-03-04T01:13:57.6Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,11,4,2023-03-04T01:13:59Z,300000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,29.0,,,,1.0,1.0,0.0
31,PT09M31.00S,2023-03-04T01:14:01.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631117,8.229303547963205,47.30392156862745,1610612762,11,6,2023-03-04T01:14:40Z,310000,False,13.0,25.0,1,left,W. Kessler running DUNK (6 PTS) (O. Agbaji 1 AST),"[1631117, 1630534]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.83,Made,6.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,,,
33,PT09M24.00S,2023-03-04T01:14:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,69.85873850197109,77.45098039215686,1610612760,14,6,2023-03-04T01:14:13Z,330000,False,137.0,231.0,1,right,I. Joe 26' 3PT  (3 PTS) (J. Giddey 3 AST),"[1630198, 1630581]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,26.86,Made,3.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
35,PT09M03.00S,2023-03-04T01:14:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630534,7.966491458607096,3.9215686274509802,1610612762,14,6,2023-03-04T01:14:37Z,350000,False,230.0,22.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
36,PT09M01.00S,2023-03-04T01:14:31.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,14,6,2023-03-04T01:14:37Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,35.0,,,,,,
38,PT08M57.00S,2023-03-04T01:14:53.4Z,1,REGULAR,foul,offensive,[],1628374,,,1610612762,14,6,2023-03-04T01:15:00Z,380000,False,,,0,,L. Markkanen offensive FOUL (1 PF),"[1628374, 1629652]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202027.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
40,PT08M57.00S,2023-03-04T01:14:53.4Z,1,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,14,6,2023-03-04T01:14:53Z,400000,False,,,0,,L. Markkanen offensive foul TURNOVER (1 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202027.0,,,,,,,,1.0,,,,,
41,PT08M45.00S,2023-03-04T01:15:21.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,67.23061760840999,33.088235294117645,1610612760,17,6,2023-03-04T01:15:27Z,410000,False,-85.0,256.0,1,right,I. Joe 26' 3PT  (6 PTS) (J. Giddey 4 AST),"[1630198, 1630581]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,26.91,Made,6.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,
43,PT08M30.00S,2023-03-04T01:15:36.9Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612762,17,6,2023-03-04T01:15:46Z,430000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1630581, 203482]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,
45,PT08M30.00S,2023-03-04T01:16:02.0Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,17,7,2023-03-04T01:16:02Z,450000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2023-03-04T01:16:16.2Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,17,8,2023-03-04T01:16:16Z,460000,False,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2023-03-04T01:16:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.67214191852825,41.66666666666667,1610612760,17,8,2023-03-04T01:17:08Z,470000,False,-42.0,26.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 203482]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,Olynyk,203482.0,,,,,,,
48,PT08M13.00S,2023-03-04T01:16:35.7Z,1,REGULAR,block,,[],203482,,,1610612760,17,8,2023-03-04T01:16:37Z,480000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M13.00S,2023-03-04T01:16:35.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,17,8,2023-03-04T01:16:45Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,47.0,,,,,,
51,PT08M12.00S,2023-03-04T01:16:50.4Z,1,REGULAR,violation,kicked ball,[],1631117,,,1610612760,17,8,2023-03-04T01:17:48Z,510000,False,,,0,,W. Kessler kicked ball VIOLATION,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,202027.0,,,,,,,,,,,,,
52,PT08M11.00S,2023-03-04T01:17:15.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,91.01511169513797,3.431372549019608,1610612760,17,8,2023-03-04T01:17:20Z,520000,False,-233.0,32.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
53,PT08M07.00S,2023-03-04T01:17:19.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,17,8,2023-03-04T01:17:20Z,530000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,52.0,,,,1.0,1.0,0.0
54,PT08M00.00S,2023-03-04T01:17:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630534,7.046649145860711,2.941176470588235,1610612762,17,8,2023-03-04T01:17:31Z,540000,False,235.0,14.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
55,PT07M56.00S,2023-03-04T01:17:30.9Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,17,8,2023-03-04T01:17:31Z,550000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,54.0,,,,1.0,1.0,0.0
56,PT07M51.00S,2023-03-04T01:17:36.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,93.77463863337714,52.94117647058824,1610612760,19,8,2023-03-04T01:18:34Z,560000,False,15.0,6.0,1,right,J. Giddey running Layup (4 PTS),[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2023-03-04T01:17:47.5Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612762,19,8,2023-03-04T01:20:08Z,570000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629652]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
58,PT07M40.00S,2023-03-04T01:17:47.5Z,1,REGULAR,steal,,[],1629652,,,1610612760,19,8,2023-03-04T01:17:49Z,580000,False,,,0,,L. Dort STEAL (2 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M32.00S,2023-03-04T01:17:55.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630198,79.71419185282524,30.88235294117647,1610612760,19,8,2023-03-04T01:18:01Z,590000,False,-96.0,138.0,1,right,MISS I. Joe 16' pullup Shot,[1630198],1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left Center,16.8,Missed,,,,,,,,,,,,,,,,,,
60,PT07M29.00S,2023-03-04T01:17:58.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,19,8,2023-03-04T01:18:01Z,600000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,59.0,,,,2.0,2.0,0.0
61,PT07M23.00S,2023-03-04T01:18:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.258212877792378,45.09803921568628,1610612762,19,10,2023-03-04T01:18:08Z,610000,False,25.0,6.0,1,left,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.53,Made,2.0,,,,,,,,,,,,,,,,,
62,PT07M06.00S,2023-03-04T01:18:21.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,77.7431011826544,90.19607843137256,1610612760,19,10,2023-03-04T01:18:26Z,620000,False,201.0,157.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2023-03-04T01:18:25.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,19,10,2023-03-04T01:18:26Z,630000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,62.0,,,,3.0,3.0,0.0
64,PT06M55.00S,2023-03-04T01:18:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.521024967148489,45.588235294117645,1610612762,19,12,2023-03-04T01:18:38Z,640000,False,22.0,9.0,1,left,T. Horton-Tucker driving reverse Layup (4 PTS),[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.38,Made,4.0,,,,,,,,,,,,,,,,,
65,PT06M55.00S,2023-03-04T01:18:36.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,19,12,2023-03-04T01:18:36Z,650000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2023-03-04T01:20:05.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612760,19,12,2023-03-04T01:21:26Z,660000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2023-03-04T01:20:05.9Z,1,REGULAR,substitution,in,[],1631323,,,1610612760,19,12,2023-03-04T01:21:26Z,670000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2023-03-04T01:21:47.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,69.33311432325887,72.05882352941177,1610612760,19,12,2023-03-04T01:21:53Z,680000,False,110.0,236.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2023-03-04T01:21:50.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,19,12,2023-03-04T01:21:53Z,690000,False,,,0,,W. Kessler REBOUND (Off:0 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,68.0,,,,4.0,4.0,0.0
70,PT06M28.00S,2023-03-04T01:22:03.9Z,1,REGULAR,2pt,Jump Shot,[],203482,18.873193166885677,78.43137254901961,1610612762,19,14,2023-03-04T01:22:09Z,700000,False,-142.0,125.0,1,left,K. Olynyk 18' pullup Jump Shot (4 PTS) (T. Horton-Tucker 2 AST),"[203482, 1629659]",1610612762.0,UTA,pullup,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Left Center,18.93,Made,4.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,,,,,
72,PT06M09.00S,2023-03-04T01:22:22.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631119,91.14651773981603,55.63725490196079,1610612760,19,14,2023-03-04T01:22:28Z,720000,False,28.0,31.0,1,right,MISS J. Williams driving Hook - blocked,"[1631119, 1631117]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,Kessler,1631117.0,,,,,,,
73,PT06M09.00S,2023-03-04T01:22:22.9Z,1,REGULAR,block,,[],1631117,,,1610612760,19,14,2023-03-04T01:22:24Z,730000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M06.00S,2023-03-04T01:22:25.9Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,19,14,2023-03-04T01:22:28Z,740000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,72.0,,,,2.0,2.0,0.0
75,PT06M04.00S,2023-03-04T01:22:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,7.440867279894875,45.588235294117645,1610612762,19,16,2023-03-04T01:22:37Z,750000,False,22.0,17.0,1,left,O. Agbaji running Layup (2 PTS) (T. Horton-Tucker 3 AST),"[1630534, 1629659]",1610612762.0,UTA,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.81,Made,2.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,,,,,
77,PT05M47.00S,2023-03-04T01:22:44.7Z,1,REGULAR,2pt,Jump Shot,[],1630581,80.6340341655716,20.34313725490196,1610612760,21,16,2023-03-04T01:23:12Z,770000,False,-148.0,130.0,1,right,J. Giddey 19' step back Jump Shot (6 PTS),[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,19.69,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M24.00S,2023-03-04T01:23:07.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,32.802233902759525,30.637254901960787,1610612762,21,19,2023-03-04T01:23:12Z,780000,False,97.0,256.0,1,left,S. Fontecchio 27' 3PT  (3 PTS) (K. Olynyk 2 AST),"[1631323, 203482]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,27.35,Made,3.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,,,
80,PT05M05.00S,2023-03-04T01:23:26.4Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,21,19,2023-03-04T01:23:30Z,800000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 1630534]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,1.0,Agbaji,1630534.0,,,
81,PT05M05.00S,2023-03-04T01:23:26.4Z,1,REGULAR,steal,,[],1630534,,,1610612762,21,19,2023-03-04T01:23:28Z,810000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
120,PT04M52.00S,2023-03-04T01:23:41.4Z,1,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612762,21,19,2023-03-04T01:28:20Z,825000,False,,,0,,T. Horton-Tucker step out-of-bounds TURNOVER (3 TO),[1629659],1610612762.0,UTA,step,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,,,,,,,,3.0,,,,,
84,PT04M35.00S,2023-03-04T01:23:56.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,75.77201051248358,89.70588235294117,1610612760,21,19,2023-03-04T01:28:20Z,840000,False,199.0,175.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2023-03-04T01:23:59.4Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,21,19,2023-03-04T01:24:01Z,850000,False,,,0,,W. Kessler REBOUND (Off:0 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,84.0,,,,5.0,5.0,0.0
86,PT04M24.00S,2023-03-04T01:24:08.0Z,1,REGULAR,3pt,Jump Shot,[],1631323,24.26084099868594,9.313725490196079,1610612762,21,19,2023-03-04T01:24:11Z,860000,False,203.0,176.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
87,PT04M22.00S,2023-03-04T01:24:10.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,21,19,2023-03-04T01:24:11Z,870000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,86.0,,,,2.0,2.0,0.0
89,PT04M13.00S,2023-03-04T01:24:23.6Z,1,REGULAR,foul,offensive,[],1631119,,,1610612760,21,19,2023-03-04T01:25:16Z,890000,False,,,0,,J. Williams charge offensive FOUL (2 PF),"[1631119, 203482]",1610612760.0,OKC,charge,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,
