actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M39.00S,2022-10-26T00:12:11.8Z,1,REGULAR,3pt,Jump Shot,[],202704,28.465834428383708,18.872549019607842,1610612746,2,0,2022-10-26T00:12:16Z,180000,156.0,215.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2022-10-26T00:12:14.8Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,0,2022-10-26T00:12:16Z,190000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M33.00S,2022-10-26T00:12:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,93.24901445466492,50.245098039215684,1610612760,2,0,2022-10-26T00:12:33Z,200000,1.0,11.0,1,right,MISS L. Dort running finger roll Layup,[1629652],1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2022-10-26T00:12:21.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,2,0,2022-10-26T00:12:33Z,210000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,20.0,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2022-10-26T00:12:45.8Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,2,0,2022-10-26T00:12:50Z,230000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630544]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Mann,1630544.0,,,,,,,,,,
24,PT10M18.00S,2022-10-26T00:12:45.8Z,1,REGULAR,steal,,[],1630544,,,1610612760,2,0,2022-10-26T00:12:48Z,240000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2022-10-26T00:12:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,93.11760840998686,52.69607843137255,1610612760,4,0,2022-10-26T00:12:57Z,250000,13.0,12.0,1,right,T. Mann running Layup (2 PTS),[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M55.00S,2022-10-26T00:13:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,9.543363994743759,51.470588235294116,1610612746,4,0,2022-10-26T00:13:23Z,260000,-7.0,37.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
27,PT09M55.00S,2022-10-26T00:13:08.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,4,0,2022-10-26T00:13:23Z,270000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,26.0,,,,,,,,,,,,,,,,,
30,PT09M36.00S,2022-10-26T00:13:37.1Z,1,REGULAR,2pt,Jump Shot,[],1630544,76.16622864651774,36.029411764705884,1610612760,6,0,2022-10-26T00:13:46Z,300000,-70.0,172.0,1,right,T. Mann 18' pullup Jump Shot (4 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,18.52,Made,,,,,4.0,,,,,,,,,,,,,
31,PT09M16.00S,2022-10-26T00:13:56.2Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612746,6,0,2022-10-26T00:14:00Z,310000,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1630526]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Robinson-Earl,1630526.0,,,,,,,,,,
32,PT09M16.00S,2022-10-26T00:13:56.2Z,1,REGULAR,steal,,[],1630526,,,1610612760,6,0,2022-10-26T00:13:59Z,320000,,,0,,J. Robinson-Earl STEAL (1 STL),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2022-10-26T00:14:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630544,93.51182654402102,46.568627450980394,1610612760,8,0,2022-10-26T00:14:07Z,330000,-17.0,8.0,1,right,T. Mann running Layup (6 PTS),[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,6.0,,,,,,,,,,,,,
34,PT08M57.00S,2022-10-26T00:14:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629611,32.802233902759525,55.88235294117647,1610612746,8,3,2022-10-26T00:14:19Z,340000,-29.0,256.0,1,left,T. Mann 25' 3PT  (3 PTS) (R. Jackson 1 AST),"[1629611, 202704]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,25.75,Made,,,,,3.0,,,,R. Jackson,202704.0,1.0,,,,,,,
36,PT08M43.00S,2022-10-26T00:14:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.01511169513797,47.30392156862745,1610612760,8,3,2022-10-26T00:14:32Z,360000,-13.0,32.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2022-10-26T00:14:31.1Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,8,3,2022-10-26T00:14:32Z,370000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M37.00S,2022-10-26T00:14:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,5.732588699080158,51.71568627450981,1610612746,8,3,2022-10-26T00:14:40Z,380000,-9.0,1.0,1,left,MISS T. Mann running Layup,[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2022-10-26T00:14:37.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,8,3,2022-10-26T00:17:25Z,390000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M34.00S,2022-10-26T00:14:39.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,8,5,2022-10-26T00:17:30Z,400000,0.0,0.0,1,left,I. Zubac tip DUNK (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M24.00S,2022-10-26T00:14:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,79.71419185282524,36.27450980392157,1610612760,10,5,2022-10-26T00:14:51Z,410000,-69.0,138.0,1,right,S. Gilgeous-Alexander 15' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,15.43,Made,,,,,4.0,,,,,,,,,,,,,
42,PT08M00.00S,2022-10-26T00:15:11.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201587,4.944152431011826,47.05882352941176,1610612746,10,5,2022-10-26T00:15:16Z,420000,15.0,-6.0,1,left,MISS N. Batum cutting DUNK,[201587],1610612746.0,LAC,cutting,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
44,PT07M56.00S,2022-10-26T00:15:15.6Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,10,5,2022-10-26T00:15:15Z,440000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M54.00S,2022-10-26T00:15:18.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,72.61826544021025,17.401960784313726,1610612760,10,5,2022-10-26T00:15:23Z,450000,-163.0,205.0,1,right,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
46,PT07M53.00S,2022-10-26T00:15:19.7Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,10,5,2022-10-26T00:15:19Z,460000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,45.0,4.0,2.0,2.0,,,,,,,,,,,,,,
47,PT07M52.00S,2022-10-26T00:15:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,92.59198423127464,50.49019607843137,1610612760,10,5,2022-10-26T00:15:28Z,470000,2.0,17.0,1,right,MISS A. Wiggins putback Layup - blocked,"[1630598, 1627826]",1610612760.0,OKC,putback,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
48,PT07M52.00S,2022-10-26T00:15:20.3Z,1,REGULAR,block,,[],1627826,,,1610612760,10,5,2022-10-26T00:15:22Z,480000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M49.00S,2022-10-26T00:15:23.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,10,5,2022-10-26T00:15:28Z,490000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M48.00S,2022-10-26T00:15:29.6Z,1,REGULAR,foul,offensive,[],1629611,,,1610612746,10,5,2022-10-26T00:15:45Z,500000,,,0,,T. Mann charge offensive FOUL (1 PF),"[1629611, 1630544]",1610612746.0,LAC,charge,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Mann,1630544.0
52,PT07M48.00S,2022-10-26T00:15:29.6Z,1,REGULAR,turnover,offensive foul,[],1629611,,,1610612746,10,5,2022-10-26T00:15:29Z,520000,,,0,,T. Mann offensive foul TURNOVER (1 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,1155.0,,,,
53,PT07M40.00S,2022-10-26T00:15:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,70.64717477003943,81.86274509803921,1610612760,10,5,2022-10-26T00:15:56Z,530000,159.0,223.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.44,Missed,,,,,,,,,,,,,,,,,,
54,PT07M36.00S,2022-10-26T00:15:55.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,5,2022-10-26T00:15:55Z,540000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT07M26.00S,2022-10-26T00:16:06.0Z,1,REGULAR,2pt,Jump Shot,[],202704,25.312089356110377,72.54901960784314,1610612746,10,5,2022-10-26T00:16:10Z,550000,-113.0,185.0,1,left,MISS R. Jackson 21' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,21.7,Missed,,,,,,,,,,,,,,,,,,
56,PT07M24.00S,2022-10-26T00:16:08.0Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,10,5,2022-10-26T00:16:10Z,560000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M16.00S,2022-10-26T00:16:16.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,89.30683311432325,27.696078431372552,1610612760,12,5,2022-10-26T00:16:20Z,570000,-112.0,48.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (6 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.14,Made,,,,,6.0,,,,,,,,,,,,,
58,PT07M15.00S,2022-10-26T00:16:21.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,5,2022-10-26T00:16:21Z,580000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2022-10-26T00:19:24.0Z,1,REGULAR,3pt,Jump Shot,[],202704,7.178055190538765,3.1862745098039214,1610612746,12,8,2022-10-26T00:19:28Z,590000,234.0,15.0,1,left,R. Jackson 3PT  (3 PTS) (N. Powell 1 AST),"[202704, 1626181]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,23.46,Made,,,,,3.0,,,,N. Powell,1626181.0,1.0,,,,,,,
61,PT06M40.00S,2022-10-26T00:19:44.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628983,93.24901445466492,55.14705882352941,1610612760,12,8,2022-10-26T00:20:13Z,610000,26.0,11.0,1,right,MISS S. Gilgeous-Alexander driving Hook,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2022-10-26T00:19:47.1Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,12,8,2022-10-26T00:19:48Z,620000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,61.0,5.0,2.0,3.0,,,,,,,,,,,,,,
63,PT06M37.00S,2022-10-26T00:19:46.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630598,94.40999984741211,50.0,1610612760,12,8,2022-10-26T00:29:10Z,630000,0.0,0.0,1,right,MISS A. Wiggins tip Layup,[1630598],1610612760.0,OKC,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
64,PT06M37.00S,2022-10-26T00:19:46.8Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,12,8,2022-10-26T00:19:55Z,640000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT06M28.00S,2022-10-26T00:19:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,13.091327201051248,45.588235294117645,1610612746,12,10,2022-10-26T00:20:04Z,650000,22.0,71.0,1,left,I. Zubac 7' Layup (4 PTS) (R. Jackson 2 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,4.0,,,,R. Jackson,202704.0,2.0,,,,,,,
67,PT06M09.00S,2022-10-26T00:20:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,93.11760840998686,45.588235294117645,1610612760,12,10,2022-10-26T00:20:18Z,670000,-22.0,12.0,1,right,MISS J. Robinson-Earl Layup - blocked,"[1630526, 1627826]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
68,PT06M09.00S,2022-10-26T00:20:14.8Z,1,REGULAR,block,,[],1627826,,,1610612760,12,10,2022-10-26T00:20:17Z,680000,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-10-26T00:20:14.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,10,2022-10-26T00:20:18Z,690000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,67.0,3.0,2.0,1.0,,,,,,,,,,,,,,
70,PT06M05.00S,2022-10-26T00:20:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,4.944152431011826,53.67647058823529,1610612746,12,12,2022-10-26T00:20:27Z,700000,-18.0,-6.0,1,left,N. Powell running Layup (2 PTS) (R. Jackson 3 AST),"[1626181, 202704]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,2.0,,,,R. Jackson,202704.0,3.0,,,,,,,
72,PT05M46.00S,2022-10-26T00:20:40.6Z,1,REGULAR,foul,personal,[],201587,,,1610612760,12,12,2022-10-26T00:20:48Z,720000,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1630598]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Wiggins,1630598.0
74,PT05M41.00S,2022-10-26T00:21:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,63.23529411764706,1610612760,12,12,2022-10-26T00:21:08Z,740000,66.0,16.0,1,right,MISS L. Dort 6' driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
75,PT05M38.00S,2022-10-26T00:21:07.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,12,12,2022-10-26T00:21:08Z,750000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M30.00S,2022-10-26T00:21:14.5Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612746,12,12,2022-10-26T00:21:18Z,760000,,,0,,T. Mann lost ball TURNOVER (2 TO),"[1629611, 1630598]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Wiggins,1630598.0,,,,,,,,,,
77,PT05M30.00S,2022-10-26T00:21:14.5Z,1,REGULAR,steal,,[],1630598,,,1610612760,12,12,2022-10-26T00:21:16Z,770000,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M27.00S,2022-10-26T00:21:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,95.0886990801577,49.26470588235294,1610612760,14,12,2022-10-26T00:21:24Z,780000,-4.0,-6.0,1,right,A. Wiggins running Layup (2 PTS),[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,2.0,,,,,,,,,,,,,
79,PT05M27.00S,2022-10-26T00:21:21.6Z,1,REGULAR,foul,personal,['1freethrow'],201587,,,1610612760,14,12,2022-10-26T00:21:30Z,790000,,,0,,N. Batum shooting personal FOUL (2 PF) (Wiggins 1 FT),"[201587, 1630598]",1610612746.0,LAC,shooting,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Wiggins,1630598.0
81,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,14,12,2022-10-26T00:22:34Z,810000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,out,[],201587,,,1610612760,14,12,2022-10-26T00:22:34Z,820000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M27.00S,2022-10-26T00:21:42.0Z,1,REGULAR,substitution,out,[],1629611,,,1610612760,14,12,2022-10-26T00:22:34Z,830000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
