actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M15.00S,2022-11-04T00:13:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.27792378449409,41.911764705882355,1610612743,0,5,2022-11-04T00:13:32Z,200000,-40.0,29.0,1,right,MISS J. Murray driving finger roll Layup,[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2022-11-04T00:13:25.8Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,5,2022-11-04T00:13:42Z,210000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M08.00S,2022-11-04T00:13:32.7Z,1,REGULAR,3pt,Jump Shot,[],1630526,26.757555847568987,85.04901960784314,1610612760,0,5,2022-11-04T00:13:37Z,220000,-175.0,199.0,1,left,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2022-11-04T00:13:34.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,0,5,2022-11-04T00:13:37Z,230000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M59.00S,2022-11-04T00:13:41.5Z,1,REGULAR,3pt,Jump Shot,[],203932,80.6340341655716,5.147058823529411,1610612743,0,8,2022-11-04T00:13:48Z,240000,-224.0,130.0,1,right,A. Gordon 25' 3PT  (5 PTS) (M. Porter Jr. 1 AST),"[203932, 1629008]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.9,Made,5.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
26,PT09M40.00S,2022-11-04T00:13:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,14.14257555847569,54.90196078431373,1610612760,0,8,2022-11-04T00:14:08Z,260000,-25.0,80.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,8.41,Missed,,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-11-04T00:14:02.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,8,2022-11-04T00:14:08Z,270000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,26.0,3.0,3.0,0.0,,,,,,,,,,
28,PT09M33.00S,2022-11-04T00:14:06.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,81.553876478318,91.91176470588235,1610612743,0,11,2022-11-04T00:14:13Z,280000,210.0,121.0,1,right,A. Gordon 24' 3PT step back (8 PTS),[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,24.2,Made,8.0,,,,,,,,,,,,,,,,,
29,PT09M20.00S,2022-11-04T00:14:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,8.886333771353483,39.705882352941174,1610612760,0,11,2022-11-04T00:15:20Z,290000,51.0,31.0,1,left,MISS J. Robinson-Earl 6' cutting Layup - blocked,"[1630526, 203484]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,Caldwell-Pope,203484.0,,
30,PT09M20.00S,2022-11-04T00:14:21.5Z,1,REGULAR,block,,[],203484,,,1610612760,0,11,2022-11-04T00:16:01Z,300000,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M18.00S,2022-11-04T00:14:23.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,11,2022-11-04T00:15:20Z,310000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,29.0,4.0,4.0,0.0,,,,,,,,,,
32,PT09M16.00S,2022-11-04T00:14:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.77463863337714,50.0,1610612743,0,13,2022-11-04T00:14:57Z,320000,0.0,6.0,1,right,M. Porter Jr. running Layup (2 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.6,Made,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
34,PT09M16.00S,2022-11-04T00:15:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,0,13,2022-11-04T00:15:52Z,340000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2022-11-04T00:17:27.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630526,5.732588699080158,50.0,1610612760,2,13,2022-11-04T00:17:32Z,350000,0.0,1.0,1,left,J. Robinson-Earl cutting DUNK (2 PTS) (J. Giddey 1 AST),"[1630526, 1630581]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.14,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
37,PT08M49.00S,2022-11-04T00:17:42.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.9862023653088,51.470588235294116,1610612743,2,15,2022-11-04T00:17:47Z,370000,7.0,13.0,1,right,A. Gordon alley-oop DUNK (10 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.53,Made,10.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
39,PT08M36.00S,2022-11-04T00:17:57.4Z,1,REGULAR,violation,kicked ball,[],203484,,,1610612760,2,15,2022-11-04T00:18:07Z,390000,,,0,,K. Caldwell-Pope kicked ball VIOLATION,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,
40,PT08M28.00S,2022-11-04T00:18:19.7Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,2,15,2022-11-04T00:22:25Z,400000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 203932]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,,,Gordon,203932.0
41,PT08M28.00S,2022-11-04T00:18:19.7Z,1,REGULAR,steal,,[],203932,,,1610612743,2,15,2022-11-04T00:18:23Z,410000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
42,PT08M20.00S,2022-11-04T00:18:28.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203484,95.74572930354796,93.87254901960785,1610612743,2,15,2022-11-04T00:18:32Z,420000,219.0,-13.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,21.98,Missed,,,,,,,,,,,,,,,,,,
43,PT08M18.00S,2022-11-04T00:18:30.0Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,2,15,2022-11-04T00:18:32Z,430000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M04.00S,2022-11-04T00:18:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,10.33180026281209,48.28431372549019,1610612760,4,15,2022-11-04T00:18:51Z,440000,9.0,45.0,1,left,J. Giddey driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,2.0,,,,,,,,,,,,,,,,,
45,PT07M54.00S,2022-11-04T00:18:53.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,76.69185282522996,87.25490196078431,1610612743,4,18,2022-11-04T00:18:57Z,450000,186.0,167.0,1,right,M. Porter Jr. 24' 3PT  (5 PTS) (N. Jokic 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.99,Made,5.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,,
48,PT07M32.00S,2022-11-04T00:19:27.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,5.338370565045992,77.45098039215686,1610612760,4,18,2022-11-04T00:19:33Z,480000,-137.0,-2.0,1,left,MISS S. Gilgeous-Alexander 13' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.73,Missed,,,,,,,,,,,,,,,,,,
49,PT07M29.00S,2022-11-04T00:19:30.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,4,18,2022-11-04T00:19:33Z,490000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT07M24.00S,2022-11-04T00:19:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,92.32917214191852,97.30392156862744,1610612743,4,21,2022-11-04T00:19:40Z,500000,237.0,20.0,1,right,K. Caldwell-Pope 3PT  (3 PTS) (N. Jokic 5 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.73,Made,3.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,
52,PT07M07.00S,2022-11-04T00:19:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,12.434296977660972,60.5392156862745,1610612760,4,21,2022-11-04T00:19:57Z,520000,-53.0,64.0,1,left,MISS J. Giddey 8' turnaround Shot,[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,8.32,Missed,,,,,,,,,,,,,,,,,,
53,PT07M05.00S,2022-11-04T00:19:52.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,4,21,2022-11-04T00:19:57Z,530000,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M00.00S,2022-11-04T00:19:57.8Z,1,REGULAR,turnover,lost ball,[],1627750,,,1610612743,4,21,2022-11-04T00:20:02Z,540000,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1628983]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Gilgeous-Alexander,1628983.0
55,PT07M00.00S,2022-11-04T00:19:57.8Z,1,REGULAR,steal,,[],1628983,,,1610612760,4,21,2022-11-04T00:19:59Z,550000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
56,PT06M57.00S,2022-11-04T00:20:01.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,5.338370565045992,48.529411764705884,1610612760,6,21,2022-11-04T00:20:07Z,560000,7.0,-2.0,1,left,S. Gilgeous-Alexander running DUNK (2 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2022-11-04T00:20:21.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,69.07030223390277,68.87254901960785,1610612743,6,21,2022-11-04T00:20:26Z,570000,94.0,238.0,1,right,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
58,PT06M32.00S,2022-11-04T00:20:25.5Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,6,21,2022-11-04T00:20:26Z,580000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,
59,PT06M20.00S,2022-11-04T00:20:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,20.318659658344284,53.67647058823529,1610612760,8,21,2022-11-04T00:23:39Z,590000,-18.0,138.0,1,left,S. Gilgeous-Alexander 13' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.97,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2022-11-04T00:20:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,84.57621550591328,41.911764705882355,1610612743,8,21,2022-11-04T00:20:58Z,600000,-40.0,92.0,1,right,MISS N. Jokic 10' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
61,PT06M02.00S,2022-11-04T00:20:57.1Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612760,8,21,2022-11-04T00:20:58Z,610000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,
62,PT05M56.00S,2022-11-04T00:21:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630197,12.959921156373195,4.166666666666666,1610612760,8,21,2022-11-04T00:21:08Z,620000,229.0,69.0,1,left,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
63,PT05M52.00S,2022-11-04T00:21:06.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,8,21,2022-11-04T00:21:08Z,630000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,
64,PT05M45.00S,2022-11-04T00:21:12.8Z,1,REGULAR,3pt,Jump Shot,[],203484,96.00854139290408,94.11764705882352,1610612743,8,21,2022-11-04T00:21:17Z,640000,221.0,-15.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,22.11,Missed,,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2022-11-04T00:21:15.8Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,8,21,2022-11-04T00:21:17Z,650000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Right Corner 3,24+ Right,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,
66,PT05M34.00S,2022-11-04T00:21:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630526,25.969119579500656,17.401960784313726,1610612760,11,21,2022-11-04T00:21:29Z,660000,163.0,192.0,1,left,J. Robinson-Earl 25' 3PT  (5 PTS) (J. Giddey 2 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,25.16,Made,5.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
68,PT05M33.00S,2022-11-04T00:21:30.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,11,21,2022-11-04T00:21:30Z,680000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,out,[],1630197,,,1610612743,11,21,2022-11-04T00:24:15Z,690000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,out,[],1629652,,,1610612743,11,21,2022-11-04T00:24:15Z,700000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,11,21,2022-11-04T00:24:15Z,710000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,in,[],1629026,,,1610612743,11,21,2022-11-04T00:24:15Z,720000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,in,[],1631114,,,1610612743,11,21,2022-11-04T00:24:15Z,730000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M33.00S,2022-11-04T00:21:31.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,11,21,2022-11-04T00:24:15Z,740000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M25.00S,2022-11-04T00:24:28.6Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,11,21,2022-11-04T00:24:37Z,750000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1629026]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,,,Williams,1629026.0
76,PT05M25.00S,2022-11-04T00:24:28.6Z,1,REGULAR,steal,,[],1629026,,,1610612760,11,21,2022-11-04T00:24:31Z,760000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
77,PT05M20.00S,2022-11-04T00:24:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,5.601182654402102,49.01960784313725,1610612760,13,21,2022-11-04T00:24:45Z,770000,5.0,0.0,1,left,S. Gilgeous-Alexander running Layup (6 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.49,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M01.00S,2022-11-04T00:24:52.4Z,1,REGULAR,3pt,Jump Shot,[],1628971,94.30026281208936,96.32352941176471,1610612743,13,24,2022-11-04T00:24:57Z,780000,232.0,1.0,1,right,B. Brown 3PT  (3 PTS) (A. Gordon 1 AST),"[1628971, 203932]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.16,Made,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
80,PT04M42.00S,2022-11-04T00:25:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630526,6.1268068331143235,3.9215686274509802,1610612760,16,24,2022-11-04T00:25:16Z,800000,230.0,5.0,1,left,J. Robinson-Earl 3PT  (8 PTS) (J. Williams 1 AST),"[1630526, 1631114]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,23.05,Made,8.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
