actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
424,PT04M00.00S,2022-10-24T01:42:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203488,92.32917214191852,49.01960784313725,1610612760,67,73,2022-10-24T01:42:58Z,4210000,-5.0,20.0,1,right,M. Muscala cutting Layup (7 PTS) (T. Mann 2 AST),"[203488, 1630544]",1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,2.02,Made,7.0,T. Mann,1630544.0,2.0,,,,,,,,,,,,,,
426,PT03M45.00S,2022-10-24T01:43:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,9.937582128777924,55.63725490196079,1610612750,67,73,2022-10-24T01:43:13Z,4230000,-28.0,41.0,1,left,MISS T. Prince Layup,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
427,PT03M43.00S,2022-10-24T01:43:10.4Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,67,73,2022-10-24T01:43:10Z,4240000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,426.0,1.0,0.0,1.0,,,,,,,,,,
428,PT03M43.00S,2022-10-24T01:43:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,5.601182654402102,49.26470588235294,1610612750,67,75,2022-10-24T01:43:19Z,4250000,4.0,0.0,1,left,J. McDaniels putback Layup (11 PTS),[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.37,Made,11.0,,,,,,,,,,,,,,,,,
429,PT03M27.00S,2022-10-24T01:43:26.7Z,3,REGULAR,3pt,Jump Shot,[],1630526,66.5735873850197,56.61764705882353,1610612760,70,75,2022-10-24T01:43:31Z,4260000,33.0,262.0,1,right,J. Robinson-Earl 26' 3PT  (15 PTS) (T. Mann 3 AST),"[1630526, 1630544]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,26.38,Made,15.0,T. Mann,1630544.0,3.0,,,,,,,,,,,,,,
431,PT03M11.00S,2022-10-24T01:43:42.7Z,3,REGULAR,2pt,Hook,[],1626157,7.440867279894875,83.08823529411765,1610612750,70,75,2022-10-24T01:43:48Z,4280000,-165.0,17.0,1,left,MISS K. Towns 16' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left,16.63,Missed,,,,,,,,,,,,,,,,,,
432,PT03M08.00S,2022-10-24T01:43:45.7Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,70,75,2022-10-24T01:43:48Z,4290000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,,,,,,,431.0,2.0,1.0,1.0,,,,,,,,,,
436,PT03M08.00S,2022-10-24T01:46:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612760,70,75,2022-10-24T01:51:40Z,4300000,,,0,,J. McDaniels flagrant-type-1 personal FOUL (3 PF) (Muscala 2 FT),"[1630183, 203488]",1610612750.0,MIN,flagrant-type-1,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202053.0,3.0,0.0,Muscala,203488.0
438,PT03M08.00S,2022-10-24T01:46:34.8Z,3,REGULAR,substitution,out,[],1626156,,,1610612760,70,75,2022-10-24T01:46:47Z,4320000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M08.00S,2022-10-24T01:46:34.8Z,3,REGULAR,substitution,in,[],1629162,,,1610612760,70,75,2022-10-24T01:46:47Z,4330000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M08.00S,2022-10-24T01:46:51.7Z,3,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,71,75,2022-10-24T01:46:51Z,4340000,,,0,,M. Muscala flagrant Free Throw 1 of 2 (8 PTS),[203488],1610612760.0,OKC,flagrant,,,Muscala,M. Muscala,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
441,PT03M08.00S,2022-10-24T01:46:54.7Z,3,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,72,75,2022-10-24T01:46:54Z,4350000,,,0,,M. Muscala flagrant Free Throw 2 of 2 (9 PTS),[203488],1610612760.0,OKC,flagrant,,,Muscala,M. Muscala,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
442,PT02M53.00S,2022-10-24T01:47:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,89.83245729303549,45.83333333333333,1610612760,72,75,2022-10-24T01:47:29Z,4360000,-21.0,43.0,1,right,MISS T. Mann driving Layup - blocked,"[1630544, 1630183]",1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,McDaniels,1630183.0,,,,,,,,
443,PT02M53.00S,2022-10-24T01:47:22.5Z,3,REGULAR,block,,[],1630183,,,1610612760,72,75,2022-10-24T01:47:25Z,4370000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT02M49.00S,2022-10-24T01:47:26.5Z,3,REGULAR,rebound,offensive,[],1630544,,,1610612760,72,75,2022-10-24T01:47:29Z,4380000,,,0,,T. Mann REBOUND (Off:2 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,442.0,3.0,1.0,2.0,,,,,,,,,,
445,PT02M47.00S,2022-10-24T01:47:28.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203488,89.7503285151117,89.97395833333334,1610612760,74,75,2022-10-24T01:47:41Z,4390000,200.0,44.0,1,right,M. Muscala 20' Jump Shot (11 PTS) (J. Robinson-Earl 3 AST),"[203488, 1630526]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Right,20.46,Made,11.0,J. Robinson-Earl,1630526.0,3.0,,,,,,,,,,,,,,
447,PT02M28.00S,2022-10-24T01:47:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.258212877792378,50.49019607843137,1610612750,74,77,2022-10-24T01:47:51Z,4410000,-2.0,6.0,1,left,K. Towns Layup (12 PTS) (J. McLaughlin 2 AST),"[1626157, 1629162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.68,Made,12.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,,,,,
449,PT02M06.00S,2022-10-24T01:48:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630598,82.9993429697766,94.6078431372549,1610612760,74,77,2022-10-24T01:48:13Z,4430000,223.0,107.0,1,right,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
450,PT02M03.00S,2022-10-24T01:48:11.4Z,3,REGULAR,rebound,defensive,[],1629669,,,1610612750,74,77,2022-10-24T01:48:13Z,4440000,,,0,,J. Nowell REBOUND (Off:1 Def:3),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,,,,,449.0,4.0,3.0,1.0,,,,,,,,,,
451,PT02M01.00S,2022-10-24T01:48:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612750,74,77,2022-10-24T01:48:40Z,4450000,,,0,,T. Mann shooting personal FOUL (3 PF) (Nowell 2 FT),"[1630544, 1629669]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Nowell,1629669.0
453,PT02M01.00S,2022-10-24T01:48:43.6Z,3,REGULAR,freethrow,1 of 2,[],1629669,,,1610612750,74,78,2022-10-24T01:48:43Z,4470000,,,0,,J. Nowell Free Throw 1 of 2 (6 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2022-10-24T01:48:44.2Z,3,REGULAR,substitution,out,[],203488,,,1610612750,74,78,2022-10-24T01:48:52Z,4480000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M01.00S,2022-10-24T01:48:44.2Z,3,REGULAR,substitution,out,[],1630526,,,1610612750,74,78,2022-10-24T01:48:52Z,4490000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M01.00S,2022-10-24T01:48:44.2Z,3,REGULAR,substitution,in,[],1630197,,,1610612750,74,78,2022-10-24T01:48:52Z,4500000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M01.00S,2022-10-24T01:48:44.2Z,3,REGULAR,substitution,in,[],1629647,,,1610612750,74,78,2022-10-24T01:48:52Z,4510000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M01.00S,2022-10-24T01:49:02.5Z,3,REGULAR,freethrow,2 of 2,[],1629669,,,1610612750,74,79,2022-10-24T01:49:02Z,4520000,,,0,,J. Nowell Free Throw 2 of 2 (7 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
459,PT01M44.00S,2022-10-24T01:49:19.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.51182654402102,48.77450980392157,1610612760,74,79,2022-10-24T01:49:27Z,4530000,-6.0,8.0,1,right,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
460,PT01M42.00S,2022-10-24T01:49:21.4Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,74,79,2022-10-24T01:49:27Z,4540000,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,459.0,7.0,6.0,1.0,,,,,,,,,,
461,PT01M37.00S,2022-10-24T01:49:26.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,32.276609724047304,49.50980392156863,1610612750,74,82,2022-10-24T01:49:33Z,4550000,2.0,251.0,1,left,K. Towns 25' 3PT  (15 PTS) (J. McLaughlin 3 AST),"[1626157, 1629162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.09,Made,15.0,J. McLaughlin,1629162.0,3.0,,,,,,,,,,,,,,
463,PT01M23.00S,2022-10-24T01:49:40.5Z,3,REGULAR,turnover,bad pass,[],1630544,,,1610612760,74,82,2022-10-24T01:49:44Z,4570000,,,0,,T. Mann bad pass TURNOVER (2 TO),"[1630544, 1629669]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Nowell,1629669.0,,,,,
464,PT01M23.00S,2022-10-24T01:49:40.5Z,3,REGULAR,steal,,[],1629669,,,1610612750,74,82,2022-10-24T01:49:42Z,4580000,,,0,,J. Nowell STEAL (1 STL),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
465,PT01M19.00S,2022-10-24T01:49:44.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,4.812746386333772,53.67647058823529,1610612750,74,82,2022-10-24T01:49:51Z,4590000,-18.0,-7.0,1,left,MISS J. Nowell Layup,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
466,PT01M17.00S,2022-10-24T01:49:46.8Z,3,REGULAR,rebound,defensive,[],1631172,,,1610612760,74,82,2022-10-24T01:49:51Z,4600000,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,,465.0,2.0,2.0,0.0,,,,,,,,,,
467,PT01M12.00S,2022-10-24T01:49:51.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630197,92.85479632063075,3.9215686274509802,1610612760,74,82,2022-10-24T01:49:57Z,4610000,-230.0,15.0,1,right,MISS A. Pokusevski 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
468,PT01M09.00S,2022-10-24T01:49:54.6Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,74,82,2022-10-24T01:49:57Z,4620000,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,,,,,,,467.0,8.0,7.0,1.0,,,,,,,,,,
469,PT01M04.00S,2022-10-24T01:50:01.4Z,3,REGULAR,turnover,out-of-bounds,[],1629669,,,1610612750,74,82,2022-10-24T01:50:10Z,4630000,,,0,,J. Nowell bad pass out-of-bounds TURNOVER (1 TO),[1629669],1610612750.0,MIN,bad pass,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,,,2534.0,,,,
470,PT01M04.00S,2022-10-24T01:50:04.3Z,3,REGULAR,substitution,out,[],1630183,,,1610612760,74,82,2022-10-24T01:50:08Z,4640000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M04.00S,2022-10-24T01:50:04.3Z,3,REGULAR,substitution,in,[],1629675,,,1610612760,74,82,2022-10-24T01:50:08Z,4650000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M52.20S,2022-10-24T01:50:28.6Z,3,REGULAR,turnover,traveling,[],1631172,,,1610612760,74,82,2022-10-24T01:50:35Z,4660000,,,0,,O. Dieng traveling TURNOVER (1 TO),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,1627961.0,,,,
473,PT00M38.80S,2022-10-24T01:50:53.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629669,17.0335085413929,58.333333333333336,1610612750,74,82,2022-10-24T01:51:01Z,4670000,-42.0,108.0,1,left,MISS J. Nowell 11' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
474,PT00M35.20S,2022-10-24T01:50:56.8Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,74,82,2022-10-24T01:51:01Z,4680000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,473.0,1.0,1.0,0.0,,,,,,,,,,
475,PT00M23.30S,2022-10-24T01:51:08.6Z,3,REGULAR,3pt,Jump Shot,[],1631172,67.88764783180025,22.30392156862745,1610612760,74,82,2022-10-24T01:51:14Z,4690000,-138.0,249.0,1,right,MISS O. Dieng 28' pullup 3PT,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,28.53,Missed,,,,,,,,,,,,,,,,,,
476,PT00M19.90S,2022-10-24T01:51:11.9Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,74,82,2022-10-24T01:51:11Z,4700000,,,0,,T. Prince REBOUND (Off:1 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,475.0,3.0,2.0,1.0,,,,,,,,,,
477,PT00M01.70S,2022-10-24T01:51:30.2Z,3,REGULAR,3pt,Jump Shot,[],1629669,6.652431011826544,5.147058823529411,1610612750,74,82,2022-10-24T01:51:40Z,4710000,224.0,10.0,1,left,MISS J. Nowell step back 3PT,[1629669],1610612750.0,MIN,step back,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,22.45,Missed,,,,,,,,,,,,,,,,,,
478,PT00M00.70S,2022-10-24T01:51:31.2Z,3,REGULAR,rebound,defensive,[],1631172,,,1610612760,74,82,2022-10-24T01:51:45Z,4720000,,,0,,O. Dieng REBOUND (Off:0 Def:3),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,,,,,,,477.0,3.0,3.0,0.0,,,,,,,,,,
481,PT00M00.00S,2022-10-24T01:53:35.9Z,3,REGULAR,period,end,[],0,,,1610612760,74,82,2022-10-24T01:53:35Z,4730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,out,['startperiod'],1629647,,,1610612760,74,82,2022-10-24T01:53:56Z,4740000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,out,['startperiod'],1626157,,,1610612760,74,82,2022-10-24T01:53:56Z,4760000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,in,['startperiod'],1630647,,,1610612760,74,82,2022-10-24T01:53:56Z,4770000,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,in,['startperiod'],1630162,,,1610612760,74,82,2022-10-24T01:53:56Z,4780000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,74,82,2022-10-24T01:56:33Z,4790000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-10-24T01:53:38.8Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,74,82,2022-10-24T01:56:33Z,4795000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2022-10-24T01:54:19.7Z,4,REGULAR,period,start,[],0,,,1610612750,74,82,2022-10-24T01:54:19Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M48.00S,2022-10-24T01:54:31.6Z,4,REGULAR,3pt,Jump Shot,[],1627752,5.075558475689881,96.32352941176471,1610612750,74,82,2022-10-24T01:54:36Z,4810000,-232.0,-5.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
490,PT11M44.00S,2022-10-24T01:54:35.6Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,74,82,2022-10-24T01:54:36Z,4820000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,489.0,2.0,2.0,0.0,,,,,,,,,,
491,PT11M31.00S,2022-10-24T01:54:47.8Z,4,REGULAR,3pt,Jump Shot,[],1630647,81.68528252299606,2.941176470588235,1610612760,74,82,2022-10-24T01:54:56Z,4830000,-235.0,120.0,1,right,MISS E. Omoruyi 26' 3PT,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
492,PT11M27.00S,2022-10-24T01:54:51.8Z,4,REGULAR,rebound,offensive,[],1630197,,,1610612760,74,82,2022-10-24T01:54:56Z,4840000,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,491.0,2.0,1.0,1.0,,,,,,,,,,
493,PT11M25.00S,2022-10-24T01:54:52.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630197,91.80354796320631,50.245098039215684,1610612760,76,82,2022-10-24T01:55:02Z,4850000,1.0,25.0,1,right,A. Pokusevski putback Layup (2 PTS),[1630197],1610612760.0,OKC,putback,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,,,,,,,
494,PT11M15.00S,2022-10-24T01:55:03.1Z,4,REGULAR,3pt,Jump Shot,[],1629669,33.459264126149804,31.127450980392158,1610612750,76,82,2022-10-24T01:55:09Z,4860000,94.0,262.0,1,left,MISS J. Nowell 27' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,27.85,Missed,,,,,,,,,,,,,,,,,,
495,PT11M14.00S,2022-10-24T01:55:04.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,76,82,2022-10-24T01:55:09Z,4870000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,494.0,,,,,,,,,,,,,
497,PT11M12.00S,2022-10-24T01:55:23.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,23.209592641261498,87.99019607843137,1610612750,76,82,2022-10-24T01:55:26Z,4890000,-190.0,166.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
498,PT11M09.00S,2022-10-24T01:55:26.0Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,76,82,2022-10-24T01:55:26Z,4900000,,,0,,O. Dieng REBOUND (Off:0 Def:4),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,497.0,4.0,4.0,0.0,,,,,,,,,,
499,PT11M00.00S,2022-10-24T01:55:34.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,91.27792378449409,34.068627450980394,1610612760,76,82,2022-10-24T01:55:42Z,4910000,-80.0,29.0,1,right,MISS A. Pokusevski 8' floating Shot,[1630197],1610612760.0,OKC,floating,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Left,8.5,Missed,,,,,,,,,,,,,,,,,,
500,PT10M58.00S,2022-10-24T01:55:36.2Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,76,82,2022-10-24T01:55:42Z,4920000,,,0,,A. Edwards REBOUND (Off:2 Def:7),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,499.0,9.0,7.0,2.0,,,,,,,,,,
501,PT10M47.00S,2022-10-24T01:55:47.7Z,4,REGULAR,3pt,Jump Shot,[],1627752,2.8416557161629434,95.34313725490196,1610612750,76,85,2022-10-24T01:55:53Z,4930000,-227.0,-26.0,1,left,T. Prince 3PT  (8 PTS) (A. Edwards 2 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,22.82,Made,8.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,
503,PT10M30.00S,2022-10-24T01:56:05.6Z,4,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612760,76,85,2022-10-24T01:56:21Z,4950000,,,0,,N. Reid shooting personal FOUL (1 PF) (Dort 2 FT),"[1629675, 1629652]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Dort,1629652.0
507,PT10M30.00S,2022-10-24T01:56:37.0Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,77,85,2022-10-24T01:56:37Z,4970000,,,0,,L. Dort Free Throw 1 of 2 (15 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
508,PT10M30.00S,2022-10-24T01:56:52.1Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,78,85,2022-10-24T01:56:52Z,4980000,,,0,,L. Dort Free Throw 2 of 2 (16 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
509,PT10M09.00S,2022-10-24T01:57:15.3Z,4,REGULAR,2pt,Jump Shot,[],1630162,29.77989487516426,48.03921568627451,1610612750,78,87,2022-10-24T01:57:30Z,4990000,10.0,227.0,1,left,A. Edwards 22' pullup Jump Shot (25 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,22.76,Made,25.0,,,,,,,,,,,,,,,,,
510,PT09M51.00S,2022-10-24T01:57:32.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,89.83245729303549,37.5,1610612760,80,87,2022-10-24T01:57:38Z,5000000,-62.0,43.0,1,right,L. Dort 7' pullup Jump Shot (18 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,7.59,Made,18.0,,,,,,,,,,,,,,,,,
