actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M39.00S,2023-02-14T01:11:40.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,87.59855453350855,63.970588235294116,1610612760,0,2,2023-02-14T01:11:45Z,160000,False,70.0,64.0,1,right,MISS J. Giddey 9' fadeaway Shot,[1630581],1610612760.0,OKC,fadeaway,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,9.48,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2023-02-14T01:11:44.2Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,0,2,2023-02-14T01:11:45Z,170000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,
18,PT10M29.00S,2023-02-14T01:11:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,12.565703022339028,96.56862745098039,1610612740,0,2,2023-02-14T01:11:55Z,180000,False,-233.0,66.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,24.19,Missed,,,,,,,,,,,,,,,,,,
19,PT10M26.00S,2023-02-14T01:11:53.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,2,2023-02-14T01:11:55Z,190000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,
20,PT10M22.00S,2023-02-14T01:11:59.3Z,1,REGULAR,foul,personal,[],1630529,,,1610612760,0,2,2023-02-14T01:12:13Z,200000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1629652]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,101283.0,,1.0,0.0,Dort,1629652.0,,,,,
22,PT10M19.00S,2023-02-14T01:12:23.6Z,1,REGULAR,foul,offensive,[],1628983,,,1610612760,0,2,2023-02-14T01:12:36Z,220000,False,,,0,,S. Gilgeous-Alexander off-the-ball offensive FOUL (1 PF),"[1628983, 1627742]",1610612760.0,OKC,off-the-ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,101283.0,,1.0,0.0,Ingram,1627742.0,,,,,
24,PT10M19.00S,2023-02-14T01:12:23.6Z,1,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,0,2,2023-02-14T01:12:23Z,240000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,,101283.0,1.0,,,,,,,,,
25,PT10M02.00S,2023-02-14T01:12:56.6Z,1,REGULAR,foul,personal,[],1631119,,,1610612740,0,2,2023-02-14T01:13:07Z,250000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 202685]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200832.0,,1.0,0.0,Valanciunas,202685.0,,,,,
27,PT09M51.00S,2023-02-14T01:13:20.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,19.004599211563733,55.14705882352941,1610612740,0,2,2023-02-14T01:13:24Z,270000,False,-26.0,126.0,1,left,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2023-02-14T01:13:23.5Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,0,2,2023-02-14T01:13:24Z,280000,False,,,0,,B. Ingram REBOUND (Off:1 Def:0),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,
29,PT09M47.00S,2023-02-14T01:13:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627742,5.863994743758213,52.450980392156865,1610612740,0,4,2023-02-14T01:13:28Z,290000,False,-12.0,3.0,1,left,B. Ingram putback Layup (4 PTS),[1627742],1610612740.0,NOP,putback,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,,,,,,,,,,,,,,,,,
30,PT09M35.00S,2023-02-14T01:13:36.2Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,0,4,2023-02-14T01:13:39Z,300000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (2 TO),"[1628983, 1630529]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,,,Jones,1630529.0,,,
31,PT09M35.00S,2023-02-14T01:13:36.2Z,1,REGULAR,steal,,[],1630529,,,1610612740,0,4,2023-02-14T01:16:23Z,310000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M28.00S,2023-02-14T01:13:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,26.757555847568987,83.33333333333334,1610612740,0,7,2023-02-14T01:13:47Z,320000,False,-167.0,199.0,1,left,B. Ingram 25' 3PT  (7 PTS) (J. Valanciunas 1 AST),"[1627742, 202685]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.96,Made,7.0,,,,,,,,,,,,,,,J. Valanciunas,202685.0,1.0
34,PT09M14.00S,2023-02-14T01:14:00.8Z,1,REGULAR,violation,kicked ball,[],202685,,,1610612760,0,7,2023-02-14T01:14:06Z,340000,False,,,0,,J. Valanciunas kicked ball VIOLATION,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,101283.0,,,,,,,,,,
35,PT09M11.00S,2023-02-14T01:14:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.77463863337714,52.450980392156865,1610612760,0,7,2023-02-14T01:14:35Z,350000,False,12.0,6.0,1,right,MISS S. Gilgeous-Alexander cutting Layup,[1628983],1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
36,PT09M09.00S,2023-02-14T01:14:28.0Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,0,7,2023-02-14T01:14:29Z,360000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,
37,PT09M09.00S,2023-02-14T01:14:33.8Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612760,0,7,2023-02-14T01:14:39Z,370000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[202685, 1628983]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,200832.0,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
39,PT09M09.00S,2023-02-14T01:14:58.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628983,,,1610612760,0,7,2023-02-14T01:14:58Z,390000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT09M09.00S,2023-02-14T01:14:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,0,7,2023-02-14T01:14:58Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,
41,PT09M09.00S,2023-02-14T01:15:10.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628983,,,1610612760,1,7,2023-02-14T01:15:10Z,410000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
42,PT08M57.00S,2023-02-14T01:15:25.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,32.40801576872536,34.80392156862745,1610612740,1,10,2023-02-14T01:15:29Z,420000,False,76.0,252.0,1,left,B. Ingram 26' 3PT  (10 PTS) (J. Alvarado 1 AST),"[1627742, 1630631]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.33,Made,10.0,,,,,,,,,,,,,,,J. Alvarado,1630631.0,1.0
44,PT08M43.00S,2023-02-14T01:15:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.24901445466492,50.98039215686274,1610612760,3,10,2023-02-14T01:15:41Z,440000,False,5.0,11.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (3 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.2,Made,3.0,,,,,,,,,,,,,,,,,
45,PT08M30.00S,2023-02-14T01:15:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,18.084756898817346,38.48039215686275,1610612740,3,12,2023-02-14T01:15:55Z,450000,False,58.0,117.0,1,left,B. Ingram 13' pullup Jump Shot (12 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,13.09,Made,12.0,,,,,,,,,,,,,,,,,
46,PT08M19.00S,2023-02-14T01:16:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.91261498028909,49.754901960784316,1610612760,5,12,2023-02-14T01:17:53Z,460000,False,-1.0,52.0,1,right,S. Gilgeous-Alexander driving floating Jump Shot (5 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,5.0,,,,,,,,,,,,,,,,,
47,PT08M19.00S,2023-02-14T01:16:09.1Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612760,5,12,2023-02-14T01:16:18Z,470000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1630529, 1628983]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628171.0,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
49,PT08M19.00S,2023-02-14T01:16:30.2Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,6,12,2023-02-14T01:16:30Z,490000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2023-02-14T01:16:39.6Z,1,REGULAR,foul,offensive,[],1630631,,,1610612740,6,12,2023-02-14T01:16:49Z,500000,False,,,0,,J. Alvarado charge offensive FOUL (1 PF),"[1630631, 1631119]",1610612740.0,NOP,charge,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628171.0,,1.0,0.0,Williams,1631119.0,,,,,
52,PT08M11.00S,2023-02-14T01:16:39.6Z,1,REGULAR,turnover,offensive foul,[],1630631,,,1610612740,6,12,2023-02-14T01:16:39Z,520000,False,,,0,,J. Alvarado offensive foul TURNOVER (1 TO),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628171.0,1.0,,,,,,,,,
53,PT08M11.00S,2023-02-14T01:16:49.2Z,1,REGULAR,substitution,out,[],1630529,,,1610612760,6,12,2023-02-14T01:16:56Z,530000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M11.00S,2023-02-14T01:16:49.2Z,1,REGULAR,substitution,in,[],1626196,,,1610612760,6,12,2023-02-14T01:16:56Z,540000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M57.00S,2023-02-14T01:17:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,91.5407358738502,44.36274509803921,1610612760,6,12,2023-02-14T01:17:20Z,550000,False,-28.0,27.0,1,right,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1626196]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,Richardson,1626196.0,,,,,,,,,,,
56,PT07M57.00S,2023-02-14T01:17:16.0Z,1,REGULAR,block,,[],1626196,,,1610612760,6,12,2023-02-14T01:17:17Z,560000,False,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M54.00S,2023-02-14T01:17:19.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,12,2023-02-14T01:17:20Z,570000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,
58,PT07M34.00S,2023-02-14T01:17:38.8Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,6,12,2023-02-14T01:17:42Z,580000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1628983]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,,,,,Gilgeous-Alexander,1628983.0,,,
59,PT07M34.00S,2023-02-14T01:17:38.8Z,1,REGULAR,steal,,[],1628983,,,1610612760,6,12,2023-02-14T01:17:40Z,590000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
60,PT07M32.00S,2023-02-14T01:17:44.6Z,1,REGULAR,foul,personal,[],1626196,,,1610612760,6,12,2023-02-14T01:17:57Z,600000,False,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1631114]",1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,101283.0,,1.0,0.0,Williams,1631114.0,,,,,
62,PT07M32.00S,2023-02-14T01:17:57.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,6,12,2023-02-14T01:17:57Z,620000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M20.00S,2023-02-14T01:21:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,93.38042049934296,50.245098039215684,1610612760,8,12,2023-02-14T01:21:16Z,630000,False,1.0,10.0,1,right,S. Gilgeous-Alexander driving Layup (8 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.98,Made,8.0,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2023-02-14T01:21:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,3.4986859395532193,96.32352941176471,1610612740,8,15,2023-02-14T01:21:43Z,640000,False,-232.0,-20.0,1,left,T. Murphy III 3PT  (3 PTS) (J. Alvarado 2 AST),"[1630530, 1630631]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.24,Made,3.0,,,,,,,,,,,,,,,J. Alvarado,1630631.0,2.0
66,PT06M44.00S,2023-02-14T01:21:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.1688567674113,42.64705882352941,1610612760,8,15,2023-02-14T01:23:23Z,660000,False,-37.0,2.0,1,right,MISS L. Dort driving Layup - blocked,"[1629652, 1630530]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,Murphy III,1630530.0,,,,,,,,,,,
67,PT06M44.00S,2023-02-14T01:21:49.8Z,1,REGULAR,block,,[],1630530,,,1610612760,8,15,2023-02-14T01:21:52Z,670000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M43.00S,2023-02-14T01:21:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,8,15,2023-02-14T01:23:23Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,66.0,,,,,,,,,,,,,,,,
70,PT06M43.00S,2023-02-14T01:21:54.4Z,1,REGULAR,substitution,out,[],202685,,,1610612760,8,15,2023-02-14T01:21:56Z,700000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M43.00S,2023-02-14T01:21:54.4Z,1,REGULAR,substitution,in,[],1626204,,,1610612760,8,15,2023-02-14T01:21:56Z,710000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2023-02-14T01:22:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,91.67214191852825,4.166666666666666,1610612760,8,15,2023-02-14T01:22:18Z,720000,False,-229.0,26.0,1,right,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
73,PT06M36.00S,2023-02-14T01:22:16.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,8,15,2023-02-14T01:22:18Z,730000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,
74,PT06M29.00S,2023-02-14T01:22:23.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,22.815374507227332,79.41176470588235,1610612740,8,15,2023-02-14T01:22:27Z,740000,False,-147.0,162.0,1,left,MISS B. Ingram 21' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,21.88,Missed,,,,,,,,,,,,,,,,,,
75,PT06M26.00S,2023-02-14T01:22:26.2Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,8,15,2023-02-14T01:22:27Z,750000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,
76,PT06M18.00S,2023-02-14T01:22:33.7Z,1,REGULAR,3pt,Jump Shot,[],1631119,71.56701708278581,22.30392156862745,1610612760,8,15,2023-02-14T01:22:38Z,760000,False,-138.0,215.0,1,right,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
77,PT06M15.00S,2023-02-14T01:22:36.7Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,8,15,2023-02-14T01:22:38Z,770000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT05M53.00S,2023-02-14T01:22:58.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,24.655059132720105,69.11764705882352,1610612740,8,17,2023-02-14T01:23:02Z,780000,False,-96.0,179.0,1,left,B. Ingram 20' pullup Jump Shot (14 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,20.32,Made,14.0,,,,,,,,,,,,,,,,,
79,PT05M38.00S,2023-02-14T01:23:14.1Z,1,REGULAR,3pt,Jump Shot,[],1631114,73.01248357424441,83.08823529411765,1610612760,11,17,2023-02-14T01:23:19Z,790000,False,165.0,201.0,1,right,J. Williams 26' 3PT  (3 PTS) (L. Dort 1 AST),"[1631114, 1629652]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,26.05,Made,3.0,,,,,,,,,,,,,,,L. Dort,1629652.0,1.0
