actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M52.00S,2023-11-23T01:11:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630172,2.9730617608409986,96.81372549019608,1610612741,2,0,2023-11-23T01:11:36Z,150000,False,-234.0,-25.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2023-11-23T01:11:31.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,2,0,2023-11-23T01:11:36Z,160000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,
17,PT10M49.00S,2023-11-23T01:11:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,4.812746386333772,51.71568627450981,1610612741,2,0,2023-11-23T01:12:32Z,170000,False,-9.0,-7.0,1,left,MISS N. Vucevic putback Layup - blocked,"[202696, 1628983]",1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
18,PT10M49.00S,2023-11-23T01:11:33.1Z,1,REGULAR,block,,[],1628983,,,1610612741,2,0,2023-11-23T01:11:34Z,180000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2023-11-23T01:11:33.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,2,0,2023-11-23T01:11:38Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,17.0,,,,,,,,,,,,,,,,
21,PT10M47.00S,2023-11-23T01:11:50.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201942,7.835085413929041,83.57843137254902,1610612741,2,0,2023-11-23T01:11:55Z,210000,False,-168.0,21.0,1,left,MISS D. DeRozan 16' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,16.92,Missed,,,,,,,,,,,,,,,,,,
22,PT10M44.00S,2023-11-23T01:11:53.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,0,2023-11-23T01:11:55Z,220000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left,,,,21.0,3.0,2.0,1.0,,,,,,,,,,,,,
23,PT10M33.00S,2023-11-23T01:12:04.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,71.69842312746385,22.30392156862745,1610612760,2,0,2023-11-23T01:12:09Z,230000,False,-138.0,214.0,1,right,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
24,PT10M30.00S,2023-11-23T01:12:07.9Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,2,0,2023-11-23T01:12:09Z,240000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT10M20.00S,2023-11-23T01:12:17.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,19.66162943495401,6.372549019607843,1610612741,2,0,2023-11-23T01:12:21Z,250000,False,218.0,132.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2023-11-23T01:12:20.1Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,0,2023-11-23T01:12:21Z,260000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,25.0,4.0,3.0,1.0,,,,,,,,,,,,,
27,PT10M08.00S,2023-11-23T01:12:28.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,93.64323258869908,50.73529411764706,1610612760,4,0,2023-11-23T01:12:32Z,270000,False,4.0,7.0,1,right,S. Gilgeous-Alexander driving DUNK (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M54.00S,2023-11-23T01:12:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.258212877792378,47.05882352941176,1610612741,4,0,2023-11-23T01:12:47Z,280000,False,15.0,6.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
29,PT09M51.00S,2023-11-23T01:12:45.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,4,0,2023-11-23T01:12:47Z,290000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,28.0,3.0,1.0,2.0,,,,,,,,,,,,,
30,PT09M51.00S,2023-11-23T01:12:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,4,2,2023-11-23T01:12:45Z,300000,False,0.0,0.0,1,left,N. Vucevic tip Layup (2 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M43.00S,2023-11-23T01:12:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.56307490144546,51.225490196078425,1610612760,6,2,2023-11-23T01:12:59Z,310000,False,6.0,-1.0,1,right,S. Gilgeous-Alexander driving Layup (4 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.63,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M27.00S,2023-11-23T01:13:09.7Z,1,REGULAR,3pt,Jump Shot,[],201942,2.1846254927726676,95.83333333333334,1610612741,6,2,2023-11-23T01:13:14Z,320000,False,-229.0,-32.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.14,Missed,,,,,,,,,,,,,,,,,,
33,PT09M25.00S,2023-11-23T01:13:11.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,2,2023-11-23T01:13:14Z,330000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M17.00S,2023-11-23T01:13:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,94.1688567674113,45.09803921568628,1610612760,6,2,2023-11-23T01:13:24Z,340000,False,-25.0,2.0,1,right,MISS C. Holmgren cutting Layup,[1631096],1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
35,PT09M16.00S,2023-11-23T01:13:21.5Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,6,2,2023-11-23T01:13:21Z,350000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,
36,PT09M13.00S,2023-11-23T01:13:24.8Z,1,REGULAR,turnover,bad pass,[],1641717,,,1610612760,6,2,2023-11-23T01:13:28Z,360000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 201942]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,
37,PT09M13.00S,2023-11-23T01:13:24.8Z,1,REGULAR,steal,,[],201942,,,1610612741,6,2,2023-11-23T01:13:26Z,370000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2023-11-23T01:13:39.0Z,1,REGULAR,foul,personal,[],1629652,,,1610612741,6,2,2023-11-23T01:13:49Z,380000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1630172]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Williams,1630172.0,,,
40,PT08M56.00S,2023-11-23T01:14:02.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,28.203022339027594,42.64705882352941,1610612741,6,2,2023-11-23T01:14:10Z,400000,False,37.0,213.0,1,left,MISS D. DeRozan 21' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.58,Missed,,,,,,,,,,,,,,,,,,
41,PT08M51.00S,2023-11-23T01:14:07.9Z,1,REGULAR,rebound,offensive,[],1627936,,,1610612741,6,2,2023-11-23T01:14:10Z,410000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,
42,PT08M46.00S,2023-11-23T01:14:12.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629632,22.026938239159,88.97058823529412,1610612741,6,5,2023-11-23T01:14:16Z,420000,False,-195.0,155.0,1,left,C. White 24' 3PT  (3 PTS) (P. Williams 1 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.88,Made,3.0,,,,,,,,,,,,,,,P. Williams,1630172.0,1.0
45,PT08M28.00S,2023-11-23T01:14:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.89684625492772,46.07843137254902,1610612760,8,5,2023-11-23T01:14:50Z,450000,False,-20.0,127.0,1,right,S. Gilgeous-Alexander 12' Jump Shot (6 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,6.0,,,,,,,,,,,,,,,J. Giddey,1630581.0,1.0
47,PT08M12.00S,2023-11-23T01:14:59.7Z,1,REGULAR,3pt,Jump Shot,[],202696,32.802233902759525,49.26470588235294,1610612741,8,5,2023-11-23T01:15:03Z,470000,False,4.0,256.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2023-11-23T01:15:01.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,8,5,2023-11-23T01:15:03Z,480000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,
49,PT07M53.00S,2023-11-23T01:15:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.51182654402102,52.450980392156865,1610612760,10,5,2023-11-23T01:15:23Z,490000,False,12.0,8.0,1,right,L. Dort driving Layup (2 PTS) (C. Holmgren 1 AST),"[1629652, 1631096]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,,,,,,,,,,,,,,,C. Holmgren,1631096.0,1.0
51,PT07M51.00S,2023-11-23T01:15:24.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,10,5,2023-11-23T01:15:24Z,510000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2023-11-23T01:18:33.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,3.7614980289093296,96.32352941176471,1610612741,10,5,2023-11-23T01:18:53Z,520000,False,-232.0,-17.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.22,Missed,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2023-11-23T01:18:37.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,10,5,2023-11-23T01:18:53Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,52.0,,,,,,,,,,,,,,,,
54,PT07M28.00S,2023-11-23T01:18:49.2Z,1,REGULAR,violation,kicked ball,[],201942,,,1610612760,10,5,2023-11-23T01:18:57Z,540000,False,,,0,,D. DeRozan kicked ball VIOLATION,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,200833.0,,,,,,,
55,PT07M12.00S,2023-11-23T01:19:05.4Z,1,REGULAR,3pt,Jump Shot,[],1630581,86.5473061760841,3.9215686274509802,1610612760,10,5,2023-11-23T01:19:10Z,550000,False,-230.0,74.0,1,right,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,24.2,Missed,,,,,,,,,,,,,,,,,,
56,PT07M09.00S,2023-11-23T01:19:08.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,10,5,2023-11-23T01:19:10Z,560000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,
57,PT06M47.00S,2023-11-23T01:19:32.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,10,5,2023-11-23T01:21:17Z,570000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,200833.0,,,,,,,
58,PT06M47.00S,2023-11-23T01:19:35.8Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,10,5,2023-11-23T01:19:39Z,580000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2023-11-23T01:19:35.8Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,10,5,2023-11-23T01:19:39Z,590000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M31.00S,2023-11-23T01:20:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,94.1688567674113,55.392156862745104,1610612760,10,5,2023-11-23T01:20:44Z,600000,False,27.0,2.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2023-11-23T01:20:09.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,10,5,2023-11-23T01:20:09Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,60.0,,,,,,,,,,,,,,,,
62,PT06M28.00S,2023-11-23T01:20:52.8Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,10,5,2023-11-23T01:20:52Z,620000,False,,,0,,Jump Ball J. Williams vs. N. Vucevic: Tip to J. Giddey,"[1630581, 1631119, 202696]",1610612760.0,OKC,unclearpass,J. Giddey,1630581.0,Giddey,J. Giddey,Williams,1631119.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
65,PT06M12.00S,2023-11-23T01:21:09.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629652,87.59855453350855,62.99019607843137,1610612760,10,5,2023-11-23T01:21:14Z,650000,False,65.0,64.0,1,right,MISS L. Dort 9' fadeaway Shot,[1629652],1610612760.0,OKC,fadeaway,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,9.13,Missed,,,,,,,,,,,,,,,,,,
66,PT06M09.00S,2023-11-23T01:21:12.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,5,2023-11-23T01:21:14Z,660000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,,,,65.0,4.0,2.0,2.0,,,,,,,,,,,,,
67,PT06M01.00S,2023-11-23T01:21:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,5.863994743758213,49.50980392156863,1610612741,10,5,2023-11-23T01:21:23Z,670000,False,2.0,3.0,1,left,MISS P. Williams Layup,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
68,PT06M01.00S,2023-11-23T01:21:19.8Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,10,5,2023-11-23T01:21:23Z,680000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,
69,PT06M01.00S,2023-11-23T01:21:22.4Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612741,10,5,2023-11-23T01:21:28Z,690000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Williams 2 FT),"[1628983, 1630172]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200833.0,1.0,0.0,Williams,1630172.0,,,
71,PT06M01.00S,2023-11-23T01:21:43.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630172,,,1610612741,10,6,2023-11-23T01:21:43Z,710000,False,,,0,,P. Williams Free Throw 1 of 2 (1 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2023-11-23T01:22:04.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630172,,,1610612741,10,7,2023-11-23T01:22:04Z,720000,False,,,0,,P. Williams Free Throw 2 of 2 (2 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2023-11-23T01:22:19.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,94.43166885676742,22.058823529411764,1610612760,12,7,2023-11-23T01:22:26Z,730000,False,-140.0,0.0,1,right,S. Gilgeous-Alexander 13' turnaround fadeaway Jump Shot (8 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.97,Made,8.0,,,,,,,,,,,,,,,,,
74,PT05M25.00S,2023-11-23T01:22:40.3Z,1,REGULAR,2pt,Jump Shot,[],1627936,20.45006570302234,38.23529411764706,1610612741,12,7,2023-11-23T01:22:46Z,740000,False,59.0,140.0,1,left,MISS A. Caruso 15' Jump Shot,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Center,15.16,Missed,,,,,,,,,,,,,,,,,,
75,PT05M21.00S,2023-11-23T01:22:44.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,12,7,2023-11-23T01:22:46Z,750000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,
76,PT05M12.00S,2023-11-23T01:22:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,94.1688567674113,2.696078431372549,1610612760,12,7,2023-11-23T01:22:58Z,760000,False,-237.0,2.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
77,PT05M09.00S,2023-11-23T01:22:56.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,12,7,2023-11-23T01:22:58Z,770000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,
79,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,12,7,2023-11-23T01:23:25Z,790000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612741,12,7,2023-11-23T01:23:25Z,800000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,out,[],201942,,,1610612741,12,7,2023-11-23T01:23:25Z,810000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
