actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
167,PT11M49.00S,2023-11-23T01:37:12.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.267411300919843,51.470588235294116,1610612741,26,14,2023-11-23T01:37:17Z,1660000,False,-7.0,129.0,1,left,MISS D. DeRozan 12' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.88,Missed,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2023-11-23T01:37:15.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,26,14,2023-11-23T01:37:17Z,1670000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,
169,PT11M24.00S,2023-11-23T01:37:36.4Z,2,REGULAR,3pt,Jump Shot,[],203995,70.25295663600527,19.852941176470587,1610612760,26,14,2023-11-23T01:37:41Z,1680000,False,-151.0,227.0,1,right,MISS V. Micic 27' pullup 3PT,[203995],1610612760.0,OKC,pullup,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,27.26,Missed,,,,,,,,,,,,,,,,,,
170,PT11M21.00S,2023-11-23T01:37:39.4Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,26,14,2023-11-23T01:37:41Z,1690000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,
171,PT11M09.00S,2023-11-23T01:37:51.4Z,2,REGULAR,2pt,Jump Shot,[],1628975,23.209592641261498,53.67647058823529,1610612741,26,14,2023-11-23T01:37:57Z,1700000,False,-18.0,166.0,1,left,MISS J. Carter 16' pullup Shot,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,16.67,Missed,,,,,,,,,,,,,,,,,,
172,PT11M06.00S,2023-11-23T01:37:54.4Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,26,14,2023-11-23T01:37:57Z,1710000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,171.0,4.0,4.0,0.0,,,,,,,,,,,,,
173,PT10M45.00S,2023-11-23T01:38:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.77463863337714,49.26470588235294,1610612760,28,14,2023-11-23T01:38:18Z,1720000,False,-4.0,6.0,1,right,K. Williams Layup (2 PTS) (V. Micic 1 AST),"[1629026, 203995]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,,,,,,,,,,V. Micic,203995.0,1.0
175,PT10M31.00S,2023-11-23T01:38:28.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,10.988830486202366,44.85294117647059,1610612741,28,14,2023-11-23T01:39:31Z,1740000,False,26.0,51.0,1,left,MISS A. Drummond turnaround Hook - blocked,"[203083, 1631096]",1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,Holmgren,1631096.0,,,,,,,,,,,
176,PT10M31.00S,2023-11-23T01:38:28.9Z,2,REGULAR,block,,[],1631096,,,1610612741,28,14,2023-11-23T01:38:30Z,1750000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M29.00S,2023-11-23T01:38:30.9Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,28,14,2023-11-23T01:38:33Z,1760000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,175.0,7.0,4.0,3.0,,,,,,,,,,,,,
178,PT10M27.00S,2023-11-23T01:38:35.4Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612760,28,14,2023-11-23T01:38:44Z,1770000,False,,,0,,T. Craig shooting personal FOUL (2 PF) (Holmgren 2 FT),"[1628470, 1631096]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,2.0,0.0,Holmgren,1631096.0,,,
180,PT10M27.00S,2023-11-23T01:39:04.7Z,2,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,29,14,2023-11-23T01:39:33Z,1790000,False,,,0,,C. Holmgren Free Throw 1 of 2 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
181,PT10M27.00S,2023-11-23T01:39:04.7Z,2,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,29,14,2023-11-23T01:39:33Z,1800000,False,,,0,,MISS C. Holmgren Free Throw 2 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
182,PT10M26.00S,2023-11-23T01:39:05.7Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,29,14,2023-11-23T01:39:33Z,1810000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,,,,
183,PT10M15.00S,2023-11-23T01:39:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.398817345597898,56.86274509803921,1610612741,29,14,2023-11-23T01:39:45Z,1820000,False,-34.0,130.0,1,left,MISS D. DeRozan 13' pullup Shot - blocked,"[201942, 1629652]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.43,Missed,,,,,,Dort,1629652.0,,,,,,,,,,,
184,PT10M15.00S,2023-11-23T01:39:39.6Z,2,REGULAR,block,,[],1629652,,,1610612741,29,14,2023-11-23T01:39:41Z,1830000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
185,PT10M12.00S,2023-11-23T01:39:42.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,29,14,2023-11-23T01:39:45Z,1840000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,183.0,8.0,5.0,3.0,,,,,,,,,,,,,
186,PT10M02.00S,2023-11-23T01:39:54.2Z,2,REGULAR,turnover,out-of-bounds,[],203995,,,1610612760,29,14,2023-11-23T01:40:01Z,1850000,False,,,0,,V. Micic bad pass out-of-bounds TURNOVER (1 TO),[203995],1610612760.0,OKC,bad pass,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,,,1201.0,,,,,,,
187,PT10M02.00S,2023-11-23T01:40:01.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,29,14,2023-11-23T01:40:01Z,1860000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M48.00S,2023-11-23T01:41:32.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,20.154402102496718,67.64705882352942,1610612741,29,14,2023-11-23T01:50:05Z,1865000,False,-88.0,137.0,1,left,MISS D. DeRozan 16' turnaround Shot - blocked,"[201942, 1629652]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,16.29,Missed,,,,,,Dort,1629652.0,,,,,,,,,,,
235,PT09M48.00S,2023-11-23T01:41:32.2Z,2,REGULAR,block,,[],1629652,,,1610612741,29,14,2023-11-23T01:50:05Z,1867500,False,,,0,,L. Dort BLOCK (2 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
236,PT09M47.00S,2023-11-23T01:41:33.2Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,29,14,2023-11-23T01:50:05Z,1868750,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Left Center,,,,234.0,2.0,2.0,0.0,,,,,,,,,,,,,
190,PT09M28.00S,2023-11-23T01:43:20.8Z,2,REGULAR,turnover,bad pass,[],203995,,,1610612760,29,14,2023-11-23T01:43:25Z,1890000,False,,,0,,V. Micic bad pass TURNOVER (2 TO),"[203995, 1630245]",1610612760.0,OKC,,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right,,,,,,,,,,2.0,Dosunmu,1630245.0,,,,,,,,
191,PT09M28.00S,2023-11-23T01:43:20.8Z,2,REGULAR,steal,,[],1630245,,,1610612741,29,14,2023-11-23T01:43:22Z,1900000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
192,PT09M26.00S,2023-11-23T01:43:23.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,5.863994743758213,48.03921568627451,1610612741,29,16,2023-11-23T01:43:29Z,1910000,False,10.0,3.0,1,left,A. Dosunmu running DUNK (5 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.01,Made,5.0,,,,,,,,,,,,,,,,,
193,PT09M04.00S,2023-11-23T01:43:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,90.62089356110381,36.51960784313725,1610612760,29,16,2023-11-23T01:43:49Z,1920000,False,-67.0,36.0,1,right,MISS J. Giddey 7' turnaround Shot,[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
194,PT09M02.00S,2023-11-23T01:43:46.5Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,29,16,2023-11-23T01:43:49Z,1930000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,
195,PT08M58.00S,2023-11-23T01:43:51.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,24.917871222076215,12.990196078431374,1610612741,29,16,2023-11-23T01:43:57Z,1940000,False,185.0,182.0,1,left,MISS A. Dosunmu 25' pullup 3PT,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
196,PT08M56.00S,2023-11-23T01:43:53.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,29,16,2023-11-23T01:43:57Z,1950000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT08M48.00S,2023-11-23T01:44:01.5Z,2,REGULAR,3pt,Jump Shot,[],1629026,72.35545335085413,20.833333333333336,1610612760,32,16,2023-11-23T01:44:05Z,1960000,False,-146.0,207.0,1,right,K. Williams 25' 3PT  (5 PTS) (L. Dort 1 AST),"[1629026, 1629652]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,25.35,Made,5.0,,,,,,,,,,,,,,,L. Dort,1629652.0,1.0
199,PT08M30.00S,2023-11-23T01:44:19.0Z,2,REGULAR,3pt,Jump Shot,[],1628975,27.808804204993432,76.7156862745098,1610612741,32,16,2023-11-23T01:44:25Z,1980000,False,-134.0,209.0,1,left,MISS J. Carter 24' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
200,PT08M29.00S,2023-11-23T01:44:20.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,32,16,2023-11-23T01:44:25Z,1990000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,199.0,,,,,,,,,,,,,,,,
202,PT08M29.00S,2023-11-23T01:44:24.5Z,2,REGULAR,substitution,out,[],203083,,,1610612760,32,16,2023-11-23T01:44:33Z,2010000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M29.00S,2023-11-23T01:44:24.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612760,32,16,2023-11-23T01:44:33Z,2020000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M29.00S,2023-11-23T01:44:24.5Z,2,REGULAR,substitution,in,[],202696,,,1610612760,32,16,2023-11-23T01:44:33Z,2030000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M29.00S,2023-11-23T01:44:24.5Z,2,REGULAR,substitution,in,[],1629632,,,1610612760,32,16,2023-11-23T01:44:33Z,2040000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M17.00S,2023-11-23T01:44:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629652,67.88764783180025,54.65686274509803,1610612760,32,16,2023-11-23T01:44:58Z,2050000,False,23.0,249.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
207,PT08M14.00S,2023-11-23T01:44:57.7Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,32,16,2023-11-23T01:44:58Z,2060000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,206.0,5.0,4.0,1.0,,,,,,,,,,,,,
208,PT08M10.00S,2023-11-23T01:45:01.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630581,91.5407358738502,45.09803921568628,1610612760,34,16,2023-11-23T01:45:08Z,2070000,False,-25.0,27.0,1,right,J. Giddey driving floating Jump Shot (2 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.65,Made,2.0,,,,,,,,,,,,,,,,,
209,PT07M51.00S,2023-11-23T01:45:20.2Z,2,REGULAR,3pt,Jump Shot,[],1629632,7.703679369250986,3.431372549019608,1610612741,34,19,2023-11-23T01:45:27Z,2080000,False,233.0,20.0,1,left,C. White 3PT  (6 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,23.36,Made,6.0,,,,,,,,,,,,,,,A. Dosunmu,1630245.0,1.0
211,PT07M34.00S,2023-11-23T01:45:39.5Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612760,34,19,2023-11-23T01:45:49Z,2100000,False,,,0,,C. White shooting personal FOUL (1 PF) (Giddey 2 FT),"[1629632, 1630581]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200833.0,1.0,0.0,Giddey,1630581.0,,,
213,PT07M34.00S,2023-11-23T01:46:07.5Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,35,19,2023-11-23T01:46:35Z,2120000,False,,,0,,J. Giddey Free Throw 1 of 2 (3 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
214,PT07M34.00S,2023-11-23T01:46:08.1Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,35,19,2023-11-23T01:46:16Z,2130000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M34.00S,2023-11-23T01:46:08.1Z,2,REGULAR,substitution,out,[],201942,,,1610612760,35,19,2023-11-23T01:46:16Z,2140000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M34.00S,2023-11-23T01:46:08.1Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,35,19,2023-11-23T01:46:16Z,2150000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M34.00S,2023-11-23T01:46:08.1Z,2,REGULAR,substitution,in,[],1630172,,,1610612760,35,19,2023-11-23T01:46:16Z,2160000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M34.00S,2023-11-23T01:46:07.5Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,35,19,2023-11-23T01:46:35Z,2170000,False,,,0,,MISS J. Giddey Free Throw 2 of 2,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT07M32.00S,2023-11-23T01:46:09.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,35,19,2023-11-23T01:46:35Z,2180000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,218.0,5.0,3.0,2.0,,,,,,,,,,,,,
220,PT07M07.00S,2023-11-23T01:46:58.3Z,2,REGULAR,turnover,bad pass,[],1629632,,,1610612741,35,19,2023-11-23T01:47:02Z,2190000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1.0,Giddey,1630581.0,,,,,,,,
221,PT07M07.00S,2023-11-23T01:46:58.3Z,2,REGULAR,steal,,[],1630581,,,1610612760,35,19,2023-11-23T01:47:00Z,2200000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
222,PT07M03.00S,2023-11-23T01:47:02.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203995,93.64323258869908,50.245098039215684,1610612760,37,19,2023-11-23T01:47:17Z,2210000,False,1.0,7.0,1,right,V. Micic running Layup (2 PTS) (J. Giddey 2 AST),"[203995, 1630581]",1610612760.0,OKC,running,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,,,,,,,,,J. Giddey,1630581.0,2.0
225,PT06M41.00S,2023-11-23T01:47:42.5Z,2,REGULAR,turnover,bad pass,[],1630172,,,1610612741,37,19,2023-11-23T01:47:47Z,2240000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1631096]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Holmgren,1631096.0,,,,,,,,
226,PT06M41.00S,2023-11-23T01:47:42.5Z,2,REGULAR,steal,,[],1631096,,,1610612760,37,19,2023-11-23T01:47:44Z,2250000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT06M31.00S,2023-11-23T01:47:52.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203995,73.14388961892247,14.950980392156863,1610612760,37,19,2023-11-23T01:47:59Z,2260000,False,-175.0,200.0,1,right,MISS V. Micic 26' 3PT,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
228,PT06M27.00S,2023-11-23T01:47:56.2Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,37,19,2023-11-23T01:47:59Z,2270000,False,,,0,,C. Holmgren REBOUND (Off:4 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,227.0,9.0,5.0,4.0,,,,,,,,,,,,,
229,PT06M25.00S,2023-11-23T01:47:57.4Z,2,REGULAR,turnover,lost ball,[],1631096,,,1610612760,37,19,2023-11-23T01:48:01Z,2280000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1629632]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,White,1629632.0,,,,,,,,
230,PT06M25.00S,2023-11-23T01:47:57.4Z,2,REGULAR,steal,,[],1629632,,,1610612741,37,19,2023-11-23T01:47:58Z,2290000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT06M15.00S,2023-11-23T01:48:07.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,2.447437582128778,94.85294117647058,1610612741,37,22,2023-11-23T01:48:13Z,2300000,False,-224.0,-29.0,1,left,A. Dosunmu 3PT  (8 PTS) (J. Carter 1 AST),"[1630245, 1628975]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,22.62,Made,8.0,,,,,,,,,,,,,,,J. Carter,1628975.0,1.0
233,PT06M13.00S,2023-11-23T01:48:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,37,22,2023-11-23T01:48:14Z,2320000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M13.00S,2023-11-23T01:50:26.6Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,37,22,2023-11-23T01:50:38Z,2330000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M13.00S,2023-11-23T01:50:26.6Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,37,22,2023-11-23T01:50:38Z,2340000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2023-11-23T01:51:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.67214191852825,52.69607843137255,1610612760,37,22,2023-11-23T01:51:18Z,2350000,False,13.0,26.0,1,right,MISS J. Giddey driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
240,PT06M03.00S,2023-11-23T01:51:12.8Z,2,REGULAR,rebound,offensive,[],1631119,,,1610612760,37,22,2023-11-23T01:51:18Z,2360000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,,
241,PT06M03.00S,2023-11-23T01:51:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631119,94.40999984741211,50.0,1610612760,37,22,2023-11-23T01:51:12Z,2370000,False,0.0,0.0,1,right,MISS J. Williams tip Layup,[1631119],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
242,PT06M03.00S,2023-11-23T01:51:13.1Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,37,22,2023-11-23T01:51:13Z,2380000,False,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,
243,PT05M52.00S,2023-11-23T01:51:28.2Z,2,REGULAR,foul,personal,[],1631119,,,1610612741,37,22,2023-11-23T01:51:33Z,2390000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631119, 202696]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,200833.0,2.0,0.0,Vucevic,202696.0,,,
245,PT05M46.00S,2023-11-23T01:51:51.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,24.917871222076215,15.686274509803921,1610612741,37,25,2023-11-23T01:51:56Z,2410000,False,172.0,182.0,1,left,C. White 24' 3PT  (9 PTS) (J. Carter 2 AST),"[1629632, 1628975]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.99,Made,9.0,,,,,,,,,,,,,,,J. Carter,1628975.0,2.0
247,PT05M28.00S,2023-11-23T01:52:10.7Z,2,REGULAR,violation,kicked ball,[],202696,,,1610612760,37,25,2023-11-23T01:52:17Z,2430000,False,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,
249,PT05M15.00S,2023-11-23T01:52:38.1Z,2,REGULAR,3pt,Jump Shot,[],203995,73.40670170827858,79.65686274509804,1610612760,37,25,2023-11-23T01:52:59Z,2450000,False,148.0,197.0,1,right,MISS V. Micic 24' 3PT,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
253,PT05M15.00S,2023-11-23T01:52:38.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,37,25,2023-11-23T01:52:59Z,2455000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,249.0,,,,,,,,,,,,,,,,
