actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M00.00S,2023-10-31T00:13:08.1Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612765,2,1,2023-10-31T00:13:16Z,170000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1631114, 1630595]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,1628171.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,
19,PT11M00.00S,2023-10-31T00:13:29.9Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,2,2,2023-10-31T00:13:29Z,190000,False,,,0,,C. Cunningham Free Throw 1 of 2 (1 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
20,PT11M00.00S,2023-10-31T00:13:42.7Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,2,3,2023-10-31T00:13:42Z,200000,False,,,0,,C. Cunningham Free Throw 2 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
21,PT10M42.00S,2023-10-31T00:14:03.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,68.15045992115637,67.40196078431373,1610612760,5,3,2023-10-31T00:14:07Z,210000,False,87.0,247.0,1,right,C. Holmgren 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,,,3.0,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,
23,PT10M22.00S,2023-10-31T00:14:22.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.915243101182654,47.30392156862745,1610612765,5,3,2023-10-31T00:14:48Z,230000,False,13.0,13.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
24,PT10M21.00S,2023-10-31T00:14:23.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,5,3,2023-10-31T00:14:26Z,240000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,23.0,,,,,,,1.0,1.0,0.0,,,,,,
25,PT10M13.00S,2023-10-31T00:14:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.46057818659659,51.225490196078425,1610612760,5,3,2023-10-31T00:14:41Z,250000,False,6.0,18.0,1,right,MISS J. Giddey cutting Layup - blocked,"[1630581, 1641709]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.94,Missed,Thompson,1641709.0,,,,,,,,,,,,,,,,
26,PT10M13.00S,2023-10-31T00:14:33.0Z,1,REGULAR,block,,[],1641709,,,1610612760,5,3,2023-10-31T00:14:36Z,260000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2023-10-31T00:14:33.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,5,3,2023-10-31T00:14:41Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,25.0,,,,,,,,,,,,,,,
29,PT10M11.00S,2023-10-31T00:14:47.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,94.43166885676742,80.14705882352942,1610612760,7,3,2023-10-31T00:14:53Z,290000,False,151.0,0.0,1,right,S. Gilgeous-Alexander 15' fadeaway Jump Shot (2 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.07,Made,,,,,,,,,2.0,,,,J. Giddey,1630581.0,1.0,,,
31,PT10M00.00S,2023-10-31T00:14:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,17.296320630749015,58.08823529411765,1610612765,7,3,2023-10-31T00:15:44Z,310000,False,-40.0,110.0,1,left,MISS K. Hayes 11' fadeaway Shot - blocked,"[1630165, 1631096]",1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,Holmgren,1631096.0,,,,,,,,,,,,,,,,
32,PT10M00.00S,2023-10-31T00:14:58.6Z,1,REGULAR,block,,[],1631096,,,1610612765,7,3,2023-10-31T00:15:00Z,320000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M57.00S,2023-10-31T00:15:01.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,7,3,2023-10-31T00:15:04Z,330000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,31.0,,,,,,,1.0,0.0,1.0,,,,,,
34,PT09M56.00S,2023-10-31T00:15:02.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641709,9.149145860709593,84.55882352941177,1610612765,7,3,2023-10-31T00:15:07Z,340000,False,-173.0,34.0,1,left,MISS A. Thompson 17' Jump Shot,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,17.6,Missed,,,,,,,,,,,,,,,,,,
35,PT09M54.00S,2023-10-31T00:15:04.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,3,2023-10-31T00:15:07Z,350000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left,,,,,34.0,,,,,,,1.0,1.0,0.0,,,,,,
36,PT09M44.00S,2023-10-31T00:15:14.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,74.98357424441524,12.009803921568627,1610612760,7,3,2023-10-31T00:15:18Z,360000,False,-190.0,183.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
37,PT09M42.00S,2023-10-31T00:15:16.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,7,3,2023-10-31T00:15:18Z,370000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,36.0,,,,,,,1.0,1.0,0.0,,,,,,
38,PT09M36.00S,2023-10-31T00:15:24.1Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,7,3,2023-10-31T00:23:55Z,380000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,203177.0,,,,,,,,,,,,1.0,,
39,PT09M21.00S,2023-10-31T00:15:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,92.19776609724047,60.049019607843135,1610612760,7,3,2023-10-31T00:15:53Z,390000,False,50.0,21.0,1,right,MISS S. Gilgeous-Alexander finger roll Layup,[1628983],1610612760.0,OKC,finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
40,PT09M19.00S,2023-10-31T00:15:50.9Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,7,3,2023-10-31T00:15:53Z,400000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,39.0,,,,,,,1.0,1.0,0.0,,,,,,
41,PT09M12.00S,2023-10-31T00:15:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.258212877792378,59.55882352941176,1610612765,7,3,2023-10-31T00:16:02Z,410000,False,-48.0,6.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,,,,,
43,PT09M10.00S,2023-10-31T00:15:59.3Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,7,3,2023-10-31T00:16:02Z,430000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,41.0,,,,,,,1.0,0.0,1.0,,,,,,
44,PT09M05.00S,2023-10-31T00:16:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612765,7,3,2023-10-31T00:16:21Z,440000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Thompson 2 FT),"[1631096, 1641709]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,202026.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,,
47,PT09M05.00S,2023-10-31T00:17:35.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641709,,,1610612765,7,4,2023-10-31T00:17:50Z,470000,False,,,0,,A. Thompson Free Throw 1 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
48,PT09M05.00S,2023-10-31T00:17:35.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641709,,,1610612765,7,4,2023-10-31T00:17:50Z,480000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT09M02.00S,2023-10-31T00:17:38.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,7,4,2023-10-31T00:17:50Z,490000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,48.0,,,,,,,1.0,1.0,0.0,,,,,,
82,PT08M52.00S,2023-10-31T00:18:02.9Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,7,4,2023-10-31T00:21:20Z,495000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1630165]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
83,PT08M52.00S,2023-10-31T00:18:02.9Z,1,REGULAR,steal,,[],1630165,,,1610612765,7,4,2023-10-31T00:21:20Z,497500,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M52.00S,2023-10-31T00:18:30.3Z,1,REGULAR,jumpball,recovered,[],1631096,,,1610612765,7,4,2023-10-31T00:21:20Z,500000,False,,,0,,Jump Ball S. Gilgeous-Alexander vs. A. Thompson: Tip to C. Holmgren,"[1631096, 1628983, 1641709]",1610612760.0,OKC,heldball,C. Holmgren,1631096.0,Holmgren,C. Holmgren,Gilgeous-Alexander,1628983.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,,,,,,
137,PT08M52.00S,2023-10-31T00:18:32.0Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,7,4,2023-10-31T00:32:39Z,525000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1628983]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
138,PT08M52.00S,2023-10-31T00:18:32.0Z,1,REGULAR,steal,,[],1628983,,,1610612760,7,4,2023-10-31T00:32:39Z,527500,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
53,PT08M48.00S,2023-10-31T00:18:33.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,70.64717477003943,78.43137254901961,1610612760,10,4,2023-10-31T00:32:39Z,530000,False,142.0,223.0,1,right,L. Dort 26' 3PT pullup (3 PTS) (C. Holmgren 1 AST),"[1629652, 1631096]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.48,Made,,,,,,,,,3.0,,,,C. Holmgren,1631096.0,1.0,,,
55,PT08M30.00S,2023-10-31T00:18:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,19.530223390275953,55.63725490196079,1610612765,10,6,2023-10-31T00:18:58Z,550000,False,-28.0,131.0,1,left,K. Hayes 13' floating Jump Shot (3 PTS) (J. Duren 1 AST),"[1630165, 1631105]",1610612765.0,DET,floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.41,Made,,,,,,,,,3.0,,,,J. Duren,1631105.0,1.0,,,
57,PT08M21.00S,2023-10-31T00:19:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.9060446780552,60.78431372549019,1610612760,10,6,2023-10-31T00:19:06Z,570000,False,54.0,5.0,1,right,MISS L. Dort driving Layup - blocked,"[1629652, 1630165]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,Hayes,1630165.0,,,,,,,,,,,,,,,,
58,PT08M21.00S,2023-10-31T00:19:00.6Z,1,REGULAR,block,,[],1630165,,,1610612760,10,6,2023-10-31T00:19:02Z,580000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT08M18.00S,2023-10-31T00:19:03.6Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,10,6,2023-10-31T00:19:06Z,590000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,57.0,,,,,,,2.0,2.0,0.0,,,,,,
61,PT08M12.00S,2023-10-31T00:19:11.1Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,10,6,2023-10-31T00:19:19Z,610000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,202026.0,,,,,,,,,,,,1.0,,
63,PT07M55.00S,2023-10-31T00:19:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,91.40932982917214,48.28431372549019,1610612760,10,6,2023-10-31T00:20:02Z,630000,False,-9.0,28.0,1,right,MISS S. Gilgeous-Alexander reverse Layup,[1628983],1610612760.0,OKC,reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
64,PT07M54.00S,2023-10-31T00:19:54.8Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,10,6,2023-10-31T00:19:54Z,640000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,63.0,,,,,,,2.0,1.0,1.0,,,,,,
65,PT07M46.00S,2023-10-31T00:20:02.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631114,87.86136662286465,49.26470588235294,1610612760,10,6,2023-10-31T00:20:06Z,650000,False,-4.0,62.0,1,right,MISS J. Williams 6' floating Shot,[1631114],1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
66,PT07M44.00S,2023-10-31T00:20:03.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,10,6,2023-10-31T00:20:03Z,660000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,65.0,,,,,,,2.0,2.0,0.0,,,,,,
67,PT07M38.00S,2023-10-31T00:20:10.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,26.888961892247043,43.38235294117647,1610612765,10,6,2023-10-31T00:20:15Z,670000,False,33.0,200.0,1,left,MISS C. Cunningham 20' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,20.3,Missed,,,,,,,,,,,,,,,,,,
68,PT07M35.00S,2023-10-31T00:20:13.0Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,10,6,2023-10-31T00:20:15Z,680000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,,,67.0,,,,,,,1.0,1.0,0.0,,,,,,
69,PT07M27.00S,2023-10-31T00:20:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,88.91261498028909,51.225490196078425,1610612760,10,6,2023-10-31T00:21:32Z,690000,False,6.0,52.0,1,right,MISS J. Giddey driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
70,PT07M26.00S,2023-10-31T00:20:22.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,10,6,2023-10-31T00:21:32Z,700000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,69.0,,,,,,,2.0,1.0,1.0,,,,,,
71,PT07M25.00S,2023-10-31T00:20:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,90.48948751642575,51.71568627450981,1610612760,10,6,2023-10-31T00:20:30Z,710000,False,9.0,37.0,1,right,MISS J. Giddey putback Layup,[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
72,PT07M23.00S,2023-10-31T00:20:25.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,6,2023-10-31T00:20:30Z,720000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,71.0,,,,,,,2.0,1.0,1.0,,,,,,
73,PT07M17.00S,2023-10-31T00:20:32.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1630191,6.258212877792378,49.50980392156863,1610612765,10,8,2023-10-31T00:23:17Z,730000,False,2.0,6.0,1,left,I. Stewart running Layup (2 PTS) (A. Thompson 1 AST),"[1630191, 1641709]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,2.0,,,,A. Thompson,1641709.0,1.0,,,
75,PT07M17.00S,2023-10-31T00:20:35.2Z,1,REGULAR,violation,defensive goaltending,[],1631096,,,1610612765,10,8,2023-10-31T00:20:43Z,750000,False,,,0,,C. Holmgren defensive goaltending VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,,
76,PT07M07.00S,2023-10-31T00:20:50.3Z,1,REGULAR,3pt,Jump Shot,[],1631114,73.80091984231275,84.06862745098039,1610612760,10,8,2023-10-31T00:21:01Z,760000,False,170.0,194.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
77,PT07M04.00S,2023-10-31T00:20:53.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,8,2023-10-31T00:20:53Z,770000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,76.0,,,,,,,3.0,2.0,1.0,,,,,,
78,PT06M56.00S,2023-10-31T00:21:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630165,27.94021024967148,75.24509803921569,1610612765,10,8,2023-10-31T00:21:05Z,780000,False,-126.0,210.0,1,left,MISS K. Hayes 24' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
79,PT06M54.00S,2023-10-31T00:21:03.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,10,8,2023-10-31T00:21:03Z,790000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,78.0,,,,,,,2.0,2.0,0.0,,,,,,
80,PT06M41.00S,2023-10-31T00:21:16.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,95.87713534822602,3.6764705882352944,1610612760,13,8,2023-10-31T00:21:22Z,800000,False,-232.0,-14.0,1,right,C. Holmgren 3PT  (6 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,,,6.0,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,
