actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M38.00S,2024-01-12T01:11:41.2Z,1,REGULAR,turnover,offensive foul,[],1629014,,,1610612757,2,5,2024-01-12T01:11:41Z,180000,False,,,0,,A. Simons offensive foul TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,1626301.0,,,,,,
19,PT10M22.00S,2024-01-12T01:12:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,4.944152431011826,52.450980392156865,1610612760,4,5,2024-01-12T01:12:14Z,190000,False,-12.0,-6.0,1,left,J. Giddey driving reverse Layup (2 PTS),[1630581],1610612760.0,OKC,driving reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,1.37,Made,2.0,,,,,,,,,,,,,,
20,PT10M02.00S,2024-01-12T01:12:28.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,93.9060446780552,38.23529411764706,1610612757,4,7,2024-01-12T02:15:23Z,200000,False,-59.0,5.0,1,right,D. Reath turnaround Hook (2 PTS) (J. Grant 1 AST),"[1641871, 203924]",1610612757.0,POR,turnaround,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,5.9,Made,2.0,,,,,J. Grant,203924.0,1.0,,,,,,,
22,PT09M51.00S,2024-01-12T01:12:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,4.681340341655716,46.07843137254902,1610612760,6,7,2024-01-12T01:12:45Z,220000,False,20.0,-8.0,1,left,J. Giddey driving Layup (4 PTS) (C. Holmgren 1 AST),"[1630581, 1631096]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,2.14,Made,4.0,,,,,C. Holmgren,1631096.0,1.0,,,,,,,
24,PT09M36.00S,2024-01-12T01:12:54.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,92.19776609724047,95.58823529411765,1610612757,6,7,2024-01-12T01:13:00Z,240000,False,228.0,21.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,22.88,Missed,,,,,,,,,,,,,,,
25,PT09M33.00S,2024-01-12T01:12:57.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,6,7,2024-01-12T01:13:00Z,250000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M30.00S,2024-01-12T01:13:02.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629652,5.732588699080158,44.6078431372549,1610612760,6,7,2024-01-12T01:15:18Z,260000,False,27.0,1.0,1,left,MISS L. Dort running Layup - blocked,"[1629652, 1641739]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,2.7,Missed,,,,,,,,,,,,,,Camara,1641739.0
48,PT09M30.00S,2024-01-12T01:13:02.0Z,1,REGULAR,block,,[],1641739,,,1610612760,6,7,2024-01-12T01:15:20Z,265000,False,,,0,,T. Camara BLOCK (1 BLK),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2024-01-12T01:13:06.0Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,6,7,2024-01-12T01:15:18Z,270000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,
28,PT09M24.00S,2024-01-12T01:13:07.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631096,5.469776609724048,50.0,1610612760,8,7,2024-01-12T01:13:11Z,280000,False,0.0,-1.0,1,left,C. Holmgren cutting DUNK (2 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,0.11,Made,2.0,,,,,J. Williams,1631114.0,1.0,,,,,,,
30,PT09M10.00S,2024-01-12T01:13:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,85.10183968462549,64.70588235294117,1610612757,8,7,2024-01-12T01:13:26Z,300000,False,74.0,88.0,1,right,MISS A. Simons 11' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,,,,11.43,Missed,,,,,,,,,,,,,,,
31,PT09M08.00S,2024-01-12T01:13:23.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,8,7,2024-01-12T01:13:26Z,310000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M02.00S,2024-01-12T01:13:31.5Z,1,REGULAR,foul,personal,[],1630703,,,1610612760,8,7,2024-01-12T01:13:36Z,320000,False,,,0,,S. Henderson personal FOUL (1 PF),"[1630703, 1628983]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,200832.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,
34,PT09M00.00S,2024-01-12T01:14:00.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,6.389618922470433,49.754901960784316,1610612760,10,7,2024-01-12T01:14:04Z,340000,False,1.0,8.0,1,left,S. Gilgeous-Alexander cutting DUNK (2 PTS) (J. Giddey 2 AST),"[1628983, 1630581]",1610612760.0,OKC,cutting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,0.77,Made,2.0,,,,,J. Giddey,1630581.0,2.0,,,,,,,
36,PT08M51.00S,2024-01-12T01:14:09.3Z,1,REGULAR,3pt,Jump Shot,[],1630703,75.24638633377135,12.254901960784313,1610612757,10,7,2024-01-12T01:14:15Z,360000,False,-189.0,180.0,1,right,MISS S. Henderson 26' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,26.09,Missed,,,,,,,,,,,,,,,
37,PT08M49.00S,2024-01-12T01:14:11.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,10,7,2024-01-12T01:14:15Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,36.0,,,,,,,,,,,,,
39,PT08M38.00S,2024-01-12T01:14:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.1268068331143235,52.94117647058824,1610612760,10,7,2024-01-12T01:14:38Z,390000,False,-15.0,5.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 1641871]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,1.56,Missed,,,,,,,,,,,,,,Reath,1641871.0
40,PT08M38.00S,2024-01-12T01:14:32.7Z,1,REGULAR,block,,[],1641871,,,1610612760,10,7,2024-01-12T01:14:35Z,400000,False,,,0,,D. Reath BLOCK (1 BLK),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2024-01-12T01:14:33.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,10,7,2024-01-12T01:14:38Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,39.0,,,,,,,,,,,,,
43,PT08M34.00S,2024-01-12T01:14:51.9Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612760,10,7,2024-01-12T01:15:07Z,430000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Williams 2 FT),"[1629014, 1631114]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200832.0,2.0,0.0,Williams,1631114.0,,
45,PT08M34.00S,2024-01-12T01:15:15.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631114,,,1610612760,11,7,2024-01-12T01:15:39Z,450000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
46,PT08M34.00S,2024-01-12T01:15:15.6Z,1,REGULAR,substitution,out,[],1629014,,,1610612760,11,7,2024-01-12T01:15:18Z,460000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M34.00S,2024-01-12T01:15:15.6Z,1,REGULAR,substitution,in,[],1631101,,,1610612760,11,7,2024-01-12T01:15:18Z,470000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M34.00S,2024-01-12T01:15:15.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631114,,,1610612760,11,7,2024-01-12T01:15:39Z,480000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
50,PT08M33.00S,2024-01-12T01:15:16.0Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,11,7,2024-01-12T01:16:27Z,490000,False,,,0,,J. Williams REBOUND (Off:2 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,49.0,3.0,1.0,2.0,,,,,,,,,,
51,PT08M32.00S,2024-01-12T01:15:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631114,6.1268068331143235,49.50980392156863,1610612760,13,7,2024-01-12T01:15:46Z,500000,False,2.0,5.0,1,left,J. Williams putback Layup (5 PTS),[1631114],1610612760.0,OKC,putback,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,0.57,Made,5.0,,,,,,,,,,,,,,
52,PT08M32.00S,2024-01-12T01:15:43.3Z,1,REGULAR,foul,personal,['1freethrow'],1641871,,,1610612760,13,7,2024-01-12T01:15:48Z,510000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Williams 1 FT),"[1641871, 1631114]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1626301.0,1.0,0.0,Williams,1631114.0,,
54,PT08M32.00S,2024-01-12T01:16:02.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1631114,,,1610612760,14,7,2024-01-12T01:16:02Z,530000,False,,,0,,J. Williams Free Throw 1 of 1 (6 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
55,PT08M25.00S,2024-01-12T01:16:13.5Z,1,REGULAR,foul,offensive,[],1641739,,,1610612757,14,7,2024-01-12T01:16:20Z,540000,False,,,0,,T. Camara offensive FOUL (1 PF),"[1641739, 1629652]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,200832.0,1.0,0.0,Dort,1629652.0,,
57,PT08M25.00S,2024-01-12T01:16:13.5Z,1,REGULAR,turnover,offensive foul,[],1641739,,,1610612757,14,7,2024-01-12T01:16:13Z,560000,False,,,0,,T. Camara offensive foul TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,200832.0,,,,,,
58,PT08M13.00S,2024-01-12T01:16:36.1Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,14,7,2024-01-12T01:16:39Z,570000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 203924]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,1.0,Grant,203924.0,,,,,,,,,,,,,,,,,
59,PT08M13.00S,2024-01-12T01:16:36.1Z,1,REGULAR,steal,,[],203924,,,1610612757,14,7,2024-01-12T01:16:38Z,580000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
60,PT08M08.00S,2024-01-12T01:16:41.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641739,96.7969776609724,4.411764705882353,1610612757,14,7,2024-01-12T01:16:46Z,590000,False,-228.0,-22.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,22.9,Missed,,,,,,,,,,,,,,,
61,PT08M05.00S,2024-01-12T01:16:44.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,14,7,2024-01-12T01:16:46Z,600000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,
62,PT07M58.00S,2024-01-12T01:16:53.5Z,1,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,14,7,2024-01-12T01:17:00Z,610000,False,,,0,,L. Dort lost ball out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,lost ball,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,200832.0,,,,,,
63,PT07M49.00S,2024-01-12T01:17:09.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203924,78.53153745072274,67.15686274509804,1610612757,14,7,2024-01-12T01:17:17Z,620000,False,86.0,149.0,1,right,MISS J. Grant 17' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,,17.22,Missed,,,,,,,,,,,,,,,
64,PT07M45.00S,2024-01-12T01:17:13.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,14,7,2024-01-12T01:17:17Z,630000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT07M33.00S,2024-01-12T01:17:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,6.652431011826544,58.82352941176471,1610612760,16,7,2024-01-12T01:17:31Z,640000,False,-44.0,10.0,1,left,C. Holmgren turnaround Jump Shot (4 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Made,4.0,,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,
67,PT07M19.00S,2024-01-12T01:17:38.5Z,1,REGULAR,3pt,Jump Shot,[],1641871,75.90341655716163,86.51960784313727,1610612757,16,7,2024-01-12T01:17:45Z,660000,False,183.0,174.0,1,right,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,25.22,Missed,,,,,,,,,,,,,,,
68,PT07M14.00S,2024-01-12T01:17:43.5Z,1,REGULAR,rebound,offensive,[],1630703,,,1610612757,16,7,2024-01-12T01:17:45Z,670000,False,,,0,,S. Henderson REBOUND (Off:1 Def:0),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,
69,PT07M13.00S,2024-01-12T01:17:45.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630703,89.83245729303549,33.33333333333333,1610612757,16,7,2024-01-12T01:17:52Z,680000,False,-83.0,43.0,1,right,MISS S. Henderson 9' bank Shot,[1630703],1610612757.0,POR,bank,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,,,,9.38,Missed,,,,,,,,,,,,,,,
70,PT07M11.00S,2024-01-12T01:17:47.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,16,7,2024-01-12T01:17:52Z,690000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,
71,PT07M09.00S,2024-01-12T01:17:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631096,7.440867279894875,58.333333333333336,1610612760,18,7,2024-01-12T01:22:08Z,700000,False,-42.0,17.0,1,left,C. Holmgren running Layup (6 PTS) (J. Williams 2 AST),"[1631096, 1631114]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Made,6.0,,,,,J. Williams,1631114.0,2.0,,,,,,,
73,PT07M09.00S,2024-01-12T01:17:54.3Z,1,REGULAR,foul,personal,['1freethrow'],203924,,,1610612760,18,7,2024-01-12T01:18:14Z,720000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Holmgren 1 FT),"[203924, 1631096]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Holmgren,1631096.0,,
75,PT07M09.00S,2024-01-12T01:18:22.2Z,1,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,18,7,2024-01-12T01:18:25Z,740000,False,,,0,,MISS C. Holmgren Free Throw 1 of 1,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
76,PT07M07.00S,2024-01-12T01:18:24.2Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,18,7,2024-01-12T01:18:25Z,750000,False,,,0,,S. Henderson REBOUND (Off:1 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,
77,PT07M03.00S,2024-01-12T01:18:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,18,7,2024-01-12T01:18:31Z,760000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M03.00S,2024-01-12T01:21:04.2Z,1,REGULAR,substitution,out,[],1631096,,,1610612757,18,7,2024-01-12T01:21:12Z,770000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT07M03.00S,2024-01-12T01:21:04.2Z,1,REGULAR,substitution,in,[],1629026,,,1610612757,18,7,2024-01-12T01:21:12Z,780000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M46.00S,2024-01-12T01:21:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,81.68528252299606,63.970588235294116,1610612757,18,7,2024-01-12T02:19:17Z,790000,False,70.0,120.0,1,right,MISS S. Sharpe 13' turnaround Shot,[1631101],1610612757.0,POR,turnaround,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Right,,,,13.86,Missed,,,,,,,,,,,,,,,
82,PT06M43.00S,2024-01-12T01:21:41.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,18,7,2024-01-12T01:21:44Z,800000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,,,
83,PT06M29.00S,2024-01-12T01:21:55.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,12.040078843626807,32.35294117647059,1610612760,20,7,2024-01-12T01:21:59Z,810000,False,88.0,61.0,1,left,S. Gilgeous-Alexander 10' turnaround fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,10.71,Made,4.0,,,,,,,,,,,,,,
84,PT06M18.00S,2024-01-12T01:22:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,89.17542706964521,50.49019607843137,1610612757,20,7,2024-01-12T01:25:36Z,820000,False,2.0,49.0,1,right,MISS S. Henderson pullup Shot - blocked,"[1630703, 1628983]",1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.94,Missed,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
85,PT06M18.00S,2024-01-12T01:22:10.5Z,1,REGULAR,block,,[],1628983,,,1610612757,20,7,2024-01-12T01:22:12Z,830000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT06M17.00S,2024-01-12T01:22:11.5Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,20,7,2024-01-12T01:25:36Z,840000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,
