actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
256,PT06M28.00S,2024-04-14T20:20:44.0Z,2,REGULAR,foul,personal,[],1641765,,,1610612760,56,31,2024-04-14T20:20:58Z,2510000,False,,,0,,O. Prosper loose ball personal FOUL (1 PF),"[1641765, 1631119]",1610612742.0,DAL,loose ball,,,,,,Restricted Area,0-8 Center,,,Prosper,O. Prosper,,,,,,,,,,202026.0,1.0,0.0,Williams,1631119.0,,,,,
258,PT06M21.00S,2024-04-14T20:21:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,5.601182654402102,52.94117647058824,1610612760,58,31,2024-04-14T20:21:14Z,2530000,False,-15.0,0.0,1,left,A. Wiggins cutting Layup (4 PTS) (S. Gilgeous-Alexander 6 AST),"[1630598, 1628983]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.47,Made,Wiggins,A. Wiggins,,,,,,4.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,
260,PT06M06.00S,2024-04-14T20:21:24.1Z,2,REGULAR,2pt,Jump Shot,[],203501,76.82325886990802,72.05882352941177,1610612742,58,31,2024-04-14T20:21:28Z,2550000,False,110.0,165.0,1,right,MISS T. Hardaway Jr. 19' pullup Shot,[203501],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right Center,19.88,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2024-04-14T20:21:27.1Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,58,31,2024-04-14T20:21:28Z,2560000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right Center,,,Williams,J. Williams,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
262,PT05M51.00S,2024-04-14T20:21:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.931011826544022,50.73529411764706,1610612760,58,31,2024-04-14T20:22:00Z,2570000,False,-4.0,88.0,1,left,MISS S. Gilgeous-Alexander 8' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
263,PT05M47.00S,2024-04-14T20:21:43.9Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,58,31,2024-04-14T20:21:47Z,2580000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Wiggins,A. Wiggins,262.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
264,PT05M47.00S,2024-04-14T20:21:44.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,5.590000152587891,50.0,1610612760,60,31,2024-04-14T20:21:44Z,2590000,False,0.0,0.0,1,left,A. Wiggins tip Layup (6 PTS),[1630598],1610612760.0,OKC,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Wiggins,A. Wiggins,,,,,,6.0,,,,,,,,,,,,,
265,PT05M31.00S,2024-04-14T20:22:00.3Z,2,REGULAR,3pt,Jump Shot,[],1641765,97.58541392904073,3.431372549019608,1610612742,60,31,2024-04-14T20:22:04Z,2600000,False,-233.0,-30.0,1,right,MISS O. Prosper 3PT,[1641765],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.47,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
266,PT05M27.00S,2024-04-14T20:22:04.3Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,60,31,2024-04-14T20:22:04Z,2610000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,Wiggins,A. Wiggins,265.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
267,PT05M11.00S,2024-04-14T20:22:18.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,27.94021024967148,19.607843137254903,1610612760,63,31,2024-04-14T20:22:23Z,2620000,False,152.0,210.0,1,left,A. Wiggins 25' 3PT step back (9 PTS) (J. Williams 1 AST),"[1630598, 1631119]",1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Right Center,25.93,Made,Wiggins,A. Wiggins,,,,,,9.0,J. Williams,1631119.0,1.0,,,,,,,,,,
269,PT04M57.00S,2024-04-14T20:22:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630639,74.19513797634691,15.931372549019606,1610612742,63,31,2024-04-14T20:22:37Z,2640000,False,-170.0,190.0,1,right,MISS A. Lawson 25' pullup 3PT,[1630639],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Left Center,25.52,Missed,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
270,PT04M53.00S,2024-04-14T20:22:37.7Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,63,31,2024-04-14T20:22:37Z,2650000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,J. Williams,269.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
271,PT04M43.00S,2024-04-14T20:22:46.7Z,2,REGULAR,2pt,Jump Shot,[],1630198,3.4986859395532193,22.30392156862745,1610612760,65,31,2024-04-14T20:22:51Z,2660000,False,138.0,-20.0,1,left,I. Joe 13' Jump Shot (2 PTS) (C. Wallace 1 AST),"[1630198, 1641717]",1610612760.0,OKC,,,,,,,Mid-Range,8-16 Right,13.99,Made,Joe,I. Joe,,,,,,2.0,C. Wallace,1641717.0,1.0,,,,,,,,,,
273,PT04M29.00S,2024-04-14T20:23:00.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630639,93.38042049934296,47.05882352941176,1610612742,65,31,2024-04-14T20:23:03Z,2680000,False,-15.0,10.0,1,right,MISS A. Lawson driving Layup,[1630639],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,1.76,Missed,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
274,PT04M28.00S,2024-04-14T20:23:01.8Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,65,31,2024-04-14T20:23:03Z,2690000,False,,,0,,J. Williams REBOUND (Off:0 Def:5),[1631119],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,273.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
275,PT04M25.00S,2024-04-14T20:23:05.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,33.459264126149804,49.50980392156863,1610612760,65,31,2024-04-14T20:23:12Z,2700000,False,2.0,262.0,1,left,MISS S. Gilgeous-Alexander 26' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,,,,Above the Break 3,24+ Center,26.2,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
276,PT04M21.00S,2024-04-14T20:23:09.5Z,2,REGULAR,rebound,defensive,[],202693,,,1610612742,65,31,2024-04-14T20:23:12Z,2710000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Morris,M. Morris,275.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
277,PT04M19.00S,2024-04-14T20:23:10.9Z,2,REGULAR,turnover,bad pass,[],202693,,,1610612742,65,31,2024-04-14T20:23:20Z,2720000,False,,,0,,M. Morris bad pass TURNOVER (2 TO),"[202693, 1630198]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Morris,M. Morris,,,,,,,,,,,,,,,2.0,,,Joe,1630198.0
278,PT04M19.00S,2024-04-14T20:23:10.9Z,2,REGULAR,steal,,[],1630198,,,1610612760,65,31,2024-04-14T20:23:12Z,2730000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,
279,PT04M15.00S,2024-04-14T20:23:16.7Z,2,REGULAR,foul,personal,['2freethrow'],203501,,,1610612760,65,31,2024-04-14T20:23:21Z,2740000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203501, 1628983]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,1162.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
281,PT04M15.00S,2024-04-14T20:23:41.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628983,,,1610612760,66,31,2024-04-14T20:24:41Z,2760000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,14.0,,,,,,,,,,,,,
282,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,66,31,2024-04-14T20:23:54Z,2770000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,
283,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,66,31,2024-04-14T20:23:54Z,2780000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
284,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612760,66,31,2024-04-14T20:23:54Z,2790000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
285,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,out,[],203501,,,1610612760,66,31,2024-04-14T20:23:54Z,2800000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
286,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,66,31,2024-04-14T20:23:54Z,2810000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
287,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,in,[],202330,,,1610612760,66,31,2024-04-14T20:23:54Z,2820000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
288,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,in,[],1641788,,,1610612760,66,31,2024-04-14T20:23:54Z,2830000,False,,,0,,SUB in: A. Fudge,[1641788],1610612742.0,DAL,,,,,,,,,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
289,PT04M15.00S,2024-04-14T20:23:42.5Z,2,REGULAR,substitution,in,[],1630314,,,1610612760,66,31,2024-04-14T20:23:54Z,2840000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
290,PT04M15.00S,2024-04-14T20:23:41.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628983,,,1610612760,67,31,2024-04-14T20:24:41Z,2850000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,15.0,,,,,,,,,,,,,
291,PT04M07.00S,2024-04-14T20:24:17.6Z,2,REGULAR,turnover,bad pass,[],1630314,,,1610612742,67,31,2024-04-14T20:24:21Z,2860000,False,,,0,,B. Williams bad pass TURNOVER (1 TO),"[1630314, 1630598]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right,,,Williams,B. Williams,,,,,,,,,,,,,,,1.0,,,Wiggins,1630598.0
292,PT04M07.00S,2024-04-14T20:24:17.6Z,2,REGULAR,steal,,[],1630598,,,1610612760,67,31,2024-04-14T20:24:19Z,2870000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
293,PT04M03.00S,2024-04-14T20:24:21.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'fromturnover']",1630598,6.521024967148489,67.64705882352942,1610612760,67,31,2024-04-14T20:25:31Z,2880000,False,-88.0,9.0,1,left,MISS A. Wiggins 8' running Layup,[1630598],1610612760.0,OKC,running,,,,,,Mid-Range,8-16 Left,8.86,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
294,PT04M03.00S,2024-04-14T20:24:21.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,67,31,2024-04-14T20:24:31Z,2890000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,,,,293.0,,,,,,,,,,,,,,,,,,
295,PT04M03.00S,2024-04-14T20:24:30.3Z,2,REGULAR,foul,personal,[],1631119,,,1610612742,67,31,2024-04-14T20:24:38Z,2900000,False,,,0,,J. Williams loose ball personal FOUL (1 PF),"[1631119, 1641765]",1610612760.0,OKC,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,,,,,,,,,,1162.0,1.0,0.0,Prosper,1641765.0,,,,,
297,PT04M03.00S,2024-04-14T20:24:38.8Z,2,REGULAR,substitution,out,[],1628983,,,1610612742,67,31,2024-04-14T20:24:44Z,2920000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,,,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
298,PT04M03.00S,2024-04-14T20:24:38.8Z,2,REGULAR,substitution,out,[],1630639,,,1610612742,67,31,2024-04-14T20:24:44Z,2930000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
299,PT04M03.00S,2024-04-14T20:24:38.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612742,67,31,2024-04-14T20:24:44Z,2940000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
300,PT04M03.00S,2024-04-14T20:24:38.8Z,2,REGULAR,substitution,in,[],203501,,,1610612742,67,31,2024-04-14T20:24:44Z,2950000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
301,PT03M50.00S,2024-04-14T20:24:58.7Z,2,REGULAR,2pt,Jump Shot,[],202693,79.188567674113,42.40196078431372,1610612742,67,31,2024-04-14T20:25:03Z,2960000,False,-38.0,143.0,1,right,MISS M. Morris 14' turnaround Shot,[202693],1610612742.0,DAL,turnaround,,,,,,Mid-Range,8-16 Center,14.81,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
302,PT03M48.00S,2024-04-14T20:25:00.7Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,67,31,2024-04-14T20:25:03Z,2970000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,,,,Mid-Range,8-16 Center,,,Giddey,J. Giddey,301.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
303,PT03M37.00S,2024-04-14T20:25:11.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,16.113666228646515,3.9215686274509802,1610612760,70,31,2024-04-14T20:25:16Z,2980000,False,230.0,99.0,1,left,L. Dort 25' 3PT step back (5 PTS) (J. Giddey 5 AST),"[1629652, 1630581]",1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Right Center,25.08,Made,Dort,L. Dort,,,,,,5.0,J. Giddey,1630581.0,5.0,,,,,,,,,,
305,PT03M26.00S,2024-04-14T20:25:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612742,70,31,2024-04-14T20:25:30Z,3000000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Williams 2 FT),"[1630581, 1630314]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Giddey,J. Giddey,,,,,,,,,,1162.0,1.0,0.0,Williams,1630314.0,,,,,
307,PT03M26.00S,2024-04-14T20:25:51.7Z,2,REGULAR,freethrow,1 of 2,[],1630314,,,1610612742,70,32,2024-04-14T20:26:15Z,3020000,False,,,0,,B. Williams Free Throw 1 of 2 (9 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,Made,Williams,B. Williams,,,,,,9.0,,,,,,,,,,,,,
308,PT03M26.00S,2024-04-14T20:25:52.2Z,2,REGULAR,substitution,out,[],202693,,,1610612742,70,32,2024-04-14T20:25:56Z,3030000,False,,,0,,SUB out: M. Morris,[202693],1610612742.0,DAL,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
309,PT03M26.00S,2024-04-14T20:25:52.2Z,2,REGULAR,substitution,in,[],203939,,,1610612742,70,32,2024-04-14T20:25:56Z,3040000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
310,PT03M26.00S,2024-04-14T20:25:51.7Z,2,REGULAR,freethrow,2 of 2,[],1630314,,,1610612742,70,32,2024-04-14T20:26:15Z,3050000,False,,,0,,MISS B. Williams Free Throw 2 of 2,[1630314],1610612742.0,DAL,,,,,,,,,,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
311,PT03M24.00S,2024-04-14T20:25:53.7Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,70,32,2024-04-14T20:26:15Z,3060000,False,,,0,,J. Williams REBOUND (Off:0 Def:6),[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,310.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
312,PT03M14.00S,2024-04-14T20:26:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612760,70,32,2024-04-14T20:26:33Z,3070000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Wiggins 2 FT),"[203501, 1630598]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,1162.0,2.0,0.0,Wiggins,1630598.0,,,,,
314,PT03M14.00S,2024-04-14T20:26:52.9Z,2,REGULAR,freethrow,1 of 2,[],1630598,,,1610612760,71,32,2024-04-14T20:26:53Z,3090000,False,,,0,,A. Wiggins Free Throw 1 of 2 (10 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,,10.0,,,,,,,,,,,,,
315,PT03M14.00S,2024-04-14T20:27:08.0Z,2,REGULAR,freethrow,2 of 2,[],1630598,,,1610612760,72,32,2024-04-14T20:27:08Z,3100000,False,,,0,,A. Wiggins Free Throw 2 of 2 (11 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,,11.0,,,,,,,,,,,,,
316,PT03M00.00S,2024-04-14T20:27:26.8Z,2,REGULAR,2pt,Jump Shot,[],1641765,84.97043363994744,78.43137254901961,1610612742,72,32,2024-04-14T20:27:32Z,3110000,False,142.0,89.0,1,right,MISS O. Prosper 16' pullup Shot,[1641765],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right,16.76,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
317,PT02M56.00S,2024-04-14T20:27:30.4Z,2,REGULAR,rebound,offensive,[],1641788,,,1610612742,72,32,2024-04-14T20:27:30Z,3120000,False,,,0,,A. Fudge REBOUND (Off:1 Def:0),[1641788],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right,,,Fudge,A. Fudge,316.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
318,PT02M55.00S,2024-04-14T20:27:31.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641788,92.59198423127464,49.01960784313725,1610612742,72,34,2024-04-14T20:27:50Z,3130000,False,-5.0,17.0,1,right,A. Fudge driving DUNK (2 PTS),[1641788],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,1.78,Made,Fudge,A. Fudge,,,,,,2.0,,,,,,,,,,,,,
319,PT02M39.00S,2024-04-14T20:27:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630314,,,1610612760,72,34,2024-04-14T20:30:35Z,3140000,False,,,0,,B. Williams shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630314, 202330]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Williams,B. Williams,,,,,,,,,,1627541.0,1.0,0.0,Hayward,202330.0,,,,,
321,PT02M39.00S,2024-04-14T20:27:59.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,72,34,2024-04-14T20:27:59Z,3160000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M39.00S,2024-04-14T20:28:45.1Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,72,34,2024-04-14T20:30:34Z,3170000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
324,PT02M39.00S,2024-04-14T20:28:45.1Z,2,REGULAR,substitution,out,[],1641765,,,1610612760,72,34,2024-04-14T20:30:34Z,3180000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
325,PT02M39.00S,2024-04-14T20:28:45.1Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,72,34,2024-04-14T20:30:34Z,3190000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
326,PT02M39.00S,2024-04-14T20:28:45.1Z,2,REGULAR,substitution,in,[],1630639,,,1610612760,72,34,2024-04-14T20:30:34Z,3200000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
327,PT02M39.00S,2024-04-14T20:30:54.7Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612760,73,34,2024-04-14T20:30:54Z,3210000,False,,,0,,G. Hayward Free Throw 1 of 2 (3 PTS),[202330],1610612760.0,OKC,,,,,,,,,,Made,Hayward,G. Hayward,,,,,,3.0,,,,,,,,,,,,,
328,PT02M39.00S,2024-04-14T20:31:10.3Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612760,74,34,2024-04-14T20:31:10Z,3220000,False,,,0,,G. Hayward Free Throw 2 of 2 (4 PTS),[202330],1610612760.0,OKC,,,,,,,,,,Made,Hayward,G. Hayward,,,,,,4.0,,,,,,,,,,,,,
329,PT02M27.00S,2024-04-14T20:31:24.5Z,2,REGULAR,3pt,Jump Shot,[],203501,73.66951379763469,13.480392156862745,1610612742,74,34,2024-04-14T20:31:28Z,3230000,False,-183.0,195.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,26.71,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
330,PT02M23.00S,2024-04-14T20:31:28.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,34,2024-04-14T20:31:28Z,3240000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Dort,L. Dort,329.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
331,PT02M09.00S,2024-04-14T20:31:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,5.601182654402102,51.9607843137255,1610612760,76,34,2024-04-14T20:31:46Z,3250000,False,-10.0,0.0,1,left,J. Williams driving reverse Layup (5 PTS) (J. Williams 3 AST),"[1631119, 1631114]",1610612760.0,OKC,driving reverse,,,,,,Restricted Area,0-8 Center,0.98,Made,Williams,J. Williams,,,,,,5.0,J. Williams,1631114.0,3.0,,,,,,,,,,
333,PT01M47.00S,2024-04-14T20:32:04.0Z,2,REGULAR,3pt,Jump Shot,[],203501,68.41327201051249,66.66666666666666,1610612742,76,34,2024-04-14T20:32:50Z,3270000,False,83.0,244.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Right Center,25.82,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
334,PT01M47.00S,2024-04-14T20:32:04.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,76,34,2024-04-14T20:32:13Z,3280000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,,333.0,,,,,,,,,,,,,,,,,,
336,PT01M38.00S,2024-04-14T20:32:19.3Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,76,34,2024-04-14T20:32:23Z,3300000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1641788]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Giddey,J. Giddey,,,,,,,,,,,,,,,1.0,,,Fudge,1641788.0
337,PT01M38.00S,2024-04-14T20:32:19.3Z,2,REGULAR,steal,,[],1641788,,,1610612742,76,34,2024-04-14T20:32:21Z,3310000,False,,,0,,A. Fudge STEAL (1 STL),[1641788],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
338,PT01M34.00S,2024-04-14T20:32:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630639,92.85479632063075,49.754901960784316,1610612742,76,36,2024-04-14T20:32:28Z,3320000,False,-1.0,15.0,1,right,A. Lawson running Layup (6 PTS) (B. Williams 2 AST),"[1630639, 1630314]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,1.47,Made,Lawson,A. Lawson,,,,,,6.0,B. Williams,1630314.0,2.0,,,,,,,,,,
