actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M51.00S,2024-01-01T00:12:55.0Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,0,5,2024-01-01T00:12:55Z,170000,False,,,0,,N. Claxton Free Throw 2 of 2 (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
18,PT10M35.00S,2024-01-01T00:13:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,86.02168199737189,63.48039215686274,1610612760,0,5,2024-01-01T00:13:20Z,180000,False,67.0,79.0,1,right,MISS S. Gilgeous-Alexander 10' turnaround fadeaway Shot,[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,10.38,Missed,,,,,,,,,,,,,,
19,PT10M32.00S,2024-01-01T00:13:16.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,0,5,2024-01-01T00:13:20Z,190000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M27.00S,2024-01-01T00:13:23.6Z,1,REGULAR,foul,personal,[],1630581,,,1610612751,0,5,2024-01-01T00:13:34Z,200000,False,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1628969]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,1628487.0,,,,,,,,,,,,,,1.0,0.0,Bridges,1628969.0,,
22,PT10M18.00S,2024-01-01T00:13:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,28.728646517739815,18.627450980392158,1610612751,0,8,2024-01-01T00:13:56Z,220000,False,157.0,218.0,1,left,D. Finney-Smith 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1627827, 1628969]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,26.82,Made,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
24,PT10M16.00S,2024-01-01T00:13:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,0,8,2024-01-01T00:13:57Z,240000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2024-01-01T00:16:54.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,93.51182654402102,49.26470588235294,1610612760,2,8,2024-01-01T00:16:58Z,250000,False,-4.0,8.0,1,right,L. Dort cutting DUNK (2 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
27,PT09M42.00S,2024-01-01T00:17:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.338370565045992,36.27450980392157,1610612751,2,10,2024-01-01T00:17:20Z,270000,False,69.0,-2.0,1,left,C. Johnson 6' driving Layup (2 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.86,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,
29,PT09M23.00S,2024-01-01T00:17:35.6Z,1,REGULAR,2pt,Jump Shot,[],1630581,85.89027595269383,33.57843137254902,1610612760,4,10,2024-01-01T00:18:03Z,290000,False,-82.0,80.0,1,right,J. Giddey 11' floating Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,11.47,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
31,PT09M11.00S,2024-01-01T00:17:47.9Z,1,REGULAR,3pt,Jump Shot,[],203915,20.71287779237845,93.13725490196079,1610612751,4,13,2024-01-01T00:17:51Z,310000,False,-216.0,142.0,1,left,S. Dinwiddie 25' 3PT  (3 PTS) (M. Bridges 2 AST),"[203915, 1628969]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,25.84,Made,3.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
33,PT08M58.00S,2024-01-01T00:18:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.24901445466492,54.166666666666664,1610612760,6,13,2024-01-01T00:18:05Z,330000,False,21.0,11.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,2.35,Made,2.0,,,,,,,,,,,,,
34,PT08M42.00S,2024-01-01T00:18:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,5.075558475689881,46.568627450980394,1610612751,6,15,2024-01-01T00:18:20Z,340000,False,17.0,-5.0,1,left,M. Bridges cutting Layup (5 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,1.79,Made,5.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,
36,PT08M26.00S,2024-01-01T00:18:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.5407358738502,48.77450980392157,1610612760,8,15,2024-01-01T00:19:23Z,360000,False,-6.0,27.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (4 PTS) (J. Giddey 2 AST),"[1628983, 1630581]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,2.77,Made,4.0,J. Giddey,1630581.0,2.0,,,,,,,,,,
38,PT08M16.00S,2024-01-01T00:18:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629661,2.7102496714848883,95.58823529411765,1610612751,8,15,2024-01-01T00:18:48Z,380000,False,-228.0,-27.0,1,left,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,,22.95,Missed,,,,,,,,,,,,,,
39,PT08M13.00S,2024-01-01T00:18:45.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,8,15,2024-01-01T00:18:48Z,390000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT08M00.00S,2024-01-01T00:18:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,81.68528252299606,48.529411764705884,1610612760,8,15,2024-01-01T00:19:03Z,400000,False,-7.0,120.0,1,right,MISS J. Williams 11' turnaround Shot,[1631114],1610612760.0,OKC,turnaround,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.99,Missed,,,,,,,,,,,,,,
41,PT07M57.00S,2024-01-01T00:19:01.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,8,15,2024-01-01T00:19:03Z,410000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,
43,PT07M47.00S,2024-01-01T00:19:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,24.52365308804205,13.23529411764706,1610612751,8,18,2024-01-01T00:19:32Z,430000,False,184.0,178.0,1,left,M. Bridges 25' 3PT  (8 PTS) (S. Dinwiddie 2 AST),"[1628969, 203915]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,25.59,Made,8.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,
45,PT07M34.00S,2024-01-01T00:19:39.6Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,8,18,2024-01-01T00:19:44Z,450000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1628969]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,1.0,Bridges,1628969.0,,,,,,,,,,,,,,,,
46,PT07M34.00S,2024-01-01T00:19:39.6Z,1,REGULAR,steal,,[],1628969,,,1610612751,8,18,2024-01-01T00:19:41Z,460000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M31.00S,2024-01-01T00:19:44.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,6.521024967148489,40.68627450980392,1610612751,8,18,2024-01-01T00:21:04Z,470000,False,47.0,9.0,1,left,MISS C. Johnson running Layup - blocked,"[1629661, 1629652]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.74,Missed,,,,,,,,,,,,,Dort,1629652.0
48,PT07M31.00S,2024-01-01T00:19:44.5Z,1,REGULAR,block,,[],1629652,,,1610612751,8,18,2024-01-01T00:19:49Z,480000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2024-01-01T00:19:44.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,8,18,2024-01-01T00:19:56Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,47.0,,,,,,,,,
51,PT07M13.00S,2024-01-01T00:20:17.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,72.88107752956637,78.18627450980392,1610612760,11,18,2024-01-01T00:20:21Z,510000,False,141.0,202.0,1,right,L. Dort 24' 3PT  (5 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,24.66,Made,5.0,J. Williams,1631114.0,1.0,,,,,,,,,,
53,PT06M54.00S,2024-01-01T00:20:38.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612751,11,18,2024-01-01T00:20:46Z,530000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1629651]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,1627534.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
55,PT06M54.00S,2024-01-01T00:20:43.0Z,1,REGULAR,substitution,out,[],1631096,,,1610612751,11,18,2024-01-01T00:21:03Z,550000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2024-01-01T00:20:43.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,11,18,2024-01-01T00:21:03Z,560000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2024-01-01T00:20:43.0Z,1,REGULAR,substitution,in,[],1641717,,,1610612751,11,18,2024-01-01T00:21:03Z,570000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M54.00S,2024-01-01T00:20:43.0Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,11,18,2024-01-01T00:21:03Z,580000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M40.00S,2024-01-01T00:21:25.7Z,1,REGULAR,3pt,Jump Shot,[],203915,33.590670170827856,53.431372549019606,1610612751,11,18,2024-01-01T01:21:39Z,590000,False,-17.0,263.0,1,left,MISS S. Dinwiddie 26' pullup 3PT,[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,26.39,Missed,,,,,,,,,,,,,,
60,PT06M37.00S,2024-01-01T00:21:28.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,11,18,2024-01-01T00:21:34Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,59.0,,,,,,,,,
61,PT06M28.00S,2024-01-01T00:21:44.2Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612760,11,18,2024-01-01T00:21:53Z,610000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629651, 1628983]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
63,PT06M28.00S,2024-01-01T00:22:07.3Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,12,18,2024-01-01T00:22:07Z,630000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
64,PT06M28.00S,2024-01-01T00:22:20.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,13,18,2024-01-01T00:22:20Z,640000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
65,PT06M12.00S,2024-01-01T00:22:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,5.863994743758213,48.03921568627451,1610612751,13,20,2024-01-01T00:22:42Z,650000,False,10.0,3.0,1,left,M. Bridges driving Layup (10 PTS) (N. Claxton 2 AST),"[1628969, 1629651]",1610612751.0,BKN,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,1.01,Made,10.0,N. Claxton,1629651.0,2.0,,,,,,,,,,
66,PT06M05.00S,2024-01-01T00:22:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.46057818659659,50.0,1610612760,15,20,2024-01-01T00:25:21Z,660000,False,0.0,18.0,1,right,J. Williams driving Layup (2 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,1.84,Made,2.0,,,,,,,,,,,,,
68,PT05M44.00S,2024-01-01T00:23:11.1Z,1,REGULAR,foul,personal,[],1641717,,,1610612751,15,20,2024-01-01T00:23:18Z,670000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1629651]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
70,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,out,[],1629652,,,1610612751,15,20,2024-01-01T00:23:30Z,690000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612751,15,20,2024-01-01T00:23:30Z,700000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,15,20,2024-01-01T00:23:30Z,710000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,15,20,2024-01-01T00:23:30Z,720000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,in,[],1630198,,,1610612751,15,20,2024-01-01T00:23:30Z,730000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,in,[],1631119,,,1610612751,15,20,2024-01-01T00:23:30Z,740000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,15,20,2024-01-01T00:23:30Z,750000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2024-01-01T00:23:17.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,15,20,2024-01-01T00:23:30Z,760000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M31.00S,2024-01-01T00:23:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,8.754927726675426,49.26470588235294,1610612751,15,20,2024-01-01T00:42:08Z,770000,False,4.0,30.0,1,left,MISS M. Bridges driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,3.0,Missed,,,,,,,,,,,,,,
80,PT05M31.00S,2024-01-01T00:23:53.2Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,15,20,2024-01-01T00:26:30Z,790000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,78.0,1.0,0.0,1.0,,,,,,
86,PT05M31.00S,2024-01-01T00:25:56.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612751,15,20,2024-01-01T00:26:08Z,840000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1641717, 1630549]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,,,,,2.0,0.0,Sharpe,1630549.0,,
88,PT05M31.00S,2024-01-01T00:26:17.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,15,20,2024-01-01T00:26:17Z,860000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
89,PT05M31.00S,2024-01-01T00:26:17.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,15,20,2024-01-01T00:26:17Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,
90,PT05M31.00S,2024-01-01T00:26:35.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,15,21,2024-01-01T00:26:35Z,880000,False,,,0,,D. Sharpe Free Throw 2 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
91,PT05M24.00S,2024-01-01T00:26:46.8Z,1,REGULAR,foul,personal,[],1630560,,,1610612760,15,21,2024-01-01T00:30:45Z,890000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 1631119]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,16-24 Left Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Williams,1631119.0,,
93,PT05M10.00S,2024-01-01T00:27:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,89.56964520367937,49.01960784313725,1610612760,15,21,2024-01-01T00:31:35Z,910000,False,-5.0,46.0,1,right,MISS C. Wallace floating Shot,[1641717],1610612760.0,OKC,floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.58,Missed,,,,,,,,,,,,,,
94,PT05M07.00S,2024-01-01T00:27:19.7Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,15,21,2024-01-01T00:27:21Z,920000,False,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,93.0,1.0,0.0,1.0,,,,,,
95,PT05M07.00S,2024-01-01T00:27:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631119,94.40999984741211,50.0,1610612760,15,21,2024-01-01T00:27:19Z,930000,False,0.0,0.0,1,right,MISS J. Williams tip Layup,[1631119],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,0.0,Missed,,,,,,,,,,,,,,
96,PT05M06.00S,2024-01-01T00:27:20.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,15,21,2024-01-01T00:27:20Z,940000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,
