actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
34,PT09M14.00S,2023-11-09T01:15:00.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,5.732588699080158,48.529411764705884,1610612760,9,10,2023-11-09T01:15:05Z,340000,False,7.0,1.0,1,left,C. Holmgren driving DUNK (5 PTS) (J. Giddey 2 AST),"[1631096, 1630581]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,,,0.75,J. Giddey,1630581.0,2.0,,
36,PT08M57.00S,2023-11-09T01:15:21.3Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612739,9,10,2023-11-09T01:15:26Z,360000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Allen 2 FT),"[1631096, 1628386]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1830.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
38,PT08M57.00S,2023-11-09T01:15:49.3Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,9,10,2023-11-09T01:15:49Z,380000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
39,PT08M57.00S,2023-11-09T01:15:49.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,9,10,2023-11-09T01:15:49Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,
40,PT08M57.00S,2023-11-09T01:16:08.8Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,9,11,2023-11-09T01:16:08Z,400000,False,,,0,,J. Allen Free Throw 2 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
41,PT08M46.00S,2023-11-09T01:16:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.469776609724048,54.65686274509803,1610612760,9,11,2023-11-09T01:16:26Z,410000,False,-23.0,-1.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 1629636]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,2.33,,,,Garland,1629636.0
73,PT08M46.00S,2023-11-09T01:16:20.8Z,1,REGULAR,block,,[],1629636,,,1610612760,9,11,2023-11-09T01:20:27Z,415000,False,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M45.00S,2023-11-09T01:16:21.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,9,11,2023-11-09T01:16:21Z,420000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,
43,PT08M44.00S,2023-11-09T01:16:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,6.915243101182654,49.01960784313725,1610612760,11,11,2023-11-09T01:16:32Z,430000,False,5.0,13.0,1,left,J. Giddey putback Layup (4 PTS),[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,,,,1.34,,,,,
44,PT08M38.00S,2023-11-09T01:16:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.64323258869908,56.127450980392155,1610612739,11,11,2023-11-09T01:16:35Z,440000,False,31.0,7.0,1,right,MISS M. Strus cutting Layup - blocked,"[1629622, 1630581]",1610612739.0,CLE,cutting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,3.15,,,,Giddey,1630581.0
45,PT08M38.00S,2023-11-09T01:16:29.0Z,1,REGULAR,block,,[],1630581,,,1610612739,11,11,2023-11-09T01:16:30Z,450000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M38.00S,2023-11-09T01:16:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,11,11,2023-11-09T01:16:35Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,44.0,,,,,,,,,,,,
48,PT08M38.00S,2023-11-09T01:16:46.2Z,1,REGULAR,foul,offensive,[],1629636,,,1610612739,11,11,2023-11-09T01:17:06Z,480000,False,,,0,,D. Garland off-the-ball offensive FOUL (1 PF),"[1629636, 1628983]",1610612739.0,CLE,off-the-ball,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,1830.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
50,PT08M38.00S,2023-11-09T01:16:46.2Z,1,REGULAR,turnover,offensive foul,[],1629636,,,1610612739,11,11,2023-11-09T01:17:06Z,500000,False,,,0,,D. Garland offensive foul TURNOVER (1 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,202056.0,,,,,,,,,,,1.0,,,,,,,,
51,PT08M20.00S,2023-11-09T01:17:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.389618922470433,49.26470588235294,1610612760,13,11,2023-11-09T01:17:27Z,510000,False,4.0,8.0,1,left,S. Gilgeous-Alexander driving Layup (4 PTS) (L. Dort 1 AST),"[1628983, 1629652]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,,,,0.85,L. Dort,1629652.0,1.0,,
53,PT08M04.00S,2023-11-09T01:17:39.0Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,13,11,2023-11-09T01:17:42Z,530000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1631114]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,Williams,1631114.0,,,,,,
54,PT08M04.00S,2023-11-09T01:17:39.0Z,1,REGULAR,steal,,[],1631114,,,1610612760,13,11,2023-11-09T01:17:40Z,540000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
55,PT08M01.00S,2023-11-09T01:17:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612760,13,11,2023-11-09T01:18:08Z,550000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Williams 2 FT),"[1628378, 1631114]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Williams,1631114.0,,,,,,,,,,,,,,,
57,PT08M01.00S,2023-11-09T01:18:18.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,14,11,2023-11-09T01:18:18Z,570000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
58,PT08M01.00S,2023-11-09T01:18:33.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,15,11,2023-11-09T01:18:33Z,580000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
59,PT07M46.00S,2023-11-09T01:18:51.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,89.56964520367937,48.28431372549019,1610612739,15,13,2023-11-09T01:18:55Z,590000,False,-9.0,46.0,1,right,J. Allen Hook (5 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,,,,,4.63,D. Garland,1629636.0,1.0,,
61,PT07M38.00S,2023-11-09T01:18:58.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630581,8.754927726675426,37.00980392156863,1610612760,15,13,2023-11-09T01:19:02Z,610000,False,65.0,30.0,1,left,MISS J. Giddey 7' driving DUNK,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,7.15,,,,,
62,PT07M36.00S,2023-11-09T01:19:00.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,15,13,2023-11-09T01:19:02Z,620000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,
63,PT07M29.00S,2023-11-09T01:19:07.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,15,13,2023-11-09T01:19:10Z,630000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1630581]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,Giddey,1630581.0,,,,,,
64,PT07M29.00S,2023-11-09T01:19:07.3Z,1,REGULAR,steal,,[],1630581,,,1610612760,15,13,2023-11-09T01:19:08Z,640000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
65,PT07M24.00S,2023-11-09T01:19:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,5.338370565045992,51.225490196078425,1610612760,17,13,2023-11-09T01:19:18Z,650000,False,-6.0,-2.0,1,left,S. Gilgeous-Alexander running Layup (6 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,,,,0.65,,,,,
74,PT07M08.00S,2023-11-09T01:19:32.4Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,17,13,2023-11-09T05:32:20Z,660000,False,,,0,,D. Garland bad pass out-of-bounds TURNOVER (4 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,1830.0,,,,,,,,,,,4.0,,,,,,,,
67,PT07M07.00S,2023-11-09T01:19:32.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612760,17,13,2023-11-09T01:24:59Z,670000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M07.00S,2023-11-09T01:19:32.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612760,17,13,2023-11-09T01:24:59Z,680000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M07.00S,2023-11-09T01:19:32.4Z,1,REGULAR,substitution,in,[],1629731,,,1610612760,17,13,2023-11-09T01:24:59Z,690000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M07.00S,2023-11-09T01:19:32.4Z,1,REGULAR,substitution,in,[],1627747,,,1610612760,17,13,2023-11-09T01:24:59Z,700000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M07.00S,2023-11-09T01:19:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,13,2023-11-09T01:24:59Z,710000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M07.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,17,13,2023-11-09T01:22:19Z,740000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M07.00S,2023-11-09T01:22:12.6Z,1,REGULAR,substitution,in,[],202722,,,1610612760,17,13,2023-11-09T01:22:19Z,750000,False,,,0,,SUB in: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT06M54.00S,2023-11-09T01:22:34.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,9.641918528252305,55.63725490196079,1610612760,17,13,2023-11-09T01:40:22Z,755000,False,-28.0,38.0,1,left,MISS J. Williams Layup - blocked,"[1631114, 1629731]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,4.74,,,,Wade,1629731.0
188,PT06M54.00S,2023-11-09T01:22:34.1Z,1,REGULAR,block,,[],1629731,,,1610612760,17,13,2023-11-09T01:40:22Z,757500,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT06M54.00S,2023-11-09T01:22:34.1Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,17,13,2023-11-09T01:40:22Z,758750,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,187.0,2.0,1.0,1.0,,,,,,,,,
77,PT06M50.00S,2023-11-09T01:22:55.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,27.808804204993432,19.852941176470587,1610612760,20,13,2023-11-09T01:40:22Z,760000,False,151.0,209.0,1,left,L. Dort 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,,,,25.76,S. Gilgeous-Alexander,1628983.0,1.0,,
79,PT06M25.00S,2023-11-09T01:23:20.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,94.03745072273325,64.2156862745098,1610612739,20,13,2023-11-09T01:23:25Z,780000,False,71.0,4.0,1,right,MISS E. Mobley 7' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,7.12,,,,,
80,PT06M23.00S,2023-11-09T01:23:22.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,20,13,2023-11-09T01:23:25Z,790000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,79.0,3.0,2.0,1.0,,,,,,,,,
81,PT06M11.00S,2023-11-09T01:23:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.075558475689881,55.14705882352941,1610612760,20,13,2023-11-09T01:23:38Z,800000,False,-26.0,-5.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,2.61,,,,,
82,PT06M09.00S,2023-11-09T01:23:36.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,20,13,2023-11-09T01:23:38Z,810000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,
83,PT05M59.00S,2023-11-09T01:23:46.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.24638633377135,87.25490196078431,1610612739,20,13,2023-11-09T01:23:51Z,820000,False,186.0,180.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,,,25.92,,,,,
