actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M11.00S,2023-12-01T01:11:47.6Z,1,REGULAR,foul,personal,[],1627752,,,1610612760,0,0,2023-12-01T01:11:53Z,160000,False,,,0,,T. Prince loose ball personal FOUL (1 PF),"[1627752, 1629652]",1610612747.0,LAL,loose ball,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Dort,1629652.0,,,,
18,PT11M05.00S,2023-12-01T01:12:11.1Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,0,0,2023-12-01T01:12:14Z,180000,False,,,0,,C. Holmgren bad pass TURNOVER (1 TO),"[1631096, 1631108]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,Christie,1631108.0,,,,,,,,,
19,PT11M05.00S,2023-12-01T01:12:11.1Z,1,REGULAR,steal,,[],1631108,,,1610612747,0,0,2023-12-01T01:12:13Z,190000,False,,,0,,M. Christie STEAL (2 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M49.00S,2023-12-01T01:12:26.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,80.3712220762155,57.107843137254896,1610612747,0,2,2023-12-01T01:13:38Z,200000,False,36.0,132.0,1,right,D. Russell 13' driving floating Jump Shot (2 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,,,,,,,,,,,,2.0,,,
21,PT10M31.00S,2023-12-01T01:12:44.8Z,1,REGULAR,3pt,Jump Shot,[],1631114,30.56833114323259,69.11764705882352,1610612760,0,2,2023-12-01T01:14:05Z,210000,False,-96.0,235.0,1,left,MISS J. Williams 25' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
22,PT10M27.00S,2023-12-01T01:12:48.8Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,0,2,2023-12-01T01:12:50Z,220000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,
23,PT10M20.00S,2023-12-01T01:12:56.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630581,25.837713534822605,70.58823529411765,1610612760,0,2,2023-12-01T01:13:00Z,230000,False,-103.0,190.0,1,left,MISS J. Giddey 21' pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,21.64,Missed,,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2023-12-01T01:13:00.7Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,0,2,2023-12-01T01:15:59Z,240000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left Center,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,
25,PT10M13.00S,2023-12-01T01:13:02.8Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,0,2,2023-12-01T01:13:06Z,250000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1630581]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Giddey,1630581.0,,,,,,,,,
26,PT10M13.00S,2023-12-01T01:13:02.8Z,1,REGULAR,steal,,[],1630581,,,1610612760,0,2,2023-12-01T01:13:04Z,260000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT10M07.00S,2023-12-01T01:13:09.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,15.982260183968464,94.85294117647058,1610612760,0,2,2023-12-01T01:16:08Z,270000,False,-224.0,98.0,1,left,MISS L. Dort 24' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2023-12-01T01:13:13.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,2,2023-12-01T01:13:14Z,280000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M52.00S,2023-12-01T01:13:24.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,91.14651773981603,52.450980392156865,1610612747,0,2,2023-12-01T01:13:28Z,290000,False,12.0,31.0,1,right,MISS L. James cutting DUNK - blocked,"[2544, 1631114]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,3.31,Missed,Williams,1631114.0,,,,,,,,,,,,,,,,
30,PT09M52.00S,2023-12-01T01:13:24.5Z,1,REGULAR,block,,[],1631114,,,1610612747,0,2,2023-12-01T01:13:26Z,300000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2023-12-01T01:13:27.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,2,2023-12-01T01:13:28Z,310000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M46.00S,2023-12-01T01:13:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,4.418528252299605,47.05882352941176,1610612760,2,2,2023-12-01T01:13:33Z,320000,False,15.0,-11.0,1,left,L. Dort running Layup (2 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,,,,,2.0,J. Williams,1631114.0,1.0
34,PT09M31.00S,2023-12-01T01:13:46.1Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612747,2,2,2023-12-01T01:13:54Z,340000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Davis 2 FT),"[1631096, 203076]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Davis,203076.0,,,,
36,PT09M31.00S,2023-12-01T01:14:17.1Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,2,3,2023-12-01T01:14:17Z,360000,False,,,0,,A. Davis Free Throw 1 of 2 (1 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
37,PT09M31.00S,2023-12-01T01:14:41.0Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,2,4,2023-12-01T01:14:41Z,370000,False,,,0,,A. Davis Free Throw 2 of 2 (2 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
38,PT09M12.00S,2023-12-01T01:15:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.258212877792378,53.92156862745098,1610612760,4,4,2023-12-01T01:15:04Z,380000,False,-20.0,6.0,1,left,S. Gilgeous-Alexander Layup (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,,,,,,,,,2.0,,,
39,PT09M02.00S,2023-12-01T01:15:10.6Z,1,REGULAR,3pt,Jump Shot,[],2544,75.50919842312747,15.196078431372548,1610612747,4,4,2023-12-01T01:15:15Z,390000,False,-174.0,178.0,1,right,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
40,PT09M01.00S,2023-12-01T01:15:11.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,4,4,2023-12-01T01:15:15Z,400000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,
41,PT08M54.00S,2023-12-01T01:15:20.0Z,1,REGULAR,3pt,Jump Shot,[],1631096,32.53942181340342,50.73529411764706,1610612760,4,4,2023-12-01T01:15:25Z,410000,False,-4.0,253.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
42,PT08M51.00S,2023-12-01T01:15:23.1Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,4,4,2023-12-01T01:15:23Z,420000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,
43,PT08M46.00S,2023-12-01T01:15:27.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,24.78646517739816,81.86274509803921,1610612760,7,4,2023-12-01T01:15:31Z,430000,False,-159.0,180.0,1,left,J. Giddey 24' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,24.07,Made,,,,,,,,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0
45,PT08M26.00S,2023-12-01T01:15:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.80354796320631,42.64705882352941,1610612747,7,6,2023-12-01T01:19:35Z,450000,False,-37.0,25.0,1,right,A. Davis driving Layup (4 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,,,,,,,,,,,,,,,4.0,,,
46,PT08M16.00S,2023-12-01T01:15:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.206964520367937,55.392156862745104,1610612760,7,6,2023-12-01T01:16:03Z,460000,False,-27.0,-4.0,1,left,MISS S. Gilgeous-Alexander driving finger roll Layup - blocked,"[1628983, 1631108]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.72,Missed,Christie,1631108.0,,,,,,,,,,,,,,,,
50,PT08M16.00S,2023-12-01T01:15:57.2Z,1,REGULAR,block,,[],1631108,,,1610612760,7,6,2023-12-01T01:16:15Z,465000,False,,,0,,M. Christie BLOCK (1 BLK),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2023-12-01T01:16:00.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,7,6,2023-12-01T01:16:15Z,470000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,
48,PT08M10.00S,2023-12-01T01:16:03.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,82.34231274638634,95.34313725490196,1610612747,7,9,2023-12-01T01:20:34Z,480000,False,227.0,113.0,1,right,L. James 25' 3PT running (3 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,running,,,James,L. James,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,,,,,,,,,,,3.0,A. Davis,203076.0,1.0
51,PT07M55.00S,2023-12-01T01:16:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.863994743758213,51.9607843137255,1610612760,9,9,2023-12-01T01:16:22Z,500000,False,-10.0,3.0,1,left,J. Giddey reverse Layup (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",1610612760.0,OKC,reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,2.0
53,PT07M38.00S,2023-12-01T01:16:35.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,89.17542706964521,77.20588235294117,1610612747,9,11,2023-12-01T01:16:41Z,520000,False,136.0,49.0,1,right,D. Russell 14' fadeaway Jump Shot (4 PTS),[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,14.47,Made,,,,,,,,,,,,,,,4.0,,,
54,PT07M27.00S,2023-12-01T01:16:46.3Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,9,11,2023-12-01T01:16:49Z,530000,False,,,0,,C. Holmgren bad pass TURNOVER (2 TO),"[1631096, 203076]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Davis,203076.0,,,,,,,,,
55,PT07M27.00S,2023-12-01T01:16:46.3Z,1,REGULAR,steal,,[],203076,,,1610612747,9,11,2023-12-01T01:16:47Z,540000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M22.00S,2023-12-01T01:16:51.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627752,75.64060446780552,13.725490196078432,1610612747,9,14,2023-12-01T01:21:55Z,550000,False,-181.0,176.0,1,right,T. Prince 25' 3PT running pullup (3 PTS) (D. Russell 1 AST),"[1627752, 1626156]",1610612747.0,LAL,running pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.31,Made,,,,,,,,,,,,,,,3.0,D. Russell,1626156.0,1.0
58,PT07M07.00S,2023-12-01T01:17:05.9Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,9,14,2023-12-01T01:17:09Z,570000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 2544]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,James,2544.0,,,,,,,,,
59,PT07M07.00S,2023-12-01T01:17:05.9Z,1,REGULAR,steal,,[],2544,,,1610612747,9,14,2023-12-01T01:23:11Z,580000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M01.00S,2023-12-01T01:17:11.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,92.06636005256242,46.07843137254902,1610612747,9,14,2023-12-01T01:23:15Z,590000,False,-20.0,22.0,1,right,MISS T. Prince running finger roll Layup,[1627752],1610612747.0,LAL,running finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
61,PT06M58.00S,2023-12-01T01:17:14.8Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,9,14,2023-12-01T01:17:17Z,600000,False,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,
62,PT06M58.00S,2023-12-01T01:17:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",2544,94.40999984741211,50.0,1610612747,9,16,2023-12-01T01:17:14Z,610000,False,0.0,0.0,1,right,L. James tip Layup (5 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,5.0,,,
63,PT06M45.00S,2023-12-01T01:17:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,31.225361366622867,65.93137254901961,1610612760,12,16,2023-12-01T01:17:33Z,620000,False,-80.0,241.0,1,left,S. Gilgeous-Alexander 25' 3PT step back (5 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,,,,,,,,,5.0,,,
64,PT06M28.00S,2023-12-01T01:17:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,86.94152431011827,49.50980392156863,1610612747,12,18,2023-12-01T01:22:10Z,630000,False,-2.0,70.0,1,right,A. Davis 7' turnaround fadeaway Jump Shot (6 PTS) (D. Russell 2 AST),"[203076, 1626156]",1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,,,,,,,,,,,6.0,D. Russell,1626156.0,2.0
66,PT06M28.00S,2023-12-01T01:17:51.6Z,1,REGULAR,foul,personal,['1freethrow'],1631096,,,1610612747,12,18,2023-12-01T01:17:59Z,650000,False,,,0,,C. Holmgren shooting personal FOUL (2 PF) (Davis 1 FT),"[1631096, 203076]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627524.0,2.0,0.0,Davis,203076.0,,,,
68,PT06M28.00S,2023-12-01T01:18:01.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,18,2023-12-01T01:21:50Z,670000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,out,[],1631096,,,1610612747,12,18,2023-12-01T01:21:50Z,680000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,12,18,2023-12-01T01:21:50Z,690000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,out,[],2544,,,1610612747,12,18,2023-12-01T01:21:50Z,700000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,in,[],1631119,,,1610612747,12,18,2023-12-01T01:21:50Z,710000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,12,18,2023-12-01T01:21:50Z,720000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2023-12-01T01:20:34.7Z,1,REGULAR,substitution,in,[],1626174,,,1610612747,12,18,2023-12-01T01:21:50Z,730000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M28.00S,2023-12-01T01:21:15.3Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,12,19,2023-12-01T01:21:15Z,740000,False,,,0,,A. Davis Free Throw 1 of 1 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
76,PT06M19.00S,2023-12-01T01:21:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,13.354139290407357,64.95098039215686,1610612760,14,19,2023-12-01T01:21:30Z,750000,False,-75.0,73.0,1,left,J. Williams 10' pullup Jump Shot (2 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,10.45,Made,,,,,,,,,,,,,,,2.0,,,
77,PT06M05.00S,2023-12-01T01:21:40.4Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612747,14,19,2023-12-01T01:21:50Z,760000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Russell 2 FT),"[1631114, 1626156]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Russell,1626156.0,,,,
79,PT06M05.00S,2023-12-01T01:22:07.1Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,14,20,2023-12-01T01:22:07Z,780000,False,,,0,,D. Russell Free Throw 1 of 2 (5 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
80,PT06M05.00S,2023-12-01T01:22:21.1Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,14,21,2023-12-01T01:22:21Z,790000,False,,,0,,D. Russell Free Throw 2 of 2 (6 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
81,PT05M57.00S,2023-12-01T01:22:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.5722733245729295,48.28431372549019,1610612760,16,21,2023-12-01T01:22:34Z,800000,False,9.0,19.0,1,left,J. Giddey cutting finger roll Layup (7 PTS) (J. Williams 2 AST),"[1630581, 1631114]",1610612760.0,OKC,cutting finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,,,,,,,,,7.0,J. Williams,1631114.0,2.0
