actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
268,PT03M24.00S,2025-03-18T02:58:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642367,92.46057818659659,48.77450980392157,1610612761,57,36,2025-03-18T02:59:48Z,2505000,False,-6.0,18.0,1,right,MISS J. Mogbo tip Layup,[1642367],1610612761.0,TOR,tip,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
269,PT03M24.00S,2025-03-18T02:58:26.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,57,36,2025-03-18T02:59:48Z,2507500,False,,,0,,R. O'Neale REBOUND (Off:0 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,268.0,5.0,5.0,0.0,,,,,,,,,,,,,,
254,PT03M04.00S,2025-03-18T02:58:36.1Z,2,REGULAR,3pt,Jump Shot,[],1626164,32.53942181340342,58.82352941176471,1610612756,57,36,2025-03-18T03:02:00Z,2510000,False,-44.0,253.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
255,PT03M01.00S,2025-03-18T02:58:39.1Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612756,57,36,2025-03-18T02:58:40Z,2520000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,254.0,6.0,5.0,1.0,,,,,,,,,,,,,,
256,PT03M00.00S,2025-03-18T02:58:40.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626220,13.748357424441524,70.34313725490196,1610612756,57,36,2025-03-18T03:02:13Z,2530000,False,-102.0,77.0,1,left,MISS R. O'Neale 12' fadeaway Shot,[1626220],1610612756.0,PHX,fadeaway,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,12.74,Missed,,,,,,,,,,,,,,,,,,
257,PT02M58.00S,2025-03-18T02:58:42.1Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,57,36,2025-03-18T02:58:45Z,2540000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,256.0,4.0,4.0,0.0,,,,,,,,,,,,,,
258,PT02M50.00S,2025-03-18T02:58:49.7Z,2,REGULAR,turnover,lost ball,[],1630567,,,1610612761,57,36,2025-03-18T02:58:53Z,2550000,False,,,0,,S. Barnes lost ball TURNOVER (3 TO),"[1630567, 1626220]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,3.0,,,,O'Neale,1626220.0,,
259,PT02M50.00S,2025-03-18T02:58:49.7Z,2,REGULAR,steal,,[],1626220,,,1610612756,57,36,2025-03-18T02:58:51Z,2560000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
260,PT02M43.00S,2025-03-18T02:58:59.0Z,2,REGULAR,foul,personal,[],1630658,,,1610612756,57,36,2025-03-18T02:59:08Z,2570000,False,,,0,,C. Castleton personal FOUL (1 PF),"[1630658, 1626220]",1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,Mid-Range,16-24 Right Center,,,,,,,,202901.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,
262,PT02M43.00S,2025-03-18T02:59:04.3Z,2,REGULAR,substitution,out,[],202066,,,1610612756,57,36,2025-03-18T02:59:10Z,2590000,False,,,0,,SUB out: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M43.00S,2025-03-18T02:59:04.3Z,2,REGULAR,substitution,in,[],1642419,,,1610612756,57,36,2025-03-18T02:59:10Z,2600000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M41.00S,2025-03-18T02:59:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642346,8.09789750328515,55.88235294117647,1610612756,57,36,2025-03-18T03:03:00Z,2610000,False,-29.0,24.0,1,left,MISS R. Dunn alley-oop Layup,[1642346],1610612756.0,PHX,alley-oop,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
266,PT02M40.00S,2025-03-18T02:59:28.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,57,36,2025-03-18T03:00:00Z,2630000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,264.0,,,,,,,,,,,,,,,,,
270,PT02M21.00S,2025-03-18T03:00:07.2Z,2,REGULAR,foul,personal,['2freethrow'],1642345,,,1610612761,57,36,2025-03-18T03:00:23Z,2650000,False,,,0,,O. Ighodaro shooting personal FOUL (1 PF) (Barnes 2 FT),"[1642345, 1630567]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202901.0,1.0,0.0,Barnes,1630567.0,,,,,,,,
272,PT02M21.00S,2025-03-18T03:00:36.0Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,57,37,2025-03-18T03:00:36Z,2670000,False,,,0,,S. Barnes Free Throw 1 of 2 (6 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
273,PT02M21.00S,2025-03-18T03:00:39.3Z,2,REGULAR,substitution,out,[],1642346,,,1610612761,57,37,2025-03-18T03:00:49Z,2680000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M21.00S,2025-03-18T03:00:39.3Z,2,REGULAR,substitution,in,[],201142,,,1610612761,57,37,2025-03-18T03:00:49Z,2690000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M21.00S,2025-03-18T03:01:01.1Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,57,38,2025-03-18T03:01:01Z,2700000,False,,,0,,S. Barnes Free Throw 2 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
276,PT02M10.00S,2025-03-18T03:01:14.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642345,13.091327201051248,43.627450980392155,1610612756,59,38,2025-03-18T03:01:19Z,2710000,False,32.0,71.0,1,left,O. Ighodaro 7' Hook (4 PTS) (D. Booker 5 AST),"[1642345, 1626164]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,,,,,4.0,,,,,,,D. Booker,1626164.0,5.0,,,,
278,PT01M43.00S,2025-03-18T03:01:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630658,88.91261498028909,54.166666666666664,1610612761,59,38,2025-03-18T03:01:45Z,2730000,False,21.0,52.0,1,right,MISS C. Castleton Layup,[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
280,PT01M41.00S,2025-03-18T03:01:42.2Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,59,38,2025-03-18T03:02:12Z,2750000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,278.0,3.0,2.0,1.0,,,,,,,,,,,,,,
281,PT01M32.00S,2025-03-18T03:01:52.8Z,2,REGULAR,turnover,out-of-bounds,[],1626145,,,1610612756,59,38,2025-03-18T03:01:59Z,2760000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1626145],1610612756.0,PHX,bad pass,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,,,,,1.0,,,,,,,
282,PT01M32.00S,2025-03-18T03:01:58.7Z,2,REGULAR,substitution,out,[],1626164,,,1610612761,59,38,2025-03-18T03:02:05Z,2770000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M32.00S,2025-03-18T03:01:58.7Z,2,REGULAR,substitution,in,[],1642346,,,1610612761,59,38,2025-03-18T03:02:05Z,2780000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M15.00S,2025-03-18T03:02:29.4Z,2,REGULAR,turnover,lost ball,[],1630567,,,1610612761,59,38,2025-03-18T03:02:32Z,2790000,False,,,0,,S. Barnes lost ball TURNOVER (4 TO),"[1630567, 1642345]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,4.0,,,,Ighodaro,1642345.0,,
285,PT01M15.00S,2025-03-18T03:02:29.4Z,2,REGULAR,steal,,[],1642345,,,1610612756,59,38,2025-03-18T03:02:31Z,2800000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
286,PT01M10.00S,2025-03-18T03:02:34.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",201142,14.4053876478318,25.0,1610612756,61,38,2025-03-18T03:05:47Z,2810000,False,125.0,83.0,1,left,K. Durant 15' running pullup Jump Shot (5 PTS) (T. Jones 2 AST),"[201142, 1626145]",1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,15.0,Made,,,,,5.0,,,,,,,T. Jones,1626145.0,2.0,,,,
287,PT00M54.30S,2025-03-18T03:02:58.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,89.04402102496715,56.86274509803921,1610612761,61,38,2025-03-18T03:06:43Z,2820000,False,34.0,50.0,1,right,MISS I. Quickley 6' driving floating bank Shot,[1630193],1610612761.0,TOR,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
288,PT00M52.60S,2025-03-18T03:03:00.1Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,61,38,2025-03-18T03:03:03Z,2830000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:6),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,287.0,7.0,6.0,1.0,,,,,,,,,,,,,,
289,PT00M30.50S,2025-03-18T03:03:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,14.011169513797633,55.392156862745104,1610612756,63,38,2025-03-18T03:03:26Z,2840000,False,-27.0,79.0,1,left,R. O'Neale 8' pullup Jump Shot (11 PTS) (K. Durant 3 AST),"[1626220, 201142]",1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,8.37,Made,,,,,11.0,,,,,,,K. Durant,201142.0,3.0,,,,
291,PT00M22.20S,2025-03-18T03:03:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,92.06636005256242,50.98039215686274,1610612761,63,40,2025-03-18T03:03:38Z,2860000,False,5.0,22.0,1,right,I. Quickley driving Layup (7 PTS),[1630193],1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,7.0,,,,,,,,,,,,,
292,PT00M06.10S,2025-03-18T03:03:54.4Z,2,REGULAR,3pt,Jump Shot,[],1642346,6.258212877792378,4.411764705882353,1610612756,63,40,2025-03-18T03:04:00Z,2870000,False,228.0,6.0,1,left,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
293,PT00M03.00S,2025-03-18T03:03:57.5Z,2,REGULAR,rebound,offensive,[],1642345,,,1610612756,63,40,2025-03-18T03:03:57Z,2880000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Right Corner 3,24+ Right,,,292.0,4.0,2.0,2.0,,,,,,,,,,,,,,
294,PT00M00.20S,2025-03-18T03:04:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642346,22.28975032851511,7.107843137254902,1610612756,63,40,2025-03-18T03:04:07Z,2890000,False,214.0,157.0,1,left,MISS R. Dunn 26' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
295,PT00M00.20S,2025-03-18T03:04:00.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,63,40,2025-03-18T03:04:07Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,294.0,,,,,,,,,,,,,,,,,
296,PT00M00.00S,2025-03-18T03:04:06.1Z,2,REGULAR,period,end,[],0,,,1610612756,63,40,2025-03-18T03:04:06Z,2910000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612756,63,40,2025-03-18T03:19:45Z,2920000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,out,['startperiod'],1642345,,,1610612756,63,40,2025-03-18T03:19:45Z,2930000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,out,['startperiod'],1626145,,,1610612756,63,40,2025-03-18T03:19:45Z,2940000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612756,63,40,2025-03-18T03:19:45Z,2950000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,in,['startperiod'],1631221,,,1610612756,63,40,2025-03-18T03:19:45Z,2960000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2025-03-18T03:19:18.5Z,3,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,63,40,2025-03-18T03:19:45Z,2970000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2025-03-18T03:20:03.1Z,3,REGULAR,period,start,[],0,,,0,63,40,2025-03-18T03:20:03Z,2980000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT11M38.00S,2025-03-18T03:20:24.5Z,3,REGULAR,3pt,Jump Shot,[],1642419,1.921813403416557,95.83333333333334,1610612761,63,40,2025-03-18T03:20:29Z,2990000,False,-229.0,-34.0,1,left,MISS J. Battle 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
306,PT11M36.00S,2025-03-18T03:20:26.6Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,63,40,2025-03-18T03:20:26Z,3000000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,305.0,2.0,1.0,1.0,,,,,,,,,,,,,,
307,PT11M28.00S,2025-03-18T03:20:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,90.48948751642575,43.872549019607845,1610612756,63,40,2025-03-18T03:20:39Z,3010000,False,-31.0,37.0,1,right,MISS N. Richards Layup,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
308,PT11M24.00S,2025-03-18T03:20:38.2Z,3,REGULAR,rebound,offensive,[],1642346,,,1610612756,63,40,2025-03-18T03:20:39Z,3020000,False,,,0,,R. Dunn REBOUND (Off:2 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,307.0,4.0,2.0,2.0,,,,,,,,,,,,,,
309,PT11M24.00S,2025-03-18T03:20:38.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642346,94.40999984741211,50.0,1610612756,63,40,2025-03-18T03:20:38Z,3030000,False,0.0,0.0,1,right,MISS R. Dunn tip Layup,[1642346],1610612756.0,PHX,tip,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
310,PT11M23.00S,2025-03-18T03:20:39.1Z,3,REGULAR,rebound,defensive,[],1642367,,,1610612761,63,40,2025-03-18T03:20:39Z,3040000,False,,,0,,J. Mogbo REBOUND (Off:2 Def:3),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Mid-Range,8-16 Left,,,309.0,5.0,3.0,2.0,,,,,,,,,,,,,,
311,PT11M15.00S,2025-03-18T03:20:47.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,13.61695137976347,34.31372549019608,1610612761,63,40,2025-03-18T03:22:11Z,3050000,False,78.0,75.0,1,left,MISS S. Barnes 10' driving bank Hook,[1630567],1610612761.0,TOR,driving bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,10.88,Missed,,,,,,,,,,,,,,,,,,
312,PT11M12.00S,2025-03-18T03:20:50.7Z,3,REGULAR,rebound,offensive,[],1630658,,,1610612761,63,40,2025-03-18T03:23:34Z,3060000,False,,,0,,C. Castleton REBOUND (Off:2 Def:0),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),8-16 Right,,,311.0,2.0,0.0,2.0,,,,,,,,,,,,,,
313,PT11M11.00S,2025-03-18T03:20:50.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,32.013797634691194,54.65686274509803,1610612761,63,43,2025-03-18T03:21:01Z,3070000,False,-23.0,248.0,1,left,I. Quickley 24' 3PT  (10 PTS) (S. Barnes 2 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,24.95,Made,,,,,10.0,,,,,,,S. Barnes,1630567.0,2.0,,,,
315,PT10M48.00S,2025-03-18T03:21:13.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,82.07950065703022,41.42156862745098,1610612756,63,43,2025-03-18T03:21:17Z,3090000,False,-43.0,116.0,1,right,MISS C. Gillespie 12' pullup Shot,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,12.37,Missed,,,,,,,,,,,,,,,,,,
316,PT10M45.00S,2025-03-18T03:21:16.5Z,3,REGULAR,rebound,defensive,[],1642419,,,1610612761,63,43,2025-03-18T03:21:17Z,3100000,False,,,0,,J. Battle REBOUND (Off:0 Def:2),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Center,,,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,
317,PT10M33.00S,2025-03-18T03:21:29.1Z,3,REGULAR,3pt,Jump Shot,[],1630193,28.597240473061763,75.73529411764706,1610612761,63,43,2025-03-18T03:23:40Z,3110000,False,-129.0,216.0,1,left,MISS I. Quickley 25' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
318,PT10M28.00S,2025-03-18T03:21:34.1Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,63,43,2025-03-18T03:21:35Z,3120000,False,,,0,,R. Dunn REBOUND (Off:2 Def:3),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,317.0,5.0,3.0,2.0,,,,,,,,,,,,,,
319,PT10M06.00S,2025-03-18T03:21:57.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,89.43823915900131,47.05882352941176,1610612756,63,43,2025-03-18T03:22:00Z,3130000,False,-15.0,47.0,1,right,MISS N. Richards cutting Layup,[1630208],1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
320,PT10M04.00S,2025-03-18T03:21:58.8Z,3,REGULAR,rebound,defensive,[],1630658,,,1610612761,63,43,2025-03-18T03:21:58Z,3140000,False,,,0,,C. Castleton REBOUND (Off:2 Def:1),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),0-8 Center,,,319.0,3.0,1.0,2.0,,,,,,,,,,,,,,
321,PT09M59.00S,2025-03-18T03:22:04.6Z,3,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612761,63,43,2025-03-18T03:22:16Z,3150000,False,,,0,,N. Richards shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630208, 1630567]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,2.0,0.0,Barnes,1630567.0,,,,,,,,
323,PT09M59.00S,2025-03-18T03:22:27.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,63,44,2025-03-18T03:22:45Z,3170000,False,,,0,,S. Barnes Free Throw 1 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
324,PT09M59.00S,2025-03-18T03:22:27.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,63,44,2025-03-18T03:22:45Z,3180000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
325,PT09M58.00S,2025-03-18T03:22:28.7Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,63,44,2025-03-18T03:56:24Z,3190000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,,,,,,
326,PT09M58.00S,2025-03-18T03:22:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,13.354139290407357,48.03921568627451,1610612761,63,44,2025-03-18T03:56:37Z,3200000,False,10.0,73.0,1,left,MISS S. Barnes 7' putback Layup,[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
327,PT09M57.00S,2025-03-18T03:22:45.0Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,63,44,2025-03-18T03:56:37Z,3210000,False,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,326.0,4.0,2.0,2.0,,,,,,,,,,,,,,
328,PT09M57.00S,2025-03-18T03:22:48.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630567,5.590000152587891,50.0,1610612761,63,44,2025-03-18T03:56:53Z,3220000,False,0.0,0.0,1,left,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
329,PT09M55.00S,2025-03-18T03:22:50.0Z,3,REGULAR,rebound,offensive,[],1630658,,,1610612761,63,44,2025-03-18T03:56:53Z,3230000,False,,,0,,C. Castleton REBOUND (Off:3 Def:1),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,328.0,4.0,1.0,3.0,,,,,,,,,,,,,,
330,PT09M54.00S,2025-03-18T03:22:48.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642367,7.835085413929041,51.225490196078425,1610612761,63,44,2025-03-18T03:57:47Z,3240000,False,-6.0,21.0,1,left,MISS J. Mogbo Layup - blocked,"[1642367, 1631221]",1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,Gillespie,1631221.0
376,PT09M54.00S,2025-03-18T03:22:48.9Z,3,REGULAR,block,,[],1631221,,,1610612761,63,44,2025-03-18T04:21:34Z,3245000,False,,,0,,C. Gillespie BLOCK (1 BLK),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
331,PT09M52.00S,2025-03-18T03:22:50.9Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,63,44,2025-03-18T03:57:47Z,3250000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,330.0,3.0,2.0,1.0,,,,,,,,,,,,,,
332,PT09M33.00S,2025-03-18T03:23:06.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,92.85479632063075,50.0,1610612756,65,44,2025-03-18T03:28:02Z,3260000,False,0.0,15.0,1,right,N. Richards cutting DUNK (10 PTS) (D. Booker 6 AST),"[1630208, 1626164]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,10.0,,,,,,,D. Booker,1626164.0,6.0,,,,
