actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
29,PT09M27.00S,2025-03-05T03:14:23.9Z,1,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612756,4,2,2025-03-05T03:15:46Z,290000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Booker 1 FT),"[1627826, 1626164]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,1627524.0,,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,
31,PT09M27.00S,2025-03-05T03:14:58.4Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,4,2,2025-03-05T03:15:00Z,310000,False,,,0,,MISS D. Booker Free Throw 1 of 1,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
32,PT09M26.00S,2025-03-05T03:14:59.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,4,2,2025-03-05T03:15:53Z,320000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,
33,PT09M03.00S,2025-03-05T03:15:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,94.48094612352168,50.080422794117645,1610612746,4,4,2025-03-05T03:16:47Z,330000,False,0.0,-1.0,1,right,K. Dunn cutting Layup (2 PTS) (I. Zubac 1 AST),"[1627739, 1627826]",1610612746.0,LAC,cutting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,0.07,,,,,I. Zubac,1627826.0,1.0,,,,
35,PT08M53.00S,2025-03-05T03:15:33.9Z,1,REGULAR,turnover,out-of-bounds,[],203078,,,1610612756,4,4,2025-03-05T03:16:43Z,350000,False,,,0,,B. Beal bad pass out-of-bounds TURNOVER (1 TO),[203078],1610612756.0,PHX,bad pass,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,101283.0,1.0,,,,,,,,,,,,,,,,,,
36,PT08M44.00S,2025-03-05T03:15:51.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627739,93.5611038107753,3.8985906862745026,1610612746,4,4,2025-03-05T03:17:05Z,360000,False,-231.0,8.0,1,right,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.06,,,,,,,,,,,
37,PT08M42.00S,2025-03-05T03:15:53.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,4,4,2025-03-05T03:17:05Z,370000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,
38,PT08M30.00S,2025-03-05T03:16:04.2Z,1,REGULAR,2pt,Jump Shot,[],1629626,11.251642575558476,26.225490196078432,1610612756,4,4,2025-03-05T03:17:30Z,380000,False,119.0,53.0,1,left,MISS B. Bol 13' pullup Shot,[1629626],1610612756.0,PHX,pullup,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,,,,Missed,,13.03,,,,,,,,,,,
39,PT08M28.00S,2025-03-05T03:16:06.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,4,4,2025-03-05T03:17:30Z,390000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,
40,PT08M18.00S,2025-03-05T03:16:17.9Z,1,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612746,4,4,2025-03-05T03:17:41Z,400000,False,,,0,,B. Bol shooting personal FOUL (2 PF) (Zubac 2 FT),"[1629626, 1627826]",1610612756.0,PHX,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1627524.0,,2.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,
42,PT08M18.00S,2025-03-05T03:16:49.3Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,4,5,2025-03-05T03:16:59Z,420000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
43,PT08M18.00S,2025-03-05T03:16:49.3Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,4,5,2025-03-05T03:16:59Z,430000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
44,PT08M17.00S,2025-03-05T03:16:50.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612756,4,5,2025-03-05T03:17:56Z,440000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,
45,PT08M04.00S,2025-03-05T03:17:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,4,5,2025-03-05T03:18:12Z,450000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,101283.0,1.0,,,,,,,,,,,,,,,,,,
46,PT07M54.00S,2025-03-05T03:17:27.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203992,75.16425755584757,84.29074754901961,1610612746,4,8,2025-03-05T03:18:33Z,460000,False,171.0,181.0,1,right,B. Bogdanović 24' 3PT  (3 PTS) (K. Dunn 1 AST),"[203992, 1627739]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,3.0,24.93,,,,,K. Dunn,1627739.0,1.0,,,,
48,PT07M42.00S,2025-03-05T03:17:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629626,26.806833114323254,85.27113970588235,1610612756,4,8,2025-03-05T03:18:48Z,480000,False,-176.0,199.0,1,left,MISS B. Bol 26' 3PT,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,26.63,,,,,,,,,,,
49,PT07M40.00S,2025-03-05T03:17:43.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,8,2025-03-05T03:18:48Z,490000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,
50,PT07M37.00S,2025-03-05T03:17:47.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203992,92.72339027595268,55.14705882352941,1610612746,4,8,2025-03-05T03:19:12Z,500000,False,26.0,16.0,1,right,MISS B. Bogdanović running alley-oop Layup,[203992],1610612746.0,LAC,running alley-oop,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,3.02,,,,,,,,,,,
51,PT07M33.00S,2025-03-05T03:17:51.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,4,8,2025-03-05T03:19:12Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,50.0,,,,,,,,,,
54,PT07M22.00S,2025-03-05T03:18:29.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,92.90407358738501,96.30055147058823,1610612746,4,11,2025-03-05T03:19:32Z,540000,False,232.0,14.0,1,right,B. Bogdanović 3PT  (6 PTS) (I. Zubac 2 AST),"[203992, 1627826]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,,,,,,,Made,6.0,23.19,,,,,I. Zubac,1627826.0,2.0,,,,
56,PT07M21.00S,2025-03-05T03:18:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,4,11,2025-03-05T03:18:37Z,560000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M21.00S,2025-03-05T03:21:33.5Z,1,REGULAR,substitution,out,[],1629626,,,1610612756,4,11,2025-03-05T03:21:53Z,570000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2025-03-05T03:21:33.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,4,11,2025-03-05T03:21:53Z,580000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M57.00S,2025-03-05T03:22:23.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,24.17871222076215,94.58486519607843,1610612756,7,11,2025-03-05T03:22:43Z,590000,False,-223.0,175.0,1,left,R. O'Neale 28' 3PT  (3 PTS) (B. Beal 1 AST),"[1626220, 203078]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,3.0,28.33,,,,,B. Beal,203078.0,1.0,,,,
61,PT06M37.00S,2025-03-05T03:22:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.52299605781866,52.060355392156865,1610612746,7,13,2025-03-05T03:23:14Z,610000,False,10.0,112.0,1,right,K. Leonard 11' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,2.0,11.23,,,,,,,,,,,
62,PT06M25.00S,2025-03-05T03:22:56.2Z,1,REGULAR,2pt,Jump Shot,[],203078,22.99605781865965,53.228400735294116,1610612756,7,13,2025-03-05T03:23:37Z,620000,False,-16.0,164.0,1,left,MISS B. Beal 16' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,,Missed,,16.45,,,,,,,,,,,
63,PT06M22.00S,2025-03-05T03:22:59.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,13,2025-03-05T03:23:31Z,630000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,
64,PT06M15.00S,2025-03-05T03:23:05.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.64126149802891,53.040747549019606,1610612746,7,15,2025-03-05T03:23:52Z,640000,False,15.0,17.0,1,right,I. Zubac alley-oop DUNK (3 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,Made,3.0,2.26,,,,,J. Harden,201935.0,1.0,,,,
66,PT05M47.00S,2025-03-05T03:23:35.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.505913272010503,34.78094362745098,1610612756,7,15,2025-03-05T03:24:23Z,660000,False,76.0,93.0,1,left,MISS K. Durant 12' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Missed,,12.04,,,,,,,,,,,
67,PT05M45.00S,2025-03-05T03:23:37.7Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,7,15,2025-03-05T03:24:23Z,670000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,66.0,3.0,2.0,1.0,,,,,,,
68,PT05M45.00S,2025-03-05T03:23:38.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,7.7529566360052655,55.24662990196079,1610612756,9,15,2025-03-05T03:24:30Z,680000,False,-26.0,20.0,1,left,N. Richards tip Layup (2 PTS),[1630208],1610612756.0,PHX,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,3.32,,,,,,,,,,,
69,PT05M25.00S,2025-03-05T03:23:56.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,88.83048620236531,55.30024509803921,1610612746,9,15,2025-03-05T03:25:22Z,690000,False,27.0,52.0,1,right,MISS I. Zubac Hook - blocked,"[1627826, 203078]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,5.88,,,,,,,,,,Beal,203078.0
70,PT05M25.00S,2025-03-05T03:23:56.5Z,1,REGULAR,block,,[],203078,,,1610612746,9,15,2025-03-05T03:23:59Z,700000,False,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M23.00S,2025-03-05T03:23:58.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,9,15,2025-03-05T03:25:22Z,710000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,69.0,2.0,1.0,1.0,,,,,,,
72,PT05M22.00S,2025-03-05T03:24:03.1Z,1,REGULAR,foul,personal,[],1627826,,,1610612756,9,15,2025-03-05T03:25:45Z,720000,False,,,0,,I. Zubac personal FOUL (2 PF),"[1627826, 1626164]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1627524.0,,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,
74,PT05M22.00S,2025-03-05T03:24:09.5Z,1,REGULAR,substitution,out,[],203992,,,1610612756,9,15,2025-03-05T03:24:11Z,740000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M22.00S,2025-03-05T03:24:09.5Z,1,REGULAR,substitution,in,[],1629599,,,1610612756,9,15,2025-03-05T03:24:11Z,750000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2025-03-05T03:24:09.5Z,1,REGULAR,substitution,out,[],1627826,,,1610612756,9,15,2025-03-05T03:24:16Z,760000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2025-03-05T03:24:09.5Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,9,15,2025-03-05T03:24:16Z,770000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M02.00S,2025-03-05T03:24:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,10.512483574244413,47.13924632352941,1610612756,11,15,2025-03-05T03:26:25Z,780000,False,14.0,46.0,1,left,N. Richards cutting Layup (4 PTS) (B. Beal 2 AST),"[1630208, 203078]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,4.0,4.85,,,,,B. Beal,203078.0,2.0,,,,
80,PT04M42.00S,2025-03-05T03:25:08.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,75.92805519053877,86.98682598039215,1610612746,11,15,2025-03-05T03:26:46Z,800000,False,185.0,174.0,1,right,MISS K. Dunn 25' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,25.38,,,,,,,,,,,
81,PT04M40.00S,2025-03-05T03:25:10.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,11,15,2025-03-05T03:26:46Z,810000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,80.0,3.0,3.0,0.0,,,,,,,
82,PT04M36.00S,2025-03-05T03:25:16.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,30.929697766097235,70.58823529411765,1610612756,11,15,2025-03-05T03:27:06Z,820000,False,-103.0,238.0,1,left,MISS K. Durant 25' running pullup 3PT,[201142],1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,25.95,,,,,,,,,,,
83,PT04M34.00S,2025-03-05T03:25:18.1Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612746,11,15,2025-03-05T03:27:06Z,830000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,
84,PT04M23.00S,2025-03-05T03:25:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,89.22470433639947,47.05116421568627,1610612746,11,17,2025-03-05T03:27:35Z,840000,False,-15.0,49.0,1,right,K. Leonard driving Layup (4 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,4.0,5.1,,,,,J. Harden,201935.0,2.0,,,,
86,PT04M08.00S,2025-03-05T03:25:44.6Z,1,REGULAR,foul,personal,['2freethrow'],202695,,,1610612756,11,17,2025-03-05T03:27:48Z,860000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Booker 2 FT),"[202695, 1626164]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,101283.0,,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,
