actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
13,PT10M48.00S,2025-02-08T03:11:40.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,2,2025-02-08T03:11:43Z,130000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,12.0,2.0,1.0,1.0,,,,,,,,,,,,,
14,PT10M43.00S,2025-02-08T03:11:45.0Z,1,REGULAR,3pt,Jump Shot,[],1642268,67.36202365308804,51.9607843137255,1610612762,0,2,2025-02-08T03:11:54Z,140000,False,10.0,254.0,1,right,MISS I. Collier 25' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2025-02-08T03:11:48.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,0,2,2025-02-08T03:11:54Z,150000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M33.00S,2025-02-08T03:11:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.258212877792378,51.71568627450981,1610612756,2,2,2025-02-08T03:14:45Z,160000,False,-9.0,6.0,1,left,D. Booker driving Layup (2 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2025-02-08T03:12:07.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,92.9862023653088,50.98039215686274,1610612762,2,4,2025-02-08T03:12:12Z,170000,False,5.0,13.0,1,right,L. Markkanen alley-oop DUNK (2 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,,,,,I. Collier,1642268.0,1.0,,,,,,,,,,
19,PT10M07.00S,2025-02-08T03:12:20.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,27.283180026281208,19.607843137254903,1610612756,2,4,2025-02-08T03:15:14Z,190000,False,152.0,204.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
20,PT10M05.00S,2025-02-08T03:12:22.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,4,2025-02-08T03:12:29Z,200000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,
21,PT09M55.00S,2025-02-08T03:12:33.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.98357424441524,11.27450980392157,1610612762,2,7,2025-02-08T03:12:37Z,210000,False,-194.0,183.0,1,right,L. Markkanen 26' 3PT  (5 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.62,Made,5.0,,,,,I. Collier,1642268.0,2.0,,,,,,,,,,
23,PT09M39.00S,2025-02-08T03:12:48.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,28.991458607095925,75.73529411764706,1610612756,5,7,2025-02-08T03:12:53Z,230000,False,-129.0,220.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (G. Allen 1 AST),"[1626220, 1628960]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.49,Made,3.0,,,,,G. Allen,1628960.0,1.0,,,,,,,,,,
25,PT09M25.00S,2025-02-08T03:13:02.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,69.59592641261499,71.81372549019608,1610612762,5,7,2025-02-08T03:13:09Z,250000,False,109.0,233.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
26,PT09M22.00S,2025-02-08T03:13:06.1Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612762,5,7,2025-02-08T03:13:06Z,260000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,
28,PT09M16.00S,2025-02-08T03:13:28.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,94.56307490144546,94.36274509803921,1610612762,5,7,2025-02-08T03:13:33Z,280000,False,222.0,-1.0,1,right,MISS L. Markkanen step back 3PT,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,,
29,PT09M12.00S,2025-02-08T03:13:32.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,5,7,2025-02-08T03:13:33Z,290000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT09M03.00S,2025-02-08T03:13:41.0Z,1,REGULAR,3pt,Jump Shot,[],1626145,26.757555847568987,14.950980392156863,1610612756,5,7,2025-02-08T03:13:45Z,300000,False,175.0,199.0,1,left,MISS T. Jones 26' step back 3PT,[1626145],1610612756.0,PHX,step back,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2025-02-08T03:13:44.0Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,7,2025-02-08T03:13:45Z,310000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,
32,PT08M46.00S,2025-02-08T03:13:59.0Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,5,7,2025-02-08T03:36:20Z,320000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 1626145]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Jones,1626145.0,,,,,,,
33,PT08M46.00S,2025-02-08T03:13:59.0Z,1,REGULAR,steal,,[],1626145,,,1610612756,5,7,2025-02-08T03:36:20Z,330000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
34,PT08M41.00S,2025-02-08T03:14:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,22.421156373193167,88.23529411764706,1610612756,5,7,2025-02-08T03:14:09Z,340000,False,-191.0,158.0,1,left,MISS G. Allen 24' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
35,PT08M37.00S,2025-02-08T03:14:08.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,7,2025-02-08T03:14:09Z,350000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,34.0,4.0,3.0,1.0,,,,,,,,,,,,,
36,PT08M25.00S,2025-02-08T03:14:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,84.05059132720105,43.627450980392155,1610612762,5,7,2025-02-08T03:14:25Z,360000,False,-32.0,97.0,1,right,MISS J. Collins 10' fadeaway Shot,[1628381],1610612762.0,UTA,fadeaway,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
37,PT08M22.00S,2025-02-08T03:14:22.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,5,7,2025-02-08T03:14:25Z,370000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,
38,PT08M11.00S,2025-02-08T03:14:34.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,7.046649145860711,58.57843137254902,1610612756,7,7,2025-02-08T03:14:36Z,380000,False,-43.0,14.0,1,left,N. Richards Hook (2 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,2.0,,,,,,,,,,,,,,,,,
40,PT07M58.00S,2025-02-08T03:14:46.4Z,1,REGULAR,3pt,Jump Shot,[],1629004,71.56701708278581,12.5,1610612762,7,7,2025-02-08T03:14:52Z,400000,False,-188.0,215.0,1,right,MISS S. Mykhailiuk 28' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,28.51,Missed,,,,,,,,,,,,,,,,,,
41,PT07M55.00S,2025-02-08T03:14:49.5Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,7,7,2025-02-08T03:14:49Z,410000,False,,,0,,W. Kessler REBOUND (Off:2 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,40.0,5.0,3.0,2.0,,,,,,,,,,,,,
42,PT07M55.00S,2025-02-08T03:14:50.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,94.03745072273325,51.470588235294116,1610612762,7,9,2025-02-08T03:14:55Z,420000,False,7.0,4.0,1,right,W. Kessler putback DUNK (2 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,,,,,,,,,,,,,,,,,
43,PT07M36.00S,2025-02-08T03:15:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,8.360709592641262,48.529411764705884,1610612756,7,9,2025-02-08T03:20:53Z,430000,False,7.0,26.0,1,left,MISS N. Richards cutting Layup - blocked,"[1630208, 1628381]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,Collins,1628381.0,,,,,
44,PT07M36.00S,2025-02-08T03:15:08.2Z,1,REGULAR,block,,[],1628381,,,1610612756,7,9,2025-02-08T03:15:11Z,440000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M33.00S,2025-02-08T03:15:11.2Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,7,9,2025-02-08T03:15:22Z,450000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
46,PT07M32.00S,2025-02-08T03:15:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,94.30026281208936,47.549019607843135,1610612762,7,11,2025-02-08T03:15:18Z,460000,False,-12.0,1.0,1,right,L. Markkanen running DUNK (7 PTS) (I. Collier 3 AST),"[1628374, 1642268]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.23,Made,7.0,,,,,I. Collier,1642268.0,3.0,,,,,,,,,,
48,PT07M15.00S,2025-02-08T03:15:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,9.149145860709593,38.48039215686275,1610612756,7,11,2025-02-08T03:15:34Z,480000,False,58.0,34.0,1,left,MISS T. Jones 6' driving Layup,[1626145],1610612756.0,PHX,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
49,PT07M13.00S,2025-02-08T03:15:31.3Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,7,11,2025-02-08T03:15:34Z,490000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,
50,PT07M07.00S,2025-02-08T03:15:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629004,76.5604467805519,11.519607843137255,1610612762,7,14,2025-02-08T03:15:43Z,500000,False,-192.0,168.0,1,right,S. Mykhailiuk 25' 3PT  (3 PTS) (I. Collier 4 AST),"[1629004, 1642268]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,25.53,Made,3.0,,,,,I. Collier,1642268.0,4.0,,,,,,,,,,
52,PT07M06.00S,2025-02-08T03:15:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,7,14,2025-02-08T03:15:44Z,520000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M06.00S,2025-02-08T03:17:54.6Z,1,REGULAR,substitution,out,[],1629004,,,1610612756,7,14,2025-02-08T03:18:18Z,530000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M06.00S,2025-02-08T03:17:54.6Z,1,REGULAR,substitution,in,[],1641718,,,1610612756,7,14,2025-02-08T03:18:18Z,540000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2025-02-08T03:18:47.7Z,1,REGULAR,3pt,Jump Shot,[],1626220,33.327858081471746,60.049019607843135,1610612756,7,14,2025-02-08T03:18:54Z,550000,False,-50.0,261.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,26.56,Missed,,,,,,,,,,,,,,,,,,
56,PT06M54.00S,2025-02-08T03:18:49.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,7,14,2025-02-08T03:18:54Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,55.0,,,,,,,,,,,,,,,,
58,PT06M38.00S,2025-02-08T03:19:14.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.06636005256242,51.470588235294116,1610612762,7,16,2025-02-08T03:19:19Z,580000,False,7.0,22.0,1,right,J. Collins alley-oop DUNK (2 PTS) (W. Kessler 1 AST),"[1628381, 1631117]",1610612762.0,UTA,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.33,Made,2.0,,,,,W. Kessler,1631117.0,1.0,,,,,,,,,,
60,PT06M16.00S,2025-02-08T03:19:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,8.360709592641262,55.88235294117647,1610612756,7,16,2025-02-08T03:21:01Z,600000,False,-29.0,26.0,1,left,MISS G. Allen driving Layup - blocked,"[1628960, 1631117]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,Kessler,1631117.0,,,,,
61,PT06M16.00S,2025-02-08T03:19:37.3Z,1,REGULAR,block,,[],1631117,,,1610612756,7,16,2025-02-08T03:19:39Z,610000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M16.00S,2025-02-08T03:19:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,7,16,2025-02-08T03:21:01Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,60.0,,,,,,,,,,,,,,,,
64,PT06M13.00S,2025-02-08T03:19:52.3Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,7,16,2025-02-08T03:19:56Z,640000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1642268]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Collier,1642268.0,,,,,,,
65,PT06M13.00S,2025-02-08T03:19:52.3Z,1,REGULAR,steal,,[],1642268,,,1610612762,7,16,2025-02-08T03:19:54Z,650000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2025-02-08T03:19:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,88.91261498028909,48.03921568627451,1610612762,7,16,2025-02-08T03:20:12Z,660000,False,-10.0,52.0,1,right,MISS L. Markkanen Layup - blocked,"[1628374, 1630208]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
67,PT06M08.00S,2025-02-08T03:19:57.3Z,1,REGULAR,block,,[],1630208,,,1610612762,7,16,2025-02-08T03:19:59Z,670000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2025-02-08T03:19:58.3Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,7,16,2025-02-08T03:20:12Z,680000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,66.0,1.0,0.0,1.0,,,,,,,,,,,,,
69,PT06M07.00S,2025-02-08T03:20:02.0Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612762,7,16,2025-02-08T03:20:26Z,690000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Collins 2 FT),"[1628960, 1628381]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Collins,1628381.0
71,PT06M07.00S,2025-02-08T03:20:27.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628381,,,1610612762,7,17,2025-02-08T03:20:27Z,710000,False,,,0,,J. Collins Free Throw 1 of 2 (3 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
72,PT06M07.00S,2025-02-08T03:20:29.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,7,17,2025-02-08T03:20:35Z,720000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2025-02-08T03:20:29.5Z,1,REGULAR,substitution,out,[],1630208,,,1610612762,7,17,2025-02-08T03:20:35Z,730000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2025-02-08T03:20:29.5Z,1,REGULAR,substitution,in,[],203486,,,1610612762,7,17,2025-02-08T03:20:35Z,740000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2025-02-08T03:20:29.5Z,1,REGULAR,substitution,in,[],1642346,,,1610612762,7,17,2025-02-08T03:20:35Z,750000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M07.00S,2025-02-08T03:20:51.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628381,,,1610612762,7,18,2025-02-08T03:20:51Z,760000,False,,,0,,J. Collins Free Throw 2 of 2 (4 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2025-02-08T03:21:05.9Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612756,7,18,2025-02-08T03:21:18Z,770000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Dunn 2 FT),"[1628381, 1642346]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Dunn,1642346.0
79,PT05M56.00S,2025-02-08T03:21:35.1Z,1,REGULAR,freethrow,1 of 2,[],1642346,,,1610612756,7,18,2025-02-08T03:21:35Z,790000,False,,,0,,MISS R. Dunn Free Throw 1 of 2,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2025-02-08T03:21:35.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,7,18,2025-02-08T03:21:35Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,
81,PT05M56.00S,2025-02-08T03:21:35.7Z,1,REGULAR,substitution,out,[],1628381,,,1610612756,7,18,2025-02-08T03:21:41Z,810000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
