actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M46.00S,2024-12-26T03:39:15.9Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,2,0,2024-12-26T03:39:21Z,170000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
18,PT10M42.00S,2024-12-26T03:39:20.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,24.78646517739816,16.42156862745098,1610612743,2,0,2024-12-26T03:41:02Z,180000,False,168.0,180.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,24.65,Missed,,,,,,,,,,,,,,
19,PT10M38.00S,2024-12-26T03:39:24.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,2,0,2024-12-26T03:47:52Z,190000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,
20,PT10M24.00S,2024-12-26T03:39:38.4Z,1,REGULAR,2pt,Jump Shot,[],201142,79.84559789750328,21.813725490196077,1610612756,2,0,2024-12-26T03:39:43Z,200000,False,-141.0,137.0,1,right,MISS K. Durant 19' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,19.65,Missed,,,,,,,,,,,,,,
21,PT10M21.00S,2024-12-26T03:39:41.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,0,2024-12-26T03:39:43Z,210000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,
22,PT10M12.00S,2024-12-26T03:39:50.0Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,2,0,2024-12-26T03:39:53Z,220000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 1626145]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,2.0,Jones,1626145.0,,,,,,,,,,,,,,,,
23,PT10M12.00S,2024-12-26T03:39:50.0Z,1,REGULAR,steal,,[],1626145,,,1610612756,2,0,2024-12-26T03:48:30Z,230000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
24,PT10M09.00S,2024-12-26T03:39:53.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626145,92.46057818659659,96.07843137254902,1610612756,5,0,2024-12-26T03:42:44Z,240000,False,230.0,18.0,1,right,T. Jones 3PT running (3 PTS) (R. Dunn 1 AST),"[1626145, 1642346]",1610612756.0,PHX,running,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,,23.11,Made,3.0,R. Dunn,1642346.0,1.0,,,,,,,,,,
26,PT09M51.00S,2024-12-26T03:40:11.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.225361366622867,39.950980392156865,1610612743,5,3,2024-12-26T03:40:16Z,260000,False,50.0,241.0,1,left,M. Porter Jr. 24' 3PT  (3 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,24.62,Made,3.0,A. Gordon,203932.0,1.0,,,,,,,,,,
28,PT09M38.00S,2024-12-26T03:40:28.5Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612756,5,3,2024-12-26T03:40:37Z,280000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Beal 2 FT),"[1629008, 203078]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,1627962.0,,,,,,,,,,,,,,1.0,0.0,Beal,203078.0,,
30,PT09M38.00S,2024-12-26T03:40:57.4Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,5,3,2024-12-26T03:41:13Z,300000,False,,,0,,MISS B. Beal Free Throw 1 of 2,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
31,PT09M38.00S,2024-12-26T03:40:57.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,5,3,2024-12-26T03:41:13Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,
32,PT09M38.00S,2024-12-26T03:40:57.4Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,5,3,2024-12-26T03:41:13Z,320000,False,,,0,,MISS B. Beal Free Throw 2 of 2,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
33,PT09M36.00S,2024-12-26T03:40:59.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,5,3,2024-12-26T03:41:13Z,330000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,
34,PT09M18.00S,2024-12-26T03:41:31.4Z,1,REGULAR,foul,personal,['3freethrow'],1642346,,,1610612743,5,3,2024-12-26T03:41:50Z,340000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1642346, 1629008]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,
36,PT09M18.00S,2024-12-26T03:41:58.7Z,1,REGULAR,freethrow,1 of 3,[],1629008,,,1610612743,5,4,2024-12-26T03:41:58Z,360000,False,,,0,,M. Porter Jr. Free Throw 1 of 3 (4 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
37,PT09M18.00S,2024-12-26T03:42:12.4Z,1,REGULAR,freethrow,2 of 3,[],1629008,,,1610612743,5,4,2024-12-26T03:42:12Z,370000,False,,,0,,MISS M. Porter Jr. Free Throw 2 of 3,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
38,PT09M18.00S,2024-12-26T03:42:12.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,5,4,2024-12-26T03:42:12Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
39,PT09M18.00S,2024-12-26T03:42:24.5Z,1,REGULAR,freethrow,3 of 3,[],1629008,,,1610612743,5,5,2024-12-26T03:42:24Z,390000,False,,,0,,M. Porter Jr. Free Throw 3 of 3 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
40,PT09M07.00S,2024-12-26T03:42:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.02825229960578,57.84313725490197,1610612756,7,5,2024-12-26T03:42:44Z,400000,False,39.0,126.0,1,right,K. Durant 13' Jump Shot (4 PTS) (T. Jones 1 AST),"[201142, 1626145]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.18,Made,4.0,T. Jones,1626145.0,1.0,,,,,,,,,,
42,PT08M51.00S,2024-12-26T03:42:55.4Z,1,REGULAR,3pt,Jump Shot,[],203932,26.757555847568987,83.57843137254902,1610612743,7,5,2024-12-26T03:43:00Z,420000,False,-168.0,199.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,26.04,Missed,,,,,,,,,,,,,,
43,PT08M48.00S,2024-12-26T03:42:58.4Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,7,5,2024-12-26T03:43:00Z,430000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,42.0,2.0,1.0,1.0,,,,,,
44,PT08M47.00S,2024-12-26T03:42:59.8Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,7,5,2024-12-26T03:43:04Z,440000,False,,,0,,M. Porter Jr. lost ball TURNOVER (3 TO),"[1629008, 203078]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,3.0,Beal,203078.0,,,,,,,,,,,,,,,,
45,PT08M47.00S,2024-12-26T03:42:59.8Z,1,REGULAR,steal,,[],203078,,,1610612756,7,5,2024-12-26T03:43:01Z,450000,False,,,0,,B. Beal STEAL (2 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2024-12-26T03:43:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,93.24901445466492,50.98039215686274,1610612756,9,5,2024-12-26T03:44:44Z,460000,False,5.0,11.0,1,right,J. Nurkić cutting Layup (2 PTS) (K. Durant 1 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,1.2,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,,,
48,PT08M23.00S,2024-12-26T03:43:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,30.699737187910642,63.48039215686274,1610612743,9,5,2024-12-26T03:43:26Z,480000,False,-67.0,236.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,24.55,Missed,,,,,,,,,,,,,,
49,PT08M21.00S,2024-12-26T03:43:25.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,9,5,2024-12-26T03:43:26Z,490000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,48.0,3.0,3.0,0.0,,,,,,
50,PT08M12.00S,2024-12-26T03:43:34.0Z,1,REGULAR,3pt,Jump Shot,[],203994,92.32917214191852,94.6078431372549,1610612756,12,5,2024-12-26T03:43:39Z,500000,False,223.0,20.0,1,right,J. Nurkić 3PT  (5 PTS) (B. Beal 2 AST),"[203994, 203078]",1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Right Corner 3,24+ Right,,,,,22.39,Made,5.0,B. Beal,203078.0,2.0,,,,,,,,,,
52,PT07M55.00S,2024-12-26T03:43:53.1Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612743,12,5,2024-12-26T03:44:13Z,520000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Gordon 2 FT),"[203994, 203932]",1610612756.0,PHX,shooting,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Right,1626301.0,,,,,,,,,,,,,,1.0,0.0,Gordon,203932.0,,
54,PT07M55.00S,2024-12-26T03:44:18.6Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,12,6,2024-12-26T03:44:47Z,540000,False,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
55,PT07M55.00S,2024-12-26T03:44:18.6Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,12,6,2024-12-26T03:44:47Z,550000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
56,PT07M53.00S,2024-12-26T03:44:20.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,12,6,2024-12-26T03:44:47Z,560000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,
57,PT07M44.00S,2024-12-26T03:44:56.3Z,1,REGULAR,3pt,Jump Shot,[],1642346,93.24901445466492,3.1862745098039214,1610612756,15,6,2024-12-26T03:45:01Z,570000,False,-234.0,11.0,1,right,R. Dunn 3PT  (3 PTS) (T. Jones 2 AST),"[1642346, 1626145]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,,23.44,Made,3.0,T. Jones,1626145.0,2.0,,,,,,,,,,
60,PT07M26.00S,2024-12-26T03:45:26.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.1268068331143235,47.05882352941176,1610612743,15,8,2024-12-26T03:46:03Z,600000,False,15.0,5.0,1,left,M. Porter Jr. cutting DUNK (7 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,1.56,Made,7.0,J. Murray,1627750.0,1.0,,,,,,,,,,
62,PT07M10.00S,2024-12-26T03:45:45.6Z,1,REGULAR,foul,personal,[],1627750,,,1610612756,15,8,2024-12-26T03:45:50Z,620000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 201142]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,1626301.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
64,PT07M00.00S,2024-12-26T03:46:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.9993429697766,45.09803921568628,1610612756,17,8,2024-12-26T03:46:22Z,640000,False,-25.0,107.0,1,right,T. Jones 11' driving floating Jump Shot (5 PTS),[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.01,Made,5.0,,,,,,,,,,,,,
65,PT07M00.00S,2024-12-26T03:46:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,17,8,2024-12-26T03:46:22Z,650000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2024-12-26T03:50:01.2Z,1,REGULAR,2pt,Jump Shot,[],203999,14.536793692509855,17.15686274509804,1610612743,17,10,2024-12-26T03:50:06Z,660000,False,164.0,84.0,1,left,N. Jokić 18' Jump Shot (2 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,,,,,18.45,Made,2.0,J. Murray,1627750.0,2.0,,,,,,,,,,
68,PT06M26.00S,2024-12-26T03:50:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,92.72339027595268,50.0,1610612756,19,10,2024-12-26T03:50:47Z,680000,False,0.0,16.0,1,right,J. Nurkić cutting DUNK (7 PTS) (K. Durant 2 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,1.59,Made,7.0,K. Durant,201142.0,2.0,,,,,,,,,,
70,PT06M21.00S,2024-12-26T03:50:29.9Z,1,REGULAR,foul,personal,[],201142,,,1610612743,19,10,2024-12-26T03:50:36Z,700000,False,,,0,,K. Durant personal FOUL (1 PF),"[201142, 203932]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Gordon,203932.0,,
72,PT06M21.00S,2024-12-26T03:50:38.0Z,1,REGULAR,substitution,out,[],1642346,,,1610612743,19,10,2024-12-26T03:50:46Z,720000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2024-12-26T03:50:38.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,19,10,2024-12-26T03:50:46Z,730000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2024-12-26T03:50:38.0Z,1,REGULAR,substitution,in,[],1626220,,,1610612743,19,10,2024-12-26T03:50:46Z,740000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M21.00S,2024-12-26T03:50:38.0Z,1,REGULAR,substitution,in,[],201566,,,1610612743,19,10,2024-12-26T03:50:46Z,750000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M13.00S,2024-12-26T03:51:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,5.863994743758213,43.872549019607845,1610612743,19,12,2024-12-26T03:51:06Z,760000,False,31.0,3.0,1,left,C. Braun cutting Layup (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,3.07,Made,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,
78,PT06M01.00S,2024-12-26T03:51:16.8Z,1,REGULAR,turnover,out-of-bounds,[],1626145,,,1610612756,19,12,2024-12-26T03:51:27Z,780000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1626145],1610612756.0,PHX,bad pass,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,2882.0,1.0,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2024-12-26T03:51:44.6Z,1,REGULAR,foul,personal,['2freethrow'],1626145,,,1610612743,19,12,2024-12-26T03:51:58Z,790000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1626145, 1629008]",1610612756.0,PHX,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Porter Jr.,1629008.0,,
81,PT05M43.00S,2024-12-26T03:52:08.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629008,,,1610612743,19,13,2024-12-26T03:52:29Z,810000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (8 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
82,PT05M43.00S,2024-12-26T03:52:08.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629008,,,1610612743,19,13,2024-12-26T03:52:29Z,820000,False,,,0,,MISS M. Porter Jr. Free Throw 2 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
83,PT05M41.00S,2024-12-26T03:52:10.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,19,13,2024-12-26T03:52:29Z,830000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,
84,PT05M24.00S,2024-12-26T03:52:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,86.41590013140605,58.57843137254902,1610612756,19,13,2024-12-26T03:52:49Z,840000,False,43.0,75.0,1,right,MISS K. Durant 8' driving Layup,[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.66,Missed,,,,,,,,,,,,,,
85,PT05M23.00S,2024-12-26T03:52:45.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,13,2024-12-26T03:55:02Z,850000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,
86,PT05M13.00S,2024-12-26T03:52:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,9.411957950065702,54.41176470588235,1610612743,19,13,2024-12-26T03:53:02Z,860000,False,-22.0,36.0,1,left,MISS A. Gordon driving reverse Layup,[203932],1610612743.0,DEN,driving reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,4.22,Missed,,,,,,,,,,,,,,
87,PT05M10.00S,2024-12-26T03:52:59.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,19,13,2024-12-26T03:53:02Z,870000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,86.0,3.0,2.0,1.0,,,,,,
88,PT05M10.00S,2024-12-26T03:52:59.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,14.536793692509855,44.85294117647059,1610612743,19,13,2024-12-26T03:53:46Z,880000,False,26.0,84.0,1,left,MISS N. Jokić 8' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.79,Missed,,,,,,,,,,,,,,
89,PT05M07.00S,2024-12-26T03:53:02.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,19,13,2024-12-26T03:53:06Z,890000,False,,,0,,N. Jokić REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,88.0,4.0,2.0,2.0,,,,,,
