actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
26,PT10M07.00S,2025-04-12T02:13:19.0Z,1,REGULAR,steal,,[],1631099,,,1610612758,4,4,2025-04-12T02:13:21Z,260000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
27,PT10M05.00S,2025-04-12T02:13:22.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631099,88.5676741130092,54.06326593137255,1610612758,6,4,2025-04-12T02:14:20Z,270000,False,20.0,55.0,1,right,K. Murray running DUNK (4 PTS),[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.86,Made,,,,,,,,4.0,,,,,,,,,,
28,PT09M50.00S,2025-04-12T02:13:37.7Z,1,REGULAR,2pt,Jump Shot,[],202695,10.512483574244413,31.594669117647058,1610612746,6,4,2025-04-12T02:14:45Z,280000,False,92.0,46.0,1,left,MISS K. Leonard 10' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,10.3,Missed,,,,,,,,,,,,,,,,,,
29,PT09M48.00S,2025-04-12T02:13:39.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,6,4,2025-04-12T02:14:45Z,290000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,28.0,,,,1.0,1.0,0.0,,,,,,,,,,,
30,PT09M40.00S,2025-04-12T02:13:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.69250985545335,55.08195465686275,1610612758,8,4,2025-04-12T02:15:00Z,300000,False,25.0,7.0,1,right,D. Sabonis driving reverse Layup (4 PTS) (D. DeRozan 1 AST),"[1627734, 201942]",1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,4.0,,,,,,D. DeRozan,201942.0,1.0,,
32,PT09M22.00S,2025-04-12T02:14:29.4Z,1,REGULAR,3pt,Jump Shot,[],201935,33.72412943495401,38.974417892156865,1610612746,8,4,2025-04-12T02:15:17Z,320000,False,55.0,265.0,1,left,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.02,Missed,,,,,,,,,,,,,,,,,,
33,PT09M20.00S,2025-04-12T02:14:31.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,4,2025-04-12T02:15:17Z,330000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,32.0,,,,1.0,1.0,0.0,,,,,,,,,,,
34,PT09M13.00S,2025-04-12T02:14:38.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,90.88370565045992,44.85294117647059,1610612758,8,4,2025-04-12T03:12:30Z,340000,False,-26.0,33.0,1,right,MISS D. Sabonis running reverse Layup,[1627734],1610612758.0,SAC,running reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2025-04-12T02:14:39.2Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,8,4,2025-04-12T02:16:31Z,350000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,34.0,,,,1.0,1.0,0.0,,,,,,,,,,,
36,PT08M56.00S,2025-04-12T02:14:54.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,25.36136662286465,92.37898284313725,1610612746,8,7,2025-04-12T02:17:07Z,360000,False,-212.0,186.0,1,left,N. Powell 28' 3PT step back (5 PTS),[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,28.19,Made,,,,,,,,5.0,,,,,,,,,,
37,PT08M38.00S,2025-04-12T02:15:15.9Z,1,REGULAR,turnover,traveling,[],1631099,,,1610612758,8,7,2025-04-12T02:17:17Z,370000,False,,,0,,K. Murray traveling TURNOVER (1 TO),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,1.0,,,,,,,202007.0,,,,,,,,,
38,PT08M23.00S,2025-04-12T02:15:47.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626181,18.26544021024968,83.06525735294117,1610612746,8,7,2025-04-12T02:26:48Z,380000,False,-165.0,119.0,1,left,MISS N. Powell 20' pullup Shot,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,20.38,Missed,,,,,,,,,,,,,,,,,,
39,PT08M21.00S,2025-04-12T02:15:49.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,7,2025-04-12T02:17:46Z,390000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,38.0,,,,2.0,2.0,0.0,,,,,,,,,,,
40,PT08M11.00S,2025-04-12T02:15:59.1Z,1,REGULAR,2pt,Jump Shot,[],1627734,82.91721419185282,24.731924019607845,1610612758,8,7,2025-04-12T02:18:15Z,400000,False,-126.0,108.0,1,right,MISS D. Sabonis 16' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,16.62,Missed,,,,,,,,,,,,,,,,,,
41,PT08M08.00S,2025-04-12T02:16:02.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,7,2025-04-12T02:18:15Z,410000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,40.0,,,,2.0,2.0,0.0,,,,,,,,,,,
42,PT07M59.00S,2025-04-12T02:16:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612746,8,7,2025-04-12T02:18:25Z,420000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Leonard 2 FT),"[1631165, 202695]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2714.0,1.0,0.0,Leonard,202695.0,,,,,
45,PT07M59.00S,2025-04-12T02:16:59.7Z,1,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,8,8,2025-04-12T02:16:59Z,440000,False,,,0,,K. Leonard Free Throw 1 of 2 (1 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
46,PT07M59.00S,2025-04-12T02:17:03.4Z,1,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,8,9,2025-04-12T02:17:03Z,450000,False,,,0,,K. Leonard Free Throw 2 of 2 (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
47,PT07M44.00S,2025-04-12T02:17:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,88.30486202365309,49.896599264705884,1610612758,10,9,2025-04-12T02:18:44Z,460000,False,-1.0,57.0,1,right,Z. LaVine driving Layup (2 PTS) (D. Sabonis 1 AST),"[203897, 1627734]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.74,Made,,,,,,,,2.0,,,,,,D. Sabonis,1627734.0,1.0,,
49,PT07M34.00S,2025-04-12T02:17:28.0Z,1,REGULAR,3pt,Jump Shot,[],201935,31.915243101182654,76.93780637254902,1610612746,10,9,2025-04-12T02:18:59Z,480000,False,-135.0,248.0,1,left,MISS J. Harden 28' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,28.18,Missed,,,,,,,,,,,,,,,,,,
50,PT07M32.00S,2025-04-12T02:17:30.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,10,9,2025-04-12T02:18:59Z,490000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,49.0,,,,1.0,1.0,0.0,,,,,,,,,,,
51,PT07M11.00S,2025-04-12T02:17:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,90.53876478318003,44.584865196078425,1610612758,10,9,2025-04-12T02:20:08Z,500000,False,-27.0,36.0,1,right,MISS D. Sabonis cutting Layup,[1627734],1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
52,PT07M08.00S,2025-04-12T02:17:53.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,10,9,2025-04-12T02:20:01Z,510000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,51.0,,,,1.0,1.0,0.0,,,,,,,,,,,
53,PT07M03.00S,2025-04-12T02:17:59.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627739,7.095926412614986,39.68290441176471,1610612746,10,9,2025-04-12T02:20:31Z,520000,False,52.0,14.0,1,left,MISS K. Dunn driving floating bank Shot,[1627739],1610612746.0,LAC,driving floating bank,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.35,Missed,,,,,,,,,,,,,,,,,,
54,PT07M01.00S,2025-04-12T02:18:01.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,9,2025-04-12T02:20:31Z,530000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,53.0,,,,3.0,3.0,0.0,,,,,,,,,,,
55,PT06M50.00S,2025-04-12T02:18:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,85.9395532194481,53.47349877450981,1610612758,10,9,2025-04-12T02:21:09Z,540000,False,17.0,80.0,1,right,MISS K. Murray 8' driving finger roll Layup,[1631099],1610612758.0,SAC,driving finger roll,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.16,Missed,,,,,,,,,,,,,,,,,,
56,PT06M49.00S,2025-04-12T02:18:12.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,9,2025-04-12T02:21:09Z,550000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,55.0,,,,3.0,3.0,0.0,,,,,,,,,,,
57,PT06M43.00S,2025-04-12T02:18:19.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,12.614980289093296,55.49172794117647,1610612746,10,11,2025-04-12T02:21:51Z,560000,False,-27.0,66.0,1,left,N. Powell 7' running Layup (7 PTS) (J. Harden 1 AST),"[1626181, 201935]",1610612746.0,LAC,running,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,,,,7.0,,,,,,J. Harden,201935.0,1.0,,
58,PT06M23.00S,2025-04-12T02:18:38.7Z,1,REGULAR,3pt,Jump Shot,[],203897,72.38009198423129,83.31035539215686,1610612758,10,11,2025-04-12T02:22:16Z,570000,False,167.0,207.0,1,right,MISS Z. LaVine 26' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
59,PT06M21.00S,2025-04-12T02:18:40.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,11,2025-04-12T02:22:16Z,580000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,58.0,,,,4.0,4.0,0.0,,,,,,,,,,,
60,PT06M16.00S,2025-04-12T02:18:45.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202695,7.7529566360052655,42.74662990196079,1610612746,10,13,2025-04-12T02:22:34Z,590000,False,36.0,20.0,1,left,K. Leonard running DUNK (4 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,4.16,Made,,,,,,,,4.0,,,,,,J. Harden,201935.0,2.0,,
62,PT06M14.00S,2025-04-12T02:18:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,10,13,2025-04-12T02:18:53Z,610000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M14.00S,2025-04-12T02:19:55.4Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,10,13,2025-04-12T02:21:55Z,620000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2025-04-12T02:19:55.4Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,10,13,2025-04-12T02:21:55Z,630000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M51.00S,2025-04-12T02:22:15.6Z,1,REGULAR,3pt,Jump Shot,[],201942,94.7437582128778,3.1632965686274446,1610612758,13,13,2025-04-12T02:22:48Z,640000,False,-234.0,-3.0,1,right,D. DeRozan 3PT  (3 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,,,,3.0,,,,,,Z. LaVine,203897.0,1.0,,
67,PT05M32.00S,2025-04-12T02:22:34.6Z,1,REGULAR,3pt,Jump Shot,[],1627739,30.929697766097235,21.813725490196077,1610612746,13,13,2025-04-12T02:23:08Z,660000,False,141.0,238.0,1,left,MISS K. Dunn 27' 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,27.68,Missed,,,,,,,,,,,,,,,,,,
68,PT05M30.00S,2025-04-12T02:22:36.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,13,13,2025-04-12T02:23:08Z,670000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,67.0,,,,1.0,1.0,0.0,,,,,,,,,,,
69,PT05M11.00S,2025-04-12T02:22:55.4Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612758,13,13,2025-04-12T02:23:34Z,680000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 202695]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,1.0,Leonard,202695.0,,,,,,,,,,,,,,
70,PT05M11.00S,2025-04-12T02:22:55.4Z,1,REGULAR,steal,,[],202695,,,1610612746,13,13,2025-04-12T03:15:44Z,690000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
71,PT04M57.00S,2025-04-12T02:23:09.7Z,1,REGULAR,2pt,Hook,['fromturnover'],1627826,6.783837056504599,67.64705882352942,1610612746,13,13,2025-04-12T02:23:51Z,700000,False,-88.0,11.0,1,left,MISS I. Zubac 8' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,8.89,Missed,,,,,,,,,,,,,,,,,,
72,PT04M56.00S,2025-04-12T02:23:10.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,13,13,2025-04-12T02:23:51Z,710000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,71.0,,,,4.0,4.0,0.0,,,,,,,,,,,
73,PT04M46.00S,2025-04-12T02:23:20.0Z,1,REGULAR,2pt,Jump Shot,[],203897,79.10643889618922,74.47533700980392,1610612758,15,13,2025-04-12T02:24:11Z,720000,False,122.0,144.0,1,right,Z. LaVine 18' step back Jump Shot (4 PTS) (D. Sabonis 2 AST),"[203897, 1627734]",1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,18.89,Made,,,,,,,,4.0,,,,,,D. Sabonis,1627734.0,2.0,,
74,PT04M27.00S,2025-04-12T02:23:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,10.5946123521682,41.911764705882355,1610612746,15,13,2025-04-12T02:25:00Z,730000,False,40.0,47.0,1,left,MISS N. Powell 6' driving floating bank Shot,[1626181],1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
75,PT04M23.00S,2025-04-12T02:23:44.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,15,13,2025-04-12T02:25:00Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,,,,,,,,,,,,,,,,,
77,PT04M23.00S,2025-04-12T02:23:50.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612746,15,13,2025-04-12T02:23:54Z,760000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M23.00S,2025-04-12T02:23:50.3Z,1,REGULAR,substitution,in,[],202685,,,1610612746,15,13,2025-04-12T02:23:54Z,770000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M16.00S,2025-04-12T02:24:14.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,8.623521681997373,53.18627450980392,1610612746,15,15,2025-04-12T02:25:15Z,780000,False,-16.0,29.0,1,left,I. Zubac cutting DUNK (2 PTS) (J. Harden 3 AST),"[1627826, 201935]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,2.0,,,,,,J. Harden,201935.0,3.0,,
81,PT04M16.00S,2025-04-12T02:24:17.4Z,1,REGULAR,foul,personal,['1freethrow'],201942,,,1610612746,15,15,2025-04-12T02:25:22Z,800000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Zubac 1 FT),"[201942, 1627826]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Zubac,1627826.0,,,,,
83,PT04M16.00S,2025-04-12T02:24:28.0Z,1,REGULAR,substitution,out,[],1631165,,,1610612746,15,15,2025-04-12T02:24:48Z,820000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M16.00S,2025-04-12T02:24:28.0Z,1,REGULAR,substitution,in,[],1642269,,,1610612746,15,15,2025-04-12T02:24:48Z,830000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
