actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M40.00S,2024-11-17T03:12:36.1Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,5,2,2024-11-17T03:12:36Z,180000,False,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
19,PT10M34.00S,2024-11-17T03:12:46.1Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612758,5,2,2024-11-17T03:13:02Z,190000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Fox 2 FT),"[1629012, 1628368]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1629178.0,1.0,0.0,Fox,1628368.0,,,,,
21,PT10M34.00S,2024-11-17T03:13:13.6Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,5,2,2024-11-17T03:13:13Z,210000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
22,PT10M34.00S,2024-11-17T03:13:13.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,5,2,2024-11-17T03:13:13Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,
23,PT10M34.00S,2024-11-17T03:13:27.3Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,6,2,2024-11-17T03:13:27Z,230000,False,,,0,,D. Fox Free Throw 2 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
24,PT10M18.00S,2024-11-17T03:13:43.0Z,1,REGULAR,3pt,Jump Shot,[],1629012,32.276609724047304,63.23529411764706,1610612762,6,5,2024-11-17T03:13:47Z,240000,False,-66.0,251.0,1,left,C. Sexton 25' 3PT  (3 PTS) (K. Filipowski 1 AST),"[1629012, 1642271]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,25.95,Made,3.0,,K. Filipowski,1642271.0,1.0,,,,,,,,,,
26,PT09M55.00S,2024-11-17T03:14:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,94.1688567674113,51.470588235294116,1610612758,8,5,2024-11-17T03:14:30Z,260000,False,7.0,2.0,1,right,T. Lyles reverse Layup (2 PTS) (K. Huerter 1 AST),"[1626168, 1628989]",1610612758.0,SAC,reverse,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,0.77,Made,2.0,,K. Huerter,1628989.0,1.0,,,,,,,,,,
28,PT09M37.00S,2024-11-17T03:14:27.2Z,1,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,8,5,2024-11-17T03:14:35Z,280000,False,,,0,,K. George step out-of-bounds TURNOVER (1 TO),[1641718],1610612762.0,UTA,step,,,George,K. George,,,,,Above the Break 3,24+ Right,1.0,,,,,,,,,,1830.0,,,,,,,,,
29,PT09M12.00S,2024-11-17T03:14:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,74.58935611038108,87.99019607843137,1610612758,8,5,2024-11-17T03:15:03Z,290000,False,190.0,186.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,26.62,Missed,,,,,,,,,,,,,,,
30,PT09M11.00S,2024-11-17T03:15:00.2Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,8,5,2024-11-17T03:15:24Z,300000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,29.0,,,,,,,,,1.0,1.0,0.0,,
31,PT09M03.00S,2024-11-17T03:15:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,6.783837056504599,43.872549019607845,1610612762,8,7,2024-11-17T03:17:52Z,310000,False,31.0,11.0,1,left,J. Collins driving finger roll Layup (2 PTS),[1628381],1610612762.0,UTA,driving finger roll,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,3.26,Made,2.0,,,,,,,,,,,,,,
32,PT08M57.00S,2024-11-17T03:15:14.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,72.88107752956637,83.33333333333334,1610612758,11,7,2024-11-17T03:15:22Z,320000,False,167.0,202.0,1,right,K. Huerter 26' 3PT pullup (3 PTS) (D. Fox 2 AST),"[1628989, 1628368]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,26.22,Made,3.0,,D. Fox,1628368.0,2.0,,,,,,,,,,
34,PT08M56.00S,2024-11-17T03:15:23.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,7,2024-11-17T03:15:23Z,340000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2024-11-17T03:18:33.2Z,1,REGULAR,3pt,Jump Shot,[],1641718,28.203022339027594,84.55882352941177,1610612762,11,7,2024-11-17T03:19:36Z,350000,False,-173.0,213.0,1,left,MISS K. George 27' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,27.4,Missed,,,,,,,,,,,,,,,
36,PT08M36.00S,2024-11-17T03:18:35.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,11,7,2024-11-17T03:19:36Z,360000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,35.0,,,,,,,,,1.0,1.0,0.0,,
37,PT08M33.00S,2024-11-17T03:18:38.4Z,1,REGULAR,turnover,bad pass,[],1626168,,,1610612758,11,7,2024-11-17T04:14:04Z,370000,False,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1642271]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Right Center,1.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,
38,PT08M33.00S,2024-11-17T03:18:38.4Z,1,REGULAR,steal,,[],1642271,,,1610612762,11,7,2024-11-17T03:21:52Z,380000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
39,PT08M27.00S,2024-11-17T03:18:43.6Z,1,REGULAR,foul,personal,['3freethrow'],1628989,,,1610612762,11,7,2024-11-17T03:19:00Z,390000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Markkanen 3 FT),"[1628989, 1628374]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1830.0,1.0,0.0,Markkanen,1628374.0,,,,,
41,PT08M27.00S,2024-11-17T03:19:09.1Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1628374,,,1610612762,11,8,2024-11-17T03:19:09Z,410000,False,,,0,,L. Markkanen Free Throw 1 of 3 (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
42,PT08M27.00S,2024-11-17T03:19:27.1Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1628374,,,1610612762,11,9,2024-11-17T03:19:27Z,420000,False,,,0,,L. Markkanen Free Throw 2 of 3 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
43,PT08M27.00S,2024-11-17T03:19:45.1Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1628374,,,1610612762,11,10,2024-11-17T03:19:45Z,430000,False,,,0,,L. Markkanen Free Throw 3 of 3 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
44,PT08M12.00S,2024-11-17T03:20:02.5Z,1,REGULAR,3pt,Jump Shot,[],203926,71.82982917214193,18.627450980392158,1610612758,11,10,2024-11-17T03:20:44Z,440000,False,-157.0,212.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,26.4,Missed,,,,,,,,,,,,,,,
45,PT08M09.00S,2024-11-17T03:20:05.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,11,10,2024-11-17T03:20:44Z,450000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,44.0,,,,,,,,,2.0,2.0,0.0,,
46,PT08M01.00S,2024-11-17T03:20:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629012,21.50131406044678,91.66666666666666,1610612762,11,13,2024-11-17T03:21:01Z,460000,False,-208.0,150.0,1,left,C. Sexton 25' 3PT pullup (6 PTS) (K. Filipowski 2 AST),"[1629012, 1642271]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,25.65,Made,6.0,,K. Filipowski,1642271.0,2.0,,,,,,,,,,
49,PT07M42.00S,2024-11-17T03:20:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,84.57621550591328,49.50980392156863,1610612758,13,13,2024-11-17T03:20:55Z,490000,False,-2.0,92.0,1,right,D. Fox 9' turnaround Jump Shot (5 PTS),[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,9.25,Made,5.0,,,,,,,,,,,,,,
51,PT07M29.00S,2024-11-17T03:21:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.886333771353483,50.49019607843137,1610612762,13,15,2024-11-17T03:22:51Z,510000,False,-2.0,31.0,1,left,J. Collins driving reverse Layup (4 PTS) (L. Markkanen 1 AST),"[1628381, 1628374]",1610612762.0,UTA,driving reverse,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,3.11,Made,4.0,,L. Markkanen,1628374.0,1.0,,,,,,,,,,
53,PT07M21.00S,2024-11-17T03:21:10.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,72.88107752956637,80.88235294117648,1610612758,16,15,2024-11-17T03:21:16Z,530000,False,154.0,202.0,1,right,D. Fox 25' 3PT step back (8 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,25.46,Made,8.0,,,,,,,,,,,,,,
54,PT07M01.00S,2024-11-17T03:21:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,7.966491458607096,58.333333333333336,1610612762,16,17,2024-11-17T03:23:18Z,540000,False,-42.0,22.0,1,left,K. George driving finger roll Layup (2 PTS) (J. Collins 1 AST),"[1641718, 1628381]",1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,4.73,Made,2.0,,J. Collins,1628381.0,1.0,,,,,,,,,,
56,PT06M42.00S,2024-11-17T03:21:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.93495400788436,46.32352941176471,1610612758,18,17,2024-11-17T03:21:55Z,560000,False,-18.0,23.0,1,right,D. Fox driving Layup (10 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,2.97,Made,10.0,,,,,,,,,,,,,,
57,PT06M27.00S,2024-11-17T03:22:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,10.988830486202366,37.745098039215684,1610612762,18,19,2024-11-17T03:22:12Z,570000,False,61.0,51.0,1,left,J. Collins 7' driving bank Jump Shot (6 PTS),[1628381],1610612762.0,UTA,driving bank,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,7.96,Made,6.0,,,,,,,,,,,,,,
58,PT06M18.00S,2024-11-17T03:22:13.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,72.35545335085413,83.08823529411765,1610612758,21,19,2024-11-17T03:22:19Z,580000,False,165.0,207.0,1,right,D. Fox 26' 3PT pullup (13 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,26.53,Made,13.0,,,,,,,,,,,,,,
59,PT06M06.00S,2024-11-17T03:22:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,9.674770039421814,57.107843137254896,1610612762,21,21,2024-11-17T03:24:01Z,590000,False,-36.0,38.0,1,left,L. Markkanen driving floating Jump Shot (7 PTS),[1628374],1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,5.23,Made,7.0,,,,,,,,,,,,,,
60,PT06M06.00S,2024-11-17T03:22:36.3Z,1,REGULAR,foul,personal,['1freethrow'],203926,,,1610612762,21,21,2024-11-17T03:22:47Z,600000,False,,,0,,D. McDermott shooting personal FOUL (2 PF) (Markkanen 1 FT),"[203926, 1628374]",1610612758.0,SAC,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,Markkanen,1628374.0,,,,,
62,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612762,21,21,2024-11-17T03:23:25Z,620000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,out,[],1626168,,,1610612762,21,21,2024-11-17T03:23:25Z,630000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,out,[],203926,,,1610612762,21,21,2024-11-17T03:23:25Z,640000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,21,21,2024-11-17T03:23:25Z,650000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612762,21,21,2024-11-17T03:23:25Z,660000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,in,[],1631115,,,1610612762,21,21,2024-11-17T03:23:25Z,670000,False,,,0,,SUB in: O. Robinson,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,in,[],1630222,,,1610612762,21,21,2024-11-17T03:23:25Z,680000,False,,,0,,SUB in: M. Jones,[1630222],1610612758.0,SAC,,,,Jones,M. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2024-11-17T03:22:48.6Z,1,REGULAR,substitution,in,[],1642268,,,1610612762,21,21,2024-11-17T03:23:25Z,690000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M06.00S,2024-11-17T03:23:26.8Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,21,21,2024-11-17T03:25:16Z,700000,False,,,0,,MISS L. Markkanen Free Throw 1 of 1,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
89,PT06M06.00S,2024-11-17T03:23:26.8Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612758,21,21,2024-11-17T03:25:47Z,705000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,70.0,,,,,,,,,1.0,1.0,0.0,,
71,PT05M48.00S,2024-11-17T03:23:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,92.29632063074901,48.28431372549019,1610612758,21,21,2024-11-17T03:33:23Z,710000,False,-9.0,20.0,1,right,MISS J. McLaughlin driving finger roll Layup - blocked,"[1629162, 1628381]",1610612758.0,SAC,driving finger roll,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,Collins,1628381.0
72,PT05M48.00S,2024-11-17T03:23:28.5Z,1,REGULAR,block,,[],1628381,,,1610612758,21,21,2024-11-17T03:23:31Z,720000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2024-11-17T03:23:31.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,21,21,2024-11-17T03:27:32Z,730000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,71.0,,,,,,,,,3.0,3.0,0.0,,
74,PT05M34.00S,2024-11-17T03:23:34.3Z,1,REGULAR,3pt,Jump Shot,[],1642271,33.065045992115635,48.28431372549019,1610612762,21,21,2024-11-17T03:23:45Z,740000,False,9.0,258.0,1,left,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,25.84,Missed,,,,,,,,,,,,,,,
75,PT05M34.00S,2024-11-17T03:23:34.3Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,21,21,2024-11-17T04:19:43Z,750000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,74.0,,,,,,,,,1.0,0.0,1.0,,
325,PT05M34.00S,2024-11-17T03:23:49.7Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,21,21,2024-11-17T04:20:01Z,755000,False,,,0,,L. Markkanen lost ball TURNOVER (2 TO),"[1628374, 1628989]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.0,Huerter,1628989.0,,,,,,,,,,,,,,,,,
326,PT05M34.00S,2024-11-17T03:23:49.7Z,1,REGULAR,steal,,[],1628989,,,1610612758,21,21,2024-11-17T04:20:01Z,757500,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT05M13.00S,2024-11-17T03:24:05.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612758,21,21,2024-11-17T04:20:01Z,760000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M13.00S,2024-11-17T03:24:05.2Z,1,REGULAR,substitution,in,[],203903,,,1610612758,21,21,2024-11-17T04:20:01Z,770000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M13.00S,2024-11-17T03:24:38.7Z,1,REGULAR,jumpball,recovered,[],203903,,,1610612758,21,21,2024-11-17T04:20:01Z,780000,False,,,0,,Jump Ball J. Collins vs. O. Robinson: Tip to J. Clarkson,"[203903, 1628381, 1631115]",1610612762.0,UTA,heldball,J. Clarkson,203903.0,Clarkson,J. Clarkson,Collins,1628381.0,Robinson,1631115.0,,,,,,,,,,,,,,,,,,,,,,
81,PT05M13.00S,2024-11-17T03:24:38.7Z,1,REGULAR,turnover,lost ball,[],1631115,,,1610612758,21,21,2024-11-17T03:28:39Z,810000,False,,,0,,O. Robinson lost ball TURNOVER (1 TO),"[1631115, 1628381]",1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,1.0,Collins,1628381.0,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2024-11-17T03:24:38.7Z,1,REGULAR,steal,,[],1628381,,,1610612762,21,21,2024-11-17T03:24:38Z,820000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2024-11-17T03:24:43.4Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,21,21,2024-11-17T03:34:10Z,830000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1629162]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,1.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2024-11-17T03:24:43.4Z,1,REGULAR,steal,,[],1629162,,,1610612758,21,21,2024-11-17T03:34:10Z,840000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2024-11-17T03:24:48.4Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612758,21,21,2024-11-17T03:34:18Z,850000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 203903]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,1.0,Clarkson,203903.0,,,,,,,,,,,,,,,,,
