actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
263,PT04M28.00S,2025-04-10T03:01:47.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,47,53,2025-04-10T03:01:48Z,2510000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,262.0,6.0,5.0,1.0,,,,,,,,,,,,,,
265,PT04M17.00S,2025-04-10T03:02:08.6Z,2,REGULAR,violation,kicked ball,[],203999,,,1610612758,47,53,2025-04-10T03:02:17Z,2530000,False,,,0,,N. Jokić kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,201246.0,,,,,,,,,,,,
266,PT04M09.00S,2025-04-10T03:02:21.3Z,2,REGULAR,3pt,Jump Shot,[],1631165,4.418528252299605,96.32352941176471,1610612758,50,53,2025-04-10T03:02:26Z,2540000,False,-232.0,-11.0,1,left,K. Ellis 3PT  (6 PTS) (D. DeRozan 2 AST),"[1631165, 201942]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,6.0,,,,,,,D. DeRozan,201942.0,2.0,,,,
268,PT03M45.00S,2025-04-10T03:02:46.1Z,2,REGULAR,3pt,Jump Shot,[],203932,87.20433639947439,2.450980392156863,1610612743,50,53,2025-04-10T03:02:50Z,2560000,False,-238.0,68.0,1,right,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,24.72,Missed,,,,,,,,,,,,,,,,,,
269,PT03M42.00S,2025-04-10T03:02:49.1Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,50,53,2025-04-10T03:02:50Z,2570000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT03M33.00S,2025-04-10T03:02:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,8.360709592641262,56.86274509803921,1610612758,50,53,2025-04-10T03:03:06Z,2580000,False,-34.0,26.0,1,left,MISS D. DeRozan turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
272,PT03M29.00S,2025-04-10T03:03:01.6Z,2,REGULAR,rebound,offensive,[],201942,,,1610612758,50,53,2025-04-10T03:03:06Z,2600000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,270.0,1.0,0.0,1.0,,,,,,,,,,,,,,
274,PT03M23.00S,2025-04-10T03:03:27.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203897,31.225361366622867,66.42156862745098,1610612758,50,53,2025-04-10T03:10:54Z,2620000,False,-82.0,241.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
275,PT03M19.00S,2025-04-10T03:03:31.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,50,53,2025-04-10T03:03:32Z,2630000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,274.0,3.0,3.0,0.0,,,,,,,,,,,,,,
276,PT03M15.00S,2025-04-10T03:03:35.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629618,94.95729303547962,95.34313725490196,1610612743,50,53,2025-04-10T03:03:45Z,2640000,False,227.0,-5.0,1,right,MISS J. Pickett running 3PT,[1629618],1610612743.0,DEN,running,,,Pickett,J. Pickett,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
277,PT03M12.00S,2025-04-10T03:03:38.3Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,50,53,2025-04-10T03:03:45Z,2650000,False,,,0,,K. Ellis REBOUND (Off:0 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,
278,PT03M04.00S,2025-04-10T03:03:47.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626168,7.178055190538765,50.49019607843137,1610612758,52,53,2025-04-10T03:11:34Z,2660000,False,-2.0,15.0,1,left,T. Lyles cutting DUNK (9 PTS) (Z. LaVine 7 AST),"[1626168, 203897]",1610612758.0,SAC,cutting,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,9.0,,,,,,,Z. LaVine,203897.0,7.0,,,,
280,PT03M02.00S,2025-04-10T03:03:54.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,52,53,2025-04-10T03:03:54Z,2680000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M02.00S,2025-04-10T03:03:59.2Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,52,53,2025-04-10T03:05:19Z,2690000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M02.00S,2025-04-10T03:03:59.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,52,53,2025-04-10T03:05:19Z,2700000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M50.00S,2025-04-10T03:05:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.94152431011827,59.31372549019608,1610612743,52,55,2025-04-10T03:11:55Z,2710000,False,47.0,70.0,1,right,N. Jokić 8' driving floating Jump Shot (6 PTS) (J. Pickett 3 AST),"[203999, 1629618]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,8.43,Made,,,,,6.0,,,,,,,J. Pickett,1629618.0,3.0,,,,
285,PT02M26.00S,2025-04-10T03:06:00.9Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612758,52,55,2025-04-10T03:06:06Z,2730000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 203999]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Jokić,203999.0,,
286,PT02M26.00S,2025-04-10T03:06:00.9Z,2,REGULAR,steal,,[],203999,,,1610612743,52,55,2025-04-10T03:13:59Z,2740000,False,,,0,,N. Jokić STEAL (3 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
288,PT02M12.00S,2025-04-10T03:06:31.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,91.5407358738502,56.127450980392155,1610612743,52,57,2025-04-10T03:06:36Z,2760000,False,31.0,27.0,1,right,C. Braun cutting Layup (16 PTS) (A. Gordon 3 AST),"[1631128, 203932]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,16.0,,,,,,,A. Gordon,203932.0,3.0,,,,
290,PT01M54.00S,2025-04-10T03:06:50.0Z,2,REGULAR,3pt,Jump Shot,[],201942,4.812746386333772,95.58823529411765,1610612758,52,57,2025-04-10T03:07:10Z,2780000,False,-228.0,-7.0,1,left,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
291,PT01M53.00S,2025-04-10T03:06:51.0Z,2,REGULAR,rebound,defensive,[],1629618,,,1610612743,52,57,2025-04-10T03:13:35Z,2790000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,,,290.0,1.0,1.0,0.0,,,,,,,,,,,,,,
292,PT01M51.00S,2025-04-10T03:06:57.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612743,52,57,2025-04-10T03:07:13Z,2800000,False,,,0,,D. Sabonis personal FOUL (2 PF) (Jokić 2 FT),"[1627734, 203999]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,1628159.0,,2.0,0.0,Jokić,203999.0,,,,,,,
294,PT01M51.00S,2025-04-10T03:07:28.1Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,52,58,2025-04-10T03:07:28Z,2820000,False,,,0,,N. Jokić Free Throw 1 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
295,PT01M51.00S,2025-04-10T03:07:45.3Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,52,59,2025-04-10T03:07:45Z,2830000,False,,,0,,N. Jokić Free Throw 2 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
296,PT01M32.00S,2025-04-10T03:08:07.2Z,2,REGULAR,3pt,Jump Shot,[],1631165,4.681340341655716,97.79411764705883,1610612758,55,59,2025-04-10T03:08:12Z,2840000,False,-239.0,-8.0,1,left,K. Ellis 3PT  (9 PTS) (D. DeRozan 3 AST),"[1631165, 201942]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,23.92,Made,,,,,9.0,,,,,,,D. DeRozan,201942.0,3.0,,,,
298,PT01M11.00S,2025-04-10T03:08:28.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.19776609724047,53.18627450980392,1610612743,55,61,2025-04-10T03:08:33Z,2860000,False,16.0,21.0,1,right,A. Gordon driving DUNK (14 PTS) (N. Jokić 3 AST),"[203932, 203999]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,14.0,,,,,,,N. Jokić,203999.0,3.0,,,,
300,PT00M59.10S,2025-04-10T03:08:42.5Z,2,REGULAR,2pt,Jump Shot,[],201942,8.492115637319317,73.0392156862745,1610612758,57,61,2025-04-10T03:08:48Z,2880000,False,-115.0,27.0,1,left,D. DeRozan 11' pullup Jump Shot (8 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,11.84,Made,,,,,8.0,,,,,,,,,,,,,
301,PT00M59.10S,2025-04-10T03:08:45.7Z,2,REGULAR,foul,personal,['1freethrow'],1629618,,,1610612758,57,61,2025-04-10T03:08:54Z,2890000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1629618, 201942]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,Mid-Range,8-16 Left,,,,,,,,1628159.0,,1.0,0.0,DeRozan,201942.0,,,,,,,
303,PT00M59.10S,2025-04-10T03:09:13.5Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,58,61,2025-04-10T03:09:13Z,2910000,False,,,0,,D. DeRozan Free Throw 1 of 1 (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
304,PT00M42.90S,2025-04-10T03:09:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,90.09526938239159,61.274509803921575,1610612743,58,61,2025-04-10T03:09:45Z,2920000,False,56.0,41.0,1,right,MISS N. Jokić 6' bank Shot - blocked,"[203999, 1631165]",1610612743.0,DEN,bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,,,,,,Ellis,1631165.0
305,PT00M42.90S,2025-04-10T03:09:32.9Z,2,REGULAR,block,,[],1631165,,,1610612743,58,61,2025-04-10T03:09:36Z,2930000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT00M40.20S,2025-04-10T03:09:35.6Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,58,61,2025-04-10T03:09:45Z,2940000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,304.0,4.0,3.0,1.0,,,,,,,,,,,,,,
307,PT00M39.60S,2025-04-10T03:09:37.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,93.11760840998686,61.51960784313726,1610612743,58,63,2025-04-10T03:14:41Z,2950000,False,58.0,12.0,1,right,N. Jokić putback Layup (10 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,,,,,10.0,,,,,,,,,,,,,
309,PT00M28.40S,2025-04-10T03:10:04.7Z,2,REGULAR,3pt,Jump Shot,[],201942,28.991458607095925,78.67647058823529,1610612758,58,63,2025-04-10T03:10:09Z,2970000,False,-143.0,220.0,1,left,MISS D. DeRozan 26' pullup 3PT,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
310,PT00M26.20S,2025-04-10T03:10:06.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,58,63,2025-04-10T03:10:06Z,2980000,False,,,0,,N. Jokić REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,309.0,5.0,4.0,1.0,,,,,,,,,,,,,,
311,PT00M02.90S,2025-04-10T03:10:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629008,80.3712220762155,93.13725490196079,1610612743,58,66,2025-04-10T03:23:17Z,2990000,False,216.0,132.0,1,right,M. Porter Jr. 25' 3PT  (14 PTS) (N. Jokić 4 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,14.0,,,,,,,N. Jokić,203999.0,4.0,,,,
313,PT00M00.00S,2025-04-10T03:10:40.7Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612758,58,66,2025-04-10T03:10:45Z,3010000,False,,,0,,Z. LaVine lost ball TURNOVER (4 TO),"[203897, 203999]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,4.0,,,,,,,,Jokić,203999.0,,
314,PT00M00.00S,2025-04-10T03:10:40.7Z,2,REGULAR,steal,,[],203999,,,1610612743,58,66,2025-04-10T03:10:42Z,3020000,False,,,0,,N. Jokić STEAL (4 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2025-04-10T03:10:46.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203999,54.48423127463863,77.69607843137256,1610612743,58,66,2025-04-10T03:10:57Z,3030000,False,138.0,375.0,1,right,MISS N. Jokić 40' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,40.0,Missed,,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2025-04-10T03:10:46.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,58,66,2025-04-10T03:10:57Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,315.0,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2025-04-10T03:10:54.2Z,2,REGULAR,period,end,[],0,,,1610612743,58,66,2025-04-10T03:10:54Z,3050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-04-10T03:25:58.9Z,3,REGULAR,period,start,[],0,,,1610612743,58,66,2025-04-10T03:26:01Z,3060000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M48.00S,2025-04-10T03:26:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,7.440867279894875,46.07843137254902,1610612743,58,68,2025-04-10T03:26:15Z,3070000,False,20.0,17.0,1,left,C. Braun cutting Layup (18 PTS) (N. Jokić 5 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,18.0,,,,,,,N. Jokić,203999.0,5.0,,,,
321,PT11M28.00S,2025-04-10T03:26:29.7Z,3,REGULAR,3pt,Jump Shot,[],1631165,86.81011826544021,3.9215686274509802,1610612758,58,68,2025-04-10T03:26:34Z,3090000,False,-230.0,71.0,1,right,MISS K. Ellis 24' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,24.12,Missed,,,,,,,,,,,,,,,,,,
322,PT11M25.00S,2025-04-10T03:26:32.7Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,58,68,2025-04-10T03:26:34Z,3100000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,321.0,2.0,1.0,1.0,,,,,,,,,,,,,,
324,PT11M16.00S,2025-04-10T03:26:51.8Z,3,REGULAR,3pt,Jump Shot,[],1629008,25.969119579500656,18.627450980392158,1610612743,58,68,2025-04-10T03:27:31Z,3120000,False,157.0,192.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
325,PT11M13.00S,2025-04-10T03:26:54.8Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,58,68,2025-04-10T03:27:31Z,3130000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,324.0,2.0,1.0,1.0,,,,,,,,,,,,,,
326,PT11M05.00S,2025-04-10T03:26:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.44480946123521,53.431372549019606,1610612758,58,68,2025-04-10T03:27:40Z,3140000,False,17.0,94.0,1,right,MISS D. DeRozan 9' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
327,PT11M04.00S,2025-04-10T03:26:58.1Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,58,68,2025-04-10T03:27:40Z,3150000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,326.0,4.0,4.0,0.0,,,,,,,,,,,,,,
328,PT10M50.00S,2025-04-10T03:27:08.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.389618922470433,43.627450980392155,1610612743,58,68,2025-04-10T03:27:21Z,3160000,False,32.0,8.0,1,left,MISS A. Gordon reverse Layup,[203932],1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,,
329,PT10M48.00S,2025-04-10T03:27:10.2Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,58,68,2025-04-10T03:27:21Z,3170000,False,,,0,,N. Jokić REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,328.0,6.0,4.0,2.0,,,,,,,,,,,,,,
330,PT10M46.00S,2025-04-10T03:27:16.3Z,3,REGULAR,foul,personal,[],201942,,,1610612743,58,68,2025-04-10T03:27:43Z,3180000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 203999]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201246.0,,2.0,0.0,Jokić,203999.0,,,,,,,
332,PT10M36.00S,2025-04-10T03:27:42.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203932,15.062417871222076,71.81372549019608,1610612743,58,70,2025-04-10T03:27:50Z,3200000,False,-109.0,89.0,1,left,A. Gordon 14' Jump Shot (16 PTS) (N. Jokić 6 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,14.09,Made,,,,,16.0,,,,,,,N. Jokić,203999.0,6.0,,,,
334,PT10M19.00S,2025-04-10T03:27:59.0Z,3,REGULAR,3pt,Jump Shot,[],1626168,71.43561103810775,79.90196078431373,1610612758,58,70,2025-04-10T03:28:04Z,3220000,False,150.0,216.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
335,PT10M16.00S,2025-04-10T03:28:02.0Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,58,70,2025-04-10T03:28:04Z,3230000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,334.0,3.0,3.0,0.0,,,,,,,,,,,,,,
336,PT10M11.00S,2025-04-10T03:28:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,7.178055190538765,58.08823529411765,1610612743,58,70,2025-04-10T03:28:52Z,3240000,False,-40.0,15.0,1,left,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
337,PT10M09.00S,2025-04-10T03:28:08.6Z,3,REGULAR,rebound,defensive,[],1631165,,,1610612758,58,70,2025-04-10T03:28:27Z,3250000,False,,,0,,K. Ellis REBOUND (Off:0 Def:3),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,336.0,3.0,3.0,0.0,,,,,,,,,,,,,,
338,PT10M01.00S,2025-04-10T03:28:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.85479632063075,54.65686274509803,1610612758,58,70,2025-04-10T03:32:14Z,3260000,False,23.0,15.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 1631128]",1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,Braun,1631128.0
350,PT10M01.00S,2025-04-10T03:28:16.6Z,3,REGULAR,block,,[],1631128,,,1610612758,58,70,2025-04-10T03:33:31Z,3265000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT09M59.00S,2025-04-10T03:28:18.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,58,70,2025-04-10T03:28:30Z,3270000,False,,,0,,N. Jokić REBOUND (Off:2 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,338.0,7.0,5.0,2.0,,,,,,,,,,,,,,
340,PT09M53.00S,2025-04-10T03:28:24.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.389618922470433,57.59803921568627,1610612743,58,70,2025-04-10T03:30:00Z,3280000,False,-38.0,8.0,1,left,MISS A. Gordon cutting Layup,[203932],1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,,
341,PT09M49.00S,2025-04-10T03:28:27.9Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,58,70,2025-04-10T03:28:27Z,3290000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,340.0,3.0,1.0,2.0,,,,,,,,,,,,,,
342,PT09M38.00S,2025-04-10T03:28:40.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631128,29.38567674113009,75.73529411764706,1610612743,58,73,2025-04-10T03:28:44Z,3300000,False,-129.0,224.0,1,left,C. Braun 25' 3PT  (21 PTS) (N. Jokić 7 AST),"[1631128, 203999]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,25.81,Made,,,,,21.0,,,,,,,N. Jokić,203999.0,7.0,,,,
344,PT09M38.00S,2025-04-10T03:28:48.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,58,73,2025-04-10T03:28:48Z,3320000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M22.00S,2025-04-10T03:32:30.2Z,3,REGULAR,3pt,Jump Shot,[],1631165,75.1149802890933,86.51960784313727,1610612758,61,73,2025-04-10T03:32:35Z,3330000,False,183.0,181.0,1,right,K. Ellis 25' 3PT  (12 PTS) (T. Lyles 3 AST),"[1631165, 1626168]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,12.0,,,,,,,T. Lyles,1626168.0,3.0,,,,
347,PT08M58.00S,2025-04-10T03:32:53.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,11.251642575558476,51.9607843137255,1610612743,61,75,2025-04-10T03:33:07Z,3350000,False,-10.0,53.0,1,left,M. Porter Jr. driving floating Jump Shot (16 PTS) (N. Jokić 8 AST),"[1629008, 203999]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,,,,,16.0,,,,,,,N. Jokić,203999.0,8.0,,,,
349,PT08M45.00S,2025-04-10T03:33:06.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,90.75229960578186,59.068627450980394,1610612758,63,75,2025-04-10T03:33:15Z,3370000,False,45.0,34.0,1,right,T. Lyles driving Layup (11 PTS) (D. Sabonis 2 AST),"[1626168, 1627734]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,,,,,11.0,,,,,,,D. Sabonis,1627734.0,2.0,,,,
