actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
24,PT10M26.00S,2024-10-25T02:14:40.3Z,1,REGULAR,2pt,Jump Shot,[],1630183,10.463206307490145,19.607843137254903,1610612750,5,2,2024-10-25T02:14:48Z,240000,False,152.0,46.0,1,left,J. McDaniels 15' pullup Jump Shot (2 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,Made,,2.0,,,,15.88,A. Edwards,1630162.0,1.0,,,,,
27,PT10M12.00S,2024-10-25T02:15:42.9Z,1,REGULAR,jumpball,recovered,[],201144,,,1610612758,5,2,2024-10-25T02:15:42Z,270000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to M. Conley,"[201144, 203497, 1627734]",1610612750.0,MIN,heldball,M. Conley,201144.0,Conley,M. Conley,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
30,PT10M12.00S,2024-10-25T02:15:42.9Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,5,2,2024-10-25T02:15:42Z,300000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 203497]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1.0,Gobert,203497.0,,,,,,,,,
31,PT10M12.00S,2024-10-25T02:15:42.9Z,1,REGULAR,steal,,[],203497,,,1610612750,5,2,2024-10-25T02:15:42Z,310000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M53.00S,2024-10-25T02:16:02.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,30.962549277266753,67.40196078431373,1610612750,5,5,2024-10-25T02:16:28Z,320000,False,-87.0,239.0,1,left,A. Edwards 25' 3PT step back (3 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,,,25.39,,,,,,,,
33,PT09M38.00S,2024-10-25T02:16:17.1Z,1,REGULAR,2pt,Jump Shot,[],201942,77.87450722733246,67.64705882352942,1610612758,5,5,2024-10-25T02:17:26Z,330000,False,88.0,155.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,17.88,,,,,,,,
34,PT09M36.00S,2024-10-25T02:16:19.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,5,2024-10-25T02:16:22Z,340000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,33.0,,,,,,,,,1.0,1.0,0.0,,
35,PT09M35.00S,2024-10-25T02:16:20.2Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,5,5,2024-10-25T02:16:26Z,350000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1627734]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,,
36,PT09M35.00S,2024-10-25T02:16:20.2Z,1,REGULAR,steal,,[],1627734,,,1610612758,5,5,2024-10-25T02:17:12Z,360000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M32.00S,2024-10-25T02:16:23.7Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,5,5,2024-10-25T02:44:20Z,370000,False,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 203497]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Gobert,203497.0,,,,,,,,,
38,PT09M32.00S,2024-10-25T02:16:23.7Z,1,REGULAR,steal,,[],203497,,,1610612750,5,5,2024-10-25T02:16:26Z,380000,False,,,0,,R. Gobert STEAL (2 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M23.00S,2024-10-25T02:16:32.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,30.699737187910642,65.68627450980392,1610612750,5,8,2024-10-25T02:18:11Z,390000,False,-78.0,236.0,1,left,J. Randle 24' 3PT pullup (3 PTS),[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,,,24.88,,,,,,,,
40,PT09M13.00S,2024-10-25T02:16:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,84.05059132720105,47.794117647058826,1610612758,7,8,2024-10-25T02:16:47Z,400000,False,-11.0,97.0,1,right,D. Fox 9' driving Layup (2 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,,,,9.8,,,,,,,,
42,PT09M03.00S,2024-10-25T02:17:14.3Z,1,REGULAR,3pt,Jump Shot,[],201144,28.33442838370565,21.813725490196077,1610612750,7,8,2024-10-25T02:17:23Z,420000,False,141.0,214.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.61,,,,,,,,
43,PT09M00.00S,2024-10-25T02:17:17.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,7,8,2024-10-25T02:17:23Z,430000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,42.0,,,,,,,,,2.0,2.0,0.0,,
44,PT08M49.00S,2024-10-25T02:17:28.2Z,1,REGULAR,2pt,Jump Shot,[],1631099,80.23981603153744,30.88235294117647,1610612758,9,8,2024-10-25T02:17:35Z,440000,False,-96.0,133.0,1,right,K. Murray 16' fadeaway Jump Shot (2 PTS),[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,2.0,,,,16.4,,,,,,,,
45,PT08M37.00S,2024-10-25T02:17:45.9Z,1,REGULAR,turnover,LaneViolation,[],203497,,,1610612750,9,8,2024-10-25T02:17:57Z,450000,False,,,0,,R. Gobert LaneViolation TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,,,,
46,PT08M26.00S,2024-10-25T02:18:13.1Z,1,REGULAR,2pt,Jump Shot,[],1628368,93.24901445466492,33.82352941176471,1610612758,11,8,2024-10-25T02:18:18Z,460000,False,-81.0,11.0,1,right,D. Fox 8' fadeaway Jump Shot (4 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,Mid-Range,0-8 Center,,,,,,Made,,4.0,,,,8.16,,,,,,,,
47,PT08M09.00S,2024-10-25T02:18:29.9Z,1,REGULAR,3pt,Jump Shot,[],203944,28.203022339027594,75.49019607843137,1610612750,11,8,2024-10-25T02:18:38Z,470000,False,-127.0,213.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.79,,,,,,,,
48,PT08M05.00S,2024-10-25T02:18:33.9Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,11,8,2024-10-25T02:18:38Z,480000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,47.0,,,,,,,,,1.0,0.0,1.0,,
49,PT08M03.00S,2024-10-25T02:18:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,9.149145860709593,37.99019607843137,1610612750,11,8,2024-10-25T02:20:22Z,490000,False,60.0,34.0,1,left,MISS J. McDaniels 6' putback Layup,[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.87,,,,,,,,
50,PT08M01.00S,2024-10-25T02:18:37.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,11,8,2024-10-25T02:18:51Z,500000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,49.0,,,,,,,,,1.0,1.0,0.0,,
51,PT07M59.00S,2024-10-25T02:18:44.2Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,11,8,2024-10-25T02:19:03Z,510000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,203593.0,,,,,,,,1.0,,,,,,,,,,,
52,PT07M51.00S,2024-10-25T02:19:01.4Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,11,8,2024-10-25T02:23:12Z,520000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1628368]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,203593.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
54,PT07M51.00S,2024-10-25T02:19:01.4Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,11,8,2024-10-25T02:19:01Z,540000,False,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,203593.0,,,,,,,,3.0,,,,,,,,,,,
55,PT07M37.00S,2024-10-25T02:19:31.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627734,89.17542706964521,45.34313725490196,1610612758,11,8,2024-10-25T02:22:24Z,550000,False,-23.0,49.0,1,right,MISS D. Sabonis turnaround fadeaway Shot,[1627734],1610612758.0,SAC,turnaround fadeaway,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.45,,,,,,,,
56,PT07M34.00S,2024-10-25T02:19:34.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,11,8,2024-10-25T02:19:38Z,560000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,55.0,,,,,,,,,2.0,2.0,0.0,,
57,PT07M22.00S,2024-10-25T02:19:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,12.697109067017081,1.4705882352941175,1610612750,11,8,2024-10-25T02:19:50Z,570000,False,243.0,67.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,25.17,,,,,,,,
58,PT07M19.00S,2024-10-25T02:19:47.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,11,8,2024-10-25T02:19:50Z,580000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,,57.0,,,,,,,,,1.0,1.0,0.0,,
59,PT07M08.00S,2024-10-25T02:19:59.3Z,1,REGULAR,3pt,Jump Shot,[],1627734,67.09921156373193,50.98039215686274,1610612758,14,8,2024-10-25T02:20:05Z,590000,False,5.0,257.0,1,right,D. Sabonis 25' 3PT  (6 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,Made,,6.0,,,,25.68,D. Fox,1628368.0,2.0,,,,,
61,PT06M54.00S,2024-10-25T02:20:13.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,16.376478318002626,4.411764705882353,1610612750,14,8,2024-10-25T02:25:04Z,610000,False,228.0,101.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.94,,,,,,,,
62,PT06M54.00S,2024-10-25T02:20:13.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,14,8,2024-10-25T02:29:19Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,61.0,,,,,,,,,,,,,
64,PT06M54.00S,2024-10-25T02:20:26.0Z,1,REGULAR,foul,personal,[],1627734,,,1610612750,14,8,2024-10-25T02:20:50Z,640000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 203497]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,204059.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
66,PT06M54.00S,2024-10-25T02:20:48.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,14,8,2024-10-25T02:20:48Z,660000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2024-10-25T02:23:33.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,28.33442838370565,25.49019607843137,1610612750,14,11,2024-10-25T02:23:40Z,670000,False,123.0,214.0,1,left,J. Randle 24' 3PT  (6 PTS) (M. Conley 1 AST),"[203944, 201144]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,,,,24.64,M. Conley,201144.0,1.0,,,,,
69,PT06M28.00S,2024-10-25T02:23:50.9Z,1,REGULAR,3pt,Jump Shot,[],1631099,67.09921156373193,58.333333333333336,1610612758,14,11,2024-10-25T02:23:58Z,690000,False,42.0,257.0,1,right,MISS K. Murray 26' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.02,,,,,,,,
70,PT06M24.00S,2024-10-25T02:23:55.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,14,11,2024-10-25T02:23:55Z,700000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,69.0,,,,,,,,,3.0,3.0,0.0,,
71,PT06M18.00S,2024-10-25T02:24:01.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,14,11,2024-10-25T02:24:10Z,710000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 201942]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,
72,PT06M18.00S,2024-10-25T02:24:01.8Z,1,REGULAR,steal,,[],201942,,,1610612758,14,11,2024-10-25T02:28:41Z,720000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2024-10-25T02:24:10.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,64.60249671484888,51.71568627450981,1610612758,17,11,2024-10-25T02:24:19Z,730000,False,9.0,280.0,1,right,D. Fox 28' 3PT  (7 PTS) (K. Murray 1 AST),"[1628368, 1631099]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,Made,,7.0,,,,28.03,K. Murray,1631099.0,1.0,,,,,
75,PT05M42.00S,2024-10-25T02:24:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,17.69053876478318,61.274509803921575,1610612750,17,11,2024-10-25T02:30:01Z,750000,False,-56.0,114.0,1,left,MISS A. Edwards 12' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.7,,,,,,,,
76,PT05M42.00S,2024-10-25T02:24:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,17,11,2024-10-25T02:25:09Z,760000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,75.0,,,,,,,,,,,,,
78,PT05M42.00S,2024-10-25T02:24:44.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,17,11,2024-10-25T02:25:06Z,780000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M42.00S,2024-10-25T02:24:44.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,17,11,2024-10-25T02:25:06Z,790000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2024-10-25T02:24:44.2Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,17,11,2024-10-25T02:25:06Z,800000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M42.00S,2024-10-25T02:24:44.2Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,17,11,2024-10-25T02:25:06Z,810000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2024-10-25T02:25:33.2Z,1,REGULAR,2pt,Jump Shot,[],201942,80.3712220762155,68.38235294117648,1610612758,17,11,2024-10-25T02:25:38Z,820000,False,92.0,132.0,1,right,MISS D. DeRozan 16' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,16.08,,,,,,,,
83,PT05M27.00S,2024-10-25T02:25:35.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,11,2024-10-25T02:25:35Z,830000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,,,,82.0,,,,,,,,,4.0,4.0,0.0,,
84,PT05M11.00S,2024-10-25T02:25:54.7Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612750,17,11,2024-10-25T02:26:01Z,840000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1628370, 1630183]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,1627529.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,
86,PT05M11.00S,2024-10-25T02:26:13.0Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,17,12,2024-10-25T02:26:13Z,860000,False,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
87,PT05M11.00S,2024-10-25T02:26:13.7Z,1,REGULAR,substitution,out,[],201144,,,1610612750,17,12,2024-10-25T02:26:21Z,870000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
