actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
478,PT01M06.00S,2025-01-07T04:43:02.4Z,3,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,66,74,2025-01-07T04:43:02Z,4490000,False,,,0,,N. Jović Free Throw 2 of 2 (8 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,Made,,,,,,,,,,,8.0,,,,,
479,PT00M44.80S,2025-01-07T04:43:27.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642269,81.94809461235218,50.98039215686274,1610612758,66,74,2025-01-07T04:43:41Z,4500000,False,5.0,117.0,1,right,MISS D. Carter 11' driving floating Shot,[1642269],1610612758.0,SAC,driving floating,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,11.73,Missed,,,,,,,,,,,,,,,,
480,PT00M42.80S,2025-01-07T04:43:29.1Z,3,REGULAR,rebound,offensive,[],1642269,,,1610612758,66,74,2025-01-07T04:43:32Z,4510000,False,,,0,,D. Carter REBOUND (Off:2 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,479.0,4.0,2.0,2.0,,,,,,,,,,,,
481,PT00M42.80S,2025-01-07T04:43:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642269,86.22289750328515,49.21109068627451,1610612758,68,74,2025-01-07T04:43:48Z,4520000,False,-4.0,77.0,1,right,D. Carter 7' putback Layup (5 PTS),[1642269],1610612758.0,SAC,putback,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,7.71,Made,,,,,,,,,,,5.0,,,,,
482,PT00M32.60S,2025-01-07T04:43:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,9.543363994743759,39.950980392156865,1610612748,68,76,2025-01-07T04:43:47Z,4530000,False,50.0,37.0,1,left,D. Robinson 6' driving Layup (5 PTS),[1629130],1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,6.25,Made,,,,,,,,,,,5.0,,,,,
483,PT00M11.00S,2025-01-07T04:44:05.9Z,3,REGULAR,2pt,Jump Shot,[],1631099,94.43166885676742,75.0,1610612758,68,76,2025-01-07T04:44:28Z,4540000,False,125.0,0.0,1,right,MISS K. Murray 12' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,12.5,Missed,,,,,,,,,,,,,,,,
484,PT00M06.50S,2025-01-07T04:44:10.4Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,68,76,2025-01-07T04:44:13Z,4550000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,483.0,1.0,1.0,0.0,,,,,,,,,,,,
485,PT00M03.00S,2025-01-07T04:44:15.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,29.25427069645204,88.97058823529412,1610612748,68,76,2025-01-07T04:46:56Z,4560000,False,-195.0,222.0,1,left,MISS D. Robinson 29' running pullup 3PT - blocked,"[1629130, 1642269]",1610612748.0,MIA,running pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,29.58,Missed,,,,,,,,,,,,,,,Carter,1642269.0
490,PT00M03.00S,2025-01-07T04:44:15.5Z,3,REGULAR,block,,[],1642269,,,1610612748,68,76,2025-01-07T04:46:33Z,4565000,False,,,0,,D. Carter BLOCK (2 BLK),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
486,PT00M01.00S,2025-01-07T04:44:17.5Z,3,REGULAR,rebound,offensive,[],1629312,,,1610612748,68,76,2025-01-07T04:46:56Z,4570000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:4),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,485.0,6.0,4.0,2.0,,,,,,,,,,,,
487,PT00M00.00S,2025-01-07T04:44:19.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629312,8.623521681997373,49.50980392156863,1610612748,68,78,2025-01-07T04:45:17Z,4580000,False,2.0,29.0,1,left,H. Highsmith turnaround fadeaway Jump Shot (10 PTS),[1629312],1610612748.0,MIA,turnaround fadeaway,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,2.87,Made,,,,,,,,,,,10.0,,,,,
488,PT00M00.00S,2025-01-07T04:44:35.1Z,3,REGULAR,period,end,[],0,,,1610612758,68,78,2025-01-07T04:44:35Z,4590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-01-07T04:45:26.5Z,4,REGULAR,substitution,out,['startperiod'],1626179,,,1610612758,68,78,2025-01-07T04:47:08Z,4610000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-01-07T04:45:26.5Z,4,REGULAR,substitution,out,['startperiod'],1629312,,,1610612758,68,78,2025-01-07T04:47:08Z,4620000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2025-01-07T04:45:26.5Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612758,68,78,2025-01-07T04:47:08Z,4630000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2025-01-07T04:45:26.5Z,4,REGULAR,substitution,in,['startperiod'],1631170,,,1610612758,68,78,2025-01-07T04:47:08Z,4640000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2025-01-07T04:47:04.3Z,4,REGULAR,period,start,[],0,,,1610612748,68,78,2025-01-07T04:47:09Z,4650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M37.00S,2025-01-07T04:47:25.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,13.92904073587385,54.189644607843135,1610612748,68,80,2025-01-07T04:47:46Z,4660000,False,-21.0,78.0,1,left,N. Jović 8' turnaround Hook (10 PTS),[1631107],1610612748.0,MIA,turnaround,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,,,8.11,Made,,,,,,,,,,,10.0,,,,,
497,PT11M31.00S,2025-01-07T04:47:32.4Z,4,REGULAR,turnover,bad pass,[],201942,,,1610612758,68,80,2025-01-07T04:47:37Z,4670000,False,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 1631107]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,Jović,1631107.0,,,,,,,,,,
498,PT11M31.00S,2025-01-07T04:47:32.4Z,4,REGULAR,steal,,[],1631107,,,1610612748,68,80,2025-01-07T04:47:34Z,4680000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
499,PT11M28.00S,2025-01-07T04:47:35.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631107,7.966491458607096,48.28431372549019,1610612748,68,82,2025-01-07T04:47:41Z,4690000,False,9.0,22.0,1,left,N. Jović running DUNK (12 PTS),[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,2.4,Made,,,,,,,,,,,12.0,,,,,
500,PT11M28.00S,2025-01-07T04:47:43.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,68,82,2025-01-07T04:47:43Z,4700000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,out,[],203926,,,1610612758,68,82,2025-01-07T04:50:27Z,4710000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,out,[],1642269,,,1610612758,68,82,2025-01-07T04:50:27Z,4720000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,68,82,2025-01-07T04:50:27Z,4730000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,68,82,2025-01-07T04:50:27Z,4740000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,in,[],1631165,,,1610612758,68,82,2025-01-07T04:50:27Z,4750000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M28.00S,2025-01-07T04:49:17.6Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,68,82,2025-01-07T04:50:27Z,4760000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M19.00S,2025-01-07T04:50:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,89.83245729303549,52.69607843137255,1610612758,68,82,2025-01-07T04:50:57Z,4770000,False,13.0,43.0,1,right,MISS D. DeRozan cutting Layup - blocked,"[201942, 1642276]",1610612758.0,SAC,cutting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,4.52,Missed,,,,,,,,,,,,,,,Ware,1642276.0
508,PT11M19.00S,2025-01-07T04:50:46.4Z,4,REGULAR,block,,[],1642276,,,1610612758,68,82,2025-01-07T04:50:51Z,4780000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
509,PT11M18.00S,2025-01-07T04:50:47.4Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,68,82,2025-01-07T04:51:39Z,4790000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,507.0,2.0,2.0,0.0,,,,,,,,,,,,
510,PT11M09.00S,2025-01-07T04:50:58.6Z,4,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,68,82,2025-01-07T04:51:11Z,4800000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,202901.0,2.0,,,,,,,,,,,,,,,,,,
511,PT10M53.00S,2025-01-07T04:51:20.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,69.33311432325887,20.833333333333336,1610612758,68,82,2025-01-07T04:51:26Z,4810000,False,-146.0,236.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,27.72,Missed,,,,,,,,,,,,,,,,
512,PT10M52.00S,2025-01-07T04:51:21.7Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,68,82,2025-01-07T04:52:41Z,4820000,False,,,0,,K. Murray REBOUND (Off:2 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,511.0,6.0,4.0,2.0,,,,,,,,,,,,
513,PT10M51.00S,2025-01-07T04:51:25.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,87.20433639947439,39.21568627450981,1610612758,68,82,2025-01-07T04:52:34Z,4830000,False,-54.0,68.0,1,right,MISS K. Murray 8' floating Shot,[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,8.66,Missed,,,,,,,,,,,,,,,,
514,PT10M48.00S,2025-01-07T04:51:28.7Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,68,82,2025-01-07T04:52:22Z,4840000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Left,,,,,513.0,2.0,2.0,0.0,,,,,,,,,,,,
515,PT10M40.00S,2025-01-07T04:51:33.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,33.065045992115635,62.00980392156863,1610612748,68,85,2025-01-07T04:51:38Z,4850000,False,-60.0,258.0,1,left,D. Robinson 26' 3PT pullup (8 PTS) (K. Ware 1 AST),"[1629130, 1642276]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,,,26.52,Made,,,,,,,,,,,8.0,K. Ware,1642276.0,1.0,,
517,PT10M30.00S,2025-01-07T04:51:43.6Z,4,REGULAR,2pt,Jump Shot,[],201942,94.30026281208936,26.47058823529412,1610612758,68,85,2025-01-07T04:51:49Z,4870000,False,-118.0,1.0,1,right,MISS D. DeRozan 11' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,11.76,Missed,,,,,,,,,,,,,,,,
518,PT10M28.00S,2025-01-07T04:51:46.6Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,68,85,2025-01-07T04:51:46Z,4880000,False,,,0,,K. Murray REBOUND (Off:3 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,517.0,7.0,4.0,3.0,,,,,,,,,,,,
519,PT10M26.00S,2025-01-07T04:51:49.9Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612758,68,85,2025-01-07T04:52:11Z,4890000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1642276, 201942]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Left,1830.0,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,,,,,
521,PT10M26.00S,2025-01-07T04:52:16.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,69,85,2025-01-07T04:52:16Z,4910000,False,,,0,,D. DeRozan Free Throw 1 of 2 (11 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,
522,PT10M26.00S,2025-01-07T04:52:32.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,70,85,2025-01-07T04:52:32Z,4920000,False,,,0,,D. DeRozan Free Throw 2 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,,,,,12.0,,,,,
523,PT10M13.00S,2025-01-07T04:52:52.1Z,4,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,70,85,2025-01-07T04:53:06Z,4930000,False,,,0,,D. Robinson step out-of-bounds TURNOVER (2 TO),[1629130],1610612748.0,MIA,step,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,1830.0,2.0,,,,,,,,,,,,,,,,,,
524,PT10M03.00S,2025-01-07T04:53:11.4Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612758,70,85,2025-01-07T04:53:24Z,4940000,False,,,0,,K. Ware shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1642276, 1627734]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,3.0,0.0,Sabonis,1627734.0,,,,,,
526,PT10M03.00S,2025-01-07T04:53:38.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612758,71,85,2025-01-07T04:53:38Z,4960000,False,,,0,,D. Sabonis Free Throw 1 of 2 (13 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,,,13.0,,,,,
527,PT10M03.00S,2025-01-07T04:53:55.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612758,72,85,2025-01-07T04:53:55Z,4970000,False,,,0,,D. Sabonis Free Throw 2 of 2 (14 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,,,14.0,,,,,
528,PT09M51.00S,2025-01-07T04:54:10.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,8.623521681997373,51.470588235294116,1610612748,72,87,2025-01-07T04:54:14Z,4980000,False,-7.0,29.0,1,left,K. Ware cutting DUNK (4 PTS) (T. Herro 3 AST),"[1642276, 1629639]",1610612748.0,MIA,cutting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,2.95,Made,,,,,,,,,,,4.0,T. Herro,1629639.0,3.0,,
530,PT09M39.00S,2025-01-07T04:54:21.6Z,4,REGULAR,3pt,Jump Shot,[],1631165,64.60249671484888,50.0,1610612758,75,87,2025-01-07T04:54:26Z,5000000,False,0.0,280.0,1,right,K. Ellis 28' 3PT  (8 PTS) (M. Monk 4 AST),"[1631165, 1628370]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,28.02,Made,,,,,,,,,,,8.0,M. Monk,1628370.0,4.0,,
533,PT09M28.00S,2025-01-07T04:54:41.8Z,4,REGULAR,violation,kicked ball,[],1631165,,,1610612748,75,87,2025-01-07T04:54:54Z,5030000,False,,,0,,K. Ellis kicked ball VIOLATION,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
534,PT09M21.00S,2025-01-07T04:55:05.1Z,4,REGULAR,foul,personal,[],201942,,,1610612748,75,87,2025-01-07T04:55:21Z,5040000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1631107]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,1830.0,,,,,,,,,,1.0,0.0,Jović,1631107.0,,,,,,
537,PT09M13.00S,2025-01-07T04:55:55.2Z,4,REGULAR,2pt,Jump Shot,[],1629639,20.97568988173456,45.83333333333333,1610612748,75,89,2025-01-07T04:56:10Z,5070000,False,21.0,145.0,1,left,T. Herro 14' driving floating Jump Shot (23 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Center,,,14.62,Made,,,,,,,,,,,23.0,,,,,
538,PT09M00.00S,2025-01-07T04:56:12.9Z,4,REGULAR,violation,kicked ball,[],1642276,,,1610612758,75,89,2025-01-07T04:56:19Z,5080000,False,,,0,,K. Ware kicked ball VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,
539,PT08M49.00S,2025-01-07T04:56:36.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,85.75886990801577,46.81372549019608,1610612758,75,89,2025-01-07T04:57:06Z,5090000,False,-16.0,81.0,1,right,MISS M. Monk 8' driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,8.29,Missed,,,,,,,,,,,,,,,,
540,PT08M47.00S,2025-01-07T04:56:38.4Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,75,89,2025-01-07T04:56:42Z,5100000,False,,,0,,K. Ware REBOUND (Off:0 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,539.0,3.0,3.0,0.0,,,,,,,,,,,,
541,PT08M44.00S,2025-01-07T04:56:42.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,7.30946123521682,58.82352941176471,1610612748,75,91,2025-01-07T04:56:48Z,5110000,False,-44.0,16.0,1,left,J. Jaquez Jr. running Layup (10 PTS),[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,4.7,Made,,,,,,,,,,,10.0,,,,,
542,PT08M40.00S,2025-01-07T04:56:54.4Z,4,REGULAR,foul,personal,[],1631107,,,1610612758,75,91,2025-01-07T04:57:41Z,5120000,False,,,0,,N. Jović personal FOUL (1 PF),"[1631107, 1631165]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,8-16 Center,202007.0,,,,,,,,,,1.0,0.0,Ellis,1631165.0,,,,,,
544,PT08M35.00S,2025-01-07T04:57:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.3712220762155,37.00980392156863,1610612758,77,91,2025-01-07T04:57:26Z,5140000,False,-65.0,132.0,1,right,D. DeRozan 14' Jump Shot (14 PTS) (K. Ellis 1 AST),"[201942, 1631165]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,14.71,Made,,,,,,,,,,,14.0,K. Ellis,1631165.0,1.0,,
546,PT08M35.00S,2025-01-07T04:57:24.4Z,4,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612758,77,91,2025-01-07T04:58:22Z,5160000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1629130, 201942]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,,
548,PT08M35.00S,2025-01-07T04:57:32.1Z,4,REGULAR,substitution,out,[],1631099,,,1610612758,77,91,2025-01-07T04:57:36Z,5180000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M35.00S,2025-01-07T04:57:32.1Z,4,REGULAR,substitution,in,[],1626168,,,1610612758,77,91,2025-01-07T04:57:36Z,5190000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M35.00S,2025-01-07T04:57:43.5Z,4,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,78,91,2025-01-07T04:57:43Z,5200000,False,,,0,,D. DeRozan Free Throw 1 of 1 (15 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,,,,,15.0,,,,,
551,PT08M22.00S,2025-01-07T04:57:57.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,8.754927726675426,44.85294117647059,1610612748,78,93,2025-01-07T04:58:02Z,5210000,False,26.0,30.0,1,left,J. Jaquez Jr. driving Layup (12 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,3.94,Made,,,,,,,,,,,12.0,,,,,
552,PT08M14.00S,2025-01-07T04:58:06.0Z,4,REGULAR,turnover,lost ball,[],1627734,,,1610612758,78,93,2025-01-07T04:58:12Z,5220000,False,,,0,,D. Sabonis lost ball TURNOVER (6 TO),"[1627734, 1631170]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,6.0,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,,,
553,PT08M14.00S,2025-01-07T04:58:06.0Z,4,REGULAR,steal,,[],1631170,,,1610612748,78,93,2025-01-07T04:58:12Z,5230000,False,,,0,,J. Jaquez Jr. STEAL (3 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
555,PT08M13.00S,2025-01-07T04:58:41.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,93,2025-01-07T05:02:05Z,5250000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M07.00S,2025-01-07T05:01:56.6Z,4,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612748,78,93,2025-01-07T05:02:07Z,5270000,False,,,0,,K. Ellis shooting personal FOUL (2 PF) (Ware 2 FT),"[1631165, 1642276]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,2.0,0.0,Ware,1642276.0,,,,,,
559,PT08M07.00S,2025-01-07T05:02:21.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1642276,,,1610612748,78,94,2025-01-07T05:02:21Z,5290000,False,,,0,,K. Ware Free Throw 1 of 2 (5 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,
560,PT08M07.00S,2025-01-07T05:02:35.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1642276,,,1610612748,78,95,2025-01-07T05:02:35Z,5300000,False,,,0,,K. Ware Free Throw 2 of 2 (6 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,
561,PT07M57.00S,2025-01-07T05:02:49.1Z,4,REGULAR,3pt,Jump Shot,[],1626168,68.15045992115637,18.872549019607842,1610612758,78,95,2025-01-07T05:02:54Z,5310000,False,-156.0,247.0,1,right,MISS T. Lyles 29' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,29.18,Missed,,,,,,,,,,,,,,,,
562,PT07M54.00S,2025-01-07T05:02:52.3Z,4,REGULAR,rebound,offensive,[],1628370,,,1610612758,78,95,2025-01-07T05:02:52Z,5320000,False,,,0,,M. Monk REBOUND (Off:2 Def:0),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,561.0,2.0,0.0,2.0,,,,,,,,,,,,
