actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
177,PT09M49.00S,2025-03-20T02:39:45.5Z,2,REGULAR,turnover,bad pass,[],1642269,,,1610612758,25,30,2025-03-20T02:41:38Z,1730000,False,,,0,,D. Carter bad pass TURNOVER (1 TO),"[1642269, 1630171]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,Okoro,1630171.0,,
178,PT09M49.00S,2025-03-20T02:39:45.5Z,2,REGULAR,steal,,[],1630171,,,1610612739,25,30,2025-03-20T02:39:50Z,1740000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
179,PT09M36.00S,2025-03-20T02:39:58.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,88.96189224704337,51.99525122549019,1610612739,25,30,2025-03-20T02:40:04Z,1750000,False,10.0,51.0,1,right,MISS E. Mobley Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
180,PT09M33.00S,2025-03-20T02:40:01.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,25,30,2025-03-20T02:40:04Z,1760000,False,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,179.0,4.0,3.0,1.0,,,,,,,
181,PT09M22.00S,2025-03-20T02:40:12.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,35.92312746386334,49.754901960784316,1610612758,28,30,2025-03-20T02:40:44Z,1770000,False,1.0,285.0,1,left,M. Monk 28' 3PT pullup (12 PTS) (T. Lyles 2 AST),"[1628370, 1626168]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,28.52,Made,12.0,,,,,,,,,,,T. Lyles,1626168.0,2.0,,,,
183,PT09M09.00S,2025-03-20T02:40:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628378,72.9796320630749,18.627450980392155,1610612739,28,30,2025-03-20T02:41:05Z,1790000,False,-157.0,201.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
184,PT09M07.00S,2025-03-20T02:40:27.1Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,28,30,2025-03-20T02:40:30Z,1800000,False,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,183.0,5.0,4.0,1.0,,,,,,,
185,PT08M47.00S,2025-03-20T02:40:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,17.132063074901453,38.970588235294116,1610612758,28,30,2025-03-20T02:40:58Z,1810000,False,55.0,109.0,1,left,MISS M. Monk 12' fadeaway Shot - blocked,"[1628370, 1630171]",1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,12.17,Missed,,,,,,,,,,,,,,,,,Okoro,1630171.0
186,PT08M47.00S,2025-03-20T02:40:47.7Z,2,REGULAR,block,,[],1630171,,,1610612758,28,30,2025-03-20T02:40:50Z,1820000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
187,PT08M46.00S,2025-03-20T02:40:48.7Z,2,REGULAR,rebound,offensive,[],1628370,,,1610612758,28,30,2025-03-20T04:27:05Z,1830000,False,,,0,,M. Monk REBOUND (Off:2 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,185.0,3.0,1.0,2.0,,,,,,,
188,PT08M46.00S,2025-03-20T02:40:55.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,28,30,2025-03-20T02:41:06Z,1840000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,,,,,,,,,,,,,,,,
189,PT08M46.00S,2025-03-20T02:41:05.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612739,28,30,2025-03-20T02:41:14Z,1850000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M46.00S,2025-03-20T02:41:05.9Z,2,REGULAR,substitution,in,[],1642403,,,1610612739,28,30,2025-03-20T02:41:14Z,1860000,False,,,0,,SUB in: I. Jones,[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M25.00S,2025-03-20T02:41:28.6Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,28,30,2025-03-20T02:42:41Z,1870000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1628365]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,Fultz,1628365.0,,
192,PT08M25.00S,2025-03-20T02:41:28.6Z,2,REGULAR,steal,,[],1628365,,,1610612758,28,30,2025-03-20T02:41:30Z,1880000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
193,PT08M21.00S,2025-03-20T02:41:32.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628365,9.379106438896187,46.32352941176471,1610612758,28,30,2025-03-20T02:41:54Z,1890000,False,18.0,36.0,1,left,MISS M. Fultz running DUNK,[1628365],1610612758.0,SAC,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2025-03-20T02:41:36.2Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,28,30,2025-03-20T02:41:36Z,1900000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,
196,PT08M16.00S,2025-03-20T02:41:57.4Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,28,30,2025-03-20T02:42:11Z,1920000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M16.00S,2025-03-20T02:41:57.4Z,2,REGULAR,substitution,out,[],1629631,,,1610612739,28,30,2025-03-20T02:42:11Z,1930000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M16.00S,2025-03-20T02:41:57.4Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,28,30,2025-03-20T02:42:11Z,1940000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M16.00S,2025-03-20T02:41:57.4Z,2,REGULAR,substitution,in,[],1641854,,,1610612739,28,30,2025-03-20T02:42:11Z,1950000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M10.00S,2025-03-20T02:42:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,92.0335085413929,46.81372549019608,1610612739,28,32,2025-03-20T02:43:13Z,1960000,False,-16.0,22.0,1,right,E. Mobley driving floating Jump Shot (9 PTS),[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.75,Made,9.0,,,,,,,,,,,,,,,,,
201,PT07M56.00S,2025-03-20T02:42:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,8.196452036793687,36.274509803921575,1610612758,28,32,2025-03-20T02:42:47Z,1970000,False,69.0,25.0,1,left,MISS M. Fultz 7' turnaround Shot,[1628365],1610612758.0,SAC,turnaround,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
202,PT07M50.00S,2025-03-20T02:42:46.6Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,28,32,2025-03-20T02:49:19Z,1980000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201.0,3.0,3.0,0.0,,,,,,,
203,PT07M45.00S,2025-03-20T02:42:55.7Z,2,REGULAR,2pt,Jump Shot,[],1628378,92.0335085413929,71.56862745098039,1610612739,28,34,2025-03-20T02:44:37Z,1990000,False,108.0,22.0,1,right,D. Mitchell 11' driving floating bank Jump Shot (6 PTS),[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,11.01,Made,6.0,,,,,,,,,,,,,,,,,
204,PT07M45.00S,2025-03-20T02:43:07.2Z,2,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612739,28,34,2025-03-20T02:43:30Z,2000000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1631099, 1628378]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,
206,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,28,34,2025-03-20T02:44:37Z,2020000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,28,34,2025-03-20T02:44:37Z,2030000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,out,[],1628370,,,1610612739,28,34,2025-03-20T02:44:37Z,2035000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,out,[],1628365,,,1610612739,28,34,2025-03-20T02:44:37Z,2037500,False,,,0,,SUB out: M. Fultz,[1628365],1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,in,[],201942,,,1610612739,28,34,2025-03-20T02:44:37Z,2038750,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M45.00S,2025-03-20T02:43:23.9Z,2,REGULAR,substitution,in,[],1631165,,,1610612739,28,34,2025-03-20T02:44:37Z,2039375,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M45.00S,2025-03-20T02:43:32.8Z,2,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,28,35,2025-03-20T02:43:32Z,2040000,False,,,0,,D. Mitchell Free Throw 1 of 1 (7 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
214,PT07M30.00S,2025-03-20T02:44:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,19.103153745072277,36.029411764705884,1610612758,28,35,2025-03-20T02:45:16Z,2060000,False,70.0,127.0,1,left,MISS K. Murray 14' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,14.51,Missed,,,,,,,,,,,,,,,,,,
215,PT07M28.00S,2025-03-20T02:44:39.9Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,28,35,2025-03-20T02:44:42Z,2070000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,214.0,4.0,4.0,0.0,,,,,,,
216,PT07M18.00S,2025-03-20T02:44:53.0Z,2,REGULAR,foul,offensive,[],1630171,,,1610612739,28,35,2025-03-20T02:46:03Z,2080000,False,,,0,,I. Okoro offensive FOUL (1 PF),"[1630171, 201942]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left Center,,,,202058.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,
218,PT07M18.00S,2025-03-20T02:44:53.0Z,2,REGULAR,turnover,offensive foul,[],1630171,,,1610612739,28,35,2025-03-20T02:46:03Z,2100000,False,,,0,,I. Okoro offensive foul TURNOVER (1 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left Center,,,,202058.0,,,,,1.0,,,,,,,,,,,
219,PT07M18.00S,2025-03-20T02:45:07.5Z,2,REGULAR,substitution,out,[],1628378,,,1610612758,28,35,2025-03-20T02:45:10Z,2110000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M18.00S,2025-03-20T02:45:07.5Z,2,REGULAR,substitution,in,[],1629660,,,1610612758,28,35,2025-03-20T02:45:10Z,2120000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M04.00S,2025-03-20T02:45:28.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,32.37516425755584,72.05882352941177,1610612758,31,35,2025-03-20T02:45:41Z,2130000,False,-110.0,252.0,1,left,K. Ellis 27' 3PT  (3 PTS) (D. Carter 1 AST),"[1631165, 1642269]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,27.49,Made,3.0,,,,,,,,,,,D. Carter,1642269.0,1.0,,,,
223,PT06M44.00S,2025-03-20T02:45:48.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,82.83508541392904,55.14705882352941,1610612739,31,37,2025-03-20T02:46:40Z,2150000,False,26.0,109.0,1,right,T. Jerome 11' driving floating Jump Shot (6 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,11.19,Made,6.0,,,,,,,,,,,,,,,,,
224,PT06M26.00S,2025-03-20T02:46:06.3Z,2,REGULAR,3pt,Jump Shot,[],1631099,33.03219448094612,85.7843137254902,1610612758,31,37,2025-03-20T02:46:15Z,2160000,False,-179.0,258.0,1,left,MISS K. Murray 31' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,31.4,Missed,,,,,,,,,,,,,,,,,,
225,PT06M17.00S,2025-03-20T02:46:15.3Z,2,REGULAR,rebound,offensive,[],1642403,,,1610612758,31,37,2025-03-20T02:46:15Z,2170000,False,,,0,,I. Jones REBOUND (Off:1 Def:0),[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,224.0,1.0,0.0,1.0,,,,,,,
226,PT06M17.00S,2025-03-20T02:46:15.0Z,2,REGULAR,turnover,bad pass,[],1642403,,,1610612758,31,37,2025-03-20T02:46:20Z,2180000,False,,,0,,I. Jones bad pass TURNOVER (1 TO),"[1642403, 1629622]",1610612758.0,SAC,,,,Jones,I. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Strus,1629622.0,,
227,PT06M17.00S,2025-03-20T02:46:15.0Z,2,REGULAR,steal,,[],1629622,,,1610612739,31,37,2025-03-20T02:46:16Z,2190000,False,,,0,,M. Strus STEAL (1 STL),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
228,PT06M14.00S,2025-03-20T02:46:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629660,91.50788436268068,45.34313725490197,1610612739,31,37,2025-03-20T02:46:30Z,2200000,False,-23.0,27.0,1,right,MISS T. Jerome running Layup,[1629660],1610612739.0,CLE,running,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
229,PT06M10.00S,2025-03-20T02:46:21.3Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,31,37,2025-03-20T02:46:30Z,2210000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,228.0,1.0,1.0,0.0,,,,,,,
230,PT06M08.00S,2025-03-20T02:46:23.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642403,7.227332457293031,49.6017156862745,1610612758,33,37,2025-03-20T02:46:38Z,2220000,False,2.0,15.0,1,left,I. Jones running alley-oop DUNK (2 PTS) (D. DeRozan 1 AST),"[1642403, 201942]",1610612758.0,SAC,running alley-oop,,,Jones,I. Jones,,,,,Restricted Area,0-8 Center,1.55,Made,2.0,,,,,,,,,,,D. DeRozan,201942.0,1.0,,,,
232,PT05M59.00S,2025-03-20T02:46:41.7Z,2,REGULAR,foul,personal,[],1631099,,,1610612739,33,37,2025-03-20T02:48:03Z,2240000,False,,,0,,K. Murray personal FOUL (3 PF),"[1631099, 1641854]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,3.0,0.0,Porter Jr.,1641854.0,,,,,,,,,,,,
234,PT05M59.00S,2025-03-20T02:47:38.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,33,37,2025-03-20T02:47:38Z,2260000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M59.00S,2025-03-20T02:47:39.6Z,2,REGULAR,substitution,out,[],201942,,,1610612739,33,37,2025-03-20T02:49:19Z,2270000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M59.00S,2025-03-20T02:47:39.6Z,2,REGULAR,substitution,out,[],1642269,,,1610612739,33,37,2025-03-20T02:49:19Z,2280000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M59.00S,2025-03-20T02:47:39.6Z,2,REGULAR,substitution,in,[],1628365,,,1610612739,33,37,2025-03-20T02:49:19Z,2290000,False,,,0,,SUB in: M. Fultz,[1628365],1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M59.00S,2025-03-20T02:47:39.6Z,2,REGULAR,substitution,in,[],202685,,,1610612739,33,37,2025-03-20T02:49:19Z,2300000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M59.00S,2025-03-20T02:49:24.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612739,33,37,2025-03-20T02:49:35Z,2310000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M59.00S,2025-03-20T02:49:24.8Z,2,REGULAR,substitution,out,[],1628365,,,1610612739,33,37,2025-03-20T02:49:35Z,2320000,False,,,0,,SUB out: M. Fultz,[1628365],1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M59.00S,2025-03-20T02:49:24.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612739,33,37,2025-03-20T02:49:35Z,2330000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M59.00S,2025-03-20T02:49:24.8Z,2,REGULAR,substitution,in,[],201942,,,1610612739,33,37,2025-03-20T02:49:35Z,2340000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M53.00S,2025-03-20T02:49:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,75.47634691195795,12.990196078431367,1610612739,33,40,2025-03-20T02:49:51Z,2350000,False,-185.0,178.0,1,right,M. Strus 25' 3PT  (4 PTS) (T. Jerome 2 AST),"[1629622, 1629660]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.67,Made,4.0,,,,,,,,,,,T. Jerome,1629660.0,2.0,,,,
245,PT05M38.00S,2025-03-20T02:50:03.7Z,2,REGULAR,2pt,Jump Shot,[],201942,21.862680683311424,65.44117647058823,1610612758,35,40,2025-03-20T02:50:10Z,2370000,False,-77.0,153.0,1,left,D. DeRozan 17' turnaround Jump Shot (6 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,17.14,Made,6.0,,,,,,,,,,,,,,,,,
246,PT05M38.00S,2025-03-20T02:50:09.4Z,2,REGULAR,foul,personal,['1freethrow'],1641854,,,1610612758,35,40,2025-03-20T02:50:19Z,2380000,False,,,0,,C. Porter Jr. shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1641854, 201942]",1610612739.0,CLE,shooting,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,1627524.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,
248,PT05M38.00S,2025-03-20T02:50:38.2Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,36,40,2025-03-20T02:50:38Z,2400000,False,,,0,,D. DeRozan Free Throw 1 of 1 (7 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
249,PT05M23.00S,2025-03-20T02:50:56.8Z,2,REGULAR,foul,personal,[],201942,,,1610612739,36,40,2025-03-20T02:51:10Z,2410000,False,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1628386]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1627524.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,
251,PT05M08.00S,2025-03-20T02:51:30.9Z,2,REGULAR,turnover,lost ball,[],1628386,,,1610612739,36,40,2025-03-20T02:51:35Z,2430000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 201942]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,DeRozan,201942.0,,
252,PT05M08.00S,2025-03-20T02:51:30.9Z,2,REGULAR,steal,,[],201942,,,1610612758,36,40,2025-03-20T02:51:32Z,2440000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT04M59.00S,2025-03-20T02:51:39.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,11.350197109067011,52.205882352941174,1610612758,38,40,2025-03-20T02:51:44Z,2450000,False,-11.0,54.0,1,left,J. Valančiūnas Hook (2 PTS) (D. DeRozan 2 AST),"[202685, 201942]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,2.0,,,,,,,,,,,D. DeRozan,201942.0,2.0,,,,
255,PT04M47.00S,2025-03-20T02:51:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,92.55913272010513,40.931372549019606,1610612739,38,42,2025-03-20T02:51:55Z,2470000,False,-45.0,17.0,1,right,M. Strus cutting Layup (6 PTS) (J. Allen 2 AST),"[1629622, 1628386]",1610612739.0,CLE,cutting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,6.0,,,,,,,,,,,J. Allen,1628386.0,2.0,,,,
257,PT04M27.00S,2025-03-20T02:52:10.7Z,2,REGULAR,2pt,Jump Shot,[],201942,14.37253613666229,27.941176470588232,1610612758,38,42,2025-03-20T02:52:22Z,2490000,False,110.0,83.0,1,left,MISS D. DeRozan 13' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,13.78,Missed,,,,,,,,,,,,,,,,,,
258,PT04M23.00S,2025-03-20T02:52:14.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612758,38,42,2025-03-20T02:52:22Z,2500000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Right,,,,,,,,,,257.0,4.0,3.0,1.0,,,,,,,
259,PT04M23.00S,2025-03-20T02:52:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,8.327858081471746,56.372549019607845,1610612758,38,42,2025-03-20T02:52:37Z,2510000,False,-32.0,26.0,1,left,MISS J. Valančiūnas putback Layup,[202685],1610612758.0,SAC,putback,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
260,PT04M23.00S,2025-03-20T02:52:18.4Z,2,REGULAR,rebound,offensive,[],202685,,,1610612758,38,42,2025-03-20T02:52:18Z,2520000,False,,,0,,J. Valančiūnas REBOUND (Off:2 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,259.0,5.0,3.0,2.0,,,,,,,
