actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M47.00S,2024-12-09T02:12:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,93.51182654402102,46.568627450980394,1610612758,4,0,2024-12-09T02:12:16Z,150000,False,-17.0,8.0,1,right,D. DeRozan running Layup (2 PTS) (M. Monk 1 AST),"[201942, 1628370]",1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,1.92,Made,,,,,2.0,,,M. Monk,1628370.0,1.0,,,,,,
17,PT10M40.00S,2024-12-09T02:12:18.0Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612762,4,0,2024-12-09T02:12:36Z,170000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Collins 2 FT),"[1627734, 1628381]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1629178.0,,,,,,,,,,,,,,1.0,0.0,Collins,1628381.0,,
19,PT10M40.00S,2024-12-09T02:12:46.4Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,4,1,2024-12-09T02:12:46Z,190000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
20,PT10M40.00S,2024-12-09T02:13:02.9Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,4,2,2024-12-09T02:13:02Z,200000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
21,PT10M18.00S,2024-12-09T02:13:27.1Z,1,REGULAR,2pt,Jump Shot,[],1628370,87.20433639947439,72.54901960784314,1610612758,4,2,2024-12-09T02:14:12Z,210000,False,113.0,68.0,1,right,MISS M. Monk 13' pullup Shot - blocked,"[1628370, 1628381]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,13.15,Missed,,,,,,,,,,,,,,,Collins,1628381.0
22,PT10M18.00S,2024-12-09T02:13:27.1Z,1,REGULAR,block,,[],1628381,,,1610612758,4,2,2024-12-09T02:13:30Z,220000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
23,PT10M17.00S,2024-12-09T02:13:28.1Z,1,REGULAR,rebound,offensive,[],1628370,,,1610612758,4,2,2024-12-09T02:14:12Z,230000,False,,,0,,M. Monk REBOUND (Off:1 Def:0),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,
29,PT10M16.00S,2024-12-09T02:13:34.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628370,88.12417871222075,73.0392156862745,1610612758,4,2,2024-12-09T02:14:29Z,235000,False,115.0,59.0,1,right,MISS M. Monk 12' fadeaway Shot,[1628370],1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,12.95,Missed,,,,,,,,,,,,,,,,
30,PT10M15.00S,2024-12-09T02:13:35.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,4,2,2024-12-09T02:16:00Z,237500,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M04.00S,2024-12-09T02:13:41.4Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,4,2,2024-12-09T02:17:01Z,240000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1628370]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,Monk,1628370.0,,,,,,,,,
25,PT10M04.00S,2024-12-09T02:13:41.4Z,1,REGULAR,steal,,[],1628370,,,1610612758,4,2,2024-12-09T02:13:44Z,250000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2024-12-09T02:13:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,77.21747700394218,8.823529411764707,1610612758,7,2,2024-12-09T02:13:54Z,260000,False,-206.0,162.0,1,right,K. Murray 26' 3PT  (3 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,26.18,Made,,,,,3.0,,,D. Fox,1628368.0,1.0,,,,,,
28,PT09M54.00S,2024-12-09T02:14:16.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,7,2,2024-12-09T02:14:16Z,280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2024-12-09T02:17:03.6Z,1,REGULAR,3pt,Jump Shot,[],1641718,6.652431011826544,96.32352941176471,1610612762,7,5,2024-12-09T02:17:33Z,290000,False,-232.0,10.0,1,left,K. George 3PT  (3 PTS) (J. Collins 1 AST),"[1641718, 1628381]",1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,23.18,Made,,,,,3.0,,,J. Collins,1628381.0,1.0,,,,,,
33,PT09M15.00S,2024-12-09T02:17:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,81.8166885676741,39.950980392156865,1610612758,9,5,2024-12-09T02:17:32Z,310000,False,-50.0,118.0,1,right,M. Monk 12' pullup Jump Shot (2 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,12.86,Made,,,,,2.0,,,,,,,,,,,
34,PT08M56.00S,2024-12-09T02:17:47.5Z,1,REGULAR,2pt,Jump Shot,[],1629012,27.151773981603156,58.57843137254902,1610612762,9,5,2024-12-09T02:17:53Z,320000,False,-43.0,203.0,1,left,MISS C. Sexton 20' Jump Shot,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Center,,,20.72,Missed,,,,,,,,,,,,,,,,
35,PT08M53.00S,2024-12-09T02:17:50.5Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,9,5,2024-12-09T02:17:53Z,330000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT08M37.00S,2024-12-09T02:18:08.0Z,1,REGULAR,3pt,Jump Shot,[],201942,94.03745072273325,95.83333333333334,1610612758,9,5,2024-12-09T02:18:44Z,340000,False,229.0,4.0,1,right,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,22.92,Missed,,,,,,,,,,,,,,,,
37,PT08M35.00S,2024-12-09T02:18:10.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,9,5,2024-12-09T02:18:44Z,350000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT08M28.00S,2024-12-09T02:18:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,17.821944809461236,48.77450980392157,1610612762,9,5,2024-12-09T02:18:35Z,360000,False,6.0,115.0,1,left,MISS C. Sexton 11' turnaround fadeaway Shot,[1629012],1610612762.0,UTA,turnaround fadeaway,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,11.52,Missed,,,,,,,,,,,,,,,,
39,PT08M27.00S,2024-12-09T02:18:17.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,9,5,2024-12-09T02:19:08Z,370000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,
40,PT08M23.00S,2024-12-09T02:18:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,7.178055190538765,45.09803921568628,1610612762,9,5,2024-12-09T02:19:39Z,380000,False,25.0,15.0,1,left,MISS C. Sexton cutting Layup,[1629012],1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,2.87,Missed,,,,,,,,,,,,,,,,
41,PT08M21.00S,2024-12-09T02:18:24.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,9,5,2024-12-09T02:19:39Z,390000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,
42,PT08M11.00S,2024-12-09T02:18:35.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,94.30026281208936,53.67647058823529,1610612758,9,5,2024-12-09T02:20:17Z,400000,False,18.0,1.0,1,right,MISS D. Sabonis turnaround Hook,[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,1.84,Missed,,,,,,,,,,,,,,,,
43,PT08M09.00S,2024-12-09T02:18:37.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,5,2024-12-09T02:20:17Z,410000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,
44,PT07M55.00S,2024-12-09T02:18:49.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.699737187910642,29.901960784313726,1610612762,9,5,2024-12-09T02:18:55Z,420000,False,100.0,236.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,25.66,Missed,,,,,,,,,,,,,,,,
45,PT07M50.00S,2024-12-09T02:18:54.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,9,5,2024-12-09T02:18:55Z,430000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
46,PT07M43.00S,2024-12-09T02:19:02.1Z,1,REGULAR,2pt,Jump Shot,[],201942,71.17279894875165,61.51960784313726,1610612758,11,5,2024-12-09T02:21:06Z,440000,False,58.0,218.0,1,right,D. DeRozan 22' Jump Shot (4 PTS) (M. Monk 2 AST),"[201942, 1628370]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,22.6,Made,,,,,4.0,,,M. Monk,1628370.0,2.0,,,,,,
48,PT07M28.00S,2024-12-09T02:19:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,19.793035479632064,46.568627450980394,1610612762,11,5,2024-12-09T02:19:25Z,460000,False,17.0,134.0,1,left,MISS J. Collins 13' pullup Shot,[1628381],1610612762.0,UTA,pullup,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,13.47,Missed,,,,,,,,,,,,,,,,
49,PT07M27.00S,2024-12-09T02:19:17.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,11,5,2024-12-09T02:19:25Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,48.0,,,,,,,,,,,,,,,
52,PT07M19.00S,2024-12-09T02:19:40.6Z,1,REGULAR,turnover,lost ball,[],1631099,,,1610612758,11,5,2024-12-09T02:26:13Z,500000,False,,,0,,K. Murray lost ball TURNOVER (1 TO),"[1631099, 1641718]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,George,1641718.0,,,,,,,,,
53,PT07M19.00S,2024-12-09T02:19:40.6Z,1,REGULAR,steal,,[],1641718,,,1610612762,11,5,2024-12-09T02:23:46Z,510000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
54,PT07M15.00S,2024-12-09T02:19:44.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,6.915243101182654,48.28431372549019,1610612762,11,7,2024-12-09T02:23:21Z,520000,False,9.0,13.0,1,left,C. Sexton running Layup (2 PTS) (L. Markkanen 1 AST),"[1629012, 1628374]",1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,1.52,Made,,,,,2.0,,,L. Markkanen,1628374.0,1.0,,,,,,
56,PT07M06.00S,2024-12-09T02:19:51.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,75.77201051248358,12.745098039215685,1610612758,11,7,2024-12-09T02:19:56Z,540000,False,-186.0,175.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,25.57,Missed,,,,,,,,,,,,,,,,
57,PT07M03.00S,2024-12-09T02:19:54.4Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,11,7,2024-12-09T02:19:54Z,550000,False,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,
58,PT06M57.00S,2024-12-09T02:20:03.7Z,1,REGULAR,foul,offensive,[],1628374,,,1610612762,11,7,2024-12-09T02:20:17Z,560000,False,,,0,,L. Markkanen offensive FOUL (1 PF),"[1628374, 201942]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
60,PT06M57.00S,2024-12-09T02:20:03.7Z,1,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,11,7,2024-12-09T02:20:03Z,580000,False,,,0,,L. Markkanen offensive foul TURNOVER (2 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,202027.0,2.0,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2024-12-09T02:20:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,88.25558475689881,48.28431372549019,1610612758,11,7,2024-12-09T02:24:21Z,590000,False,-9.0,58.0,1,right,MISS D. Sabonis cutting Layup - blocked,"[1627734, 1631117]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,5.85,Missed,,,,,,,,,,,,,,,Kessler,1631117.0
62,PT06M47.00S,2024-12-09T02:20:32.8Z,1,REGULAR,block,,[],1631117,,,1610612758,11,7,2024-12-09T02:20:36Z,600000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2024-12-09T02:20:34.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,11,7,2024-12-09T02:24:21Z,610000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,61.0,,,,,,,,,,,,,,,
65,PT06M30.00S,2024-12-09T02:20:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,6.258212877792378,52.69607843137255,1610612762,11,9,2024-12-09T02:24:44Z,630000,False,-13.0,6.0,1,left,W. Kessler driving reverse Layup (2 PTS) (L. Markkanen 2 AST),"[1631117, 1628374]",1610612762.0,UTA,driving reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,2.0,,,L. Markkanen,1628374.0,2.0,,,,,,
67,PT06M05.00S,2024-12-09T02:21:17.9Z,1,REGULAR,3pt,Jump Shot,[],1627734,71.17279894875165,74.26470588235294,1610612758,11,9,2024-12-09T02:21:22Z,650000,False,121.0,218.0,1,right,MISS D. Sabonis 24' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,24.99,Missed,,,,,,,,,,,,,,,,
68,PT06M02.00S,2024-12-09T02:21:20.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,11,9,2024-12-09T02:21:22Z,660000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,
69,PT05M56.00S,2024-12-09T02:21:26.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,15.325229960578188,51.225490196078425,1610612762,11,11,2024-12-09T02:21:33Z,670000,False,-6.0,92.0,1,left,K. George 9' driving floating Jump Shot (5 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,9.18,Made,,,,,5.0,,,,,,,,,,,
70,PT05M54.00S,2024-12-09T02:21:35.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,11,2024-12-09T02:21:35Z,680000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M54.00S,2024-12-09T02:24:02.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,11,11,2024-12-09T02:24:25Z,690000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2024-12-09T02:24:02.8Z,1,REGULAR,substitution,in,[],1628989,,,1610612758,11,11,2024-12-09T02:24:25Z,700000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2024-12-09T02:24:46.1Z,1,REGULAR,2pt,Jump Shot,[],1628989,88.51839684625493,72.05882352941177,1610612758,13,11,2024-12-09T02:24:50Z,710000,False,110.0,55.0,1,right,K. Huerter 12' pullup Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1628989, 201942]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,12.34,Made,,,,,2.0,,,D. DeRozan,201942.0,1.0,,,,,,
74,PT05M27.00S,2024-12-09T02:25:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,24.310118265440213,16.68964460784314,1610612762,13,11,2024-12-09T02:27:48Z,720000,False,167.0,176.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,24.23,Missed,,,,,,,,,,,,,,,,
75,PT05M25.00S,2024-12-09T02:25:02.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,13,11,2024-12-09T02:32:47Z,730000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,
76,PT05M20.00S,2024-12-09T02:25:10.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,71.69842312746385,76.9607843137255,1610612758,13,11,2024-12-09T02:27:30Z,740000,False,135.0,214.0,1,right,MISS K. Huerter 25' running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,25.25,Missed,,,,,,,,,,,,,,,,
77,PT05M17.00S,2024-12-09T02:25:13.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,13,11,2024-12-09T02:27:30Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,76.0,,,,,,,,,,,,,,,
78,PT05M17.00S,2024-12-09T02:25:15.2Z,1,REGULAR,foul,personal,[],1628381,,,1610612758,13,11,2024-12-09T02:25:35Z,760000,False,,,0,,J. Collins loose ball personal FOUL (1 PF),"[1628381, 1628370]",1610612762.0,UTA,loose ball,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0,,
80,PT05M17.00S,2024-12-09T02:25:32.9Z,1,REGULAR,substitution,out,[],1641718,,,1610612758,13,11,2024-12-09T02:25:35Z,780000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2024-12-09T02:25:32.9Z,1,REGULAR,substitution,in,[],1630548,,,1610612758,13,11,2024-12-09T02:25:35Z,790000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M11.00S,2024-12-09T02:25:43.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,67.36202365308804,45.09803921568628,1610612758,13,11,2024-12-09T02:28:08Z,800000,False,-25.0,254.0,1,right,MISS M. Monk 25' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,25.55,Missed,,,,,,,,,,,,,,,,
83,PT05M09.00S,2024-12-09T02:25:45.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,13,11,2024-12-09T02:28:08Z,810000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
