actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
355,PT01M00.00S,2024-10-29T03:18:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,6.1268068331143235,53.67647058823529,1610612758,47,43,2024-10-29T03:19:09Z,3410000,False,-18.0,5.0,1,left,MISS M. Monk running Layup,[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
356,PT00M55.90S,2024-10-29T03:19:02.4Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,47,43,2024-10-29T03:19:02Z,3420000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,355.0,4.0,3.0,1.0,,,,,,,,,,,,,,
357,PT00M55.90S,2024-10-29T03:19:02.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628368,5.590000152587891,50.0,1610612758,49,43,2024-10-29T03:19:51Z,3430000,False,0.0,0.0,1,left,D. Fox tip Layup (11 PTS),[1628368],1610612758.0,SAC,tip,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,11.0,,,,,,,,,
358,PT00M39.00S,2024-10-29T03:19:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,91.01511169513797,52.20588235294118,1610612757,49,43,2024-10-29T03:22:06Z,3440000,False,11.0,32.0,1,right,MISS D. Ayton Layup - blocked,"[1629028, 1626168]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,Lyles,1626168.0
359,PT00M39.00S,2024-10-29T03:19:23.1Z,2,REGULAR,block,,[],1626168,,,1610612757,49,43,2024-10-29T03:19:29Z,3450000,False,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT00M38.80S,2024-10-29T03:19:23.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,49,43,2024-10-29T03:22:06Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,358.0,,,,,,,,,,,,,,,,,
361,PT00M38.70S,2024-10-29T03:19:31.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,49,43,2024-10-29T03:19:40Z,3470000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,,,,
362,PT00M32.30S,2024-10-29T03:19:50.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,11.645860709592641,52.94117647058824,1610612758,49,43,2024-10-29T03:19:57Z,3480000,False,-15.0,57.0,1,left,MISS D. Fox floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
363,PT00M30.30S,2024-10-29T03:19:52.9Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,49,43,2024-10-29T03:19:52Z,3490000,False,,,0,,J. Grant REBOUND (Off:0 Def:6),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,362.0,6.0,6.0,0.0,,,,,,,,,,,,,,
364,PT00M10.70S,2024-10-29T03:20:12.4Z,2,REGULAR,3pt,Jump Shot,[],1630166,68.01905387647832,37.99019607843137,1610612757,49,43,2024-10-29T03:21:16Z,3500000,False,-60.0,248.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
365,PT00M07.60S,2024-10-29T03:20:15.5Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,49,43,2024-10-29T03:21:16Z,3510000,False,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,364.0,5.0,4.0,1.0,,,,,,,,,,,,,,
366,PT00M00.00S,2024-10-29T03:20:25.5Z,2,REGULAR,2pt,Jump Shot,[],201942,6.389618922470433,79.16666666666666,1610612758,51,43,2024-10-29T03:21:23Z,3520000,False,-146.0,8.0,1,left,D. DeRozan 14' Jump Shot (19 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,14.6,Made,,,,,,,,,19.0,,,,,,,,,
371,PT00M00.00S,2024-10-29T03:21:21.7Z,2,REGULAR,period,end,[],0,,,1610612757,51,43,2024-10-29T03:21:21Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,out,['startperiod'],1631165,,,1610612757,51,43,2024-10-29T03:35:25Z,3550000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612757,51,43,2024-10-29T03:35:25Z,3560000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,out,['startperiod'],1626168,,,1610612757,51,43,2024-10-29T03:35:25Z,3570000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,out,['startperiod'],1631200,,,1610612757,51,43,2024-10-29T03:35:25Z,3580000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,in,['startperiod'],1628989,,,1610612757,51,43,2024-10-29T03:35:25Z,3590000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612757,51,43,2024-10-29T03:35:25Z,3600000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,in,['startperiod'],1631099,,,1610612757,51,43,2024-10-29T03:35:25Z,3610000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2024-10-29T03:34:43.4Z,3,REGULAR,substitution,in,['startperiod'],1641739,,,1610612757,51,43,2024-10-29T03:35:25Z,3620000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2024-10-29T03:35:54.5Z,3,REGULAR,period,start,[],0,,,1610612758,51,43,2024-10-29T03:35:54Z,3630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT11M39.00S,2024-10-29T03:36:14.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.40932982917214,63.725490196078425,1610612758,51,43,2024-10-29T03:36:19Z,3640000,False,69.0,28.0,1,right,MISS D. Sabonis 7' driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
382,PT11M37.00S,2024-10-29T03:36:16.0Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,51,43,2024-10-29T03:36:19Z,3650000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,,,
383,PT11M28.00S,2024-10-29T03:36:25.9Z,3,REGULAR,turnover,lost ball,[],1629028,,,1610612757,51,43,2024-10-29T03:36:35Z,3660000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1628368]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Fox,1628368.0,,,,,,,,,,,
384,PT11M28.00S,2024-10-29T03:36:25.9Z,3,REGULAR,steal,,[],1628368,,,1610612758,51,43,2024-10-29T03:39:17Z,3670000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT11M22.00S,2024-10-29T03:36:35.8Z,3,REGULAR,turnover,out-of-bounds,[],201942,,,1610612758,51,43,2024-10-29T03:36:46Z,3680000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612758.0,SAC,bad pass,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,1627962.0,,,,,,,,,,
386,PT11M12.00S,2024-10-29T03:36:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,6.783837056504599,47.30392156862745,1610612757,51,45,2024-10-29T03:36:59Z,3690000,False,13.0,11.0,1,left,A. Simons driving Layup (8 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,8.0,,,,,,,,,
387,PT11M12.00S,2024-10-29T03:36:53.7Z,3,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612757,51,45,2024-10-29T03:37:00Z,3700000,False,,,0,,D. Fox shooting personal FOUL (2 PF) (Simons 1 FT),"[1628368, 1629014]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,Simons,1629014.0,,
389,PT11M12.00S,2024-10-29T03:37:13.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1629014,,,1610612757,51,46,2024-10-29T03:37:13Z,3720000,False,,,0,,A. Simons Free Throw 1 of 1 (9 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
390,PT10M53.00S,2024-10-29T03:37:33.2Z,3,REGULAR,3pt,Jump Shot,[],1628989,69.72733245729303,75.73529411764706,1610612758,54,46,2024-10-29T03:37:39Z,3730000,False,129.0,232.0,1,right,K. Huerter 26' 3PT  (11 PTS) (D. DeRozan 2 AST),"[1628989, 201942]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,,,,,11.0,D. DeRozan,201942.0,2.0,,,,,,
392,PT10M32.00S,2024-10-29T03:37:53.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,12.828515111695138,44.11764705882353,1610612757,54,48,2024-10-29T03:37:59Z,3750000,False,29.0,68.0,1,left,D. Ayton 7' turnaround Hook (10 PTS) (A. Simons 2 AST),"[1629028, 1629014]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,,,,,,,,,10.0,A. Simons,1629014.0,2.0,,,,,,
394,PT10M24.00S,2024-10-29T03:38:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.67214191852825,46.81372549019608,1610612758,56,48,2024-10-29T03:38:06Z,3770000,False,-16.0,26.0,1,right,D. Fox driving Layup (13 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,,,13.0,,,,,,,,,
395,PT10M14.00S,2024-10-29T03:38:10.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,29.911300919842315,65.44117647058823,1610612757,56,51,2024-10-29T03:38:17Z,3780000,False,-77.0,229.0,1,left,A. Simons 24' 3PT pullup (12 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.14,Made,,,,,,,,,12.0,,,,,,,,,
396,PT10M01.00S,2024-10-29T03:38:27.1Z,3,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612758,56,51,2024-10-29T03:38:33Z,3790000,False,,,0,,T. Camara shooting personal FOUL (4 PF) (Fox 2 FT),"[1641739, 1628368]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,,,,,4.0,0.0,Fox,1628368.0,,
398,PT10M01.00S,2024-10-29T03:39:00.6Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,57,51,2024-10-29T03:39:00Z,3810000,False,,,0,,D. Fox Free Throw 1 of 2 (14 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
399,PT10M01.00S,2024-10-29T03:39:17.8Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,58,51,2024-10-29T03:39:17Z,3820000,False,,,0,,D. Fox Free Throw 2 of 2 (15 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
400,PT09M46.00S,2024-10-29T03:39:34.6Z,3,REGULAR,3pt,Jump Shot,[],1629014,29.77989487516426,15.931372549019606,1610612757,58,51,2024-10-29T03:39:41Z,3830000,False,170.0,227.0,1,left,MISS A. Simons 28' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,28.41,Missed,,,,,,,,,,,,,,,,,,
401,PT09M45.00S,2024-10-29T03:39:35.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,58,51,2024-10-29T03:39:41Z,3840000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,400.0,,,,,,,,,,,,,,,,,
403,PT09M31.00S,2024-10-29T03:39:55.6Z,3,REGULAR,2pt,Jump Shot,[],201942,80.76544021024968,66.42156862745098,1610612758,58,51,2024-10-29T03:40:00Z,3860000,False,82.0,128.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,15.23,Missed,,,,,,,,,,,,,,,,,,
404,PT09M30.00S,2024-10-29T03:39:56.6Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,58,51,2024-10-29T03:40:00Z,3870000,False,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,403.0,6.0,4.0,2.0,,,,,,,,,,,,,,
405,PT09M16.00S,2024-10-29T03:40:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.915243101182654,46.81372549019608,1610612757,58,51,2024-10-29T03:44:35Z,3880000,False,16.0,13.0,1,left,MISS J. Grant Layup - blocked,"[203924, 1628989]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,Huerter,1628989.0
436,PT09M16.00S,2024-10-29T03:40:11.2Z,3,REGULAR,block,,[],1628989,,,1610612757,58,51,2024-10-29T03:44:00Z,3885000,False,,,0,,K. Huerter BLOCK (3 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT09M13.00S,2024-10-29T03:40:14.2Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,58,51,2024-10-29T03:44:00Z,3890000,False,,,0,,D. Ayton REBOUND (Off:3 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,405.0,7.0,4.0,3.0,,,,,,,,,,,,,,
407,PT09M13.00S,2024-10-29T03:40:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,5.590000152587891,50.0,1610612757,58,53,2024-10-29T03:40:13Z,3900000,False,0.0,0.0,1,left,D. Ayton tip Layup (12 PTS),[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,12.0,,,,,,,,,
408,PT09M03.00S,2024-10-29T03:40:24.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,91.5407358738502,44.85294117647059,1610612758,58,53,2024-10-29T03:40:29Z,3910000,False,-26.0,27.0,1,right,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
409,PT09M01.00S,2024-10-29T03:40:26.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,58,53,2024-10-29T03:40:29Z,3920000,False,,,0,,D. Ayton REBOUND (Off:3 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,408.0,8.0,5.0,3.0,,,,,,,,,,,,,,
410,PT08M57.00S,2024-10-29T03:40:30.3Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,58,53,2024-10-29T03:40:35Z,3930000,False,,,0,,A. Simons bad pass TURNOVER (4 TO),"[1629014, 201942]",1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,DeRozan,201942.0,,,,,,,,,,,
411,PT08M57.00S,2024-10-29T03:40:30.3Z,3,REGULAR,steal,,[],201942,,,1610612758,58,53,2024-10-29T03:40:32Z,3940000,False,,,0,,D. DeRozan STEAL (3 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT08M49.00S,2024-10-29T03:40:40.6Z,3,REGULAR,foul,personal,[],1629028,,,1610612758,58,53,2024-10-29T03:40:51Z,3950000,False,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 1627734]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200834.0,,,,,1.0,0.0,Sabonis,1627734.0,,
414,PT08M36.00S,2024-10-29T03:41:15.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201942,85.3646517739816,4.6568627450980395,1610612758,58,53,2024-10-29T03:41:20Z,3970000,False,-227.0,85.0,1,right,MISS D. DeRozan 24' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.21,Missed,,,,,,,,,,,,,,,,,,
415,PT08M34.00S,2024-10-29T03:41:17.6Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,58,53,2024-10-29T03:41:20Z,3980000,False,,,0,,J. Grant REBOUND (Off:0 Def:7),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,,,414.0,7.0,7.0,0.0,,,,,,,,,,,,,,
416,PT08M19.00S,2024-10-29T03:41:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,10.200394218134035,50.73529411764706,1610612757,58,53,2024-10-29T03:41:37Z,3990000,False,-4.0,43.0,1,left,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
417,PT08M17.00S,2024-10-29T03:41:34.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,58,53,2024-10-29T03:41:37Z,4000000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,416.0,8.0,6.0,2.0,,,,,,,,,,,,,,
418,PT08M13.00S,2024-10-29T03:41:39.5Z,3,REGULAR,3pt,Jump Shot,[],1628368,90.75229960578186,95.58823529411765,1610612758,58,53,2024-10-29T03:41:47Z,4010000,False,228.0,34.0,1,right,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
419,PT08M08.00S,2024-10-29T03:41:43.6Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,58,53,2024-10-29T03:41:43Z,4020000,False,,,0,,K. Murray REBOUND (Off:2 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,418.0,4.0,2.0,2.0,,,,,,,,,,,,,,
420,PT08M07.00S,2024-10-29T03:41:46.6Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612758,58,53,2024-10-29T03:41:54Z,4030000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1629028, 1627734]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,2.0,0.0,Sabonis,1627734.0,,
422,PT08M07.00S,2024-10-29T03:42:17.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,59,53,2024-10-29T03:42:17Z,4050000,False,,,0,,D. Sabonis Free Throw 1 of 2 (8 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
423,PT08M07.00S,2024-10-29T03:42:19.1Z,3,REGULAR,substitution,out,[],1641739,,,1610612758,59,53,2024-10-29T03:42:24Z,4060000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT08M07.00S,2024-10-29T03:42:19.1Z,3,REGULAR,substitution,in,[],1630703,,,1610612758,59,53,2024-10-29T03:42:24Z,4070000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT08M07.00S,2024-10-29T03:42:39.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,60,53,2024-10-29T03:42:39Z,4080000,False,,,0,,D. Sabonis Free Throw 2 of 2 (9 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
426,PT07M48.00S,2024-10-29T03:43:01.1Z,3,REGULAR,2pt,Jump Shot,[],1629028,21.895532194480946,31.862745098039213,1610612757,60,55,2024-10-29T03:43:07Z,4090000,False,91.0,153.0,1,left,D. Ayton 17' Jump Shot (14 PTS) (S. Henderson 3 AST),"[1629028, 1630703]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,17.81,Made,,,,,,,,,14.0,S. Henderson,1630703.0,3.0,,,,,,
428,PT07M36.00S,2024-10-29T03:43:13.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,72.48685939553219,18.38235294117647,1610612758,60,55,2024-10-29T03:43:18Z,4110000,False,-158.0,206.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
429,PT07M34.00S,2024-10-29T03:43:15.3Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,60,55,2024-10-29T03:43:18Z,4120000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,428.0,4.0,4.0,0.0,,,,,,,,,,,,,,
430,PT07M26.00S,2024-10-29T03:43:23.4Z,3,REGULAR,3pt,Jump Shot,[],203924,3.1044678055190538,95.83333333333334,1610612757,60,58,2024-10-29T03:43:31Z,4130000,False,-229.0,-23.0,1,left,J. Grant 3PT  (7 PTS) (A. Simons 3 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,7.0,A. Simons,1629014.0,3.0,,,,,,
432,PT07M08.00S,2024-10-29T03:43:40.8Z,3,REGULAR,3pt,Jump Shot,[],1628368,70.12155059132719,76.47058823529412,1610612758,63,58,2024-10-29T03:43:46Z,4150000,False,132.0,228.0,1,right,D. Fox 26' 3PT  (18 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.4,Made,,,,,,,,,18.0,D. Sabonis,1627734.0,3.0,,,,,,
434,PT06M52.00S,2024-10-29T03:43:56.5Z,3,REGULAR,3pt,Jump Shot,[],1630166,2.9730617608409986,95.34313725490196,1610612757,63,58,2024-10-29T03:44:05Z,4170000,False,-227.0,-25.0,1,left,MISS D. Avdija 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
435,PT06M49.00S,2024-10-29T03:44:00.4Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,63,58,2024-10-29T03:44:00Z,4180000,False,,,0,,K. Murray REBOUND (Off:2 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,434.0,5.0,3.0,2.0,,,,,,,,,,,,,,
438,PT06M45.00S,2024-10-29T03:44:21.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,63,58,2024-10-29T03:44:21Z,4200000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M45.00S,2024-10-29T03:46:26.5Z,3,REGULAR,substitution,out,[],1630166,,,1610612758,63,58,2024-10-29T03:47:09Z,4210000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M45.00S,2024-10-29T03:46:26.5Z,3,REGULAR,substitution,in,[],1631133,,,1610612758,63,58,2024-10-29T03:47:09Z,4220000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
