actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M53.00S,2024-12-27T03:13:05.2Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,2,5,2024-12-27T03:13:36Z,180000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murray,K. Murray,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
19,PT10M47.00S,2024-12-27T03:13:14.4Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612758,2,5,2024-12-27T03:13:28Z,190000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630595, 201942]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,,Cunningham,C. Cunningham,,,,1162.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,
21,PT10M47.00S,2024-12-27T03:13:35.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,3,5,2024-12-27T03:13:55Z,210000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,1.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
22,PT10M47.00S,2024-12-27T03:13:35.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,3,5,2024-12-27T03:13:55Z,220000,False,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612758.0,SAC,,,,,,,,,,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
23,PT10M44.00S,2024-12-27T03:13:38.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,5,2024-12-27T03:14:19Z,230000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT10M39.00S,2024-12-27T03:13:57.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631105,93.51182654402102,48.529411764705884,1610612765,3,7,2024-12-27T03:14:09Z,240000,False,-7.0,8.0,1,right,J. Duren running alley-oop DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,Duren,J. Duren,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
26,PT10M27.00S,2024-12-27T03:14:08.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,30.831143232588698,60.5392156862745,1610612758,6,7,2024-12-27T03:14:15Z,260000,False,-53.0,237.0,1,left,M. Monk 24' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1628370, 201942]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,24.31,Made,3.0,Monk,M. Monk,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
28,PT10M20.00S,2024-12-27T03:14:21.9Z,1,REGULAR,foul,personal,[],1628370,,,1610612765,6,7,2024-12-27T03:15:11Z,280000,False,,,0,,M. Monk personal FOUL (1 PF),"[1628370, 203501]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,,Monk,M. Monk,,,,202035.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
30,PT10M14.00S,2024-12-27T03:14:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,67.88764783180025,40.44117647058824,1610612765,6,10,2024-12-27T03:14:46Z,300000,False,-48.0,249.0,1,right,C. Cunningham 25' 3PT pullup (5 PTS) (T. Harris 1 AST),"[1630595, 202699]",1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,25.39,Made,5.0,Cunningham,C. Cunningham,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
32,PT10M05.00S,2024-12-27T03:15:00.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,6,10,2024-12-27T03:15:00Z,320000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M59.00S,2024-12-27T03:17:59.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,5.995400788436268,49.754901960784316,1610612758,8,10,2024-12-27T03:18:05Z,330000,False,1.0,4.0,1,left,K. Murray driving DUNK (4 PTS) (A. Len 1 AST),"[1631099, 203458]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,0.41,Made,4.0,Murray,K. Murray,A. Len,203458.0,1.0,,,,,,,,,,,,,,
35,PT09M38.00S,2024-12-27T03:18:20.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,93.9060446780552,52.20588235294118,1610612765,8,12,2024-12-27T03:18:27Z,350000,False,11.0,5.0,1,right,J. Duren DUNK (4 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,1.2,Made,4.0,Duren,J. Duren,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
37,PT09M24.00S,2024-12-27T03:18:34.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,24.78646517739816,86.76470588235294,1610612758,8,12,2024-12-27T03:18:40Z,370000,False,-184.0,180.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,Murray,K. Murray,,,,,,,,,,,,,,,,,
38,PT09M23.00S,2024-12-27T03:18:35.2Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,8,12,2024-12-27T03:18:59Z,380000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,37.0,1.0,1.0,0.0,,,,,
39,PT09M12.00S,2024-12-27T03:18:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,82.7365308804205,62.99019607843137,1610612765,8,12,2024-12-27T03:19:27Z,390000,False,65.0,110.0,1,right,MISS J. Duren 12' turnaround fadeaway Shot,[1631105],1610612765.0,DET,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,12.76,Missed,,Duren,J. Duren,,,,,,,,,,,,,,,,,
40,PT09M10.00S,2024-12-27T03:18:49.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,8,12,2024-12-27T03:19:27Z,400000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Fox,D. Fox,,,,,,,,,39.0,1.0,1.0,0.0,,,,,
41,PT08M58.00S,2024-12-27T03:19:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,9.543363994743759,48.529411764705884,1610612758,10,12,2024-12-27T03:19:43Z,410000,False,7.0,37.0,1,left,D. DeRozan turnaround Jump Shot (3 PTS),[201942],1610612758.0,SAC,turnaround,,,,,,Restricted Area,0-8 Center,3.79,Made,3.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
42,PT08M41.00S,2024-12-27T03:19:17.1Z,1,REGULAR,2pt,Jump Shot,[],1630595,93.51182654402102,67.40196078431373,1610612765,10,12,2024-12-27T03:25:57Z,420000,False,87.0,8.0,1,right,MISS C. Cunningham 8' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,,,,Mid-Range,8-16 Right,8.74,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,
43,PT08M37.00S,2024-12-27T03:19:21.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,10,12,2024-12-27T03:19:22Z,430000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,,Fox,D. Fox,,,,,,,,,42.0,2.0,2.0,0.0,,,,,
44,PT08M35.00S,2024-12-27T03:19:26.7Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612758,10,12,2024-12-27T03:19:39Z,440000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Fox 2 FT),"[1631093, 1628368]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Ivey,J. Ivey,,,,202035.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
46,PT08M35.00S,2024-12-27T03:19:53.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,10,12,2024-12-27T03:19:53Z,460000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,,,,,,,Missed,,Fox,D. Fox,,,,,,,,,,,,,,,,,
47,PT08M35.00S,2024-12-27T03:19:53.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,10,12,2024-12-27T03:19:53Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,
48,PT08M35.00S,2024-12-27T03:19:54.9Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,10,12,2024-12-27T03:19:58Z,480000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,
49,PT08M35.00S,2024-12-27T03:19:54.9Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,10,12,2024-12-27T03:19:58Z,490000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,
50,PT08M35.00S,2024-12-27T03:20:15.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,11,12,2024-12-27T03:20:15Z,500000,False,,,0,,D. Fox Free Throw 2 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,,,,,,,Made,1.0,Fox,D. Fox,,,,,,,,,,,,,,,,,
51,PT08M23.00S,2024-12-27T03:20:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.93495400788436,42.15686274509804,1610612765,11,12,2024-12-27T03:21:55Z,510000,False,-39.0,23.0,1,right,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,
52,PT08M21.00S,2024-12-27T03:20:33.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,12,2024-12-27T03:21:55Z,520000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Duren,J. Duren,,,,,,,,,51.0,1.0,0.0,1.0,,,,,
53,PT08M21.00S,2024-12-27T03:20:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,91.5407358738502,46.07843137254902,1610612765,11,14,2024-12-27T03:22:01Z,530000,False,-20.0,27.0,1,right,J. Duren tip DUNK (6 PTS),[1631105],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,3.34,Made,6.0,Duren,J. Duren,,,,,,,,,,,,,,,,,
54,PT07M56.00S,2024-12-27T03:20:55.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,5.206964520367937,52.20588235294118,1610612758,13,14,2024-12-27T03:22:23Z,540000,False,-11.0,-4.0,1,left,K. Murray driving DUNK (6 PTS) (K. Ellis 1 AST),"[1631099, 1631165]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,1.16,Made,6.0,Murray,K. Murray,K. Ellis,1631165.0,1.0,,,,,,,,,,,,,,
56,PT07M47.00S,2024-12-27T03:21:03.9Z,1,REGULAR,3pt,Jump Shot,[],203501,75.24638633377135,12.5,1610612765,13,17,2024-12-27T03:22:40Z,560000,False,-188.0,180.0,1,right,T. Hardaway Jr. 26' 3PT pullup (3 PTS) (C. Cunningham 3 AST),"[203501, 1630595]",1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,26.01,Made,3.0,Hardaway Jr.,T. Hardaway Jr.,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
57,PT07M30.00S,2024-12-27T03:21:23.4Z,1,REGULAR,3pt,Jump Shot,[],201942,31.61957950065703,30.637254901960787,1610612758,13,17,2024-12-27T03:23:04Z,570000,False,97.0,245.0,1,left,MISS D. DeRozan 26' 3PT,[201942],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
58,PT07M28.00S,2024-12-27T03:21:25.4Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,13,17,2024-12-27T03:23:04Z,580000,False,,,0,,K. Ellis REBOUND (Off:1 Def:0),[1631165],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,,Ellis,K. Ellis,,,,,,,,,57.0,1.0,0.0,1.0,,,,,
59,PT07M27.00S,2024-12-27T03:21:27.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631165,12.220762155059132,50.2029718137255,1610612758,15,17,2024-12-27T03:23:10Z,590000,False,-1.0,62.0,1,left,K. Ellis 6' driving floating Jump Shot (2 PTS),[1631165],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,2.0,Ellis,K. Ellis,,,,,,,,,,,,,,,,,
60,PT07M09.00S,2024-12-27T03:21:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,86.28449408672799,40.44117647058824,1610612765,15,17,2024-12-27T03:21:47Z,600000,False,-48.0,76.0,1,right,MISS J. Duren 9' floating Shot - blocked,"[1631105, 203458]",1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,Duren,J. Duren,,,,,,,,,,,,,Len,203458.0,,,
64,PT07M09.00S,2024-12-27T03:21:42.0Z,1,REGULAR,block,,[],203458,,,1610612765,15,17,2024-12-27T03:22:23Z,605000,False,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Len,A. Len,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2024-12-27T03:21:44.0Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,15,17,2024-12-27T03:21:47Z,610000,False,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Len,A. Len,,,,,,,,,60.0,1.0,1.0,0.0,,,,,
62,PT06M52.00S,2024-12-27T03:21:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.1268068331143235,53.67647058823529,1610612758,17,17,2024-12-27T03:24:15Z,620000,False,-18.0,5.0,1,left,D. DeRozan driving Layup (5 PTS) (A. Len 2 AST),"[201942, 203458]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,1.91,Made,5.0,DeRozan,D. DeRozan,A. Len,203458.0,2.0,,,,,,,,,,,,,,
65,PT06M29.00S,2024-12-27T03:22:22.7Z,1,REGULAR,3pt,Jump Shot,[],203501,75.1149802890933,83.82352941176471,1610612765,17,17,2024-12-27T03:22:28Z,640000,False,169.0,181.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
66,PT06M26.00S,2024-12-27T03:22:25.9Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,17,17,2024-12-27T03:22:25Z,650000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Ivey,J. Ivey,,,,,,,,,65.0,1.0,0.0,1.0,,,,,
67,PT06M23.00S,2024-12-27T03:22:29.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,76.03482260183968,12.254901960784313,1610612765,17,20,2024-12-27T03:22:36Z,660000,False,-189.0,173.0,1,right,J. Ivey 25' 3PT step back (6 PTS),[1631093],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,25.59,Made,6.0,Ivey,J. Ivey,,,,,,,,,,,,,,,,,
68,PT06M10.00S,2024-12-27T03:22:41.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,28.991458607095925,74.50980392156863,1610612758,20,20,2024-12-27T03:22:46Z,670000,False,-123.0,220.0,1,left,K. Murray 25' 3PT  (9 PTS) (D. DeRozan 2 AST),"[1631099, 201942]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.18,Made,9.0,Murray,K. Murray,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,
70,PT05M57.00S,2024-12-27T03:22:59.6Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,20,20,2024-12-27T03:23:06Z,690000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,lost ball,,,,,,Mid-Range,16-24 Right Center,,,,Cunningham,C. Cunningham,,,,1627963.0,,,,,,,,,,,1.0,,
71,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,20,20,2024-12-27T03:23:15Z,700000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,
72,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,out,[],203501,,,1610612758,20,20,2024-12-27T03:23:15Z,710000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
73,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,out,[],1631093,,,1610612758,20,20,2024-12-27T03:23:15Z,720000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612758,20,20,2024-12-27T03:23:15Z,730000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,
75,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612758,20,20,2024-12-27T03:23:15Z,740000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,
76,PT05M57.00S,2024-12-27T03:23:04.2Z,1,REGULAR,substitution,in,[],1641709,,,1610612758,20,20,2024-12-27T03:23:15Z,750000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,
77,PT05M34.00S,2024-12-27T03:23:42.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,31.09395532194481,32.1078431372549,1610612758,23,20,2024-12-27T03:25:12Z,760000,False,89.0,240.0,1,left,K. Huerter 25' 3PT step back (3 PTS) (A. Len 3 AST),"[1628989, 203458]",1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Right Center,25.6,Made,3.0,Huerter,K. Huerter,A. Len,203458.0,3.0,,,,,,,,,,,,,,
79,PT05M33.00S,2024-12-27T03:23:53.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,23,20,2024-12-27T03:23:53Z,780000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2024-12-27T03:26:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.44480946123521,50.245098039215684,1610612765,23,20,2024-12-27T03:29:39Z,790000,False,1.0,94.0,1,right,MISS T. Harris 9' driving floating Shot,[202699],1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.37,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2024-12-27T03:27:01.0Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,23,20,2024-12-27T03:32:14Z,800000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Murray,K. Murray,,,,,,,,,81.0,2.0,1.0,1.0,,,,,
85,PT05M04.00S,2024-12-27T03:27:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612758,23,20,2024-12-27T03:27:29Z,830000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1627736, 201942]",1610612765.0,DET,shooting,,,,,,Mid-Range,8-16 Left,,,,Beasley,M. Beasley,,,,202035.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,
87,PT05M04.00S,2024-12-27T03:27:34.0Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,24,20,2024-12-27T03:27:34Z,850000,False,,,0,,D. DeRozan Free Throw 1 of 2 (6 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
88,PT05M04.00S,2024-12-27T03:27:48.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,25,20,2024-12-27T03:27:48Z,860000,False,,,0,,D. DeRozan Free Throw 2 of 2 (7 PTS),[201942],1610612758.0,SAC,,,,,,,,,,Made,7.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
89,PT04M58.00S,2024-12-27T03:27:56.0Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,25,20,2024-12-27T03:28:01Z,870000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1628989]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,2.0,Huerter,1628989.0
90,PT04M58.00S,2024-12-27T03:27:56.0Z,1,REGULAR,steal,,[],1628989,,,1610612758,25,20,2024-12-27T03:27:58Z,880000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,
