actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT10M31.00S,2024-11-16T03:13:46.4Z,1,REGULAR,steal,,[],201144,,,1610612750,2,2,2024-11-16T03:13:48Z,180000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2024-11-16T03:13:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,29.25427069645204,29.166666666666668,1610612750,2,2,2024-11-16T03:14:00Z,190000,False,104.0,222.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,24.57,Missed,,,,,,,,,,,,,
20,PT10M20.00S,2024-11-16T03:13:56.8Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,2,2,2024-11-16T03:16:43Z,200000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,19.0,,1.0,0.0,1.0,,,,,,,,
21,PT10M10.00S,2024-11-16T03:14:07.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630183,4.155716162943495,95.58823529411765,1610612750,2,2,2024-11-16T03:14:12Z,210000,False,-228.0,-13.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,22.83,Missed,,,,,,,,,,,,,
22,PT10M05.00S,2024-11-16T03:14:12.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,2,2024-11-16T03:14:12Z,220000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,,21.0,,1.0,1.0,0.0,,,,,,,,
23,PT10M00.00S,2024-11-16T03:14:16.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,78.79434954007884,8.57843137254902,1610612758,5,2,2024-11-16T03:14:22Z,230000,False,-207.0,147.0,1,right,D. Fox 25' 3PT running (5 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,25.39,Made,,5.0,,,,,,,D. Sabonis,1627734.0,1.0,,
25,PT09M50.00S,2024-11-16T03:14:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,5,2,2024-11-16T03:14:44Z,250000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Randle 2 FT),"[1627734, 203944]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,1630886.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
27,PT09M50.00S,2024-11-16T03:14:57.7Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,5,3,2024-11-16T03:14:57Z,270000,False,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,
28,PT09M50.00S,2024-11-16T03:15:14.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,5,4,2024-11-16T03:15:14Z,280000,False,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,
29,PT09M35.00S,2024-11-16T03:15:32.1Z,1,REGULAR,2pt,Jump Shot,[],1631099,74.06373193166885,48.28431372549019,1610612758,7,4,2024-11-16T03:15:36Z,290000,False,-9.0,191.0,1,right,K. Murray 19' pullup Jump Shot (2 PTS) (D. Sabonis 2 AST),"[1631099, 1627734]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,,,,19.15,Made,,2.0,,,,,,,D. Sabonis,1627734.0,2.0,,
30,PT09M19.00S,2024-11-16T03:15:48.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.933639947437584,33.82352941176471,1610612750,7,7,2024-11-16T03:15:57Z,300000,False,81.0,257.0,1,left,A. Edwards 26' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,26.95,Made,,3.0,,,,,,,J. McDaniels,1630183.0,1.0,,
32,PT09M10.00S,2024-11-16T03:15:59.0Z,1,REGULAR,2pt,Jump Shot,[],1628368,80.76544021024968,26.715686274509803,1610612758,7,7,2024-11-16T03:18:11Z,320000,False,-116.0,128.0,1,right,MISS D. Fox 17' bank Shot,[1628368],1610612758.0,SAC,bank,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,17.32,Missed,,,,,,,,,,,,,
33,PT09M08.00S,2024-11-16T03:16:01.0Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,7,7,2024-11-16T03:18:11Z,330000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Left Center,,,,,,,,32.0,,1.0,1.0,0.0,,,,,,,,
35,PT08M49.00S,2024-11-16T03:16:34.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,23.340998685939553,63.970588235294116,1610612750,7,9,2024-11-16T03:16:38Z,350000,False,-70.0,167.0,1,left,A. Edwards 18' pullup Jump Shot (5 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,18.09,Made,,5.0,,,,,,,,,,,
36,PT08M28.00S,2024-11-16T03:16:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,89.83245729303549,48.529411764705884,1610612758,9,9,2024-11-16T03:20:00Z,360000,False,-7.0,43.0,1,right,D. Sabonis driving Layup (2 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,4.37,Made,,2.0,,,,,,,,,,,
37,PT08M17.00S,2024-11-16T03:17:07.1Z,1,REGULAR,3pt,Jump Shot,[],203944,30.436925098554536,64.95098039215686,1610612750,9,9,2024-11-16T03:17:13Z,370000,False,-75.0,234.0,1,left,MISS J. Randle 24' step back 3PT,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,24.53,Missed,,,,,,,,,,,,,
38,PT08M14.00S,2024-11-16T03:17:10.1Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,9,9,2024-11-16T03:17:13Z,380000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,37.0,,1.0,1.0,0.0,,,,,,,,
39,PT08M04.00S,2024-11-16T03:17:21.4Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,9,9,2024-11-16T03:17:27Z,390000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1630886.0,,,,,,,,,,,,1.0,,,,,,,
40,PT07M56.00S,2024-11-16T03:17:38.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,22.815374507227332,87.5,1610612750,9,12,2024-11-16T03:21:22Z,400000,False,-188.0,162.0,1,left,M. Conley 24' 3PT pullup (3 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,24.78,Made,,3.0,,,,,,,R. Gobert,203497.0,1.0,,
42,PT07M56.00S,2024-11-16T03:17:40.9Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612750,9,12,2024-11-16T03:17:53Z,420000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Gobert 1 FT),"[1628368, 203497]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,1630886.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
44,PT07M56.00S,2024-11-16T03:18:12.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203497,,,1610612750,9,13,2024-11-16T03:18:12Z,440000,False,,,0,,R. Gobert Free Throw 1 of 1 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,
45,PT07M37.00S,2024-11-16T03:18:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,92.32917214191852,47.30392156862745,1610612758,11,13,2024-11-16T03:22:12Z,450000,False,-13.0,20.0,1,right,A. Len cutting DUNK (2 PTS) (K. Huerter 1 AST),"[203458, 1628989]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,2.38,Made,,2.0,,,,,,,K. Huerter,1628989.0,1.0,,
47,PT07M15.00S,2024-11-16T03:19:00.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,15.850854139290407,97.79411764705883,1610612750,11,16,2024-11-16T03:22:26Z,470000,False,-239.0,96.0,1,left,A. Edwards 25' 3PT step back (8 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,25.77,Made,,8.0,,,,,,,,,,,
48,PT07M01.00S,2024-11-16T03:19:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,81.553876478318,47.549019607843135,1610612758,13,16,2024-11-16T03:19:17Z,480000,False,-12.0,121.0,1,right,D. Fox 12' pullup Jump Shot (7 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.15,Made,,7.0,,,,,,,,,,,
49,PT06M47.00S,2024-11-16T03:19:35.6Z,1,REGULAR,foul,personal,[],203458,,,1610612750,13,16,2024-11-16T03:19:49Z,490000,False,,,0,,A. Len personal FOUL (1 PF),"[203458, 203497]",1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),8-16 Center,1630886.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
51,PT06M47.00S,2024-11-16T03:19:48.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,13,16,2024-11-16T03:19:48Z,510000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M38.00S,2024-11-16T03:22:52.9Z,1,REGULAR,3pt,Jump Shot,[],201144,26.10052562417871,87.5,1610612750,13,19,2024-11-16T03:23:26Z,520000,False,-188.0,193.0,1,left,M. Conley 26' 3PT pullup (6 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,26.89,Made,,6.0,,,,,,,J. Randle,203944.0,1.0,,
55,PT06M21.00S,2024-11-16T03:23:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,87.20433639947439,49.754901960784316,1610612758,13,19,2024-11-16T03:25:04Z,540000,False,-1.0,68.0,1,right,MISS K. Huerter 6' driving Layup - blocked,"[1628989, 203497]",1610612758.0,SAC,driving,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.78,Missed,,,,,,,,,,,,Gobert,203497.0
56,PT06M21.00S,2024-11-16T03:23:11.6Z,1,REGULAR,block,,[],203497,,,1610612758,13,19,2024-11-16T03:23:14Z,550000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT06M19.00S,2024-11-16T03:23:13.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,19,2024-11-16T03:25:04Z,560000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,55.0,,1.0,1.0,0.0,,,,,,,,
58,PT06M19.00S,2024-11-16T03:23:16.7Z,1,REGULAR,foul,personal,[],203458,,,1610612750,13,19,2024-11-16T03:25:09Z,570000,False,,,0,,A. Len personal FOUL (2 PF),"[203458, 203497]",1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),8-16 Center,201639.0,2.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
60,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,out,[],1628368,,,1610612750,13,19,2024-11-16T03:23:49Z,590000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,out,[],1631099,,,1610612750,13,19,2024-11-16T03:23:49Z,600000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,out,[],203458,,,1610612750,13,19,2024-11-16T03:23:49Z,610000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,13,19,2024-11-16T03:23:49Z,620000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,in,[],1631165,,,1610612750,13,19,2024-11-16T03:23:49Z,630000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M19.00S,2024-11-16T03:23:27.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612750,13,19,2024-11-16T03:23:49Z,640000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M03.00S,2024-11-16T03:24:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203497,15.325229960578188,54.65686274509803,1610612750,13,21,2024-11-16T03:24:09Z,650000,False,-23.0,92.0,1,left,R. Gobert 9' floating Jump Shot (5 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.45,Made,,5.0,,,,,,,M. Conley,201144.0,1.0,,
68,PT05M49.00S,2024-11-16T03:24:20.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,66.70499342969777,65.44117647058823,1610612758,13,21,2024-11-16T03:24:24Z,670000,False,77.0,260.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,27.17,Missed,,,,,,,,,,,,,
69,PT05M47.00S,2024-11-16T03:24:22.5Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,13,21,2024-11-16T03:24:22Z,680000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,68.0,,2.0,1.0,1.0,,,,,,,,
70,PT05M45.00S,2024-11-16T03:24:27.0Z,1,REGULAR,foul,personal,[],203944,,,1610612758,13,21,2024-11-16T03:24:38Z,690000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1631165]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,1630886.0,1.0,0.0,Ellis,1631165.0,,,,,,,,,,,,,,,
72,PT05M38.00S,2024-11-16T03:24:56.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629162,92.19776609724047,37.00980392156863,1610612758,13,21,2024-11-16T03:26:26Z,710000,False,-65.0,21.0,1,right,MISS J. McLaughlin 6' driving bank Shot,[1629162],1610612758.0,SAC,driving bank,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.82,Missed,,,,,,,,,,,,,
73,PT05M36.00S,2024-11-16T03:24:58.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,21,2024-11-16T03:26:26Z,720000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,72.0,,2.0,2.0,0.0,,,,,,,,
74,PT05M22.00S,2024-11-16T03:25:11.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.652431011826544,55.63725490196079,1610612750,13,23,2024-11-16T03:25:16Z,730000,False,-28.0,10.0,1,left,R. Gobert alley-oop DUNK (7 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,2.99,Made,,7.0,,,,,,,M. Conley,201144.0,2.0,,
76,PT05M22.00S,2024-11-16T03:25:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,13,23,2024-11-16T03:25:18Z,750000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2024-11-16T03:27:10.9Z,1,REGULAR,substitution,out,[],201144,,,1610612758,13,23,2024-11-16T03:28:11Z,760000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M22.00S,2024-11-16T03:27:10.9Z,1,REGULAR,substitution,out,[],203497,,,1610612758,13,23,2024-11-16T03:28:11Z,770000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M22.00S,2024-11-16T03:27:10.9Z,1,REGULAR,substitution,in,[],1628978,,,1610612758,13,23,2024-11-16T03:28:11Z,780000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M22.00S,2024-11-16T03:27:10.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612758,13,23,2024-11-16T03:28:11Z,790000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2024-11-16T03:28:27.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,89.30683311432325,35.78431372549019,1610612758,15,23,2024-11-16T03:28:51Z,800000,False,-71.0,48.0,1,right,D. Sabonis 8' driving Hook (4 PTS) (K. Huerter 2 AST),"[1627734, 1628989]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.58,Made,,4.0,,,,,,,K. Huerter,1628989.0,2.0,,
83,PT04M48.00S,2024-11-16T03:28:49.6Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,15,23,2024-11-16T03:29:04Z,820000,False,,,0,,J. Randle bad pass out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,bad pass,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,1630886.0,,,,,,,,,,,,1.0,,,,,,,
84,PT04M28.00S,2024-11-16T03:29:17.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,79.31997371879106,93.62745098039215,1610612758,18,23,2024-11-16T03:29:20Z,830000,False,218.0,142.0,1,right,T. Lyles 26' 3PT  (3 PTS) (K. Huerter 3 AST),"[1626168, 1628989]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,26.02,Made,,3.0,,,,,,,K. Huerter,1628989.0,3.0,,
86,PT04M10.00S,2024-11-16T03:29:37.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,9.411957950065702,74.26470588235294,1610612750,18,23,2024-11-16T03:31:13Z,850000,False,-121.0,36.0,1,left,MISS A. Edwards 12' pullup Shot - blocked,"[1630162, 1631165]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,12.65,Missed,,,,,,,,,,,,Ellis,1631165.0
87,PT04M10.00S,2024-11-16T03:29:37.4Z,1,REGULAR,block,,[],1631165,,,1610612750,18,23,2024-11-16T03:29:40Z,860000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2024-11-16T03:29:40.4Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612758,18,23,2024-11-16T03:31:13Z,870000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,8-16 Left,,,,,,,,86.0,,1.0,1.0,0.0,,,,,,,,
89,PT03M56.00S,2024-11-16T03:29:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,87.59855453350855,50.73529411764706,1610612758,18,23,2024-11-16T03:32:16Z,880000,False,4.0,64.0,1,right,MISS D. Sabonis 6' driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.42,Missed,,,,,,,,,,,,,
90,PT03M51.00S,2024-11-16T03:29:57.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,18,23,2024-11-16T03:32:16Z,890000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,89.0,,1.0,1.0,0.0,,,,,,,,
