actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M48.00S,2024-04-14T17:14:44.0Z,1,REGULAR,2pt,Jump Shot,[],203081,75.1149802890933,53.18627450980392,1610612749,2,4,2024-04-14T17:15:22Z,160000,False,16.0,181.0,1,right,D. Lillard 18' step back Jump Shot (2 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,18.21,Made,,,,,,,2.0,,,,,,,,,,,
17,PT10M29.00S,2024-04-14T17:15:02.2Z,1,REGULAR,3pt,Jump Shot,[],1630532,24.52365308804205,86.27450980392157,1610612753,2,4,2024-04-14T17:15:11Z,170000,False,-181.0,178.0,1,left,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2024-04-14T17:15:06.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,4,2024-04-14T17:15:11Z,180000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M20.00S,2024-04-14T17:15:11.6Z,1,REGULAR,3pt,Jump Shot,[],203081,64.20827858081472,55.14705882352941,1610612749,2,4,2024-04-14T17:15:30Z,190000,False,26.0,284.0,1,right,MISS D. Lillard 28' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,28.51,Missed,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2024-04-14T17:15:14.6Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,2,4,2024-04-14T17:15:30Z,200000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M11.00S,2024-04-14T17:15:21.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,10.33180026281209,50.0,1610612753,2,4,2024-04-14T17:15:34Z,210000,False,0.0,45.0,1,left,MISS F. Wagner driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2024-04-14T17:15:24.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,2,4,2024-04-14T17:15:34Z,220000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,
23,PT09M59.00S,2024-04-14T17:15:32.6Z,1,REGULAR,3pt,Jump Shot,[],1626171,67.88764783180025,64.70588235294117,1610612749,2,7,2024-04-14T17:15:37Z,230000,False,74.0,249.0,1,right,B. Portis 26' 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.0,Made,,,,,,,3.0,K. Middleton,203114.0,1.0,,,,,,,,
25,PT09M42.00S,2024-04-14T17:15:48.9Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,2,7,2024-04-14T17:15:55Z,250000,False,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 201976]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Beverley,201976.0,,,,
26,PT09M42.00S,2024-04-14T17:15:48.9Z,1,REGULAR,steal,,[],201976,,,1610612749,2,7,2024-04-14T17:15:58Z,260000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
27,PT09M31.00S,2024-04-14T17:16:00.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626171,88.12417871222075,44.85294117647059,1610612749,2,9,2024-04-14T17:16:04Z,270000,False,-26.0,59.0,1,right,B. Portis 6' driving Hook (5 PTS) (P. Beverley 1 AST),"[1626171, 201976]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,,,,,,,5.0,P. Beverley,201976.0,1.0,,,,,,,,
29,PT09M13.00S,2024-04-14T17:16:20.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,6.258212877792378,43.13725490196079,1610612753,2,9,2024-04-14T17:17:51Z,290000,False,34.0,6.0,1,left,MISS F. Wagner driving Hook - blocked,"[1630532, 201572]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.49,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
30,PT09M13.00S,2024-04-14T17:16:20.2Z,1,REGULAR,block,,[],201572,,,1610612753,2,9,2024-04-14T17:16:22Z,300000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M12.00S,2024-04-14T17:16:21.2Z,1,REGULAR,rebound,defensive,[],201976,,,1610612749,2,9,2024-04-14T17:17:51Z,310000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,
33,PT08M54.00S,2024-04-14T17:16:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,85.62746386333771,53.92156862745098,1610612749,2,9,2024-04-14T17:17:12Z,330000,False,20.0,83.0,1,right,MISS D. Lillard 8' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,8.49,Missed,,,,,,,,,,,,,,,,,,
34,PT08M54.00S,2024-04-14T17:16:52.4Z,1,REGULAR,rebound,offensive,[],203081,,,1610612749,2,9,2024-04-14T17:17:12Z,340000,False,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT08M54.00S,2024-04-14T17:17:07.7Z,1,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612749,2,9,2024-04-14T17:17:16Z,350000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Lillard 2 FT),"[1628371, 203081]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Lillard,203081.0
37,PT08M54.00S,2024-04-14T17:17:33.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203081,,,1610612749,2,9,2024-04-14T17:17:33Z,370000,False,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT08M54.00S,2024-04-14T17:17:33.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,2,9,2024-04-14T17:17:33Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,
39,PT08M54.00S,2024-04-14T17:17:56.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203081,,,1610612749,2,10,2024-04-14T17:17:56Z,390000,False,,,0,,D. Lillard Free Throw 2 of 2 (3 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
40,PT08M37.00S,2024-04-14T17:18:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.178055190538765,55.88235294117647,1610612753,4,10,2024-04-14T17:18:24Z,400000,False,-29.0,15.0,1,left,P. Banchero driving Layup (4 PTS) (J. Suggs 1 AST),"[1631094, 1630591]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,4.0,J. Suggs,1630591.0,1.0,,,,,,,,
42,PT08M37.00S,2024-04-14T17:18:18.9Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612753,4,10,2024-04-14T17:18:30Z,420000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Banchero 1 FT),"[201976, 1631094]",1610612749.0,MIL,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Banchero,1631094.0
44,PT08M37.00S,2024-04-14T17:18:41.0Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,5,10,2024-04-14T17:18:41Z,440000,False,,,0,,P. Banchero Free Throw 1 of 1 (5 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
45,PT08M29.00S,2024-04-14T17:18:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612749,5,10,2024-04-14T17:19:00Z,450000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630532, 203081]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Lillard,203081.0
47,PT08M29.00S,2024-04-14T17:19:25.7Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,5,11,2024-04-14T17:19:25Z,470000,False,,,0,,D. Lillard Free Throw 1 of 2 (4 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
48,PT08M29.00S,2024-04-14T17:19:43.2Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,5,12,2024-04-14T17:19:43Z,480000,False,,,0,,D. Lillard Free Throw 2 of 2 (5 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
49,PT08M16.00S,2024-04-14T17:20:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.833114323258869,53.97518382352941,1610612753,5,12,2024-04-14T17:21:08Z,490000,False,-20.0,12.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
50,PT08M15.00S,2024-04-14T17:20:02.0Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,5,12,2024-04-14T17:21:08Z,500000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,
51,PT08M14.00S,2024-04-14T17:20:09.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628371,5.590000152587891,50.0,1610612753,7,12,2024-04-14T17:21:17Z,510000,False,0.0,0.0,1,left,J. Isaac tip DUNK (2 PTS),[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
52,PT08M00.00S,2024-04-14T17:20:13.9Z,1,REGULAR,3pt,Jump Shot,[],201572,68.54467805519053,79.16666666666666,1610612749,7,15,2024-04-14T17:20:24Z,520000,False,146.0,243.0,1,right,B. Lopez 28' 3PT  (3 PTS) (P. Beverley 2 AST),"[201572, 201976]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,28.36,Made,,,,,,,3.0,P. Beverley,201976.0,2.0,,,,,,,,
55,PT07M55.00S,2024-04-14T17:20:33.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.590670170827856,52.20588235294118,1610612753,7,15,2024-04-14T17:20:49Z,550000,False,-11.0,263.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
56,PT07M52.00S,2024-04-14T17:20:36.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,7,15,2024-04-14T17:20:49Z,560000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,
57,PT07M37.00S,2024-04-14T17:20:50.7Z,1,REGULAR,2pt,Jump Shot,[],203081,89.70105124835742,11.029411764705882,1610612749,7,15,2024-04-14T17:20:56Z,570000,False,-195.0,44.0,1,right,MISS D. Lillard 19' fadeaway Shot,[203081],1610612749.0,MIL,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left,19.99,Missed,,,,,,,,,,,,,,,,,,
58,PT07M34.00S,2024-04-14T17:20:53.7Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,7,15,2024-04-14T17:20:56Z,580000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Left,,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,
59,PT07M28.00S,2024-04-14T17:20:59.5Z,1,REGULAR,3pt,Jump Shot,[],1628371,27.94021024967148,79.65686274509804,1610612753,7,15,2024-04-14T17:21:03Z,590000,False,-148.0,210.0,1,left,MISS J. Isaac 25' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
60,PT07M24.00S,2024-04-14T17:21:03.5Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,7,15,2024-04-14T17:21:03Z,600000,False,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,
61,PT07M19.00S,2024-04-14T17:21:07.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203114,78.53153745072274,8.57843137254902,1610612749,7,15,2024-04-14T17:21:14Z,610000,False,-207.0,149.0,1,right,MISS K. Middleton 25' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
62,PT07M17.00S,2024-04-14T17:21:09.6Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,7,15,2024-04-14T17:21:14Z,620000,False,,,0,,J. Isaac REBOUND (Off:1 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,61.0,4.0,3.0,1.0,,,,,,,,,,,,
63,PT07M08.00S,2024-04-14T17:21:19.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,23.209592641261498,38.72549019607843,1610612753,7,15,2024-04-14T17:21:24Z,630000,False,56.0,166.0,1,left,MISS P. Banchero 17' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,17.5,Missed,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2024-04-14T17:21:22.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,7,15,2024-04-14T17:21:24Z,640000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,63.0,3.0,3.0,0.0,,,,,,,,,,,,
65,PT06M47.00S,2024-04-14T17:21:39.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,85.75886990801577,51.9607843137255,1610612749,7,15,2024-04-14T17:21:46Z,650000,False,10.0,81.0,1,right,MISS B. Lopez 8' Hook,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2024-04-14T17:21:42.5Z,1,REGULAR,rebound,offensive,[],201976,,,1610612749,7,15,2024-04-14T17:21:46Z,660000,False,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,
67,PT06M42.00S,2024-04-14T17:21:44.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201572,64.33968462549278,49.754901960784316,1610612749,7,15,2024-04-14T17:21:50Z,670000,False,-1.0,283.0,1,right,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,28.27,Missed,,,,,,,,,,,,,,,,,,
68,PT06M39.00S,2024-04-14T17:21:47.5Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,7,15,2024-04-14T17:21:50Z,680000,False,,,0,,J. Isaac REBOUND (Off:1 Def:4),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,,,67.0,5.0,4.0,1.0,,,,,,,,,,,,
71,PT06M34.00S,2024-04-14T17:21:50.6Z,1,REGULAR,turnover,out-of-bounds,[],203914,,,1610612753,7,15,2024-04-14T17:23:39Z,685000,False,,,0,,G. Harris lost ball out-of-bounds TURNOVER (1 TO),[203914],1610612753.0,ORL,lost ball,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,,,,,,
70,PT06M34.00S,2024-04-14T17:22:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,7,15,2024-04-14T17:23:39Z,700000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2024-04-14T17:24:17.7Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,7,15,2024-04-14T17:24:34Z,710000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2024-04-14T17:24:17.7Z,1,REGULAR,substitution,out,[],201976,,,1610612749,7,15,2024-04-14T17:24:34Z,720000,False,,,0,,SUB out: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2024-04-14T17:24:17.7Z,1,REGULAR,substitution,in,[],203109,,,1610612749,7,15,2024-04-14T17:24:34Z,730000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2024-04-14T17:24:17.7Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,7,15,2024-04-14T17:24:34Z,740000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M15.00S,2024-04-14T17:25:09.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,90.88370565045992,96.07843137254902,1610612749,7,15,2024-04-14T17:25:18Z,750000,False,230.0,33.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2024-04-14T17:25:12.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,7,15,2024-04-14T17:25:18Z,760000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT05M55.00S,2024-04-14T17:25:29.3Z,1,REGULAR,3pt,Jump Shot,[],203914,12.565703022339028,96.56862745098039,1610612753,7,15,2024-04-14T17:25:41Z,770000,False,-233.0,66.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,24.19,Missed,,,,,,,,,,,,,,,,,,
79,PT05M53.00S,2024-04-14T17:25:31.3Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,7,15,2024-04-14T17:25:41Z,780000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,
80,PT05M50.00S,2024-04-14T17:25:35.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628371,10.988830486202366,4.6568627450980395,1610612753,7,15,2024-04-14T17:25:43Z,790000,False,227.0,51.0,1,left,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
81,PT05M46.00S,2024-04-14T17:25:39.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,7,15,2024-04-14T17:25:43Z,800000,False,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,,,80.0,3.0,2.0,1.0,,,,,,,,,,,,
82,PT05M32.00S,2024-04-14T17:25:52.7Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,7,15,2024-04-14T17:26:03Z,810000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 203914]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Harris,203914.0,,,,
