actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
18,PT10M43.00S,2023-12-28T00:13:07.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630194,88.38699080157687,56.372549019607845,1610612755,0,2,2023-12-28T00:13:15Z,180000,False,32.0,57.0,1,right,MISS P. Reed 6' floating Shot,[1630194],1610612755.0,PHI,floating,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2023-12-28T00:13:10.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,2,2023-12-28T00:13:15Z,190000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
20,PT10M23.00S,2023-12-28T00:13:28.1Z,1,REGULAR,2pt,Jump Shot,[],1630532,27.94021024967148,45.34313725490196,1610612753,0,2,2023-12-28T00:13:34Z,200000,False,23.0,210.0,1,left,MISS F. Wagner 21' step back Shot,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Center,21.14,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2023-12-28T00:13:31.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,2,2023-12-28T00:13:34Z,210000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M18.00S,2023-12-28T00:13:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612755,0,2,2023-12-28T00:13:57Z,220000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630591, 1626162]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1629178.0,1.0,0.0,Oubre Jr.,1626162.0,,,
24,PT10M18.00S,2023-12-28T00:14:00.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612755,0,3,2023-12-28T00:14:16Z,240000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
25,PT10M18.00S,2023-12-28T00:14:00.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612755,0,3,2023-12-28T00:14:16Z,250000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M16.00S,2023-12-28T00:14:02.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,3,2023-12-28T00:14:16Z,260000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,
27,PT10M05.00S,2023-12-28T00:14:25.4Z,1,REGULAR,3pt,Jump Shot,[],1641710,19.004599211563733,93.13725490196079,1610612753,0,3,2023-12-28T00:14:31Z,270000,False,-216.0,126.0,1,left,MISS A. Black 24' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
28,PT10M01.00S,2023-12-28T00:14:29.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,3,2023-12-28T00:14:31Z,280000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,
29,PT09M55.00S,2023-12-28T00:14:35.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,92.9862023653088,55.14705882352941,1610612755,0,5,2023-12-28T00:15:35Z,290000,False,26.0,13.0,1,right,D. Melton running finger roll Layup (2 PTS),[1629001],1610612755.0,PHI,running finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,2.0,,,,,,,,,,,
30,PT09M42.00S,2023-12-28T00:14:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,5.995400788436268,51.71568627450981,1610612753,2,5,2023-12-28T00:14:55Z,300000,False,-9.0,4.0,1,left,J. Suggs cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1630591, 1628976]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,,,2.0,,,,,,,,,W. Carter Jr.,1628976.0,1.0
32,PT09M42.00S,2023-12-28T00:14:53.8Z,1,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612753,2,5,2023-12-28T00:15:03Z,320000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Suggs 1 FT),"[1630178, 1630591]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1629178.0,1.0,0.0,Suggs,1630591.0,,,
34,PT09M42.00S,2023-12-28T00:15:17.9Z,1,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,3,5,2023-12-28T00:15:18Z,340000,False,,,0,,J. Suggs Free Throw 1 of 1 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
35,PT09M25.00S,2023-12-28T00:15:36.1Z,1,REGULAR,3pt,Jump Shot,[],202699,70.90998685939553,82.1078431372549,1610612755,3,5,2023-12-28T00:15:40Z,350000,False,161.0,221.0,1,right,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
36,PT09M21.00S,2023-12-28T00:15:40.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,3,5,2023-12-28T00:15:40Z,360000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,
37,PT09M15.00S,2023-12-28T00:15:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.5722733245729295,49.01960784313725,1610612753,5,5,2023-12-28T00:15:51Z,370000,False,5.0,19.0,1,left,J. Suggs cutting finger roll Layup (5 PTS) (F. Wagner 1 AST),"[1630591, 1630532]",1610612753.0,ORL,cutting finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,5.0,,,,,,,,,F. Wagner,1630532.0,1.0
39,PT09M03.00S,2023-12-28T00:15:58.4Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,5,5,2023-12-28T00:16:03Z,390000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1630591]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,
40,PT09M03.00S,2023-12-28T00:15:58.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,5,5,2023-12-28T00:16:00Z,400000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M59.00S,2023-12-28T00:16:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630591,6.258212877792378,50.98039215686274,1610612753,7,5,2023-12-28T00:16:07Z,410000,False,-5.0,6.0,1,left,J. Suggs running finger roll Layup (7 PTS),[1630591],1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,7.0,,,,,,,,,,,
42,PT08M45.00S,2023-12-28T00:16:15.9Z,1,REGULAR,2pt,Jump Shot,[],1630178,76.82325886990802,41.17647058823529,1610612755,7,7,2023-12-28T00:16:20Z,420000,False,-44.0,165.0,1,right,T. Maxey 17' step back Jump Shot (2 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,17.12,Made,,,,,,,2.0,,,,,,,,,,,
43,PT08M20.00S,2023-12-28T00:16:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.754927726675426,55.63725490196079,1610612753,9,7,2023-12-28T00:16:50Z,430000,False,-28.0,30.0,1,left,F. Wagner driving Layup (2 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.1,Made,,,,,,,2.0,,,,,,,,,,,
44,PT07M59.00S,2023-12-28T00:17:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.14651773981603,48.03921568627451,1610612755,9,7,2023-12-28T00:17:09Z,440000,False,-10.0,31.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 1628976]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.22,Missed,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,
45,PT07M59.00S,2023-12-28T00:17:02.1Z,1,REGULAR,block,,[],1628976,,,1610612755,9,7,2023-12-28T00:17:05Z,450000,False,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M57.00S,2023-12-28T00:17:04.1Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,9,7,2023-12-28T00:17:34Z,460000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,
47,PT07M56.00S,2023-12-28T00:17:07.4Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612755,9,7,2023-12-28T00:17:11Z,470000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1630532]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,
48,PT07M56.00S,2023-12-28T00:17:07.4Z,1,REGULAR,steal,,[],1630532,,,1610612753,9,7,2023-12-28T00:17:09Z,480000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
49,PT07M56.00S,2023-12-28T00:17:11.4Z,1,REGULAR,foul,personal,[],1630178,,,1610612753,9,7,2023-12-28T00:17:24Z,490000,False,,,0,,T. Maxey personal FOUL (2 PF),"[1630178, 1630532]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,101283.0,2.0,0.0,Wagner,1630532.0,,,
51,PT07M56.00S,2023-12-28T00:17:28.9Z,1,REGULAR,substitution,out,[],1630178,,,1610612753,9,7,2023-12-28T00:17:33Z,510000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M56.00S,2023-12-28T00:17:28.9Z,1,REGULAR,substitution,in,[],201976,,,1610612753,9,7,2023-12-28T00:17:33Z,520000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2023-12-28T00:17:51.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,19.267411300919843,91.66666666666666,1610612753,12,7,2023-12-28T00:17:56Z,530000,False,-208.0,129.0,1,left,A. Black 24' 3PT  (3 PTS) (P. Banchero 1 AST),"[1641710, 1631094]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,24.48,Made,,,,,,,3.0,,,,,,,,,P. Banchero,1631094.0,1.0
55,PT07M24.00S,2023-12-28T00:18:09.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,64.60249671484888,60.049019607843135,1610612755,12,7,2023-12-28T00:18:16Z,550000,False,50.0,280.0,1,right,MISS K. Oubre Jr. 28' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,28.47,Missed,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2023-12-28T00:18:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,12,7,2023-12-28T00:18:16Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,55.0,,,,,,,,,,,,,,,
58,PT07M21.00S,2023-12-28T00:18:30.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630194,91.80354796320631,4.901960784313726,1610612755,12,10,2023-12-28T00:18:39Z,580000,False,-225.0,25.0,1,right,P. Reed 3PT  (3 PTS) (P. Beverley 1 AST),"[1630194, 201976]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,,3.0,,,,,,,,,P. Beverley,201976.0,1.0
60,PT07M06.00S,2023-12-28T00:18:47.1Z,1,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612753,12,10,2023-12-28T00:19:01Z,600000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630194, 1630532]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Wagner,1630532.0,,,
62,PT07M06.00S,2023-12-28T00:19:14.3Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,13,10,2023-12-28T00:19:14Z,620000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
63,PT07M06.00S,2023-12-28T00:19:35.8Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,14,10,2023-12-28T00:19:35Z,630000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
64,PT06M54.00S,2023-12-28T00:19:51.1Z,1,REGULAR,3pt,Jump Shot,[],202699,69.99014454664915,21.568627450980394,1610612755,14,10,2023-12-28T00:19:55Z,640000,False,-142.0,230.0,1,right,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2023-12-28T00:19:54.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,14,10,2023-12-28T00:19:55Z,650000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,
66,PT06M46.00S,2023-12-28T00:19:59.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,29.25427069645204,25.49019607843137,1610612753,14,10,2023-12-28T00:20:05Z,660000,False,123.0,222.0,1,left,MISS A. Black 25' running 3PT,[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
67,PT06M44.00S,2023-12-28T00:20:01.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,14,10,2023-12-28T01:17:08Z,670000,False,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,
68,PT06M39.00S,2023-12-28T00:20:07.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,93.24901445466492,55.63725490196079,1610612755,14,10,2023-12-28T01:18:36Z,680000,False,28.0,11.0,1,right,MISS D. Melton running Layup - blocked,"[1629001, 1641710]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,3.03,Missed,Black,1641710.0,,,,,,,,,,,,,,,,
69,PT06M39.00S,2023-12-28T00:20:07.3Z,1,REGULAR,block,,[],1641710,,,1610612755,14,10,2023-12-28T00:20:10Z,690000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2023-12-28T00:20:08.3Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,14,10,2023-12-28T01:18:36Z,700000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,
71,PT06M31.00S,2023-12-28T00:20:13.5Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,14,10,2023-12-28T00:32:05Z,710000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,,,,,
73,PT06M24.00S,2023-12-28T00:20:20.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,87.59855453350855,96.56862745098039,1610612755,14,10,2023-12-28T00:20:27Z,730000,False,233.0,64.0,1,right,MISS K. Oubre Jr. 24' running 3PT,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2023-12-28T00:20:23.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,14,10,2023-12-28T00:20:27Z,740000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,
75,PT06M06.00S,2023-12-28T00:20:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.440867279894875,49.50980392156863,1610612753,16,10,2023-12-28T00:20:57Z,750000,False,2.0,17.0,1,left,J. Suggs cutting Layup (9 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,9.0,,,,,,,,,F. Wagner,1630532.0,2.0
77,PT05M58.00S,2023-12-28T00:20:53.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,16,10,2023-12-28T00:20:53Z,770000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M58.00S,2023-12-28T00:21:42.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612755,16,10,2023-12-28T00:23:47Z,780000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M58.00S,2023-12-28T00:21:42.9Z,1,REGULAR,substitution,in,[],1630175,,,1610612755,16,10,2023-12-28T00:23:47Z,790000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M45.00S,2023-12-28T00:24:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,81.94809461235218,55.63725490196079,1610612755,16,12,2023-12-28T00:24:14Z,800000,False,28.0,117.0,1,right,P. Beverley 12' driving floating Jump Shot (2 PTS),[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,12.05,Made,,,,,,,2.0,,,,,,,,,,,
81,PT05M26.00S,2023-12-28T00:24:29.6Z,1,REGULAR,3pt,Jump Shot,[],1631094,32.013797634691194,31.127450980392158,1610612753,16,12,2023-12-28T00:24:33Z,810000,False,94.0,248.0,1,left,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2023-12-28T00:24:31.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,16,12,2023-12-28T00:24:33Z,820000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,
83,PT05M18.00S,2023-12-28T00:24:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,74.06373193166885,13.725490196078432,1610612755,16,15,2023-12-28T00:25:14Z,830000,False,-181.0,191.0,1,right,D. Melton 26' 3PT running (5 PTS),[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,,,5.0,,,,,,,,,,,
84,PT05M02.00S,2023-12-28T00:24:53.1Z,1,REGULAR,3pt,Jump Shot,[],1631094,29.878449408672807,26.960784313725497,1610612753,16,15,2023-12-28T00:26:53Z,840000,False,115.0,228.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
